"","date","DRE"
"1","2007-01-03",40.700001
"2","2007-01-04",40.860001
"3","2007-01-05",40.25
"4","2007-01-08",40.349998
"5","2007-01-09",40.889999
"6","2007-01-10",41.400002
"7","2007-01-11",41.689999
"8","2007-01-12",41.75
"9","2007-01-16",42.029999
"10","2007-01-17",42.279999
"11","2007-01-18",42.330002
"12","2007-01-19",42.779999
"13","2007-01-22",42.52
"14","2007-01-23",42.540001
"15","2007-01-24",43.130001
"16","2007-01-25",43.380001
"17","2007-01-26",43.630001
"18","2007-01-29",43.720001
"19","2007-01-30",43.810001
"20","2007-01-31",44.119999
"21","2007-02-01",45.09
"22","2007-02-02",45.889999
"23","2007-02-05",46.060001
"24","2007-02-06",46.93
"25","2007-02-07",48.209999
"26","2007-02-08",48.040001
"27","2007-02-09",47.880001
"28","2007-02-12",46
"29","2007-02-13",46.720001
"30","2007-02-14",46.150002
"31","2007-02-15",46.889999
"32","2007-02-16",46.669998
"33","2007-02-20",46.73
"34","2007-02-21",46.509998
"35","2007-02-22",46.25
"36","2007-02-23",45.790001
"37","2007-02-26",45.389999
"38","2007-02-27",44.299999
"39","2007-02-28",44.060001
"40","2007-03-01",43.73
"41","2007-03-02",43.459999
"42","2007-03-05",42.450001
"43","2007-03-06",43.700001
"44","2007-03-07",42.93
"45","2007-03-08",43.23
"46","2007-03-09",43.790001
"47","2007-03-12",43.82
"48","2007-03-13",42.720001
"49","2007-03-14",42.93
"50","2007-03-15",43.459999
"51","2007-03-16",43.150002
"52","2007-03-19",43.779999
"53","2007-03-20",43.610001
"54","2007-03-21",44.290001
"55","2007-03-22",44.099998
"56","2007-03-23",44.330002
"57","2007-03-26",43.650002
"58","2007-03-27",43.369999
"59","2007-03-28",43.150002
"60","2007-03-29",42.830002
"61","2007-03-30",43.470001
"62","2007-04-02",43.52
"63","2007-04-03",43.77
"64","2007-04-04",43.790001
"65","2007-04-05",43.709999
"66","2007-04-09",43.889999
"67","2007-04-10",43.900002
"68","2007-04-11",43.41
"69","2007-04-12",43.09
"70","2007-04-13",43.720001
"71","2007-04-16",43.639999
"72","2007-04-17",44.099998
"73","2007-04-18",43.700001
"74","2007-04-19",43.419998
"75","2007-04-20",43.700001
"76","2007-04-23",44.66
"77","2007-04-24",44.52
"78","2007-04-25",44.16
"79","2007-04-26",44.009998
"80","2007-04-27",43.919998
"81","2007-04-30",43.110001
"82","2007-05-01",43.009998
"83","2007-05-02",43.099998
"84","2007-05-03",43.110001
"85","2007-05-04",42.779999
"86","2007-05-07",43.080002
"87","2007-05-08",42.82
"88","2007-05-09",42.950001
"89","2007-05-10",41.919998
"90","2007-05-11",42.09
"91","2007-05-14",41.549999
"92","2007-05-15",40.880001
"93","2007-05-16",40.41
"94","2007-05-17",39.240002
"95","2007-05-18",38.650002
"96","2007-05-21",38.549999
"97","2007-05-22",39.639999
"98","2007-05-23",39.790001
"99","2007-05-24",38.93
"100","2007-05-25",38.889999
"101","2007-05-29",39.880001
"102","2007-05-30",40.490002
"103","2007-05-31",40.119999
"104","2007-06-01",39.860001
"105","2007-06-04",40.040001
"106","2007-06-05",39.389999
"107","2007-06-06",38.919998
"108","2007-06-07",37.860001
"109","2007-06-08",38.240002
"110","2007-06-11",37.650002
"111","2007-06-12",37.240002
"112","2007-06-13",38.040001
"113","2007-06-14",37.369999
"114","2007-06-15",37.57
"115","2007-06-18",36.990002
"116","2007-06-19",37.220001
"117","2007-06-20",36.119999
"118","2007-06-21",36.5
"119","2007-06-22",36.110001
"120","2007-06-25",35.529999
"121","2007-06-26",35.529999
"122","2007-06-27",35.73
"123","2007-06-28",35.560001
"124","2007-06-29",35.669998
"125","2007-07-02",36.599998
