"","date","BDX"
"1","2007-01-03",70.43
"2","2007-01-04",69.849998
"3","2007-01-05",70
"4","2007-01-08",70.449997
"5","2007-01-09",71.230003
"6","2007-01-10",71.760002
"7","2007-01-11",72.230003
"8","2007-01-12",71.970001
"9","2007-01-16",72.540001
"10","2007-01-17",72.75
"11","2007-01-18",73.879997
"12","2007-01-19",73.989998
"13","2007-01-22",73.459999
"14","2007-01-23",73.910004
"15","2007-01-24",75.150002
"16","2007-01-25",74.610001
"17","2007-01-26",74.480003
"18","2007-01-29",74.709999
"19","2007-01-30",76.849998
"20","2007-01-31",76.940002
"21","2007-02-01",77.410004
"22","2007-02-02",77.129997
"23","2007-02-05",77.349998
"24","2007-02-06",77.629997
"25","2007-02-07",77.949997
"26","2007-02-08",78.139999
"27","2007-02-09",77.5
"28","2007-02-12",76.800003
"29","2007-02-13",76.809998
"30","2007-02-14",77.360001
"31","2007-02-15",77.459999
"32","2007-02-16",77.93
"33","2007-02-20",77.5
"34","2007-02-21",77.410004
"35","2007-02-22",77.449997
"36","2007-02-23",77.580002
"37","2007-02-26",77.209999
"38","2007-02-27",74.790001
"39","2007-02-28",75.949997
"40","2007-03-01",75.82
"41","2007-03-02",74.870003
"42","2007-03-05",73.980003
"43","2007-03-06",74.519997
"44","2007-03-07",74.150002
"45","2007-03-08",74.919998
"46","2007-03-09",75
"47","2007-03-12",74.510002
"48","2007-03-13",73.480003
"49","2007-03-14",74.550003
"50","2007-03-15",74.540001
"51","2007-03-16",74.400002
"52","2007-03-19",74.860001
"53","2007-03-20",75.120003
"54","2007-03-21",75.93
"55","2007-03-22",75.860001
"56","2007-03-23",75.370003
"57","2007-03-26",75.339996
"58","2007-03-27",75.330002
"59","2007-03-28",75.160004
"60","2007-03-29",76.110001
"61","2007-03-30",76.889999
"62","2007-04-02",77.900002
"63","2007-04-03",78.889999
"64","2007-04-04",78.900002
"65","2007-04-05",78.419998
"66","2007-04-09",77.900002
"67","2007-04-10",77.93
"68","2007-04-11",78.269997
"69","2007-04-12",78.459999
"70","2007-04-13",78.279999
"71","2007-04-16",78.75
"72","2007-04-17",78.610001
"73","2007-04-18",78.050003
"74","2007-04-19",78.019997
"75","2007-04-20",79.050003
"76","2007-04-23",78.489998
"77","2007-04-24",78.110001
"78","2007-04-25",78.529999
"79","2007-04-26",77.910004
"80","2007-04-27",78.660004
"81","2007-04-30",78.690002
"82","2007-05-01",79.629997
"83","2007-05-02",80.870003
"84","2007-05-03",80.330002
"85","2007-05-04",79.779999
"86","2007-05-07",79.769997
"87","2007-05-08",79.279999
"88","2007-05-09",79.459999
"89","2007-05-10",78.07
"90","2007-05-11",78.279999
"91","2007-05-14",77.589996
"92","2007-05-15",78.050003
"93","2007-05-16",78.699997
"94","2007-05-17",77.440002
"95","2007-05-18",77.790001
"96","2007-05-21",76.980003
"97","2007-05-22",76.910004
"98","2007-05-23",77.040001
"99","2007-05-24",77.160004
"100","2007-05-25",77.129997
"101","2007-05-29",76.580002
"102","2007-05-30",76.440002
"103","2007-05-31",76.25
"104","2007-06-01",76.019997
"105","2007-06-04",76.089996
"106","2007-06-05",75.540001
"107","2007-06-06",74.769997
"108","2007-06-07",74.470001
"109","2007-06-08",75.379997
"110","2007-06-11",75
"111","2007-06-12",74.440002
"112","2007-06-13",74.330002
"113","2007-06-14",76.099998
"114","2007-06-15",76.239998
"115","2007-06-18",75.379997
"116","2007-06-19",75.339996
"117","2007-06-20",74.949997
"118","2007-06-21",75.040001
"119","2007-06-22",75.190002
"120","2007-06-25",74.220001
"121","2007-06-26",73.900002
"122","2007-06-27",73.650002
"123","2007-06-28",73.720001
"124","2007-06-29",74.5
"125","2007-07-02",75.040001
"126","2007-07-03",75.059998
"127","2007-07-05",74.900002
"128","2007-07-06",75.160004
"129","2007-07-09",75.440002
"130","2007-07-10",74.269997
"131","2007-07-11",74.889999
"132","2007-07-12",75.57
"133","2007-07-13",76.089996
"134","2007-07-16",75.339996
"135","2007-07-17",75.300003
"136","2007-07-18",74.480003
"137","2007-07-19",74.790001
"138","2007-07-20",74.239998
"139","2007-07-23",74.449997
"140","2007-07-24",74.480003
"141","2007-07-25",75.800003
"142","2007-07-26",77.150002
"143","2007-07-27",76.730003
"144","2007-07-30",78.019997
"145","2007-07-31",76.360001
"146","2007-08-01",78.970001
"147","2007-08-02",78.480003
"148","2007-08-03",76.199997
"149","2007-08-06",77.32
"150","2007-08-07",77.599998
"151","2007-08-08",78.169998
"152","2007-08-09",75.080002
"153","2007-08-10",77.739998
"154","2007-08-13",77.099998
"155","2007-08-14",75.739998
"156","2007-08-15",74.889999
"157","2007-08-16",75
"158","2007-08-17",76.889999
"159","2007-08-20",77.269997
"160","2007-08-21",77.059998
"161","2007-08-22",76.949997
"162","2007-08-23",77.050003
"163","2007-08-24",77.489998
"164","2007-08-27",78.080002
"165","2007-08-28",77.300003
