"","date","RPAY"
"79","2018-11-05",9.74
"80","2018-11-06",9.69
"81","2018-11-07",9.77
"82","2018-11-08",9.72
"83","2018-11-09",9.74
"84","2018-11-12",9.74
"85","2018-11-13",9.7
"86","2018-11-14",9.73
"87","2018-11-15",9.7
"88","2018-11-16",9.7
"89","2018-11-19",9.75
"90","2018-11-20",9.76
"91","2018-11-21",9.76
"92","2018-11-23",9.72
"93","2018-11-26",9.8
"94","2018-11-27",9.8
"95","2018-11-28",9.8
"96","2018-11-29",9.81
"97","2018-11-30",9.85
"98","2018-12-03",9.85
"99","2018-12-04",9.85
"100","2018-12-06",9.85
"101","2018-12-07",9.85
"102","2018-12-10",9.85
"103","2018-12-11",9.83
"104","2018-12-12",9.83
"105","2018-12-13",9.83
"106","2018-12-14",9.83
"107","2018-12-17",9.9
"108","2018-12-18",9.82
"109","2018-12-19",9.82
"110","2018-12-20",9.82
"111","2018-12-21",9.82
"112","2018-12-24",9.82
"113","2018-12-26",9.82
"114","2018-12-27",9.82
"115","2018-12-28",9.85
"116","2018-12-31",9.9
"117","2019-01-02",9.85
"118","2019-01-03",9.85
"119","2019-01-04",9.85
"120","2019-01-07",9.83
"121","2019-01-08",9.85
"122","2019-01-09",9.85
"123","2019-01-10",9.89
"124","2019-01-11",9.91
"125","2019-01-14",9.931
"126","2019-01-15",9.931
"127","2019-01-16",9.93
"128","2019-01-17",9.93
"129","2019-01-18",9.95
"130","2019-01-22",10.07
"131","2019-01-23",10.05
"132","2019-01-24",10.05
"133","2019-01-25",10.06
"134","2019-01-28",10.05
"135","2019-01-29",10.05
"136","2019-01-30",10.05
"137","2019-01-31",10.05
"138","2019-02-01",10.04
"139","2019-02-04",10.05
"140","2019-02-05",10.03
"141","2019-02-06",10.03
"142","2019-02-07",10.05
"143","2019-02-08",10.03
"144","2019-02-11",10.04
"145","2019-02-12",10.08
"146","2019-02-13",10.1
"147","2019-02-14",10.12
"148","2019-02-15",10.11
"149","2019-02-19",10.1
"150","2019-02-20",10.12
"151","2019-02-21",10.13
"152","2019-02-22",10.18
"153","2019-02-25",10.17
"154","2019-02-26",10.2
"155","2019-02-27",10.2
"156","2019-02-28",10.2
"157","2019-03-01",10.15
"158","2019-03-04",10.15
"159","2019-03-05",10.15
"160","2019-03-06",10.15
"161","2019-03-07",10.15
"162","2019-03-08",10.16
"163","2019-03-11",10.15
"164","2019-03-12",10.18
"165","2019-03-13",10.17
"166","2019-03-14",10.17
"167","2019-03-15",10.19
"168","2019-03-18",10.18
"169","2019-03-19",10.18
"170","2019-03-20",10.18
"171","2019-03-21",10.17
"172","2019-03-22",10.18
"173","2019-03-25",10.18
"174","2019-03-26",10.18
"175","2019-03-27",10.21
"176","2019-03-28",10.2
"177","2019-03-29",10.2
"178","2019-04-01",10.22
"179","2019-04-02",10.19
"180","2019-04-03",10.21
"181","2019-04-04",10.2
"182","2019-04-05",10.22
"183","2019-04-08",10.25
"184","2019-04-09",10.25
"185","2019-04-10",10.23
"186","2019-04-11",10.25
"187","2019-04-12",10.24
"188","2019-04-15",10.246
"189","2019-04-16",10.25
"190","2019-04-17",10.25
"191","2019-04-18",10.25
"192","2019-04-22",10.25
"193","2019-04-23",10.25
"194","2019-04-24",10.25
"195","2019-04-25",10.25
"196","2019-04-26",10.24
"197","2019-04-29",10.24
"198","2019-04-30",10.24
"199","2019-05-01",10.2
"200","2019-05-02",10.23
"201","2019-05-03",10.23
"202","2019-05-06",10.23
"203","2019-05-07",10.23
"204","2019-05-08",10.23
"205","2019-05-09",10.223
"206","2019-05-10",10.391
"207","2019-05-13",10.32
"208","2019-05-14",10.35
"209","2019-05-15",10.35
"210","2019-05-16",10.32
"211","2019-05-17",10.32
"212","2019-05-20",10.31
"213","2019-05-21",10.35
"214","2019-05-22",10.36
"215","2019-05-23",10.43
"216","2019-05-24",10.46
"217","2019-05-28",10.45
"218","2019-05-29",10.4
"219","2019-05-30",10.47
"220","2019-05-31",10.5
"221","2019-06-03",10.46
"222","2019-06-04",10.46
"223","2019-06-05",10.48
"224","2019-06-06",10.48
"225","2019-06-07",10.43
"226","2019-06-10",10.43
"227","2019-06-11",10.43
"228","2019-06-12",10.38
"229","2019-06-13",10.37
"230","2019-06-14",10.38
"231","2019-06-17",10.4
"232","2019-06-18",10.38
"233","2019-06-19",10.37
"234","2019-06-20",10.39
"235","2019-06-21",10.5
"236","2019-06-24",10.49
"237","2019-06-25",10.39
"238","2019-06-26",10.42
"239","2019-06-27",10.44
"240","2019-06-28",10.43
"241","2019-07-01",10.39
"242","2019-07-02",10.33
"243","2019-07-03",10.34
"244","2019-07-05",10.3
"245","2019-07-08",10.305
"246","2019-07-09",10.42
"247","2019-07-10",11.54
"248","2019-07-11",13.31
"249","2019-07-12",12.5
"250","2019-07-15",12.42
"251","2019-07-16",12
"252","2019-07-17",11.93
"253","2019-07-18",11.85
"254","2019-07-19",11.74
"255","2019-07-22",11.54
"256","2019-07-23",11.55
"257","2019-07-24",11.69
"258","2019-07-25",11.7
"259","2019-07-26",11.9
"260","2019-07-29",11.61
"261","2019-07-30",11.59
"262","2019-07-31",11.62
"263","2019-08-01",11.67
"264","2019-08-02",11.8
"265","2019-08-05",11.51
"266","2019-08-06",11.53
"267","2019-08-07",11.45
"268","2019-08-08",11.62
"269","2019-08-09",11.53
"270","2019-08-12",11.29
"271","2019-08-13",11.74
"272","2019-08-14",11.77
"273","2019-08-15",11.72
"274","2019-08-16",11.86
"275","2019-08-19",11.84
"276","2019-08-20",12
"277","2019-08-21",12.24
"278","2019-08-22",11.98
"279","2019-08-23",11.8
"280","2019-08-26",12.03
"281","2019-08-27",12.07
"282","2019-08-28",12.07
"283","2019-08-29",12.27
"284","2019-08-30",12.7
"285","2019-09-03",12.71
"286","2019-09-04",13
"287","2019-09-05",13.04
"288","2019-09-06",12.86
"289","2019-09-09",13.2
"290","2019-09-10",13
"291","2019-09-11",13.26
"292","2019-09-12",12.94
"293","2019-09-13",13.35
"294","2019-09-16",13.15
"295","2019-09-17",13.4
"296","2019-09-18",13.42
"297","2019-09-19",13.44
"298","2019-09-20",13.66
"299","2019-09-23",14
"300","2019-09-24",13.84
"301","2019-09-25",13.55
"302","2019-09-26",13.56
"303","2019-09-27",13.31
"304","2019-09-30",13.33
"305","2019-10-01",13.4
"306","2019-10-02",13.1
"307","2019-10-03",13.57
"308","2019-10-04",13.63
"309","2019-10-07",13.61
"310","2019-10-08",13.3
"311","2019-10-09",13.3
"312","2019-10-10",13.28
"313","2019-10-11",13.34
"314","2019-10-14",13.17
"315","2019-10-15",13.65
"316","2019-10-16",13.79
"317","2019-10-17",13.73
"318","2019-10-18",13.74
"319","2019-10-21",13.82
"320","2019-10-22",13.78
"321","2019-10-23",13.7
"322","2019-10-24",13.8
"323","2019-10-25",14.15
"324","2019-10-28",14
"325","2019-10-29",13.98
"326","2019-10-30",14
"327","2019-10-31",13.43
"328","2019-11-01",13.68
"329","2019-11-04",13.19
"330","2019-11-05",13.22
"331","2019-11-06",12.98
"332","2019-11-07",12.5
"333","2019-11-08",12.42
"334","2019-11-11",12.67
"335","2019-11-12",12.76
"336","2019-11-13",13.2
"337","2019-11-14",13.6
"338","2019-11-15",14
"339","2019-11-18",14.04
"340","2019-11-19",14.2
"341","2019-11-20",14.18
"342","2019-11-21",13.8
"343","2019-11-22",13.78
"344","2019-11-25",13.78
"345","2019-11-26",13.98
"346","2019-11-27",13.8
"347","2019-11-29",13.83
"348","2019-12-02",13.98
"349","2019-12-03",14.12
"350","2019-12-04",14.43
"351","2019-12-05",14.48
"352","2019-12-06",14.78
"353","2019-12-09",14.77
"354","2019-12-10",14.85
"355","2019-12-11",14.85
"356","2019-12-12",14.99
"357","2019-12-13",14.96
"358","2019-12-16",15.01
"359","2019-12-17",15.28
"360","2019-12-18",15.28
"361","2019-12-19",15.43
"362","2019-12-20",15.22
"363","2019-12-23",14.94
"364","2019-12-24",14.79
"365","2019-12-26",14.86
"366","2019-12-27",14.58
"367","2019-12-30",14.66
"368","2019-12-31",14.65
"369","2020-01-02",15.08
"370","2020-01-03",14.99
"371","2020-01-06",15.18
"372","2020-01-07",15.39
"373","2020-01-08",15.32
"374","2020-01-09",15.52
"375","2020-01-10",15.91
"376","2020-01-13",15.9
"377","2020-01-14",15.92
"378","2020-01-15",15.74
"379","2020-01-16",15.78
"380","2020-01-17",15.97
"381","2020-01-21",16.139999
"382","2020-01-22",16.16
"383","2020-01-23",15.97
"384","2020-01-24",16.58
"385","2020-01-27",16.91
"386","2020-01-28",16.780001
"387","2020-01-29",16.709999
"388","2020-01-30",16.92
"389","2020-01-31",16.91
"390","2020-02-03",17.040001
"391","2020-02-04",17.799999
"392","2020-02-05",17.35
"393","2020-02-06",17.58
"394","2020-02-07",17.690001
"395","2020-02-10",17.9
"396","2020-02-11",18.110001
"397","2020-02-12",18.26
"398","2020-02-13",18.41
"399","2020-02-14",18.620001
"400","2020-02-18",19.01
"401","2020-02-19",19.4
"402","2020-02-20",19.08
"403","2020-02-21",19.09
"404","2020-02-24",18.629999
"405","2020-02-25",17.959999
"406","2020-02-26",18
"407","2020-02-27",17.4
"408","2020-02-28",17.530001
"409","2020-03-02",18.110001
"410","2020-03-03",17.98
"411","2020-03-04",18.42
"412","2020-03-05",18.15
"413","2020-03-06",17.9
"414","2020-03-09",17.42
"415","2020-03-10",18.08
"416","2020-03-11",17.34
"417","2020-03-12",14.42
"418","2020-03-13",16.35
"419","2020-03-16",13.47
"420","2020-03-17",15.54
"421","2020-03-18",12.14
"422","2020-03-19",12.24
"423","2020-03-20",11.75
"424","2020-03-23",11.35
"425","2020-03-24",12.7
"426","2020-03-25",13.74
"427","2020-03-26",15.26
"428","2020-03-27",14.06
"429","2020-03-30",14.94
"430","2020-03-31",14.35
"431","2020-04-01",13.53
"432","2020-04-02",13.5
"433","2020-04-03",13.06
"434","2020-04-06",14.06
"435","2020-04-07",14.92
"436","2020-04-08",14.67
"437","2020-04-09",14.97
"438","2020-04-13",14.82
"439","2020-04-14",15.15
"440","2020-04-15",15.35
"441","2020-04-16",15.41
"442","2020-04-17",14.83
"443","2020-04-20",15.05
"444","2020-04-21",15.21
"445","2020-04-22",16.57
"446","2020-04-23",15.9
"447","2020-04-24",16.26
"448","2020-04-27",16.92
"449","2020-04-28",17.950001
"450","2020-04-29",17.969999
"451","2020-04-30",17.870001
"452","2020-05-01",17.459999
"453","2020-05-04",17.35
"454","2020-05-05",17.700001
"455","2020-05-06",17.33
"456","2020-05-07",17.280001
"457","2020-05-08",17.940001
"458","2020-05-11",16.84
"459","2020-05-12",18.309999
"460","2020-05-13",18.66
"461","2020-05-14",19.18
"462","2020-05-15",19.99
"463","2020-05-18",20.35
"464","2020-05-19",20.969999
"465","2020-05-20",21.67
"466","2020-05-21",22.43
"467","2020-05-22",23
"468","2020-05-26",22.02
"469","2020-05-27",21.07
"470","2020-05-28",20.620001
"471","2020-05-29",23.040001
"472","2020-06-01",23.059999
"473","2020-06-02",23.18
"474","2020-06-03",23.5
"475","2020-06-04",23.67
"476","2020-06-05",23.860001
"477","2020-06-08",25.27
"478","2020-06-09",25.950001
"479","2020-06-10",25.709999
"480","2020-06-11",24.25
"481","2020-06-12",24.540001
"482","2020-06-15",25.99
"483","2020-06-16",26.450001
"484","2020-06-17",25.93
"485","2020-06-18",25.709999
"486","2020-06-19",25.34
"487","2020-06-22",25.719999
"488","2020-06-23",25.74
"489","2020-06-24",26.200001
"490","2020-06-25",26.799999
"491","2020-06-26",25.98
"492","2020-06-29",25.26
"493","2020-06-30",24.629999
"494","2020-07-01",24.940001
"495","2020-07-02",25.02
"496","2020-07-06",25.9
"497","2020-07-07",25.370001
"498","2020-07-08",25.67
"499","2020-07-09",25.370001
"500","2020-07-10",25.719999
"501","2020-07-13",24.35
"502","2020-07-14",24.07
"503","2020-07-15",25.280001
"504","2020-07-16",24.98
"505","2020-07-17",25.290001
"506","2020-07-20",25.08
"507","2020-07-21",23.74
"508","2020-07-22",23.49
"509","2020-07-23",22.950001
"510","2020-07-24",22.530001
"511","2020-07-27",23.1
"512","2020-07-28",22.4
"513","2020-07-29",22.65
"514","2020-07-30",21.969999
"515","2020-07-31",22.129999
"516","2020-08-03",23.959999
"517","2020-08-04",24.34
"518","2020-08-05",24.49
"519","2020-08-06",24.73
"520","2020-08-07",24.73
"521","2020-08-10",24.84
"522","2020-08-11",24.799999
"523","2020-08-12",24
"524","2020-08-13",23.780001
"525","2020-08-14",23.5
"526","2020-08-17",24.110001
"527","2020-08-18",24.01
"528","2020-08-19",25.809999
"529","2020-08-20",25.379999
"530","2020-08-21",25.389999
"531","2020-08-24",24.969999
"532","2020-08-25",24.620001
"533","2020-08-26",24.360001
"534","2020-08-27",24.940001
"535","2020-08-28",25.940001
"536","2020-08-31",25.299999
"537","2020-09-01",26.99
"538","2020-09-02",25.950001
"539","2020-09-03",24.25
"540","2020-09-04",23.620001
"541","2020-09-08",23.540001
"542","2020-09-09",24.24
"543","2020-09-10",23.379999
"544","2020-09-11",23
"545","2020-09-14",23.295
"546","2020-09-15",23.299999
"547","2020-09-16",23.16
"548","2020-09-17",23.379999
"549","2020-09-18",23.940001
"550","2020-09-21",23.08
"551","2020-09-22",24.110001
"552","2020-09-23",24.09
"553","2020-09-24",23.76
"554","2020-09-25",24.26
"555","2020-09-28",24.139999
"556","2020-09-29",23.809999
"557","2020-09-30",23.5
"558","2020-10-01",23.85
"559","2020-10-02",23.68
"560","2020-10-05",24.24
"561","2020-10-06",24.459999
"562","2020-10-07",25.200001
"563","2020-10-08",25.290001
"564","2020-10-09",25.120001
"565","2020-10-12",24.6
"566","2020-10-13",24.83
"567","2020-10-14",24.92
"568","2020-10-15",24.059999
"569","2020-10-16",23.5
"570","2020-10-19",23.059999
"571","2020-10-20",23.620001
"572","2020-10-21",22.82
"573","2020-10-22",23.549999
"574","2020-10-23",23.34
"575","2020-10-26",22.99
"576","2020-10-27",24.309999
"577","2020-10-28",23.26
"578","2020-10-29",23.25
"579","2020-10-30",22.530001
"580","2020-11-02",23.52
"581","2020-11-03",24.809999
"582","2020-11-04",25.93
"583","2020-11-05",26.049999
"584","2020-11-06",25.93
"585","2020-11-09",26.49
"586","2020-11-10",23.41
"587","2020-11-11",23.34
"588","2020-11-12",22.530001
"589","2020-11-13",22.940001
"590","2020-11-16",22.719999
"591","2020-11-17",22.6
"592","2020-11-18",22.075001
"593","2020-11-19",22.15
"594","2020-11-20",21.58
"595","2020-11-23",21.719999
"596","2020-11-24",23.17
"597","2020-11-25",24.105
"598","2020-11-27",24
