"","date","CAH"
"1","2007-01-03",64.019997
"2","2007-01-04",63.959999
"3","2007-01-05",63.93
"4","2007-01-08",64.150002
"5","2007-01-09",64
"6","2007-01-10",64.550003
"7","2007-01-11",65.169998
"8","2007-01-12",66.919998
"9","2007-01-16",67.540001
"10","2007-01-17",69.110001
"11","2007-01-18",69.110001
"12","2007-01-19",69.440002
"13","2007-01-22",69.260002
"14","2007-01-23",69.480003
"15","2007-01-24",70.029999
"16","2007-01-25",72.419998
"17","2007-01-26",71.43
"18","2007-01-29",70.860001
"19","2007-01-30",71.970001
"20","2007-01-31",71.419998
"21","2007-02-01",71.68
"22","2007-02-02",71.800003
"23","2007-02-05",71.699997
"24","2007-02-06",71.279999
"25","2007-02-07",71.099998
"26","2007-02-08",71.279999
"27","2007-02-09",71.25
"28","2007-02-12",70.620003
"29","2007-02-13",72.239998
"30","2007-02-14",72.449997
"31","2007-02-15",72.720001
"32","2007-02-16",72.730003
"33","2007-02-20",72.379997
"34","2007-02-21",72.360001
"35","2007-02-22",72.389999
"36","2007-02-23",72.440002
"37","2007-02-26",72.190002
"38","2007-02-27",70.370003
"39","2007-02-28",70.110001
"40","2007-03-01",70.669998
"41","2007-03-02",69.57
"42","2007-03-05",69.389999
"43","2007-03-06",70.980003
"44","2007-03-07",70.629997
"45","2007-03-08",71.690002
"46","2007-03-09",72.330002
"47","2007-03-12",71.879997
"48","2007-03-13",70.089996
"49","2007-03-14",70
"50","2007-03-15",70.169998
"51","2007-03-16",70.860001
"52","2007-03-19",72.080002
"53","2007-03-20",72.470001
"54","2007-03-21",72.599998
"55","2007-03-22",72.260002
"56","2007-03-23",72.419998
"57","2007-03-26",72.769997
"58","2007-03-27",72.57
"59","2007-03-28",71.889999
"60","2007-03-29",72.510002
"61","2007-03-30",72.949997
"62","2007-04-02",73.110001
"63","2007-04-03",73.620003
"64","2007-04-04",74
"65","2007-04-05",74.529999
"66","2007-04-09",73.279999
"67","2007-04-10",73.059998
"68","2007-04-11",73.660004
"69","2007-04-12",74.220001
"70","2007-04-13",74.269997
"71","2007-04-16",74.279999
"72","2007-04-17",74.5
"73","2007-04-18",74.260002
"74","2007-04-19",74.620003
"75","2007-04-20",74.660004
"76","2007-04-23",74.870003
"77","2007-04-24",75.279999
"78","2007-04-25",75.080002
"79","2007-04-26",71.150002
"80","2007-04-27",70.580002
"81","2007-04-30",69.949997
"82","2007-05-01",70.190002
"83","2007-05-02",71.080002
"84","2007-05-03",70.879997
"85","2007-05-04",70.75
"86","2007-05-07",70.970001
"87","2007-05-08",70.389999
"88","2007-05-09",70.440002
"89","2007-05-10",69.43
"90","2007-05-11",69.07
"91","2007-05-14",69.190002
"92","2007-05-15",69.699997
"93","2007-05-16",70.809998
"94","2007-05-17",70.870003
"95","2007-05-18",71.769997
"96","2007-05-21",71.769997
"97","2007-05-22",71.860001
"98","2007-05-23",72.300003
"99","2007-05-24",71.970001
"100","2007-05-25",72.309998
"101","2007-05-29",72.660004
"102","2007-05-30",72.739998
"103","2007-05-31",72.459999
"104","2007-06-01",72.940002
"105","2007-06-04",72.669998
"106","2007-06-05",72.449997
"107","2007-06-06",72.370003
"108","2007-06-07",72.220001
"109","2007-06-08",72.300003
"110","2007-06-11",71.93
"111","2007-06-12",71.099998
"112","2007-06-13",70.75
"113","2007-06-14",70.260002
"114","2007-06-15",69.949997
"115","2007-06-18",70.010002
"116","2007-06-19",70.580002
"117","2007-06-20",70.150002
"118","2007-06-21",70.739998
"119","2007-06-22",69.620003
"120","2007-06-25",69.559998
"121","2007-06-26",69.43
"122","2007-06-27",70.260002
"123","2007-06-28",70.639999
"124","2007-06-29",70.639999
"125","2007-07-02",70.040001
"126","2007-07-03",69.879997
"127","2007-07-05",69.940002
"128","2007-07-06",69.879997
"129","2007-07-09",69.940002
"130","2007-07-10",68.849998
"131","2007-07-11",68.870003
"132","2007-07-12",70.239998
"133","2007-07-13",70.349998
"134","2007-07-16",70.910004
"135","2007-07-17",71.279999
"136","2007-07-18",70.440002
"137","2007-07-19",69.330002
"138","2007-07-20",68.349998
"139","2007-07-23",68.290001
"140","2007-07-24",67.379997
"141","2007-07-25",67.5
"142","2007-07-26",65.620003
"143","2007-07-27",65.400002
"144","2007-07-30",66.099998
"145","2007-07-31",65.730003
"146","2007-08-01",66.809998
"147","2007-08-02",66.57
"148","2007-08-03",66.019997
"149","2007-08-06",68.510002
"150","2007-08-07",68.43
"151","2007-08-08",69.139999
"152","2007-08-09",66.910004
"153","2007-08-10",67.839996
"154","2007-08-13",68.769997
"155","2007-08-14",67.690002
"156","2007-08-15",67.260002
"157","2007-08-16",67.669998
"158","2007-08-17",69.209999
"159","2007-08-20",69.25
"160","2007-08-21",69.160004
"161","2007-08-22",69.860001
"162","2007-08-23",69.5
"163","2007-08-24",69.75
"164","2007-08-27",69.760002
"165","2007-08-28",69.230003
"166","2007-08-29",69.459999
"167","2007-08-30",68.360001
"168","2007-08-31",68.379997
"169","2007-09-04",68.220001
"170","2007-09-05",67.5
"171","2007-09-06",67.300003
"172","2007-09-07",67.010002
"173","2007-09-10",66.660004
"174","2007-09-11",67.690002
"175","2007-09-12",67.400002
"176","2007-09-13",67.959999
"177","2007-09-14",64.669998
"178","2007-09-17",64.379997
"179","2007-09-18",65.059998
"180","2007-09-19",65.660004
"181","2007-09-20",64.400002
"182","2007-09-21",63.099998
"183","2007-09-24",63.369999
"184","2007-09-25",63.34
"185","2007-09-26",62.830002
"186","2007-09-27",62.830002
"187","2007-09-28",62.529999
"188","2007-10-01",62.040001
"189","2007-10-02",62.139999
"190","2007-10-03",61.900002
"191","2007-10-04",62.189999
"192","2007-10-05",63.32
"193","2007-10-08",64.57
"194","2007-10-09",65.650002
"195","2007-10-10",66.199997
"196","2007-10-11",65.040001
"197","2007-10-12",65.32
"198","2007-10-15",64.730003
"199","2007-10-16",64.639999
"200","2007-10-17",64.970001
"201","2007-10-18",64.949997
"202","2007-10-19",64.559998
"203","2007-10-22",64.75
"204","2007-10-23",65.010002
"205","2007-10-24",64.900002
"206","2007-10-25",65
"207","2007-10-26",65.550003
"208","2007-10-29",66.739998
"209","2007-10-30",67.589996
"210","2007-10-31",68.029999
"211","2007-11-01",67.169998
"212","2007-11-02",66.910004
"213","2007-11-05",62.610001
"214","2007-11-06",62.049999
"215","2007-11-07",60.450001
"216","2007-11-08",61.049999
"217","2007-11-09",60.049999
"218","2007-11-12",60.490002
"219","2007-11-13",60.82
"220","2007-11-14",59.68
"221","2007-11-15",59.110001
"222","2007-11-16",58.540001
"223","2007-11-19",56.779999
"224","2007-11-20",57
"225","2007-11-21",56.470001
"226","2007-11-23",56.98
"227","2007-11-26",56.919998
"228","2007-11-27",57.360001
"229","2007-11-28",58.849998
"230","2007-11-29",59.939999
"231","2007-11-30",60.549999
"232","2007-12-03",59.82
"233","2007-12-04",59.66
"234","2007-12-05",59.970001
"235","2007-12-06",60.73
"236","2007-12-07",60.599998
"237","2007-12-10",60.290001
"238","2007-12-11",59.450001
"239","2007-12-12",59.52
"240","2007-12-13",59.259998
"241","2007-12-14",58.48
"242","2007-12-17",58.16
"243","2007-12-18",58.91
"244","2007-12-19",58.580002
"245","2007-12-20",58.849998
"246","2007-12-21",58.549999
"247","2007-12-24",58.389999
"248","2007-12-26",57.93
"249","2007-12-27",57.41
"250","2007-12-28",57.439999
"251","2007-12-31",57.75
"252","2008-01-02",56.599998
"253","2008-01-03",56.799999
"254","2008-01-04",56.27
"255","2008-01-07",55.790001
"256","2008-01-08",57.709999
"257","2008-01-09",58.57
"258","2008-01-10",60.689999
"259","2008-01-11",61.259998
"260","2008-01-14",61.080002
"261","2008-01-15",59.939999
"262","2008-01-16",60.740002
"263","2008-01-17",59.799999
"264","2008-01-18",59.509998
"265","2008-01-22",57.849998
"266","2008-01-23",57.630001
"267","2008-01-24",56.849998
"268","2008-01-25",56.419998
"269","2008-01-28",55.860001
"270","2008-01-29",58.77
"271","2008-01-30",58.400002
"272","2008-01-31",58
"273","2008-02-01",59.709999
"274","2008-02-04",60.240002
"275","2008-02-05",58.779999
"276","2008-02-06",58.41
"277","2008-02-07",59.860001
"278","2008-02-08",60.439999
"279","2008-02-11",60.060001
"280","2008-02-12",60.43
"281","2008-02-13",60.549999
"282","2008-02-14",60.009998
"283","2008-02-15",60.310001
"284","2008-02-19",61.27
"285","2008-02-20",61.48
"286","2008-02-21",59.889999
"287","2008-02-22",60.779999
"288","2008-02-25",61.23
"289","2008-02-26",61.400002
"290","2008-02-27",61.060001
"291","2008-02-28",60.700001
"292","2008-02-29",59.139999
"293","2008-03-03",59.119999
"294","2008-03-04",58.400002
"295","2008-03-05",57.900002
"296","2008-03-06",55.52
"297","2008-03-07",55.669998
"298","2008-03-10",54.75
"299","2008-03-11",56.369999
"300","2008-03-12",54.470001
"301","2008-03-13",51.139999
"302","2008-03-14",50.32
"303","2008-03-17",49.799999
"304","2008-03-18",50.709999
"305","2008-03-19",52.470001
"306","2008-03-20",52.529999
"307","2008-03-24",51.84
"308","2008-03-25",51.73
"309","2008-03-26",51.959999
"310","2008-03-27",52.52
"311","2008-03-28",52.57
"312","2008-03-31",52.509998
"313","2008-04-01",54.27
"314","2008-04-02",54.490002
"315","2008-04-03",54.040001
"316","2008-04-04",54.869999
"317","2008-04-07",54.540001
"318","2008-04-08",53.869999
"319","2008-04-09",53.259998
"320","2008-04-10",52.099998
"321","2008-04-11",51.720001
"322","2008-04-14",50.869999
"323","2008-04-15",51.130001
"324","2008-04-16",51.810001
"325","2008-04-17",51.52
"326","2008-04-18",52.580002
"327","2008-04-21",51.900002
"328","2008-04-22",51.57
"329","2008-04-23",51.810001
"330","2008-04-24",52.650002
"331","2008-04-25",52.630001
"332","2008-04-28",52.970001
"333","2008-04-29",52.75
"334","2008-04-30",52.07
"335","2008-05-01",55.23
"336","2008-05-02",55.41
"337","2008-05-05",55.639999
"338","2008-05-06",55.689999
"339","2008-05-07",54.119999
"340","2008-05-08",54.169998
"341","2008-05-09",54.150002
"342","2008-05-12",54.490002
"343","2008-05-13",55.41
"344","2008-05-14",55.560001
"345","2008-05-15",55.32
"346","2008-05-16",55.669998
"347","2008-05-19",55.950001
"348","2008-05-20",55.630001
"349","2008-05-21",55.25
"350","2008-05-22",56.310001
"351","2008-05-23",54.93
"352","2008-05-27",55.759998
"353","2008-05-28",55.560001
"354","2008-05-29",56.240002
"355","2008-05-30",56.540001
"356","2008-06-02",55.77
"357","2008-06-03",55.66
"358","2008-06-04",56.310001
"359","2008-06-05",57.310001
"360","2008-06-06",55.98
"361","2008-06-09",55.459999
"362","2008-06-10",54.369999
"363","2008-06-11",53.139999
"364","2008-06-12",53.650002
"365","2008-06-13",54.740002
"366","2008-06-16",54.279999
"367","2008-06-17",53.82
"368","2008-06-18",52.5
"369","2008-06-19",52.470001
"370","2008-06-20",51.66
"371","2008-06-23",51.400002
"372","2008-06-24",51.110001
"373","2008-06-25",52.119999
"374","2008-06-26",50.740002
"375","2008-06-27",50.630001
"376","2008-06-30",51.580002
