"","date","WLDN"
"1","2007-01-03",10.01
"2","2007-01-04",10.05
"3","2007-01-05",10.1
"4","2007-01-08",10.05
"5","2007-01-09",9.85
"6","2007-01-10",9.8
"7","2007-01-11",9.9
"8","2007-01-12",9.8
"9","2007-01-16",9.76
"10","2007-01-17",9.6
"11","2007-01-18",9.4
"12","2007-01-19",9.25
"13","2007-01-22",9.34
"14","2007-01-23",9.24
"15","2007-01-24",9.03
"16","2007-01-25",9
"17","2007-01-26",9.19
"18","2007-01-29",9.02
"19","2007-01-30",8.96
"20","2007-01-31",9.25
"21","2007-02-01",9.28
"22","2007-02-02",9.37
"23","2007-02-05",9.34
"24","2007-02-06",9.42
"25","2007-02-07",9.39
"26","2007-02-08",9.4
"27","2007-02-09",9.18
"28","2007-02-12",9.21
"29","2007-02-13",8.9
"30","2007-02-14",9.11
"31","2007-02-15",9.18
"32","2007-02-16",9
"33","2007-02-20",9.11
"34","2007-02-21",9.14
"35","2007-02-22",9.06
"36","2007-02-23",8.97
"37","2007-02-26",9.5
"38","2007-02-27",9.36
"39","2007-02-28",9.83
"40","2007-03-01",9.74
"41","2007-03-02",9.66
"42","2007-03-05",9.39
"43","2007-03-06",9.67
"44","2007-03-07",9.58
"45","2007-03-08",9.6
"46","2007-03-09",9.67
"47","2007-03-12",9.65
"48","2007-03-13",9.56
"49","2007-03-14",9.55
"50","2007-03-15",9.25
"51","2007-03-16",9.2
"52","2007-03-19",9.3
"53","2007-03-20",9.2
"54","2007-03-21",9.2
"55","2007-03-22",9.26
"56","2007-03-23",9.5
"57","2007-03-26",9.6
"58","2007-03-27",9.6
"59","2007-03-28",9.5
"60","2007-03-29",9.37
"61","2007-03-30",9.39
"62","2007-04-02",9.3
"63","2007-04-03",9.37
"64","2007-04-04",9.4
"65","2007-04-05",9.55
"66","2007-04-09",9.52
"67","2007-04-10",9.7
"68","2007-04-11",9.5
"69","2007-04-12",9.8
"70","2007-04-13",9.7
"71","2007-04-16",9.8
"72","2007-04-17",9.83
"73","2007-04-18",9.72
"74","2007-04-19",9.7
"75","2007-04-20",9.7
"76","2007-04-23",9.73
"77","2007-04-24",9.83
"78","2007-04-25",9.9
"79","2007-04-26",9.99
"80","2007-04-27",10.05
"81","2007-04-30",9.99
"82","2007-05-01",9.85
"83","2007-05-02",9.77
"84","2007-05-03",9.85
"85","2007-05-04",9.4
"86","2007-05-07",9.31
"87","2007-05-08",9.4
"88","2007-05-09",9.45
"89","2007-05-10",9.45
"90","2007-05-11",9.44
"91","2007-05-14",9.4
"92","2007-05-15",9.21
"93","2007-05-16",9.23
"94","2007-05-17",9.5
"95","2007-05-18",9.5
"96","2007-05-21",9.4
"97","2007-05-22",9.38
"98","2007-05-23",9.38
"99","2007-05-24",9.3
"100","2007-05-25",9.42
"101","2007-05-29",9.3
"102","2007-05-30",9.26
"103","2007-05-31",9.26
"104","2007-06-01",9.2
"105","2007-06-04",9.04
"106","2007-06-05",9
"107","2007-06-06",9
"108","2007-06-07",9.03
"109","2007-06-08",9.05
"110","2007-06-11",9.21
"111","2007-06-12",9.28
"112","2007-06-13",9.38
"113","2007-06-14",9.77
"114","2007-06-15",9.95
"115","2007-06-18",10
"116","2007-06-19",9.95
"117","2007-06-20",9.98
"118","2007-06-21",10.07
"119","2007-06-22",9.93
"120","2007-06-25",9.71
"121","2007-06-26",9.55
"122","2007-06-27",9.47
"123","2007-06-28",9.5
"124","2007-06-29",9.89
"125","2007-07-02",9.8
"126","2007-07-03",9.72
"127","2007-07-05",9.68
"128","2007-07-06",9.58
"129","2007-07-09",9.6
"130","2007-07-10",9.79
"131","2007-07-11",9.93
"132","2007-07-12",9.8
"133","2007-07-13",9.72
"134","2007-07-16",9.61
"135","2007-07-17",9.66
"136","2007-07-18",9.81
"137","2007-07-19",9.84
"138","2007-07-20",9.88
"139","2007-07-23",9.9
"140","2007-07-24",9.95
"141","2007-07-25",9.85
"142","2007-07-26",9.76
"143","2007-07-27",9.74
"144","2007-07-30",9.92
"145","2007-07-31",9.85
"146","2007-08-01",9.84
"147","2007-08-02",10.42
"148","2007-08-03",10.19
"149","2007-08-06",10
"150","2007-08-07",9.93
"151","2007-08-08",10.02
"152","2007-08-09",10
"153","2007-08-10",9.69
"154","2007-08-13",9.71
"155","2007-08-14",9.86
"156","2007-08-15",9.98
"157","2007-08-16",9.88
"158","2007-08-17",9.96
"159","2007-08-20",9.94
"160","2007-08-21",10.03
"161","2007-08-22",10.18
"162","2007-08-23",10.12
"163","2007-08-24",10.25
"164","2007-08-27",10.37
"165","2007-08-28",10.47
"166","2007-08-29",10.49
"167","2007-08-30",10.31
"168","2007-08-31",10.38
"169","2007-09-04",10.2
"170","2007-09-05",10.26
"171","2007-09-06",10.34
"172","2007-09-07",10.11
"173","2007-09-10",10.25
"174","2007-09-11",10.22
"175","2007-09-12",10.17
"176","2007-09-13",10.15
"177","2007-09-14",10.23
"178","2007-09-17",10.26
"179","2007-09-18",10.21
"180","2007-09-19",10.26
"181","2007-09-20",10.27
"182","2007-09-21",10.21
"183","2007-09-24",10.2
"184","2007-09-25",10.2
"185","2007-09-26",10.19
"186","2007-09-27",10.17
"187","2007-09-28",10.19
"188","2007-10-01",10.23
"189","2007-10-02",10.26
"190","2007-10-03",10.21
"191","2007-10-04",10.04
"192","2007-10-05",9.99
"193","2007-10-08",9.97
"194","2007-10-09",10.01
"195","2007-10-10",10.04
"196","2007-10-11",10.3
"197","2007-10-12",10.3
"198","2007-10-15",10.3
"199","2007-10-16",10.4
"200","2007-10-17",10.33
"201","2007-10-18",10.24
"202","2007-10-19",10.16
"203","2007-10-22",9.97
"204","2007-10-23",9.97
"205","2007-10-24",9.9
"206","2007-10-25",9.66
"207","2007-10-26",9.74
"208","2007-10-29",9.56
"209","2007-10-30",8.99
"210","2007-10-31",8.99
"211","2007-11-01",9.04
"212","2007-11-02",9.04
"213","2007-11-05",8.73
"214","2007-11-06",7.82
"215","2007-11-07",7.5
"216","2007-11-08",7.41
"217","2007-11-09",7.57
"218","2007-11-12",7.27
"219","2007-11-13",7.54
"220","2007-11-14",6.86
"221","2007-11-15",6.7
"222","2007-11-16",6.74
"223","2007-11-19",6.65
"224","2007-11-20",6.51
"225","2007-11-21",6.36
"226","2007-11-23",6.36
"227","2007-11-26",6.33
"228","2007-11-27",6.49
"229","2007-11-28",6.44
"230","2007-11-29",6.44
"231","2007-11-30",6.32
"232","2007-12-03",6.31
"233","2007-12-04",6.5
"234","2007-12-05",6.36
"235","2007-12-06",6.37
"236","2007-12-07",6.39
"237","2007-12-10",6.39
"238","2007-12-11",6.8
"239","2007-12-12",6.95
"240","2007-12-13",6.94
"241","2007-12-14",6.53
"242","2007-12-17",6.65
"243","2007-12-18",6.68
"244","2007-12-19",6.67
"245","2007-12-20",6.85
"246","2007-12-21",6.94
"247","2007-12-24",6.94
"248","2007-12-26",7.28
"249","2007-12-27",7.26
"250","2007-12-28",7.11
"251","2007-12-31",6.88
"252","2008-01-02",6.88
"253","2008-01-03",6.67
"254","2008-01-04",6.88
"255","2008-01-07",6.82
"256","2008-01-08",6.67
"257","2008-01-09",6.5
"258","2008-01-10",6.3
"259","2008-01-11",6.21
"260","2008-01-14",6.18
"261","2008-01-15",6.28
"262","2008-01-16",6.33
"263","2008-01-17",6.1
"264","2008-01-18",6
"265","2008-01-22",5.9
"266","2008-01-23",5.88
"267","2008-01-24",5.86
"268","2008-01-25",5.98
"269","2008-01-28",5.88
"270","2008-01-29",5.94
"271","2008-01-30",6
"272","2008-01-31",5.96
"273","2008-02-01",6.06
"274","2008-02-04",6.04
"275","2008-02-05",5.98
"276","2008-02-06",6
"277","2008-02-07",5.99
"278","2008-02-08",5.96
"279","2008-02-11",5.97
"280","2008-02-12",6.01
"281","2008-02-13",5.9
"282","2008-02-14",5.9
"283","2008-02-15",6.14
"284","2008-02-19",6.01
"285","2008-02-20",6.13
"286","2008-02-21",6.1
"287","2008-02-22",5.81
"288","2008-02-25",5.88
"289","2008-02-26",5.96
"290","2008-02-27",5.96
"291","2008-02-28",5.9
"292","2008-02-29",5.91
"293","2008-03-03",5.77
"294","2008-03-04",5.81
"295","2008-03-05",5.81
"296","2008-03-06",5.6
"297","2008-03-07",5.6
"298","2008-03-10",5.6
"299","2008-03-11",5.6
"300","2008-03-12",5.4
"301","2008-03-13",5.32
"302","2008-03-14",5.21
"303","2008-03-17",5.14
"304","2008-03-18",5
"305","2008-03-19",5.01
"306","2008-03-20",5.51
"307","2008-03-24",5.55
"308","2008-03-25",5.5
"309","2008-03-26",5.51
"310","2008-03-27",5.64
"311","2008-03-28",5.89
"312","2008-03-31",5.93
"313","2008-04-01",5.93
"314","2008-04-02",5.9
"315","2008-04-03",5.92
"316","2008-04-04",5.88
"317","2008-04-07",5.88
"318","2008-04-08",5.93
"319","2008-04-09",5.88
"320","2008-04-10",5.83
"321","2008-04-11",5.83
"322","2008-04-14",5.81
"323","2008-04-15",5.81
"324","2008-04-16",5.83
"325","2008-04-17",5.83
"326","2008-04-18",5.91
"327","2008-04-21",5.89
"328","2008-04-22",5.89
"329","2008-04-23",5.91
"330","2008-04-24",5.91
"331","2008-04-25",5.94
"332","2008-04-28",5.94
"333","2008-04-29",5.9
"334","2008-04-30",5.74
"335","2008-05-01",5.75
"336","2008-05-02",5.76
"337","2008-05-05",5.73
"338","2008-05-06",5.73
"339","2008-05-07",5.71
"340","2008-05-08",5.7
"341","2008-05-09",5.58
"342","2008-05-12",5.54
"343","2008-05-13",5.5
"344","2008-05-14",5.29
"345","2008-05-15",5.3
"346","2008-05-16",5.26
"347","2008-05-19",5.26
"348","2008-05-20",5.26
"349","2008-05-21",5.16
"350","2008-05-22",5.16
"351","2008-05-23",5.31
"352","2008-05-27",5.32
"353","2008-05-28",5.38
"354","2008-05-29",5.32
"355","2008-05-30",5.39
"356","2008-06-02",5.38
"357","2008-06-03",5.32
"358","2008-06-04",5.32
"359","2008-06-05",5.32
"360","2008-06-06",5.28
"361","2008-06-09",5.3
"362","2008-06-10",5.21
"363","2008-06-11",5.19
"364","2008-06-12",5.26
"365","2008-06-13",5.17
"366","2008-06-16",4.93
"367","2008-06-17",4.91
"368","2008-06-18",5.01
"369","2008-06-19",4.98
"370","2008-06-20",4.86
"371","2008-06-23",4.71
"372","2008-06-24",4.71
"373","2008-06-25",4.72
"374","2008-06-26",4.81
"375","2008-06-27",4.89
"376","2008-06-30",4.96
"377","2008-07-01",5
"378","2008-07-02",4.81
"379","2008-07-03",4.81
"380","2008-07-07",5.09
"381","2008-07-08",5.09
"382","2008-07-09",4.85
"383","2008-07-10",4.75
"384","2008-07-11",4.75
"385","2008-07-14",4.75
"386","2008-07-15",4.75
"387","2008-07-16",4.85
"388","2008-07-17",4.83
"389","2008-07-18",4.65
"390","2008-07-21",4.7
"391","2008-07-22",4.58
"392","2008-07-23",4.7
"393","2008-07-24",4.63
"394","2008-07-25",4.53
"395","2008-07-28",4.52
"396","2008-07-29",4.53
"397","2008-07-30",4.56
"398","2008-07-31",4.76
"399","2008-08-01",4.76
"400","2008-08-04",4.76
"401","2008-08-05",4.75
"402","2008-08-06",4.75
"403","2008-08-07",4.71
"404","2008-08-08",3.72
"405","2008-08-11",3.77
"406","2008-08-12",4.08
"407","2008-08-13",4.09
"408","2008-08-14",4.09
"409","2008-08-15",4.01
"410","2008-08-18",3.8
"411","2008-08-19",3.89
"412","2008-08-20",3.73
"413","2008-08-21",3.75
"414","2008-08-22",3.72
"415","2008-08-25",3.71
"416","2008-08-26",3.77
"417","2008-08-27",3.71
"418","2008-08-28",3.87
"419","2008-08-29",3.8
"420","2008-09-02",3.72
"421","2008-09-03",3.77
"422","2008-09-04",3.77
"423","2008-09-05",3.83
"424","2008-09-08",3.79
"425","2008-09-09",3.76
"426","2008-09-10",3.76
"427","2008-09-11",3.76
"428","2008-09-12",3.75
"429","2008-09-15",3.75
"430","2008-09-16",3.51
"431","2008-09-17",3.3
"432","2008-09-18",2.99
"433","2008-09-19",3.2
"434","2008-09-22",3.26
"435","2008-09-23",3.35
"436","2008-09-24",3.22
"437","2008-09-25",3.2
"438","2008-09-26",3.2
"439","2008-09-29",3.2
"440","2008-09-30",2.91
"441","2008-10-01",2.61
"442","2008-10-02",2.49
"443","2008-10-03",2.36
"444","2008-10-06",2.17
"445","2008-10-07",2.17
"446","2008-10-08",2.35
"447","2008-10-09",2.45
"448","2008-10-10",2.02
"449","2008-10-13",2.3
"450","2008-10-14",2.37
"451","2008-10-15",2.06
"452","2008-10-16",2.3
"453","2008-10-17",2.37
"454","2008-10-20",2.03
"455","2008-10-21",2.07
"456","2008-10-22",1.79
"457","2008-10-23",1.81
"458","2008-10-24",1.81
"459","2008-10-27",1.81
"460","2008-10-28",1.81
"461","2008-10-29",2
"462","2008-10-30",2.02
"463","2008-10-31",2.02
"464","2008-11-03",2.2
"465","2008-11-04",2.21
"466","2008-11-05",2.2
"467","2008-11-06",1.91
"468","2008-11-07",2.16
"469","2008-11-10",2.1
"470","2008-11-11",1.75
"471","2008-11-12",1.62
"472","2008-11-13",2
"473","2008-11-14",2
"474","2008-11-17",1.9
"475","2008-11-18",2.1
"476","2008-11-19",1.6
"477","2008-11-20",1.6
"478","2008-11-21",1.65
"479","2008-11-24",1.59
"480","2008-11-25",1.6
"481","2008-11-26",1.74
"482","2008-11-28",2.2
"483","2008-12-01",1.58
"484","2008-12-02",2
"485","2008-12-03",1.8
"486","2008-12-04",1.75
"487","2008-12-05",1.71
"488","2008-12-08",2.18
"489","2008-12-09",1.75
"490","2008-12-10",1.55
"491","2008-12-11",1.75
"492","2008-12-12",1.7
"493","2008-12-15",1.5
"494","2008-12-16",1.6
"495","2008-12-17",1.74
"496","2008-12-18",1.77
"497","2008-12-19",1.76
"498","2008-12-22",1.6
"499","2008-12-23",1.63
"500","2008-12-24",1.86
"501","2008-12-26",1.87
"502","2008-12-29",1.83
"503","2008-12-30",1.71
"504","2008-12-31",1.99
"505","2009-01-02",2.03
"506","2009-01-05",1.99
"507","2009-01-06",2.99
"508","2009-01-07",2.68
"509","2009-01-08",2.83
"510","2009-01-09",2.6
"511","2009-01-12",2.11
"512","2009-01-13",2.2
"513","2009-01-14",1.99
"514","2009-01-15",2
"515","2009-01-16",1.98
"516","2009-01-20",1.77
"517","2009-01-21",1.99
"518","2009-01-22",2
"519","2009-01-23",2
"520","2009-01-26",1.94
"521","2009-01-27",2
"522","2009-01-28",1.9
"523","2009-01-29",1.9
"524","2009-01-30",1.92
"525","2009-02-02",1.8
"526","2009-02-03",1.71
"527","2009-02-04",1.71
"528","2009-02-05",1.73
"529","2009-02-06",1.8
"530","2009-02-09",1.81
"531","2009-02-10",1.72
"532","2009-02-11",1.63
"533","2009-02-12",1.79
"534","2009-02-13",1.7
"535","2009-02-17",1.66
"536","2009-02-18",1.5
"537","2009-02-19",1.63
"538","2009-02-20",1.63
"539","2009-02-23",1.65
"540","2009-02-24",1.69
"541","2009-02-25",1.7
"542","2009-02-26",1.7
"543","2009-02-27",1.53
"544","2009-03-02",1.5
"545","2009-03-03",1.52
"546","2009-03-04",1.53
"547","2009-03-05",1.53
"548","2009-03-06",1.65
"549","2009-03-09",1.55
"550","2009-03-10",1.6
"551","2009-03-11",1.6
"552","2009-03-12",1.56
"553","2009-03-13",1.58
"554","2009-03-16",1.58
"555","2009-03-17",1.56
"556","2009-03-18",1.55
"557","2009-03-19",1.66
"558","2009-03-20",1.7
"559","2009-03-23",1.6
"560","2009-03-24",1.6
"561","2009-03-25",1.6
"562","2009-03-26",1.7
"563","2009-03-27",1.7
"564","2009-03-30",1.7
"565","2009-03-31",1.7
