"","date","RH"
"1","2012-11-02",31.1
"2","2012-11-05",33.299999
"3","2012-11-06",33.299999
"4","2012-11-07",32.450001
"5","2012-11-08",33.080002
"6","2012-11-09",32.130001
"7","2012-11-12",32.240002
"8","2012-11-13",32.41
"9","2012-11-14",33.389999
"10","2012-11-15",33.630001
"11","2012-11-16",34.450001
"12","2012-11-19",34.57
"13","2012-11-20",35.080002
"14","2012-11-21",35.119999
"15","2012-11-23",35.490002
"16","2012-11-26",37.990002
"17","2012-11-27",35.779999
"18","2012-11-28",36.900002
"19","2012-11-29",37
"20","2012-11-30",36.900002
"21","2012-12-03",36.740002
"22","2012-12-04",36.700001
"23","2012-12-05",36
"24","2012-12-06",36.720001
"25","2012-12-07",36.740002
"26","2012-12-10",36.5
"27","2012-12-11",36.060001
"28","2012-12-12",36.689999
"29","2012-12-13",34.900002
"30","2012-12-14",34.509998
"31","2012-12-17",33.720001
"32","2012-12-18",32.700001
"33","2012-12-19",32.970001
"34","2012-12-20",32
"35","2012-12-21",31.49
"36","2012-12-24",32.349998
"37","2012-12-26",32.369999
"38","2012-12-27",32.759998
"39","2012-12-28",33.889999
"40","2012-12-31",33.73
"41","2013-01-02",33.23
"42","2013-01-03",34.389999
"43","2013-01-04",34.290001
"44","2013-01-07",32.970001
"45","2013-01-08",32.189999
"46","2013-01-09",33.049999
"47","2013-01-10",32.779999
"48","2013-01-11",32.82
"49","2013-01-14",32.799999
"50","2013-01-15",32.549999
"51","2013-01-16",32.299999
"52","2013-01-17",33.98
"53","2013-01-18",35.16
"54","2013-01-22",35.73
"55","2013-01-23",35.700001
"56","2013-01-24",36.23
"57","2013-01-25",36.080002
"58","2013-01-28",35.84
"59","2013-01-29",36.09
"60","2013-01-30",36.130001
"61","2013-01-31",36
"62","2013-02-01",36.23
"63","2013-02-04",36.389999
"64","2013-02-05",37.509998
"65","2013-02-06",38.919998
"66","2013-02-07",38.950001
"67","2013-02-08",39.080002
"68","2013-02-11",39.169998
"69","2013-02-12",39.529999
"70","2013-02-13",39.439999
"71","2013-02-14",38.84
"72","2013-02-15",38.34
"73","2013-02-19",38.830002
"74","2013-02-20",38.060001
"75","2013-02-21",36.779999
"76","2013-02-22",37.009998
"77","2013-02-25",35.650002
"78","2013-02-26",36.209999
"79","2013-02-27",36.450001
"80","2013-02-28",38.610001
"81","2013-03-01",37.560001
"82","2013-03-04",39.439999
"83","2013-03-05",39.549999
"84","2013-03-06",39.580002
"85","2013-03-07",39.549999
"86","2013-03-08",38.57
"87","2013-03-11",38.75
"88","2013-03-12",38.310001
"89","2013-03-13",37.849998
"90","2013-03-14",38.299999
"91","2013-03-15",37
"92","2013-03-18",36.66
"93","2013-03-19",35.790001
"94","2013-03-20",34.75
"95","2013-03-21",34.919998
"96","2013-03-22",34.959999
"97","2013-03-25",35.099998
"98","2013-03-26",35.529999
"99","2013-03-27",34.950001
"100","2013-03-28",35
"101","2013-04-01",35.029999
"102","2013-04-02",36.07
"103","2013-04-03",34.450001
"104","2013-04-04",34.450001
"105","2013-04-05",33.779999
"106","2013-04-08",34.099998
"107","2013-04-09",34.150002
"108","2013-04-10",34.93
"109","2013-04-11",34.169998
"110","2013-04-12",34.939999
"111","2013-04-15",34.689999
"112","2013-04-16",34.73
"113","2013-04-17",34.349998
"114","2013-04-18",32.75
"115","2013-04-19",38
"116","2013-04-22",38.77
"117","2013-04-23",38.77
"118","2013-04-24",38.279999
"119","2013-04-25",38.330002
"120","2013-04-26",38.25
"121","2013-04-29",38.32
"122","2013-04-30",38.950001
"123","2013-05-01",38.73
"124","2013-05-02",39
"125","2013-05-03",38.790001
"126","2013-05-06",39.599998
"127","2013-05-07",39.549999
"128","2013-05-08",39.619999
"129","2013-05-09",40.25
"130","2013-05-10",47.869999
"131","2013-05-13",51.130001
"132","2013-05-14",52.450001
"133","2013-05-15",53.049999
"134","2013-05-16",52
"135","2013-05-17",54.150002
"136","2013-05-20",55.950001
"137","2013-05-21",55.349998
"138","2013-05-22",53.619999
"139","2013-05-23",54.68
"140","2013-05-24",54.75
"141","2013-05-28",53.869999
"142","2013-05-29",52.959999
"143","2013-05-30",55.32
"144","2013-05-31",55.869999
"145","2013-06-03",55.950001
"146","2013-06-04",57.189999
"147","2013-06-05",56.700001
"148","2013-06-06",56.549999
"149","2013-06-07",56.709999
"150","2013-06-10",55.990002
"151","2013-06-11",56.360001
"152","2013-06-12",57.5
"153","2013-06-13",58.959999
"154","2013-06-14",68.470001
"155","2013-06-17",71.919998
"156","2013-06-18",70.68
"157","2013-06-19",71.07
"158","2013-06-20",71.07
"159","2013-06-21",71.279999
"160","2013-06-24",72.290001
"161","2013-06-25",72.900002
"162","2013-06-26",74.029999
"163","2013-06-27",74.269997
"164","2013-06-28",75
"165","2013-07-01",75.669998
"166","2013-07-02",75.43
"167","2013-07-03",75.93
"168","2013-07-05",74.650002
"169","2013-07-08",75.760002
"170","2013-07-09",77.18
"171","2013-07-10",75.239998
"172","2013-07-11",71.330002
"173","2013-07-12",68.599998
"174","2013-07-15",69.849998
"175","2013-07-16",69.300003
"176","2013-07-17",68.660004
"177","2013-07-18",68.209999
"178","2013-07-19",67.669998
"179","2013-07-22",68.349998
"180","2013-07-23",67.839996
"181","2013-07-24",66.720001
"182","2013-07-25",67.480003
"183","2013-07-26",66.68
"184","2013-07-29",65.279999
"185","2013-07-30",66.449997
"186","2013-07-31",66.82
"187","2013-08-01",69.190002
"188","2013-08-02",68.860001
"189","2013-08-05",69.349998
"190","2013-08-06",67.559998
"191","2013-08-07",65.800003
"192","2013-08-08",66.18
"193","2013-08-09",66.480003
"194","2013-08-12",67.93
"195","2013-08-13",67.889999
"196","2013-08-14",68
"197","2013-08-15",66.730003
"198","2013-08-16",67.449997
"199","2013-08-19",68.370003
"200","2013-08-20",68.400002
"201","2013-08-21",68.769997
"202","2013-08-22",70.150002
"203","2013-08-23",70.370003
"204","2013-08-26",71.760002
"205","2013-08-27",69.540001
"206","2013-08-28",69.199997
"207","2013-08-29",70.32
"208","2013-08-30",69.529999
"209","2013-09-03",69.639999
"210","2013-09-04",70.300003
"211","2013-09-05",71.879997
"212","2013-09-06",74.620003
"213","2013-09-09",76.800003
"214","2013-09-10",76.059998
"215","2013-09-11",67.040001
"216","2013-09-12",68.660004
"217","2013-09-13",69.709999
"218","2013-09-16",68.739998
"219","2013-09-17",68.400002
"220","2013-09-18",65.879997
"221","2013-09-19",64.650002
"222","2013-09-20",62.849998
"223","2013-09-23",61.919998
"224","2013-09-24",64.410004
"225","2013-09-25",65.260002
"226","2013-09-26",65.989998
"227","2013-09-27",65.480003
"228","2013-09-30",63.349998
"229","2013-10-01",62.560001
"230","2013-10-02",64.980003
"231","2013-10-03",64.93
"232","2013-10-04",65.739998
"233","2013-10-07",64.18
"234","2013-10-08",60.66
"235","2013-10-09",60.52
"236","2013-10-10",61.91
"237","2013-10-11",63.009998
"238","2013-10-14",63.459999
"239","2013-10-15",61.32
"240","2013-10-16",63.68
"241","2013-10-17",65.029999
"242","2013-10-18",65.830002
"243","2013-10-21",64.309998
"244","2013-10-22",65.349998
"245","2013-10-23",66.900002
"246","2013-10-24",70.209999
"247","2013-10-25",70
"248","2013-10-28",70.150002
"249","2013-10-29",70.830002
"250","2013-10-30",71.440002
"251","2013-10-31",69.739998
"252","2013-11-01",68.589996
"253","2013-11-04",70.470001
"254","2013-11-05",70.57
"255","2013-11-06",70.330002
"256","2013-11-07",70.010002
"257","2013-11-08",72.639999
"258","2013-11-11",74.330002
"259","2013-11-12",73.480003
"260","2013-11-13",74.769997
"261","2013-11-14",74.610001
"262","2013-11-15",75.220001
"263","2013-11-18",73.07
"264","2013-11-19",72.989998
"265","2013-11-20",70.650002
"266","2013-11-21",74.769997
"267","2013-11-22",75.550003
"268","2013-11-25",73.57
"269","2013-11-26",75.57
"270","2013-11-27",76.25
"271","2013-11-29",75.5
"272","2013-12-02",73.029999
"273","2013-12-03",73.160004
"274","2013-12-04",73.959999
"275","2013-12-05",74.019997
"276","2013-12-06",72.519997
"277","2013-12-09",67.389999
"278","2013-12-10",68.790001
"279","2013-12-11",66.040001
"280","2013-12-12",65.269997
"281","2013-12-13",65.25
"282","2013-12-16",64.059998
"283","2013-12-17",63.59
"284","2013-12-18",65.050003
"285","2013-12-19",64.830002
"286","2013-12-20",67.650002
"287","2013-12-23",65.589996
"288","2013-12-24",65.699997
"289","2013-12-26",65.370003
"290","2013-12-27",64.639999
"291","2013-12-30",65.080002
