"","date","IMMU"
"152","2007-08-09",2.5
"153","2007-08-10",2.47
"154","2007-08-13",2.5
"155","2007-08-14",2.44
"156","2007-08-15",2.38
"157","2007-08-16",2.43
"158","2007-08-17",2.35
"159","2007-08-20",2.29
"160","2007-08-21",2.23
"161","2007-08-22",2.27
"162","2007-08-23",2.23
"163","2007-08-24",2.22
"164","2007-08-27",2.13
"165","2007-08-28",1.96
"166","2007-08-29",1.98
"167","2007-08-30",1.98
"168","2007-08-31",2.09
"169","2007-09-04",2.17
"170","2007-09-05",2.09
"171","2007-09-06",2.12
"172","2007-09-07",2.06
"173","2007-09-10",2.17
"174","2007-09-11",2.2
"175","2007-09-12",2.3
"176","2007-09-13",2.22
"177","2007-09-14",2.25
"178","2007-09-17",2.19
"179","2007-09-18",2.28
"180","2007-09-19",2.38
"181","2007-09-20",2.33
"182","2007-09-21",2.32
"183","2007-09-24",2.26
"184","2007-09-25",2.23
"185","2007-09-26",2.3
"186","2007-09-27",2.29
"187","2007-09-28",2.29
"188","2007-10-01",2.33
"189","2007-10-02",2.33
"190","2007-10-03",2.23
"191","2007-10-04",2.22
"192","2007-10-05",2.24
"193","2007-10-08",2.27
"194","2007-10-09",2.27
"195","2007-10-10",2.25
"196","2007-10-11",2.25
"197","2007-10-12",2.3
"198","2007-10-15",2.56
"199","2007-10-16",3.24
"200","2007-10-17",2.84
"201","2007-10-18",2.8
"202","2007-10-19",2.58
"203","2007-10-22",2.67
"204","2007-10-23",2.62
"205","2007-10-24",2.55
"206","2007-10-25",2.48
"207","2007-10-26",2.52
"208","2007-10-29",2.47
"209","2007-10-30",2.29
"210","2007-10-31",2.3
"211","2007-11-01",2.24
"212","2007-11-02",2.58
"213","2007-11-05",2.47
"214","2007-11-06",2.49
"215","2007-11-07",2.44
"216","2007-11-08",2.4
"217","2007-11-09",2.27
"218","2007-11-12",2.35
"219","2007-11-13",2.34
"220","2007-11-14",2.27
"221","2007-11-15",2.21
"222","2007-11-16",2.12
"223","2007-11-19",2.12
"224","2007-11-20",2.04
"225","2007-11-21",2.02
"226","2007-11-23",2.09
"227","2007-11-26",1.97
"228","2007-11-27",2.01
"229","2007-11-28",2.38
"230","2007-11-29",2.32
"231","2007-11-30",2.26
"232","2007-12-03",2.37
"233","2007-12-04",2.45
"234","2007-12-05",2.53
"235","2007-12-06",2.76
"236","2007-12-07",2.91
"237","2007-12-10",2.8
"238","2007-12-11",2.53
"239","2007-12-12",2.57
"240","2007-12-13",2.69
"241","2007-12-14",2.55
"242","2007-12-17",2.39
"243","2007-12-18",2.4
"244","2007-12-19",2.39
"245","2007-12-20",2.38
"246","2007-12-21",2.55
"247","2007-12-24",2.59
"248","2007-12-26",2.56
"249","2007-12-27",2.43
"250","2007-12-28",2.32
"251","2007-12-31",2.32
"252","2008-01-02",2.27
"253","2008-01-03",2.26
"254","2008-01-04",2.15
"255","2008-01-07",2.15
"256","2008-01-08",2.17
"257","2008-01-09",2.13
"258","2008-01-10",2.14
"259","2008-01-11",2.21
"260","2008-01-14",2.18
"261","2008-01-15",2.25
"262","2008-01-16",2.3
"263","2008-01-17",2.15
"264","2008-01-18",2.12
"265","2008-01-22",2.06
"266","2008-01-23",2.15
"267","2008-01-24",2.21
"268","2008-01-25",2.11
"269","2008-01-28",2.27
"270","2008-01-29",2.29
"271","2008-01-30",2.25
"272","2008-01-31",2.28
"273","2008-02-01",2.35
"274","2008-02-04",2.53
"275","2008-02-05",2.36
"276","2008-02-06",2.31
"277","2008-02-07",2.3
"278","2008-02-08",2.32
"279","2008-02-11",2.32
"280","2008-02-12",2.3
"281","2008-02-13",2.36
"282","2008-02-14",2.43
"283","2008-02-15",2.23
"284","2008-02-19",2.2
"285","2008-02-20",2.17
"286","2008-02-21",2.14
"287","2008-02-22",2.11
"288","2008-02-25",2.13
"289","2008-02-26",2.27
"290","2008-02-27",2.39
"291","2008-02-28",2.49
"292","2008-02-29",2.47
"293","2008-03-03",2.39
"294","2008-03-04",2.48
"295","2008-03-05",2.43
"296","2008-03-06",2.28
"297","2008-03-07",2.27
"298","2008-03-10",2.15
"299","2008-03-11",2.33
"300","2008-03-12",2.15
"301","2008-03-13",2.24
"302","2008-03-14",2.46
"303","2008-03-17",2.37
"304","2008-03-18",2.46
"305","2008-03-19",2.47
"306","2008-03-20",2.71
"307","2008-03-24",2.82
"308","2008-03-25",2.78
"309","2008-03-26",2.74
"310","2008-03-27",2.94
"311","2008-03-28",2.85
"312","2008-03-31",2.81
"313","2008-04-01",2.98
"314","2008-04-02",3
"315","2008-04-03",3
"316","2008-04-04",3.06
"317","2008-04-07",2.98
"318","2008-04-08",2.87
"319","2008-04-09",2.78
"320","2008-04-10",2.88
"321","2008-04-11",2.79
"322","2008-04-14",2.62
"323","2008-04-15",2.7
"324","2008-04-16",2.8
"325","2008-04-17",2.77
"326","2008-04-18",2.79
"327","2008-04-21",2.8
"328","2008-04-22",2.85
"329","2008-04-23",2.83
"330","2008-04-24",2.81
"331","2008-04-25",2.88
"332","2008-04-28",2.92
"333","2008-04-29",2.76
"334","2008-04-30",2.43
"335","2008-05-01",2.68
"336","2008-05-02",2.75
"337","2008-05-05",2.57
"338","2008-05-06",2.58
"339","2008-05-07",2.37
"340","2008-05-08",2.29
"341","2008-05-09",2.36
"342","2008-05-12",2.37
"343","2008-05-13",2.37
"344","2008-05-14",2.35
"345","2008-05-15",2.36
"346","2008-05-16",2.36
"347","2008-05-19",2.3
"348","2008-05-20",2.32
"349","2008-05-21",2.27
"350","2008-05-22",2.51
"351","2008-05-23",2.64
"352","2008-05-27",2.71
"353","2008-05-28",2.73
"354","2008-05-29",2.77
"355","2008-05-30",2.67
"356","2008-06-02",2.61
"357","2008-06-03",2.6
"358","2008-06-04",2.68
"359","2008-06-05",2.8
"360","2008-06-06",2.76
"361","2008-06-09",2.61
"362","2008-06-10",2.6
"363","2008-06-11",2.53
"364","2008-06-12",2.62
"365","2008-06-13",2.64
"366","2008-06-16",2.71
"367","2008-06-17",2.62
"368","2008-06-18",2.5
"369","2008-06-19",2.6
"370","2008-06-20",2.5
"371","2008-06-23",2.46
"372","2008-06-24",2.38
"373","2008-06-25",2.45
"374","2008-06-26",2.39
"375","2008-06-27",2.35
"376","2008-06-30",2.13
"377","2008-07-01",2.16
"378","2008-07-02",2.43
"379","2008-07-03",2.4
"380","2008-07-07",2.12
"381","2008-07-08",2.22
"382","2008-07-09",2.15
"383","2008-07-10",2.15
"384","2008-07-11",2.2
"385","2008-07-14",2.57
"386","2008-07-15",2.65
"387","2008-07-16",2.72
"388","2008-07-17",2.75
"389","2008-07-18",2.67
"390","2008-07-21",2.59
"391","2008-07-22",2.52
"392","2008-07-23",2.46
"393","2008-07-24",2.45
"394","2008-07-25",2.49
"395","2008-07-28",2.4
"396","2008-07-29",2.43
"397","2008-07-30",2.31
"398","2008-07-31",2.3
"399","2008-08-01",2.32
"400","2008-08-04",2.2
"401","2008-08-05",2.23
"402","2008-08-06",2.21
"403","2008-08-07",2.11
"404","2008-08-08",2.26
"405","2008-08-11",2.24
"406","2008-08-12",2.23
"407","2008-08-13",2.25
"408","2008-08-14",2.27
"409","2008-08-15",2.27
"410","2008-08-18",2.23
"411","2008-08-19",2.16
"412","2008-08-20",2.15
"413","2008-08-21",2.12
"414","2008-08-22",2.16
"415","2008-08-25",2.12
"416","2008-08-26",2.14
"417","2008-08-27",2.12
"418","2008-08-28",2.23
"419","2008-08-29",2.16
"420","2008-09-02",2.12
"421","2008-09-03",2.15
"422","2008-09-04",2.12
"423","2008-09-05",2.17
"424","2008-09-08",2.17
"425","2008-09-09",2.13
"426","2008-09-10",2.16
"427","2008-09-11",2.16
"428","2008-09-12",2.12
"429","2008-09-15",1.99
"430","2008-09-16",1.9
"431","2008-09-17",1.59
"432","2008-09-18",1.89
"433","2008-09-19",1.96
"434","2008-09-22",1.85
"435","2008-09-23",1.74
"436","2008-09-24",1.76
"437","2008-09-25",1.85
"438","2008-09-26",1.88
"439","2008-09-29",1.76
"440","2008-09-30",1.78
"441","2008-10-01",1.71
"442","2008-10-02",1.54
"443","2008-10-03",1.6
"444","2008-10-06",1.58
"445","2008-10-07",1.36
"446","2008-10-08",1.28
"447","2008-10-09",1.21
"448","2008-10-10",1.2
"449","2008-10-13",1.49
"450","2008-10-14",1.43
"451","2008-10-15",1.2
"452","2008-10-16",1.4
"453","2008-10-17",1.3
"454","2008-10-20",1.3
"455","2008-10-21",1.29
"456","2008-10-22",1.2
"457","2008-10-23",1.27
"458","2008-10-24",1.24
"459","2008-10-27",1.19
"460","2008-10-28",1.32
"461","2008-10-29",1.33
"462","2008-10-30",1.39
"463","2008-10-31",1.5
"464","2008-11-03",1.73
"465","2008-11-04",1.81
"466","2008-11-05",1.72
"467","2008-11-06",1.59
"468","2008-11-07",1.94
"469","2008-11-10",1.93
"470","2008-11-11",1.95
"471","2008-11-12",1.81
"472","2008-11-13",1.97
"473","2008-11-14",1.75
"474","2008-11-17",1.95
"475","2008-11-18",1.82
"476","2008-11-19",1.75
"477","2008-11-20",1.67
"478","2008-11-21",1.55
"479","2008-11-24",1.7
"480","2008-11-25",1.63
"481","2008-11-26",1.79
"482","2008-11-28",1.78
"483","2008-12-01",1.5
"484","2008-12-02",1.59
"485","2008-12-03",1.59
"486","2008-12-04",1.58
"487","2008-12-05",1.68
"488","2008-12-08",1.72
"489","2008-12-09",1.62
"490","2008-12-10",1.62
"491","2008-12-11",1.51
"492","2008-12-12",1.61
"493","2008-12-15",1.6
"494","2008-12-16",1.72
"495","2008-12-17",1.64
"496","2008-12-18",1.72
"497","2008-12-19",1.71
"498","2008-12-22",1.74
"499","2008-12-23",1.73
"500","2008-12-24",1.7
"501","2008-12-26",1.69
"502","2008-12-29",1.66
"503","2008-12-30",1.61
"504","2008-12-31",1.7
"505","2009-01-02",1.76
"506","2009-01-05",1.74
"507","2009-01-06",1.76
"508","2009-01-07",1.69
"509","2009-01-08",1.77
"510","2009-01-09",1.66
"511","2009-01-12",1.66
"512","2009-01-13",1.64
"513","2009-01-14",1.55
"514","2009-01-15",1.54
"515","2009-01-16",1.51
"516","2009-01-20",1.37
"517","2009-01-21",1.39
"518","2009-01-22",1.24
"519","2009-01-23",1.29
"520","2009-01-26",1.29
"521","2009-01-27",1.3
"522","2009-01-28",1.35
"523","2009-01-29",1.3
"524","2009-01-30",1.21
"525","2009-02-02",1.34
"526","2009-02-03",1.38
"527","2009-02-04",1.41
"528","2009-02-05",1.39
"529","2009-02-06",1.46
"530","2009-02-09",1.49
"531","2009-02-10",1.41
"532","2009-02-11",1.38
"533","2009-02-12",1.42
"534","2009-02-13",1.37
"535","2009-02-17",1.3
"536","2009-02-18",1.28
"537","2009-02-19",1.27
"538","2009-02-20",1.23
"539","2009-02-23",1.13
"540","2009-02-24",1.12
"541","2009-02-25",1.08
"542","2009-02-26",1.01
"543","2009-02-27",0.99
"544","2009-03-02",0.98
"545","2009-03-03",0.88
"546","2009-03-04",0.92
"547","2009-03-05",0.84
"548","2009-03-06",0.95
"549","2009-03-09",0.9
"550","2009-03-10",0.94
"551","2009-03-11",0.87
"552","2009-03-12",0.94
"553","2009-03-13",0.89
"554","2009-03-16",0.93
"555","2009-03-17",0.98
"556","2009-03-18",0.97
"557","2009-03-19",0.96
"558","2009-03-20",0.9
"559","2009-03-23",0.98
"560","2009-03-24",0.95
"561","2009-03-25",0.96
"562","2009-03-26",0.98
"563","2009-03-27",0.94
"564","2009-03-30",0.94
"565","2009-03-31",0.96
"566","2009-04-01",0.96
"567","2009-04-02",1.14
"568","2009-04-03",1.09
"569","2009-04-06",1.04
"570","2009-04-07",1
"571","2009-04-08",1.09
"572","2009-04-09",1.12
"573","2009-04-13",1.12
"574","2009-04-14",1.09
"575","2009-04-15",1.1
"576","2009-04-16",1.13
"577","2009-04-17",1.15
"578","2009-04-20",1.17
"579","2009-04-21",1.15
"580","2009-04-22",1.15
"581","2009-04-23",1.11
"582","2009-04-24",1.17
"583","2009-04-27",1.12
"584","2009-04-28",1.14
"585","2009-04-29",1.23
"586","2009-04-30",1.16
"587","2009-05-01",1.18
"588","2009-05-04",1.22
"589","2009-05-05",1.25
"590","2009-05-06",1.26
"591","2009-05-07",1.48
"592","2009-05-08",1.44
"593","2009-05-11",1.8
"594","2009-05-12",1.87
"595","2009-05-13",1.74
"596","2009-05-14",1.9
"597","2009-05-15",1.97
"598","2009-05-18",2.33
"599","2009-05-19",2.45
"600","2009-05-20",2.42
"601","2009-05-21",2.34
"602","2009-05-22",2.43
"603","2009-05-26",2.47
"604","2009-05-27",2.44
"605","2009-05-28",2.45
"606","2009-05-29",2.49
"607","2009-06-01",2.58
"608","2009-06-02",2.55
"609","2009-06-03",2.55
"610","2009-06-04",2.55
"611","2009-06-05",2.55
"612","2009-06-08",2.5
"613","2009-06-09",2.54
"614","2009-06-10",2.5
"615","2009-06-11",2.51
"616","2009-06-12",2.5
"617","2009-06-15",2.4
"618","2009-06-16",2.41
"619","2009-06-17",2.31
"620","2009-06-18",2.21
"621","2009-06-19",2.3
"622","2009-06-22",2.14
"623","2009-06-23",2.13
"624","2009-06-24",2.22
"625","2009-06-25",2.35
"626","2009-06-26",2.48
"627","2009-06-29",2.56
"628","2009-06-30",2.54
"629","2009-07-01",2.58
"630","2009-07-02",2.46
"631","2009-07-06",2.46
"632","2009-07-07",2.43
"633","2009-07-08",2.37
"634","2009-07-09",2.4
"635","2009-07-10",2.47
"636","2009-07-13",2.45
"637","2009-07-14",2.78
"638","2009-07-15",2.92
"639","2009-07-16",2.98
"640","2009-07-17",3.05
"641","2009-07-20",3.37
"642","2009-07-21",3.27
"643","2009-07-22",3.5
"644","2009-07-23",3.84
"645","2009-07-24",3.99
"646","2009-07-27",4.59
"647","2009-07-28",5.23
"648","2009-07-29",4.85
"649","2009-07-30",4.77
"650","2009-07-31",4.14
"651","2009-08-03",4.39
"652","2009-08-04",4.44
"653","2009-08-05",4.46
"654","2009-08-06",4.13
"655","2009-08-07",4.15
"656","2009-08-10",4.02
"657","2009-08-11",3.78
"658","2009-08-12",3.98
"659","2009-08-13",4.12
"660","2009-08-14",4.33
"661","2009-08-17",3.87
"662","2009-08-18",3.9
"663","2009-08-19",4.01
"664","2009-08-20",4.01
"665","2009-08-21",4.1
"666","2009-08-24",4.18
"667","2009-08-25",4.24
"668","2009-08-26",4.26
"669","2009-08-27",6.84
"670","2009-08-28",5.77
"671","2009-08-31",5.51
"672","2009-09-01",5.92
"673","2009-09-02",6.09
"674","2009-09-03",6.21
"675","2009-09-04",6.19
"676","2009-09-08",6.04
"677","2009-09-09",6.35
"678","2009-09-10",6.35
"679","2009-09-11",6.08
"680","2009-09-14",6.26
"681","2009-09-15",6.27
"682","2009-09-16",6.28
"683","2009-09-17",6.37
"684","2009-09-18",6.28
"685","2009-09-21",6.26
"686","2009-09-22",6.15
"687","2009-09-23",6
"688","2009-09-24",5.58
"689","2009-09-25",5.55
"690","2009-09-28",5.77
"691","2009-09-29",5.62
"692","2009-09-30",5.52
"693","2009-10-01",4.93
"694","2009-10-02",4.73
"695","2009-10-05",4.99
"696","2009-10-06",4.79
"697","2009-10-07",4.87
"698","2009-10-08",4.67
"699","2009-10-09",4.57
"700","2009-10-12",4.59
"701","2009-10-13",4.39
"702","2009-10-14",4.55
"703","2009-10-15",4.93
"704","2009-10-16",4.82
"705","2009-10-19",4.65
"706","2009-10-20",4.23
"707","2009-10-21",4.13
"708","2009-10-22",4.19
"709","2009-10-23",3.91
"710","2009-10-26",3.66
"711","2009-10-27",3.53
"712","2009-10-28",3.27
"713","2009-10-29",3.7
"714","2009-10-30",3.56
"715","2009-11-02",3.46
"716","2009-11-03",3.58
"717","2009-11-04",3.4
"718","2009-11-05",3.62
"719","2009-11-06",3.61
"720","2009-11-09",3.61
"721","2009-11-10",3.5
"722","2009-11-11",3.57
"723","2009-11-12",3.48
"724","2009-11-13",3.45
"725","2009-11-16",3.62
"726","2009-11-17",3.51
"727","2009-11-18",3.49
"728","2009-11-19",3.45
"729","2009-11-20",3.55
"730","2009-11-23",3.53
"731","2009-11-24",3.43
"732","2009-11-25",3.51
"733","2009-11-27",3.4
"734","2009-11-30",3.1
"735","2009-12-01",3.31
"736","2009-12-02",3.41
"737","2009-12-03",3.41
"738","2009-12-04",3.41
"739","2009-12-07",3.52
"740","2009-12-08",3.32
"741","2009-12-09",3.23
"742","2009-12-10",3.2
"743","2009-12-11",3.17
"744","2009-12-14",3.27
"745","2009-12-15",3.16
"746","2009-12-16",3.18
"747","2009-12-17",3.1
"748","2009-12-18",3.11
"749","2009-12-21",3.29
"750","2009-12-22",3.42
"751","2009-12-23",3.19
"752","2009-12-24",3.2
"753","2009-12-28",3.18
"754","2009-12-29",3.24
"755","2009-12-30",3.24
"756","2009-12-31",3.21
"757","2010-01-04",3.42
"758","2010-01-05",3.29
"759","2010-01-06",3.21
"760","2010-01-07",3.27
"761","2010-01-08",4.05
"762","2010-01-11",3.91
"763","2010-01-12",4.14
"764","2010-01-13",4.2
"765","2010-01-14",4.22
"766","2010-01-15",3.98
"767","2010-01-19",4.34
"768","2010-01-20",4.23
"769","2010-01-21",4.34
"770","2010-01-22",4.34
"771","2010-01-25",4.09
"772","2010-01-26",3.65
"773","2010-01-27",3.63
"774","2010-01-28",3.42
"775","2010-01-29",3.35
"776","2010-02-01",3.28
"777","2010-02-02",3.4
"778","2010-02-03",3.26
"779","2010-02-04",3.07
"780","2010-02-05",3
"781","2010-02-08",2.94
"782","2010-02-09",3.1
"783","2010-02-10",3.02
"784","2010-02-11",3.09
"785","2010-02-12",3.02
"786","2010-02-16",3.05
"787","2010-02-17",3.45
"788","2010-02-18",3.52
"789","2010-02-19",3.42
"790","2010-02-22",3.37
"791","2010-02-23",3.62
"792","2010-02-24",3.76
"793","2010-02-25",3.86
"794","2010-02-26",3.79
"795","2010-03-01",3.89
"796","2010-03-02",3.54
"797","2010-03-03",3.37
"798","2010-03-04",3.47
"799","2010-03-05",3.56
"800","2010-03-08",3.56
"801","2010-03-09",3.45
"802","2010-03-10",3.49
"803","2010-03-11",3.52
"804","2010-03-12",3.73
"805","2010-03-15",3.57
"806","2010-03-16",3.61
"807","2010-03-17",3.67
"808","2010-03-18",3.61
"809","2010-03-19",3.5
"810","2010-03-22",3.52
"811","2010-03-23",3.58
"812","2010-03-24",3.49
"813","2010-03-25",3.46
"814","2010-03-26",3.41
"815","2010-03-29",3.41
"816","2010-03-30",3.4
"817","2010-03-31",3.32
"818","2010-04-01",3.25
"819","2010-04-05",3.52
"820","2010-04-06",3.59
"821","2010-04-07",3.6
"822","2010-04-08",3.58
"823","2010-04-09",3.57
"824","2010-04-12",3.69
"825","2010-04-13",3.51
"826","2010-04-14",3.66
"827","2010-04-15",3.72
"828","2010-04-16",3.6
"829","2010-04-19",3.72
"830","2010-04-20",3.72
"831","2010-04-21",3.74
"832","2010-04-22",3.63
"833","2010-04-23",3.73
"834","2010-04-26",3.74
"835","2010-04-27",3.57
"836","2010-04-28",3.56
"837","2010-04-29",3.66
"838","2010-04-30",3.5
"839","2010-05-03",3.64
"840","2010-05-04",3.52
"841","2010-05-05",3.44
"842","2010-05-06",3.17
"843","2010-05-07",3.17
"844","2010-05-10",3.36
"845","2010-05-11",3.55
"846","2010-05-12",3.75
"847","2010-05-13",4.05
"848","2010-05-14",3.87
"849","2010-05-17",3.89
"850","2010-05-18",3.75
"851","2010-05-19",3.62
"852","2010-05-20",3.34
"853","2010-05-21",3.34
"854","2010-05-24",3.29
"855","2010-05-25",3.28
"856","2010-05-26",3.17
"857","2010-05-27",3.39
"858","2010-05-28",3.48
"859","2010-06-01",3.37
"860","2010-06-02",3.55
"861","2010-06-03",3.69
"862","2010-06-04",3.45
"863","2010-06-07",3.21
"864","2010-06-08",3.2
"865","2010-06-09",3.13
"866","2010-06-10",3.27
"867","2010-06-11",3.32
"868","2010-06-14",3.38
"869","2010-06-15",3.44
"870","2010-06-16",3.59
"871","2010-06-17",3.51
"872","2010-06-18",3.48
"873","2010-06-21",3.34
"874","2010-06-22",3.16
"875","2010-06-23",3.29
"876","2010-06-24",3.26
"877","2010-06-25",3.4
"878","2010-06-28",3.43
"879","2010-06-29",3.23
"880","2010-06-30",3.09
"881","2010-07-01",3.11
"882","2010-07-02",3.03
"883","2010-07-06",3.02
"884","2010-07-07",3.17
"885","2010-07-08",3.1
"886","2010-07-09",3.19
"887","2010-07-12",3.1
"888","2010-07-13",3.24
"889","2010-07-14",3.17
"890","2010-07-15",3.15
"891","2010-07-16",3.04
"892","2010-07-19",3.05
"893","2010-07-20",3.12
"894","2010-07-21",3.07
"895","2010-07-22",3.16
"896","2010-07-23",3.28
"897","2010-07-26",3.33
"898","2010-07-27",3.18
"899","2010-07-28",3.17
"900","2010-07-29",3.19
"901","2010-07-30",3.23
"902","2010-08-02",3.2
"903","2010-08-03",3.22
"904","2010-08-04",3.22
"905","2010-08-05",3.07
"906","2010-08-06",3.18
"907","2010-08-09",3.27
"908","2010-08-10",3.22
"909","2010-08-11",3.06
"910","2010-08-12",3.05
"911","2010-08-13",3.09
"912","2010-08-16",3.17
"913","2010-08-17",3.22
"914","2010-08-18",3.25
"915","2010-08-19",3.19
"916","2010-08-20",3.14
"917","2010-08-23",3.08
"918","2010-08-24",2.95
"919","2010-08-25",2.91
"920","2010-08-26",2.86
"921","2010-08-27",2.95
"922","2010-08-30",2.87
"923","2010-08-31",2.86
"924","2010-09-01",2.93
"925","2010-09-02",3
"926","2010-09-03",2.95
"927","2010-09-07",2.95
"928","2010-09-08",3.04
"929","2010-09-09",3.09
"930","2010-09-10",3.12
"931","2010-09-13",3.18
"932","2010-09-14",3.1
"933","2010-09-15",3.05
"934","2010-09-16",3.03
"935","2010-09-17",3.06
"936","2010-09-20",3.17
"937","2010-09-21",3.2
"938","2010-09-22",3.19
"939","2010-09-23",3.2
"940","2010-09-24",3.22
"941","2010-09-27",3.19
"942","2010-09-28",3.22
"943","2010-09-29",3.23
"944","2010-09-30",3.21
"945","2010-10-01",3.25
"946","2010-10-04",3.24
"947","2010-10-05",3.35
"948","2010-10-06",3.29
"949","2010-10-07",3.35
"950","2010-10-08",3.47
"951","2010-10-11",3.45
"952","2010-10-12",3.52
"953","2010-10-13",3.62
"954","2010-10-14",3.64
"955","2010-10-15",3.57
"956","2010-10-18",3.94
"957","2010-10-19",3.79
"958","2010-10-20",3.93
"959","2010-10-21",3.97
"960","2010-10-22",4.02
"961","2010-10-25",4.06
"962","2010-10-26",3.97
"963","2010-10-27",3.77
"964","2010-10-28",3.84
"965","2010-10-29",3.93
"966","2010-11-01",3.86
"967","2010-11-02",3.94
"968","2010-11-03",3.88
"969","2010-11-04",3.8
"970","2010-11-05",3.7
"971","2010-11-08",3.55
"972","2010-11-09",3.54
"973","2010-11-10",3.44
"974","2010-11-11",3.53
"975","2010-11-12",3.42
"976","2010-11-15",3.4
"977","2010-11-16",3.41
"978","2010-11-17",3.36
"979","2010-11-18",3.4
"980","2010-11-19",3.23
"981","2010-11-22",3.14
"982","2010-11-23",3.15
"983","2010-11-24",3.18
"984","2010-11-26",3.2
"985","2010-11-29",3.19
"986","2010-11-30",3.15
"987","2010-12-01",3.16
"988","2010-12-02",3.26
"989","2010-12-03",3.35
"990","2010-12-06",3.49
"991","2010-12-07",3.51
"992","2010-12-08",3.43
"993","2010-12-09",3.46
"994","2010-12-10",3.48
"995","2010-12-13",3.44
"996","2010-12-14",3.51
"997","2010-12-15",3.61
"998","2010-12-16",3.6
"999","2010-12-17",3.54
