"","date","GENE"
"1","2007-01-03",152.600006
"2","2007-01-04",155.800003
"3","2007-01-05",150
"4","2007-01-08",150
"5","2007-01-09",150.800003
"6","2007-01-10",151.600006
"7","2007-01-11",151.600006
"8","2007-01-12",159
"9","2007-01-16",159
"10","2007-01-17",155
"11","2007-01-18",155
"12","2007-01-19",155
"13","2007-01-22",159
"14","2007-01-23",155
"15","2007-01-24",155
"16","2007-01-25",156
"17","2007-01-26",156
"18","2007-01-29",156
"19","2007-01-30",156
"20","2007-01-31",148
"21","2007-02-01",148
"22","2007-02-02",146.600006
"23","2007-02-05",146.600006
"24","2007-02-06",149.800003
"25","2007-02-07",149
"26","2007-02-08",149
"27","2007-02-09",149
"28","2007-02-12",149
"29","2007-02-13",149
"30","2007-02-14",149
"31","2007-02-15",148
"32","2007-02-16",148
"33","2007-02-20",148
"34","2007-02-21",145
"35","2007-02-22",145
"36","2007-02-23",144
"37","2007-02-26",144
"38","2007-02-27",144
"39","2007-02-28",146.800003
"40","2007-03-01",147
"41","2007-03-02",147
"42","2007-03-05",148
"43","2007-03-06",141.800003
"44","2007-03-07",141.800003
"45","2007-03-08",136
"46","2007-03-09",136
"47","2007-03-12",120
"48","2007-03-13",111
"49","2007-03-14",104
"50","2007-03-15",108.800003
"51","2007-03-16",110
"52","2007-03-19",111.800003
"53","2007-03-20",111.800003
"54","2007-03-21",111.800003
"55","2007-03-22",111.800003
"56","2007-03-23",111.800003
"57","2007-03-26",114.599998
"58","2007-03-27",110
"59","2007-03-28",105
"60","2007-03-29",92.199997
"61","2007-03-30",80
"62","2007-04-02",71.800003
"63","2007-04-03",73.199997
"64","2007-04-04",73
"65","2007-04-05",108.199997
"66","2007-04-09",144.199997
"67","2007-04-10",132
"68","2007-04-11",124.599998
"69","2007-04-12",121
"70","2007-04-13",115
"71","2007-04-16",114
"72","2007-04-17",110.199997
"73","2007-04-18",102.599998
"74","2007-04-19",101.199997
"75","2007-04-20",101.800003
"76","2007-04-23",99.199997
"77","2007-04-24",93.599998
"78","2007-04-25",91.199997
"79","2007-04-26",91.400002
"80","2007-04-27",91.599998
"81","2007-04-30",88.800003
"82","2007-05-01",88.800003
"83","2007-05-02",88
"84","2007-05-03",88.400002
"85","2007-05-04",80.599998
"86","2007-05-07",98.199997
"87","2007-05-08",112
"88","2007-05-09",103
"89","2007-05-10",93
"90","2007-05-11",95.199997
"91","2007-05-14",94
"92","2007-05-15",107
"93","2007-05-16",108
"94","2007-05-17",104.800003
"95","2007-05-18",118
"96","2007-05-21",105
"97","2007-05-22",100.800003
"98","2007-05-23",93
"99","2007-05-24",91.199997
"100","2007-05-25",90.599998
"101","2007-05-29",93.599998
"102","2007-05-30",89
"103","2007-05-31",91.400002
"104","2007-06-01",91.400002
"105","2007-06-04",80
"106","2007-06-05",79.599998
"107","2007-06-06",80
"108","2007-06-07",80
"109","2007-06-08",82.800003
"110","2007-06-11",83.199997
"111","2007-06-12",82.400002
"112","2007-06-13",80
"113","2007-06-14",79.599998
"114","2007-06-15",79.599998
"115","2007-06-18",79.199997
"116","2007-06-19",74.400002
"117","2007-06-20",73
"118","2007-06-21",73.599998
"119","2007-06-22",70
"120","2007-06-25",72
"121","2007-06-26",79.400002
"122","2007-06-27",77
"123","2007-06-28",76
"124","2007-06-29",73.599998
"125","2007-07-02",72.400002
"126","2007-07-03",72
"127","2007-07-05",72
"128","2007-07-06",72
"129","2007-07-09",72.599998
"130","2007-07-10",76.199997
"131","2007-07-11",71.599998
"132","2007-07-12",74
"133","2007-07-13",75
"134","2007-07-16",74.199997
"135","2007-07-17",76.800003
"136","2007-07-18",76.599998
"137","2007-07-19",78.599998
"138","2007-07-20",74.199997
"139","2007-07-23",75
"140","2007-07-24",74
"141","2007-07-25",73.400002
"142","2007-07-26",73.599998
"143","2007-07-27",79.400002
"144","2007-07-30",75
"145","2007-07-31",78
"146","2007-08-01",76.400002
"147","2007-08-02",80.400002
"148","2007-08-03",75.800003
"149","2007-08-06",75.800003
"150","2007-08-07",78
"151","2007-08-08",78
"152","2007-08-09",75.599998
"153","2007-08-10",75.599998
"154","2007-08-13",73.199997
"155","2007-08-14",73
"156","2007-08-15",72.400002
"157","2007-08-16",72.800003
"158","2007-08-17",73.199997
"159","2007-08-20",72.400002
"160","2007-08-21",71.599998
"161","2007-08-22",71.599998
"162","2007-08-23",71.400002
"163","2007-08-24",74.599998
"164","2007-08-27",74.599998
"165","2007-08-28",74.599998
"166","2007-08-29",74.599998
"167","2007-08-30",72.400002
"168","2007-08-31",71
"169","2007-09-04",71.400002
"170","2007-09-05",71.400002
"171","2007-09-06",74
"172","2007-09-07",71
"173","2007-09-10",71
"174","2007-09-11",71
"175","2007-09-12",71
"176","2007-09-13",73.599998
"177","2007-09-14",75
"178","2007-09-17",71.199997
"179","2007-09-18",71
"180","2007-09-19",74.199997
"181","2007-09-20",72.400002
"182","2007-09-21",79.800003
"183","2007-09-24",81
"184","2007-09-25",81.400002
"185","2007-09-26",80.400002
"186","2007-09-27",80.400002
"187","2007-09-28",73.599998
"188","2007-10-01",82
"189","2007-10-02",81
"190","2007-10-03",81
"191","2007-10-04",81.599998
"192","2007-10-05",80.599998
"193","2007-10-08",76
"194","2007-10-09",88
"195","2007-10-10",95.400002
"196","2007-10-11",90.199997
"197","2007-10-12",95
"198","2007-10-15",92
"199","2007-10-16",93
"200","2007-10-17",93
"201","2007-10-18",97.800003
"202","2007-10-19",100
"203","2007-10-22",90.400002
"204","2007-10-23",91
"205","2007-10-24",95.199997
"206","2007-10-25",95.199997
"207","2007-10-26",96.599998
"208","2007-10-29",101
"209","2007-10-30",94
"210","2007-10-31",99.199997
"211","2007-11-01",94.599998
"212","2007-11-02",94.599998
"213","2007-11-05",94.599998
"214","2007-11-06",86
"215","2007-11-07",81
"216","2007-11-08",78
"217","2007-11-09",80
"218","2007-11-12",80
"219","2007-11-13",80
"220","2007-11-14",80
"221","2007-11-15",82
"222","2007-11-16",88
"223","2007-11-19",88
"224","2007-11-20",88.400002
"225","2007-11-21",88.400002
"226","2007-11-23",88.400002
"227","2007-11-26",79.400002
"228","2007-11-27",79.400002
"229","2007-11-28",94.199997
"230","2007-11-29",90
"231","2007-11-30",87.800003
"232","2007-12-03",90.400002
"233","2007-12-04",90.199997
"234","2007-12-05",90.599998
"235","2007-12-06",90.599998
"236","2007-12-07",90
"237","2007-12-10",92
"238","2007-12-11",86
"239","2007-12-12",93.800003
"240","2007-12-13",84
"241","2007-12-14",89
"242","2007-12-17",86
"243","2007-12-18",84
"244","2007-12-19",88
"245","2007-12-20",88
"246","2007-12-21",88
"247","2007-12-24",81.400002
"248","2007-12-26",81.400002
"249","2007-12-27",81.400002
"250","2007-12-28",90
"251","2007-12-31",80.199997
"252","2008-01-02",78
"253","2008-01-03",75
"254","2008-01-04",79.599998
"255","2008-01-07",71
"256","2008-01-08",71
"257","2008-01-09",71
"258","2008-01-10",76
"259","2008-01-11",80
"260","2008-01-14",80
"261","2008-01-15",80
"262","2008-01-16",82.199997
