"","date","PNRG"
"1","2007-01-03",62.959999
"2","2007-01-04",63.509998
"3","2007-01-05",64.339996
"4","2007-01-08",64.339996
"5","2007-01-09",64.339996
"6","2007-01-10",63.82
"7","2007-01-11",62.380001
"8","2007-01-12",60
"9","2007-01-16",57.290001
"10","2007-01-17",52.049999
"11","2007-01-18",52.150002
"12","2007-01-19",52.279999
"13","2007-01-22",53.09
"14","2007-01-23",52.23
"15","2007-01-24",52.400002
"16","2007-01-25",51.07
"17","2007-01-26",54.32
"18","2007-01-29",54.02
"19","2007-01-30",54
"20","2007-01-31",53.650002
"21","2007-02-01",53.150002
"22","2007-02-02",54
"23","2007-02-05",53.869999
"24","2007-02-06",54.740002
"25","2007-02-07",55.080002
"26","2007-02-08",55.740002
"27","2007-02-09",55.110001
"28","2007-02-12",55.349998
"29","2007-02-13",55.009998
"30","2007-02-14",54.529999
"31","2007-02-15",54.049999
"32","2007-02-16",52.07
"33","2007-02-20",54.669998
"34","2007-02-21",53.82
"35","2007-02-22",53.110001
"36","2007-02-23",54.52
"37","2007-02-26",53.459999
"38","2007-02-27",54.029999
"39","2007-02-28",54.5
"40","2007-03-01",55.209999
"41","2007-03-02",54.919998
"42","2007-03-05",54.650002
"43","2007-03-06",55.25
"44","2007-03-07",55.450001
"45","2007-03-08",55.029999
"46","2007-03-09",55.240002
"47","2007-03-12",54.73
"48","2007-03-13",54.990002
"49","2007-03-14",56.02
"50","2007-03-15",56.25
"51","2007-03-16",57.610001
"52","2007-03-19",56.400002
"53","2007-03-20",55.200001
"54","2007-03-21",56.48
"55","2007-03-22",54.740002
"56","2007-03-23",55.009998
"57","2007-03-26",56.330002
"58","2007-03-27",56.5
"59","2007-03-28",56.150002
"60","2007-03-29",57.119999
"61","2007-03-30",58.16
"62","2007-04-02",56.849998
"63","2007-04-03",57.52
"64","2007-04-04",56
"65","2007-04-05",56.5
"66","2007-04-09",55.57
"67","2007-04-10",57
"68","2007-04-11",56.290001
"69","2007-04-12",57.110001
"70","2007-04-13",58.91
"71","2007-04-16",64.589996
"72","2007-04-17",62.48
"73","2007-04-18",60.830002
"74","2007-04-19",59.5
"75","2007-04-20",59.919998
"76","2007-04-23",57.91
"77","2007-04-24",56.470001
"78","2007-04-25",56.099998
"79","2007-04-26",56.450001
"80","2007-04-27",55.099998
"81","2007-04-30",58.009998
"82","2007-05-01",58.759998
"83","2007-05-02",57.990002
"84","2007-05-03",56.299999
"85","2007-05-04",57.349998
"86","2007-05-07",57.990002
"87","2007-05-08",56.349998
"88","2007-05-09",56.700001
"89","2007-05-10",55.5
"90","2007-05-11",56
"91","2007-05-14",55.200001
"92","2007-05-15",56.360001
"93","2007-05-16",57.580002
"94","2007-05-17",56.799999
"95","2007-05-18",56.52
"96","2007-05-21",57.700001
"97","2007-05-22",57.099998
"98","2007-05-23",57.5
"99","2007-05-24",58.16
"100","2007-05-25",57.220001
"101","2007-05-29",57.220001
"102","2007-05-30",57.529999
"103","2007-05-31",58.380001
"104","2007-06-01",56.849998
"105","2007-06-04",57.720001
"106","2007-06-05",57.299999
"107","2007-06-06",58.23
"108","2007-06-07",58.400002
"109","2007-06-08",56.689999
"110","2007-06-11",56.599998
"111","2007-06-12",57.380001
"112","2007-06-13",58.549999
"113","2007-06-14",58.540001
"114","2007-06-15",58.27
"115","2007-06-18",56.82
"116","2007-06-19",56.860001
"117","2007-06-20",57
"118","2007-06-21",57.389999
"119","2007-06-22",56.84
"120","2007-06-25",57.48
"121","2007-06-26",56.650002
"122","2007-06-27",55.959999
"123","2007-06-28",55.650002
"124","2007-06-29",57
"125","2007-07-02",55.439999
"126","2007-07-03",58.599998
"127","2007-07-05",58
"128","2007-07-06",56.779999
"129","2007-07-09",56.779999
"130","2007-07-10",55.68
"131","2007-07-11",57.41
"132","2007-07-12",56.689999
"133","2007-07-13",56.689999
"134","2007-07-16",57
"135","2007-07-17",55.669998
"136","2007-07-18",55.689999
"137","2007-07-19",56.939999
"138","2007-07-20",55.990002
"139","2007-07-23",55.57
"140","2007-07-24",55.099998
"141","2007-07-25",55.099998
"142","2007-07-26",54.959999
"143","2007-07-27",56.900002
"144","2007-07-30",53.110001
"145","2007-07-31",55.279999
"146","2007-08-01",56.900002
"147","2007-08-02",54.25
"148","2007-08-03",54.849998
"149","2007-08-06",55.450001
"150","2007-08-07",53.810001
"151","2007-08-08",55.689999
"152","2007-08-09",55.689999
"153","2007-08-10",55.389999
"154","2007-08-13",56.790001
"155","2007-08-14",54.580002
"156","2007-08-15",54.41
"157","2007-08-16",54.41
"158","2007-08-17",54.450001
"159","2007-08-20",54.450001
"160","2007-08-21",54.450001
"161","2007-08-22",54.5
"162","2007-08-23",54.5
"163","2007-08-24",54.5
"164","2007-08-27",54.5
"165","2007-08-28",54.5
"166","2007-08-29",54.25
"167","2007-08-30",54.25
"168","2007-08-31",56.799999
"169","2007-09-04",56.889999
"170","2007-09-05",56.889999
"171","2007-09-06",56.52
"172","2007-09-07",54.139999
"173","2007-09-10",54.450001
"174","2007-09-11",54.259998
"175","2007-09-12",54.259998
"176","2007-09-13",54.259998
"177","2007-09-14",54.5
"178","2007-09-17",53
"179","2007-09-18",56
"180","2007-09-19",56
"181","2007-09-20",56
"182","2007-09-21",55.040001
"183","2007-09-24",54.470001
"184","2007-09-25",54.470001
"185","2007-09-26",56.5
"186","2007-09-27",54.529999
"187","2007-09-28",56.75
