"","date","CPAC"
"245","2013-02-12",13.6
"246","2013-02-13",13.52
"247","2013-02-14",13.52
"248","2013-02-15",13.52
"249","2013-02-19",13.27
"250","2013-02-20",13.37
"251","2013-02-21",13.6
"252","2013-02-22",13.82
"253","2013-02-25",13.9
"254","2013-02-26",13.51
"255","2013-02-27",13.54
"256","2013-02-28",13.51
"257","2013-03-01",13.5
"258","2013-03-04",13.5
"259","2013-03-05",13.7
"260","2013-03-06",14.12
"261","2013-03-07",13.65
"262","2013-03-08",13.7
"263","2013-03-11",13.53
"264","2013-03-12",13.75
"265","2013-03-13",13.9
"266","2013-03-14",14.22
"267","2013-03-15",14.39
"268","2013-03-18",14.25
"269","2013-03-19",14.21
"270","2013-03-20",14.4
"271","2013-03-21",14.43
"272","2013-03-22",14.75
"273","2013-03-25",14.82
"274","2013-03-26",14.69
"275","2013-03-27",14.69
"276","2013-03-28",14.85
"277","2013-04-01",14.61
"278","2013-04-02",14.28
"279","2013-04-03",14.47
"280","2013-04-04",14.63
"281","2013-04-05",14.3
"282","2013-04-08",14.38
"283","2013-04-09",14.45
"284","2013-04-10",14.21
"285","2013-04-11",14.33
"286","2013-04-12",14.28
"287","2013-04-15",14.29
"288","2013-04-16",14.25
"289","2013-04-17",14.14
"290","2013-04-18",14.25
"291","2013-04-19",14.44
"292","2013-04-22",14.19
"293","2013-04-23",14.03
"294","2013-04-24",14
"295","2013-04-25",14.17
"296","2013-04-26",14.03
"297","2013-04-29",13.99
"298","2013-04-30",14.21
"299","2013-05-01",14.24
"300","2013-05-02",14.3
"301","2013-05-03",14.21
"302","2013-05-06",14.72
"303","2013-05-07",14.72
"304","2013-05-08",14.82
"305","2013-05-09",15.05
"306","2013-05-10",15.1
"307","2013-05-13",15
"308","2013-05-14",14.83
"309","2013-05-15",14.41
"310","2013-05-16",13.85
"311","2013-05-17",13.65
"312","2013-05-20",13.85
"313","2013-05-21",13.84
"314","2013-05-22",14
"315","2013-05-23",13.75
"316","2013-05-24",13.61
"317","2013-05-28",13.66
"318","2013-05-29",13.39
"319","2013-05-30",13.06
"320","2013-05-31",12.75
"321","2013-06-03",12.4
"322","2013-06-04",12.85
"323","2013-06-05",12.7
"324","2013-06-06",12.51
"325","2013-06-07",12.94
"326","2013-06-10",13
"327","2013-06-11",12.42
"328","2013-06-12",12.81
"329","2013-06-13",13.18
"330","2013-06-14",13.01
"331","2013-06-17",13.78
"332","2013-06-18",13.73
"333","2013-06-19",13.4
"334","2013-06-20",13.04
"335","2013-06-21",12.33
"336","2013-06-24",12.34
"337","2013-06-25",12.35
"338","2013-06-26",12.37
"339","2013-06-27",12.68
"340","2013-06-28",12.73
"341","2013-07-01",12.5
"342","2013-07-02",12.4
"343","2013-07-03",12.41
"344","2013-07-05",12.53
"345","2013-07-08",12.19
"346","2013-07-09",12.71
"347","2013-07-10",12.1
"348","2013-07-11",11.99
"349","2013-07-12",12.03
"350","2013-07-15",11.85
"351","2013-07-16",12
"352","2013-07-17",12.2
"353","2013-07-18",12.33
"354","2013-07-19",12.4
"355","2013-07-22",12.53
"356","2013-07-23",12.5
"357","2013-07-24",12.3
"358","2013-07-25",12.25
"359","2013-07-26",12.34
"360","2013-07-29",12.1
"361","2013-07-30",12.2
"362","2013-07-31",12.69
"363","2013-08-01",12.85
"364","2013-08-02",12.8
"365","2013-08-05",12.8
"366","2013-08-06",12.79
"367","2013-08-07",12.52
"368","2013-08-08",12.45
"369","2013-08-09",12.58
"370","2013-08-12",12.85
"371","2013-08-13",12.83
"372","2013-08-14",12.99
"373","2013-08-15",12.99
"374","2013-08-16",13.14
"375","2013-08-19",13.05
"376","2013-08-20",13.11
"377","2013-08-21",13.25
"378","2013-08-22",13.45
"379","2013-08-23",12.94
"380","2013-08-26",12.73
"381","2013-08-27",12.3
"382","2013-08-28",12.16
"383","2013-08-29",12.3
"384","2013-08-30",12.4
"385","2013-09-03",12.22
"386","2013-09-04",12.5
"387","2013-09-05",12.5
"388","2013-09-06",12.41
"389","2013-09-09",12.64
"390","2013-09-10",12.45
"391","2013-09-11",12.67
"392","2013-09-12",12.53
"393","2013-09-13",12.69
"394","2013-09-16",12.6
"395","2013-09-17",12.52
"396","2013-09-18",12.59
"397","2013-09-19",12.39
"398","2013-09-20",11.8
"399","2013-09-23",12.1
"400","2013-09-24",12.21
"401","2013-09-25",12.4
"402","2013-09-26",11.93
"403","2013-09-27",11.75
"404","2013-09-30",11.7
"405","2013-10-01",11.61
"406","2013-10-02",11.8
"407","2013-10-03",11.8
"408","2013-10-04",11.82
"409","2013-10-07",11.72
"410","2013-10-08",11.38
"411","2013-10-09",11.61
"412","2013-10-10",11.71
"413","2013-10-11",11.86
"414","2013-10-14",11.96
"415","2013-10-15",11.56
"416","2013-10-16",11.27
"417","2013-10-17",11.25
"418","2013-10-18",11.42
"419","2013-10-21",11.45
"420","2013-10-22",11.3
"421","2013-10-23",11.51
"422","2013-10-24",11.59
"423","2013-10-25",11.5
"424","2013-10-28",12.04
"425","2013-10-29",11.8
"426","2013-10-30",11.8
"427","2013-10-31",11.88
"428","2013-11-01",11.89
"429","2013-11-04",11.83
"430","2013-11-05",11.72
"431","2013-11-06",11.75
"432","2013-11-07",11.77
"433","2013-11-08",11.68
"434","2013-11-11",11.9
"435","2013-11-12",11.62
"436","2013-11-13",11.59
"437","2013-11-14",11.5
"438","2013-11-15",11.54
"439","2013-11-18",11.75
"440","2013-11-19",11.51
"441","2013-11-20",11.35
"442","2013-11-21",11.01
"443","2013-11-22",11.13
"444","2013-11-25",11.12
"445","2013-11-26",10.85
"446","2013-11-27",11
"447","2013-11-29",10.76
"448","2013-12-02",10.51
"449","2013-12-03",10.39
"450","2013-12-04",10.29
"451","2013-12-05",10.23
"452","2013-12-06",10.09
"453","2013-12-09",10.12
"454","2013-12-10",10.28
"455","2013-12-11",10.25
"456","2013-12-12",9.98
"457","2013-12-13",10.73
"458","2013-12-16",10.77
"459","2013-12-17",11.13
"460","2013-12-18",11.17
"461","2013-12-19",11
"462","2013-12-20",11.14
"463","2013-12-23",11.33
"464","2013-12-24",11.19
"465","2013-12-26",11.65
"466","2013-12-27",11.69
"467","2013-12-30",11.52
"468","2013-12-31",11.84
"469","2014-01-02",11.31
"470","2014-01-03",11.26
"471","2014-01-06",11.31
"472","2014-01-07",11.45
"473","2014-01-08",11.46
"474","2014-01-09",11.45
"475","2014-01-10",11.39
"476","2014-01-13",11.39
"477","2014-01-14",11.27
"478","2014-01-15",11.5
"479","2014-01-16",11.37
"480","2014-01-17",11.46
"481","2014-01-21",11.6
"482","2014-01-22",11.29
"483","2014-01-23",10.81
"484","2014-01-24",10.6
"485","2014-01-27",10.44
"486","2014-01-28",9.77
"487","2014-01-29",9.51
"488","2014-01-30",9.6
"489","2014-01-31",9.58
"490","2014-02-03",9.35
"491","2014-02-04",9.12
"492","2014-02-05",9.3
"493","2014-02-06",9.31
"494","2014-02-07",9.4
"495","2014-02-10",9.56
"496","2014-02-11",9.34
"497","2014-02-12",9.36
"498","2014-02-13",9.34
"499","2014-02-14",9.36
"500","2014-02-18",9.2
"501","2014-02-19",9.3
"502","2014-02-20",9.38
"503","2014-02-21",9.41
"504","2014-02-24",9.64
"505","2014-02-25",9.39
"506","2014-02-26",9.32
"507","2014-02-27",9.31
"508","2014-02-28",9.48
"509","2014-03-03",9.46
"510","2014-03-04",9.28
"511","2014-03-05",8.85
"512","2014-03-06",9.38
"513","2014-03-07",9.21
"514","2014-03-10",9.27
"515","2014-03-11",9.15
"516","2014-03-12",9.25
"517","2014-03-13",9.25
"518","2014-03-14",9.09
"519","2014-03-17",9
"520","2014-03-18",8.85
"521","2014-03-19",9.04
"522","2014-03-20",9.43
"523","2014-03-21",8.99
"524","2014-03-24",8.8
"525","2014-03-25",8.9
"526","2014-03-26",8.9
"527","2014-03-27",8.77
"528","2014-03-28",8.78
"529","2014-03-31",8.76
"530","2014-04-01",9.12
"531","2014-04-02",9.21
"532","2014-04-03",9.09
"533","2014-04-04",9.31
"534","2014-04-07",9.5
"535","2014-04-08",9.29
"536","2014-04-09",9.46
"537","2014-04-10",9.5
"538","2014-04-11",9.42
"539","2014-04-14",9.5
"540","2014-04-15",9.43
"541","2014-04-16",9.4
"542","2014-04-17",9.23
"543","2014-04-21",9.29
"544","2014-04-22",9.27
"545","2014-04-23",9.3
"546","2014-04-24",9.15
"547","2014-04-25",9.23
"548","2014-04-28",9.12
"549","2014-04-29",9.02
"550","2014-04-30",9.05
"551","2014-05-01",9.06
"552","2014-05-02",9.08
"553","2014-05-05",9.1
"554","2014-05-06",9.04
"555","2014-05-07",9
"556","2014-05-08",9.02
"557","2014-05-09",8.89
"558","2014-05-12",8.94
"559","2014-05-13",8.9
"560","2014-05-14",8.83
"561","2014-05-15",8.75
"562","2014-05-16",8.9
"563","2014-05-19",8.8
"564","2014-05-20",8.74
"565","2014-05-21",8.7
"566","2014-05-22",8.7
"567","2014-05-23",8.75
"568","2014-05-27",8.8
"569","2014-05-28",8.87
"570","2014-05-29",8.97
"571","2014-05-30",9.08
"572","2014-06-02",9.25
"573","2014-06-03",9.12
"574","2014-06-04",8.9
"575","2014-06-05",8.95
"576","2014-06-06",8.97
"577","2014-06-09",8.89
"578","2014-06-10",8.84
"579","2014-06-11",8.75
"580","2014-06-12",8.76
"581","2014-06-13",8.69
"582","2014-06-16",8.81
"583","2014-06-17",8.62
"584","2014-06-18",8.63
"585","2014-06-19",8.6
"586","2014-06-20",8.55
"587","2014-06-23",8.55
"588","2014-06-24",8.36
"589","2014-06-25",8.25
"590","2014-06-26",8.36
"591","2014-06-27",8.4
"592","2014-06-30",8.43
"593","2014-07-01",8.54
"594","2014-07-02",8.45
"595","2014-07-03",8.71
"596","2014-07-07",8.97
"597","2014-07-08",8.92
"598","2014-07-09",9.05
"599","2014-07-10",9.18
"600","2014-07-11",9.12
"601","2014-07-14",9.19
"602","2014-07-15",9.34
"603","2014-07-16",9.28
"604","2014-07-17",9.28
"605","2014-07-18",9.07
"606","2014-07-21",8.93
"607","2014-07-22",9.02
"608","2014-07-23",9.02
"609","2014-07-24",8.93
"610","2014-07-25",8.63
"611","2014-07-28",8.31
"612","2014-07-29",8.41
"613","2014-07-30",8.8
"614","2014-07-31",8.91
"615","2014-08-01",9.1
"616","2014-08-04",9.02
"617","2014-08-05",9.1
"618","2014-08-06",9.23
"619","2014-08-07",9.25
"620","2014-08-08",9.2
"621","2014-08-11",9.16
"622","2014-08-12",9.32
"623","2014-08-13",9.3
"624","2014-08-14",9.4
"625","2014-08-15",9.23
"626","2014-08-18",9.56
"627","2014-08-19",9.44
"628","2014-08-20",9.43
"629","2014-08-21",9.34
"630","2014-08-22",9.4
"631","2014-08-25",9.37
"632","2014-08-26",9.3
"633","2014-08-27",9.31
"634","2014-08-28",9.5
"635","2014-08-29",9.37
"636","2014-09-02",9.3
"637","2014-09-03",9.3
"638","2014-09-04",9.32
"639","2014-09-05",9.41
"640","2014-09-08",9.36
"641","2014-09-09",9.44
"642","2014-09-10",9.55
"643","2014-09-11",9.44
"644","2014-09-12",9.51
"645","2014-09-15",9.35
"646","2014-09-16",9.42
"647","2014-09-17",9.36
"648","2014-09-18",9.45
"649","2014-09-19",9.35
"650","2014-09-22",9.26
"651","2014-09-23",9.31
"652","2014-09-24",9.19
"653","2014-09-25",9.2
"654","2014-09-26",9.11
"655","2014-09-29",9.11
"656","2014-09-30",8.96
"657","2014-10-01",8.82
"658","2014-10-02",8.76
"659","2014-10-03",8.65
"660","2014-10-06",8.4
"661","2014-10-07",8.41
"662","2014-10-08",8.25
"663","2014-10-09",8.28
"664","2014-10-10",8.21
"665","2014-10-13",8.38
"666","2014-10-14",8.42
"667","2014-10-15",8.42
"668","2014-10-16",8.51
"669","2014-10-17",9.13
"670","2014-10-20",8.97
"671","2014-10-21",8.83
"672","2014-10-22",8.83
"673","2014-10-23",8.94
"674","2014-10-24",9
"675","2014-10-27",8.85
"676","2014-10-28",9.03
"677","2014-10-29",8.69
"678","2014-10-30",9.02
"679","2014-10-31",9
"680","2014-11-03",9.04
"681","2014-11-04",8.9
"682","2014-11-05",8.85
"683","2014-11-06",8.64
"684","2014-11-07",8.65
"685","2014-11-10",8.95
"686","2014-11-11",8.92
"687","2014-11-12",8.76
"688","2014-11-13",8.84
"689","2014-11-14",8.84
"690","2014-11-17",8.98
"691","2014-11-18",8.84
"692","2014-11-19",8.76
"693","2014-11-20",8.61
"694","2014-11-21",8.73
"695","2014-11-24",8.55
"696","2014-11-25",8.49
"697","2014-11-26",8.49
"698","2014-11-28",8.48
"699","2014-12-01",8.39
"700","2014-12-02",8.38
"701","2014-12-03",8.42
"702","2014-12-04",8.53
"703","2014-12-05",8.62
"704","2014-12-08",8.4
"705","2014-12-09",8.77
"706","2014-12-10",8.76
"707","2014-12-11",8.67
"708","2014-12-12",8.72
"709","2014-12-15",8.6
"710","2014-12-16",8.54
"711","2014-12-17",8.67
"712","2014-12-18",8.9
"713","2014-12-19",8.89
"714","2014-12-22",8.89
"715","2014-12-23",8.92
"716","2014-12-24",8.84
"717","2014-12-26",8.83
"718","2014-12-29",8.81
"719","2014-12-30",8.79
"720","2014-12-31",8.73
"721","2015-01-02",8.69
"722","2015-01-05",8.57
"723","2015-01-06",8.32
"724","2015-01-07",8.59
"725","2015-01-08",8.5
"726","2015-01-09",8.4
"727","2015-01-12",8.29
"728","2015-01-13",8.32
"729","2015-01-14",8.22
"730","2015-01-15",8.19
"731","2015-01-16",8.1
"732","2015-01-20",8.23
"733","2015-01-21",8.37
"734","2015-01-22",8.45
"735","2015-01-23",8.45
"736","2015-01-26",8.47
"737","2015-01-27",8.36
"738","2015-01-28",8.29
"739","2015-01-29",8.36
"740","2015-01-30",8.46
"741","2015-02-02",8.49
"742","2015-02-03",8.5
"743","2015-02-04",8.5
"744","2015-02-05",8.5
"745","2015-02-06",8.52
"746","2015-02-09",8.65
"747","2015-02-10",8.57
"748","2015-02-11",8.8
"749","2015-02-12",8.6
"750","2015-02-13",8.3
"751","2015-02-17",8.52
"752","2015-02-18",8.81
"753","2015-02-19",8.68
"754","2015-02-20",8.61
"755","2015-02-23",8.33
"756","2015-02-24",8.26
"757","2015-02-25",8.36
"758","2015-02-26",8.44
"759","2015-02-27",8.31
"760","2015-03-02",8.4
"761","2015-03-03",8.31
"762","2015-03-04",8.34
"763","2015-03-05",8.26
"764","2015-03-06",7.93
"765","2015-03-09",7.69
"766","2015-03-10",7.74
"767","2015-03-11",7.61
"768","2015-03-12",7.8
"769","2015-03-13",7.81
"770","2015-03-16",7.64
"771","2015-03-17",7.68
"772","2015-03-18",7.57
"773","2015-03-19",7.54
"774","2015-03-20",7.5
"775","2015-03-23",7.45
"776","2015-03-24",7.54
"777","2015-03-25",7.55
"778","2015-03-26",7.56
"779","2015-03-27",7.53
"780","2015-03-30",7.61
"781","2015-03-31",7.5
"782","2015-04-01",7.56
"783","2015-04-02",7.55
"784","2015-04-06",7.65
"785","2015-04-07",7.65
"786","2015-04-08",7.68
"787","2015-04-09",7.67
"788","2015-04-10",7.67
"789","2015-04-13",7.65
"790","2015-04-14",7.66
"791","2015-04-15",7.46
"792","2015-04-16",7.45
"793","2015-04-17",7.09
"794","2015-04-20",6.98
"795","2015-04-21",6.97
"796","2015-04-22",6.96
"797","2015-04-23",7.01
"798","2015-04-24",6.98
"799","2015-04-27",7.36
"800","2015-04-28",7.48
"801","2015-04-29",7.89
"802","2015-04-30",7.95
"803","2015-05-01",7.94
"804","2015-05-04",7.83
"805","2015-05-05",7.77
"806","2015-05-06",7.88
"807","2015-05-07",7.8
"808","2015-05-08",7.82
"809","2015-05-11",7.8
"810","2015-05-12",7.8
"811","2015-05-13",7.68
"812","2015-05-14",7.75
"813","2015-05-15",7.95
"814","2015-05-18",7.87
"815","2015-05-19",7.4
"816","2015-05-20",7.43
"817","2015-05-21",7.43
"818","2015-05-22",7.51
"819","2015-05-26",7.51
"820","2015-05-27",7.46
"821","2015-05-28",7.4
"822","2015-05-29",7.6
"823","2015-06-01",7.54
"824","2015-06-02",7.59
"825","2015-06-03",7.6
"826","2015-06-04",7.61
"827","2015-06-05",7.43
"828","2015-06-08",7.41
"829","2015-06-09",7.42
"830","2015-06-10",7.42
"831","2015-06-11",7.5
"832","2015-06-12",7.49
"833","2015-06-15",7.49
"834","2015-06-16",7.52
"835","2015-06-17",7.28
"836","2015-06-18",7.49
"837","2015-06-19",7.63
"838","2015-06-22",7.84
"839","2015-06-23",7.9
"840","2015-06-24",7.92
"841","2015-06-25",7.86
"842","2015-06-26",8.03
"843","2015-06-29",7.81
"844","2015-06-30",7.9
"845","2015-07-01",7.92
"846","2015-07-02",7.77
"847","2015-07-06",7.93
"848","2015-07-07",7.76
"849","2015-07-08",7.87
"850","2015-07-09",7.88
"851","2015-07-10",7.9
"852","2015-07-13",7.99
"853","2015-07-14",8
"854","2015-07-15",8.04
"855","2015-07-16",8.15
"856","2015-07-17",8.15
"857","2015-07-20",8.09
"858","2015-07-21",8.08
"859","2015-07-22",8.17
"860","2015-07-23",8.08
"861","2015-07-24",7.85
"862","2015-07-27",7.71
"863","2015-07-28",7.72
"864","2015-07-29",7.7
"865","2015-07-30",7.81
"866","2015-07-31",7.81
"867","2015-08-03",7.89
"868","2015-08-04",7.84
"869","2015-08-05",7.76
"870","2015-08-06",7.71
"871","2015-08-07",8.11
"872","2015-08-10",8.04
"873","2015-08-11",7.92
"874","2015-08-12",7.9
"875","2015-08-13",7.87
"876","2015-08-14",7.56
"877","2015-08-17",7.32
"878","2015-08-18",7.01
"879","2015-08-19",6.95
"880","2015-08-20",6.55
"881","2015-08-21",6.2
"882","2015-08-24",5.78
"883","2015-08-25",5.8
"884","2015-08-26",5.97
"885","2015-08-27",6.07
"886","2015-08-28",6.04
"887","2015-08-31",6.4
"888","2015-09-01",5.76
"889","2015-09-02",5.75
"890","2015-09-03",5.91
"891","2015-09-04",5.89
"892","2015-09-08",6.19
"893","2015-09-09",6.07
"894","2015-09-10",6.1
"895","2015-09-11",6.17
"896","2015-09-14",6.11
"897","2015-09-15",6.04
"898","2015-09-16",6.04
"899","2015-09-17",6.05
"900","2015-09-18",6.07
"901","2015-09-21",6.08
"902","2015-09-22",6.18
"903","2015-09-23",6.04
"904","2015-09-24",5.9
"905","2015-09-25",5.96
"906","2015-09-28",6.02
"907","2015-09-29",5.94
"908","2015-09-30",5.97
"909","2015-10-01",5.59
"910","2015-10-02",5.54
"911","2015-10-05",5.66
"912","2015-10-06",5.6
"913","2015-10-07",5.89
"914","2015-10-08",5.76
"915","2015-10-09",5.76
"916","2015-10-12",5.72
"917","2015-10-13",5.72
"918","2015-10-14",5.84
"919","2015-10-15",6.55
"920","2015-10-16",6.29
"921","2015-10-19",6.15
"922","2015-10-20",6.12
"923","2015-10-21",6.2
"924","2015-10-22",6.21
"925","2015-10-23",6.26
"926","2015-10-26",6.23
"927","2015-10-27",6.31
"928","2015-10-28",6.48
"929","2015-10-29",6.69
"930","2015-10-30",6.52
"931","2015-11-02",6.78
"932","2015-11-03",6.68
"933","2015-11-04",6.7
"934","2015-11-05",6.71
"935","2015-11-06",6.7
"936","2015-11-09",6.72
"937","2015-11-10",6.65
"938","2015-11-11",6.61
"939","2015-11-12",6.69
"940","2015-11-13",6.54
"941","2015-11-16",6.57
"942","2015-11-17",6.57
"943","2015-11-18",6.57
"944","2015-11-19",6.5
"945","2015-11-20",6.52
"946","2015-11-23",6.52
"947","2015-11-24",6.48
"948","2015-11-25",6.36
"949","2015-11-27",6.5
"950","2015-11-30",6.43
"951","2015-12-01",6.37
"952","2015-12-02",6.35
"953","2015-12-03",6.16
"954","2015-12-04",6.26
"955","2015-12-07",6.26
"956","2015-12-08",7.15
"957","2015-12-09",6.45
"958","2015-12-10",6.48
"959","2015-12-11",6.78
"960","2015-12-14",6.69
"961","2015-12-15",6.74
"962","2015-12-16",6.45
"963","2015-12-17",6.6
"964","2015-12-18",7
"965","2015-12-21",7.3
"966","2015-12-22",7.27
"967","2015-12-23",7.11
"968","2015-12-24",7.05
"969","2015-12-28",7.09
"970","2015-12-29",7.07
"971","2015-12-30",7.3
"972","2015-12-31",7.65
"973","2016-01-04",7.26
"974","2016-01-05",7.23
"975","2016-01-06",6.91
"976","2016-01-07",6.68
"977","2016-01-08",6.48
"978","2016-01-11",6.44
"979","2016-01-12",6.64
"980","2016-01-13",6.69
"981","2016-01-14",6.56
"982","2016-01-15",6.49
"983","2016-01-19",6.39
"984","2016-01-20",6.32
"985","2016-01-21",6.34
"986","2016-01-22",6.42
"987","2016-01-25",6.46
"988","2016-01-26",6.35
"989","2016-01-27",6.46
"990","2016-01-28",6.25
"991","2016-01-29",6.41
"992","2016-02-01",6.28
"993","2016-02-02",6.29
"994","2016-02-03",6.3
"995","2016-02-04",6.2
"996","2016-02-05",6.45
"997","2016-02-08",6.34
"998","2016-02-09",6.43
"999","2016-02-10",6.75
"1000","2016-02-11",6.38
"1001","2016-02-12",6.51
