"","date","WBAI"
"1","2013-11-22",20.01
"2","2013-11-25",20.309999
"3","2013-11-26",20.030001
"4","2013-11-27",20.799999
"5","2013-11-29",20.219999
"6","2013-12-02",20.66
"7","2013-12-03",20.23
"8","2013-12-04",20.190001
"9","2013-12-05",20.360001
"10","2013-12-06",24.33
"11","2013-12-09",26.4
"12","2013-12-10",26.190001
"13","2013-12-11",24.860001
"14","2013-12-12",27.17
"15","2013-12-13",31.57
"16","2013-12-16",27.799999
"17","2013-12-17",27.25
"18","2013-12-18",28.34
"19","2013-12-19",28.6
"20","2013-12-20",29.93
"21","2013-12-23",31.059999
"22","2013-12-24",33.549999
"23","2013-12-26",34.59
"24","2013-12-27",34.84
"25","2013-12-30",37.5
"26","2013-12-31",35.369999
"27","2014-01-02",37.209999
"28","2014-01-03",35.400002
"29","2014-01-06",34.860001
"30","2014-01-07",34.049999
"31","2014-01-08",34.869999
"32","2014-01-09",33.459999
"33","2014-01-10",32.720001
"34","2014-01-13",34.240002
"35","2014-01-14",37.18
"36","2014-01-15",41.889999
"37","2014-01-16",38.450001
"38","2014-01-17",40.73
"39","2014-01-21",43.549999
"40","2014-01-22",44.369999
"41","2014-01-23",39.740002
"42","2014-01-24",37.790001
"43","2014-01-27",34.91
"44","2014-01-28",41
"45","2014-01-29",39.82
"46","2014-01-30",41.34
"47","2014-01-31",41.880001
"48","2014-02-03",39.560001
"49","2014-02-04",38.48
"50","2014-02-05",36.970001
"51","2014-02-06",38.119999
"52","2014-02-07",39.700001
"53","2014-02-10",40.799999
"54","2014-02-11",40.509998
"55","2014-02-12",42
"56","2014-02-13",41.84
"57","2014-02-14",41.68
"58","2014-02-18",44.970001
"59","2014-02-19",46.25
"60","2014-02-20",47
"61","2014-02-21",48
"62","2014-02-24",45.77
"63","2014-02-25",43.799999
"64","2014-02-26",45.970001
"65","2014-02-27",46.490002
"66","2014-02-28",44.299999
"67","2014-03-03",45.880001
"68","2014-03-04",45.549999
"69","2014-03-05",46.5
"70","2014-03-06",51.369999
"71","2014-03-07",49.5
"72","2014-03-10",47.209999
"73","2014-03-11",44.810001
"74","2014-03-12",42.84
"75","2014-03-13",41
"76","2014-03-14",41.43
"77","2014-03-17",40.52
"78","2014-03-18",43.759998
"79","2014-03-19",44.439999
"80","2014-03-20",42.360001
"81","2014-03-21",43.580002
"82","2014-03-24",41.529999
"83","2014-03-25",40.869999
"84","2014-03-26",37.82
"85","2014-03-27",34.68
"86","2014-03-28",36.900002
"87","2014-03-31",36.900002
"88","2014-04-01",39.259998
"89","2014-04-02",40.009998
"90","2014-04-03",38.110001
"91","2014-04-04",36.869999
"92","2014-04-07",34.599998
"93","2014-04-08",37.700001
"94","2014-04-09",36.700001
"95","2014-04-10",34.09
"96","2014-04-11",33.77
"97","2014-04-14",35.09
"98","2014-04-15",35.869999
"99","2014-04-16",35.66
"100","2014-04-17",36.509998
"101","2014-04-21",36.860001
"102","2014-04-22",38.130001
"103","2014-04-23",35.740002
"104","2014-04-24",36.02
"105","2014-04-25",33.509998
"106","2014-04-28",32.540001
"107","2014-04-29",30.799999
"108","2014-04-30",31.700001
"109","2014-05-01",32.48
"110","2014-05-02",34.540001
"111","2014-05-05",35.049999
"112","2014-05-06",33.68
"113","2014-05-07",28.610001
"114","2014-05-08",30.530001
"115","2014-05-09",30.93
"116","2014-05-12",33.77
"117","2014-05-13",31.809999
"118","2014-05-14",32.59
"119","2014-05-15",31.040001
"120","2014-05-16",31.139999
"121","2014-05-19",33.380001
"122","2014-05-20",32.200001
"123","2014-05-21",32.779999
"124","2014-05-22",35.639999
"125","2014-05-23",34.59
"126","2014-05-27",33.970001
"127","2014-05-28",33.950001
"128","2014-05-29",33.709999
"129","2014-05-30",32.619999
"130","2014-06-02",32.779999
"131","2014-06-03",33.610001
"132","2014-06-04",33.040001
"133","2014-06-05",34
"134","2014-06-06",33.98
"135","2014-06-09",35.049999
"136","2014-06-10",35.610001
"137","2014-06-11",37.959999
"138","2014-06-12",36.790001
"139","2014-06-13",35.209999
"140","2014-06-16",33.52
"141","2014-06-17",32.84
"142","2014-06-18",31.870001
"143","2014-06-19",33.040001
"144","2014-06-20",33.740002
"145","2014-06-23",36.349998
"146","2014-06-24",36.349998
"147","2014-06-25",37.049999
"148","2014-06-26",36.869999
"149","2014-06-27",36.349998
"150","2014-06-30",37
"151","2014-07-01",37.009998
"152","2014-07-02",35.220001
"153","2014-07-03",34.41
"154","2014-07-07",33.57
"155","2014-07-08",33.07
"156","2014-07-09",33.099998
"157","2014-07-10",33.23
"158","2014-07-11",33.259998
"159","2014-07-14",33.619999
"160","2014-07-15",33.759998
"161","2014-07-16",34.259998
"162","2014-07-17",33.02
"163","2014-07-18",33.41
"164","2014-07-21",35.59
"165","2014-07-22",39.950001
"166","2014-07-23",39.369999
"167","2014-07-24",37.919998
"168","2014-07-25",37.5
"169","2014-07-28",37.75
"170","2014-07-29",37.139999
"171","2014-07-30",38
"172","2014-07-31",36.889999
"173","2014-08-01",37.75
"174","2014-08-04",37.93
"175","2014-08-05",38.959999
"176","2014-08-06",39.18
"177","2014-08-07",39.099998
"178","2014-08-08",39.549999
"179","2014-08-11",37.68
"180","2014-08-12",37.880001
"181","2014-08-13",35.310001
"182","2014-08-14",36.09
"183","2014-08-15",36.389999
"184","2014-08-18",35.880001
"185","2014-08-19",37
"186","2014-08-20",37.459999
"187","2014-08-21",36.060001
"188","2014-08-22",34.470001
"189","2014-08-25",34.5
"190","2014-08-26",34.759998
"191","2014-08-27",34.610001
"192","2014-08-28",34.799999
"193","2014-08-29",34.919998
"194","2014-09-02",36.599998
"195","2014-09-03",36.869999
"196","2014-09-04",36.290001
"197","2014-09-05",36.389999
"198","2014-09-08",34.93
"199","2014-09-09",35.939999
"200","2014-09-10",33.049999
"201","2014-09-11",33.23
"202","2014-09-12",32.889999
"203","2014-09-15",29.879999
"204","2014-09-16",31.32
"205","2014-09-17",32.419998
"206","2014-09-18",33.029999
"207","2014-09-19",33.16
"208","2014-09-22",33.66
"209","2014-09-23",34.299999
"210","2014-09-24",34.75
"211","2014-09-25",33.75
"212","2014-09-26",35.150002
"213","2014-09-29",34.82
"214","2014-09-30",33.73
"215","2014-10-01",32.09
"216","2014-10-02",31.540001
"217","2014-10-03",33.09
"218","2014-10-06",32.889999
"219","2014-10-07",33.349998
"220","2014-10-08",34.509998
"221","2014-10-09",31.620001
"222","2014-10-10",30.02
"223","2014-10-13",31
"224","2014-10-14",31.219999
"225","2014-10-15",30.74
"226","2014-10-16",31
"227","2014-10-17",31.219999
"228","2014-10-20",31.209999
"229","2014-10-21",30
"230","2014-10-22",30.059999
"231","2014-10-23",29.34
"232","2014-10-24",29.540001
"233","2014-10-27",28.950001
"234","2014-10-28",29.940001
"235","2014-10-29",29.690001
"236","2014-10-30",30.23
"237","2014-10-31",30.85
"238","2014-11-03",29.959999
"239","2014-11-04",30.049999
"240","2014-11-05",28.85
"241","2014-11-06",27.85
"242","2014-11-07",24.83
"243","2014-11-10",26.18
"244","2014-11-11",25.969999
"245","2014-11-12",25.950001
"246","2014-11-13",25.940001
"247","2014-11-14",26.620001
"248","2014-11-17",25.120001
"249","2014-11-18",24.6
"250","2014-11-19",24.4
"251","2014-11-20",23.889999
"252","2014-11-21",24.200001
"253","2014-11-24",24.17
"254","2014-11-25",23.6
"255","2014-11-26",22.58
"256","2014-11-28",21.1
"257","2014-12-01",21.49
"258","2014-12-02",21.280001
"259","2014-12-03",21.43
"260","2014-12-04",21.51
"261","2014-12-05",22.09
"262","2014-12-08",20.889999
"263","2014-12-09",21.889999
"264","2014-12-10",20.879999
"265","2014-12-11",20.889999
"266","2014-12-12",20.030001
"267","2014-12-15",19.5
"268","2014-12-16",19.469999
"269","2014-12-17",19.549999
"270","2014-12-18",20.139999
"271","2014-12-19",19.639999
"272","2014-12-22",19.52
"273","2014-12-23",19.51
"274","2014-12-24",19.700001
"275","2014-12-26",19.200001
"276","2014-12-29",19.07
"277","2014-12-30",18.23
"278","2014-12-31",17.35
"279","2015-01-02",16.940001
"280","2015-01-05",16.030001
"281","2015-01-06",15.36
"282","2015-01-07",15.92
"283","2015-01-08",15.01
"284","2015-01-09",14.99
"285","2015-01-12",16.02
"286","2015-01-13",19.040001
"287","2015-01-14",18.049999
"288","2015-01-15",18.639999
"289","2015-01-16",18.120001
"290","2015-01-20",17.52
"291","2015-01-21",17.41
"292","2015-01-22",16.23
"293","2015-01-23",17.76
"294","2015-01-26",17.459999
"295","2015-01-27",18.629999
"296","2015-01-28",17.209999
"297","2015-01-29",16.99
"298","2015-01-30",17.120001
"299","2015-02-02",16.709999
"300","2015-02-03",17.940001
"301","2015-02-04",18.01
"302","2015-02-05",19.02
"303","2015-02-06",19.299999
"304","2015-02-09",18.99
"305","2015-02-10",19.18
"306","2015-02-11",18.01
"307","2015-02-12",17.66
"308","2015-02-13",17.360001
"309","2015-02-17",17.530001
"310","2015-02-18",18.09
"311","2015-02-19",17.360001
"312","2015-02-20",15.66
"313","2015-02-23",12.81
"314","2015-02-24",12.83
"315","2015-02-25",9.96
"316","2015-02-26",10.1
"317","2015-02-27",9.23
"318","2015-03-02",10.02
"319","2015-03-03",10.77
"320","2015-03-04",12.16
"321","2015-03-05",13.8
"322","2015-03-06",14.5
"323","2015-03-09",12.83
"324","2015-03-10",12.45
"325","2015-03-11",12.33
"326","2015-03-12",11.41
"327","2015-03-13",11.6
"328","2015-03-16",11.87
"329","2015-03-17",11.81
"330","2015-03-18",9.36
"331","2015-03-19",9.98
"332","2015-03-20",11.06
"333","2015-03-23",11.32
"334","2015-03-24",11.6
"335","2015-03-25",11.79
"336","2015-03-26",12.48
"337","2015-03-27",11.78
"338","2015-03-30",10.63
"339","2015-03-31",10.79
"340","2015-04-01",10.42
"341","2015-04-02",12.29
"342","2015-04-06",12.29
"343","2015-04-07",14.47
"344","2015-04-08",16.43
"345","2015-04-09",17.139999
"346","2015-04-10",16.549999
"347","2015-04-13",16.629999
"348","2015-04-14",16.799999
"349","2015-04-15",17.6
"350","2015-04-16",18
"351","2015-04-17",17.469999
"352","2015-04-20",17.73
"353","2015-04-21",17.209999
"354","2015-04-22",16.75
"355","2015-04-23",17.040001
"356","2015-04-24",17.200001
"357","2015-04-27",17.66
"358","2015-04-28",17.1
"359","2015-04-29",17.290001
"360","2015-04-30",17.91
"361","2015-05-01",17.940001
"362","2015-05-04",18.1
"363","2015-05-05",17.74
"364","2015-05-06",17.65
"365","2015-05-07",17.870001
"366","2015-05-08",18.629999
"367","2015-05-11",19.17
"368","2015-05-12",19.02
"369","2015-05-13",19.01
"370","2015-05-14",19.209999
"371","2015-05-15",18.379999
"372","2015-05-18",16.74
"373","2015-05-19",21.809999
"374","2015-05-20",23.57
"375","2015-05-21",21.709999
"376","2015-05-22",21.09
"377","2015-05-26",21.67
"378","2015-05-27",20.75
"379","2015-05-28",19.98
"380","2015-05-29",19.41
"381","2015-06-01",19.6
"382","2015-06-02",19.68
"383","2015-06-03",22
"384","2015-06-04",23
"385","2015-06-05",26.059999
"386","2015-06-08",23.76
"387","2015-06-09",25.5
"388","2015-06-10",25.559999
"389","2015-06-11",28.83
"390","2015-06-12",30
"391","2015-06-15",28.01
"392","2015-06-16",27.9
"393","2015-06-17",28.530001
"394","2015-06-18",28.5
"395","2015-06-19",28.5
"396","2015-06-22",28.32
"397","2015-06-23",28.27
"398","2015-06-24",27.27
"399","2015-06-25",27.059999
"400","2015-06-26",25.66
"401","2015-06-29",25.450001
"402","2015-06-30",24.809999
"403","2015-07-01",24.09
"404","2015-07-02",23.780001
"405","2015-07-06",21.450001
"406","2015-07-07",17.879999
"407","2015-07-08",17.02
"408","2015-07-09",18.719999
"409","2015-07-10",18.030001
"410","2015-07-13",18.82
"411","2015-07-14",19.299999
"412","2015-07-15",18.709999
"413","2015-07-16",19.190001
"414","2015-07-17",19.860001
"415","2015-07-20",19.01
"416","2015-07-21",19.700001
"417","2015-07-22",19.719999
"418","2015-07-23",19.610001
"419","2015-07-24",18.43
"420","2015-07-27",17.51
"421","2015-07-28",18.6
"422","2015-07-29",18.879999
"423","2015-07-30",18.82
"424","2015-07-31",23.530001
"425","2015-08-03",21.110001
"426","2015-08-04",21.799999
"427","2015-08-05",20.030001
"428","2015-08-06",20.559999
"429","2015-08-07",20.469999
"430","2015-08-10",21.129999
"431","2015-08-11",20.209999
"432","2015-08-12",19.74
"433","2015-08-13",19.620001
"434","2015-08-14",20.43
"435","2015-08-17",20.65
"436","2015-08-18",20.190001
"437","2015-08-19",19.91
"438","2015-08-20",18.799999
"439","2015-08-21",18.23
"440","2015-08-24",13.49
"441","2015-08-25",14
"442","2015-08-26",14.74
"443","2015-08-27",16.01
"444","2015-08-28",16.690001
"445","2015-08-31",15.61
"446","2015-09-01",14.27
"447","2015-09-02",14.35
"448","2015-09-03",14.08
"449","2015-09-04",13.55
"450","2015-09-08",14.29
"451","2015-09-09",13.93
"452","2015-09-10",14.38
"453","2015-09-11",14.54
"454","2015-09-14",14.65
"455","2015-09-15",14.77
"456","2015-09-16",15.25
"457","2015-09-17",15.55
"458","2015-09-18",16.65
"459","2015-09-21",17.34
"460","2015-09-22",17.16
"461","2015-09-23",17.290001
"462","2015-09-24",17.43
"463","2015-09-25",16.43
"464","2015-09-28",16
"465","2015-09-29",15.18
"466","2015-09-30",16.219999
"467","2015-10-01",16.530001
"468","2015-10-02",17.68
"469","2015-10-05",17.620001
"470","2015-10-06",18
"471","2015-10-07",18.290001
"472","2015-10-08",18.860001
"473","2015-10-09",18.639999
"474","2015-10-12",19.559999
"475","2015-10-13",20
"476","2015-10-14",19.030001
"477","2015-10-15",20.200001
"478","2015-10-16",19.379999
"479","2015-10-19",20.200001
"480","2015-10-20",20.290001
"481","2015-10-21",19.540001
"482","2015-10-22",20.450001
"483","2015-10-23",20.9
"484","2015-10-26",19.799999
"485","2015-10-27",20.549999
"486","2015-10-28",20.84
"487","2015-10-29",20.370001
"488","2015-10-30",20.299999
"489","2015-11-02",20.940001
"490","2015-11-03",20.74
"491","2015-11-04",20.709999
"492","2015-11-05",19.940001
