"","date","ULBI"
"126","2007-07-03",10.9
"127","2007-07-05",10.81
"128","2007-07-06",10.9
"129","2007-07-09",10.95
"130","2007-07-10",11.18
"131","2007-07-11",11.12
"132","2007-07-12",11.06
"133","2007-07-13",10.83
"134","2007-07-16",10.81
"135","2007-07-17",10.91
"136","2007-07-18",10.85
"137","2007-07-19",10.75
"138","2007-07-20",10.85
"139","2007-07-23",11
"140","2007-07-24",10.92
"141","2007-07-25",10.76
"142","2007-07-26",10.83
"143","2007-07-27",10.99
"144","2007-07-30",11.04
"145","2007-07-31",11.4
"146","2007-08-01",11.74
"147","2007-08-02",11.92
"148","2007-08-03",11.36
"149","2007-08-06",11.52
"150","2007-08-07",11.73
"151","2007-08-08",12.25
"152","2007-08-09",12.18
"153","2007-08-10",12.16
"154","2007-08-13",12.15
"155","2007-08-14",12.09
"156","2007-08-15",12.17
"157","2007-08-16",11.78
"158","2007-08-17",12.69
"159","2007-08-20",12.69
"160","2007-08-21",12.65
"161","2007-08-22",12.55
"162","2007-08-23",12.62
"163","2007-08-24",11.99
"164","2007-08-27",11.85
"165","2007-08-28",11.79
"166","2007-08-29",11.62
"167","2007-08-30",11.45
"168","2007-08-31",11.55
"169","2007-09-04",11.8
"170","2007-09-05",11.65
"171","2007-09-06",11.59
"172","2007-09-07",11.42
"173","2007-09-10",11.37
"174","2007-09-11",11.31
"175","2007-09-12",11.3
"176","2007-09-13",11.18
"177","2007-09-14",11.12
"178","2007-09-17",11.63
"179","2007-09-18",11.6
"180","2007-09-19",11.7
"181","2007-09-20",11.71
"182","2007-09-21",11.74
"183","2007-09-24",11.55
"184","2007-09-25",11.2
"185","2007-09-26",11.52
"186","2007-09-27",12.86
"187","2007-09-28",12.8
"188","2007-10-01",12.56
"189","2007-10-02",12.65
"190","2007-10-03",12.91
"191","2007-10-04",12.86
"192","2007-10-05",12.66
"193","2007-10-08",12.6
"194","2007-10-09",12.75
"195","2007-10-10",13.44
"196","2007-10-11",13.73
"197","2007-10-12",13.91
"198","2007-10-15",14.95
"199","2007-10-16",14.99
"200","2007-10-17",14.53
"201","2007-10-18",14.87
"202","2007-10-19",14.37
"203","2007-10-22",14.71
"204","2007-10-23",13.44
"205","2007-10-24",13.6
"206","2007-10-25",13.55
"207","2007-10-26",13.22
"208","2007-10-29",13.02
"209","2007-10-30",12.84
"210","2007-10-31",13.42
"211","2007-11-01",13.78
"212","2007-11-02",13.95
"213","2007-11-05",13.97
"214","2007-11-06",14.01
"215","2007-11-07",14.01
"216","2007-11-08",13.98
"217","2007-11-09",13.88
"218","2007-11-12",13.76
"219","2007-11-13",14
"220","2007-11-14",13.98
"221","2007-11-15",13.98
"222","2007-11-16",13.96
"223","2007-11-19",13.59
"224","2007-11-20",13.23
"225","2007-11-21",12.85
"226","2007-11-23",13.05
"227","2007-11-26",12.65
"228","2007-11-27",12.19
"229","2007-11-28",12.9
"230","2007-11-29",12.82
"231","2007-11-30",12.56
"232","2007-12-03",13.13
"233","2007-12-04",13.26
"234","2007-12-05",13.25
"235","2007-12-06",13.31
"236","2007-12-07",13.49
"237","2007-12-10",14.28
"238","2007-12-11",13.7
"239","2007-12-12",13.89
"240","2007-12-13",14.35
"241","2007-12-14",13.81
"242","2007-12-17",14.04
"243","2007-12-18",15
"244","2007-12-19",16.4
"245","2007-12-20",16.360001
"246","2007-12-21",16.35
"247","2007-12-24",16.75
"248","2007-12-26",19.52
"249","2007-12-27",20.030001
"250","2007-12-28",20.75
"251","2007-12-31",20.15
"252","2008-01-02",21.15
"253","2008-01-03",20.91
"254","2008-01-04",20.85
"255","2008-01-07",20.9
"256","2008-01-08",21.5
"257","2008-01-09",20.91
"258","2008-01-10",22.690001
"259","2008-01-11",18.92
"260","2008-01-14",19.559999
"261","2008-01-15",18.83
"262","2008-01-16",18.219999
"263","2008-01-17",18.190001
"264","2008-01-18",17.85
"265","2008-01-22",17.73
"266","2008-01-23",18.049999
"267","2008-01-24",19.42
"268","2008-01-25",20.299999
"269","2008-01-28",20.629999
"270","2008-01-29",20.59
"271","2008-01-30",17.75
"272","2008-01-31",17.23
"273","2008-02-01",18.209999
"274","2008-02-04",18.700001
"275","2008-02-05",17.18
"276","2008-02-06",16.4
"277","2008-02-07",16.73
"278","2008-02-08",16.559999
"279","2008-02-11",16.24
"280","2008-02-12",16.620001
"281","2008-02-13",17
"282","2008-02-14",16.889999
"283","2008-02-15",14.04
"284","2008-02-19",14.04
"285","2008-02-20",14.15
"286","2008-02-21",14
"287","2008-02-22",13.83
"288","2008-02-25",13.83
"289","2008-02-26",13.49
"290","2008-02-27",13.39
"291","2008-02-28",14.07
"292","2008-02-29",14.11
"293","2008-03-03",12.9
"294","2008-03-04",13.37
"295","2008-03-05",13.42
"296","2008-03-06",13
"297","2008-03-07",12.59
"298","2008-03-10",12.01
"299","2008-03-11",12.38
"300","2008-03-12",12.42
"301","2008-03-13",12.52
"302","2008-03-14",12.18
"303","2008-03-17",11.56
"304","2008-03-18",12.07
"305","2008-03-19",11.6
"306","2008-03-20",12.05
"307","2008-03-24",11.99
"308","2008-03-25",11.92
"309","2008-03-26",12.08
"310","2008-03-27",13.66
"311","2008-03-28",11.66
"312","2008-03-31",11.81
"313","2008-04-01",12.21
"314","2008-04-02",12.23
"315","2008-04-03",11.83
"316","2008-04-04",12.25
"317","2008-04-07",12.29
"318","2008-04-08",12.14
"319","2008-04-09",11.86
"320","2008-04-10",12.17
"321","2008-04-11",11.86
"322","2008-04-14",11.12
"323","2008-04-15",11.32
"324","2008-04-16",11.69
"325","2008-04-17",11.74
"326","2008-04-18",11.8
"327","2008-04-21",11.64
"328","2008-04-22",11.27
"329","2008-04-23",11.18
"330","2008-04-24",11.2
"331","2008-04-25",11.16
"332","2008-04-28",11.11
"333","2008-04-29",10.7
"334","2008-04-30",10.3
"335","2008-05-01",11.93
"336","2008-05-02",11.89
"337","2008-05-05",11.68
"338","2008-05-06",11.79
"339","2008-05-07",11.16
"340","2008-05-08",11.16
"341","2008-05-09",11.12
"342","2008-05-12",11.09
"343","2008-05-13",11.23
"344","2008-05-14",11.23
"345","2008-05-15",11.13
"346","2008-05-16",11.19
"347","2008-05-19",11.05
"348","2008-05-20",10.82
"349","2008-05-21",10.15
"350","2008-05-22",10.21
"351","2008-05-23",10.08
"352","2008-05-27",9.69
"353","2008-05-28",9.67
"354","2008-05-29",12.71
"355","2008-05-30",12.63
"356","2008-06-02",13.35
"357","2008-06-03",13.28
"358","2008-06-04",12.92
"359","2008-06-05",13.11
"360","2008-06-06",12.42
"361","2008-06-09",12.55
"362","2008-06-10",12.11
"363","2008-06-11",11.94
"364","2008-06-12",11.81
"365","2008-06-13",12.57
"366","2008-06-16",12.64
"367","2008-06-17",12.46
"368","2008-06-18",12.64
"369","2008-06-19",12.62
"370","2008-06-20",12.05
"371","2008-06-23",11.39
"372","2008-06-24",11.37
"373","2008-06-25",11.24
"374","2008-06-26",11
"375","2008-06-27",11.34
"376","2008-06-30",10.69
"377","2008-07-01",10.51
"378","2008-07-02",9.89
"379","2008-07-03",9.87
"380","2008-07-07",9.94
"381","2008-07-08",10.67
"382","2008-07-09",11.53
"383","2008-07-10",11.69
"384","2008-07-11",11.72
"385","2008-07-14",11.3
"386","2008-07-15",11.48
"387","2008-07-16",12.18
"388","2008-07-17",11.82
"389","2008-07-18",11.55
"390","2008-07-21",11.56
"391","2008-07-22",11.79
"392","2008-07-23",11.53
"393","2008-07-24",11.34
"394","2008-07-25",11.04
"395","2008-07-28",11.01
"396","2008-07-29",11.2
"397","2008-07-30",11.63
"398","2008-07-31",10.67
"399","2008-08-01",10.23
"400","2008-08-04",9.96
"401","2008-08-05",10.21
"402","2008-08-06",9.98
"403","2008-08-07",9.81
"404","2008-08-08",10.03
"405","2008-08-11",10.06
"406","2008-08-12",10.01
"407","2008-08-13",10.5
"408","2008-08-14",10.63
"409","2008-08-15",10.86
"410","2008-08-18",11.09
"411","2008-08-19",10.97
"412","2008-08-20",11.22
"413","2008-08-21",11.04
"414","2008-08-22",11.53
"415","2008-08-25",11.31
"416","2008-08-26",11.32
"417","2008-08-27",11.71
"418","2008-08-28",11.82
"419","2008-08-29",11.57
"420","2008-09-02",11.03
"421","2008-09-03",11.05
"422","2008-09-04",10.96
"423","2008-09-05",10.28
"424","2008-09-08",10.22
"425","2008-09-09",9.4
"426","2008-09-10",9.05
"427","2008-09-11",9.01
"428","2008-09-12",9.25
"429","2008-09-15",8.65
"430","2008-09-16",9.16
"431","2008-09-17",8.87
"432","2008-09-18",10.03
"433","2008-09-19",10.83
"434","2008-09-22",10.38
"435","2008-09-23",10.45
"436","2008-09-24",10.24
"437","2008-09-25",10.51
"438","2008-09-26",9.65
"439","2008-09-29",7.85
"440","2008-09-30",7.75
"441","2008-10-01",7.84
"442","2008-10-02",6.92
"443","2008-10-03",6.68
"444","2008-10-06",6.36
"445","2008-10-07",5.7
"446","2008-10-08",5.33
"447","2008-10-09",5.19
"448","2008-10-10",5.4
"449","2008-10-13",7.05
"450","2008-10-14",6.73
"451","2008-10-15",5.99
"452","2008-10-16",6.73
"453","2008-10-17",6.48
"454","2008-10-20",6.58
"455","2008-10-21",6.74
"456","2008-10-22",6.2
"457","2008-10-23",6.48
"458","2008-10-24",6.32
"459","2008-10-27",6.17
"460","2008-10-28",7.32
"461","2008-10-29",8.3
"462","2008-10-30",8.66
"463","2008-10-31",8.69
"464","2008-11-03",8.69
"465","2008-11-04",9.14
"466","2008-11-05",8.25
"467","2008-11-06",8.42
"468","2008-11-07",9.48
"469","2008-11-10",9.46
"470","2008-11-11",9.78
"471","2008-11-12",9.04
"472","2008-11-13",9.99
"473","2008-11-14",9.08
"474","2008-11-17",8.76
"475","2008-11-18",8.92
"476","2008-11-19",8.28
"477","2008-11-20",7.44
"478","2008-11-21",9.15
"479","2008-11-24",8.45
"480","2008-11-25",8.81
"481","2008-11-26",10.1
"482","2008-11-28",10.2
"483","2008-12-01",8.35
"484","2008-12-02",8.85
"485","2008-12-03",9.4
"486","2008-12-04",9.03
"487","2008-12-05",10.23
"488","2008-12-08",10.5
"489","2008-12-09",9.95
"490","2008-12-10",10.22
"491","2008-12-11",9.69
"492","2008-12-12",10.23
"493","2008-12-15",9.98
"494","2008-12-16",10.28
"495","2008-12-17",10.74
"496","2008-12-18",10.96
"497","2008-12-19",11.71
"498","2008-12-22",10.78
"499","2008-12-23",11.24
"500","2008-12-24",11.4
"501","2008-12-26",11.51
"502","2008-12-29",12.56
"503","2008-12-30",13.9
"504","2008-12-31",13.41
"505","2009-01-02",13.87
"506","2009-01-05",13.75
"507","2009-01-06",13.65
"508","2009-01-07",13.19
"509","2009-01-08",13.38
"510","2009-01-09",12.8
"511","2009-01-12",12.2
"512","2009-01-13",12.33
"513","2009-01-14",12.12
"514","2009-01-15",11.63
"515","2009-01-16",10.78
"516","2009-01-20",9.93
"517","2009-01-21",9.94
"518","2009-01-22",8.6
"519","2009-01-23",8.91
"520","2009-01-26",8.63
"521","2009-01-27",8.64
"522","2009-01-28",8.77
"523","2009-01-29",8.28
"524","2009-01-30",8.01
"525","2009-02-02",8.38
"526","2009-02-03",8.32
"527","2009-02-04",8.09
"528","2009-02-05",8.34
"529","2009-02-06",9.03
"530","2009-02-09",8.59
"531","2009-02-10",8.06
"532","2009-02-11",7.97
"533","2009-02-12",8.22
"534","2009-02-13",8
"535","2009-02-17",8.12
"536","2009-02-18",7.84
"537","2009-02-19",8.09
"538","2009-02-20",7.84
"539","2009-02-23",7.41
"540","2009-02-24",8.15
"541","2009-02-25",8.07
"542","2009-02-26",7.73
"543","2009-02-27",7.37
"544","2009-03-02",7
"545","2009-03-03",6.89
"546","2009-03-04",7.33
"547","2009-03-05",6.9
"548","2009-03-06",7.53
"549","2009-03-09",7.64
"550","2009-03-10",8.58
"551","2009-03-11",8.28
"552","2009-03-12",9.05
"553","2009-03-13",9.12
"554","2009-03-16",8.91
"555","2009-03-17",9.23
"556","2009-03-18",9.32
"557","2009-03-19",9.04
"558","2009-03-20",8.04
"559","2009-03-23",8.83
"560","2009-03-24",8
"561","2009-03-25",8.25
"562","2009-03-26",7.7
"563","2009-03-27",7.13
"564","2009-03-30",7.03
"565","2009-03-31",7.73
"566","2009-04-01",7.7
"567","2009-04-02",8.15
"568","2009-04-03",7.75
"569","2009-04-06",7.7
"570","2009-04-07",7.51
"571","2009-04-08",7.89
"572","2009-04-09",8.43
"573","2009-04-13",8.08
"574","2009-04-14",7.89
"575","2009-04-15",8.06
"576","2009-04-16",8.29
"577","2009-04-17",8.2
"578","2009-04-20",7.5
"579","2009-04-21",7.86
"580","2009-04-22",7.97
"581","2009-04-23",7.79
"582","2009-04-24",7.96
"583","2009-04-27",7.92
"584","2009-04-28",8.05
"585","2009-04-29",8.47
"586","2009-04-30",7.15
"587","2009-05-01",7.39
"588","2009-05-04",7.78
"589","2009-05-05",7.68
"590","2009-05-06",7.9
"591","2009-05-07",7.62
"592","2009-05-08",7.74
"593","2009-05-11",7.69
"594","2009-05-12",7.25
"595","2009-05-13",7.09
"596","2009-05-14",7.07
"597","2009-05-15",7.35
"598","2009-05-18",7.42
"599","2009-05-19",7.33
"600","2009-05-20",7.28
"601","2009-05-21",7
"602","2009-05-22",6.85
"603","2009-05-26",7.13
"604","2009-05-27",6.9
"605","2009-05-28",6.91
"606","2009-05-29",6.94
"607","2009-06-01",7.03
"608","2009-06-02",7.28
"609","2009-06-03",7.09
"610","2009-06-04",7.25
"611","2009-06-05",7.25
"612","2009-06-08",7.2
"613","2009-06-09",7.18
"614","2009-06-10",7.34
"615","2009-06-11",7.34
"616","2009-06-12",7.34
"617","2009-06-15",6.87
"618","2009-06-16",6.64
"619","2009-06-17",6.7
"620","2009-06-18",6.52
"621","2009-06-19",6.44
"622","2009-06-22",6.3
"623","2009-06-23",6.43
"624","2009-06-24",6.42
"625","2009-06-25",6.92
"626","2009-06-26",6.41
"627","2009-06-29",7.02
"628","2009-06-30",7.17
"629","2009-07-01",7.12
"630","2009-07-02",6.89
"631","2009-07-06",6.55
"632","2009-07-07",6.41
"633","2009-07-08",6.35
"634","2009-07-09",6.14
"635","2009-07-10",6.3
"636","2009-07-13",6.29
"637","2009-07-14",6.27
"638","2009-07-15",6.49
"639","2009-07-16",6.49
"640","2009-07-17",6.59
"641","2009-07-20",6.62
"642","2009-07-21",6.67
"643","2009-07-22",6.72
"644","2009-07-23",6.46
"645","2009-07-24",6.43
"646","2009-07-27",6.22
"647","2009-07-28",6.48
"648","2009-07-29",6.2
"649","2009-07-30",5.87
"650","2009-07-31",6.42
"651","2009-08-03",6.74
"652","2009-08-04",6.64
"653","2009-08-05",6.79
"654","2009-08-06",6.6
"655","2009-08-07",6.76
"656","2009-08-10",6.61
"657","2009-08-11",6.32
"658","2009-08-12",6.62
"659","2009-08-13",6.61
"660","2009-08-14",6.44
"661","2009-08-17",6.13
"662","2009-08-18",6.07
"663","2009-08-19",6.04
"664","2009-08-20",6.06
"665","2009-08-21",6.12
"666","2009-08-24",6.18
"667","2009-08-25",6.28
"668","2009-08-26",6.33
"669","2009-08-27",6.35
"670","2009-08-28",6.2
"671","2009-08-31",6.03
"672","2009-09-01",6.14
"673","2009-09-02",5.9
"674","2009-09-03",5.8
"675","2009-09-04",5.84
"676","2009-09-08",6.05
"677","2009-09-09",6.09
"678","2009-09-10",6.25
"679","2009-09-11",6.19
"680","2009-09-14",6.5
"681","2009-09-15",6.5
"682","2009-09-16",6.42
"683","2009-09-17",6.35
"684","2009-09-18",6.33
"685","2009-09-21",6.37
"686","2009-09-22",6.44
"687","2009-09-23",6.83
"688","2009-09-24",6.73
"689","2009-09-25",6.61
"690","2009-09-28",5.9
"691","2009-09-29",5.74
"692","2009-09-30",6.06
"693","2009-10-01",5.79
"694","2009-10-02",5.72
"695","2009-10-05",5.67
"696","2009-10-06",5.67
"697","2009-10-07",5.53
"698","2009-10-08",5.3
"699","2009-10-09",5.3
"700","2009-10-12",5.19
"701","2009-10-13",5.19
"702","2009-10-14",5.24
"703","2009-10-15",5.6
"704","2009-10-16",5.61
"705","2009-10-19",5.72
"706","2009-10-20",4.98
"707","2009-10-21",4.35
"708","2009-10-22",4.25
"709","2009-10-23",3.81
"710","2009-10-26",3.89
"711","2009-10-27",3.94
"712","2009-10-28",3.88
"713","2009-10-29",3.71
"714","2009-10-30",3.66
"715","2009-11-02",3.96
"716","2009-11-03",4.09
"717","2009-11-04",4.15
"718","2009-11-05",4.13
"719","2009-11-06",4.07
"720","2009-11-09",4.05
"721","2009-11-10",3.98
"722","2009-11-11",4
"723","2009-11-12",3.96
"724","2009-11-13",3.93
"725","2009-11-16",3.92
"726","2009-11-17",3.88
"727","2009-11-18",4.06
"728","2009-11-19",3.98
"729","2009-11-20",4.1
"730","2009-11-23",4.02
"731","2009-11-24",4
"732","2009-11-25",3.96
"733","2009-11-27",3.79
"734","2009-11-30",3.68
"735","2009-12-01",3.75
"736","2009-12-02",3.8
"737","2009-12-03",3.84
"738","2009-12-04",3.92
"739","2009-12-07",3.95
"740","2009-12-08",3.89
"741","2009-12-09",3.95
"742","2009-12-10",3.9
"743","2009-12-11",3.98
"744","2009-12-14",3.95
"745","2009-12-15",3.84
"746","2009-12-16",3.82
"747","2009-12-17",3.56
"748","2009-12-18",3.5
"749","2009-12-21",3.72
"750","2009-12-22",4.08
"751","2009-12-23",4.16
"752","2009-12-24",4.44
"753","2009-12-28",4.34
"754","2009-12-29",4.25
"755","2009-12-30",4.47
"756","2009-12-31",4.32
"757","2010-01-04",4.48
"758","2010-01-05",4.41
"759","2010-01-06",4.28
"760","2010-01-07",4.41
"761","2010-01-08",4.47
"762","2010-01-11",4.81
"763","2010-01-12",4.59
"764","2010-01-13",4.77
"765","2010-01-14",5.2
"766","2010-01-15",5.35
"767","2010-01-19",5.02
"768","2010-01-20",5.07
"769","2010-01-21",4.85
"770","2010-01-22",4.68
"771","2010-01-25",4.57
"772","2010-01-26",4.25
"773","2010-01-27",4.12
"774","2010-01-28",3.89
"775","2010-01-29",3.84
"776","2010-02-01",4.07
"777","2010-02-02",4.1
"778","2010-02-03",3.94
"779","2010-02-04",3.83
"780","2010-02-05",3.85
"781","2010-02-08",3.9
"782","2010-02-09",4.03
"783","2010-02-10",3.99
"784","2010-02-11",4.02
"785","2010-02-12",3.91
"786","2010-02-16",4.06
"787","2010-02-17",4.17
"788","2010-02-18",4.15
"789","2010-02-19",4.04
"790","2010-02-22",4.04
"791","2010-02-23",3.95
"792","2010-02-24",3.98
"793","2010-02-25",3.99
"794","2010-02-26",4.08
"795","2010-03-01",4.05
"796","2010-03-02",4.12
"797","2010-03-03",4.22
"798","2010-03-04",4.34
"799","2010-03-05",4.44
"800","2010-03-08",4.42
"801","2010-03-09",4.36
"802","2010-03-10",4.47
"803","2010-03-11",4.42
"804","2010-03-12",4.36
"805","2010-03-15",4.36
"806","2010-03-16",4.4
"807","2010-03-17",4.38
"808","2010-03-18",4.31
"809","2010-03-19",4.16
"810","2010-03-22",4.15
"811","2010-03-23",4.26
"812","2010-03-24",4.18
"813","2010-03-25",4.12
"814","2010-03-26",4.15
"815","2010-03-29",4.11
"816","2010-03-30",3.97
"817","2010-03-31",4.01
"818","2010-04-01",4.05
"819","2010-04-05",4.17
"820","2010-04-06",4.13
"821","2010-04-07",4.09
"822","2010-04-08",4.09
"823","2010-04-09",4.17
"824","2010-04-12",4.39
"825","2010-04-13",4.36
"826","2010-04-14",4.39
"827","2010-04-15",4.32
"828","2010-04-16",4.19
"829","2010-04-19",4.18
"830","2010-04-20",4.42
"831","2010-04-21",4.38
"832","2010-04-22",4.36
"833","2010-04-23",4.42
"834","2010-04-26",4.41
"835","2010-04-27",4.39
"836","2010-04-28",4.47
"837","2010-04-29",4.36
"838","2010-04-30",4.19
"839","2010-05-03",4.2
"840","2010-05-04",4.21
"841","2010-05-05",4.16
"842","2010-05-06",4.08
"843","2010-05-07",4.09
"844","2010-05-10",4.25
"845","2010-05-11",4.19
"846","2010-05-12",4.19
"847","2010-05-13",4.21
"848","2010-05-14",4.52
"849","2010-05-17",4.42
"850","2010-05-18",4.44
"851","2010-05-19",4.59
"852","2010-05-20",4.41
"853","2010-05-21",4.38
"854","2010-05-24",4.38
"855","2010-05-25",4.31
"856","2010-05-26",4.38
"857","2010-05-27",4.75
"858","2010-05-28",4.6
"859","2010-06-01",4.92
"860","2010-06-02",4.93
"861","2010-06-03",4.94
"862","2010-06-04",4.57
"863","2010-06-07",4.57
"864","2010-06-08",4.73
"865","2010-06-09",4.62
"866","2010-06-10",4.72
"867","2010-06-11",4.91
"868","2010-06-14",4.94
"869","2010-06-15",4.93
"870","2010-06-16",4.8
"871","2010-06-17",4.86
"872","2010-06-18",4.88
"873","2010-06-21",4.9
"874","2010-06-22",4.66
"875","2010-06-23",4.66
"876","2010-06-24",4.54
"877","2010-06-25",4.62
"878","2010-06-28",4.51
"879","2010-06-29",4.4
"880","2010-06-30",4.3
"881","2010-07-01",4.18
"882","2010-07-02",4.21
"883","2010-07-06",4.24
"884","2010-07-07",4.11
"885","2010-07-08",4.23
"886","2010-07-09",4.28
"887","2010-07-12",4.27
"888","2010-07-13",4.72
"889","2010-07-14",4.73
"890","2010-07-15",4.56
"891","2010-07-16",4.41
"892","2010-07-19",4.45
"893","2010-07-20",4.58
"894","2010-07-21",4.62
"895","2010-07-22",4.59
"896","2010-07-23",4.88
"897","2010-07-26",4.91
"898","2010-07-27",4.8
"899","2010-07-28",4.63
"900","2010-07-29",4.53
"901","2010-07-30",4.61
"902","2010-08-02",4.72
"903","2010-08-03",4.75
"904","2010-08-04",4.76
"905","2010-08-05",4.8
"906","2010-08-06",4.73
"907","2010-08-09",4.75
"908","2010-08-10",4.66
"909","2010-08-11",4.63
"910","2010-08-12",4.6
"911","2010-08-13",4.58
"912","2010-08-16",4.55
"913","2010-08-17",4.56
"914","2010-08-18",4.48
"915","2010-08-19",4.47
"916","2010-08-20",4.53
"917","2010-08-23",4.45
"918","2010-08-24",4.26
"919","2010-08-25",4.08
"920","2010-08-26",4.02
"921","2010-08-27",4.15
"922","2010-08-30",4.15
"923","2010-08-31",4.1
"924","2010-09-01",4.09
"925","2010-09-02",4.1
"926","2010-09-03",4.12
"927","2010-09-07",4.19
"928","2010-09-08",4.1
"929","2010-09-09",4.09
"930","2010-09-10",4.08
"931","2010-09-13",4.17
"932","2010-09-14",4.2
"933","2010-09-15",4.2
"934","2010-09-16",4.2
"935","2010-09-17",4.34
"936","2010-09-20",4.39
"937","2010-09-21",4.37
"938","2010-09-22",4.34
"939","2010-09-23",4.31
"940","2010-09-24",4.35
"941","2010-09-27",4.33
"942","2010-09-28",4.29
"943","2010-09-29",4.34
"944","2010-09-30",4.35
"945","2010-10-01",4.4
"946","2010-10-04",4.43
"947","2010-10-05",4.41
"948","2010-10-06",4.42
"949","2010-10-07",4.47
"950","2010-10-08",4.57
"951","2010-10-11",4.55
"952","2010-10-12",4.51
"953","2010-10-13",4.57
"954","2010-10-14",4.8
"955","2010-10-15",4.76
"956","2010-10-18",4.92
"957","2010-10-19",4.93
"958","2010-10-20",4.93
"959","2010-10-21",4.87
"960","2010-10-22",4.88
"961","2010-10-25",4.87
"962","2010-10-26",4.91
"963","2010-10-27",4.87
"964","2010-10-28",5.1
"965","2010-10-29",5.25
"966","2010-11-01",5.52
"967","2010-11-02",5.71
"968","2010-11-03",5.88
"969","2010-11-04",5.93
"970","2010-11-05",5.92
"971","2010-11-08",6
"972","2010-11-09",6
"973","2010-11-10",6.54
"974","2010-11-11",6.48
"975","2010-11-12",6.5
"976","2010-11-15",6.25
"977","2010-11-16",6.43
"978","2010-11-17",6.22
"979","2010-11-18",6.25
"980","2010-11-19",6.3
"981","2010-11-22",6.25
"982","2010-11-23",6.22
"983","2010-11-24",6.25
"984","2010-11-26",6.52
"985","2010-11-29",6.58
"986","2010-11-30",6.26
"987","2010-12-01",6.5
"988","2010-12-02",6.6
"989","2010-12-03",6.92
"990","2010-12-06",6.65
"991","2010-12-07",6.79
"992","2010-12-08",6.93
"993","2010-12-09",6.99
"994","2010-12-10",6.99
"995","2010-12-13",6.95
"996","2010-12-14",6.98
"997","2010-12-15",6.99
"998","2010-12-16",6.96
"999","2010-12-17",6.92
"1000","2010-12-20",6.95
