"","date","BNTC"
"245","2015-06-12",184.800003
"246","2015-06-15",184.800003
"247","2015-06-16",184.800003
"248","2015-06-17",184.800003
"249","2015-06-18",180
"250","2015-06-19",180
"251","2015-06-22",177
"252","2015-06-23",170.550003
"253","2015-06-24",156.300003
"254","2015-06-25",160.800003
"255","2015-06-26",160.800003
"256","2015-06-29",160.949997
"257","2015-06-30",160.949997
"258","2015-07-01",170.25
"259","2015-07-02",173.235001
"260","2015-07-06",167.399994
"261","2015-07-07",172.5
"262","2015-07-08",168
"263","2015-07-09",168.149994
"264","2015-07-10",168.300003
"265","2015-07-13",172.5
"266","2015-07-14",176.100006
"267","2015-07-15",176.100006
"268","2015-07-16",178.875
"269","2015-07-17",180
"270","2015-07-20",180.75
"271","2015-07-21",181.5
"272","2015-07-22",194.399994
"273","2015-07-23",202.320007
"274","2015-07-24",195
"275","2015-07-27",207.600006
"276","2015-07-28",207.75
"277","2015-07-29",197.25
"278","2015-07-30",197.25
"279","2015-07-31",201
"280","2015-08-03",195.75
"281","2015-08-04",194.850006
"282","2015-08-05",212.220001
"283","2015-08-06",207.479996
"284","2015-08-07",201.149994
"285","2015-08-10",194.850006
"286","2015-08-11",169.259995
"287","2015-08-12",165.75
"288","2015-08-13",169.800003
"289","2015-08-14",174.675003
"290","2015-08-17",177.899994
"291","2015-08-18",119.550003
"292","2015-08-19",122.400002
"293","2015-08-20",125.849998
"294","2015-08-21",120
"295","2015-08-24",117.900002
"296","2015-08-25",120
"297","2015-08-26",120
"298","2015-08-27",123.75
"299","2015-08-28",120
"300","2015-08-31",119.445
"301","2015-09-01",114.900002
"302","2015-09-02",117.599998
"303","2015-09-03",110.099998
"304","2015-09-04",108.599998
"305","2015-09-08",109.199997
"306","2015-09-09",105.75
"307","2015-09-10",105.209999
"308","2015-09-11",101.25
"309","2015-09-14",97.949997
"310","2015-09-15",103.5
"311","2015-09-16",103.949997
"312","2015-09-17",102.269997
"313","2015-09-18",100.949997
"314","2015-09-21",105.75
"315","2015-09-22",110.25
"316","2015-09-23",107.099998
"317","2015-09-24",104.43
"318","2015-09-25",101.099998
"319","2015-09-28",98.550003
"320","2015-09-29",96
"321","2015-09-30",92.25
"322","2015-10-01",108
"323","2015-10-02",99
"324","2015-10-05",97.650002
"325","2015-10-06",97.800003
"326","2015-10-07",98.25
"327","2015-10-08",102.75
"328","2015-10-09",101.25
"329","2015-10-12",101.699997
"330","2015-10-13",99.150002
"331","2015-10-14",94.5
"332","2015-10-15",95.279999
"333","2015-10-16",93
"334","2015-10-19",95.25
"335","2015-10-20",95.25
"336","2015-10-21",91.800003
"337","2015-10-22",102.824997
"338","2015-10-23",102.150002
"339","2015-10-26",98.099998
"340","2015-10-27",94.199997
"341","2015-10-28",90.900002
"342","2015-10-29",91.199997
"343","2015-10-30",89.550003
"344","2015-11-02",88.5
"345","2015-11-03",89.849998
"346","2015-11-04",89.400002
"347","2015-11-05",88.949997
"348","2015-11-06",87.150002
"349","2015-11-09",84.75
"350","2015-11-10",85.949997
"351","2015-11-11",83.400002
"352","2015-11-12",82.5
"353","2015-11-13",81.735001
"354","2015-11-16",77.699997
"355","2015-11-17",78.75
"356","2015-11-18",78.449997
"357","2015-11-19",76.275002
"358","2015-11-20",77.25
"359","2015-11-23",75.75
"360","2015-11-24",72.75
"361","2015-11-25",71.25
"362","2015-11-27",70.199997
"363","2015-11-30",66.855003
"364","2015-12-01",67.650002
"365","2015-12-02",65.849998
"366","2015-12-03",64.5
"367","2015-12-04",66
"368","2015-12-07",73.904999
"369","2015-12-08",69.150002
"370","2015-12-09",67.5
"371","2015-12-10",67.349998
"372","2015-12-11",67.800003
"373","2015-12-14",68.550003
"374","2015-12-15",70.949997
"375","2015-12-16",68.699997
"376","2015-12-17",67.199997
"377","2015-12-18",65.25
"378","2015-12-21",63.75
"379","2015-12-22",63.75
"380","2015-12-23",63.615002
"381","2015-12-24",64.5
"382","2015-12-28",63
"383","2015-12-29",60
"384","2015-12-30",59.849998
"385","2015-12-31",60.299999
"386","2016-01-04",62.849998
"387","2016-01-05",60.794998
"388","2016-01-06",60.794998
"389","2016-01-07",57.599998
"390","2016-01-08",60.75
"391","2016-01-11",59.174999
"392","2016-01-12",60.900002
"393","2016-01-13",58.5
"394","2016-01-14",64.050003
"395","2016-01-15",60.299999
"396","2016-01-19",58.950001
"397","2016-01-20",56.849998
"398","2016-01-21",53.549999
"399","2016-01-22",57
"400","2016-01-25",58.5
"401","2016-01-26",53.700001
"402","2016-01-27",53.549999
"403","2016-01-28",55.650002
"404","2016-01-29",53.849998
"405","2016-02-01",53.084999
"406","2016-02-02",52.5
"407","2016-02-03",55.049999
"408","2016-02-04",53.549999
"409","2016-02-05",53.549999
"410","2016-02-08",54.900002
"411","2016-02-09",54.900002
"412","2016-02-10",54.900002
"413","2016-02-11",52.049999
"414","2016-02-12",50.849998
"415","2016-02-16",51.299999
"416","2016-02-17",51.299999
"417","2016-02-18",54
"418","2016-02-19",54
"419","2016-02-22",53.25
"420","2016-02-23",53.25
"421","2016-02-24",52.5
"422","2016-02-25",52.5
"423","2016-02-26",23.549999
"424","2016-02-29",22.65
"425","2016-03-01",23.4
"426","2016-03-02",24.450001
"427","2016-03-03",25.65
"428","2016-03-04",25.049999
"429","2016-03-07",25.5
"430","2016-03-08",29.549999
"431","2016-03-09",25.35
"432","2016-03-10",27
"433","2016-03-11",27.6
"434","2016-03-14",27
"435","2016-03-15",25.5
"436","2016-03-16",25.395
"437","2016-03-17",27.299999
"438","2016-03-18",26.25
"439","2016-03-21",28.049999
"440","2016-03-22",26.700001
"441","2016-03-23",26.25
"442","2016-03-24",27
"443","2016-03-28",27
"444","2016-03-29",27
"445","2016-03-30",26.924999
"446","2016-03-31",25.65
"447","2016-04-01",25.950001
"448","2016-04-04",25.5
"449","2016-04-05",25.049999
"450","2016-04-06",25.200001
"451","2016-04-07",25.5
"452","2016-04-08",25.200001
"453","2016-04-11",22.65
"454","2016-04-12",24
"455","2016-04-13",25.65
"456","2016-04-14",25.950001
"457","2016-04-15",26.1
"458","2016-04-18",24.66
"459","2016-04-19",24.450001
"460","2016-04-20",25.200001
"461","2016-04-21",26.25
"462","2016-04-22",25.5
"463","2016-04-25",24.6
"464","2016-04-26",22.5
"465","2016-04-27",23.85
"466","2016-04-28",23.25
"467","2016-04-29",22.200001
"468","2016-05-02",25.200001
"469","2016-05-03",25.65
"470","2016-05-04",25.094999
"471","2016-05-05",26.4
"472","2016-05-06",26.1
"473","2016-05-09",25.65
"474","2016-05-10",25.65
"475","2016-05-11",25.35
"476","2016-05-12",25.35
"477","2016-05-13",25.799999
"478","2016-05-16",24.9
"479","2016-05-17",24.75
"480","2016-05-18",24.75
"481","2016-05-19",24.75
"482","2016-05-20",24.75
"483","2016-05-23",24.75
"484","2016-05-24",24.825001
"485","2016-05-25",24.75
"486","2016-05-26",24.75
"487","2016-05-27",24.6
"488","2016-05-31",21.6
"489","2016-06-01",20.700001
"490","2016-06-02",20.549999
"491","2016-06-03",20.549999
"492","2016-06-06",19.514999
"493","2016-06-07",20.25
"494","2016-06-08",19.5
"495","2016-06-09",19.5
"496","2016-06-10",21
"497","2016-06-13",20.4
"498","2016-06-14",19.35
"499","2016-06-15",19.950001
"500","2016-06-16",20.4
"501","2016-06-17",19.950001
"502","2016-06-20",20.1
"503","2016-06-21",20.1
"504","2016-06-22",19.950001
"505","2016-06-23",19.200001
"506","2016-06-24",19.65
"507","2016-06-27",19.65
"508","2016-06-28",19.889999
"509","2016-06-29",19.469999
"510","2016-06-30",19.02
"511","2016-07-01",19.02
"512","2016-07-05",19.02
"513","2016-07-06",18
"514","2016-07-07",18.299999
"515","2016-07-08",19.665001
"516","2016-07-11",19.17
"517","2016-07-12",18.6
"518","2016-07-13",19.200001
"519","2016-07-14",21.299999
"520","2016-07-15",19.950001
"521","2016-07-18",19.65
"522","2016-07-19",25.35
"523","2016-07-20",23.700001
"524","2016-07-21",26.25
"525","2016-07-22",27.75
"526","2016-07-25",27.450001
"527","2016-07-26",25.950001
"528","2016-07-27",25.815001
"529","2016-07-28",26.325001
"530","2016-07-29",25.620001
"531","2016-08-01",27.15
"532","2016-08-02",26.4
"533","2016-08-03",25.77
"534","2016-08-04",25.65
"535","2016-08-05",26.415001
"536","2016-08-08",25.934999
"537","2016-08-09",25.424999
"538","2016-08-10",25.5
"539","2016-08-11",24.780001
"540","2016-08-12",24.450001
"541","2016-08-15",26.1
"542","2016-08-16",28.65
"543","2016-08-17",29.879999
"544","2016-08-18",28.200001
"545","2016-08-19",29.264999
"546","2016-08-22",28.5
"547","2016-08-23",27.75
"548","2016-08-24",28.65
"549","2016-08-25",28.35
"550","2016-08-26",27.795
"551","2016-08-29",28.35
"552","2016-08-30",27.299999
"553","2016-08-31",27.299999
"554","2016-09-01",27
"555","2016-09-02",24.15
"556","2016-09-06",24
"557","2016-09-07",25.094999
"558","2016-09-08",24.75
"559","2016-09-09",25.049999
"560","2016-09-12",24
"561","2016-09-13",23.4
"562","2016-09-14",23.4
"563","2016-09-15",22.5
"564","2016-09-16",21.9
"565","2016-09-19",22.5
"566","2016-09-20",21.75
"567","2016-09-21",19.950001
"568","2016-09-22",19.950001
"569","2016-09-23",20.85
"570","2016-09-26",21.15
"571","2016-09-27",21.6
"572","2016-09-28",21.6
"573","2016-09-29",21.165001
"574","2016-09-30",21
"575","2016-10-03",21
"576","2016-10-04",20.4
"577","2016-10-05",20.639999
"578","2016-10-06",20.639999
"579","2016-10-07",20.790001
"580","2016-10-10",21.450001
"581","2016-10-11",21.030001
"582","2016-10-12",21.15
"583","2016-10-13",21.15
"584","2016-10-14",21.6
"585","2016-10-17",21.165001
"586","2016-10-18",21.6
"587","2016-10-19",21.450001
"588","2016-10-20",21
"589","2016-10-21",21.15
"590","2016-10-24",26.700001
"591","2016-10-25",24.450001
"592","2016-10-26",23.700001
"593","2016-10-27",24
"594","2016-10-28",23.700001
"595","2016-10-31",22.32
"596","2016-11-01",22.5
"597","2016-11-02",24.15
"598","2016-11-03",24.15
"599","2016-11-04",23.504999
"600","2016-11-07",23.25
"601","2016-11-08",24.299999
"602","2016-11-09",24
"603","2016-11-10",24.450001
"604","2016-11-11",23.4
"605","2016-11-14",23.25
"606","2016-11-15",22.799999
"607","2016-11-16",22.200001
"608","2016-11-17",22.5
"609","2016-11-18",23.655001
"610","2016-11-21",23.655001
"611","2016-11-22",22.200001
"612","2016-11-23",23.25
"613","2016-11-25",23.25
"614","2016-11-28",23.985001
"615","2016-11-29",22.889999
"616","2016-11-30",22.049999
"617","2016-12-01",24
"618","2016-12-02",23.4
"619","2016-12-05",23.4
"620","2016-12-06",21.75
"621","2016-12-07",21.75
"622","2016-12-08",20.85
"623","2016-12-09",21.299999
"624","2016-12-12",21.299999
"625","2016-12-13",21.465
"626","2016-12-14",21.465
"627","2016-12-15",20.85
"628","2016-12-16",20.1
"629","2016-12-19",19.5
"630","2016-12-20",21.360001
"631","2016-12-21",21.450001
"632","2016-12-22",21.450001
"633","2016-12-23",21.75
"634","2016-12-27",21.6
"635","2016-12-28",22.23
"636","2016-12-29",23.25
"637","2016-12-30",22.950001
"638","2017-01-03",22.950001
"639","2017-01-04",23.4
"640","2017-01-05",24
"641","2017-01-06",24
"642","2017-01-09",24
"643","2017-01-10",24.15
"644","2017-01-11",24
"645","2017-01-12",24.75
"646","2017-01-13",27.75
"647","2017-01-17",45
"648","2017-01-18",35.325001
"649","2017-01-19",32.205002
"650","2017-01-20",31.65
"651","2017-01-23",28.5
"652","2017-01-24",27.15
"653","2017-01-25",27.15
"654","2017-01-26",26.85
"655","2017-01-27",26.85
"656","2017-01-30",26.25
"657","2017-01-31",25.799999
"658","2017-02-01",24
"659","2017-02-02",56.25
"660","2017-02-03",40.049999
"661","2017-02-06",37.349998
"662","2017-02-07",45.900002
"663","2017-02-08",47.700001
"664","2017-02-09",44.400002
"665","2017-02-10",41.400002
"666","2017-02-13",41.849998
"667","2017-02-14",45.75
"668","2017-02-15",44.849998
"669","2017-02-16",47.549999
"670","2017-02-17",45.75
"671","2017-02-21",40.200001
"672","2017-02-22",38.849998
"673","2017-02-23",37.950001
"674","2017-02-24",37.049999
"675","2017-02-27",39.450001
"676","2017-02-28",40.349998
"677","2017-03-01",39.599998
"678","2017-03-02",40.049999
"679","2017-03-03",40.950001
"680","2017-03-06",39.299999
"681","2017-03-07",39.150002
"682","2017-03-08",39.299999
"683","2017-03-09",37.650002
"684","2017-03-10",36.599998
"685","2017-03-13",37.049999
"686","2017-03-14",36.75
"687","2017-03-15",35.849998
"688","2017-03-16",35.25
"689","2017-03-17",34.259998
"690","2017-03-20",34.200001
"691","2017-03-21",33.900002
"692","2017-03-22",34.200001
"693","2017-03-23",34.049999
"694","2017-03-24",40.349998
"695","2017-03-27",39
"696","2017-03-28",39.299999
"697","2017-03-29",39.900002
"698","2017-03-30",39.900002
"699","2017-03-31",41.400002
"700","2017-04-03",45.764999
"701","2017-04-04",61.5
"702","2017-04-05",49.349998
"703","2017-04-06",48.299999
"704","2017-04-07",47.849998
"705","2017-04-10",45.450001
"706","2017-04-11",42.150002
"707","2017-04-12",43.650002
"708","2017-04-13",42.75
"709","2017-04-17",40.799999
"710","2017-04-18",40.5
"711","2017-04-19",42.150002
"712","2017-04-20",39.299999
"713","2017-04-21",39.599998
"714","2017-04-24",39.599998
"715","2017-04-25",39.75
"716","2017-04-26",39.599998
"717","2017-04-27",39.599998
"718","2017-04-28",38.400002
"719","2017-05-01",37.049999
"720","2017-05-02",36.900002
"721","2017-05-03",37.650002
"722","2017-05-04",39.450001
"723","2017-05-05",43.799999
"724","2017-05-08",41.400002
"725","2017-05-09",41.700001
"726","2017-05-10",40.049999
"727","2017-05-11",38.099998
"728","2017-05-12",37.5
"729","2017-05-15",37.650002
"730","2017-05-16",37.049999
"731","2017-05-17",34.5
"732","2017-05-18",33.900002
"733","2017-05-19",35.25
"734","2017-05-22",35.549999
"735","2017-05-23",34.799999
"736","2017-05-24",34.049999
"737","2017-05-25",34.650002
"738","2017-05-26",34.5
"739","2017-05-30",35.700001
"740","2017-05-31",33.450001
"741","2017-06-01",34.200001
"742","2017-06-02",37.349998
"743","2017-06-05",35.849998
"744","2017-06-06",34.5
"745","2017-06-07",34.5
"746","2017-06-08",34.349998
"747","2017-06-09",35.25
"748","2017-06-12",34.650002
"749","2017-06-13",34.200001
"750","2017-06-14",32.400002
"751","2017-06-15",31.200001
"752","2017-06-16",31.35
"753","2017-06-19",31.65
"754","2017-06-20",30.299999
"755","2017-06-21",29.4
"756","2017-06-22",30.6
"757","2017-06-23",28.65
"758","2017-06-26",29.549999
"759","2017-06-27",28.799999
"760","2017-06-28",28.5
"761","2017-06-29",28.049999
"762","2017-06-30",27.75
"763","2017-07-03",27.75
"764","2017-07-05",28.049999
"765","2017-07-06",29.549999
"766","2017-07-07",28.5
"767","2017-07-10",28.049999
"768","2017-07-11",29.174999
"769","2017-07-12",30.15
"770","2017-07-13",29.549999
"771","2017-07-14",29.4
"772","2017-07-17",31.049999
"773","2017-07-18",32.549999
"774","2017-07-19",32.849998
"775","2017-07-20",34.650002
"776","2017-07-21",34.650002
"777","2017-07-24",34.349998
"778","2017-07-25",35.549999
"779","2017-07-26",35.099998
"780","2017-07-27",34.650002
"781","2017-07-28",32.25
"782","2017-07-31",33.900002
"783","2017-08-01",31.049999
"784","2017-08-02",30
"785","2017-08-03",30.6
"786","2017-08-04",29.4
"787","2017-08-07",32.25
"788","2017-08-08",33.150002
"789","2017-08-09",31.5
"790","2017-08-10",33.75
"791","2017-08-11",33
"792","2017-08-14",32.099998
"793","2017-08-15",30.24
"794","2017-08-16",33
"795","2017-08-17",30.9
"796","2017-08-18",31.65
"797","2017-08-21",31.799999
"798","2017-08-22",31.200001
"799","2017-08-23",31.200001
"800","2017-08-24",30
"801","2017-08-25",30
"802","2017-08-28",31.200001
"803","2017-08-29",31.65
"804","2017-08-30",31.200001
"805","2017-08-31",30.75
"806","2017-09-01",31.200001
"807","2017-09-05",30.9
"808","2017-09-06",31.35
"809","2017-09-07",31.35
"810","2017-09-08",30.6
"811","2017-09-11",31.200001
"812","2017-09-12",30.15
"813","2017-09-13",30.84
"814","2017-09-14",30.75
"815","2017-09-15",30.6
"816","2017-09-18",30.9
"817","2017-09-19",31.5
"818","2017-09-20",30.299999
"819","2017-09-21",31.65
"820","2017-09-22",31.950001
"821","2017-09-25",33
"822","2017-09-26",30.9
"823","2017-09-27",30.299999
"824","2017-09-28",32.849998
"825","2017-09-29",32.549999
"826","2017-10-02",32.549999
"827","2017-10-03",38.400002
"828","2017-10-04",44.82
"829","2017-10-05",42
"830","2017-10-06",36.150002
"831","2017-10-09",34.950001
"832","2017-10-10",34.049999
"833","2017-10-11",36.900002
"834","2017-10-12",37.5
"835","2017-10-13",35.700001
"836","2017-10-16",34.950001
"837","2017-10-17",41.549999
"838","2017-10-18",39.150002
"839","2017-10-19",40.049999
"840","2017-10-20",38.099998
"841","2017-10-23",37.049999
"842","2017-10-24",34.799999
"843","2017-10-25",36.900002
"844","2017-10-26",41.099998
"845","2017-10-27",39.75
"846","2017-10-30",42.75
"847","2017-10-31",42.75
"848","2017-11-01",42.404999
"849","2017-11-02",42
"850","2017-11-03",42.75
"851","2017-11-06",43.950001
"852","2017-11-07",42.465
"853","2017-11-08",42
"854","2017-11-09",40.799999
"855","2017-11-10",41.400002
"856","2017-11-13",40.5
"857","2017-11-14",39.75
"858","2017-11-15",40.799999
"859","2017-11-16",40.799999
"860","2017-11-17",39.299999
"861","2017-11-20",38.849998
"862","2017-11-21",39.150002
"863","2017-11-22",41.25
"864","2017-11-24",41.549999
"865","2017-11-27",44.099998
"866","2017-11-28",43.950001
"867","2017-11-29",45.599998
"868","2017-11-30",43.5
"869","2017-12-01",44.700001
"870","2017-12-04",41.700001
"871","2017-12-05",42.599998
"872","2017-12-06",41.849998
"873","2017-12-07",43.5
"874","2017-12-08",44.25
"875","2017-12-11",46.650002
"876","2017-12-12",44.099998
"877","2017-12-13",44.25
"878","2017-12-14",43.799999
"879","2017-12-15",41.474998
"880","2017-12-18",44.400002
"881","2017-12-19",44.25
"882","2017-12-20",44.849998
"883","2017-12-21",42.75
"884","2017-12-22",42.150002
"885","2017-12-26",42.900002
"886","2017-12-27",44.700001
"887","2017-12-28",42.75
"888","2017-12-29",44.400002
"889","2018-01-02",43.650002
"890","2018-01-03",45
"891","2018-01-04",51.599998
"892","2018-01-05",48.599998
"893","2018-01-08",47.625
"894","2018-01-09",48.75
"895","2018-01-10",48.75
"896","2018-01-11",49.049999
"897","2018-01-12",54.465
"898","2018-01-16",59.400002
"899","2018-01-17",56.400002
"900","2018-01-18",54
"901","2018-01-19",56.700001
"902","2018-01-22",52.650002
"903","2018-01-23",50.700001
"904","2018-01-24",52.575001
"905","2018-01-25",51
"906","2018-01-26",52.5
"907","2018-01-29",54.900002
"908","2018-01-30",54.150002
"909","2018-01-31",54.299999
"910","2018-02-01",54.599998
"911","2018-02-02",51.75
"912","2018-02-05",50.400002
"913","2018-02-06",49.799999
"914","2018-02-07",49.200001
"915","2018-02-08",48
"916","2018-02-09",49.200001
"917","2018-02-12",49.799999
"918","2018-02-13",51.299999
"919","2018-02-14",51.75
"920","2018-02-15",53.549999
"921","2018-02-16",52.5
"922","2018-02-20",54.060001
"923","2018-02-21",50.099998
"924","2018-02-22",49.799999
"925","2018-02-23",49.650002
"926","2018-02-26",44.849998
"927","2018-02-27",44.400002
"928","2018-02-28",44.25
"929","2018-03-01",46.799999
"930","2018-03-02",46.049999
"931","2018-03-05",45.450001
"932","2018-03-06",45.299999
"933","2018-03-07",43.650002
"934","2018-03-08",43.950001
"935","2018-03-09",44.849998
"936","2018-03-12",45.674999
"937","2018-03-13",45.299999
"938","2018-03-14",45.450001
"939","2018-03-15",46.200001
"940","2018-03-16",48.599998
"941","2018-03-19",49.650002
"942","2018-03-20",48.75
"943","2018-03-21",49.650002
"944","2018-03-22",49.049999
"945","2018-03-23",49.5
"946","2018-03-26",48.75
"947","2018-03-27",47.700001
"948","2018-03-28",48.450001
"949","2018-03-29",47.759998
"950","2018-04-02",48.599998
"951","2018-04-03",48.150002
"952","2018-04-04",48.599998
"953","2018-04-05",47.700001
"954","2018-04-06",48.735001
"955","2018-04-09",48.09
"956","2018-04-10",48.75
"957","2018-04-11",48.150002
"958","2018-04-12",51.450001
"959","2018-04-13",48.900002
"960","2018-04-16",48.615002
"961","2018-04-17",49.049999
"962","2018-04-18",48.599998
"963","2018-04-19",48.599998
"964","2018-04-20",48.75
"965","2018-04-23",47.700001
"966","2018-04-24",47.849998
"967","2018-04-25",48.150002
"968","2018-04-26",48.150002
"969","2018-04-27",48.150002
"970","2018-04-30",39.299999
"971","2018-05-01",40.5
"972","2018-05-02",40.875
"973","2018-05-03",39.75
"974","2018-05-04",37.799999
"975","2018-05-07",37.349998
"976","2018-05-08",37.23
"977","2018-05-09",37.634998
"978","2018-05-10",38.939999
