"","date","LACQ"
"231","2019-02-12",9.9
"232","2019-02-13",9.95
"233","2019-02-14",9.99
"234","2019-02-15",9.99
"235","2019-02-19",9.99
"236","2019-02-20",9.99
"237","2019-02-21",9.99
"238","2019-02-22",9.99
"239","2019-02-25",9.99
"240","2019-02-26",9.94
"241","2019-02-27",9.94
"242","2019-02-28",9.94
"243","2019-03-01",9.94
"244","2019-03-04",9.94
"245","2019-03-05",9.99
"246","2019-03-06",9.99
"247","2019-03-07",9.96
"248","2019-03-08",9.96
"249","2019-03-11",10
"250","2019-03-12",10
"251","2019-03-13",9.98
"252","2019-03-14",9.98
"253","2019-03-15",9.98
"254","2019-03-18",10.01
"255","2019-03-19",10.01
"256","2019-03-20",10
"257","2019-03-21",10
"258","2019-03-22",10
"259","2019-03-25",10.01
"260","2019-03-26",10.036
"261","2019-03-27",10.036
"262","2019-03-28",10.036
"263","2019-03-29",10.036
"264","2019-04-01",10.06
"265","2019-04-02",10.06
"266","2019-04-03",10.06
"267","2019-04-04",10.06
"268","2019-04-05",10.06
"269","2019-04-08",10.06
"270","2019-04-09",10.04
"271","2019-04-10",10.05
"272","2019-04-11",10.05
"273","2019-04-12",10.1
"274","2019-04-15",10.07
"275","2019-04-16",10.07
"276","2019-04-17",10.07
"277","2019-04-18",10.07
"278","2019-04-22",10.06
"279","2019-04-23",10.06
"280","2019-04-24",10.07
"281","2019-04-25",10.08
"282","2019-04-26",10.08
"283","2019-04-29",10.063
"284","2019-04-30",10.063
"285","2019-05-01",10.063
"286","2019-05-02",10.063
"287","2019-05-03",10.063
"288","2019-05-06",10.063
"289","2019-05-07",10.063
"290","2019-05-08",10.063
"291","2019-05-09",10.05
"292","2019-05-10",10.05
"293","2019-05-13",10.05
"294","2019-05-14",10.1
"295","2019-05-15",10.07
"296","2019-05-16",10.09
"297","2019-05-17",10.1
"298","2019-05-20",10.11
"299","2019-05-21",10.1
"300","2019-05-22",10.1
"301","2019-05-23",10.1
"302","2019-05-24",10.1
"303","2019-05-28",10.11
"304","2019-05-29",10.12
"305","2019-05-30",10.12
"306","2019-05-31",10.121
"307","2019-06-03",10.13
"308","2019-06-04",10.1
"309","2019-06-05",10.1
"310","2019-06-06",10.11
"311","2019-06-07",10.12
"312","2019-06-10",10.14
"313","2019-06-11",10.14
"314","2019-06-12",10.15
"315","2019-06-13",10.13
"316","2019-06-14",10.13
"317","2019-06-17",10.13
"318","2019-06-18",10.17
"319","2019-06-19",10.17
"320","2019-06-20",10.17
"321","2019-06-21",10.17
"322","2019-06-24",10.17
"323","2019-06-25",10.17
"324","2019-06-26",10.17
"325","2019-06-27",10.17
"326","2019-06-28",10.17
"327","2019-07-01",10.15
"328","2019-07-02",10.17
"329","2019-07-03",10.16
"330","2019-07-05",10.16
"331","2019-07-08",10.16
"332","2019-07-09",10.16
"333","2019-07-10",10.18
"334","2019-07-11",10.16
"335","2019-07-12",10.15
"336","2019-07-15",10.15
"337","2019-07-16",10.2
"338","2019-07-17",10.2
"339","2019-07-18",10.2
"340","2019-07-19",10.2
"341","2019-07-22",10.22
"342","2019-07-23",10.2
"343","2019-07-24",10.18
"344","2019-07-25",10.2
"345","2019-07-26",10.2
"346","2019-07-29",10.2
"347","2019-07-30",10.2
"348","2019-07-31",10.2
"349","2019-08-01",10.2
"350","2019-08-02",10.2
"351","2019-08-05",10.2
"352","2019-08-06",10.2
"353","2019-08-07",10.2
"354","2019-08-08",10.22
"355","2019-08-09",10.22
"356","2019-08-12",10.22
"357","2019-08-13",10.22
"358","2019-08-14",10.22
"359","2019-08-15",10.22
"360","2019-08-16",10.22
"361","2019-08-19",10.22
"362","2019-08-20",10.22
"363","2019-08-21",10.2
"364","2019-08-22",10.19
"365","2019-08-23",10.22
"366","2019-08-26",10.234
"367","2019-08-27",10.225
"368","2019-08-28",10.21
"369","2019-08-29",10.221
"370","2019-08-30",10.221
"371","2019-09-03",10.21
"372","2019-09-04",10.222
"373","2019-09-05",10.24
"374","2019-09-06",10.233
"375","2019-09-09",10.233
"376","2019-09-10",10.22
"377","2019-09-11",10.2
"378","2019-09-12",10.2
"379","2019-09-13",10.22
"380","2019-09-16",10.22
"381","2019-09-17",10.22
"382","2019-09-18",10.22
"383","2019-09-19",10.22
"384","2019-09-20",10.22
"385","2019-09-23",10.22
"386","2019-09-24",10.22
"387","2019-09-25",10.22
"388","2019-09-26",10.22
"389","2019-09-27",10.24
"390","2019-09-30",10.24
"391","2019-10-01",10.29
"392","2019-10-02",10.24
"393","2019-10-03",10.24
"394","2019-10-04",10.27
"395","2019-10-07",10.27
"396","2019-10-08",10.252
"397","2019-10-09",10.252
"398","2019-10-10",10.252
"399","2019-10-11",10.252
"400","2019-10-14",10.252
"401","2019-10-15",10.252
"402","2019-10-16",10.26
"403","2019-10-17",10.26
"404","2019-10-18",10.24
"405","2019-10-21",10.24
"406","2019-10-22",10.258
"407","2019-10-23",10.25
"408","2019-10-24",10.25
"409","2019-10-25",10.263
"410","2019-10-28",10.25
"411","2019-10-29",10.29
"412","2019-10-30",10.29
"413","2019-10-31",10.29
"414","2019-11-01",10.29
"415","2019-11-04",10.3
"416","2019-11-05",10.3
"417","2019-11-06",10.3
"418","2019-11-07",10.28
"419","2019-11-08",10.28
"420","2019-11-11",10.29
"421","2019-11-12",10.29
"422","2019-11-13",10.29
"423","2019-11-14",10.29
"424","2019-11-15",10.28
"425","2019-11-18",10.31
"426","2019-11-19",10.31
"427","2019-11-20",10.31
"428","2019-11-21",10.31
"429","2019-11-22",10.31
"430","2019-11-25",10.31
"431","2019-11-26",10.31
"432","2019-11-27",10.31
"433","2019-11-29",10.32
"434","2019-12-02",10.33
"435","2019-12-03",10.33
"436","2019-12-04",10.33
"437","2019-12-05",10.32
"438","2019-12-06",10.37
"439","2019-12-09",10.37
"440","2019-12-10",10.32
"441","2019-12-11",10.32
"442","2019-12-12",10.33
"443","2019-12-13",10.34
"444","2019-12-16",10.34
"445","2019-12-17",10.34
"446","2019-12-18",10.34
"447","2019-12-19",10.34
"448","2019-12-20",10.34
"449","2019-12-23",10.34
"450","2019-12-24",10.34
"451","2019-12-26",10.34
"452","2019-12-27",10.34
"453","2019-12-30",10.41
"454","2019-12-31",10.42
"455","2020-01-02",10.42
"456","2020-01-03",10.44
"457","2020-01-06",10.44
"458","2020-01-07",10.44
"459","2020-01-08",10.44
"460","2020-01-09",10.43
"461","2020-01-10",10.43
"462","2020-01-13",10.42
"463","2020-01-14",10.42
"464","2020-01-15",10.42
"465","2020-01-16",10.42
"466","2020-01-17",10.42
"467","2020-01-21",10.43
"468","2020-01-22",10.41
"469","2020-01-23",10.41
"470","2020-01-24",10.42
"471","2020-01-27",10.4
"472","2020-01-28",10.4
"473","2020-01-29",10.41
"474","2020-01-30",10.41
"475","2020-01-31",10.41
"476","2020-02-03",10.41
"477","2020-02-04",10.41
"478","2020-02-05",10.43
"479","2020-02-06",10.41
"480","2020-02-07",10.43
"481","2020-02-10",10.43
"482","2020-02-11",10.44
"483","2020-02-12",10.44
"484","2020-02-13",10.42
"485","2020-02-14",10.42
"486","2020-02-18",10.41
"487","2020-02-19",10.489
"488","2020-02-20",10.465
"489","2020-02-21",10.465
"490","2020-02-24",10.42
"491","2020-02-25",10.4
"492","2020-02-26",10.4
"493","2020-02-27",10.4
"494","2020-02-28",10.395
"495","2020-03-02",10.48
"496","2020-03-03",10.41
"497","2020-03-04",10.42
"498","2020-03-05",10.4
"499","2020-03-06",10.35
"500","2020-03-09",10.3
"501","2020-03-10",10.31
"502","2020-03-11",10.31
"503","2020-03-12",10.3
"504","2020-03-13",10.35
"505","2020-03-16",10.301
"506","2020-03-17",10.13
"507","2020-03-18",10.3
"508","2020-03-19",10.35
"509","2020-03-20",10.25
"510","2020-03-23",10.1
"511","2020-03-24",10.21
"512","2020-03-25",10.21
"513","2020-03-26",10.21
"514","2020-03-27",10.21
"515","2020-03-30",10.21
"516","2020-03-31",10.91
"517","2020-04-01",10.91
"518","2020-04-02",10.91
"519","2020-04-03",10.91
"520","2020-04-06",10.32
"521","2020-04-07",10.32
"522","2020-04-08",10.32
"523","2020-04-09",10.32
"524","2020-04-13",10.32
"525","2020-04-14",10.32
"526","2020-04-15",10.32
"527","2020-04-16",10.32
"528","2020-04-17",10.33
"529","2020-04-20",10.33
"530","2020-04-21",10.4
"531","2020-04-22",10.4
"532","2020-04-23",10.4
"533","2020-04-24",10.4
"534","2020-04-27",10.41
"535","2020-04-28",10.41
"536","2020-04-29",10.4
"537","2020-04-30",10.4
"538","2020-05-01",10.41
"539","2020-05-04",10.41
"540","2020-05-05",10.41
"541","2020-05-06",10.41
"542","2020-05-07",10.41
"543","2020-05-08",10.41
"544","2020-05-11",10.41
"545","2020-05-12",10.41
"546","2020-05-13",10.41
"547","2020-05-14",10.31
"548","2020-05-15",10.31
"549","2020-05-18",11.14
"550","2020-05-19",10.705
"551","2020-05-20",10.73
"552","2020-05-21",10.73
"553","2020-05-22",10.421
"554","2020-05-26",10.4
"555","2020-05-27",10.4
"556","2020-05-28",10.4
"557","2020-05-29",10.9
"558","2020-06-01",10.9
"559","2020-06-02",11.105
"560","2020-06-03",11.068
"561","2020-06-04",11.09
"562","2020-06-05",10.99
"563","2020-06-08",10.74
"564","2020-06-09",11
"565","2020-06-10",10.6
"566","2020-06-11",10.55
"567","2020-06-12",10.46
"568","2020-06-15",10.417
"569","2020-06-16",10.433
"570","2020-06-17",11.99
"571","2020-06-18",12.875
"572","2020-06-19",12.513
"573","2020-06-22",11.85
"574","2020-06-23",11.75
"575","2020-06-24",10.39
"576","2020-06-25",10.45
"577","2020-06-26",10.45
"578","2020-06-29",11
"579","2020-06-30",11.71
"580","2020-07-01",11.088
"581","2020-07-02",10.81
"582","2020-07-06",10.755
"583","2020-07-07",10.56
"584","2020-07-08",10.44
"585","2020-07-09",10.47
"586","2020-07-10",10.585
"587","2020-07-13",10.46
"588","2020-07-14",10.56
"589","2020-07-15",10.648
"590","2020-07-16",10.9
"591","2020-07-17",10.85
"592","2020-07-20",10.6
"593","2020-07-21",10.61
"594","2020-07-22",10.6
"595","2020-07-23",10.51
"596","2020-07-24",10.5
"597","2020-07-27",11.036
"598","2020-07-28",10.56
"599","2020-07-29",10.56
"600","2020-07-30",10.56
"601","2020-07-31",10.43
"602","2020-08-03",10.43
"603","2020-08-04",10.655
"604","2020-08-05",10.445
"605","2020-08-06",10.434
"606","2020-08-07",10.42
"607","2020-08-10",10.42
"608","2020-08-11",10.48
"609","2020-08-12",10.48
"610","2020-08-13",10.48
"611","2020-08-14",10.42
"612","2020-08-17",10.45
"613","2020-08-18",10.45
"614","2020-08-19",10.42
"615","2020-08-20",10.42
"616","2020-08-21",10.46
"617","2020-08-24",10.451
"618","2020-08-25",10.45
"619","2020-08-26",10.5
"620","2020-08-27",10.668
"621","2020-08-28",10.45
"622","2020-08-31",10.46
"623","2020-09-01",10.5
"624","2020-09-02",10.79
"625","2020-09-03",10.64
"626","2020-09-04",10.64
"627","2020-09-08",10.52
"628","2020-09-09",10.705
"629","2020-09-10",10.42
"630","2020-09-11",10.47
"631","2020-09-14",10.48
"632","2020-09-15",10.48
"633","2020-09-16",10.48
"634","2020-09-17",10.657
"635","2020-09-18",10.59
"636","2020-09-21",10.76
"637","2020-09-22",10.823
"638","2020-09-23",10.68
"639","2020-09-24",10.68
"640","2020-09-25",10.45
"641","2020-09-28",10.55
"642","2020-09-29",10.7
"643","2020-09-30",10.7
"644","2020-10-01",10.525
"645","2020-10-02",10.795
"646","2020-10-05",10.46
"647","2020-10-06",10.46
"648","2020-10-07",10.564
"649","2020-10-08",10.491
"650","2020-10-09",10.491
"651","2020-10-12",10.491
"652","2020-10-13",10.491
"653","2020-10-14",10.5
"654","2020-10-15",10.5
"655","2020-10-16",10.5
"656","2020-10-19",10.51
"657","2020-10-20",10.5
"658","2020-10-21",10.75
"659","2020-10-22",10.75
"660","2020-10-23",10.75
"661","2020-10-26",10.5
"662","2020-10-27",10.5
"663","2020-10-28",10.5
"664","2020-10-29",10.5
"665","2020-10-30",10.83
"666","2020-11-02",10.5
"667","2020-11-03",10.5
"668","2020-11-04",10.5
"669","2020-11-05",10.5
"670","2020-11-06",10.5
"671","2020-11-09",10.5
"672","2020-11-10",10.34
"673","2020-11-11",10.5
"674","2020-11-12",10.47
"675","2020-11-13",10.47
"676","2020-11-16",10.5
"677","2020-11-17",10.5
"678","2020-11-18",10.5
"679","2020-11-19",10.5
"680","2020-11-20",10.5
"681","2020-11-23",10.5
"682","2020-11-24",10.5
"683","2020-11-25",10.51
"684","2020-11-27",10.51
