"","date","ULH"
"1","2007-01-03",23.5
"2","2007-01-04",23.639999
"3","2007-01-05",22.309999
"4","2007-01-08",22.74
"5","2007-01-09",23.33
"6","2007-01-10",22.629999
"7","2007-01-11",23.49
"8","2007-01-12",23.620001
"9","2007-01-16",23.76
"10","2007-01-17",23.940001
"11","2007-01-18",23.860001
"12","2007-01-19",24.77
"13","2007-01-22",24.5
"14","2007-01-23",24.52
"15","2007-01-24",24.629999
"16","2007-01-25",24.620001
"17","2007-01-26",24.66
"18","2007-01-29",25.299999
"19","2007-01-30",25.92
"20","2007-01-31",25.879999
"21","2007-02-01",26.889999
"22","2007-02-02",28
"23","2007-02-05",26.93
"24","2007-02-06",26.959999
"25","2007-02-07",26.82
"26","2007-02-08",26.93
"27","2007-02-09",26.559999
"28","2007-02-12",26.68
"29","2007-02-13",27.950001
"30","2007-02-14",27.209999
"31","2007-02-15",26.459999
"32","2007-02-16",27.860001
"33","2007-02-20",28.17
"34","2007-02-21",28.280001
"35","2007-02-22",27.23
"36","2007-02-23",26.93
"37","2007-02-26",26.5
"38","2007-02-27",25.35
"39","2007-02-28",24.25
"40","2007-03-01",24.120001
"41","2007-03-02",23.25
"42","2007-03-05",22.26
"43","2007-03-06",23.309999
"44","2007-03-07",22.92
"45","2007-03-08",23.549999
"46","2007-03-09",23.98
"47","2007-03-12",23.84
"48","2007-03-13",22.629999
"49","2007-03-14",22.719999
"50","2007-03-15",22.469999
"51","2007-03-16",22.450001
"52","2007-03-19",22.120001
"53","2007-03-20",23.08
"54","2007-03-21",23.92
"55","2007-03-22",24.110001
"56","2007-03-23",24.25
"57","2007-03-26",23.85
"58","2007-03-27",23.98
"59","2007-03-28",23.84
"60","2007-03-29",23.860001
"61","2007-03-30",24.209999
"62","2007-04-02",24.139999
"63","2007-04-03",25.049999
"64","2007-04-04",25.200001
"65","2007-04-05",25.51
"66","2007-04-09",25.549999
"67","2007-04-10",25.959999
"68","2007-04-11",25.040001
"69","2007-04-12",25.58
"70","2007-04-13",26.629999
"71","2007-04-16",27.370001
"72","2007-04-17",26.889999
"73","2007-04-18",27.25
"74","2007-04-19",26.48
"75","2007-04-20",27.33
"76","2007-04-23",26.299999
"77","2007-04-24",26.379999
"78","2007-04-25",27.120001
"79","2007-04-26",27.15
"80","2007-04-27",22.290001
"81","2007-04-30",23.309999
"82","2007-05-01",23.299999
"83","2007-05-02",23.290001
"84","2007-05-03",23.299999
"85","2007-05-04",23.24
"86","2007-05-07",22.870001
"87","2007-05-08",22.98
"88","2007-05-09",22.879999
"89","2007-05-10",22.870001
"90","2007-05-11",23.01
"91","2007-05-14",22.959999
"92","2007-05-15",22.870001
"93","2007-05-16",22.92
"94","2007-05-17",22.540001
"95","2007-05-18",21.91
"96","2007-05-21",22.120001
"97","2007-05-22",23.629999
"98","2007-05-23",22.139999
"99","2007-05-24",21.360001
"100","2007-05-25",21.33
"101","2007-05-29",21.389999
"102","2007-05-30",21.450001
"103","2007-05-31",21.4
"104","2007-06-01",21.49
"105","2007-06-04",21.219999
"106","2007-06-05",20.59
"107","2007-06-06",20.040001
"108","2007-06-07",19.51
"109","2007-06-08",19.200001
"110","2007-06-11",19.42
"111","2007-06-12",19.07
"112","2007-06-13",19.92
"113","2007-06-14",19.889999
"114","2007-06-15",20.52
"115","2007-06-18",21.299999
"116","2007-06-19",21.389999
"117","2007-06-20",20.26
"118","2007-06-21",20.52
"119","2007-06-22",19.49
"120","2007-06-25",21.52
"121","2007-06-26",21.389999
"122","2007-06-27",21.870001
"123","2007-06-28",21.280001
"124","2007-06-29",19.870001
"125","2007-07-02",20.85
"126","2007-07-03",20.84
"127","2007-07-05",21.58
"128","2007-07-06",21.75
"129","2007-07-09",20.870001
"130","2007-07-10",20.450001
"131","2007-07-11",20.17
"132","2007-07-12",20.530001
"133","2007-07-13",20.18
"134","2007-07-16",19.790001
"135","2007-07-17",19.9
"136","2007-07-18",19.74
"137","2007-07-19",19.360001
"138","2007-07-20",18.610001
"139","2007-07-23",17.959999
"140","2007-07-24",16.950001
"141","2007-07-25",16.889999
"142","2007-07-26",17.299999
"143","2007-07-27",18.68
"144","2007-07-30",19.07
"145","2007-07-31",18.040001
"146","2007-08-01",18.99
"147","2007-08-02",18.860001
"148","2007-08-03",17.469999
"149","2007-08-06",19.309999
"150","2007-08-07",19.77
"151","2007-08-08",20.91
"152","2007-08-09",18.85
"153","2007-08-10",19.059999
"154","2007-08-13",18.950001
"155","2007-08-14",19.01
"156","2007-08-15",19.24
"157","2007-08-16",19.93
"158","2007-08-17",21.110001
"159","2007-08-20",21.85
"160","2007-08-21",22.059999
"161","2007-08-22",21.16
"162","2007-08-23",19.959999
"163","2007-08-24",19.42
"164","2007-08-27",19.809999
"165","2007-08-28",21
"166","2007-08-29",21.66
"167","2007-08-30",21.41
"168","2007-08-31",20.559999
"169","2007-09-04",20.200001
"170","2007-09-05",19.879999
"171","2007-09-06",20.450001
"172","2007-09-07",19.02
"173","2007-09-10",18.690001
"174","2007-09-11",19
"175","2007-09-12",18.450001
"176","2007-09-13",18.24
"177","2007-09-14",18.09
"178","2007-09-17",17.51
"179","2007-09-18",20.32
"180","2007-09-19",21.42
"181","2007-09-20",21.42
"182","2007-09-21",22.27
"183","2007-09-24",21.780001
"184","2007-09-25",21.49
"185","2007-09-26",23.1
"186","2007-09-27",22.379999
"187","2007-09-28",21.959999
"188","2007-10-01",21.48
"189","2007-10-02",23.059999
"190","2007-10-03",21.74
"191","2007-10-04",22.08
"192","2007-10-05",23.379999
"193","2007-10-08",23.5
"194","2007-10-09",23.299999
"195","2007-10-10",23.209999
"196","2007-10-11",22.6
"197","2007-10-12",22.17
"198","2007-10-15",21.030001
"199","2007-10-16",19.75
"200","2007-10-17",17.889999
