"","date","FUSB"
"1","2007-01-03",28.639999
"2","2007-01-04",28.41
"3","2007-01-05",28.84
"4","2007-01-08",28.34
"5","2007-01-09",28.34
"6","2007-01-10",28.17
"7","2007-01-11",29
"8","2007-01-12",30.68
"9","2007-01-16",30.5
"10","2007-01-17",29.879999
"11","2007-01-18",29.110001
"12","2007-01-19",29.16
"13","2007-01-22",29.16
"14","2007-01-23",29.219999
"15","2007-01-24",29.219999
"16","2007-01-25",28.969999
"17","2007-01-26",29.200001
"18","2007-01-29",29.200001
"19","2007-01-30",29.200001
"20","2007-01-31",29.32
"21","2007-02-01",29.469999
"22","2007-02-02",28.969999
"23","2007-02-05",29.98
"24","2007-02-06",29.639999
"25","2007-02-07",29.66
"26","2007-02-08",29.25
"27","2007-02-09",29.440001
"28","2007-02-12",29
"29","2007-02-13",29.5
"30","2007-02-14",29.49
"31","2007-02-15",29.49
"32","2007-02-16",29.030001
"33","2007-02-20",28.85
"34","2007-02-21",28.860001
"35","2007-02-22",28.860001
"36","2007-02-23",29.02
"37","2007-02-26",29.030001
"38","2007-02-27",28.889999
"39","2007-02-28",28.91
"40","2007-03-01",29.629999
"41","2007-03-02",29.049999
"42","2007-03-05",29.51
"43","2007-03-06",29.5
"44","2007-03-07",28.879999
"45","2007-03-08",29
"46","2007-03-09",29.360001
"47","2007-03-12",29.49
"48","2007-03-13",29.299999
"49","2007-03-14",29.5
"50","2007-03-15",29.610001
"51","2007-03-16",29.610001
"52","2007-03-19",29.280001
"53","2007-03-20",29.93
"54","2007-03-21",29.43
"55","2007-03-22",29.85
"56","2007-03-23",29.74
"57","2007-03-26",29.6
"58","2007-03-27",29.360001
"59","2007-03-28",29.389999
"60","2007-03-29",29.389999
"61","2007-03-30",29.43
"62","2007-04-02",29.02
"63","2007-04-03",29.440001
"64","2007-04-04",29.440001
"65","2007-04-05",29.440001
"66","2007-04-09",29.049999
"67","2007-04-10",30
"68","2007-04-11",29.91
"69","2007-04-12",30
"70","2007-04-13",29.77
"71","2007-04-16",29.700001
"72","2007-04-17",29.700001
"73","2007-04-18",29.700001
"74","2007-04-19",29.700001
"75","2007-04-20",29.77
"76","2007-04-23",30.1
"77","2007-04-24",30.049999
"78","2007-04-25",30
"79","2007-04-26",29.9
"80","2007-04-27",29.9
"81","2007-04-30",29.5
"82","2007-05-01",29.799999
"83","2007-05-02",29.950001
"84","2007-05-03",29.360001
"85","2007-05-04",29.67
"86","2007-05-07",29.700001
"87","2007-05-08",29.35
"88","2007-05-09",29.35
"89","2007-05-10",29.52
"90","2007-05-11",29.209999
"91","2007-05-14",29.200001
"92","2007-05-15",29.469999
"93","2007-05-16",29.049999
"94","2007-05-17",28.85
"95","2007-05-18",29.049999
"96","2007-05-21",28.77
"97","2007-05-22",28.23
"98","2007-05-23",28.08
"99","2007-05-24",27.17
"100","2007-05-25",27.209999
"101","2007-05-29",27.379999
"102","2007-05-30",27.4
"103","2007-05-31",27
"104","2007-06-01",27.15
"105","2007-06-04",27.01
"106","2007-06-05",26.9
"107","2007-06-06",26.799999
"108","2007-06-07",27.08
"109","2007-06-08",26.08
"110","2007-06-11",25.99
"111","2007-06-12",25.6
"112","2007-06-13",25.68
"113","2007-06-14",25.309999
"114","2007-06-15",25
"115","2007-06-18",25.200001
"116","2007-06-19",25.49
"117","2007-06-20",25.450001
"118","2007-06-21",25.299999
"119","2007-06-22",25.25
"120","2007-06-25",25.049999
"121","2007-06-26",25.33
"122","2007-06-27",25.120001
"123","2007-06-28",25.280001
"124","2007-06-29",25.32
"125","2007-07-02",25.34
"126","2007-07-03",25.34
"127","2007-07-05",25.27
"128","2007-07-06",25.35
"129","2007-07-09",25
"130","2007-07-10",25.02
"131","2007-07-11",25.26
"132","2007-07-12",25
"133","2007-07-13",25.1
"134","2007-07-16",25.1
"135","2007-07-17",25.1
"136","2007-07-18",25.83
"137","2007-07-19",25.83
"138","2007-07-20",25.5
"139","2007-07-23",25.5
"140","2007-07-24",25.129999
"141","2007-07-25",25.200001
"142","2007-07-26",25.299999
"143","2007-07-27",25.299999
"144","2007-07-30",24.76
"145","2007-07-31",25
"146","2007-08-01",25.049999
"147","2007-08-02",25.049999
"148","2007-08-03",24.809999
"149","2007-08-06",24.809999
"150","2007-08-07",24.82
"151","2007-08-08",23.450001
"152","2007-08-09",23.85
"153","2007-08-10",23.5
"154","2007-08-13",23.110001
"155","2007-08-14",23.25
"156","2007-08-15",23.549999
"157","2007-08-16",23.559999
"158","2007-08-17",23.530001
"159","2007-08-20",22.5
"160","2007-08-21",23.01
