"","date","HOLI"
"262","2008-01-16",8.45
"263","2008-01-17",8.2
"264","2008-01-18",8
"265","2008-01-22",8.06
"266","2008-01-23",8
"267","2008-01-24",8.12
"268","2008-01-25",8.25
"269","2008-01-28",8.1
"270","2008-01-29",8
"271","2008-01-30",7.95
"272","2008-01-31",8.35
"273","2008-02-01",7.9
"274","2008-02-04",7.95
"275","2008-02-05",7.97
"276","2008-02-06",7.85
"277","2008-02-07",7.7
"278","2008-02-08",7.8
"279","2008-02-11",7.75
"280","2008-02-12",8
"281","2008-02-13",8.08
"282","2008-02-14",8.35
"283","2008-02-15",8.45
"284","2008-02-19",8.55
"285","2008-02-20",8.5
"286","2008-02-21",8.5
"287","2008-02-22",8.5
"288","2008-02-25",8.4
"289","2008-02-26",8.8
"290","2008-02-27",8.51
"291","2008-02-28",8.75
"292","2008-02-29",8.5
"293","2008-03-03",8.2
"294","2008-03-04",8.2
"295","2008-03-05",8.16
"296","2008-03-06",7.6
"297","2008-03-07",8
"298","2008-03-10",8
"299","2008-03-11",8
"300","2008-03-12",8
"301","2008-03-13",7.8
"302","2008-03-14",7.77
"303","2008-03-17",7.5
"304","2008-03-18",7.75
"305","2008-03-19",8
"306","2008-03-20",8
"307","2008-03-24",7.9
"308","2008-03-25",7.9
"309","2008-03-26",7.81
"310","2008-03-27",7.7
"311","2008-03-28",7.8
"312","2008-03-31",7.7
"313","2008-04-01",7.71
"314","2008-04-02",7.69
"315","2008-04-03",7.69
"316","2008-04-04",7.67
"317","2008-04-07",7.67
"318","2008-04-08",7.67
"319","2008-04-09",7.67
"320","2008-04-10",7.67
"321","2008-04-11",7.67
"322","2008-04-14",7.65
"323","2008-04-15",7.69
"324","2008-04-16",7.69
"325","2008-04-17",7.5
"326","2008-04-18",7.65
"327","2008-04-21",7.6
"328","2008-04-22",7.69
"329","2008-04-23",7.5
"330","2008-04-24",7.6
"331","2008-04-25",7.6
"332","2008-04-28",7.6
"333","2008-04-29",7.5
"334","2008-04-30",7.65
"335","2008-05-01",7.4
"336","2008-05-02",7.4
"337","2008-05-05",7.4
"338","2008-05-06",6.9
"339","2008-05-07",7.15
"340","2008-05-08",7.15
"341","2008-05-09",7.15
"342","2008-05-12",7.15
"343","2008-05-13",7.15
"344","2008-05-14",6.9
"345","2008-05-15",6.53
"346","2008-05-16",6.45
"347","2008-05-19",6.7
"348","2008-05-20",6.6
"349","2008-05-21",6.45
"350","2008-05-22",6.45
"351","2008-05-23",6.45
"352","2008-05-27",6.4
"353","2008-05-28",6.6
"354","2008-05-29",6.75
"355","2008-05-30",6
"356","2008-06-02",5.85
"357","2008-06-03",6
"358","2008-06-04",5.8
"359","2008-06-05",6
"360","2008-06-06",5.8
"361","2008-06-09",6
"362","2008-06-10",6.2
"363","2008-06-11",6.3
"364","2008-06-12",6.2
"365","2008-06-13",6.1
"366","2008-06-16",6.1
"367","2008-06-17",6
"368","2008-06-18",5.9
"369","2008-06-19",5.8
"370","2008-06-20",5.6
"371","2008-06-23",5.65
"372","2008-06-24",5.6
"373","2008-06-25",5.45
"374","2008-06-26",5.27
"375","2008-06-27",5.15
"376","2008-06-30",5.24
"377","2008-07-01",5
"378","2008-07-02",5.1
"379","2008-07-03",5.15
"380","2008-07-07",5.4
"381","2008-07-08",5.3
"382","2008-07-09",5.1
"383","2008-07-10",5.55
"384","2008-07-11",5.45
"385","2008-07-14",5.4
"386","2008-07-15",5.9
"387","2008-07-16",5.75
"388","2008-07-17",6
"389","2008-07-18",6
"390","2008-07-21",6.05
"391","2008-07-22",6.35
"392","2008-07-23",6.35
"393","2008-07-24",6.35
"394","2008-07-25",6.35
"395","2008-07-28",6.27
"396","2008-07-29",6.2
"397","2008-07-30",6.75
"398","2008-07-31",7.3
"399","2008-08-01",6.99
"400","2008-08-04",6.82
"401","2008-08-05",6.5
"402","2008-08-06",6.49
"403","2008-08-07",6.55
"404","2008-08-08",7.18
"405","2008-08-11",6.88
"406","2008-08-12",6.6
"407","2008-08-13",6.88
"408","2008-08-14",6.53
"409","2008-08-15",6.6
"410","2008-08-18",6.38
"411","2008-08-19",6.2
"412","2008-08-20",6.1
"413","2008-08-21",5.85
"414","2008-08-22",5.76
"415","2008-08-25",5.6
"416","2008-08-26",5.9
"417","2008-08-27",5.9
"418","2008-08-28",6.34
"419","2008-08-29",6.08
"420","2008-09-02",6.02
"421","2008-09-03",5.97
"422","2008-09-04",5.85
"423","2008-09-05",5.8
"424","2008-09-08",5.8
"425","2008-09-09",5.7
"426","2008-09-10",5.5
"427","2008-09-11",5.9
"428","2008-09-12",5.8
"429","2008-09-15",5.34
"430","2008-09-16",4.5
"431","2008-09-17",4.17
"432","2008-09-18",4.41
"433","2008-09-19",4.15
"434","2008-09-22",4.45
"435","2008-09-23",4.03
"436","2008-09-24",4.2
"437","2008-09-25",4.75
"438","2008-09-26",4.01
"439","2008-09-29",3.5
"440","2008-09-30",4
"441","2008-10-01",4.24
"442","2008-10-02",3.8
"443","2008-10-03",3.93
"444","2008-10-06",3.64
"445","2008-10-07",3.2
"446","2008-10-08",3.45
"447","2008-10-09",2.94
"448","2008-10-10",3
"449","2008-10-13",3.02
"450","2008-10-14",2.9
"451","2008-10-15",2.71
"452","2008-10-16",2.6
"453","2008-10-17",2.57
"454","2008-10-20",2.89
"455","2008-10-21",2.95
"456","2008-10-22",3.38
"457","2008-10-23",3.16
"458","2008-10-24",2.95
"459","2008-10-27",2.79
"460","2008-10-28",2.7
"461","2008-10-29",2.61
"462","2008-10-30",2.87
"463","2008-10-31",2.93
"464","2008-11-03",3.15
"465","2008-11-04",3.19
"466","2008-11-05",3.09
"467","2008-11-06",3.25
"468","2008-11-07",3.21
"469","2008-11-10",3.1
"470","2008-11-11",3
"471","2008-11-12",2.45
"472","2008-11-13",2.84
"473","2008-11-14",2.47
"474","2008-11-17",2.65
"475","2008-11-18",2.6
"476","2008-11-19",2.27
"477","2008-11-20",2.08
"478","2008-11-21",2.03
"479","2008-11-24",2.28
"480","2008-11-25",2.4
"481","2008-11-26",2.45
"482","2008-11-28",2.5
"483","2008-12-01",2.68
"484","2008-12-02",2.6
"485","2008-12-03",2.58
"486","2008-12-04",2.5
"487","2008-12-05",2.4
"488","2008-12-08",2.5
"489","2008-12-09",3.1
"490","2008-12-10",3.19
"491","2008-12-11",2.98
"492","2008-12-12",3.15
"493","2008-12-15",2.93
"494","2008-12-16",3
"495","2008-12-17",2.95
"496","2008-12-18",2.9
"497","2008-12-19",2.9
"498","2008-12-22",2.86
"499","2008-12-23",2.82
"500","2008-12-24",2.87
"501","2008-12-26",2.87
"502","2008-12-29",2.9
"503","2008-12-30",3.03
"504","2008-12-31",2.8
"505","2009-01-02",3.05
"506","2009-01-05",3.12
"507","2009-01-06",3.3
"508","2009-01-07",2.96
"509","2009-01-08",3.09
"510","2009-01-09",2.84
"511","2009-01-12",2.82
"512","2009-01-13",2.85
"513","2009-01-14",2.62
"514","2009-01-15",2.6
"515","2009-01-16",2.51
"516","2009-01-20",2.24
"517","2009-01-21",2.35
"518","2009-01-22",2.45
"519","2009-01-23",2.49
"520","2009-01-26",2.58
"521","2009-01-27",2.5
"522","2009-01-28",2.49
"523","2009-01-29",2.5
"524","2009-01-30",2.45
"525","2009-02-02",2.43
"526","2009-02-03",2.42
"527","2009-02-04",2.81
"528","2009-02-05",2.83
"529","2009-02-06",2.86
"530","2009-02-09",2.51
"531","2009-02-10",2.4
"532","2009-02-11",2.49
"533","2009-02-12",2.56
"534","2009-02-13",2.63
"535","2009-02-17",2.46
"536","2009-02-18",2.35
"537","2009-02-19",2.35
"538","2009-02-20",2.31
"539","2009-02-23",2.17
"540","2009-02-24",2.36
"541","2009-02-25",2.3
"542","2009-02-26",2.43
"543","2009-02-27",2.45
"544","2009-03-02",2.31
"545","2009-03-03",2.43
"546","2009-03-04",2.38
"547","2009-03-05",2.45
"548","2009-03-06",2.45
"549","2009-03-09",2.45
"550","2009-03-10",2.46
"551","2009-03-11",2.45
"552","2009-03-12",2.45
"553","2009-03-13",2.46
"554","2009-03-16",3
"555","2009-03-17",2.91
"556","2009-03-18",2.89
"557","2009-03-19",2.79
"558","2009-03-20",2.8
"559","2009-03-23",3
"560","2009-03-24",2.91
"561","2009-03-25",2.91
"562","2009-03-26",3
"563","2009-03-27",3.08
"564","2009-03-30",3.09
"565","2009-03-31",3.25
"566","2009-04-01",3.24
"567","2009-04-02",3.08
"568","2009-04-03",3.25
"569","2009-04-06",3.1
"570","2009-04-07",3.43
"571","2009-04-08",3.43
"572","2009-04-09",3.49
"573","2009-04-13",3.63
"574","2009-04-14",3.75
"575","2009-04-15",4.14
"576","2009-04-16",4.15
"577","2009-04-17",4
"578","2009-04-20",3.79
"579","2009-04-21",3.91
"580","2009-04-22",3.92
"581","2009-04-23",3.9
"582","2009-04-24",4.13
"583","2009-04-27",4.02
"584","2009-04-28",3.97
"585","2009-04-29",4.29
"586","2009-04-30",4.3
"587","2009-05-01",4.48
"588","2009-05-04",4.8
"589","2009-05-05",4.6
"590","2009-05-06",4.98
"591","2009-05-07",5.16
"592","2009-05-08",5.2
"593","2009-05-11",5.34
"594","2009-05-12",5.37
"595","2009-05-13",5.19
"596","2009-05-14",5.03
"597","2009-05-15",5.19
"598","2009-05-18",5.25
"599","2009-05-19",5.14
"600","2009-05-20",5.1
"601","2009-05-21",4.9
"602","2009-05-22",5.2
"603","2009-05-26",5.5
"604","2009-05-27",5.55
"605","2009-05-28",5.6
"606","2009-05-29",5.74
"607","2009-06-01",5.86
"608","2009-06-02",5.9
"609","2009-06-03",5.95
"610","2009-06-04",6.5
"611","2009-06-05",6.78
"612","2009-06-08",6.54
"613","2009-06-09",6.46
"614","2009-06-10",6.46
"615","2009-06-11",6.4
"616","2009-06-12",6.44
"617","2009-06-15",5.56
"618","2009-06-16",5.2
"619","2009-06-17",5.18
"620","2009-06-18",5.71
"621","2009-06-19",5.97
"622","2009-06-22",5.67
"623","2009-06-23",5.64
"624","2009-06-24",5.8
"625","2009-06-25",5.72
"626","2009-06-26",5.78
"627","2009-06-29",5.71
"628","2009-06-30",5.8
"629","2009-07-01",5.89
"630","2009-07-02",5.9
"631","2009-07-06",5.68
"632","2009-07-07",5.71
"633","2009-07-08",5.68
"634","2009-07-09",5.75
"635","2009-07-10",5.52
"636","2009-07-13",5.75
"637","2009-07-14",5.8
"638","2009-07-15",5.9
"639","2009-07-16",6.14
"640","2009-07-17",6.34
"641","2009-07-20",6.36
"642","2009-07-21",6.35
"643","2009-07-22",6.66
"644","2009-07-23",6.75
"645","2009-07-24",6.9
"646","2009-07-27",6.8
"647","2009-07-28",6.54
"648","2009-07-29",6.9
"649","2009-07-30",6.55
"650","2009-07-31",6.58
"651","2009-08-03",6.88
"652","2009-08-04",7.03
"653","2009-08-05",7.01
"654","2009-08-06",6.77
"655","2009-08-07",6.68
"656","2009-08-10",6.6
"657","2009-08-11",6.65
"658","2009-08-12",6.38
"659","2009-08-13",6.5
"660","2009-08-14",6.5
"661","2009-08-17",6.25
"662","2009-08-18",6.12
"663","2009-08-19",6.25
"664","2009-08-20",6
"665","2009-08-21",6.64
"666","2009-08-24",6.65
"667","2009-08-25",6.75
"668","2009-08-26",6.67
"669","2009-08-27",6.54
"670","2009-08-28",6.7
"671","2009-08-31",6.5
"672","2009-09-01",6.23
"673","2009-09-02",6.14
"674","2009-09-03",6.05
"675","2009-09-04",6.24
"676","2009-09-08",6.13
"677","2009-09-09",6.2
"678","2009-09-10",6.68
"679","2009-09-11",7.22
"680","2009-09-14",7.69
"681","2009-09-15",8.62
"682","2009-09-16",8.78
"683","2009-09-17",8.9
"684","2009-09-18",9.29
"685","2009-09-21",9.03
"686","2009-09-22",9.88
"687","2009-09-23",9.97
"688","2009-09-24",9.41
"689","2009-09-25",9.37
"690","2009-09-28",9.53
"691","2009-09-29",9.19
"692","2009-09-30",9.49
"693","2009-10-01",8.67
"694","2009-10-02",8.62
"695","2009-10-05",9.16
"696","2009-10-06",9.25
"697","2009-10-07",9.15
"698","2009-10-08",9.24
"699","2009-10-09",9.25
"700","2009-10-12",9.91
"701","2009-10-13",9.29
"702","2009-10-14",9.33
"703","2009-10-15",10.1
"704","2009-10-16",10.14
"705","2009-10-19",10.19
"706","2009-10-20",10.04
"707","2009-10-21",9.84
"708","2009-10-22",9.59
"709","2009-10-23",9.68
"710","2009-10-26",9.68
"711","2009-10-27",9.51
"712","2009-10-28",8.66
"713","2009-10-29",9.45
"714","2009-10-30",9.62
"715","2009-11-02",9.95
"716","2009-11-03",9.99
"717","2009-11-04",10.25
"718","2009-11-05",10.5
"719","2009-11-06",10.77
"720","2009-11-09",10.99
"721","2009-11-10",10.7
"722","2009-11-11",10.9
"723","2009-11-12",10.39
"724","2009-11-13",10.92
"725","2009-11-16",11.5
"726","2009-11-17",12
"727","2009-11-18",11.41
"728","2009-11-19",12.03
"729","2009-11-20",11.91
"730","2009-11-23",12.22
"731","2009-11-24",13.09
"732","2009-11-25",12.9
"733","2009-11-27",12.82
"734","2009-11-30",12.65
"735","2009-12-01",12.7
"736","2009-12-02",12.45
"737","2009-12-03",12.34
"738","2009-12-04",12.01
"739","2009-12-07",12.1
"740","2009-12-08",12.05
"741","2009-12-09",11.93
"742","2009-12-10",11.83
"743","2009-12-11",11.97
"744","2009-12-14",11.87
"745","2009-12-15",11.55
"746","2009-12-16",11.98
"747","2009-12-17",11.91
"748","2009-12-18",11.7
"749","2009-12-21",11.77
"750","2009-12-22",11.72
"751","2009-12-23",11.73
"752","2009-12-24",11.67
"753","2009-12-28",11.24
"754","2009-12-29",12.12
"755","2009-12-30",11.94
"756","2009-12-31",12.01
"757","2010-01-04",12.46
"758","2010-01-05",12.49
"759","2010-01-06",12.54
"760","2010-01-07",12.53
"761","2010-01-08",12.46
"762","2010-01-11",12.25
"763","2010-01-12",11.41
"764","2010-01-13",11.6
"765","2010-01-14",11.97
"766","2010-01-15",12.21
"767","2010-01-19",12.48
"768","2010-01-20",12.07
"769","2010-01-21",11.37
"770","2010-01-22",11.44
"771","2010-01-25",11.59
"772","2010-01-26",11.47
"773","2010-01-27",11.77
"774","2010-01-28",11.8
"775","2010-01-29",11.5
"776","2010-02-01",11.44
"777","2010-02-02",12.44
"778","2010-02-03",11.97
"779","2010-02-04",11.25
"780","2010-02-05",11.24
"781","2010-02-08",11.25
"782","2010-02-09",11.95
"783","2010-02-10",11.96
"784","2010-02-11",10.27
"785","2010-02-12",10.75
"786","2010-02-16",10.67
"787","2010-02-17",10.47
"788","2010-02-18",10.72
"789","2010-02-19",10.75
"790","2010-02-22",10.59
"791","2010-02-23",10.13
"792","2010-02-24",9.69
"793","2010-02-25",10.18
"794","2010-02-26",10.06
"795","2010-03-01",10.14
"796","2010-03-02",10.28
"797","2010-03-03",10.32
"798","2010-03-04",10.15
"799","2010-03-05",10.99
"800","2010-03-08",11.16
"801","2010-03-09",10.84
"802","2010-03-10",11.4
"803","2010-03-11",10.97
"804","2010-03-12",10.88
"805","2010-03-15",10.3
"806","2010-03-16",10.3
"807","2010-03-17",11.09
"808","2010-03-18",11.01
"809","2010-03-19",11.02
"810","2010-03-22",11.26
"811","2010-03-23",11.34
"812","2010-03-24",11.16
"813","2010-03-25",11.16
"814","2010-03-26",11.19
"815","2010-03-29",11.2
"816","2010-03-30",11.69
"817","2010-03-31",11.52
"818","2010-04-01",11.74
"819","2010-04-05",12.28
"820","2010-04-06",12.45
"821","2010-04-07",12.62
"822","2010-04-08",12.5
"823","2010-04-09",12.49
"824","2010-04-12",11.92
"825","2010-04-13",11.91
"826","2010-04-14",12.1
"827","2010-04-15",11.91
"828","2010-04-16",11.51
"829","2010-04-19",11.03
"830","2010-04-20",11.25
"831","2010-04-21",11.19
"832","2010-04-22",11.37
"833","2010-04-23",11.74
"834","2010-04-26",11.88
"835","2010-04-27",11.6
"836","2010-04-28",11.55
"837","2010-04-29",11.35
"838","2010-04-30",10.37
"839","2010-05-03",10.54
"840","2010-05-04",10.08
"841","2010-05-05",10.11
"842","2010-05-06",9.57
"843","2010-05-07",9.1
"844","2010-05-10",10
"845","2010-05-11",9.51
"846","2010-05-12",9.61
"847","2010-05-13",9.8
"848","2010-05-14",9.54
"849","2010-05-17",9.48
"850","2010-05-18",9.81
"851","2010-05-19",9.73
"852","2010-05-20",9.24
"853","2010-05-21",9.15
"854","2010-05-24",8.45
"855","2010-05-25",8.43
"856","2010-05-26",9.11
"857","2010-05-27",9.62
"858","2010-05-28",9.48
"859","2010-06-01",9.22
"860","2010-06-02",9.08
"861","2010-06-03",9.12
"862","2010-06-04",9.01
"863","2010-06-07",8.76
"864","2010-06-08",9.15
"865","2010-06-09",8.9
"866","2010-06-10",9.27
"867","2010-06-11",9.37
"868","2010-06-14",9.52
"869","2010-06-15",9.82
"870","2010-06-16",9.86
"871","2010-06-17",9.92
"872","2010-06-18",9.84
"873","2010-06-21",9.73
"874","2010-06-22",9.58
"875","2010-06-23",9.5
"876","2010-06-24",9.26
"877","2010-06-25",9.44
"878","2010-06-28",9.4
"879","2010-06-29",9.17
"880","2010-06-30",9.01
"881","2010-07-01",8.79
"882","2010-07-02",8.87
"883","2010-07-06",9.06
"884","2010-07-07",9.11
"885","2010-07-08",9.44
"886","2010-07-09",9
"887","2010-07-12",8.9
"888","2010-07-13",9.07
"889","2010-07-14",9
"890","2010-07-15",8.53
"891","2010-07-16",8.33
"892","2010-07-19",8.73
"893","2010-07-20",9.53
"894","2010-07-21",9.08
"895","2010-07-22",9.38
"896","2010-07-23",9.59
"897","2010-07-26",9.8
"898","2010-07-27",9.47
"899","2010-07-28",9.4
"900","2010-07-29",9.53
"901","2010-07-30",9.76
"902","2010-08-02",9.98
"903","2010-08-03",9.52
"904","2010-08-04",9.35
"905","2010-08-05",9.54
"906","2010-08-06",9.71
"907","2010-08-09",9.67
"908","2010-08-10",9.66
"909","2010-08-11",9.57
"910","2010-08-12",10.1
"911","2010-08-13",10.21
"912","2010-08-16",10.04
"913","2010-08-17",10.12
"914","2010-08-18",10.26
"915","2010-08-19",9.5
"916","2010-08-20",9.74
"917","2010-08-23",9.6
"918","2010-08-24",9.42
"919","2010-08-25",9.73
"920","2010-08-26",9.81
"921","2010-08-27",9.91
"922","2010-08-30",10.05
"923","2010-08-31",9.99
"924","2010-09-01",10
"925","2010-09-02",10.1
"926","2010-09-03",10.3
"927","2010-09-07",10.02
"928","2010-09-08",9.97
"929","2010-09-09",9.8
"930","2010-09-10",10.05
"931","2010-09-13",10.03
"932","2010-09-14",10.61
"933","2010-09-15",10.48
"934","2010-09-16",10.38
"935","2010-09-17",10.38
"936","2010-09-20",10.44
"937","2010-09-21",10.5
"938","2010-09-22",10.42
"939","2010-09-23",10.37
"940","2010-09-24",10.42
"941","2010-09-27",10.69
"942","2010-09-28",10.82
"943","2010-09-29",11.01
"944","2010-09-30",11.19
"945","2010-10-01",11.19
"946","2010-10-04",11.24
"947","2010-10-05",11.48
"948","2010-10-06",11.8
"949","2010-10-07",11.98
"950","2010-10-08",11.96
"951","2010-10-11",11.98
"952","2010-10-12",12.04
"953","2010-10-13",12.05
"954","2010-10-14",12
"955","2010-10-15",12.03
"956","2010-10-18",12.05
"957","2010-10-19",11.91
"958","2010-10-20",12.04
"959","2010-10-21",12.18
"960","2010-10-22",12.26
"961","2010-10-25",12.35
"962","2010-10-26",12.19
"963","2010-10-27",12.31
"964","2010-10-28",12.42
"965","2010-10-29",12.64
"966","2010-11-01",12.87
"967","2010-11-02",13.11
"968","2010-11-03",14.01
"969","2010-11-04",14.03
"970","2010-11-05",14.05
"971","2010-11-08",13.94
"972","2010-11-09",13.62
"973","2010-11-10",13.8
"974","2010-11-11",13.8
"975","2010-11-12",13.62
"976","2010-11-15",13.75
"977","2010-11-16",13.71
"978","2010-11-17",13.95
"979","2010-11-18",14.4
"980","2010-11-19",14.03
"981","2010-11-22",13.87
"982","2010-11-23",14
"983","2010-11-24",14
"984","2010-11-26",13.98
"985","2010-11-29",13.95
"986","2010-11-30",13.61
"987","2010-12-01",13.71
"988","2010-12-02",13.85
"989","2010-12-03",14.34
"990","2010-12-06",14.05
"991","2010-12-07",13.9
"992","2010-12-08",14.32
"993","2010-12-09",15.51
"994","2010-12-10",15.1
"995","2010-12-13",15.45
"996","2010-12-14",15.45
"997","2010-12-15",14.56
"998","2010-12-16",14.26
"999","2010-12-17",14.39
"1000","2010-12-20",14.79
"1001","2010-12-21",14.65
"1002","2010-12-22",14.84
"1003","2010-12-23",14.69
"1004","2010-12-27",14.6
"1005","2010-12-28",14.61
