"","date","NATR"
"143","2010-01-19",7.76
"144","2010-01-20",7.76
"145","2010-01-21",7.76
"146","2010-01-22",7.9
"147","2010-01-25",7.63
"148","2010-01-26",8.04
"149","2010-01-27",8.63
"150","2010-01-28",8.97
"151","2010-01-29",8.26
"152","2010-02-01",8.37
"153","2010-02-02",8.69
"154","2010-02-03",9.02
"155","2010-02-04",8.99
"156","2010-02-05",9.18
"157","2010-02-08",8.93
"158","2010-02-09",8.91
"159","2010-02-10",8.72
"160","2010-02-11",8.25
"161","2010-02-12",8.9
"162","2010-02-16",8.58
"163","2010-02-17",8.35
"164","2010-02-18",8.85
"165","2010-02-19",8.96
"166","2010-02-22",8.96
"167","2010-02-23",8.35
"168","2010-02-24",8.9
"169","2010-02-25",8.28
"170","2010-02-26",8.25
"171","2010-03-01",8.6
"172","2010-03-02",8.48
"173","2010-03-03",8.51
"174","2010-03-04",8.38
"175","2010-03-05",8.17
"176","2010-03-08",8.36
"177","2010-03-09",8.5
"178","2010-03-10",8.39
"179","2010-03-11",8.34
"180","2010-03-12",8.51
"181","2010-03-15",8.4
"182","2010-03-16",8.58
"183","2010-03-17",8.29
"184","2010-03-18",8.7
"185","2010-03-19",8.26
"186","2010-03-22",8.5
"187","2010-03-23",8.4
"188","2010-03-24",8.29
"189","2010-03-25",8.28
"190","2010-03-26",8.28
"191","2010-03-29",8.28
"192","2010-03-30",8.58
"193","2010-03-31",8.33
"194","2010-04-01",8.45
"195","2010-04-05",8.5
"196","2010-04-06",9.34
"197","2010-04-07",9.25
"198","2010-04-08",9.3
"199","2010-04-09",9.4
"200","2010-04-12",10
"201","2010-04-13",10.5
"202","2010-04-14",10.56
"203","2010-04-15",12.11
"204","2010-04-16",11.71
"205","2010-04-19",11.12
"206","2010-04-20",12
"207","2010-04-21",12
"208","2010-04-22",11.97
"209","2010-04-23",12.25
"210","2010-04-26",12.3
"211","2010-04-27",12.28
"212","2010-04-28",12.4
"213","2010-04-29",13.04
"214","2010-04-30",13.49
"215","2010-05-03",14.13
"216","2010-05-04",12.59
"217","2010-05-05",13.1
"218","2010-05-06",11.99
"219","2010-05-07",11.23
"220","2010-05-10",11.37
"221","2010-05-11",12.35
"222","2010-05-12",12.72
"223","2010-05-13",12.4
"224","2010-05-14",12.5
"225","2010-05-17",12.18
"226","2010-05-18",12.52
"227","2010-05-19",12.45
"228","2010-05-20",12.25
"229","2010-05-21",11.04
"230","2010-05-24",12.12
"231","2010-05-25",11.73
"232","2010-05-26",10.88
"233","2010-05-27",11.35
"234","2010-05-28",11.26
"235","2010-06-01",10.86
"236","2010-06-02",10.28
"237","2010-06-03",10.37
"238","2010-06-04",10.4
"239","2010-06-07",10.9
"240","2010-06-08",9.9
"241","2010-06-09",9.83
"242","2010-06-10",10.09
"243","2010-06-11",10.95
"244","2010-06-14",10.28
"245","2010-06-15",10.11
"246","2010-06-16",10.02
"247","2010-06-17",11.2
"248","2010-06-18",12.45
"249","2010-06-21",11.45
"250","2010-06-22",11.31
"251","2010-06-23",11.68
"252","2010-06-24",11.35
"253","2010-06-25",11.15
"254","2010-06-28",9.83
"255","2010-06-29",8.28
"256","2010-06-30",8.37
"257","2010-07-01",8.7
"258","2010-07-02",8.85
"259","2010-07-06",8.58
"260","2010-07-07",9.05
"261","2010-07-08",9
"262","2010-07-09",8.88
"263","2010-07-12",8.39
"264","2010-07-13",9
"265","2010-07-14",8.69
"266","2010-07-15",8.32
"267","2010-07-16",8.3
"268","2010-07-19",8.47
"269","2010-07-20",9.03
"270","2010-07-21",8.51
"271","2010-07-22",9
"272","2010-07-23",9
"273","2010-07-26",9
"274","2010-07-27",8.99
"275","2010-07-28",8.37
"276","2010-07-29",8.56
"277","2010-07-30",8.2
"278","2010-08-02",8.66
"279","2010-08-03",8.26
"280","2010-08-04",9.17
"281","2010-08-05",9.06
"282","2010-08-06",9.01
"283","2010-08-09",9.07
"284","2010-08-10",8.77
"285","2010-08-11",8.53
"286","2010-08-12",8.56
"287","2010-08-13",8.79
"288","2010-08-16",9.48
"289","2010-08-17",9.35
"290","2010-08-18",8.67
"291","2010-08-19",8.63
"292","2010-08-20",8.33
"293","2010-08-23",8.38
"294","2010-08-24",8.53
"295","2010-08-25",8.39
"296","2010-08-26",8.76
"297","2010-08-27",8.93
"298","2010-08-30",8.75
"299","2010-08-31",8.79
"300","2010-09-01",9.14
"301","2010-09-02",9.67
"302","2010-09-03",9.58
"303","2010-09-07",9.19
"304","2010-09-08",8.87
"305","2010-09-09",8.82
"306","2010-09-10",9.45
"307","2010-09-13",9.47
"308","2010-09-14",8.79
"309","2010-09-15",9.05
"310","2010-09-16",8.84
"311","2010-09-17",8.96
"312","2010-09-20",9
"313","2010-09-21",8.9
"314","2010-09-22",8.87
"315","2010-09-23",8.5
"316","2010-09-24",8.69
"317","2010-09-27",8.57
"318","2010-09-28",8.76
"319","2010-09-29",8.58
"320","2010-09-30",8.94
"321","2010-10-01",8.8
"322","2010-10-04",8.97
"323","2010-10-05",9.02
"324","2010-10-06",8.83
"325","2010-10-07",8.87
"326","2010-10-08",8.94
"327","2010-10-11",8.7
"328","2010-10-12",9
"329","2010-10-13",9
"330","2010-10-14",8.79
"331","2010-10-15",8.92
"332","2010-10-18",8.99
"333","2010-10-19",8.76
"334","2010-10-20",8.89
"335","2010-10-21",8.8
"336","2010-10-22",8.96
"337","2010-10-25",8.77
"338","2010-10-26",8.93
"339","2010-10-27",8.82
"340","2010-10-28",8.75
"341","2010-10-29",8.77
"342","2010-11-01",8.55
"343","2010-11-02",8.71
"344","2010-11-03",8.7
"345","2010-11-04",9
"346","2010-11-05",9
"347","2010-11-08",8.99
"348","2010-11-09",8.69
"349","2010-11-10",9.18
"350","2010-11-11",9.3
"351","2010-11-12",8.9
"352","2010-11-15",9
"353","2010-11-16",8.79
"354","2010-11-17",8.67
"355","2010-11-18",8.75
"356","2010-11-19",8.74
"357","2010-11-22",8.73
"358","2010-11-23",8.61
"359","2010-11-24",8.73
"360","2010-11-26",8.7
"361","2010-11-29",8.73
"362","2010-11-30",8.65
"363","2010-12-01",8.69
"364","2010-12-02",8.79
"365","2010-12-03",8.73
"366","2010-12-06",8.7
"367","2010-12-07",8.74
"368","2010-12-08",8.71
"369","2010-12-09",8.72
"370","2010-12-10",8.75
"371","2010-12-13",8.69
"372","2010-12-14",8.73
"373","2010-12-15",8.8
"374","2010-12-16",9.12
"375","2010-12-17",9.05
"376","2010-12-20",8.88
"377","2010-12-21",8.95
"378","2010-12-22",8.94
"379","2010-12-23",8.7
"380","2010-12-27",8.92
"381","2010-12-28",8.91
"382","2010-12-29",8.84
"383","2010-12-30",8.84
"384","2010-12-31",8.98
"385","2011-01-03",8.88
"386","2011-01-04",8.73
"387","2011-01-05",8.67
"388","2011-01-06",8.66
"389","2011-01-07",8.56
"390","2011-01-10",8.69
"391","2011-01-11",8.78
"392","2011-01-12",8.94
"393","2011-01-13",8.72
"394","2011-01-14",8.87
"395","2011-01-18",8.9
"396","2011-01-19",8.36
"397","2011-01-20",8.13
"398","2011-01-21",8
"399","2011-01-24",8.11
"400","2011-01-25",8.03
"401","2011-01-26",8.5
"402","2011-01-27",8.35
"403","2011-01-28",7.85
"404","2011-01-31",8.15
"405","2011-02-01",8.45
"406","2011-02-02",8.44
"407","2011-02-03",8.39
"408","2011-02-04",8.29
"409","2011-02-07",8.4
"410","2011-02-08",8.41
"411","2011-02-09",8.34
"412","2011-02-10",8.17
"413","2011-02-11",8.34
"414","2011-02-14",8.2
"415","2011-02-15",8.18
"416","2011-02-16",8.4
"417","2011-02-17",8.46
"418","2011-02-18",8.35
"419","2011-02-22",8.02
"420","2011-02-23",8
"421","2011-02-24",8.19
"422","2011-02-25",8.21
"423","2011-02-28",8.23
"424","2011-03-01",8.07
"425","2011-03-02",8.36
"426","2011-03-03",8.5
"427","2011-03-04",8.36
"428","2011-03-07",8.08
"429","2011-03-08",8.4
"430","2011-03-09",8.27
"431","2011-03-10",8
"432","2011-03-11",8.06
"433","2011-03-14",8.17
"434","2011-03-15",8.55
"435","2011-03-16",8.28
"436","2011-03-17",8.78
"437","2011-03-18",9.06
"438","2011-03-21",9
"439","2011-03-22",9.09
"440","2011-03-23",9.04
"441","2011-03-24",8.87
"442","2011-03-25",8.94
"443","2011-03-28",8.75
"444","2011-03-29",9
"445","2011-03-30",9.05
"446","2011-03-31",8.96
"447","2011-04-01",8.95
"448","2011-04-04",8.98
"449","2011-04-05",8.97
"450","2011-04-06",9.01
"451","2011-04-07",8.93
"452","2011-04-08",8.91
"453","2011-04-11",8.62
"454","2011-04-12",8.8
"455","2011-04-13",8.76
"456","2011-04-14",8.93
"457","2011-04-15",8.94
"458","2011-04-18",8.75
"459","2011-04-19",8.95
"460","2011-04-20",8.88
"461","2011-04-21",8.88
"462","2011-04-25",8.82
"463","2011-04-26",8.77
"464","2011-04-27",8.78
"465","2011-04-28",8.87
"466","2011-04-29",8.92
"467","2011-05-02",8.48
"468","2011-05-03",8.47
"469","2011-05-04",8.28
"470","2011-05-05",8.2
"471","2011-05-06",10.77
"472","2011-05-09",11.86
"473","2011-05-10",12.03
"474","2011-05-11",11.53
"475","2011-05-12",11.75
"476","2011-05-13",11.59
"477","2011-05-16",11.44
"478","2011-05-17",10.12
"479","2011-05-18",10.3
"480","2011-05-19",10.11
"481","2011-05-20",10.08
"482","2011-05-23",10.1
"483","2011-05-24",10.65
"484","2011-05-25",11.38
"485","2011-05-26",13.67
"486","2011-05-27",13.59
"487","2011-05-31",14.15
"488","2011-06-01",13.49
"489","2011-06-02",13.62
"490","2011-06-03",14.17
"491","2011-06-06",14.84
"492","2011-06-07",15.25
"493","2011-06-08",14.95
"494","2011-06-09",14.88
"495","2011-06-10",14.84
"496","2011-06-13",14.8
"497","2011-06-14",14.85
"498","2011-06-15",14.66
"499","2011-06-16",15.05
"500","2011-06-17",14.58
"501","2011-06-20",15.97
"502","2011-06-21",16.969999
"503","2011-06-22",17.65
"504","2011-06-23",17.43
"505","2011-06-24",18.16
"506","2011-06-27",19.799999
"507","2011-06-28",19.530001
"508","2011-06-29",19.51
"509","2011-06-30",19.48
"510","2011-07-01",19.5
"511","2011-07-05",19.110001
"512","2011-07-06",18.99
"513","2011-07-07",19.51
"514","2011-07-08",19.780001
"515","2011-07-11",19.969999
"516","2011-07-12",19.48
"517","2011-07-13",19.76
"518","2011-07-14",19.25
"519","2011-07-15",19.5
"520","2011-07-18",19.35
"521","2011-07-19",19.49
"522","2011-07-20",20.219999
"523","2011-07-21",20.309999
"524","2011-07-22",20
"525","2011-07-25",18.370001
"526","2011-07-26",18.459999
"527","2011-07-27",17.450001
"528","2011-07-28",17.389999
"529","2011-07-29",16.690001
"530","2011-08-01",15.95
"531","2011-08-02",15.91
"532","2011-08-03",19.6
"533","2011-08-04",19.549999
"534","2011-08-05",18.98
"535","2011-08-08",18.299999
"536","2011-08-09",18.809999
"537","2011-08-10",18.33
"538","2011-08-11",18.42
"539","2011-08-12",18.42
"540","2011-08-15",18.450001
"541","2011-08-16",18.07
"542","2011-08-17",18.24
"543","2011-08-18",18.200001
"544","2011-08-19",18.219999
"545","2011-08-22",18.25
"546","2011-08-23",18.389999
"547","2011-08-24",18.25
"548","2011-08-25",18.07
"549","2011-08-26",18.219999
"550","2011-08-29",18.25
"551","2011-08-30",18.25
"552","2011-08-31",17.209999
"553","2011-09-01",17.809999
"554","2011-09-02",17.77
"555","2011-09-06",17.16
"556","2011-09-07",17.48
"557","2011-09-08",16.870001
"558","2011-09-09",16.299999
"559","2011-09-12",15.91
"560","2011-09-13",16.370001
"561","2011-09-14",17
"562","2011-09-15",16.950001
"563","2011-09-16",16.9
"564","2011-09-19",16.299999
"565","2011-09-20",15.33
"566","2011-09-21",15.54
"567","2011-09-22",14.44
"568","2011-09-23",14.35
"569","2011-09-26",14.35
"570","2011-09-27",15.4
"571","2011-09-28",14.98
"572","2011-09-29",14.33
"573","2011-09-30",14.08
"574","2011-10-03",12.5
"575","2011-10-04",14.13
"576","2011-10-05",14.45
"577","2011-10-06",14.46
"578","2011-10-07",14.04
"579","2011-10-10",15.12
"580","2011-10-11",14.64
"581","2011-10-12",15.14
"582","2011-10-13",15.28
"583","2011-10-14",15.93
"584","2011-10-17",15.12
"585","2011-10-18",15.42
"586","2011-10-19",14.8
"587","2011-10-20",15.06
"588","2011-10-21",15.37
"589","2011-10-24",16.309999
"590","2011-10-25",15.26
"591","2011-10-26",16.129999
"592","2011-10-27",18.25
"593","2011-10-28",18.01
"594","2011-10-31",17.360001
"595","2011-11-01",16.68
"596","2011-11-02",17.4
"597","2011-11-03",18.15
"598","2011-11-04",17.02
"599","2011-11-07",16.469999
"600","2011-11-08",15.71
"601","2011-11-09",15.42
"602","2011-11-10",15.34
"603","2011-11-11",15.52
"604","2011-11-14",15.1
"605","2011-11-15",15.98
"606","2011-11-16",17.23
"607","2011-11-17",16.780001
"608","2011-11-18",17.91
"609","2011-11-21",17.75
"610","2011-11-22",17.73
"611","2011-11-23",16.440001
"612","2011-11-25",15.93
"613","2011-11-28",17
"614","2011-11-29",17.049999
"615","2011-11-30",17.66
"616","2011-12-01",16.450001
"617","2011-12-02",16.700001
"618","2011-12-05",16.75
"619","2011-12-06",16.66
"620","2011-12-07",16.450001
"621","2011-12-08",15.52
"622","2011-12-09",16.24
"623","2011-12-12",15.06
"624","2011-12-13",14.6
"625","2011-12-14",14.45
"626","2011-12-15",15
"627","2011-12-16",15.2
"628","2011-12-19",15.14
"629","2011-12-20",15.94
"630","2011-12-21",15.83
"631","2011-12-22",15.49
"632","2011-12-23",15.58
"633","2011-12-27",15.79
"634","2011-12-28",15.5
"635","2011-12-29",15.89
"636","2011-12-30",15.52
"637","2012-01-03",16.33
"638","2012-01-04",15.87
"639","2012-01-05",15.64
"640","2012-01-06",15.62
"641","2012-01-09",15.59
"642","2012-01-10",15.46
"643","2012-01-11",15.32
"644","2012-01-12",14.8
"645","2012-01-13",14.33
"646","2012-01-17",14.52
"647","2012-01-18",14.82
"648","2012-01-19",15.35
"649","2012-01-20",15.51
"650","2012-01-23",15.1
"651","2012-01-24",15.41
"652","2012-01-25",15.69
"653","2012-01-26",15.49
"654","2012-01-27",15.33
"655","2012-01-30",14.57
"656","2012-01-31",14.9
"657","2012-02-01",15.48
"658","2012-02-02",15.29
"659","2012-02-03",15.87
"660","2012-02-06",15.85
"661","2012-02-07",16.110001
"662","2012-02-08",16.200001
"663","2012-02-09",16.290001
"664","2012-02-10",15.95
"665","2012-02-13",16.209999
"666","2012-02-14",16.16
"667","2012-02-15",16.200001
"668","2012-02-16",16.219999
"669","2012-02-17",16.16
"670","2012-02-21",15.84
"671","2012-02-22",15.44
"672","2012-02-23",15.88
"673","2012-02-24",15.5
"674","2012-02-27",15.15
"675","2012-02-28",14.9
"676","2012-02-29",14.75
"677","2012-03-01",14.52
"678","2012-03-02",14.63
"679","2012-03-05",16.969999
"680","2012-03-06",16.219999
"681","2012-03-07",16.459999
"682","2012-03-08",16.27
"683","2012-03-09",16.549999
"684","2012-03-12",16.440001
"685","2012-03-13",16.66
"686","2012-03-14",16.690001
"687","2012-03-15",16
"688","2012-03-16",16
"689","2012-03-19",15.69
"690","2012-03-20",15.64
"691","2012-03-21",15.67
"692","2012-03-22",15.76
"693","2012-03-23",16.200001
"694","2012-03-26",17.110001
"695","2012-03-27",16.84
"696","2012-03-28",16.68
"697","2012-03-29",16.41
"698","2012-03-30",16.02
"699","2012-04-02",16.120001
"700","2012-04-03",15.92
"701","2012-04-04",15.74
"702","2012-04-05",15.47
"703","2012-04-09",14.86
"704","2012-04-10",14.4
"705","2012-04-11",14.37
"706","2012-04-12",14.5
"707","2012-04-13",14.17
"708","2012-04-16",13.65
"709","2012-04-17",14.37
"710","2012-04-18",14.33
"711","2012-04-19",14.45
"712","2012-04-20",14.64
"713","2012-04-23",14.44
"714","2012-04-24",14.71
"715","2012-04-25",15.18
"716","2012-04-26",15.34
"717","2012-04-27",15.51
"718","2012-04-30",15.48
"719","2012-05-01",14.94
"720","2012-05-02",15.17
"721","2012-05-03",15.05
"722","2012-05-04",14.63
"723","2012-05-07",14.17
"724","2012-05-08",14.86
"725","2012-05-09",14.75
"726","2012-05-10",14.69
"727","2012-05-11",14.24
"728","2012-05-14",13.21
"729","2012-05-15",13.78
"730","2012-05-16",14.14
"731","2012-05-17",13.5
"732","2012-05-18",13.54
"733","2012-05-21",13.81
"734","2012-05-22",13.34
"735","2012-05-23",13.32
"736","2012-05-24",13.26
"737","2012-05-25",13.16
"738","2012-05-29",14.04
"739","2012-05-30",14.08
"740","2012-05-31",14.6
"741","2012-06-01",14.33
"742","2012-06-04",14.17
"743","2012-06-05",14.29
"744","2012-06-06",14.6
"745","2012-06-07",14.44
"746","2012-06-08",14.72
"747","2012-06-11",14.18
"748","2012-06-12",14.19
"749","2012-06-13",14.14
"750","2012-06-14",14.64
"751","2012-06-15",15.06
"752","2012-06-18",14.93
"753","2012-06-19",14.91
"754","2012-06-20",14.77
"755","2012-06-21",13.7
"756","2012-06-22",14.07
"757","2012-06-25",13.98
"758","2012-06-26",14.04
"759","2012-06-27",14.26
"760","2012-06-28",14.44
"761","2012-06-29",15.1
"762","2012-07-02",15.72
"763","2012-07-03",16.25
"764","2012-07-05",16.66
"765","2012-07-06",16.809999
"766","2012-07-09",16.67
"767","2012-07-10",16.91
"768","2012-07-11",16.68
"769","2012-07-12",15.71
"770","2012-07-13",16.57
"771","2012-07-16",16.1
"772","2012-07-17",15.55
"773","2012-07-18",15.37
"774","2012-07-19",15.2
"775","2012-07-20",15.08
"776","2012-07-23",15.13
"777","2012-07-24",14.42
"778","2012-07-25",14.57
"779","2012-07-26",14.95
"780","2012-07-27",15.57
"781","2012-07-30",15.4
"782","2012-07-31",15.46
"783","2012-08-01",14.87
"784","2012-08-02",14.99
"785","2012-08-03",16.01
"786","2012-08-06",15.22
"787","2012-08-07",15.86
"788","2012-08-08",15.45
"789","2012-08-09",14.44
"790","2012-08-10",14.38
"791","2012-08-13",14.09
"792","2012-08-14",14.11
"793","2012-08-15",14.44
"794","2012-08-16",14.45
"795","2012-08-17",15.13
"796","2012-08-20",14.71
"797","2012-08-21",14.74
"798","2012-08-22",14.5
"799","2012-08-23",14.75
"800","2012-08-24",15.25
"801","2012-08-27",15.02
"802","2012-08-28",15.1
"803","2012-08-29",15.38
"804","2012-08-30",15.25
"805","2012-08-31",15.77
"806","2012-09-04",15.48
"807","2012-09-05",15.58
"808","2012-09-06",15.32
"809","2012-09-07",15.34
"810","2012-09-10",15.32
"811","2012-09-11",15.21
"812","2012-09-12",15.21
"813","2012-09-13",15.35
"814","2012-09-14",15.58
"815","2012-09-17",15.93
"816","2012-09-18",15.9
"817","2012-09-19",15.91
"818","2012-09-20",15.87
"819","2012-09-21",16.309999
"820","2012-09-24",16.32
"821","2012-09-25",16.190001
"822","2012-09-26",16.120001
"823","2012-09-27",16.51
"824","2012-09-28",16.34
"825","2012-10-01",17.33
"826","2012-10-02",17.73
"827","2012-10-03",17.709999
"828","2012-10-04",17.610001
"829","2012-10-05",17.08
"830","2012-10-08",17.35
"831","2012-10-09",17.299999
"832","2012-10-10",17.4
"833","2012-10-11",17.58
"834","2012-10-12",17.620001
"835","2012-10-15",17.6
"836","2012-10-16",17.59
"837","2012-10-17",17.66
"838","2012-10-18",17.52
"839","2012-10-19",17
"840","2012-10-22",17.17
"841","2012-10-23",16.690001
"842","2012-10-24",16.790001
"843","2012-10-25",16.940001
"844","2012-10-26",17.01
"845","2012-10-31",17.190001
"846","2012-11-01",16.82
"847","2012-11-02",14.21
"848","2012-11-05",14.69
"849","2012-11-06",14.56
"850","2012-11-07",14.51
"851","2012-11-08",14.27
"852","2012-11-09",14.49
"853","2012-11-12",14.97
"854","2012-11-13",14.92
"855","2012-11-14",14.92
"856","2012-11-15",14.94
"857","2012-11-16",15.1
"858","2012-11-19",15.03
"859","2012-11-20",14.72
"860","2012-11-21",14.91
"861","2012-11-23",15.07
"862","2012-11-26",15.57
"863","2012-11-27",15.64
"864","2012-11-28",15.31
"865","2012-11-29",15.13
"866","2012-11-30",15.33
"867","2012-12-03",15.04
"868","2012-12-04",15.34
"869","2012-12-05",15.16
"870","2012-12-06",14.92
"871","2012-12-07",15.26
"872","2012-12-10",15.15
"873","2012-12-11",15.44
"874","2012-12-12",15.35
"875","2012-12-13",15.07
"876","2012-12-14",15.11
"877","2012-12-17",15.18
"878","2012-12-18",15.44
"879","2012-12-19",15.36
"880","2012-12-20",15.11
"881","2012-12-21",14.41
"882","2012-12-24",14.23
"883","2012-12-26",13.02
"884","2012-12-27",13.81
"885","2012-12-28",14
"886","2012-12-31",14.48
"887","2013-01-02",14.97
"888","2013-01-03",15.29
"889","2013-01-04",15.41
"890","2013-01-07",15.05
"891","2013-01-08",14.78
"892","2013-01-09",14.92
"893","2013-01-10",14.93
"894","2013-01-11",14.86
"895","2013-01-14",14.77
"896","2013-01-15",15.06
"897","2013-01-16",14.78
"898","2013-01-17",14.75
"899","2013-01-18",14.97
"900","2013-01-22",14.83
"901","2013-01-23",14.56
"902","2013-01-24",14.32
"903","2013-01-25",14.46
"904","2013-01-28",14.68
"905","2013-01-29",14.64
"906","2013-01-30",14.29
"907","2013-01-31",14.42
"908","2013-02-01",14.75
"909","2013-02-04",14.46
"910","2013-02-05",14.99
"911","2013-02-06",15.01
"912","2013-02-07",14.72
"913","2013-02-08",15
"914","2013-02-11",14.95
"915","2013-02-12",14.81
"916","2013-02-13",14.78
"917","2013-02-14",14.89
"918","2013-02-15",14.97
"919","2013-02-19",14.93
"920","2013-02-20",14.58
"921","2013-02-21",14.31
"922","2013-02-22",14.41
"923","2013-02-25",14.53
"924","2013-02-26",14.41
"925","2013-02-27",14.28
"926","2013-02-28",14.46
"927","2013-03-01",14.43
"928","2013-03-04",14.71
"929","2013-03-05",14.98
"930","2013-03-06",14.72
"931","2013-03-07",13.89
"932","2013-03-08",14.21
"933","2013-03-11",15.56
"934","2013-03-12",15.58
"935","2013-03-13",15.4
"936","2013-03-14",14.44
"937","2013-03-15",15.74
"938","2013-03-18",15.51
"939","2013-03-19",15.03
"940","2013-03-20",15.46
"941","2013-03-21",15.36
"942","2013-03-22",15.45
"943","2013-03-25",15.2
"944","2013-03-26",15.32
"945","2013-03-27",15.36
"946","2013-03-28",15.24
"947","2013-04-01",15.72
"948","2013-04-02",15.87
"949","2013-04-03",15.59
"950","2013-04-04",15.62
"951","2013-04-05",15.27
"952","2013-04-08",15.23
"953","2013-04-09",14.9
"954","2013-04-10",15.46
"955","2013-04-11",15.42
"956","2013-04-12",14.96
"957","2013-04-15",14.09
"958","2013-04-16",14.74
"959","2013-04-17",14.31
"960","2013-04-18",14.23
"961","2013-04-19",14.49
"962","2013-04-22",14.39
"963","2013-04-23",14.72
"964","2013-04-24",14.75
"965","2013-04-25",14.74
"966","2013-04-26",14.3
"967","2013-04-29",14.55
"968","2013-04-30",14.63
"969","2013-05-01",13.64
"970","2013-05-02",14.18
"971","2013-05-03",14.44
"972","2013-05-06",14.63
"973","2013-05-07",14.86
"974","2013-05-08",15.63
"975","2013-05-09",15.73
"976","2013-05-10",15.53
"977","2013-05-13",14.88
"978","2013-05-14",14.93
"979","2013-05-15",14.83
"980","2013-05-16",15.12
"981","2013-05-17",15.31
"982","2013-05-20",15.99
"983","2013-05-21",15.63
"984","2013-05-22",15.39
"985","2013-05-23",15.44
"986","2013-05-24",15.52
"987","2013-05-28",15.97
"988","2013-05-29",15.4
"989","2013-05-30",15.52
"990","2013-05-31",15.4
"991","2013-06-03",15.65
"992","2013-06-04",15.48
"993","2013-06-05",15.62
"994","2013-06-06",15.63
"995","2013-06-07",15.85
"996","2013-06-10",15.84
"997","2013-06-11",16.23
"998","2013-06-12",16.559999
"999","2013-06-13",17.25
