"","date","DOW"
"1","2019-03-20",49.799999
"2","2019-03-21",48.98
"3","2019-03-22",48.599998
"4","2019-03-25",49.150002
"5","2019-03-26",48.849998
"6","2019-03-27",50.099998
"7","2019-03-28",50.849998
"8","2019-03-29",51.630001
"9","2019-04-01",53.5
"10","2019-04-02",56.25
"11","2019-04-03",56.880001
"12","2019-04-04",59.709999
"13","2019-04-05",57.240002
"14","2019-04-08",57.150002
"15","2019-04-09",56.27
"16","2019-04-10",55.709999
"17","2019-04-11",54.889999
"18","2019-04-12",58.299999
"19","2019-04-15",57.779999
"20","2019-04-16",58.5
"21","2019-04-17",58.32
"22","2019-04-18",57.77
"23","2019-04-22",57.889999
"24","2019-04-23",57.639999
"25","2019-04-24",55.98
"26","2019-04-25",55.330002
"27","2019-04-26",55.25
"28","2019-04-29",55.5
"29","2019-04-30",56.73
"30","2019-05-01",56.130001
"31","2019-05-02",52.700001
"32","2019-05-03",53.299999
"33","2019-05-06",53.459999
"34","2019-05-07",52.950001
"35","2019-05-08",52.48
"36","2019-05-09",52.93
"37","2019-05-10",53.07
"38","2019-05-13",50.950001
"39","2019-05-14",52.48
"40","2019-05-15",52.950001
"41","2019-05-16",52.98
"42","2019-05-17",50.799999
"43","2019-05-20",50.080002
"44","2019-05-21",50.630001
"45","2019-05-22",50.209999
"46","2019-05-23",48.709999
"47","2019-05-24",49.200001
"48","2019-05-28",48.560001
"49","2019-05-29",48.709999
"50","2019-05-30",48.470001
"51","2019-05-31",46.759998
"52","2019-06-03",47.959999
"53","2019-06-04",49.93
"54","2019-06-05",50.34
"55","2019-06-06",51.060001
"56","2019-06-07",51.299999
"57","2019-06-10",51.619999
"58","2019-06-11",52.040001
"59","2019-06-12",52.490002
"60","2019-06-13",52.880001
"61","2019-06-14",51.150002
"62","2019-06-17",49.349998
"63","2019-06-18",49.610001
"64","2019-06-19",48.5
"65","2019-06-20",48.93
"66","2019-06-21",48.360001
"67","2019-06-24",49.580002
"68","2019-06-25",49.689999
"69","2019-06-26",50.450001
"70","2019-06-27",50.91
"71","2019-06-28",49.310001
"72","2019-07-01",50.16
"73","2019-07-02",49.400002
"74","2019-07-03",49.330002
"75","2019-07-05",49.310001
"76","2019-07-08",48.52
"77","2019-07-09",47.869999
"78","2019-07-10",47.549999
"79","2019-07-11",47.779999
"80","2019-07-12",49.709999
"81","2019-07-15",50.93
"82","2019-07-16",52.32
"83","2019-07-17",51.599998
"84","2019-07-18",51.75
"85","2019-07-19",51.52
"86","2019-07-22",50.880001
"87","2019-07-23",52.619999
"88","2019-07-24",52.790001
"89","2019-07-25",50.77
"90","2019-07-26",49.110001
"91","2019-07-29",48.049999
"92","2019-07-30",48.400002
"93","2019-07-31",48.439999
"94","2019-08-01",46.849998
"95","2019-08-02",45.599998
"96","2019-08-05",44.77
"97","2019-08-06",44.43
"98","2019-08-07",44.889999
"99","2019-08-08",46.790001
"100","2019-08-09",46.639999
"101","2019-08-12",45.689999
"102","2019-08-13",46.849998
"103","2019-08-14",44.080002
"104","2019-08-15",43.380001
"105","2019-08-16",44.509998
"106","2019-08-19",45.599998
"107","2019-08-20",43.16
"108","2019-08-21",43.279999
"109","2019-08-22",42.049999
"110","2019-08-23",40.709999
"111","2019-08-26",40.82
"112","2019-08-27",41.169998
"113","2019-08-28",42.52
"114","2019-08-29",42.369999
"115","2019-08-30",42.630001
"116","2019-09-03",41.799999
"117","2019-09-04",42.540001
"118","2019-09-05",43.360001
"119","2019-09-06",43.240002
"120","2019-09-09",44.450001
"121","2019-09-10",46.32
"122","2019-09-11",46.880001
"123","2019-09-12",46.970001
"124","2019-09-13",48.200001
"125","2019-09-16",49.009998
"126","2019-09-17",48
"127","2019-09-18",47.509998
"128","2019-09-19",47.639999
"129","2019-09-20",48.209999
"130","2019-09-23",47.91
"131","2019-09-24",46.599998
"132","2019-09-25",47.68
"133","2019-09-26",47.23
"134","2019-09-27",47.07
"135","2019-09-30",47.650002
"136","2019-10-01",45.970001
"137","2019-10-02",44.93
"138","2019-10-03",45.310001
"139","2019-10-04",45.34
"140","2019-10-07",45.169998
"141","2019-10-08",43.849998
"142","2019-10-09",44.009998
"143","2019-10-10",44.919998
"144","2019-10-11",47.130001
"145","2019-10-14",46.82
"146","2019-10-15",47.200001
"147","2019-10-16",47.119999
"148","2019-10-17",47.810001
"149","2019-10-18",47.959999
"150","2019-10-21",47.119999
"151","2019-10-22",46.82
"152","2019-10-23",47.23
"153","2019-10-24",49.470001
"154","2019-10-25",50.48
"155","2019-10-28",51.209999
"156","2019-10-29",51.490002
"157","2019-10-30",51.029999
"158","2019-10-31",50.490002
"159","2019-11-01",52.310001
"160","2019-11-04",54.169998
"161","2019-11-05",54.200001
"162","2019-11-06",54.279999
"163","2019-11-07",55.799999
"164","2019-11-08",55.990002
"165","2019-11-11",55.810001
"166","2019-11-12",55.16
"167","2019-11-13",53.66
"168","2019-11-14",53.950001
"169","2019-11-15",54.860001
"170","2019-11-18",54.32
"171","2019-11-19",53.389999
"172","2019-11-20",52.669998
"173","2019-11-21",53.880001
"174","2019-11-22",54.200001
"175","2019-11-25",55.200001
"176","2019-11-26",55.369999
"177","2019-11-27",54.279999
"178","2019-11-29",53.369999
"179","2019-12-02",53.16
"180","2019-12-03",51.82
"181","2019-12-04",52.279999
"182","2019-12-05",52
"183","2019-12-06",53.220001
"184","2019-12-09",53.27
"185","2019-12-10",53.130001
"186","2019-12-11",53.099998
"187","2019-12-12",54.450001
"188","2019-12-13",53.279999
"189","2019-12-16",54.169998
"190","2019-12-17",54.66
"191","2019-12-18",54.25
"192","2019-12-19",54.52
"193","2019-12-20",54.610001
"194","2019-12-23",54.93
"195","2019-12-24",54.900002
"196","2019-12-26",55.220001
