"","date","DOW"
"197","2019-12-27",54.830002
"198","2019-12-30",54.34
"199","2019-12-31",54.73
"200","2020-01-02",53.75
"201","2020-01-03",52.419998
"202","2020-01-06",52.209999
"203","2020-01-07",52.189999
"204","2020-01-08",52.73
"205","2020-01-09",52.189999
"206","2020-01-10",51.5
"207","2020-01-13",52.349998
"208","2020-01-14",52.240002
"209","2020-01-15",52.27
"210","2020-01-16",52.48
"211","2020-01-17",53.34
"212","2020-01-21",52.599998
"213","2020-01-22",50.869999
"214","2020-01-23",50.25
"215","2020-01-24",48.490002
"216","2020-01-27",47.18
"217","2020-01-28",47.16
"218","2020-01-29",49.669998
"219","2020-01-30",48.470001
"220","2020-01-31",46.07
"221","2020-02-03",46.740002
"222","2020-02-04",48.049999
"223","2020-02-05",49.610001
"224","2020-02-06",49.200001
"225","2020-02-07",48.029999
"226","2020-02-10",48.189999
"227","2020-02-11",48.790001
"228","2020-02-12",49.380001
"229","2020-02-13",48.299999
"230","2020-02-14",48.630001
"231","2020-02-18",47.740002
"232","2020-02-19",47.560001
"233","2020-02-20",48.759998
"234","2020-02-21",48.299999
"235","2020-02-24",46.240002
"236","2020-02-25",43.950001
"237","2020-02-26",43.049999
"238","2020-02-27",39.549999
"239","2020-02-28",40.41
"240","2020-03-02",41.419998
"241","2020-03-03",40.560001
"242","2020-03-04",41.91
"243","2020-03-05",40.099998
"244","2020-03-06",38.970001
"245","2020-03-09",30.530001
"246","2020-03-10",31.4
"247","2020-03-11",27.99
"248","2020-03-12",23.67
"249","2020-03-13",25.690001
"250","2020-03-16",22
"251","2020-03-17",26.6
"252","2020-03-18",26.440001
"253","2020-03-19",28.120001
"254","2020-03-20",27.440001
"255","2020-03-23",26.58
"256","2020-03-24",28.469999
"257","2020-03-25",30.379999
"258","2020-03-26",29.68
"259","2020-03-27",28.559999
"260","2020-03-30",28.65
"261","2020-03-31",29.24
"262","2020-04-01",27.040001
"263","2020-04-02",28.030001
"264","2020-04-03",27.969999
"265","2020-04-06",30.540001
"266","2020-04-07",32.330002
"267","2020-04-08",34.790001
"268","2020-04-09",36.560001
"269","2020-04-13",35.23
"270","2020-04-14",35.369999
"271","2020-04-15",32.23
"272","2020-04-16",31.629999
"273","2020-04-17",33.419998
"274","2020-04-20",31.530001
"275","2020-04-21",30.879999
"276","2020-04-22",31.84
"277","2020-04-23",32.560001
"278","2020-04-24",33.119999
"279","2020-04-27",34.439999
"280","2020-04-28",35.869999
"281","2020-04-29",37.470001
"282","2020-04-30",36.689999
"283","2020-05-01",33.93
"284","2020-05-04",33.060001
"285","2020-05-05",33.369999
"286","2020-05-06",31.959999
"287","2020-05-07",32.849998
"288","2020-05-08",34.330002
"289","2020-05-11",33.900002
"290","2020-05-12",33.790001
"291","2020-05-13",32.349998
"292","2020-05-14",33.509998
"293","2020-05-15",33.560001
"294","2020-05-18",36.740002
"295","2020-05-19",35.639999
"296","2020-05-20",36.18
"297","2020-05-21",35.82
"298","2020-05-22",36.119999
"299","2020-05-26",38.790001
"300","2020-05-27",39.82
"301","2020-05-28",38.709999
"302","2020-05-29",38.599998
"303","2020-06-01",38.610001
"304","2020-06-02",40.599998
"305","2020-06-03",41.630001
"306","2020-06-04",42.709999
"307","2020-06-05",43.970001
"308","2020-06-08",45.900002
"309","2020-06-09",44.41
"310","2020-06-10",43.580002
"311","2020-06-11",39.259998
"312","2020-06-12",41.23
"313","2020-06-15",41.98
"314","2020-06-16",42.25
"315","2020-06-17",41.169998
"316","2020-06-18",41.580002
"317","2020-06-19",41.650002
"318","2020-06-22",41.740002
"319","2020-06-23",41.349998
"320","2020-06-24",38.450001
"321","2020-06-25",39.98
"322","2020-06-26",39.799999
"323","2020-06-29",40.98
"324","2020-06-30",40.759998
"325","2020-07-01",40.75
"326","2020-07-02",41.59
"327","2020-07-06",42.450001
"328","2020-07-07",41.689999
"329","2020-07-08",40.349998
"330","2020-07-09",39.439999
"331","2020-07-10",40.759998
"332","2020-07-13",41.240002
"333","2020-07-14",42.439999
"334","2020-07-15",43.330002
"335","2020-07-16",43.830002
"336","2020-07-17",43.669998
"337","2020-07-20",42.299999
"338","2020-07-21",43.040001
"339","2020-07-22",44.34
"340","2020-07-23",42.82
"341","2020-07-24",42.610001
"342","2020-07-27",44
"343","2020-07-28",42.619999
"344","2020-07-29",43.52
"345","2020-07-30",41.73
"346","2020-07-31",41.060001
"347","2020-08-03",40.09
"348","2020-08-04",41.32
"349","2020-08-05",41.990002
"350","2020-08-06",42.049999
"351","2020-08-07",42.630001
"352","2020-08-10",44.799999
"353","2020-08-11",44.5
"354","2020-08-12",44.279999
"355","2020-08-13",44.43
"356","2020-08-14",44.869999
"357","2020-08-17",44.459999
"358","2020-08-18",44.709999
"359","2020-08-19",44.639999
"360","2020-08-20",43.689999
"361","2020-08-21",43.59
"362","2020-08-24",46.119999
"363","2020-08-25",45.59
"364","2020-08-26",46.34
"365","2020-08-27",46.16
"366","2020-08-28",46.049999
"367","2020-08-31",45.119999
"368","2020-09-01",47.27
"369","2020-09-02",49.220001
"370","2020-09-03",48.389999
"371","2020-09-04",48.599998
"372","2020-09-08",47.93
"373","2020-09-09",49.23
"374","2020-09-10",48.700001
"375","2020-09-11",49.849998
"376","2020-09-14",50.09
"377","2020-09-15",51.07
"378","2020-09-16",49.700001
"379","2020-09-17",50.970001
"380","2020-09-18",50.369999
"381","2020-09-21",47.91
"382","2020-09-22",47.799999
"383","2020-09-23",46.740002
"384","2020-09-24",46.41
"385","2020-09-25",46.040001
"386","2020-09-28",47.48
"387","2020-09-29",46.57
"388","2020-09-30",47.049999
"389","2020-10-01",46.110001
"390","2020-10-02",47.310001
"391","2020-10-05",48.580002
"392","2020-10-06",47.880001
"393","2020-10-07",48.299999
"394","2020-10-08",49.380001
"395","2020-10-09",49.360001
"396","2020-10-12",48.580002
"397","2020-10-13",47.880001
"398","2020-10-14",48.830002
"399","2020-10-15",49.009998
"400","2020-10-16",49.299999
"401","2020-10-19",48.84
"402","2020-10-20",49.34
"403","2020-10-21",48.549999
"404","2020-10-22",48.82
"405","2020-10-23",48.529999
"406","2020-10-26",47.150002
"407","2020-10-27",46.57
"408","2020-10-28",45.18
"409","2020-10-29",46.25
"410","2020-10-30",45.490002
"411","2020-11-02",47.82
"412","2020-11-03",48.73
"413","2020-11-04",46.450001
"414","2020-11-05",48.970001
"415","2020-11-06",48.23
"416","2020-11-09",52.119999
"417","2020-11-10",53.459999
"418","2020-11-11",52.209999
"419","2020-11-12",51.040001
"420","2020-11-13",51.970001
"421","2020-11-16",53.93
"422","2020-11-17",54.48
"423","2020-11-18",55.299999
"424","2020-11-19",55.34
"425","2020-11-20",54.73
"426","2020-11-23",55.939999
"427","2020-11-24",57.73
"428","2020-11-25",56.43
"429","2020-11-27",55.400002
