"","date","SAH"
"1","2007-01-03",29.469999
"2","2007-01-04",29.950001
"3","2007-01-05",29.290001
"4","2007-01-08",29.08
"5","2007-01-09",29.549999
"6","2007-01-10",29.610001
"7","2007-01-11",30.030001
"8","2007-01-12",30.629999
"9","2007-01-16",30.67
"10","2007-01-17",30.49
"11","2007-01-18",30.01
"12","2007-01-19",30.82
"13","2007-01-22",30.4
"14","2007-01-23",30.889999
"15","2007-01-24",31.1
"16","2007-01-25",30.4
"17","2007-01-26",30.57
"18","2007-01-29",30.860001
"19","2007-01-30",31.200001
"20","2007-01-31",31.35
"21","2007-02-01",31.280001
"22","2007-02-02",31.17
"23","2007-02-05",31.309999
"24","2007-02-06",31.860001
"25","2007-02-07",32.650002
"26","2007-02-08",32.860001
"27","2007-02-09",32.82
"28","2007-02-12",31.700001
"29","2007-02-13",31.440001
"30","2007-02-14",31.1
"31","2007-02-15",31.15
"32","2007-02-16",31.25
"33","2007-02-20",31.4
"34","2007-02-21",31.059999
"35","2007-02-22",30.77
"36","2007-02-23",30.73
"37","2007-02-26",30.68
"38","2007-02-27",29.6
"39","2007-02-28",29.4
"40","2007-03-01",29.5
"41","2007-03-02",29.27
"42","2007-03-05",29.09
"43","2007-03-06",29.67
"44","2007-03-07",29.690001
"45","2007-03-08",29.51
"46","2007-03-09",29.25
"47","2007-03-12",29.34
"48","2007-03-13",28.549999
"49","2007-03-14",28.23
"50","2007-03-15",28.309999
"51","2007-03-16",28.040001
"52","2007-03-19",28.1
"53","2007-03-20",28.18
"54","2007-03-21",28.73
"55","2007-03-22",28.68
"56","2007-03-23",28.870001
"57","2007-03-26",28.9
"58","2007-03-27",28.66
"59","2007-03-28",28.5
"60","2007-03-29",28.290001
"61","2007-03-30",28.5
"62","2007-04-02",28.65
"63","2007-04-03",29.02
"64","2007-04-04",28.799999
"65","2007-04-05",28.959999
"66","2007-04-09",29.24
"67","2007-04-10",29.540001
"68","2007-04-11",29.450001
"69","2007-04-12",29.5
"70","2007-04-13",29.530001
"71","2007-04-16",30.15
"72","2007-04-17",30.07
"73","2007-04-18",29.85
"74","2007-04-19",29.719999
"75","2007-04-20",29.84
"76","2007-04-23",29.76
"77","2007-04-24",29.24
"78","2007-04-25",29.6
"79","2007-04-26",29.280001
"80","2007-04-27",29.040001
"81","2007-04-30",28.59
"82","2007-05-01",28.360001
"83","2007-05-02",28.75
"84","2007-05-03",28.98
"85","2007-05-04",29.299999
"86","2007-05-07",29.360001
"87","2007-05-08",29.52
"88","2007-05-09",29.690001
"89","2007-05-10",29.41
"90","2007-05-11",29.43
"91","2007-05-14",29.26
"92","2007-05-15",29.1
"93","2007-05-16",29.27
"94","2007-05-17",29.219999
"95","2007-05-18",29.41
"96","2007-05-21",29.549999
"97","2007-05-22",29.83
"98","2007-05-23",30.07
"99","2007-05-24",30.059999
"100","2007-05-25",30.110001
"101","2007-05-29",30.459999
"102","2007-05-30",30.870001
"103","2007-05-31",31.129999
"104","2007-06-01",31.82
"105","2007-06-04",31.389999
"106","2007-06-05",31.309999
"107","2007-06-06",30.6
"108","2007-06-07",30.200001
"109","2007-06-08",30.07
"110","2007-06-11",29.99
"111","2007-06-12",29.709999
"112","2007-06-13",29.65
"113","2007-06-14",29.68
"114","2007-06-15",30.049999
"115","2007-06-18",29.99
"116","2007-06-19",29.879999
"117","2007-06-20",29.65
"118","2007-06-21",29.66
"119","2007-06-22",29.389999
"120","2007-06-25",29.15
"121","2007-06-26",28.93
"122","2007-06-27",29.18
"123","2007-06-28",29.459999
"124","2007-06-29",28.969999
"125","2007-07-02",29.690001
"126","2007-07-03",30.129999
"127","2007-07-05",30.26
"128","2007-07-06",30.26
"129","2007-07-09",30.200001
"130","2007-07-10",30.049999
"131","2007-07-11",30
"132","2007-07-12",30.139999
"133","2007-07-13",29.92
"134","2007-07-16",29.91
"135","2007-07-17",29.75
"136","2007-07-18",29.450001
"137","2007-07-19",29.629999
"138","2007-07-20",28.93
"139","2007-07-23",28.559999
"140","2007-07-24",27.93
"141","2007-07-25",27.620001
"142","2007-07-26",26.41
"143","2007-07-27",25.92
"144","2007-07-30",26.219999
"145","2007-07-31",27.4
"146","2007-08-01",27.26
"147","2007-08-02",27.35
"148","2007-08-03",26.5
"149","2007-08-06",27.16
"150","2007-08-07",26.67
"151","2007-08-08",26.940001
"152","2007-08-09",28.969999
"153","2007-08-10",29.17
"154","2007-08-13",27.940001
"155","2007-08-14",26.75
"156","2007-08-15",26.200001
"157","2007-08-16",26
"158","2007-08-17",26.950001
"159","2007-08-20",27.299999
"160","2007-08-21",26.98
"161","2007-08-22",26.91
"162","2007-08-23",26.57
"163","2007-08-24",27.25
"164","2007-08-27",26.75
"165","2007-08-28",26.190001
"166","2007-08-29",26.51
"167","2007-08-30",25.93
"168","2007-08-31",26.6
"169","2007-09-04",26.91
"170","2007-09-05",26.370001
"171","2007-09-06",26.4
"172","2007-09-07",25.940001
"173","2007-09-10",25.18
"174","2007-09-11",25.35
"175","2007-09-12",25.209999
"176","2007-09-13",25.41
"177","2007-09-14",25.33
"178","2007-09-17",25.280001
"179","2007-09-18",26.6
"180","2007-09-19",26.92
"181","2007-09-20",26.4
"182","2007-09-21",25.940001
"183","2007-09-24",25.68
"184","2007-09-25",25.18
"185","2007-09-26",25.02
"186","2007-09-27",24.469999
"187","2007-09-28",23.940001
"188","2007-10-01",23.559999
"189","2007-10-02",23.58
"190","2007-10-03",24.1
"191","2007-10-04",23.99
"192","2007-10-05",24.860001
"193","2007-10-08",24.58
"194","2007-10-09",24.450001
"195","2007-10-10",24.299999
"196","2007-10-11",24.049999
"197","2007-10-12",24.370001
"198","2007-10-15",23.709999
"199","2007-10-16",23.690001
"200","2007-10-17",23.290001
"201","2007-10-18",23.15
"202","2007-10-19",22.85
"203","2007-10-22",23.24
"204","2007-10-23",23.309999
"205","2007-10-24",23.139999
"206","2007-10-25",23.030001
"207","2007-10-26",22.940001
"208","2007-10-29",22.84
"209","2007-10-30",23.959999
"210","2007-10-31",25.26
"211","2007-11-01",24.73
"212","2007-11-02",25.08
"213","2007-11-05",24.690001
"214","2007-11-06",25.15
"215","2007-11-07",25.26
"216","2007-11-08",25.57
"217","2007-11-09",24.700001
"218","2007-11-12",24.33
"219","2007-11-13",25.299999
"220","2007-11-14",24.66
"221","2007-11-15",24.48
"222","2007-11-16",24.1
"223","2007-11-19",23.18
"224","2007-11-20",23.219999
"225","2007-11-21",22.84
"226","2007-11-23",23.67
"227","2007-11-26",22.58
"228","2007-11-27",22.85
"229","2007-11-28",23.77
"230","2007-11-29",23.040001
"231","2007-11-30",23.110001
"232","2007-12-03",22.5
"233","2007-12-04",22.469999
"234","2007-12-05",22.379999
"235","2007-12-06",22.77
"236","2007-12-07",22.93
"237","2007-12-10",23.07
"238","2007-12-11",21.99
"239","2007-12-12",20.76
"240","2007-12-13",21.01
"241","2007-12-14",20.290001
"242","2007-12-17",19.76
"243","2007-12-18",20.02
"244","2007-12-19",19.93
"245","2007-12-20",19.98
"246","2007-12-21",19.91
"247","2007-12-24",20.98
"248","2007-12-26",20.059999
"249","2007-12-27",19.9
"250","2007-12-28",19.6
"251","2007-12-31",19.360001
"252","2008-01-02",19.16
"253","2008-01-03",18.459999
"254","2008-01-04",17.309999
"255","2008-01-07",16.450001
"256","2008-01-08",17.110001
"257","2008-01-09",16.83
"258","2008-01-10",17.27
"259","2008-01-11",16.99
"260","2008-01-14",17.030001
"261","2008-01-15",16.719999
"262","2008-01-16",17.01
"263","2008-01-17",16.620001
"264","2008-01-18",16.5
"265","2008-01-22",17.809999
"266","2008-01-23",19.110001
"267","2008-01-24",18.700001
"268","2008-01-25",18.780001
"269","2008-01-28",18.66
"270","2008-01-29",19.040001
"271","2008-01-30",18.73
"272","2008-01-31",20.049999
"273","2008-02-01",21.09
"274","2008-02-04",20.280001
"275","2008-02-05",19.700001
"276","2008-02-06",19.32
"277","2008-02-07",19.74
"278","2008-02-08",19.57
"279","2008-02-11",19.67
"280","2008-02-12",19.959999
"281","2008-02-13",20.26
"282","2008-02-14",19.32
"283","2008-02-15",19.57
"284","2008-02-19",19.6
"285","2008-02-20",20.01
"286","2008-02-21",18.780001
"287","2008-02-22",19.25
"288","2008-02-25",19.33
"289","2008-02-26",20.059999
"290","2008-02-27",19.74
"291","2008-02-28",19.01
"292","2008-02-29",17.780001
"293","2008-03-03",18.059999
"294","2008-03-04",18.459999
"295","2008-03-05",18.549999
"296","2008-03-06",18
"297","2008-03-07",18.209999
"298","2008-03-10",18.73
"299","2008-03-11",19.610001
"300","2008-03-12",18.91
"301","2008-03-13",19.139999
"302","2008-03-14",18.559999
"303","2008-03-17",18.690001
"304","2008-03-18",20.219999
"305","2008-03-19",20.379999
"306","2008-03-20",20.98
"307","2008-03-24",21.290001
"308","2008-03-25",20.870001
"309","2008-03-26",20.709999
"310","2008-03-27",20.32
"311","2008-03-28",19.99
"312","2008-03-31",20.549999
"313","2008-04-01",21.469999
"314","2008-04-02",21.280001
"315","2008-04-03",21.58
"316","2008-04-04",21.16
"317","2008-04-07",21.01
"318","2008-04-08",21.27
"319","2008-04-09",20.629999
"320","2008-04-10",20.68
"321","2008-04-11",20.25
"322","2008-04-14",19.559999
