"","date","ANH"
"122","2007-06-27",9.29
"123","2007-06-28",9.28
"124","2007-06-29",9.05
"125","2007-07-02",9.14
"126","2007-07-03",9.24
"127","2007-07-05",9.1
"128","2007-07-06",8.98
"129","2007-07-09",9.12
"130","2007-07-10",9
"131","2007-07-11",9.03
"132","2007-07-12",9.2
"133","2007-07-13",9.23
"134","2007-07-16",9.06
"135","2007-07-17",9
"136","2007-07-18",8.84
"137","2007-07-19",8.71
"138","2007-07-20",8.8
"139","2007-07-23",8.69
"140","2007-07-24",8.47
"141","2007-07-25",8.46
"142","2007-07-26",8.46
"143","2007-07-27",8.67
"144","2007-07-30",8.34
"145","2007-07-31",7.9
"146","2007-08-01",7.05
"147","2007-08-02",7.15
"148","2007-08-03",6.63
"149","2007-08-06",5.99
"150","2007-08-07",4.85
"151","2007-08-08",5.85
"152","2007-08-09",5.61
"153","2007-08-10",4.51
"154","2007-08-13",4
"155","2007-08-14",4.08
"156","2007-08-15",3.9
"157","2007-08-16",4.06
"158","2007-08-17",4.86
"159","2007-08-20",5.21
"160","2007-08-21",5.45
"161","2007-08-22",5.52
"162","2007-08-23",5.35
"163","2007-08-24",5.24
"164","2007-08-27",5.06
"165","2007-08-28",4.91
"166","2007-08-29",4.99
"167","2007-08-30",5.1
"168","2007-08-31",5.38
"169","2007-09-04",5.26
"170","2007-09-05",5.1
"171","2007-09-06",5.04
"172","2007-09-07",5.13
"173","2007-09-10",5.36
"174","2007-09-11",5.19
"175","2007-09-12",5.02
"176","2007-09-13",5.17
"177","2007-09-14",5.09
"178","2007-09-17",5.05
"179","2007-09-18",5.7
"180","2007-09-19",6.07
"181","2007-09-20",5.72
"182","2007-09-21",5.86
"183","2007-09-24",5.6
"184","2007-09-25",5.51
"185","2007-09-26",5.35
"186","2007-09-27",5.21
"187","2007-09-28",5.39
"188","2007-10-01",5.49
"189","2007-10-02",5.8
"190","2007-10-03",5.88
"191","2007-10-04",5.9
"192","2007-10-05",5.78
"193","2007-10-08",5.62
"194","2007-10-09",5.7
"195","2007-10-10",5.71
"196","2007-10-11",5.72
"197","2007-10-12",5.74
"198","2007-10-15",5.57
"199","2007-10-16",5.46
"200","2007-10-17",5.69
"201","2007-10-18",6.31
"202","2007-10-19",6.38
"203","2007-10-22",6.65
"204","2007-10-23",6.65
"205","2007-10-24",6.71
"206","2007-10-25",6.76
"207","2007-10-26",6.84
"208","2007-10-29",6.92
"209","2007-10-30",6.92
"210","2007-10-31",6.83
"211","2007-11-01",6.59
"212","2007-11-02",6.5
"213","2007-11-05",6.65
"214","2007-11-06",6.88
"215","2007-11-07",6.49
"216","2007-11-08",6.45
"217","2007-11-09",6.54
"218","2007-11-12",6.8
"219","2007-11-13",6.94
"220","2007-11-14",6.99
"221","2007-11-15",7.1
"222","2007-11-16",6.98
"223","2007-11-19",6.96
"224","2007-11-20",6.64
"225","2007-11-21",7.09
"226","2007-11-23",7.1
"227","2007-11-26",6.49
"228","2007-11-27",6.53
"229","2007-11-28",6.88
"230","2007-11-29",6.75
"231","2007-11-30",7.02
"232","2007-12-03",7.34
"233","2007-12-04",7.25
"234","2007-12-05",7.59
"235","2007-12-06",7.96
"236","2007-12-07",7.8
"237","2007-12-10",7.98
"238","2007-12-11",7.68
"239","2007-12-12",8.16
"240","2007-12-13",8.26
"241","2007-12-14",8.26
"242","2007-12-17",8.21
"243","2007-12-18",8.5
"244","2007-12-19",8.45
"245","2007-12-20",8.36
"246","2007-12-21",8.38
"247","2007-12-24",8.3
"248","2007-12-26",8.27
"249","2007-12-27",8.24
"250","2007-12-28",8.25
"251","2007-12-31",8.26
"252","2008-01-02",8.24
"253","2008-01-03",8.26
"254","2008-01-04",8.1
"255","2008-01-07",8.38
"256","2008-01-08",8.19
"257","2008-01-09",8.32
"258","2008-01-10",8.37
"259","2008-01-11",8.36
"260","2008-01-14",8.75
"261","2008-01-15",8.64
"262","2008-01-16",8.75
"263","2008-01-17",8.87
"264","2008-01-18",8.57
"265","2008-01-22",9.2
"266","2008-01-23",9.1
"267","2008-01-24",8.88
"268","2008-01-25",8.93
"269","2008-01-28",9.07
"270","2008-01-29",8.88
"271","2008-01-30",8.79
"272","2008-01-31",8.95
"273","2008-02-01",9.3
"274","2008-02-04",9.33
"275","2008-02-05",9.33
"276","2008-02-06",9.25
"277","2008-02-07",9.41
"278","2008-02-08",9.81
"279","2008-02-11",9.77
"280","2008-02-12",9.93
"281","2008-02-13",9.97
"282","2008-02-14",9.68
"283","2008-02-15",9.78
"284","2008-02-19",10.03
"285","2008-02-20",10.17
"286","2008-02-21",10.12
"287","2008-02-22",9.89
"288","2008-02-25",9.76
"289","2008-02-26",9.64
"290","2008-02-27",9.78
"291","2008-02-28",9.63
"292","2008-02-29",9.49
"293","2008-03-03",9.15
"294","2008-03-04",9.12
"295","2008-03-05",8.85
"296","2008-03-06",6.23
"297","2008-03-07",6
"298","2008-03-10",5.55
"299","2008-03-11",5.85
"300","2008-03-12",6.01
"301","2008-03-13",5.57
"302","2008-03-14",4.85
"303","2008-03-17",5
"304","2008-03-18",6.15
"305","2008-03-19",6.01
"306","2008-03-20",6.98
"307","2008-03-24",6.76
"308","2008-03-25",6.71
"309","2008-03-26",6.28
"310","2008-03-27",6.14
"311","2008-03-28",6.08
"312","2008-03-31",6.13
"313","2008-04-01",6.61
"314","2008-04-02",6.73
"315","2008-04-03",6.74
"316","2008-04-04",6.69
"317","2008-04-07",6.75
"318","2008-04-08",6.83
"319","2008-04-09",6.65
"320","2008-04-10",6.79
"321","2008-04-11",6.52
"322","2008-04-14",6.74
"323","2008-04-15",6.65
"324","2008-04-16",6.7
"325","2008-04-17",6.87
"326","2008-04-18",6.97
"327","2008-04-21",7.02
"328","2008-04-22",6.88
"329","2008-04-23",6.74
"330","2008-04-24",6.8
"331","2008-04-25",6.71
"332","2008-04-28",6.53
"333","2008-04-29",6.41
"334","2008-04-30",6.68
"335","2008-05-01",6.73
"336","2008-05-02",6.54
"337","2008-05-05",6.58
"338","2008-05-06",6.66
"339","2008-05-07",6.76
"340","2008-05-08",6.95
"341","2008-05-09",6.87
"342","2008-05-12",6.96
"343","2008-05-13",6.88
"344","2008-05-14",6.88
"345","2008-05-15",7.06
"346","2008-05-16",7.12
"347","2008-05-19",6.9
"348","2008-05-20",6.83
"349","2008-05-21",6.66
"350","2008-05-22",6.82
"351","2008-05-23",7.03
"352","2008-05-27",7.14
"353","2008-05-28",7.05
"354","2008-05-29",7.16
"355","2008-05-30",7.07
"356","2008-06-02",7.03
"357","2008-06-03",6.99
"358","2008-06-04",6.93
"359","2008-06-05",7.17
"360","2008-06-06",6.99
"361","2008-06-09",6.99
"362","2008-06-10",6.73
"363","2008-06-11",6.61
"364","2008-06-12",6.76
"365","2008-06-13",6.85
"366","2008-06-16",6.88
"367","2008-06-17",6.85
"368","2008-06-18",6.8
"369","2008-06-19",6.81
"370","2008-06-20",6.97
"371","2008-06-23",6.69
"372","2008-06-24",6.69
"373","2008-06-25",6.92
"374","2008-06-26",6.78
"375","2008-06-27",6.71
"376","2008-06-30",6.51
"377","2008-07-01",6.43
"378","2008-07-02",6.33
"379","2008-07-03",6.26
"380","2008-07-07",5.98
"381","2008-07-08",6.36
"382","2008-07-09",6.14
"383","2008-07-10",5.7
"384","2008-07-11",6.34
"385","2008-07-14",6.87
"386","2008-07-15",6.6
"387","2008-07-16",6.79
"388","2008-07-17",6.85
"389","2008-07-18",6.68
"390","2008-07-21",6.39
"391","2008-07-22",6.6
"392","2008-07-23",6.59
"393","2008-07-24",6.15
"394","2008-07-25",6.07
"395","2008-07-28",5.83
"396","2008-07-29",5.93
"397","2008-07-30",6
"398","2008-07-31",5.95
"399","2008-08-01",6.11
"400","2008-08-04",5.85
"401","2008-08-05",6.02
"402","2008-08-06",6.32
"403","2008-08-07",6.04
"404","2008-08-08",6.22
"405","2008-08-11",6.36
"406","2008-08-12",6.31
"407","2008-08-13",6.31
"408","2008-08-14",6.34
"409","2008-08-15",6.33
"410","2008-08-18",6.23
"411","2008-08-19",6.03
"412","2008-08-20",6.3
"413","2008-08-21",6.21
"414","2008-08-22",6.33
"415","2008-08-25",6.25
"416","2008-08-26",6.32
"417","2008-08-27",6.37
"418","2008-08-28",6.54
"419","2008-08-29",6.54
"420","2008-09-02",6.53
"421","2008-09-03",6.61
"422","2008-09-04",6.61
"423","2008-09-05",6.6
"424","2008-09-08",7.36
"425","2008-09-09",7.21
"426","2008-09-10",7.17
"427","2008-09-11",7.38
"428","2008-09-12",7.47
"429","2008-09-15",7.11
"430","2008-09-16",7.01
"431","2008-09-17",6.21
"432","2008-09-18",6.75
"433","2008-09-19",7
"434","2008-09-22",6.54
"435","2008-09-23",6.49
"436","2008-09-24",6.32
"437","2008-09-25",6.46
"438","2008-09-26",6.21
"439","2008-09-29",5.56
"440","2008-09-30",5.92
"441","2008-10-01",5.97
"442","2008-10-02",5.53
"443","2008-10-03",5.67
"444","2008-10-06",6.1
"445","2008-10-07",6.1
"446","2008-10-08",6
"447","2008-10-09",5.4
"448","2008-10-10",5.43
"449","2008-10-13",5.78
"450","2008-10-14",5.93
"451","2008-10-15",5.22
"452","2008-10-16",5.58
"453","2008-10-17",5.52
"454","2008-10-20",5.89
"455","2008-10-21",5.8
"456","2008-10-22",5.68
"457","2008-10-23",5.44
"458","2008-10-24",5.09
"459","2008-10-27",4.95
"460","2008-10-28",5.25
"461","2008-10-29",5.19
"462","2008-10-30",5.53
"463","2008-10-31",5.86
"464","2008-11-03",5.86
"465","2008-11-04",6.02
"466","2008-11-05",5.7
"467","2008-11-06",5.72
"468","2008-11-07",5.77
"469","2008-11-10",5.85
"470","2008-11-11",5.72
"471","2008-11-12",5.31
"472","2008-11-13",5.66
"473","2008-11-14",5.27
"474","2008-11-17",5.26
"475","2008-11-18",5.51
"476","2008-11-19",5.02
"477","2008-11-20",4.28
"478","2008-11-21",5.02
"479","2008-11-24",5.32
"480","2008-11-25",6.17
"481","2008-11-26",6.24
"482","2008-11-28",6.33
"483","2008-12-01",5.59
"484","2008-12-02",6.07
"485","2008-12-03",6.13
"486","2008-12-04",5.97
"487","2008-12-05",6.19
"488","2008-12-08",6.2
"489","2008-12-09",6.04
"490","2008-12-10",5.99
"491","2008-12-11",5.45
"492","2008-12-12",5.83
"493","2008-12-15",6.15
"494","2008-12-16",6.61
"495","2008-12-17",6.38
"496","2008-12-18",6.19
"497","2008-12-19",6.15
"498","2008-12-22",6.32
"499","2008-12-23",6.49
"500","2008-12-24",6.53
"501","2008-12-26",6.57
"502","2008-12-29",6.26
"503","2008-12-30",6.42
"504","2008-12-31",6.43
"505","2009-01-02",6.37
"506","2009-01-05",6.66
"507","2009-01-06",6.72
"508","2009-01-07",6.67
"509","2009-01-08",6.6
"510","2009-01-09",6.4
"511","2009-01-12",6.23
"512","2009-01-13",6.53
"513","2009-01-14",6.35
"514","2009-01-15",6.5
"515","2009-01-16",6.55
"516","2009-01-20",6.05
"517","2009-01-21",6.16
"518","2009-01-22",5.97
"519","2009-01-23",6.12
"520","2009-01-26",6.16
"521","2009-01-27",6.4
"522","2009-01-28",6.37
"523","2009-01-29",6.11
"524","2009-01-30",6.2
"525","2009-02-02",6.37
"526","2009-02-03",6.42
"527","2009-02-04",6.11
"528","2009-02-05",6.06
"529","2009-02-06",6.13
"530","2009-02-09",6.13
"531","2009-02-10",5.9
"532","2009-02-11",6.01
"533","2009-02-12",6.11
"534","2009-02-13",5.94
"535","2009-02-17",5.86
"536","2009-02-18",5.93
"537","2009-02-19",5.6
"538","2009-02-20",5.97
"539","2009-02-23",5.75
"540","2009-02-24",6.1
"541","2009-02-25",5.98
"542","2009-02-26",5.99
"543","2009-02-27",6.03
"544","2009-03-02",5.84
"545","2009-03-03",5.71
"546","2009-03-04",5.8
"547","2009-03-05",5.51
"548","2009-03-06",5.54
"549","2009-03-09",5.41
"550","2009-03-10",5.8
"551","2009-03-11",5.75
"552","2009-03-12",5.96
"553","2009-03-13",6.17
"554","2009-03-16",6.14
"555","2009-03-17",6.36
"556","2009-03-18",6.31
"557","2009-03-19",5.91
"558","2009-03-20",5.5
"559","2009-03-23",5.69
"560","2009-03-24",5.54
"561","2009-03-25",5.76
"562","2009-03-26",5.97
"563","2009-03-27",5.96
"564","2009-03-30",5.99
"565","2009-03-31",6.13
"566","2009-04-01",6.27
"567","2009-04-02",6.26
"568","2009-04-03",6.47
"569","2009-04-06",6.46
"570","2009-04-07",6.17
"571","2009-04-08",6.2
"572","2009-04-09",6.45
"573","2009-04-13",6.38
"574","2009-04-14",6.32
"575","2009-04-15",6.5
"576","2009-04-16",6.6
"577","2009-04-17",6.57
"578","2009-04-20",6.33
"579","2009-04-21",6.48
"580","2009-04-22",6.3
"581","2009-04-23",6.39
"582","2009-04-24",6.36
"583","2009-04-27",6.39
"584","2009-04-28",6.2
"585","2009-04-29",6.45
"586","2009-04-30",6.43
"587","2009-05-01",6.46
"588","2009-05-04",6.6
"589","2009-05-05",6.49
"590","2009-05-06",6.59
"591","2009-05-07",6.46
"592","2009-05-08",6.72
"593","2009-05-11",6.67
"594","2009-05-12",6.57
"595","2009-05-13",6.5
"596","2009-05-14",6.59
"597","2009-05-15",6.48
"598","2009-05-18",6.8
"599","2009-05-19",6.75
"600","2009-05-20",6.7
"601","2009-05-21",6.75
"602","2009-05-22",6.72
"603","2009-05-26",6.82
"604","2009-05-27",6.54
"605","2009-05-28",6.53
"606","2009-05-29",6.66
"607","2009-06-01",6.77
"608","2009-06-02",6.98
"609","2009-06-03",7.06
"610","2009-06-04",7.17
"611","2009-06-05",6.99
"612","2009-06-08",6.9
"613","2009-06-09",6.84
"614","2009-06-10",6.6
"615","2009-06-11",6.68
"616","2009-06-12",6.8
"617","2009-06-15",6.69
"618","2009-06-16",6.67
"619","2009-06-17",6.74
"620","2009-06-18",6.81
"621","2009-06-19",7.06
"622","2009-06-22",6.9
"623","2009-06-23",6.94
"624","2009-06-24",6.91
"625","2009-06-25",7.05
"626","2009-06-26",7.21
"627","2009-06-29",7.16
"628","2009-06-30",7.21
"629","2009-07-01",7.24
"630","2009-07-02",7.06
"631","2009-07-06",7.29
"632","2009-07-07",7.18
"633","2009-07-08",7.18
"634","2009-07-09",7.17
"635","2009-07-10",7.26
"636","2009-07-13",7.4
"637","2009-07-14",7.51
"638","2009-07-15",7.55
"639","2009-07-16",7.53
"640","2009-07-17",7.52
"641","2009-07-20",7.6
"642","2009-07-21",7.66
"643","2009-07-22",7.3
"644","2009-07-23",7.29
"645","2009-07-24",7.3
"646","2009-07-27",7.56
"647","2009-07-28",7.56
"648","2009-07-29",7.46
"649","2009-07-30",7.62
"650","2009-07-31",7.54
"651","2009-08-03",7.66
"652","2009-08-04",7.69
"653","2009-08-05",7.68
"654","2009-08-06",7.5
"655","2009-08-07",7.51
"656","2009-08-10",7.48
"657","2009-08-11",7.36
"658","2009-08-12",7.4
"659","2009-08-13",7.46
"660","2009-08-14",7.33
"661","2009-08-17",7.35
"662","2009-08-18",7.46
"663","2009-08-19",7.43
"664","2009-08-20",7.58
"665","2009-08-21",7.56
"666","2009-08-24",7.5
"667","2009-08-25",7.53
"668","2009-08-26",7.51
"669","2009-08-27",7.51
"670","2009-08-28",7.49
"671","2009-08-31",7.49
"672","2009-09-01",7.42
"673","2009-09-02",7.35
"674","2009-09-03",7.43
"675","2009-09-04",7.49
"676","2009-09-08",7.5
"677","2009-09-09",7.51
"678","2009-09-10",7.61
"679","2009-09-11",7.61
"680","2009-09-14",7.74
"681","2009-09-15",7.82
"682","2009-09-16",7.98
"683","2009-09-17",7.94
"684","2009-09-18",8
"685","2009-09-21",8
"686","2009-09-22",8.19
"687","2009-09-23",8.12
"688","2009-09-24",7.97
"689","2009-09-25",7.87
"690","2009-09-28",8.01
"691","2009-09-29",7.83
"692","2009-09-30",7.88
"693","2009-10-01",7.81
"694","2009-10-02",7.92
"695","2009-10-05",7.98
"696","2009-10-06",8.02
"697","2009-10-07",7.97
"698","2009-10-08",8.07
"699","2009-10-09",8.07
"700","2009-10-12",8.02
"701","2009-10-13",7.69
"702","2009-10-14",7.78
"703","2009-10-15",7.73
"704","2009-10-16",7.66
"705","2009-10-19",7.75
"706","2009-10-20",7.72
"707","2009-10-21",7.68
"708","2009-10-22",7.76
"709","2009-10-23",7.72
"710","2009-10-26",7.74
"711","2009-10-27",7.65
"712","2009-10-28",7.21
"713","2009-10-29",7.32
"714","2009-10-30",7.13
"715","2009-11-02",6.97
"716","2009-11-03",7.04
"717","2009-11-04",6.94
"718","2009-11-05",7.02
"719","2009-11-06",6.92
"720","2009-11-09",7.03
"721","2009-11-10",6.91
"722","2009-11-11",6.95
"723","2009-11-12",6.83
"724","2009-11-13",6.91
"725","2009-11-16",6.98
"726","2009-11-17",6.91
"727","2009-11-18",7.03
"728","2009-11-19",7.21
"729","2009-11-20",7.24
"730","2009-11-23",7.15
"731","2009-11-24",7.13
"732","2009-11-25",7.06
"733","2009-11-27",7.02
"734","2009-11-30",7.2
"735","2009-12-01",7.18
"736","2009-12-02",7.23
"737","2009-12-03",7.25
"738","2009-12-04",7.27
"739","2009-12-07",7.25
"740","2009-12-08",7.19
"741","2009-12-09",7.17
"742","2009-12-10",7.17
"743","2009-12-11",7.3
"744","2009-12-14",7.38
"745","2009-12-15",7.21
"746","2009-12-16",7.18
"747","2009-12-17",7.21
"748","2009-12-18",7.17
"749","2009-12-21",7.23
"750","2009-12-22",7.26
"751","2009-12-23",7.1
"752","2009-12-24",7.16
"753","2009-12-28",7.11
"754","2009-12-29",7.05
"755","2009-12-30",7.05
"756","2009-12-31",7
"757","2010-01-04",7.04
"758","2010-01-05",7.03
"759","2010-01-06",7.02
"760","2010-01-07",6.98
"761","2010-01-08",6.97
"762","2010-01-11",6.94
"763","2010-01-12",6.91
"764","2010-01-13",6.94
"765","2010-01-14",6.91
"766","2010-01-15",6.95
"767","2010-01-19",6.91
"768","2010-01-20",6.89
"769","2010-01-21",6.83
"770","2010-01-22",6.74
"771","2010-01-25",6.75
"772","2010-01-26",6.68
"773","2010-01-27",6.74
"774","2010-01-28",6.88
"775","2010-01-29",6.9
"776","2010-02-01",6.9
"777","2010-02-02",7.09
"778","2010-02-03",7.14
"779","2010-02-04",7.01
"780","2010-02-05",7.06
"781","2010-02-08",7.06
"782","2010-02-09",6.98
"783","2010-02-10",6.88
"784","2010-02-11",6.9
"785","2010-02-12",6.91
"786","2010-02-16",7.08
"787","2010-02-17",7.09
"788","2010-02-18",7.04
"789","2010-02-19",6.73
"790","2010-02-22",6.73
"791","2010-02-23",6.68
"792","2010-02-24",6.67
"793","2010-02-25",6.66
"794","2010-02-26",6.76
"795","2010-03-01",6.79
"796","2010-03-02",6.77
"797","2010-03-03",6.77
"798","2010-03-04",6.73
"799","2010-03-05",6.74
"800","2010-03-08",6.75
"801","2010-03-09",6.78
"802","2010-03-10",6.82
"803","2010-03-11",6.79
"804","2010-03-12",6.74
"805","2010-03-15",6.73
"806","2010-03-16",6.76
"807","2010-03-17",6.85
"808","2010-03-18",6.97
"809","2010-03-19",6.96
"810","2010-03-22",7.03
"811","2010-03-23",6.87
"812","2010-03-24",6.86
"813","2010-03-25",6.8
"814","2010-03-26",6.73
"815","2010-03-29",6.73
"816","2010-03-30",6.73
"817","2010-03-31",6.74
"818","2010-04-01",6.83
"819","2010-04-05",6.84
"820","2010-04-06",6.83
"821","2010-04-07",6.82
"822","2010-04-08",6.85
"823","2010-04-09",6.88
"824","2010-04-12",6.91
"825","2010-04-13",6.96
"826","2010-04-14",7
"827","2010-04-15",6.95
"828","2010-04-16",6.95
"829","2010-04-19",6.95
"830","2010-04-20",7.06
"831","2010-04-21",7.08
"832","2010-04-22",7.06
"833","2010-04-23",7.1
"834","2010-04-26",7.14
"835","2010-04-27",7.1
"836","2010-04-28",6.81
"837","2010-04-29",6.82
"838","2010-04-30",6.71
"839","2010-05-03",6.69
"840","2010-05-04",6.48
"841","2010-05-05",6.46
"842","2010-05-06",6.28
"843","2010-05-07",6.38
"844","2010-05-10",6.46
"845","2010-05-11",6.5
"846","2010-05-12",6.63
"847","2010-05-13",6.61
"848","2010-05-14",6.59
"849","2010-05-17",6.64
"850","2010-05-18",6.56
"851","2010-05-19",6.57
"852","2010-05-20",6.4
"853","2010-05-21",6.53
"854","2010-05-24",6.53
"855","2010-05-25",6.63
"856","2010-05-26",6.52
"857","2010-05-27",6.73
"858","2010-05-28",6.78
"859","2010-06-01",6.67
"860","2010-06-02",6.81
"861","2010-06-03",6.82
"862","2010-06-04",6.68
"863","2010-06-07",6.78
"864","2010-06-08",6.83
"865","2010-06-09",6.75
"866","2010-06-10",6.88
"867","2010-06-11",6.86
"868","2010-06-14",6.92
"869","2010-06-15",6.94
"870","2010-06-16",7
"871","2010-06-17",6.94
"872","2010-06-18",7.05
"873","2010-06-21",7.1
"874","2010-06-22",7.03
"875","2010-06-23",7.12
"876","2010-06-24",7.13
"877","2010-06-25",7.29
"878","2010-06-28",7.29
"879","2010-06-29",7.14
"880","2010-06-30",7.12
"881","2010-07-01",7.14
"882","2010-07-02",7.24
"883","2010-07-06",7.22
"884","2010-07-07",7.14
"885","2010-07-08",7.16
"886","2010-07-09",7.23
"887","2010-07-12",7.13
"888","2010-07-13",7.18
"889","2010-07-14",7.22
"890","2010-07-15",7.19
"891","2010-07-16",7.25
"892","2010-07-19",7.25
"893","2010-07-20",7.27
"894","2010-07-21",7.22
"895","2010-07-22",7.33
"896","2010-07-23",7.39
"897","2010-07-26",7.48
"898","2010-07-27",7.39
"899","2010-07-28",7.46
"900","2010-07-29",6.97
"901","2010-07-30",6.97
"902","2010-08-02",7
"903","2010-08-03",6.99
"904","2010-08-04",7.04
"905","2010-08-05",6.92
"906","2010-08-06",7.06
"907","2010-08-09",7.15
"908","2010-08-10",7.14
"909","2010-08-11",7.03
"910","2010-08-12",7.04
"911","2010-08-13",6.91
"912","2010-08-16",6.96
"913","2010-08-17",6.92
"914","2010-08-18",6.95
"915","2010-08-19",6.82
"916","2010-08-20",6.86
"917","2010-08-23",6.83
"918","2010-08-24",6.77
"919","2010-08-25",6.72
"920","2010-08-26",6.6
"921","2010-08-27",6.73
"922","2010-08-30",6.72
"923","2010-08-31",6.81
"924","2010-09-01",6.92
"925","2010-09-02",6.94
"926","2010-09-03",6.95
"927","2010-09-07",6.91
"928","2010-09-08",6.97
"929","2010-09-09",7.01
"930","2010-09-10",6.93
"931","2010-09-13",6.92
"932","2010-09-14",6.92
"933","2010-09-15",6.96
"934","2010-09-16",6.93
"935","2010-09-17",6.96
"936","2010-09-20",7.04
"937","2010-09-21",7.04
"938","2010-09-22",7.12
"939","2010-09-23",7.08
"940","2010-09-24",7.21
"941","2010-09-27",7.16
"942","2010-09-28",7.2
"943","2010-09-29",7.2
"944","2010-09-30",7.13
"945","2010-10-01",7.24
"946","2010-10-04",7.3
"947","2010-10-05",7.38
"948","2010-10-06",7.06
"949","2010-10-07",7.03
"950","2010-10-08",7.04
"951","2010-10-11",7.07
"952","2010-10-12",7.07
"953","2010-10-13",7.06
"954","2010-10-14",7.09
"955","2010-10-15",7.08
"956","2010-10-18",7.1
"957","2010-10-19",7.12
"958","2010-10-20",7.17
"959","2010-10-21",7.16
"960","2010-10-22",7.09
"961","2010-10-25",7.06
"962","2010-10-26",7.02
"963","2010-10-27",6.95
"964","2010-10-28",6.97
"965","2010-10-29",7.01
"966","2010-11-01",6.85
"967","2010-11-02",6.97
"968","2010-11-03",6.98
"969","2010-11-04",7.04
"970","2010-11-05",7.07
"971","2010-11-08",7.11
"972","2010-11-09",7.06
"973","2010-11-10",6.99
"974","2010-11-11",6.92
"975","2010-11-12",6.93
"976","2010-11-15",6.85
"977","2010-11-16",6.83
"978","2010-11-17",6.88
"979","2010-11-18",6.89
"980","2010-11-19",6.91
"981","2010-11-22",6.93
"982","2010-11-23",6.94
"983","2010-11-24",6.95
"984","2010-11-26",6.96
"985","2010-11-29",7.04
"986","2010-11-30",6.94
"987","2010-12-01",6.96
"988","2010-12-02",7.03
"989","2010-12-03",7.1
"990","2010-12-06",7.08
"991","2010-12-07",7.08
"992","2010-12-08",7.06
"993","2010-12-09",7.14
"994","2010-12-10",7.23
"995","2010-12-13",7.28
"996","2010-12-14",7.26
"997","2010-12-15",7.02
"998","2010-12-16",7.13
"999","2010-12-17",7.04
"1000","2010-12-20",7.15
"1001","2010-12-21",7.18
