"","date","GFNCP"
"1","2013-05-20",102.5
"2","2013-05-21",102
"3","2013-05-22",103
"4","2013-05-23",102
"5","2013-05-24",102.75
"6","2013-05-28",102.68
"7","2013-05-29",103
"8","2013-05-30",103.489998
"9","2013-05-31",102.519997
"10","2013-06-03",101.699997
"11","2013-06-04",101.75
"12","2013-06-05",101.010002
"13","2013-06-06",100.519997
"14","2013-06-07",101.099998
"15","2013-06-10",101.629997
"16","2013-06-11",101.599998
"17","2013-06-12",100
"18","2013-06-13",100.470001
"19","2013-06-14",101
"20","2013-06-17",101.25
"21","2013-06-18",102.489998
"22","2013-06-19",102.489998
"23","2013-06-20",101.550003
"24","2013-06-21",101.849998
"25","2013-06-24",101.849998
"26","2013-06-25",100
"27","2013-06-26",100.300003
"28","2013-06-27",100.300003
"29","2013-06-28",100.099998
"30","2013-07-01",101.489998
"31","2013-07-02",101.489998
"32","2013-07-03",101.489998
"33","2013-07-05",101.489998
"34","2013-07-08",101.489998
"35","2013-07-09",101
"36","2013-07-10",100.510002
"37","2013-07-11",101
"38","2013-07-12",101.239998
"39","2013-07-15",101.239998
"40","2013-07-16",101.5
"41","2013-07-17",100.75
"42","2013-07-18",102
"43","2013-07-19",102
"44","2013-07-22",102.75
"45","2013-07-23",102.75
"46","2013-07-24",102.099998
"47","2013-07-25",102.099998
"48","2013-07-26",100.540001
"49","2013-07-29",100.540001
"50","2013-07-30",100
"51","2013-07-31",100.099998
"52","2013-08-01",99.290001
"53","2013-08-02",101.830002
"54","2013-08-05",101.830002
"55","2013-08-06",101.830002
"56","2013-08-07",101.830002
"57","2013-08-08",101.830002
"58","2013-08-09",101.830002
"59","2013-08-12",100
"60","2013-08-13",100
"61","2013-08-14",99.980003
"62","2013-08-15",98.779999
"63","2013-08-16",99.589996
"64","2013-08-19",97
"65","2013-08-20",99
"66","2013-08-21",95.75
"67","2013-08-22",95.75
"68","2013-08-23",95.75
"69","2013-08-26",97.489998
"70","2013-08-27",98.75
"71","2013-08-28",98.75
"72","2013-08-29",98.75
"73","2013-08-30",99
"74","2013-09-03",99.690002
"75","2013-09-04",99.010002
"76","2013-09-05",99.010002
"77","2013-09-06",99.010002
"78","2013-09-09",99.010002
"79","2013-09-10",99
"80","2013-09-11",99
"81","2013-09-12",99.610001
"82","2013-09-13",99
"83","2013-09-16",99
"84","2013-09-17",98.410004
"85","2013-09-18",97.800003
"86","2013-09-19",99
"87","2013-09-20",99
"88","2013-09-23",99.889999
"89","2013-09-24",99.699997
"90","2013-09-25",98.410004
"91","2013-09-26",98.410004
"92","2013-09-27",99.889999
"93","2013-09-30",99.889999
"94","2013-10-01",99.889999
"95","2013-10-02",98.019997
"96","2013-10-03",98.019997
"97","2013-10-04",98.019997
"98","2013-10-07",98
"99","2013-10-08",98
"100","2013-10-09",98
"101","2013-10-10",99.889999
"102","2013-10-11",99.889999
"103","2013-10-14",99.889999
"104","2013-10-15",99.889999
"105","2013-10-16",98.25
"106","2013-10-17",98.25
"107","2013-10-18",99
"108","2013-10-21",99.989998
"109","2013-10-22",100.440002
"110","2013-10-23",100.440002
"111","2013-10-24",100.449997
"112","2013-10-25",100.699997
"113","2013-10-28",100.489998
"114","2013-10-29",100
"115","2013-10-30",100.68
"116","2013-10-31",100
"117","2013-11-01",100
"118","2013-11-04",100
"119","2013-11-05",99.989998
"120","2013-11-06",100.089996
"121","2013-11-07",100.099998
"122","2013-11-08",100.099998
"123","2013-11-11",100.010002
"124","2013-11-12",100.440002
"125","2013-11-13",100.199997
"126","2013-11-14",100.199997
"127","2013-11-15",100.400002
"128","2013-11-18",102.480003
"129","2013-11-19",102.25
"130","2013-11-20",101.5
"131","2013-11-21",100.25
"132","2013-11-22",101.5
"133","2013-11-25",101.5
"134","2013-11-26",101.010002
"135","2013-11-27",101.5
"136","2013-11-29",100.07
"137","2013-12-02",101.5
"138","2013-12-03",102.480003
"139","2013-12-04",102.5
"140","2013-12-05",102.5
"141","2013-12-06",102.5
"142","2013-12-09",102.5
"143","2013-12-10",102.489998
"144","2013-12-11",102
"145","2013-12-12",103.690002
"146","2013-12-13",103.709999
"147","2013-12-16",103.730003
"148","2013-12-17",103
"149","2013-12-18",103.739998
"150","2013-12-19",103.75
"151","2013-12-20",104
"152","2013-12-23",104
"153","2013-12-24",103.949997
"154","2013-12-26",100.019997
"155","2013-12-27",100.309998
"156","2013-12-30",102.980003
"157","2013-12-31",102.980003
"158","2014-01-02",103
"159","2014-01-03",104
"160","2014-01-06",104.709999
"161","2014-01-07",104
"162","2014-01-08",104.5
"163","2014-01-09",104.599998
"164","2014-01-10",104.5
"165","2014-01-13",106
"166","2014-01-14",104.669998
"167","2014-01-15",102.900002
"168","2014-01-16",104
"169","2014-01-17",100.75
"170","2014-01-21",100.75
"171","2014-01-22",103.5
"172","2014-01-23",104.5
"173","2014-01-24",104.5
"174","2014-01-27",104
"175","2014-01-28",100.260002
"176","2014-01-29",103.059998
"177","2014-01-30",102.949997
"178","2014-01-31",102.949997
"179","2014-02-03",102
"180","2014-02-04",104.07
"181","2014-02-05",102
"182","2014-02-06",102.010002
"183","2014-02-07",102.010002
"184","2014-02-10",102.25
"185","2014-02-11",102.25
"186","2014-02-12",102.5
"187","2014-02-13",102
"188","2014-02-14",102
"189","2014-02-18",104.010002
