"","date","FF"
"137","2011-10-05",10.6
"138","2011-10-06",10.49
"139","2011-10-07",10.37
"140","2011-10-10",10.7
"141","2011-10-11",10.68
"142","2011-10-12",10.96
"143","2011-10-13",11.22
"144","2011-10-14",11.78
"145","2011-10-17",11.25
"146","2011-10-18",11.48
"147","2011-10-19",11.14
"148","2011-10-20",10.33
"149","2011-10-21",10.66
"150","2011-10-24",10.91
"151","2011-10-25",10.53
"152","2011-10-26",11.09
"153","2011-10-27",11.88
"154","2011-10-28",11.78
"155","2011-10-31",11.3
"156","2011-11-01",10.48
"157","2011-11-02",10.76
"158","2011-11-03",11.2
"159","2011-11-04",11.08
"160","2011-11-07",11.04
"161","2011-11-08",11.18
"162","2011-11-09",10.44
"163","2011-11-10",11.53
"164","2011-11-11",12.1
"165","2011-11-14",12.28
"166","2011-11-15",12.31
"167","2011-11-16",11.7
"168","2011-11-17",11.54
"169","2011-11-18",11.75
"170","2011-11-21",11.19
"171","2011-11-22",11.14
"172","2011-11-23",10.37
"173","2011-11-25",10.22
"174","2011-11-28",10.61
"175","2011-11-29",10.33
"176","2011-11-30",12.65
"177","2011-12-01",12.19
"178","2011-12-02",12.33
"179","2011-12-05",12.43
"180","2011-12-06",12.41
"181","2011-12-07",12.37
"182","2011-12-08",11.7
"183","2011-12-09",12.46
"184","2011-12-12",12.34
"185","2011-12-13",12
"186","2011-12-14",12.51
"187","2011-12-15",12.5
"188","2011-12-16",12.29
"189","2011-12-19",12.02
"190","2011-12-20",12.6
"191","2011-12-21",12.72
"192","2011-12-22",12.66
"193","2011-12-23",12.64
"194","2011-12-27",12.3
"195","2011-12-28",11.62
"196","2011-12-29",12.39
"197","2011-12-30",12.42
"198","2012-01-03",12.7
"199","2012-01-04",12.37
"200","2012-01-05",12.27
"201","2012-01-06",11.97
"202","2012-01-09",12.13
"203","2012-01-10",12.45
"204","2012-01-11",12.34
"205","2012-01-12",12.31
"206","2012-01-13",12.15
"207","2012-01-17",12.31
"208","2012-01-18",12.38
"209","2012-01-19",12.17
"210","2012-01-20",12.14
"211","2012-01-23",12.11
"212","2012-01-24",12.22
"213","2012-01-25",12.23
"214","2012-01-26",12.25
"215","2012-01-27",12.25
"216","2012-01-30",11.91
"217","2012-01-31",11.93
"218","2012-02-01",11.97
"219","2012-02-02",12.16
"220","2012-02-03",12.28
"221","2012-02-06",11.99
"222","2012-02-07",11.89
"223","2012-02-08",12.22
"224","2012-02-09",12.1
"225","2012-02-10",11.77
"226","2012-02-13",11.34
"227","2012-02-14",11.09
"228","2012-02-15",10.76
"229","2012-02-16",11.18
"230","2012-02-17",11.07
"231","2012-02-21",11.05
"232","2012-02-22",11.19
"233","2012-02-23",11.97
"234","2012-02-24",11.92
"235","2012-02-27",11.97
"236","2012-02-28",11.81
"237","2012-02-29",11.05
"238","2012-03-01",11.65
"239","2012-03-02",10.64
"240","2012-03-05",10.78
"241","2012-03-06",10.43
"242","2012-03-07",10.63
"243","2012-03-08",11.05
"244","2012-03-09",11.28
"245","2012-03-12",11.28
"246","2012-03-13",11.64
"247","2012-03-14",11.37
"248","2012-03-15",11.39
"249","2012-03-16",10.9
"250","2012-03-19",11
"251","2012-03-20",10.82
"252","2012-03-21",10.47
"253","2012-03-22",10.48
"254","2012-03-23",10.73
"255","2012-03-26",11.15
"256","2012-03-27",11.1
"257","2012-03-28",11.08
"258","2012-03-29",11.04
"259","2012-03-30",10.98
"260","2012-04-02",11.42
"261","2012-04-03",10.97
"262","2012-04-04",10.8
"263","2012-04-05",10.86
"264","2012-04-09",10.68
"265","2012-04-10",10.56
"266","2012-04-11",10.97
"267","2012-04-12",10.9
"268","2012-04-13",10.45
"269","2012-04-16",10.68
"270","2012-04-17",10.54
"271","2012-04-18",10.45
"272","2012-04-19",10.26
"273","2012-04-20",10.36
"274","2012-04-23",9.85
"275","2012-04-24",10.02
"276","2012-04-25",10.08
"277","2012-04-26",9.94
"278","2012-04-27",10.04
"279","2012-04-30",9.84
"280","2012-05-01",9.65
"281","2012-05-02",9.85
"282","2012-05-03",9.91
"283","2012-05-04",9.62
"284","2012-05-07",9.64
"285","2012-05-08",9.69
"286","2012-05-09",9.7
"287","2012-05-10",10
"288","2012-05-11",10.08
"289","2012-05-14",9.9
"290","2012-05-15",9.85
"291","2012-05-16",9.87
"292","2012-05-17",9.8
"293","2012-05-18",9.84
"294","2012-05-21",9.86
"295","2012-05-22",9.65
"296","2012-05-23",9.92
"297","2012-05-24",9.9
"298","2012-05-25",9.98
"299","2012-05-29",9.97
"300","2012-05-30",10.14
"301","2012-05-31",9.84
"302","2012-06-01",9.03
"303","2012-06-04",9.15
"304","2012-06-05",9.29
"305","2012-06-06",9.77
"306","2012-06-07",9.91
"307","2012-06-08",10.2
"308","2012-06-11",9.2
"309","2012-06-12",9.67
"310","2012-06-13",9.52
"311","2012-06-14",9.88
"312","2012-06-15",10.04
"313","2012-06-18",9.92
"314","2012-06-19",10.35
"315","2012-06-20",10.18
"316","2012-06-21",9.6
"317","2012-06-22",10.08
"318","2012-06-25",10.09
"319","2012-06-26",10.08
"320","2012-06-27",10.5
"321","2012-06-28",9.99
"322","2012-06-29",10.51
"323","2012-07-02",10.56
"324","2012-07-03",10.51
"325","2012-07-05",10.43
"326","2012-07-06",10.47
"327","2012-07-09",10.49
"328","2012-07-10",10.47
"329","2012-07-11",10.42
"330","2012-07-12",10.38
"331","2012-07-13",10.41
"332","2012-07-16",10.15
"333","2012-07-17",10.29
"334","2012-07-18",10.36
"335","2012-07-19",10.18
"336","2012-07-20",9.96
"337","2012-07-23",9.88
"338","2012-07-24",9.63
"339","2012-07-25",9.58
"340","2012-07-26",9.71
"341","2012-07-27",9.79
"342","2012-07-30",9.76
"343","2012-07-31",9.73
"344","2012-08-01",9.39
"345","2012-08-02",9.48
"346","2012-08-03",9.57
"347","2012-08-06",9.76
"348","2012-08-07",9.77
"349","2012-08-08",9.74
"350","2012-08-09",9.83
"351","2012-08-10",9.67
"352","2012-08-13",9.68
"353","2012-08-14",9.59
"354","2012-08-15",9.49
"355","2012-08-16",10.04
"356","2012-08-17",9.96
"357","2012-08-20",10.05
"358","2012-08-21",9.98
"359","2012-08-22",10.17
"360","2012-08-23",10.25
"361","2012-08-24",10.48
"362","2012-08-27",10.33
"363","2012-08-28",10.36
"364","2012-08-29",10.3
"365","2012-08-30",10.21
"366","2012-08-31",10.32
"367","2012-09-04",10.4
"368","2012-09-05",10.38
"369","2012-09-06",10.4
"370","2012-09-07",10.48
"371","2012-09-10",10.4
"372","2012-09-11",10.35
"373","2012-09-12",10.25
"374","2012-09-13",10.25
"375","2012-09-14",10.31
"376","2012-09-17",10.81
"377","2012-09-18",11.44
"378","2012-09-19",11.81
"379","2012-09-20",11.82
"380","2012-09-21",12.64
"381","2012-09-24",12.43
"382","2012-09-25",12.22
"383","2012-09-26",12.26
"384","2012-09-27",12.46
"385","2012-09-28",12.11
"386","2012-10-01",12.39
"387","2012-10-02",12.43
"388","2012-10-03",12.3
"389","2012-10-04",12.37
"390","2012-10-05",12.34
"391","2012-10-08",12.22
"392","2012-10-09",12.07
"393","2012-10-10",12.17
"394","2012-10-11",12.11
"395","2012-10-12",11.98
"396","2012-10-15",11.91
"397","2012-10-16",12.07
"398","2012-10-17",12.22
"399","2012-10-18",12.16
"400","2012-10-19",11.84
"401","2012-10-22",11.87
"402","2012-10-23",11.85
"403","2012-10-24",11.74
"404","2012-10-25",11.82
"405","2012-10-26",11.73
"406","2012-10-31",11.79
"407","2012-11-01",11.72
"408","2012-11-02",11.6
"409","2012-11-05",11.78
"410","2012-11-06",11.75
"411","2012-11-07",11.44
"412","2012-11-08",11.37
"413","2012-11-09",11.47
"414","2012-11-12",11.57
"415","2012-11-13",11.48
"416","2012-11-14",11.48
"417","2012-11-15",11.52
"418","2012-11-16",11.66
"419","2012-11-19",11.79
"420","2012-11-20",11.75
"421","2012-11-21",11.74
"422","2012-11-23",11.78
"423","2012-11-26",11.64
"424","2012-11-27",11.6
"425","2012-11-28",11.62
"426","2012-11-29",11.1
"427","2012-11-30",11.35
"428","2012-12-03",11.6
"429","2012-12-04",11.63
"430","2012-12-05",11.95
"431","2012-12-06",11.8
"432","2012-12-07",11.74
"433","2012-12-10",11.74
"434","2012-12-11",11.85
"435","2012-12-12",11.87
"436","2012-12-13",11.85
"437","2012-12-14",11.99
"438","2012-12-17",12.15
"439","2012-12-18",12.06
"440","2012-12-19",11.97
"441","2012-12-20",11.9
"442","2012-12-21",11.74
"443","2012-12-24",11.72
"444","2012-12-26",11.64
"445","2012-12-27",11.66
"446","2012-12-28",11.61
"447","2012-12-31",11.84
"448","2013-01-02",12.43
"449","2013-01-03",12.32
"450","2013-01-04",12.22
"451","2013-01-07",12.12
"452","2013-01-08",12.1
"453","2013-01-09",12.19
"454","2013-01-10",12.2
"455","2013-01-11",12.18
"456","2013-01-14",12.16
"457","2013-01-15",12.23
"458","2013-01-16",12.2
"459","2013-01-17",12.33
"460","2013-01-18",12.34
"461","2013-01-22",12.61
"462","2013-01-23",12.55
"463","2013-01-24",12.61
"464","2013-01-25",12.61
"465","2013-01-28",12.75
"466","2013-01-29",12.67
"467","2013-01-30",12.75
"468","2013-01-31",12.75
"469","2013-02-01",13.03
"470","2013-02-04",12.92
"471","2013-02-05",13.02
"472","2013-02-06",13.26
"473","2013-02-07",13.51
"474","2013-02-08",13.54
"475","2013-02-11",13.87
"476","2013-02-12",13.86
"477","2013-02-13",13.75
"478","2013-02-14",13.84
"479","2013-02-15",13.84
"480","2013-02-19",13.92
"481","2013-02-20",13.57
"482","2013-02-21",13.01
"483","2013-02-22",13.42
"484","2013-02-25",13.11
"485","2013-02-26",13.18
"486","2013-02-27",13.14
"487","2013-02-28",13.11
"488","2013-03-01",13.18
"489","2013-03-04",13.22
"490","2013-03-05",13.3
"491","2013-03-06",13.42
"492","2013-03-07",13.61
"493","2013-03-08",13.77
"494","2013-03-11",13.75
"495","2013-03-12",13.92
"496","2013-03-13",13.91
"497","2013-03-14",13.98
"498","2013-03-15",13.89
"499","2013-03-18",13.66
"500","2013-03-19",12.4
"501","2013-03-20",12.55
"502","2013-03-21",12.54
"503","2013-03-22",12.34
"504","2013-03-25",12.26
"505","2013-03-26",12.27
"506","2013-03-27",12.25
"507","2013-03-28",12.15
"508","2013-04-01",12.06
"509","2013-04-02",12.07
"510","2013-04-03",11.83
"511","2013-04-04",11.95
"512","2013-04-05",11.97
"513","2013-04-08",11.91
"514","2013-04-09",12.2
"515","2013-04-10",12.37
"516","2013-04-11",12.83
"517","2013-04-12",12.72
"518","2013-04-15",12.14
"519","2013-04-16",12.5
"520","2013-04-17",12.24
"521","2013-04-18",12.07
"522","2013-04-19",12.15
"523","2013-04-22",12.3
"524","2013-04-23",12.5
"525","2013-04-24",12.62
"526","2013-04-25",12.6
"527","2013-04-26",12.18
"528","2013-04-29",12.39
"529","2013-04-30",12.25
"530","2013-05-01",12.01
"531","2013-05-02",12.55
"532","2013-05-03",12.81
"533","2013-05-06",12.74
"534","2013-05-07",13.13
"535","2013-05-08",13.65
"536","2013-05-09",13.75
"537","2013-05-10",13.87
"538","2013-05-13",13.61
"539","2013-05-14",13.83
"540","2013-05-15",13.78
"541","2013-05-16",13.5
"542","2013-05-17",13.78
"543","2013-05-20",14.2
"544","2013-05-21",14.59
"545","2013-05-22",14.44
"546","2013-05-23",14.52
"547","2013-05-24",14.57
"548","2013-05-28",14.28
"549","2013-05-29",14.18
"550","2013-05-30",14.12
"551","2013-05-31",13.98
"552","2013-06-03",14.27
"553","2013-06-04",14.46
"554","2013-06-05",14.24
"555","2013-06-06",14.45
"556","2013-06-07",14.36
"557","2013-06-10",14.51
"558","2013-06-11",14.31
"559","2013-06-12",14.28
"560","2013-06-13",14.55
"561","2013-06-14",14.35
"562","2013-06-17",14.55
"563","2013-06-18",14.7
"564","2013-06-19",14.65
"565","2013-06-20",14.52
"566","2013-06-21",14.69
"567","2013-06-24",13.8
"568","2013-06-25",13.57
"569","2013-06-26",13.73
"570","2013-06-27",14.01
"571","2013-06-28",14.17
"572","2013-07-01",14.07
"573","2013-07-02",13.96
"574","2013-07-03",14.17
"575","2013-07-05",14.3
"576","2013-07-08",14.5
"577","2013-07-09",14.56
"578","2013-07-10",14.67
"579","2013-07-11",14.7
"580","2013-07-12",14.83
"581","2013-07-15",14.76
"582","2013-07-16",15.21
"583","2013-07-17",15.38
"584","2013-07-18",15.4
"585","2013-07-19",15.63
"586","2013-07-22",15.56
"587","2013-07-23",15.78
"588","2013-07-24",15.75
"589","2013-07-25",15.89
"590","2013-07-26",15.76
"591","2013-07-29",15.59
"592","2013-07-30",15.75
"593","2013-07-31",15.79
"594","2013-08-01",15.74
"595","2013-08-02",15.72
"596","2013-08-05",16.059999
"597","2013-08-06",15.9
"598","2013-08-07",15.81
"599","2013-08-08",16.25
"600","2013-08-09",17.190001
"601","2013-08-12",17.190001
"602","2013-08-13",17.200001
"603","2013-08-14",16.82
"604","2013-08-15",16.33
"605","2013-08-16",16.309999
"606","2013-08-19",16.34
"607","2013-08-20",16.52
"608","2013-08-21",16.5
"609","2013-08-22",16.860001
"610","2013-08-23",16.809999
"611","2013-08-26",16.9
"612","2013-08-27",16.709999
"613","2013-08-28",16.700001
"614","2013-08-29",16.75
"615","2013-08-30",16.139999
"616","2013-09-03",16.719999
"617","2013-09-04",16.99
"618","2013-09-05",16.940001
"619","2013-09-06",16.68
"620","2013-09-09",17.299999
"621","2013-09-10",17
"622","2013-09-11",17.35
"623","2013-09-12",16.889999
"624","2013-09-13",17.6
"625","2013-09-16",18
"626","2013-09-17",17.950001
"627","2013-09-18",18.49
"628","2013-09-19",18.049999
"629","2013-09-20",18.030001
"630","2013-09-23",18.18
"631","2013-09-24",18.280001
"632","2013-09-25",18.43
"633","2013-09-26",18.24
"634","2013-09-27",18.16
"635","2013-09-30",17.959999
"636","2013-10-01",18.23
"637","2013-10-02",18.120001
"638","2013-10-03",18.040001
"639","2013-10-04",18.26
"640","2013-10-07",17.870001
"641","2013-10-08",17.43
"642","2013-10-09",17.690001
"643","2013-10-10",17.969999
"644","2013-10-11",17.75
"645","2013-10-14",17.75
"646","2013-10-15",17.75
"647","2013-10-16",17.959999
"648","2013-10-17",17.950001
"649","2013-10-18",18.799999
"650","2013-10-21",18.379999
"651","2013-10-22",18.34
"652","2013-10-23",17.9
"653","2013-10-24",18.68
"654","2013-10-25",17.559999
"655","2013-10-28",17.42
"656","2013-10-29",17.27
"657","2013-10-30",17.08
"658","2013-10-31",17.41
"659","2013-11-01",18.02
"660","2013-11-04",18.27
"661","2013-11-05",18.049999
"662","2013-11-06",17.9
"663","2013-11-07",17.450001
"664","2013-11-08",15.85
"665","2013-11-11",16.469999
"666","2013-11-12",16.190001
"667","2013-11-13",16.709999
"668","2013-11-14",16.940001
"669","2013-11-15",16.84
"670","2013-11-18",17.07
"671","2013-11-19",16.9
"672","2013-11-20",16.110001
"673","2013-11-21",16.639999
"674","2013-11-22",16.75
"675","2013-11-25",17
"676","2013-11-26",17.01
"677","2013-11-27",16.42
"678","2013-11-29",16.719999
"679","2013-12-02",15.95
"680","2013-12-03",15.72
"681","2013-12-04",15.59
"682","2013-12-05",15.72
"683","2013-12-06",15.85
"684","2013-12-09",15.55
"685","2013-12-10",15.66
"686","2013-12-11",15.15
"687","2013-12-12",15.39
"688","2013-12-13",15.35
"689","2013-12-16",15.27
"690","2013-12-17",15.31
"691","2013-12-18",15.4
"692","2013-12-19",15.39
"693","2013-12-20",15.68
"694","2013-12-23",15.68
"695","2013-12-24",15.86
"696","2013-12-26",15.74
"697","2013-12-27",15.83
"698","2013-12-30",15.76
"699","2013-12-31",15.8
"700","2014-01-02",15.99
"701","2014-01-03",15.92
"702","2014-01-06",15.77
"703","2014-01-07",15.99
"704","2014-01-08",15.95
"705","2014-01-09",16.09
"706","2014-01-10",16.23
"707","2014-01-13",15.86
"708","2014-01-14",16.209999
"709","2014-01-15",16.219999
"710","2014-01-16",16.360001
"711","2014-01-17",16.52
"712","2014-01-21",16.809999
"713","2014-01-22",16.780001
"714","2014-01-23",16.860001
"715","2014-01-24",16.43
"716","2014-01-27",16.24
"717","2014-01-28",16.27
"718","2014-01-29",16.24
"719","2014-01-30",16.299999
"720","2014-01-31",16.360001
"721","2014-02-03",15.46
"722","2014-02-04",15.3
"723","2014-02-05",15.26
"724","2014-02-06",15.49
"725","2014-02-07",15.56
"726","2014-02-10",15.73
"727","2014-02-11",15.75
"728","2014-02-12",16.17
"729","2014-02-13",16.709999
"730","2014-02-14",16.58
"731","2014-02-18",16.719999
"732","2014-02-19",16.629999
"733","2014-02-20",17.08
"734","2014-02-21",17.110001
"735","2014-02-24",17.389999
"736","2014-02-25",17.07
"737","2014-02-26",17.35
"738","2014-02-27",17.34
"739","2014-02-28",17.35
"740","2014-03-03",17.15
"741","2014-03-04",17.309999
"742","2014-03-05",17.049999
"743","2014-03-06",17.190001
"744","2014-03-07",17.360001
"745","2014-03-10",17.35
"746","2014-03-11",17.209999
"747","2014-03-12",17.379999
"748","2014-03-13",17.25
"749","2014-03-14",17.379999
"750","2014-03-17",17.559999
"751","2014-03-18",20.65
"752","2014-03-19",21
"753","2014-03-20",21.280001
"754","2014-03-21",21.23
"755","2014-03-24",21.08
"756","2014-03-25",20.639999
"757","2014-03-26",19.9
"758","2014-03-27",19.77
"759","2014-03-28",19.75
"760","2014-03-31",20.299999
"761","2014-04-01",21.049999
"762","2014-04-02",20.780001
"763","2014-04-03",20.32
"764","2014-04-04",19.66
"765","2014-04-07",18.77
"766","2014-04-08",19.32
"767","2014-04-09",19.85
"768","2014-04-10",19.26
"769","2014-04-11",19.209999
"770","2014-04-14",19.49
"771","2014-04-15",19.41
"772","2014-04-16",19.690001
"773","2014-04-17",19.77
"774","2014-04-21",20.09
"775","2014-04-22",20.4
"776","2014-04-23",20.59
"777","2014-04-24",20.5
"778","2014-04-25",20.299999
"779","2014-04-28",20.200001
"780","2014-04-29",19.92
"781","2014-04-30",20.07
"782","2014-05-01",20.549999
"783","2014-05-02",20.75
"784","2014-05-05",21.440001
"785","2014-05-06",20.9
"786","2014-05-07",20.780001
"787","2014-05-08",20.309999
"788","2014-05-09",16.299999
"789","2014-05-12",17.27
"790","2014-05-13",16.93
"791","2014-05-14",16.4
"792","2014-05-15",16.27
"793","2014-05-16",16.35
"794","2014-05-19",16.18
"795","2014-05-20",15.95
"796","2014-05-21",16.15
"797","2014-05-22",16.34
"798","2014-05-23",16.639999
"799","2014-05-27",17.26
"800","2014-05-28",17.4
"801","2014-05-29",17.309999
"802","2014-05-30",17.18
"803","2014-06-02",16.629999
"804","2014-06-03",16.540001
"805","2014-06-04",16.629999
"806","2014-06-05",16.799999
"807","2014-06-06",16.950001
"808","2014-06-09",16.969999
"809","2014-06-10",16.93
"810","2014-06-11",16.73
"811","2014-06-12",16.65
"812","2014-06-13",16.700001
"813","2014-06-16",16.82
"814","2014-06-17",16.83
"815","2014-06-18",16.860001
"816","2014-06-19",16.639999
"817","2014-06-20",16.84
"818","2014-06-23",16.780001
"819","2014-06-24",16.559999
"820","2014-06-25",16.6
"821","2014-06-26",16.5
"822","2014-06-27",16.48
"823","2014-06-30",16.59
"824","2014-07-01",16.98
"825","2014-07-02",17.02
"826","2014-07-03",17.18
"827","2014-07-07",16.83
"828","2014-07-08",16.51
"829","2014-07-09",16.43
"830","2014-07-10",16.129999
"831","2014-07-11",15.85
"832","2014-07-14",16.459999
"833","2014-07-15",16.139999
"834","2014-07-16",16.370001
"835","2014-07-17",16.200001
"836","2014-07-18",16.4
"837","2014-07-21",16.17
"838","2014-07-22",16.41
"839","2014-07-23",16.309999
"840","2014-07-24",16.02
"841","2014-07-25",16
"842","2014-07-28",15.71
"843","2014-07-29",15.97
"844","2014-07-30",16.209999
"845","2014-07-31",15.76
"846","2014-08-01",15.7
"847","2014-08-04",16.1
"848","2014-08-05",15.95
"849","2014-08-06",16.139999
"850","2014-08-07",15.71
"851","2014-08-08",14.29
"852","2014-08-11",15.15
"853","2014-08-12",14.23
"854","2014-08-13",14.16
"855","2014-08-14",14.3
"856","2014-08-15",14.2
"857","2014-08-18",14.31
"858","2014-08-19",14.18
"859","2014-08-20",13.68
"860","2014-08-21",13.87
"861","2014-08-22",14.25
"862","2014-08-25",13.93
"863","2014-08-26",13.89
"864","2014-08-27",13.93
"865","2014-08-28",13.97
"866","2014-08-29",13.92
"867","2014-09-02",14
"868","2014-09-03",13.85
"869","2014-09-04",13.57
"870","2014-09-05",13.72
"871","2014-09-08",13.81
"872","2014-09-09",13.39
"873","2014-09-10",13.66
"874","2014-09-11",13.49
"875","2014-09-12",13.24
"876","2014-09-15",13.18
"877","2014-09-16",12.99
"878","2014-09-17",12.67
"879","2014-09-18",12.6
"880","2014-09-19",12.14
"881","2014-09-22",12.43
"882","2014-09-23",12.29
"883","2014-09-24",12.75
"884","2014-09-25",12.38
"885","2014-09-26",12.72
"886","2014-09-29",12.29
"887","2014-09-30",11.89
"888","2014-10-01",11.66
"889","2014-10-02",11.93
"890","2014-10-03",11.89
"891","2014-10-06",11.84
"892","2014-10-07",11.75
"893","2014-10-08",12.07
"894","2014-10-09",11.84
"895","2014-10-10",11.69
"896","2014-10-13",11.72
"897","2014-10-14",11.86
"898","2014-10-15",12.18
"899","2014-10-16",12.08
"900","2014-10-17",11.86
"901","2014-10-20",11.99
"902","2014-10-21",12.18
"903","2014-10-22",11.79
"904","2014-10-23",12.13
"905","2014-10-24",12.02
"906","2014-10-27",11.93
"907","2014-10-28",12.75
"908","2014-10-29",12.63
"909","2014-10-30",12.86
"910","2014-10-31",13.32
"911","2014-11-03",13.12
"912","2014-11-04",13
"913","2014-11-05",12.91
"914","2014-11-06",13.1
"915","2014-11-07",13.52
"916","2014-11-10",13.05
"917","2014-11-11",12.5
"918","2014-11-12",12.5
"919","2014-11-13",12.18
"920","2014-11-14",12.42
"921","2014-11-17",12.2
"922","2014-11-18",12.25
"923","2014-11-19",12.11
"924","2014-11-20",12.1
"925","2014-11-21",12.09
"926","2014-11-24",12.2
"927","2014-11-25",11.85
"928","2014-11-26",11.83
"929","2014-11-28",11.16
"930","2014-12-01",10.98
"931","2014-12-02",11.39
"932","2014-12-03",12.35
"933","2014-12-04",11.81
"934","2014-12-05",12.14
"935","2014-12-08",12.11
"936","2014-12-09",12.7
"937","2014-12-10",12.05
"938","2014-12-11",12.38
"939","2014-12-12",11.89
"940","2014-12-15",11.62
"941","2014-12-16",11.72
"942","2014-12-17",12.61
"943","2014-12-18",12.85
"944","2014-12-19",13.16
"945","2014-12-22",13.06
"946","2014-12-23",12.86
"947","2014-12-24",13.09
"948","2014-12-26",13.02
"949","2014-12-29",13.13
"950","2014-12-30",13.26
"951","2014-12-31",13.02
"952","2015-01-02",12.97
"953","2015-01-05",12.4
"954","2015-01-06",12.06
"955","2015-01-07",12.06
"956","2015-01-08",12.34
"957","2015-01-09",12.08
"958","2015-01-12",11.97
"959","2015-01-13",12.04
"960","2015-01-14",12.03
"961","2015-01-15",11.82
"962","2015-01-16",11.79
"963","2015-01-20",11.5
"964","2015-01-21",11.48
"965","2015-01-22",11.9
"966","2015-01-23",11.62
"967","2015-01-26",11.49
"968","2015-01-27",11.54
"969","2015-01-28",11.04
"970","2015-01-29",11.34
"971","2015-01-30",10.99
"972","2015-02-02",11.27
"973","2015-02-03",11.57
"974","2015-02-04",11.42
"975","2015-02-05",11.76
"976","2015-02-06",11.86
"977","2015-02-09",11.77
"978","2015-02-10",11.76
"979","2015-02-11",11.83
"980","2015-02-12",11.69
"981","2015-02-13",12.1
"982","2015-02-17",12.33
"983","2015-02-18",12.36
"984","2015-02-19",12.52
"985","2015-02-20",12.45
"986","2015-02-23",12.25
"987","2015-02-24",12.3
"988","2015-02-25",12.45
"989","2015-02-26",12.55
"990","2015-02-27",12.3
"991","2015-03-02",12.2
"992","2015-03-03",11.91
"993","2015-03-04",12.22
"994","2015-03-05",12.06
