"","date","GIFI"
"1","2007-01-03",34.98
"2","2007-01-04",34.759998
"3","2007-01-05",34.610001
"4","2007-01-08",34.029999
"5","2007-01-09",33.080002
"6","2007-01-10",33.25
"7","2007-01-11",32.549999
"8","2007-01-12",33.200001
"9","2007-01-16",33.459999
"10","2007-01-17",33.459999
"11","2007-01-18",32.68
"12","2007-01-19",34.040001
"13","2007-01-22",33.959999
"14","2007-01-23",35.240002
"15","2007-01-24",34.959999
"16","2007-01-25",34.099998
"17","2007-01-26",34.959999
"18","2007-01-29",34.73
"19","2007-01-30",36.450001
"20","2007-01-31",36.279999
"21","2007-02-01",36.900002
"22","2007-02-02",36.560001
"23","2007-02-05",36.380001
"24","2007-02-06",37.18
"25","2007-02-07",37.240002
"26","2007-02-08",37.02
"27","2007-02-09",36.57
"28","2007-02-12",36.779999
"29","2007-02-13",37.990002
"30","2007-02-14",33.599998
"31","2007-02-15",34.919998
"32","2007-02-16",34.59
"33","2007-02-20",34.990002
"34","2007-02-21",35.27
"35","2007-02-22",35.189999
"36","2007-02-23",35.09
"37","2007-02-26",35.220001
"38","2007-02-27",33.849998
"39","2007-02-28",34.259998
"40","2007-03-01",35.939999
"41","2007-03-02",26.84
"42","2007-03-05",27.040001
"43","2007-03-06",27.120001
"44","2007-03-07",27.1
"45","2007-03-08",27.120001
"46","2007-03-09",26.870001
"47","2007-03-12",27.190001
"48","2007-03-13",26.139999
"49","2007-03-14",26.49
"50","2007-03-15",26.15
"51","2007-03-16",26.43
"52","2007-03-19",26.809999
"53","2007-03-20",26.67
"54","2007-03-21",26.889999
"55","2007-03-22",26.889999
"56","2007-03-23",26.950001
"57","2007-03-26",27.02
"58","2007-03-27",27
"59","2007-03-28",26.59
"60","2007-03-29",26.940001
"61","2007-03-30",26.74
"62","2007-04-02",26.870001
"63","2007-04-03",26.870001
"64","2007-04-04",26.77
"65","2007-04-05",26.98
"66","2007-04-09",27.049999
"67","2007-04-10",28.02
"68","2007-04-11",28.200001
"69","2007-04-12",28.91
"70","2007-04-13",29.85
"71","2007-04-16",30.17
"72","2007-04-17",29.98
"73","2007-04-18",29.07
"74","2007-04-19",28.83
"75","2007-04-20",29.129999
"76","2007-04-23",29.01
"77","2007-04-24",29.02
"78","2007-04-25",30.360001
"79","2007-04-26",30.4
"80","2007-04-27",29.969999
"81","2007-04-30",30.030001
"82","2007-05-01",30.66
"83","2007-05-02",31.889999
"84","2007-05-03",32.259998
"85","2007-05-04",32.77
"86","2007-05-07",32.790001
"87","2007-05-08",33.060001
"88","2007-05-09",33.389999
"89","2007-05-10",32.380001
"90","2007-05-11",33.34
"91","2007-05-14",33.389999
"92","2007-05-15",32.759998
"93","2007-05-16",33.59
"94","2007-05-17",33.849998
"95","2007-05-18",34.66
"96","2007-05-21",34.990002
"97","2007-05-22",34.450001
"98","2007-05-23",34.52
"99","2007-05-24",33.099998
"100","2007-05-25",33.169998
"101","2007-05-29",33.139999
"102","2007-05-30",32.91
"103","2007-05-31",33.130001
"104","2007-06-01",33.490002
"105","2007-06-04",34.189999
"106","2007-06-05",34.169998
"107","2007-06-06",34.029999
"108","2007-06-07",33.16
"109","2007-06-08",33.66
"110","2007-06-11",33.099998
"111","2007-06-12",32.509998
"112","2007-06-13",33.209999
"113","2007-06-14",33.450001
"114","2007-06-15",34.84
"115","2007-06-18",34.549999
"116","2007-06-19",34.950001
"117","2007-06-20",33.799999
"118","2007-06-21",35.060001
"119","2007-06-22",34.720001
"120","2007-06-25",33.939999
"121","2007-06-26",33.630001
"122","2007-06-27",34.439999
"123","2007-06-28",33.5
"124","2007-06-29",34.700001
"125","2007-07-02",35.139999
"126","2007-07-03",35.18
"127","2007-07-05",35.830002
"128","2007-07-06",36.310001
"129","2007-07-09",36.25
