"","date","IMUX"
"1","2014-04-17",480
"2","2014-04-21",484
"3","2014-04-22",492.799988
"4","2014-04-23",490
"5","2014-04-24",491.200012
"6","2014-04-25",495.600006
"7","2014-04-28",502.799988
"8","2014-04-29",518
"9","2014-04-30",520
"10","2014-05-01",494
"11","2014-05-02",448.399994
"12","2014-05-05",484
"13","2014-05-06",472
"14","2014-05-07",491.200012
"15","2014-05-08",493.600006
"16","2014-05-09",500
"17","2014-05-12",499.600006
"18","2014-05-13",495.600006
"19","2014-05-14",498.799988
"20","2014-05-15",487.200012
"21","2014-05-16",495.200012
"22","2014-05-19",486.799988
"23","2014-05-20",485.600006
"24","2014-05-21",488.399994
"25","2014-05-22",500
"26","2014-05-23",502
"27","2014-05-27",481.600006
"28","2014-05-28",468.399994
"29","2014-05-29",481.200012
"30","2014-05-30",480
"31","2014-06-02",508
"32","2014-06-03",558.799988
"33","2014-06-04",560.400024
"34","2014-06-05",708
"35","2014-06-06",733.200012
"36","2014-06-09",784
"37","2014-06-10",950
"38","2014-06-11",1146.400024
"39","2014-06-12",1284.400024
"40","2014-06-13",1285.599976
"41","2014-06-16",1332.400024
"42","2014-06-17",1296.400024
"43","2014-06-18",1220.800049
"44","2014-06-19",939.599976
"45","2014-06-20",1053.199951
"46","2014-06-23",1164
"47","2014-06-24",1128.800049
"48","2014-06-25",1100
"49","2014-06-26",1113.199951
"50","2014-06-27",1126
"51","2014-06-30",1089.599976
"52","2014-07-01",1029.599976
"53","2014-07-02",1090
"54","2014-07-03",1088.800049
"55","2014-07-07",964
"56","2014-07-08",968
"57","2014-07-09",1006.799988
"58","2014-07-10",955.200012
"59","2014-07-11",940.799988
"60","2014-07-14",1026
"61","2014-07-15",1013.599976
"62","2014-07-16",1080
"63","2014-07-17",1086
"64","2014-07-18",1108.400024
"65","2014-07-21",1090.800049
"66","2014-07-22",1068.400024
"67","2014-07-23",1000.400024
"68","2014-07-24",1031.599976
"69","2014-07-25",998
"70","2014-07-28",1028.400024
"71","2014-07-29",986.400024
"72","2014-07-30",992.400024
"73","2014-07-31",916
"74","2014-08-01",910.799988
"75","2014-08-04",916.400024
"76","2014-08-05",905.200012
"77","2014-08-06",876
"78","2014-08-07",840.400024
"79","2014-08-08",891.200012
"80","2014-08-11",932.400024
"81","2014-08-12",927.599976
"82","2014-08-13",979.200012
"83","2014-08-14",995.599976
"84","2014-08-15",1000
"85","2014-08-18",1037.599976
"86","2014-08-19",1036
"87","2014-08-20",1002.400024
"88","2014-08-21",974
"89","2014-08-22",933.599976
"90","2014-08-25",961.599976
"91","2014-08-26",1002
"92","2014-08-27",993.200012
"93","2014-08-28",982.799988
"94","2014-08-29",959.200012
"95","2014-09-02",917.599976
"96","2014-09-03",922.400024
"97","2014-09-04",932.400024
"98","2014-09-05",915.200012
"99","2014-09-08",911.200012
"100","2014-09-09",920.400024
"101","2014-09-10",955.599976
"102","2014-09-11",964.400024
"103","2014-09-12",930
"104","2014-09-15",909.200012
"105","2014-09-16",872.400024
"106","2014-09-17",854.400024
"107","2014-09-18",844.799988
"108","2014-09-19",804.400024
"109","2014-09-22",731
"110","2014-09-23",682
"111","2014-09-24",717.200012
"112","2014-09-25",738
"113","2014-09-26",766.799988
"114","2014-09-29",803.200012
"115","2014-09-30",816.400024
"116","2014-10-01",758.400024
"117","2014-10-02",720.799988
"118","2014-10-03",675.200012
"119","2014-10-06",681.599976
"120","2014-10-07",670
"121","2014-10-08",638.799988
"122","2014-10-09",607.200012
"123","2014-10-10",543.200012
"124","2014-10-13",640
"125","2014-10-14",593.599976
"126","2014-10-15",600.799988
"127","2014-10-16",624
"128","2014-10-17",602
"129","2014-10-20",649.599976
"130","2014-10-21",674
"131","2014-10-22",673.599976
"132","2014-10-23",656.400024
"133","2014-10-24",719.599976
"134","2014-10-27",700
"135","2014-10-28",731.200012
"136","2014-10-29",715.599976
"137","2014-10-30",721.599976
"138","2014-10-31",690.400024
"139","2014-11-03",694
"140","2014-11-04",696
"141","2014-11-05",682
"142","2014-11-06",676.799988
"143","2014-11-07",685.599976
"144","2014-11-10",725.200012
"145","2014-11-11",674.400024
"146","2014-11-12",714.400024
"147","2014-11-13",712.799988
"148","2014-11-14",750.400024
"149","2014-11-17",761.200012
"150","2014-11-18",782.799988
"151","2014-11-19",756.400024
"152","2014-11-20",764.799988
"153","2014-11-21",741.200012
"154","2014-11-24",766
"155","2014-11-25",787.599976
"156","2014-11-26",809.200012
"157","2014-11-28",828.400024
"158","2014-12-01",820.799988
"159","2014-12-02",829.599976
"160","2014-12-03",819.200012
"161","2014-12-04",794
"162","2014-12-05",826
"163","2014-12-08",805.200012
"164","2014-12-09",831.599976
"165","2014-12-10",794.799988
"166","2014-12-11",828
"167","2014-12-12",828.799988
"168","2014-12-15",880
"169","2014-12-16",874
"170","2014-12-17",981.599976
"171","2014-12-18",989.599976
"172","2014-12-19",1016.400024
"173","2014-12-22",1007.599976
"174","2014-12-23",1009.200012
"175","2014-12-24",1002.400024
"176","2014-12-26",1019.599976
"177","2014-12-29",1016.400024
"178","2014-12-30",1017.200012
"179","2014-12-31",997.200012
"180","2015-01-02",991.599976
"181","2015-01-05",955.599976
"182","2015-01-06",876.799988
"183","2015-01-07",869.200012
"184","2015-01-08",922.799988
"185","2015-01-09",919.200012
"186","2015-01-12",876.799988
"187","2015-01-13",875.599976
"188","2015-01-14",924
"189","2015-01-15",876
"190","2015-01-16",890.799988
"191","2015-01-20",909.200012
"192","2015-01-21",864.400024
"193","2015-01-22",848.799988
"194","2015-01-23",862.400024
"195","2015-01-26",876.400024
"196","2015-01-27",844.400024
"197","2015-01-28",783.200012
"198","2015-01-29",838
"199","2015-01-30",789.599976
"200","2015-02-02",790
"201","2015-02-03",817.200012
"202","2015-02-04",797.200012
"203","2015-02-05",835.200012
"204","2015-02-06",829.599976
"205","2015-02-09",842
"206","2015-02-10",835.599976
"207","2015-02-11",828
"208","2015-02-12",849.599976
"209","2015-02-13",857.200012
"210","2015-02-17",856
"211","2015-02-18",838
"212","2015-02-19",848
"213","2015-02-20",878.400024
"214","2015-02-23",888
"215","2015-02-24",894
"216","2015-02-25",901.200012
"217","2015-02-26",895.599976
"218","2015-02-27",886
"219","2015-03-02",894.799988
"220","2015-03-03",900.400024
"221","2015-03-04",919.200012
"222","2015-03-05",943.599976
"223","2015-03-06",952.799988
"224","2015-03-09",980
"225","2015-03-10",989.200012
"226","2015-03-11",1038.400024
"227","2015-03-12",1090.800049
"228","2015-03-13",1072.400024
"229","2015-03-16",1124.800049
"230","2015-03-17",1114.800049
"231","2015-03-18",1092.400024
"232","2015-03-19",1094.800049
"233","2015-03-20",994.400024
"234","2015-03-23",979.200012
"235","2015-03-24",1045.199951
"236","2015-03-25",1000
"237","2015-03-26",1040.400024
"238","2015-03-27",1020
"239","2015-03-30",1018.400024
"240","2015-03-31",1000.400024
"241","2015-04-01",960.400024
"242","2015-04-02",961.599976
"243","2015-04-06",963.200012
"244","2015-04-07",980.400024
"245","2015-04-08",1027.199951
"246","2015-04-09",1046
"247","2015-04-10",1027.599976
"248","2015-04-13",1059.199951
"249","2015-04-14",1114.400024
"250","2015-04-15",1084.400024
"251","2015-04-16",1101.199951
"252","2015-04-17",1073.199951
"253","2015-04-20",1089.199951
"254","2015-04-21",1104.800049
"255","2015-04-22",1128.400024
"256","2015-04-23",1167.199951
"257","2015-04-24",1174.800049
"258","2015-04-27",1146
"259","2015-04-28",1109.199951
"260","2015-04-29",1076.800049
"261","2015-04-30",972.400024
"262","2015-05-01",979.200012
"263","2015-05-04",980.400024
"264","2015-05-05",972
"265","2015-05-06",945.200012
"266","2015-05-07",956.799988
"267","2015-05-08",978.400024
"268","2015-05-11",962.799988
"269","2015-05-12",980
"270","2015-05-13",909.200012
"271","2015-05-14",940
"272","2015-05-15",904
"273","2015-05-18",889.200012
"274","2015-05-19",885.599976
"275","2015-05-20",872.400024
"276","2015-05-21",841.599976
"277","2015-05-22",879.599976
"278","2015-05-26",846
"279","2015-05-27",868.400024
"280","2015-05-28",864
"281","2015-05-29",868
"282","2015-06-01",868.400024
"283","2015-06-02",859.599976
"284","2015-06-03",899.200012
"285","2015-06-04",894.799988
"286","2015-06-05",911.599976
"287","2015-06-08",922
"288","2015-06-09",946.400024
"289","2015-06-10",962.400024
"290","2015-06-11",960
"291","2015-06-12",930.799988
"292","2015-06-15",898.799988
"293","2015-06-16",864.400024
"294","2015-06-17",846
"295","2015-06-18",856.400024
"296","2015-06-19",860
"297","2015-06-22",879.200012
"298","2015-06-23",908.400024
"299","2015-06-24",872.799988
"300","2015-06-25",822
"301","2015-06-26",805.599976
"302","2015-06-29",800.400024
"303","2015-06-30",844
"304","2015-07-01",874.799988
"305","2015-07-02",843.599976
"306","2015-07-06",941.200012
"307","2015-07-07",955.599976
"308","2015-07-08",908.799988
"309","2015-07-09",979.200012
"310","2015-07-10",1032.800049
"311","2015-07-13",1004.400024
"312","2015-07-14",1068.400024
"313","2015-07-15",924
"314","2015-07-16",933.200012
"315","2015-07-17",904
"316","2015-07-20",796.799988
"317","2015-07-21",760.799988
"318","2015-07-22",692
"319","2015-07-23",683.200012
"320","2015-07-24",549.599976
"321","2015-07-27",558.400024
"322","2015-07-28",559.599976
"323","2015-07-29",560.400024
"324","2015-07-30",549.200012
"325","2015-07-31",648.799988
"326","2015-08-03",740
"327","2015-08-04",711.200012
"328","2015-08-05",754.799988
"329","2015-08-06",747.200012
"330","2015-08-07",762.400024
"331","2015-08-10",807.200012
"332","2015-08-11",756
"333","2015-08-12",636.799988
"334","2015-08-13",556
"335","2015-08-14",581.200012
"336","2015-08-17",634
"337","2015-08-18",670
"338","2015-08-19",646
"339","2015-08-20",642.799988
"340","2015-08-21",707.200012
"341","2015-08-24",146
"342","2015-08-25",136.800003
"343","2015-08-26",132.399994
"344","2015-08-27",146
"345","2015-08-28",136.399994
"346","2015-08-31",149.600006
"347","2015-09-01",132
"348","2015-09-02",144.800003
"349","2015-09-03",138
"350","2015-09-04",134.399994
"351","2015-09-08",133.199997
"352","2015-09-09",126.400002
"353","2015-09-10",121.599998
"354","2015-09-11",136
"355","2015-09-14",128.800003
"356","2015-09-15",128.399994
"357","2015-09-16",136
"358","2015-09-17",141.199997
"359","2015-09-18",161.600006
"360","2015-09-21",155.199997
"361","2015-09-22",152.800003
"362","2015-09-23",152.800003
"363","2015-09-24",189.199997
"364","2015-09-25",176
"365","2015-09-28",172.399994
"366","2015-09-29",168
"367","2015-09-30",161.600006
"368","2015-10-01",163.199997
"369","2015-10-02",160
"370","2015-10-05",158.800003
"371","2015-10-06",161.600006
"372","2015-10-07",180.399994
"373","2015-10-08",184.800003
"374","2015-10-09",182.800003
"375","2015-10-12",183.600006
"376","2015-10-13",206
"377","2015-10-14",230
"378","2015-10-15",260.399994
"379","2015-10-16",271.600006
"380","2015-10-19",250.399994
"381","2015-10-20",241.199997
"382","2015-10-21",233.600006
"383","2015-10-22",220.399994
"384","2015-10-23",274.799988
"385","2015-10-26",289.600006
"386","2015-10-27",302
"387","2015-10-28",362.399994
"388","2015-10-29",339.600006
"389","2015-10-30",310.799988
"390","2015-11-02",341.600006
"391","2015-11-03",332.399994
"392","2015-11-04",320
"393","2015-11-05",319.600006
"394","2015-11-06",307.600006
"395","2015-11-09",318
"396","2015-11-10",322.399994
"397","2015-11-11",338.799988
"398","2015-11-12",336.799988
"399","2015-11-13",311.200012
"400","2015-11-16",302
"401","2015-11-17",292
"402","2015-11-18",300.799988
"403","2015-11-19",314.399994
"404","2015-11-20",346.399994
"405","2015-11-23",343.200012
"406","2015-11-24",360.399994
"407","2015-11-25",394
"408","2015-11-27",404.399994
"409","2015-11-30",376
"410","2015-12-01",386.399994
"411","2015-12-02",396
"412","2015-12-03",388.399994
"413","2015-12-04",394
"414","2015-12-07",384.399994
"415","2015-12-08",418
"416","2015-12-09",399.200012
"417","2015-12-10",409.600006
"418","2015-12-11",401.200012
"419","2015-12-14",406.799988
"420","2015-12-15",410.399994
"421","2015-12-16",416.799988
"422","2015-12-17",408.799988
"423","2015-12-18",402.799988
"424","2015-12-21",418.399994
"425","2015-12-22",418.799988
"426","2015-12-23",410.399994
"427","2015-12-24",408.399994
"428","2015-12-28",412.399994
"429","2015-12-29",433.600006
"430","2015-12-30",452
"431","2015-12-31",460.799988
"432","2016-01-04",421.200012
"433","2016-01-05",408
"434","2016-01-06",384.399994
"435","2016-01-07",358.799988
"436","2016-01-08",354.399994
"437","2016-01-11",344.799988
"438","2016-01-12",355.200012
"439","2016-01-13",336
"440","2016-01-14",345.600006
"441","2016-01-15",346.799988
"442","2016-01-19",336
"443","2016-01-20",327.200012
"444","2016-01-21",330.399994
"445","2016-01-22",342.799988
"446","2016-01-25",346.799988
"447","2016-01-26",352
"448","2016-01-27",350.399994
"449","2016-01-28",344
"450","2016-01-29",366
"451","2016-02-01",358.799988
"452","2016-02-02",354.799988
"453","2016-02-03",356.399994
"454","2016-02-04",368
"455","2016-02-05",366
"456","2016-02-08",355.600006
"457","2016-02-09",346
"458","2016-02-10",312.799988
"459","2016-02-11",299.600006
"460","2016-02-12",315.600006
"461","2016-02-16",318.799988
"462","2016-02-17",322
"463","2016-02-18",310
"464","2016-02-19",318.799988
"465","2016-02-22",333.600006
"466","2016-02-23",318.799988
"467","2016-02-24",314
"468","2016-02-25",324.399994
"469","2016-02-26",334.799988
"470","2016-02-29",332
"471","2016-03-01",336.399994
"472","2016-03-02",347.600006
"473","2016-03-03",347.600006
"474","2016-03-04",360.799988
"475","2016-03-07",369.600006
"476","2016-03-08",350.799988
"477","2016-03-09",351.600006
"478","2016-03-10",344
"479","2016-03-11",347.600006
"480","2016-03-14",357.200012
"481","2016-03-15",342.399994
"482","2016-03-16",341.600006
"483","2016-03-17",340.799988
"484","2016-03-18",366
"485","2016-03-21",370.799988
"486","2016-03-22",369.600006
"487","2016-03-23",349.200012
"488","2016-03-24",349.600006
"489","2016-03-28",348.399994
"490","2016-03-29",355.600006
"491","2016-03-30",366.399994
"492","2016-03-31",362.799988
"493","2016-04-01",376.799988
"494","2016-04-04",370.399994
"495","2016-04-05",360.799988
"496","2016-04-06",373.600006
"497","2016-04-07",369.200012
"498","2016-04-08",352.799988
"499","2016-04-11",346.399994
"500","2016-04-12",350
"501","2016-04-13",359.200012
"502","2016-04-14",368.799988
"503","2016-04-15",363.600006
"504","2016-04-18",362.799988
"505","2016-04-19",365.600006
"506","2016-04-20",366.799988
"507","2016-04-21",367.600006
"508","2016-04-22",368.399994
"509","2016-04-25",368
"510","2016-04-26",364.799988
"511","2016-04-27",355.600006
"512","2016-04-28",355.200012
"513","2016-04-29",342.799988
"514","2016-05-02",337.600006
"515","2016-05-03",330.399994
"516","2016-05-04",328
"517","2016-05-05",333.200012
"518","2016-05-06",332.399994
"519","2016-05-09",332.799988
"520","2016-05-10",345.200012
"521","2016-05-11",366.399994
"522","2016-05-12",333.200012
"523","2016-05-13",331.200012
"524","2016-05-16",334.799988
"525","2016-05-17",329.200012
"526","2016-05-18",330.799988
"527","2016-05-19",326.799988
"528","2016-05-20",328
"529","2016-05-23",326.399994
"530","2016-05-24",326.799988
"531","2016-05-25",330.399994
"532","2016-05-26",324
"533","2016-05-27",332
"534","2016-05-31",325.200012
"535","2016-06-01",323.600006
"536","2016-06-02",308.399994
"537","2016-06-03",301.200012
"538","2016-06-06",305.200012
"539","2016-06-07",302.399994
"540","2016-06-08",320
"541","2016-06-09",312.799988
"542","2016-06-10",303.600006
"543","2016-06-13",315.600006
"544","2016-06-14",319.600006
"545","2016-06-15",320.399994
"546","2016-06-16",324
"547","2016-06-17",290
"548","2016-06-20",284.399994
"549","2016-06-21",275.200012
"550","2016-06-22",275.200012
"551","2016-06-23",284.399994
"552","2016-06-24",262
"553","2016-06-27",250
"554","2016-06-28",254.800003
"555","2016-06-29",252.800003
"556","2016-06-30",248
"557","2016-07-01",258.399994
"558","2016-07-05",250.399994
"559","2016-07-06",249.600006
"560","2016-07-07",251.600006
"561","2016-07-08",270.799988
"562","2016-07-11",270
"563","2016-07-12",275.200012
"564","2016-07-13",278.399994
"565","2016-07-14",265.200012
"566","2016-07-15",268.399994
"567","2016-07-18",258.399994
"568","2016-07-19",255.600006
"569","2016-07-20",253.600006
