"","date","RCEL"
"1","2012-05-14",25
"2","2012-05-15",26.25
"3","2012-05-16",25.75
"4","2012-05-17",27.15
"5","2012-05-18",24
"6","2012-05-21",25.299999
"7","2012-05-22",25.25
"8","2012-05-23",22.25
"9","2012-05-24",22.25
"10","2012-05-25",22.75
"11","2012-05-29",22.200001
"12","2012-05-30",21
"13","2012-05-31",21.5
"14","2012-06-01",20.5
"15","2012-06-04",18
"16","2012-06-05",19.5
"17","2012-06-06",20.65
"18","2012-06-07",21.049999
"19","2012-06-08",22.200001
"20","2012-06-11",21.799999
"21","2012-06-12",21
"22","2012-06-13",20.4
"23","2012-06-14",20.5
"24","2012-06-15",21.1
"25","2012-06-18",21
"26","2012-06-19",20.700001
"27","2012-06-20",20
"28","2012-06-21",20
"29","2012-06-22",20
"30","2012-06-25",19.5
"31","2012-06-26",19.5
"32","2012-06-27",19.5
"33","2012-06-28",19.5
"34","2012-06-29",20.65
"35","2012-07-02",19.950001
"36","2012-07-03",19.950001
"37","2012-07-05",20
"38","2012-07-06",19.25
"39","2012-07-09",20.4
"40","2012-07-10",20.4
"41","2012-07-11",20.4
"42","2012-07-12",18.549999
"43","2012-07-13",20
"44","2012-07-16",20
"45","2012-07-17",20
"46","2012-07-18",20
"47","2012-07-19",19.950001
"48","2012-07-20",19.65
"49","2012-07-23",19.950001
"50","2012-07-24",19.950001
"51","2012-07-25",19.950001
"52","2012-07-26",18.25
"53","2012-07-27",18.450001
"54","2012-07-30",18.6
"55","2012-07-31",18
"56","2012-08-01",18
"57","2012-08-02",17.6
"58","2012-08-03",17.75
"59","2012-08-06",17
"60","2012-08-07",16.049999
"61","2012-08-08",16.1
"62","2012-08-09",15.95
"63","2012-08-10",14.8
"64","2012-08-13",14.75
"65","2012-08-14",16.299999
"66","2012-08-15",13.9
"67","2012-08-16",15
"68","2012-08-17",15
"69","2012-08-20",13.45
"70","2012-08-21",15.75
"71","2012-08-22",16.25
"72","2012-08-23",15.7
"73","2012-08-24",15.7
"74","2012-08-27",14.6
"75","2012-08-28",14.75
"76","2012-08-29",14.75
"77","2012-08-30",14.6
"78","2012-08-31",14.8
"79","2012-09-04",15.1
"80","2012-09-05",12.45
"81","2012-09-06",14
"82","2012-09-07",12.25
"83","2012-09-10",12.25
"84","2012-09-11",14
"85","2012-09-12",12.5
"86","2012-09-13",13.9
"87","2012-09-14",13.85
"88","2012-09-17",13.75
"89","2012-09-18",14
"90","2012-09-19",13.3
"91","2012-09-20",13.3
"92","2012-09-21",13.35
"93","2012-09-24",13.85
"94","2012-09-25",12.65
"95","2012-09-26",13
"96","2012-09-27",13
"97","2012-09-28",13
"98","2012-10-01",13.6
"99","2012-10-02",13.5
"100","2012-10-03",14.55
"101","2012-10-04",13.75
"102","2012-10-05",13.75
"103","2012-10-08",13.15
"104","2012-10-09",13.75
"105","2012-10-10",14.4
"106","2012-10-11",14.4
"107","2012-10-12",15.2
"108","2012-10-15",14.75
"109","2012-10-16",15
"110","2012-10-17",14.5
"111","2012-10-18",14.25
"112","2012-10-19",14
"113","2012-10-22",13.65
"114","2012-10-23",14.25
"115","2012-10-24",14.25
"116","2012-10-25",14.25
"117","2012-10-26",13.5
"118","2012-10-31",13.5
"119","2012-11-01",13.5
"120","2012-11-02",14.65
"121","2012-11-05",13.9
"122","2012-11-06",13.25
"123","2012-11-07",12.85
"124","2012-11-08",12.75
"125","2012-11-09",13.05
"126","2012-11-12",13
"127","2012-11-13",12.6
"128","2012-11-14",12.4
"129","2012-11-15",11.6
"130","2012-11-16",12.15
"131","2012-11-19",12.9
"132","2012-11-20",13
"133","2012-11-21",13
"134","2012-11-23",13
"135","2012-11-26",12.95
"136","2012-11-27",12.65
"137","2012-11-28",13
"138","2012-11-29",14.5
"139","2012-11-30",14.5
"140","2012-12-03",14.3
"141","2012-12-04",13.5
"142","2012-12-05",13.85
"143","2012-12-06",13.85
"144","2012-12-07",13.65
"145","2012-12-10",13.65
"146","2012-12-11",13.45
"147","2012-12-12",13.6
"148","2012-12-13",13.75
"149","2012-12-14",13.75
"150","2012-12-17",13.75
"151","2012-12-18",13.3
"152","2012-12-19",12.85
"153","2012-12-20",12.85
"154","2012-12-21",12.8
"155","2012-12-24",12.65
"156","2012-12-26",13.05
"157","2012-12-27",12.95
"158","2012-12-28",12.5
"159","2012-12-31",12.5
"160","2013-01-02",12.65
"161","2013-01-03",12.5
"162","2013-01-04",12.8
"163","2013-01-07",12.45
"164","2013-01-08",12.75
"165","2013-01-09",12.85
"166","2013-01-10",12.4
"167","2013-01-11",12.4
"168","2013-01-14",12.35
"169","2013-01-15",12.5
"170","2013-01-16",12.3
"171","2013-01-17",12.5
"172","2013-01-18",12.45
"173","2013-01-22",12.25
"174","2013-01-23",12.6
"175","2013-01-24",12.35
"176","2013-01-25",12.4
"177","2013-01-28",12.75
"178","2013-01-29",12.75
"179","2013-01-30",12.95
"180","2013-01-31",13.25
"181","2013-02-01",13.25
"182","2013-02-04",12.8
"183","2013-02-05",12.55
"184","2013-02-06",13
"185","2013-02-07",13
"186","2013-02-08",13
"187","2013-02-11",14.4
"188","2013-02-12",14.7
"189","2013-02-13",14.75
"190","2013-02-14",15.25
"191","2013-02-15",15.8
"192","2013-02-19",15.8
"193","2013-02-20",15.25
"194","2013-02-21",14.95
"195","2013-02-22",14.65
"196","2013-02-25",14.5
"197","2013-02-26",14.15
"198","2013-02-27",13.85
"199","2013-02-28",13.35
"200","2013-03-01",12.5
"201","2013-03-04",13.2
"202","2013-03-05",13.2
"203","2013-03-06",13.15
"204","2013-03-07",13.15
"205","2013-03-08",13.15
"206","2013-03-11",13.3
"207","2013-03-12",13.3
"208","2013-03-13",13.5
"209","2013-03-14",12.7
"210","2013-03-15",12.7
"211","2013-03-18",12.7
"212","2013-03-19",13
"213","2013-03-20",13
"214","2013-03-21",13
"215","2013-03-22",12.1
"216","2013-03-25",12.5
"217","2013-03-26",12.35
"218","2013-03-27",12.15
"219","2013-03-28",12.5
"220","2013-04-01",12.4
"221","2013-04-02",12.65
"222","2013-04-03",12.45
"223","2013-04-04",12.3
"224","2013-04-05",12.1
"225","2013-04-08",12
"226","2013-04-09",12.3
"227","2013-04-10",11.9
"228","2013-04-11",11.9
"229","2013-04-12",12.05
"230","2013-04-15",11.5
"231","2013-04-16",11.2
"232","2013-04-17",9.7
"233","2013-04-18",9.8
"234","2013-04-19",9.75
"235","2013-04-22",9.35
"236","2013-04-23",9.9
"237","2013-04-24",10.2
"238","2013-04-25",10.2
"239","2013-04-26",10.75
"240","2013-04-29",10
"241","2013-04-30",10
"242","2013-05-01",9.75
"243","2013-05-02",9.85
"244","2013-05-03",9.85
"245","2013-05-06",10.65
"246","2013-05-07",10.35
"247","2013-05-08",10.45
"248","2013-05-09",10.45
"249","2013-05-10",10.45
"250","2013-05-13",10.6
"251","2013-05-14",9.9
"252","2013-05-15",9.8
"253","2013-05-16",9.8
"254","2013-05-17",10.05
"255","2013-05-20",10.35
"256","2013-05-21",10.8
"257","2013-05-22",11.15
"258","2013-05-23",11.25
"259","2013-05-24",10.8
"260","2013-05-28",10.35
"261","2013-05-29",10.1
"262","2013-05-30",10.1
"263","2013-05-31",10.1
"264","2013-06-03",10.1
"265","2013-06-04",9.75
"266","2013-06-05",10.05
"267","2013-06-06",9.8
"268","2013-06-07",10.2
"269","2013-06-10",9.75
"270","2013-06-11",10.05
"271","2013-06-12",9.7
"272","2013-06-13",10
"273","2013-06-14",10.4
"274","2013-06-17",11.45
"275","2013-06-18",13
"276","2013-06-19",14.25
"277","2013-06-20",12.1
"278","2013-06-21",13.25
"279","2013-06-24",12.5
"280","2013-06-25",12.85
"281","2013-06-26",13.25
"282","2013-06-27",12.9
"283","2013-06-28",12.75
"284","2013-07-01",12.8
"285","2013-07-02",12.45
"286","2013-07-03",13
"287","2013-07-05",12.4
"288","2013-07-08",12.65
"289","2013-07-09",12.75
"290","2013-07-10",12.6
"291","2013-07-11",12.6
"292","2013-07-12",13.1
"293","2013-07-15",13.15
"294","2013-07-16",12.85
"295","2013-07-17",12.85
"296","2013-07-18",13.4
"297","2013-07-19",12.55
"298","2013-07-22",12.75
"299","2013-07-23",13
"300","2013-07-24",12.85
"301","2013-07-25",12.75
"302","2013-07-26",12.9
"303","2013-07-29",12.6
"304","2013-07-30",12.75
"305","2013-07-31",12.25
"306","2013-08-01",12.25
"307","2013-08-02",11.85
"308","2013-08-05",12.25
"309","2013-08-06",12.9
"310","2013-08-07",12.25
"311","2013-08-08",12.1
"312","2013-08-09",12
"313","2013-08-12",11.9
"314","2013-08-13",12.25
"315","2013-08-14",11.95
"316","2013-08-15",11.85
"317","2013-08-16",11.95
"318","2013-08-19",11.85
"319","2013-08-20",12.15
"320","2013-08-21",11.95
"321","2013-08-22",11.9
"322","2013-08-23",11.95
"323","2013-08-26",12
"324","2013-08-27",11.5
"325","2013-08-28",11.5
"326","2013-08-29",11.95
"327","2013-08-30",11.95
"328","2013-09-03",11.4
"329","2013-09-04",11.25
"330","2013-09-05",11.25
"331","2013-09-06",11.85
"332","2013-09-09",11.4
"333","2013-09-10",11.85
"334","2013-09-11",11.4
"335","2013-09-12",11.4
"336","2013-09-13",11.85
"337","2013-09-16",11.75
"338","2013-09-17",11.75
"339","2013-09-18",12.1
"340","2013-09-19",12.2
"341","2013-09-20",12.15
"342","2013-09-23",12.15
"343","2013-09-24",11.95
"344","2013-09-25",12.05
"345","2013-09-26",11.8
"346","2013-09-27",12.05
"347","2013-09-30",11.75
"348","2013-10-01",11.75
"349","2013-10-02",11.25
"350","2013-10-03",10.8
"351","2013-10-04",10.95
"352","2013-10-07",11
"353","2013-10-08",10.8
"354","2013-10-09",10.7
"355","2013-10-10",10.7
"356","2013-10-11",11.2
"357","2013-10-14",11.7
"358","2013-10-15",10.75
"359","2013-10-16",10.5
"360","2013-10-17",10.5
"361","2013-10-18",11.5
"362","2013-10-21",11.7
"363","2013-10-22",12.05
"364","2013-10-23",12
"365","2013-10-24",11.7
"366","2013-10-25",11.35
"367","2013-10-28",11.4
"368","2013-10-29",11.1
"369","2013-10-30",11
"370","2013-10-31",10.65
"371","2013-11-01",10.1
"372","2013-11-04",10.35
"373","2013-11-05",10.75
"374","2013-11-06",10.65
"375","2013-11-07",11
"376","2013-11-08",10.55
"377","2013-11-11",10.55
"378","2013-11-12",10.25
"379","2013-11-13",10.45
"380","2013-11-14",11
"381","2013-11-15",10.9
"382","2013-11-18",10.1
"383","2013-11-19",10
"384","2013-11-20",9.85
"385","2013-11-21",10.05
"386","2013-11-22",10.05
"387","2013-11-25",9.75
"388","2013-11-26",9.5
"389","2013-11-27",9.35
"390","2013-11-29",9.4
"391","2013-12-02",8.25
"392","2013-12-03",8.3
"393","2013-12-04",8.25
"394","2013-12-05",8.25
"395","2013-12-06",8.75
"396","2013-12-09",9
"397","2013-12-10",9
"398","2013-12-11",9
"399","2013-12-12",8
"400","2013-12-13",8.3
"401","2013-12-16",8.4
"402","2013-12-17",7.8
"403","2013-12-18",8
"404","2013-12-19",8.4
"405","2013-12-20",8.35
"406","2013-12-23",8.2
"407","2013-12-24",8.2
"408","2013-12-26",9.8
"409","2013-12-27",10.75
"410","2013-12-30",12.7
"411","2013-12-31",12.8
"412","2014-01-02",12.5
"413","2014-01-03",12.85
"414","2014-01-06",12.85
"415","2014-01-07",13.2
"416","2014-01-08",12.8
"417","2014-01-09",12.85
"418","2014-01-10",12.2
"419","2014-01-13",12.75
"420","2014-01-14",12.35
"421","2014-01-15",12.6
"422","2014-01-16",12.7
"423","2014-01-17",12.75
"424","2014-01-21",12.55
"425","2014-01-22",12.65
"426","2014-01-23",12.35
"427","2014-01-24",12.5
"428","2014-01-27",12.5
"429","2014-01-28",12.75
"430","2014-01-29",12.1
"431","2014-01-30",12.15
"432","2014-01-31",11.8
"433","2014-02-03",11.6
"434","2014-02-04",11.5
"435","2014-02-05",11.6
"436","2014-02-06",11.4
"437","2014-02-07",11.5
"438","2014-02-10",11.5
"439","2014-02-11",11.2
"440","2014-02-12",10.95
"441","2014-02-13",10.9
"442","2014-02-14",10.65
"443","2014-02-18",11
"444","2014-02-19",11.15
"445","2014-02-20",11.75
"446","2014-02-21",11.35
"447","2014-02-24",11.4
"448","2014-02-25",11.4
"449","2014-02-26",11.1
"450","2014-02-27",11.55
"451","2014-02-28",11.2
"452","2014-03-03",11.1
"453","2014-03-04",11.1
"454","2014-03-05",10.9
"455","2014-03-06",10.95
"456","2014-03-07",11
"457","2014-03-10",11.4
"458","2014-03-11",11.45
"459","2014-03-12",11.35
"460","2014-03-13",10.9
"461","2014-03-14",10.75
"462","2014-03-17",10.7
"463","2014-03-18",10.65
"464","2014-03-19",10.4
"465","2014-03-20",10.85
"466","2014-03-21",10.6
"467","2014-03-24",10.75
"468","2014-03-25",10.75
"469","2014-03-26",10.7
"470","2014-03-27",11.1
"471","2014-03-28",10.75
"472","2014-03-31",11.05
"473","2014-04-01",11.05
"474","2014-04-02",10.95
"475","2014-04-03",10.9
"476","2014-04-04",10.6
"477","2014-04-07",10.95
"478","2014-04-08",10.65
"479","2014-04-09",11.15
"480","2014-04-10",11.7
"481","2014-04-11",11.45
"482","2014-04-14",11.85
"483","2014-04-15",11.55
"484","2014-04-16",11.55
"485","2014-04-17",11.1
"486","2014-04-21",11.45
"487","2014-04-22",11.9
"488","2014-04-23",12
"489","2014-04-24",11.65
"490","2014-04-25",11.25
"491","2014-04-28",11.25
"492","2014-04-29",10.75
"493","2014-04-30",10.65
"494","2014-05-01",10.8
"495","2014-05-02",11.35
"496","2014-05-05",11.35
"497","2014-05-06",11.35
"498","2014-05-07",10.85
"499","2014-05-08",11.55
"500","2014-05-09",11.7
"501","2014-05-12",11.7
"502","2014-05-13",11.75
"503","2014-05-14",11.45
"504","2014-05-15",10.75
"505","2014-05-16",10.85
"506","2014-05-19",10.7
"507","2014-05-20",10.55
"508","2014-05-21",10.55
"509","2014-05-22",10.8
"510","2014-05-23",10.8
"511","2014-05-27",11.5
"512","2014-05-28",10.75
"513","2014-05-29",10.35
"514","2014-05-30",10.65
"515","2014-06-02",10.3
"516","2014-06-03",10.2
"517","2014-06-04",10.1
"518","2014-06-05",10.4
"519","2014-06-06",10.4
"520","2014-06-09",10.4
"521","2014-06-10",10.45
"522","2014-06-11",10.45
"523","2014-06-12",10.75
"524","2014-06-13",10.45
"525","2014-06-16",10.45
"526","2014-06-17",10.85
"527","2014-06-18",10.9
"528","2014-06-19",10.75
"529","2014-06-20",10.9
"530","2014-06-23",10.5
"531","2014-06-24",10.5
"532","2014-06-25",10.3
"533","2014-06-26",10.3
"534","2014-06-27",10.3
"535","2014-06-30",9.8
"536","2014-07-01",10.2
"537","2014-07-02",9.95
"538","2014-07-03",9.75
"539","2014-07-07",9.35
"540","2014-07-08",8.5
"541","2014-07-09",9
"542","2014-07-10",9.55
"543","2014-07-11",9.45
"544","2014-07-14",10.45
"545","2014-07-15",9.65
"546","2014-07-16",10.05
"547","2014-07-17",10.25
"548","2014-07-18",10.5
"549","2014-07-21",10.5
"550","2014-07-22",10.35
"551","2014-07-23",10.65
"552","2014-07-24",10.75
"553","2014-07-25",10.4
"554","2014-07-28",10.4
"555","2014-07-29",10.35
"556","2014-07-30",10.2
"557","2014-07-31",10.25
"558","2014-08-01",9.8
"559","2014-08-04",9.8
"560","2014-08-05",9.9
"561","2014-08-06",9.8
