"","date","BHLB"
"1","2007-01-03",33.66
"2","2007-01-04",33.689999
"3","2007-01-05",32.619999
"4","2007-01-08",32.630001
"5","2007-01-09",32.59
"6","2007-01-10",32.759998
"7","2007-01-11",33.939999
"8","2007-01-12",33.790001
"9","2007-01-16",33.75
"10","2007-01-17",33.759998
"11","2007-01-18",33.77
"12","2007-01-19",33.900002
"13","2007-01-22",33.759998
"14","2007-01-23",33.77
"15","2007-01-24",33.889999
"16","2007-01-25",33.5
"17","2007-01-26",33.990002
"18","2007-01-29",33.549999
"19","2007-01-30",33.700001
"20","2007-01-31",33.970001
"21","2007-02-01",34.299999
"22","2007-02-02",34.52
"23","2007-02-05",33.759998
"24","2007-02-06",33.66
"25","2007-02-07",33.52
"26","2007-02-08",33.740002
"27","2007-02-09",33.82
"28","2007-02-12",33.709999
"29","2007-02-13",33.59
"30","2007-02-14",33.5
"31","2007-02-15",33.59
"32","2007-02-16",33.560001
"33","2007-02-20",33.669998
"34","2007-02-21",33.900002
"35","2007-02-22",34.639999
"36","2007-02-23",34.610001
"37","2007-02-26",34.709999
"38","2007-02-27",34.349998
"39","2007-02-28",34.57
"40","2007-03-01",34.549999
"41","2007-03-02",33.619999
"42","2007-03-05",34.200001
"43","2007-03-06",34.439999
"44","2007-03-07",33.52
"45","2007-03-08",33.560001
"46","2007-03-09",33.700001
"47","2007-03-12",33.66
"48","2007-03-13",32.599998
"49","2007-03-14",32.919998
"50","2007-03-15",33.580002
"51","2007-03-16",33.619999
"52","2007-03-19",33.68
"53","2007-03-20",33.650002
"54","2007-03-21",34.07
"55","2007-03-22",33.93
"56","2007-03-23",33.91
"57","2007-03-26",33.849998
"58","2007-03-27",33.57
"59","2007-03-28",33.470001
"60","2007-03-29",33.490002
"61","2007-03-30",33.650002
"62","2007-04-02",33.360001
"63","2007-04-03",33.599998
"64","2007-04-04",33.439999
"65","2007-04-05",33.509998
"66","2007-04-09",33.41
"67","2007-04-10",33.66
"68","2007-04-11",32.799999
"69","2007-04-12",33.400002
"70","2007-04-13",33.040001
"71","2007-04-16",33.490002
"72","2007-04-17",33.279999
"73","2007-04-18",32.669998
"74","2007-04-19",32.200001
"75","2007-04-20",33.459999
"76","2007-04-23",32.950001
"77","2007-04-24",33.290001
"78","2007-04-25",33.360001
"79","2007-04-26",33.41
"80","2007-04-27",33.110001
"81","2007-04-30",32.240002
"82","2007-05-01",32.029999
"83","2007-05-02",33
"84","2007-05-03",32.84
"85","2007-05-04",33.52
"86","2007-05-07",33.75
"87","2007-05-08",33.59
"88","2007-05-09",33.619999
"89","2007-05-10",31.790001
"90","2007-05-11",32.950001
"91","2007-05-14",32.459999
"92","2007-05-15",32.080002
"93","2007-05-16",32.080002
"94","2007-05-17",31.91
"95","2007-05-18",32.060001
"96","2007-05-21",32.09
"97","2007-05-22",32.299999
"98","2007-05-23",32.099998
"99","2007-05-24",32.060001
"100","2007-05-25",32.040001
"101","2007-05-29",32.880001
"102","2007-05-30",33.139999
"103","2007-05-31",32.889999
"104","2007-06-01",32.689999
"105","2007-06-04",32.759998
"106","2007-06-05",32.02
"107","2007-06-06",32.439999
"108","2007-06-07",32.77
"109","2007-06-08",33.150002
"110","2007-06-11",32.82
"111","2007-06-12",32.25
"112","2007-06-13",32.610001
"113","2007-06-14",32.639999
"114","2007-06-15",32.400002
"115","2007-06-18",32.689999
"116","2007-06-19",33.099998
"117","2007-06-20",32.049999
"118","2007-06-21",32.380001
"119","2007-06-22",32.169998
"120","2007-06-25",32.150002
"121","2007-06-26",32.360001
"122","2007-06-27",32.669998
"123","2007-06-28",32.619999
"124","2007-06-29",31.51
"125","2007-07-02",31.85
"126","2007-07-03",31.799999
"127","2007-07-05",31.709999
"128","2007-07-06",31.82
"129","2007-07-09",31.83
"130","2007-07-10",30.290001
"131","2007-07-11",30.09
"132","2007-07-12",31.309999
"133","2007-07-13",31.18
"134","2007-07-16",30.870001
"135","2007-07-17",30.790001
"136","2007-07-18",30.75
"137","2007-07-19",30.76
"138","2007-07-20",30.01
"139","2007-07-23",30.049999
"140","2007-07-24",28.26
"141","2007-07-25",29.389999
"142","2007-07-26",28.610001
"143","2007-07-27",27.950001
"144","2007-07-30",27.700001
"145","2007-07-31",26.24
"146","2007-08-01",27.02
"147","2007-08-02",26.57
"148","2007-08-03",26.1
"149","2007-08-06",26.389999
"150","2007-08-07",26.879999
"151","2007-08-08",27.280001
"152","2007-08-09",27.969999
"153","2007-08-10",28.860001
"154","2007-08-13",27.58
"155","2007-08-14",27.16
"156","2007-08-15",27.17
"157","2007-08-16",30.129999
"158","2007-08-17",30.280001
"159","2007-08-20",30.879999
"160","2007-08-21",30.959999
"161","2007-08-22",31
"162","2007-08-23",30.35
"163","2007-08-24",30.98
"164","2007-08-27",30.700001
"165","2007-08-28",28.83
"166","2007-08-29",30.440001
"167","2007-08-30",29.700001
"168","2007-08-31",29.629999
"169","2007-09-04",30.370001
"170","2007-09-05",29.280001
"171","2007-09-06",29.860001
"172","2007-09-07",29.309999
"173","2007-09-10",29.57
"174","2007-09-11",30.23
"175","2007-09-12",30.530001
"176","2007-09-13",30.549999
"177","2007-09-14",30.940001
"178","2007-09-17",30.25
"179","2007-09-18",32
"180","2007-09-19",32.52
"181","2007-09-20",32.27
"182","2007-09-21",32.07
"183","2007-09-24",31.73
"184","2007-09-25",30.639999
"185","2007-09-26",31.959999
"186","2007-09-27",30.77
"187","2007-09-28",30.23
"188","2007-10-01",30.9
"189","2007-10-02",31.309999
"190","2007-10-03",30.5
"191","2007-10-04",30.67
"192","2007-10-05",30.879999
"193","2007-10-08",31
"194","2007-10-09",30.940001
"195","2007-10-10",30.200001
"196","2007-10-11",30.07
"197","2007-10-12",30.059999
"198","2007-10-15",29.139999
"199","2007-10-16",29.5
"200","2007-10-17",28.299999
"201","2007-10-18",28.09
"202","2007-10-19",27.139999
"203","2007-10-22",27.83
"204","2007-10-23",28.559999
"205","2007-10-24",28.41
"206","2007-10-25",27.76
"207","2007-10-26",28.93
"208","2007-10-29",29.120001
"209","2007-10-30",27.639999
"210","2007-10-31",27.870001
"211","2007-11-01",25.700001
"212","2007-11-02",25.549999
"213","2007-11-05",26.110001
"214","2007-11-06",26.08
"215","2007-11-07",24.870001
"216","2007-11-08",26.209999
"217","2007-11-09",27.139999
"218","2007-11-12",27.780001
"219","2007-11-13",28.76
"220","2007-11-14",28.09
"221","2007-11-15",27.889999
"222","2007-11-16",27.41
"223","2007-11-19",26.18
"224","2007-11-20",25.799999
"225","2007-11-21",25.780001
"226","2007-11-23",26.23
"227","2007-11-26",25.01
"228","2007-11-27",25.620001
"229","2007-11-28",27.299999
"230","2007-11-29",26.01
"231","2007-11-30",24.27
"232","2007-12-03",24.690001
"233","2007-12-04",24.52
"234","2007-12-05",24.98
"235","2007-12-06",26.43
"236","2007-12-07",26.6
"237","2007-12-10",27.059999
"238","2007-12-11",25.82
"239","2007-12-12",26.030001
"240","2007-12-13",26.17
"241","2007-12-14",26.09
"242","2007-12-17",25.299999
"243","2007-12-18",25.6
"244","2007-12-19",25.610001
"245","2007-12-20",26.139999
"246","2007-12-21",26.700001
"247","2007-12-24",26.5
"248","2007-12-26",26.23
"249","2007-12-27",25.43
"250","2007-12-28",25.67
"251","2007-12-31",26
"252","2008-01-02",25.85
"253","2008-01-03",25.59
"254","2008-01-04",24.549999
"255","2008-01-07",24.68
"256","2008-01-08",24.07
"257","2008-01-09",24.08
"258","2008-01-10",24.27
"259","2008-01-11",22.67
"260","2008-01-14",20.809999
"261","2008-01-15",21.59
"262","2008-01-16",21.690001
"263","2008-01-17",20.809999
"264","2008-01-18",20.610001
"265","2008-01-22",21.440001
"266","2008-01-23",22.43
"267","2008-01-24",21.93
"268","2008-01-25",21.790001
"269","2008-01-28",22.120001
"270","2008-01-29",22.41
"271","2008-01-30",22.290001
"272","2008-01-31",23.77
"273","2008-02-01",23.690001
