"","date","SOHOO"
"1","2017-10-10",25.049999
"2","2017-10-11",25.18
"3","2017-10-12",25.200001
"4","2017-10-13",25.23
"5","2017-10-16",25.25
"6","2017-10-17",25.25
"7","2017-10-18",25.24
"8","2017-10-19",25.299999
"9","2017-10-20",25.700001
"10","2017-10-23",25.639999
"11","2017-10-24",25.375999
"12","2017-10-25",25.24
"13","2017-10-26",25.24
"14","2017-10-27",25.254999
"15","2017-10-30",25.200001
"16","2017-10-31",25.18
"17","2017-11-01",25.200001
"18","2017-11-02",24.99
"19","2017-11-03",25.040001
"20","2017-11-06",25.110001
"21","2017-11-07",25.209999
"22","2017-11-08",25.200001
"23","2017-11-09",25.24
"24","2017-11-10",25.200001
"25","2017-11-13",25.459999
"26","2017-11-14",25.450001
"27","2017-11-15",25.5
"28","2017-11-16",25.440001
"29","2017-11-17",25.4
"30","2017-11-20",25.4
"31","2017-11-21",25.356001
"32","2017-11-22",25.356001
"33","2017-11-24",25.356001
"34","2017-11-27",25.4
"35","2017-11-28",25.497999
"36","2017-11-29",25.540001
"37","2017-11-30",25.400999
"38","2017-12-01",25.499001
"39","2017-12-04",25.495001
"40","2017-12-05",25.360001
"41","2017-12-06",25.200001
"42","2017-12-07",25.25
"43","2017-12-08",25.450001
"44","2017-12-11",25.577
"45","2017-12-12",25.34
"46","2017-12-13",25.5
"47","2017-12-14",25.48
"48","2017-12-15",25.622
"49","2017-12-18",25.6
"50","2017-12-19",25.67
"51","2017-12-20",25.625999
"52","2017-12-21",25.709999
"53","2017-12-22",25.75
"54","2017-12-26",25.691
"55","2017-12-27",25.559999
"56","2017-12-28",25.4
"57","2017-12-29",25.35
"58","2018-01-02",25.452999
"59","2018-01-03",25.452999
"60","2018-01-04",25.41
"61","2018-01-05",25.42
"62","2018-01-08",25.698
"63","2018-01-09",25.597
"64","2018-01-10",25.6
"65","2018-01-11",25.6
"66","2018-01-12",25.33
"67","2018-01-16",25.299999
"68","2018-01-17",25.27
"69","2018-01-18",25.35
"70","2018-01-19",25.35
"71","2018-01-22",25.700001
"72","2018-01-23",25.32
"73","2018-01-24",25.197001
"74","2018-01-25",25.1
"75","2018-01-26",25.25
"76","2018-01-29",25.01
"77","2018-01-30",25
"78","2018-01-31",24.99
"79","2018-02-01",25
"80","2018-02-02",25.01
"81","2018-02-05",25
"82","2018-02-06",25.1
"83","2018-02-07",24.99
"84","2018-02-08",24.57
"85","2018-02-09",24.761
"86","2018-02-12",24.792999
"87","2018-02-13",25.077
"88","2018-02-14",25.02
"89","2018-02-15",25.02
"90","2018-02-16",25.02
"91","2018-02-20",24.76
"92","2018-02-21",24.969999
"93","2018-02-22",24.9
"94","2018-02-23",24.91
"95","2018-02-26",24.669001
"96","2018-02-27",25
"97","2018-02-28",24.922001
"98","2018-03-01",24.882999
"99","2018-03-02",25.08
"100","2018-03-05",25.02
"101","2018-03-06",25.299999
"102","2018-03-07",25.299999
"103","2018-03-08",25.450001
"104","2018-03-09",25.051001
"105","2018-03-12",25.1
"106","2018-03-13",25.15
"107","2018-03-14",25.25
"108","2018-03-15",25.25
"109","2018-03-16",25.225
"110","2018-03-19",25.15
"111","2018-03-20",25.15
"112","2018-03-21",25.030001
"113","2018-03-22",25.24
"114","2018-03-23",25.08
"115","2018-03-26",25.17
"116","2018-03-27",25.212
"117","2018-03-28",24.82
"118","2018-03-29",25
"119","2018-04-02",25
"120","2018-04-03",25.040001
"121","2018-04-04",25.030001
"122","2018-04-05",24.924999
"123","2018-04-06",24.799999
"124","2018-04-09",24.540001
"125","2018-04-10",24.700001
"126","2018-04-11",24.700001
"127","2018-04-12",24.700001
"128","2018-04-13",25
"129","2018-04-16",25
"130","2018-04-17",24.809999
"131","2018-04-18",25.1
"132","2018-04-19",25.1
"133","2018-04-20",24.790001
"134","2018-04-23",25
"135","2018-04-24",24.9
"136","2018-04-25",24.646
"137","2018-04-26",24.85
"138","2018-04-27",24.790001
"139","2018-04-30",24.76
"140","2018-05-01",24.709999
"141","2018-05-02",24.746
"142","2018-05-03",24.879999
"143","2018-05-04",24.801001
"144","2018-05-07",24.870001
"145","2018-05-08",25.1
"146","2018-05-09",25.059999
"147","2018-05-10",25.25
"148","2018-05-11",25.15
"149","2018-05-14",25.02
"150","2018-05-15",25.02
"151","2018-05-16",25.049999
"152","2018-05-17",25.052999
"153","2018-05-18",25.075001
"154","2018-05-21",25.01
"155","2018-05-22",25.01
"156","2018-05-23",25.035
"157","2018-05-24",24.999001
"158","2018-05-25",24.941999
"159","2018-05-29",24.968
"160","2018-05-30",25
"161","2018-05-31",25.212
"162","2018-06-01",25.212
"163","2018-06-04",25.200001
"164","2018-06-05",25.049999
"165","2018-06-06",25.15
"166","2018-06-07",25.07
"167","2018-06-08",25.09
"168","2018-06-11",25.124001
"169","2018-06-12",25.25
"170","2018-06-13",25.17
"171","2018-06-14",25.23
"172","2018-06-15",25.329
"173","2018-06-18",25.239
"174","2018-06-19",25.261999
"175","2018-06-20",25.357
"176","2018-06-21",25.34
"177","2018-06-22",25.24
"178","2018-06-25",25.447001
"179","2018-06-26",25.879999
"180","2018-06-27",25.879999
"181","2018-06-28",25.437
"182","2018-06-29",25.280001
"183","2018-07-02",25.343
"184","2018-07-03",25.291
"185","2018-07-05",25.282
"186","2018-07-06",25.305
"187","2018-07-09",25.488001
"188","2018-07-10",25.5
"189","2018-07-11",25.469999
"190","2018-07-12",25.382999
"191","2018-07-13",25.450001
"192","2018-07-16",25.450001
"193","2018-07-17",25.33
"194","2018-07-18",25.299999
"195","2018-07-19",25.332001
"196","2018-07-20",25.25
"197","2018-07-23",25.15
"198","2018-07-24",25.110001
"199","2018-07-25",25.049999
"200","2018-07-26",25.049999
"201","2018-07-27",25.025
"202","2018-07-30",25.049999
"203","2018-07-31",25.033001
"204","2018-08-01",25.049999
"205","2018-08-02",25.094
"206","2018-08-03",25.15
"207","2018-08-06",25.15
"208","2018-08-07",25.139999
"209","2018-08-08",25.15
"210","2018-08-09",25.15
"211","2018-08-10",25.09
"212","2018-08-13",25.08
"213","2018-08-14",25.049999
"214","2018-08-15",25.120001
"215","2018-08-16",25.077999
"216","2018-08-17",25.110001
"217","2018-08-20",25.094999
"218","2018-08-21",25.094999
"219","2018-08-22",25.08
"220","2018-08-23",25.08
"221","2018-08-24",25.207001
"222","2018-08-27",25.209999
"223","2018-08-28",25.23
"224","2018-08-29",25.229
"225","2018-08-30",25.42
"226","2018-08-31",25.450001
"227","2018-09-04",25.200001
"228","2018-09-05",25.291
"229","2018-09-06",25.35
"230","2018-09-07",25.309999
"231","2018-09-10",25.309999
"232","2018-09-11",25.187
"233","2018-09-12",25.200001
"234","2018-09-13",25.26
"235","2018-09-14",25.280001
"236","2018-09-17",25.299999
"237","2018-09-18",25.450001
"238","2018-09-19",25.25
"239","2018-09-20",25.26
"240","2018-09-21",25.35
"241","2018-09-24",25.254999
"242","2018-09-25",25.25
"243","2018-09-26",25.25
"244","2018-09-27",24.98
"245","2018-09-28",24.950001
"246","2018-10-01",25.072001
"247","2018-10-02",25
"248","2018-10-03",24.979
"249","2018-10-04",24.915001
"250","2018-10-05",25
"251","2018-10-08",25
"252","2018-10-09",25.084999
"253","2018-10-10",25.084999
"254","2018-10-11",25
"255","2018-10-12",24.91
"256","2018-10-15",24.917
"257","2018-10-16",24.9
"258","2018-10-17",24.974001
"259","2018-10-18",24.900999
"260","2018-10-19",24.900999
"261","2018-10-22",24.900999
"262","2018-10-23",24.799999
"263","2018-10-24",24.985001
"264","2018-10-25",24.950001
"265","2018-10-26",24.941
"266","2018-10-29",25.1
"267","2018-10-30",24.997
"268","2018-10-31",25.077
"269","2018-11-01",24.875999
"270","2018-11-02",24.988001
"271","2018-11-05",25
"272","2018-11-06",24.798
"273","2018-11-07",24.877001
"274","2018-11-08",24.622999
"275","2018-11-09",24.700001
"276","2018-11-12",24.799999
"277","2018-11-13",24.65
"278","2018-11-14",24.809999
"279","2018-11-15",24.809999
"280","2018-11-16",24.688999
"281","2018-11-19",24.700001
"282","2018-11-20",24.709999
"283","2018-11-21",24.819
"284","2018-11-23",24.819
"285","2018-11-26",24.82
"286","2018-11-27",24.27
"287","2018-11-28",24.278999
"288","2018-11-29",24.98
"289","2018-11-30",24.98
"290","2018-12-03",24.229
"291","2018-12-04",24.184
"292","2018-12-06",24.23
"293","2018-12-07",24.365999
"294","2018-12-10",24.101
"295","2018-12-11",24.049999
"296","2018-12-12",24.07
"297","2018-12-13",24.07
"298","2018-12-14",24.049999
"299","2018-12-17",23.85
"300","2018-12-18",22.673
"301","2018-12-19",22.67
"302","2018-12-20",22.301001
"303","2018-12-21",20.900999
"304","2018-12-24",21.5
"305","2018-12-26",21.98
"306","2018-12-27",21.18
"307","2018-12-28",21.91
"308","2018-12-31",21.893999
"309","2019-01-02",22.24
"310","2019-01-03",22.197001
"311","2019-01-04",22.4
"312","2019-01-07",22.35
"313","2019-01-08",22.74
"314","2019-01-09",22.75
"315","2019-01-10",22.799999
"316","2019-01-11",23.120001
"317","2019-01-14",23.25
"318","2019-01-15",23.27
"319","2019-01-16",23.389999
"320","2019-01-17",23.098
"321","2019-01-18",23.27
"322","2019-01-22",23.667
"323","2019-01-23",23.695
"324","2019-01-24",23.652
"325","2019-01-25",23.537001
"326","2019-01-28",23.6
"327","2019-01-29",23.6
"328","2019-01-30",23.622
"329","2019-01-31",23.556
"330","2019-02-01",23.547001
"331","2019-02-04",23.75
"332","2019-02-05",23.84
"333","2019-02-06",23.806999
"334","2019-02-07",23.85
"335","2019-02-08",23.785
"336","2019-02-11",23.889999
"337","2019-02-12",24.143999
"338","2019-02-13",24.148001
"339","2019-02-14",24.368999
"340","2019-02-15",24.08
"341","2019-02-19",24.216
"342","2019-02-20",24.431
"343","2019-02-21",24.474001
"344","2019-02-22",24.5
"345","2019-02-25",24.607
"346","2019-02-26",24.809999
"347","2019-02-27",24.773001
"348","2019-02-28",24.75
"349","2019-03-01",24.799999
"350","2019-03-04",24.799999
"351","2019-03-05",24.790001
"352","2019-03-06",24.704
"353","2019-03-07",24.799999
"354","2019-03-08",24.9
"355","2019-03-11",24.98
"356","2019-03-12",24.98
"357","2019-03-13",25.139999
