"","date","EQC"
"1","2007-01-03",49.240002
"2","2007-01-04",49.32
"3","2007-01-05",48.279999
"4","2007-01-08",48.799999
"5","2007-01-09",49.240002
"6","2007-01-10",50.360001
"7","2007-01-11",50.360001
"8","2007-01-12",50.599998
"9","2007-01-16",50.599998
"10","2007-01-17",50.119999
"11","2007-01-18",50.200001
"12","2007-01-19",50.599998
"13","2007-01-22",50.200001
"14","2007-01-23",51.040001
"15","2007-01-24",51.040001
"16","2007-01-25",51.560001
"17","2007-01-26",51.68
"18","2007-01-29",52.16
"19","2007-01-30",52
"20","2007-01-31",52.080002
"21","2007-02-01",52.48
"22","2007-02-02",52.799999
"23","2007-02-05",52.880001
"24","2007-02-06",52.880001
"25","2007-02-07",53.599998
"26","2007-02-08",53.560001
"27","2007-02-09",53.599998
"28","2007-02-12",52.880001
"29","2007-02-13",53.48
"30","2007-02-14",53.720001
"31","2007-02-15",54.16
"32","2007-02-16",53.599998
"33","2007-02-20",53.880001
"34","2007-02-21",53.799999
"35","2007-02-22",53.279999
"36","2007-02-23",53.240002
"37","2007-02-26",53.240002
"38","2007-02-27",51.400002
"39","2007-02-28",51.759998
"40","2007-03-01",51.599998
"41","2007-03-02",50.52
"42","2007-03-05",48.720001
"43","2007-03-06",50.919998
"44","2007-03-07",50.16
"45","2007-03-08",50.84
"46","2007-03-09",50.919998
"47","2007-03-12",51.799999
"48","2007-03-13",50.639999
"49","2007-03-14",50.799999
"50","2007-03-15",50.919998
"51","2007-03-16",49.919998
"52","2007-03-19",50.32
"53","2007-03-20",50.759998
"54","2007-03-21",50.599998
"55","2007-03-22",50.639999
"56","2007-03-23",50.599998
"57","2007-03-26",49.799999
"58","2007-03-27",49.48
"59","2007-03-28",49.439999
"60","2007-03-29",49.080002
"61","2007-03-30",49.200001
"62","2007-04-02",49.200001
"63","2007-04-03",49.240002
"64","2007-04-04",49.560001
"65","2007-04-05",49.919998
"66","2007-04-09",50.32
"67","2007-04-10",50.52
"68","2007-04-11",50.040001
"69","2007-04-12",49.759998
"70","2007-04-13",50
"71","2007-04-16",50.119999
"72","2007-04-17",50.759998
"73","2007-04-18",50.52
"74","2007-04-19",49
"75","2007-04-20",49.439999
"76","2007-04-23",50.200001
"77","2007-04-24",50.16
"78","2007-04-25",49.84
"79","2007-04-26",49.439999
"80","2007-04-27",49.560001
"81","2007-04-30",48.959999
"82","2007-05-01",48.68
"83","2007-05-02",48.919998
"84","2007-05-03",48.919998
"85","2007-05-04",48.32
"86","2007-05-07",47.919998
"87","2007-05-08",47.639999
"88","2007-05-09",48.200001
"89","2007-05-10",47.400002
"90","2007-05-11",48.040001
"91","2007-05-14",47.599998
"92","2007-05-15",46.799999
"93","2007-05-16",46
"94","2007-05-17",45.52
"95","2007-05-18",44.959999
"96","2007-05-21",45.52
"97","2007-05-22",46.16
"98","2007-05-23",45.16
"99","2007-05-24",44.48
"100","2007-05-25",44.599998
"101","2007-05-29",45.68
"102","2007-05-30",46.439999
"103","2007-05-31",45.919998
"104","2007-06-01",45.919998
"105","2007-06-04",46
"106","2007-06-05",45.439999
"107","2007-06-06",45.439999
"108","2007-06-07",44.919998
"109","2007-06-08",45.48
"110","2007-06-11",44.720001
"111","2007-06-12",43.959999
"112","2007-06-13",44.880001
"113","2007-06-14",44.279999
"114","2007-06-15",44.240002
"115","2007-06-18",43.799999
"116","2007-06-19",44.360001
"117","2007-06-20",42.799999
"118","2007-06-21",42.360001
"119","2007-06-22",41.759998
"120","2007-06-25",41.240002
"121","2007-06-26",40.959999
"122","2007-06-27",41.48
"123","2007-06-28",41.560001
"124","2007-06-29",41.599998
"125","2007-07-02",41.880001
"126","2007-07-03",41.919998
"127","2007-07-05",43.080002
"128","2007-07-06",43.32
"129","2007-07-09",43.200001
"130","2007-07-10",42.400002
"131","2007-07-11",42.360001
"132","2007-07-12",42.68
"133","2007-07-13",43.200001
"134","2007-07-16",42.200001
"135","2007-07-17",42
"136","2007-07-18",41.759998
"137","2007-07-19",42.52
"138","2007-07-20",41.799999
"139","2007-07-23",40
"140","2007-07-24",39.439999
"141","2007-07-25",39.439999
"142","2007-07-26",39
"143","2007-07-27",37.959999
"144","2007-07-30",38.360001
"145","2007-07-31",37.400002
"146","2007-08-01",37.919998
"147","2007-08-02",38.400002
"148","2007-08-03",37.439999
"149","2007-08-06",38.84
"150","2007-08-07",39.32
"151","2007-08-08",40.799999
"152","2007-08-09",41.080002
"153","2007-08-10",40.959999
"154","2007-08-13",40.799999
"155","2007-08-14",39.200001
