"","date","BFS"
"1","2007-01-03",56.32
"2","2007-01-04",56.790001
"3","2007-01-05",55.549999
"4","2007-01-08",54.580002
"5","2007-01-09",54.43
"6","2007-01-10",54.799999
"7","2007-01-11",55.02
"8","2007-01-12",54.580002
"9","2007-01-16",54.27
"10","2007-01-17",54.389999
"11","2007-01-18",52.830002
"12","2007-01-19",52.720001
"13","2007-01-22",52.150002
"14","2007-01-23",52.310001
"15","2007-01-24",53.040001
"16","2007-01-25",52.25
"17","2007-01-26",53.799999
"18","2007-01-29",54.09
"19","2007-01-30",54.25
"20","2007-01-31",53.919998
"21","2007-02-01",54.02
"22","2007-02-02",54.66
"23","2007-02-05",54.279999
"24","2007-02-06",55.209999
"25","2007-02-07",56.59
"26","2007-02-08",56.970001
"27","2007-02-09",58.5
"28","2007-02-12",56.880001
"29","2007-02-13",57.200001
"30","2007-02-14",56.299999
"31","2007-02-15",55.84
"32","2007-02-16",56.740002
"33","2007-02-20",58.349998
"34","2007-02-21",57.990002
"35","2007-02-22",57.25
"36","2007-02-23",58.549999
"37","2007-02-26",58.950001
"38","2007-02-27",56.720001
"39","2007-02-28",57.279999
"40","2007-03-01",57.82
"41","2007-03-02",57.860001
"42","2007-03-05",57
"43","2007-03-06",59.34
"44","2007-03-07",60.369999
"45","2007-03-08",59.060001
"46","2007-03-09",60.25
"47","2007-03-12",58.759998
"48","2007-03-13",57.18
"49","2007-03-14",56.900002
"50","2007-03-15",58
"51","2007-03-16",57.41
"52","2007-03-19",57.610001
"53","2007-03-20",57.189999
"54","2007-03-21",58.290001
"55","2007-03-22",57.560001
"56","2007-03-23",57.669998
"57","2007-03-26",56.98
"58","2007-03-27",56.389999
"59","2007-03-28",55.43
"60","2007-03-29",55.779999
"61","2007-03-30",56.900002
"62","2007-04-02",55.82
"63","2007-04-03",55.849998
"64","2007-04-04",55.25
"65","2007-04-05",54.900002
"66","2007-04-09",54.82
"67","2007-04-10",54.599998
"68","2007-04-11",53.029999
"69","2007-04-12",53.849998
"70","2007-04-13",53.560001
"71","2007-04-16",55.200001
"72","2007-04-17",55.720001
"73","2007-04-18",55.419998
"74","2007-04-19",53.919998
"75","2007-04-20",55.610001
"76","2007-04-23",56.310001
"77","2007-04-24",56.080002
"78","2007-04-25",55.610001
"79","2007-04-26",54.720001
"80","2007-04-27",54.169998
"81","2007-04-30",51.919998
"82","2007-05-01",52.110001
"83","2007-05-02",52.25
"84","2007-05-03",51.869999
"85","2007-05-04",51.959999
"86","2007-05-07",51.799999
"87","2007-05-08",52.330002
"88","2007-05-09",53.48
"89","2007-05-10",51.25
"90","2007-05-11",53
"91","2007-05-14",51.470001
"92","2007-05-15",49.720001
"93","2007-05-16",49.66
"94","2007-05-17",48.27
"95","2007-05-18",47.200001
"96","2007-05-21",46.810001
"97","2007-05-22",48.009998
"98","2007-05-23",47.189999
"99","2007-05-24",46.279999
"100","2007-05-25",46.75
"101","2007-05-29",47.459999
"102","2007-05-30",49.73
"103","2007-05-31",49.240002
"104","2007-06-01",49.580002
"105","2007-06-04",48.950001
"106","2007-06-05",47.799999
"107","2007-06-06",47.040001
"108","2007-06-07",45.57
"109","2007-06-08",47.07
"110","2007-06-11",46.150002
"111","2007-06-12",45.09
"112","2007-06-13",46.41
"113","2007-06-14",45.200001
"114","2007-06-15",45.380001
"115","2007-06-18",45.52
"116","2007-06-19",45.529999
"117","2007-06-20",43.950001
"118","2007-06-21",45.009998
"119","2007-06-22",45.119999
"120","2007-06-25",44.959999
"121","2007-06-26",45.419998
"122","2007-06-27",45.799999
"123","2007-06-28",45.59
"124","2007-06-29",45.349998
"125","2007-07-02",46.610001
"126","2007-07-03",46.529999
"127","2007-07-05",47.119999
"128","2007-07-06",46.669998
"129","2007-07-09",46.029999
"130","2007-07-10",44.77
"131","2007-07-11",44.98
"132","2007-07-12",45.029999
"133","2007-07-13",45.529999
"134","2007-07-16",45
"135","2007-07-17",45.080002
"136","2007-07-18",45.09
"137","2007-07-19",45.099998
"138","2007-07-20",44.799999
"139","2007-07-23",44.509998
"140","2007-07-24",43.919998
"141","2007-07-25",43.759998
"142","2007-07-26",43.220001
"143","2007-07-27",42.32
"144","2007-07-30",42.790001
"145","2007-07-31",43.369999
"146","2007-08-01",43.98
"147","2007-08-02",43.900002
"148","2007-08-03",43.369999
"149","2007-08-06",43.759998
"150","2007-08-07",43.299999
"151","2007-08-08",44.080002
"152","2007-08-09",45.080002
"153","2007-08-10",46.279999
"154","2007-08-13",45.93
"155","2007-08-14",45.689999
"156","2007-08-15",45.689999
"157","2007-08-16",46.73
"158","2007-08-17",48.689999
"159","2007-08-20",48.599998
"160","2007-08-21",48.490002
"161","2007-08-22",48.700001
"162","2007-08-23",48.5
"163","2007-08-24",48.919998
"164","2007-08-27",48.77
"165","2007-08-28",47
"166","2007-08-29",48.400002
"167","2007-08-30",48.75
"168","2007-08-31",50.060001
"169","2007-09-04",50.700001
"170","2007-09-05",50.279999
"171","2007-09-06",49.5
"172","2007-09-07",47.889999
"173","2007-09-10",46.57
"174","2007-09-11",47.810001
"175","2007-09-12",47.509998
"176","2007-09-13",47.740002
"177","2007-09-14",48.139999
"178","2007-09-17",47.43
"179","2007-09-18",49.150002
"180","2007-09-19",50
"181","2007-09-20",49.939999
"182","2007-09-21",50.549999
"183","2007-09-24",50.75
"184","2007-09-25",50.720001
"185","2007-09-26",50.84
"186","2007-09-27",51.040001
"187","2007-09-28",51.5
"188","2007-10-01",52.68
"189","2007-10-02",53.93
"190","2007-10-03",53.720001
"191","2007-10-04",54.459999
"192","2007-10-05",56.540001
"193","2007-10-08",56.41
"194","2007-10-09",56.790001
"195","2007-10-10",58.400002
"196","2007-10-11",58.959999
"197","2007-10-12",59.400002
"198","2007-10-15",57.709999
"199","2007-10-16",56.240002
"200","2007-10-17",56.580002
"201","2007-10-18",56.02
"202","2007-10-19",53.610001
"203","2007-10-22",55.02
"204","2007-10-23",55.57
"205","2007-10-24",55.290001
"206","2007-10-25",54.849998
"207","2007-10-26",54.720001
"208","2007-10-29",54.490002
"209","2007-10-30",54.349998
"210","2007-10-31",54.82
"211","2007-11-01",54.09
"212","2007-11-02",52.900002
"213","2007-11-05",52.139999
"214","2007-11-06",53.66
"215","2007-11-07",51.139999
"216","2007-11-08",51.549999
"217","2007-11-09",54.220001
"218","2007-11-12",56.82
"219","2007-11-13",59.93
"220","2007-11-14",61.369999
"221","2007-11-15",62.580002
"222","2007-11-16",61.18
"223","2007-11-19",57.849998
"224","2007-11-20",56.09
"225","2007-11-21",56.5
"226","2007-11-23",58.23
"227","2007-11-26",55.259998
"228","2007-11-27",55.130001
"229","2007-11-28",58.650002
"230","2007-11-29",58.16
"231","2007-11-30",57.09
"232","2007-12-03",55.200001
"233","2007-12-04",54.110001
"234","2007-12-05",56.200001
"235","2007-12-06",57.43
"236","2007-12-07",56.709999
"237","2007-12-10",57.91
"238","2007-12-11",53.259998
"239","2007-12-12",53.560001
"240","2007-12-13",54.599998
"241","2007-12-14",52.720001
"242","2007-12-17",50.560001
"243","2007-12-18",53.549999
"244","2007-12-19",53.419998
"245","2007-12-20",55.259998
"246","2007-12-21",56.950001
"247","2007-12-24",58.419998
"248","2007-12-26",57.900002
"249","2007-12-27",54.939999
"250","2007-12-28",52.919998
"251","2007-12-31",53.43
"252","2008-01-02",53.77
"253","2008-01-03",52.09
"254","2008-01-04",51.09
"255","2008-01-07",51.75
"256","2008-01-08",49.759998
"257","2008-01-09",52.009998
"258","2008-01-10",52.080002
"259","2008-01-11",51.02
"260","2008-01-14",50.919998
"261","2008-01-15",50.209999
"262","2008-01-16",51.700001
"263","2008-01-17",50.43
"264","2008-01-18",48.5
"265","2008-01-22",50.560001
"266","2008-01-23",54.119999
"267","2008-01-24",53.040001
"268","2008-01-25",53
"269","2008-01-28",54.950001
"270","2008-01-29",52.889999
"271","2008-01-30",51.669998
"272","2008-01-31",51.23
"273","2008-02-01",54.34
"274","2008-02-04",55.41
"275","2008-02-05",52.900002
"276","2008-02-06",52.259998
"277","2008-02-07",52.310001
"278","2008-02-08",51
"279","2008-02-11",49.959999
"280","2008-02-12",50.240002
"281","2008-02-13",50.400002
"282","2008-02-14",50.139999
"283","2008-02-15",51
"284","2008-02-19",50.02
"285","2008-02-20",48.400002
"286","2008-02-21",46.529999
"287","2008-02-22",47.549999
"288","2008-02-25",48.32
"289","2008-02-26",49.029999
"290","2008-02-27",48.290001
"291","2008-02-28",47.560001
"292","2008-02-29",46.400002
"293","2008-03-03",47.5
"294","2008-03-04",47.380001
"295","2008-03-05",46.970001
"296","2008-03-06",45.060001
"297","2008-03-07",46.049999
"298","2008-03-10",45.52
"299","2008-03-11",49.490002
"300","2008-03-12",50.810001
"301","2008-03-13",51.509998
"302","2008-03-14",48.720001
"303","2008-03-17",48.18
"304","2008-03-18",50.599998
"305","2008-03-19",49.75
"306","2008-03-20",51.91
"307","2008-03-24",52.540001
"308","2008-03-25",52.419998
"309","2008-03-26",51.709999
"310","2008-03-27",51.189999
"311","2008-03-28",49.630001
"312","2008-03-31",50.240002
"313","2008-04-01",53.490002
"314","2008-04-02",54.16
"315","2008-04-03",54.560001
"316","2008-04-04",52.66
"317","2008-04-07",52.18
"318","2008-04-08",53.299999
"319","2008-04-09",51.18
"320","2008-04-10",52.18
"321","2008-04-11",50.32
"322","2008-04-14",50.360001
"323","2008-04-15",51.040001
"324","2008-04-16",53.75
"325","2008-04-17",51.799999
"326","2008-04-18",52.439999
"327","2008-04-21",51.73
"328","2008-04-22",50.16
"329","2008-04-23",50.630001
"330","2008-04-24",50.380001
"331","2008-04-25",50.150002
"332","2008-04-28",50.32
"333","2008-04-29",50.509998
"334","2008-04-30",49.900002
"335","2008-05-01",51.029999
"336","2008-05-02",51
"337","2008-05-05",51.66
"338","2008-05-06",51.389999
"339","2008-05-07",50.599998
"340","2008-05-08",49.32
"341","2008-05-09",50.779999
"342","2008-05-12",51.709999
"343","2008-05-13",52.439999
"344","2008-05-14",51.389999
"345","2008-05-15",51.990002
"346","2008-05-16",50.939999
"347","2008-05-19",50.849998
"348","2008-05-20",50.540001
"349","2008-05-21",50.34
"350","2008-05-22",50
"351","2008-05-23",50.860001
"352","2008-05-27",52
"353","2008-05-28",51.16
"354","2008-05-29",51.419998
"355","2008-05-30",50.419998
"356","2008-06-02",50.240002
"357","2008-06-03",50.599998
"358","2008-06-04",51.389999
"359","2008-06-05",52.130001
"360","2008-06-06",50
"361","2008-06-09",49.669998
"362","2008-06-10",49.400002
"363","2008-06-11",49.200001
"364","2008-06-12",49.560001
"365","2008-06-13",50.080002
"366","2008-06-16",50.580002
"367","2008-06-17",48.220001
"368","2008-06-18",46.849998
"369","2008-06-19",47.650002
"370","2008-06-20",48.650002
"371","2008-06-23",47.700001
"372","2008-06-24",47.049999
"373","2008-06-25",48.470001
"374","2008-06-26",47.189999
"375","2008-06-27",46.810001
"376","2008-06-30",46.990002
"377","2008-07-01",48.349998
"378","2008-07-02",48.009998
"379","2008-07-03",47.950001
"380","2008-07-07",47.860001
"381","2008-07-08",49.700001
"382","2008-07-09",47.099998
"383","2008-07-10",47.880001
"384","2008-07-11",48.43
"385","2008-07-14",47
"386","2008-07-15",46.049999
"387","2008-07-16",48.110001
"388","2008-07-17",49
"389","2008-07-18",47.549999
"390","2008-07-21",47.549999
"391","2008-07-22",49.209999
"392","2008-07-23",50.23
"393","2008-07-24",48.400002
"394","2008-07-25",48.779999
"395","2008-07-28",47.099998
"396","2008-07-29",49.200001
"397","2008-07-30",49.57
"398","2008-07-31",48.470001
"399","2008-08-01",48.939999
"400","2008-08-04",48.490002
"401","2008-08-05",49.32
"402","2008-08-06",49.240002
"403","2008-08-07",48.810001
"404","2008-08-08",45.540001
"405","2008-08-11",47.029999
"406","2008-08-12",47
"407","2008-08-13",47.470001
"408","2008-08-14",48.279999
"409","2008-08-15",47.57
"410","2008-08-18",46.27
"411","2008-08-19",46.5
"412","2008-08-20",44.84
"413","2008-08-21",44.450001
"414","2008-08-22",45.439999
"415","2008-08-25",44.240002
"416","2008-08-26",44.259998
"417","2008-08-27",44.139999
"418","2008-08-28",46.009998
"419","2008-08-29",45.720001
"420","2008-09-02",45.810001
"421","2008-09-03",46.959999
"422","2008-09-04",46.66
"423","2008-09-05",45.610001
"424","2008-09-08",47.959999
"425","2008-09-09",45.57
"426","2008-09-10",46.32
"427","2008-09-11",46.900002
"428","2008-09-12",46.48
"429","2008-09-15",44.98
"430","2008-09-16",47
"431","2008-09-17",45.93
"432","2008-09-18",50.310001
"433","2008-09-19",51.389999
"434","2008-09-22",49.619999
"435","2008-09-23",49.560001
"436","2008-09-24",46.970001
"437","2008-09-25",47.529999
"438","2008-09-26",48.279999
"439","2008-09-29",48.889999
"440","2008-09-30",50.540001
"441","2008-10-01",48.939999
"442","2008-10-02",45.860001
"443","2008-10-03",43.849998
"444","2008-10-06",43.099998
"445","2008-10-07",42.700001
"446","2008-10-08",42
"447","2008-10-09",37.040001
"448","2008-10-10",36.130001
"449","2008-10-13",37.779999
"450","2008-10-14",34.759998
"451","2008-10-15",32.880001
"452","2008-10-16",35.099998
"453","2008-10-17",34.259998
"454","2008-10-20",34.02
"455","2008-10-21",34.75
"456","2008-10-22",33.450001
"457","2008-10-23",32.619999
"458","2008-10-24",30.58
"459","2008-10-27",28.709999
"460","2008-10-28",32.48
"461","2008-10-29",31.66
"462","2008-10-30",33.27
"463","2008-10-31",36.59
"464","2008-11-03",35.900002
"465","2008-11-04",37.02
"466","2008-11-05",34.099998
"467","2008-11-06",33.459999
"468","2008-11-07",35.310001
"469","2008-11-10",35.189999
"470","2008-11-11",35.060001
"471","2008-11-12",33.349998
"472","2008-11-13",38.07
"473","2008-11-14",33.16
"474","2008-11-17",31.190001
"475","2008-11-18",30.82
"476","2008-11-19",27.1
"477","2008-11-20",24.67
"478","2008-11-21",26.26
"479","2008-11-24",30.16
"480","2008-11-25",31.98
"481","2008-11-26",34.73
"482","2008-11-28",35.200001
"483","2008-12-01",29.35
"484","2008-12-02",32.279999
