"","date","BRFS"
"316","2008-04-04",12.4775
"317","2008-04-07",12.5275
"318","2008-04-08",12.555
"319","2008-04-09",12.25
"320","2008-04-10",12.02
"321","2008-04-11",11.725
"322","2008-04-14",11.8425
"323","2008-04-15",12.1825
"324","2008-04-16",12.7325
"325","2008-04-17",12.8325
"326","2008-04-18",12.6675
"327","2008-04-21",13.225
"328","2008-04-22",13.1825
"329","2008-04-23",13.5275
"330","2008-04-24",13.3375
"331","2008-04-25",13.18
"332","2008-04-28",13.14
"333","2008-04-29",12.475
"334","2008-04-30",13.78
"335","2008-05-01",13.95
"336","2008-05-02",14.7
"337","2008-05-05",14.6625
"338","2008-05-06",14.45
"339","2008-05-07",13.9625
"340","2008-05-08",13.9
"341","2008-05-09",13.97
"342","2008-05-12",14.505
"343","2008-05-13",14.435
"344","2008-05-14",14.2975
"345","2008-05-15",14.8875
"346","2008-05-16",15.4375
"347","2008-05-19",14.985
"348","2008-05-20",14.77
"349","2008-05-21",14.22
"350","2008-05-22",14.7375
"351","2008-05-23",14.615
"352","2008-05-27",15.2375
"353","2008-05-28",16.045
"354","2008-05-29",15.9875
"355","2008-05-30",16.424999
"356","2008-06-02",15.95
"357","2008-06-03",15.5025
"358","2008-06-04",15.025
"359","2008-06-05",14.98
"360","2008-06-06",14.45
"361","2008-06-09",14.4825
"362","2008-06-10",14.1125
"363","2008-06-11",14.56
"364","2008-06-12",14.92
"365","2008-06-13",14.69
"366","2008-06-16",15.22
"367","2008-06-17",15.2
"368","2008-06-18",14.74
"369","2008-06-19",14.7625
"370","2008-06-20",14.335
"371","2008-06-23",14.2175
"372","2008-06-24",14.0775
"373","2008-06-25",14.125
"374","2008-06-26",13.4025
"375","2008-06-27",13.695
"376","2008-06-30",13.625
"377","2008-07-01",13.2425
"378","2008-07-02",12.555
"379","2008-07-03",12.09
"380","2008-07-07",11.7925
"381","2008-07-08",11.8475
"382","2008-07-09",11.8725
"383","2008-07-10",12.4725
"384","2008-07-11",12.2125
"385","2008-07-14",12.6275
"386","2008-07-15",13.085
"387","2008-07-16",13.675
"388","2008-07-17",13.4625
"389","2008-07-18",13.3825
"390","2008-07-21",13.4175
"391","2008-07-22",13.22
"392","2008-07-23",13.7225
"393","2008-07-24",13.615
"394","2008-07-25",13.5075
"395","2008-07-28",13.2325
"396","2008-07-29",13.245
"397","2008-07-30",13.8
"398","2008-07-31",13.795
"399","2008-08-01",13.7375
"400","2008-08-04",14.1875
"401","2008-08-05",14.4175
"402","2008-08-06",14.465
"403","2008-08-07",14.46
"404","2008-08-08",14.17
"405","2008-08-11",13.875
"406","2008-08-12",14.09
"407","2008-08-13",13.7575
"408","2008-08-14",13.555
"409","2008-08-15",12.765
"410","2008-08-18",12.55
"411","2008-08-19",12.405
"412","2008-08-20",12.4625
"413","2008-08-21",12.5225
"414","2008-08-22",12.46
"415","2008-08-25",12.015
"416","2008-08-26",11.965
"417","2008-08-27",12.3425
"418","2008-08-28",12.265
"419","2008-08-29",12.5925
"420","2008-09-02",11.9575
"421","2008-09-03",11.9375
"422","2008-09-04",11.45
"423","2008-09-05",11.7225
"424","2008-09-08",11.49
"425","2008-09-09",10.955
"426","2008-09-10",11.5225
"427","2008-09-11",11.51
"428","2008-09-12",11.79
"429","2008-09-15",10.7075
"430","2008-09-16",10.79
"431","2008-09-17",10.075
"432","2008-09-18",9.8475
"433","2008-09-19",11.5525
"434","2008-09-22",10.975
"435","2008-09-23",10.77
"436","2008-09-24",10.57
"437","2008-09-25",10.6375
"438","2008-09-26",9.8125
"439","2008-09-29",8.61
"440","2008-09-30",9.785
"441","2008-10-01",9.9925
"442","2008-10-02",8.455
"443","2008-10-03",8.1075
"444","2008-10-06",7.3
"445","2008-10-07",5.9825
"446","2008-10-08",6.26
"447","2008-10-09",6.165
"448","2008-10-10",6.245
"449","2008-10-13",8.1675
"450","2008-10-14",8.02
"451","2008-10-15",7.095
"452","2008-10-16",7.34
"453","2008-10-17",7.1425
"454","2008-10-20",7.8375
"455","2008-10-21",7.255
"456","2008-10-22",6.2025
"457","2008-10-23",6.6
"458","2008-10-24",6.1025
"459","2008-10-27",6.28
"460","2008-10-28",6.66
"461","2008-10-29",6.6725
"462","2008-10-30",7.44
"463","2008-10-31",7.3125
"464","2008-11-03",7.3875
"465","2008-11-04",8.195
"466","2008-11-05",7.75
"467","2008-11-06",7.55
"468","2008-11-07",8.575
"469","2008-11-10",8.3275
"470","2008-11-11",7.8125
"471","2008-11-12",7.27
"472","2008-11-13",8.085
"473","2008-11-14",7.3375
"474","2008-11-17",7.1425
"475","2008-11-18",6.7275
"476","2008-11-19",6.29
"477","2008-11-20",5.8425
"478","2008-11-21",6.9925
"479","2008-11-24",7.05
"480","2008-11-25",7.41
"481","2008-11-26",8.165
"482","2008-11-28",8.0075
"483","2008-12-01",7.195
"484","2008-12-02",7.475
"485","2008-12-03",7.1475
"486","2008-12-04",6.6825
"487","2008-12-05",7.2225
"488","2008-12-08",7.3925
"489","2008-12-09",7.2625
"490","2008-12-10",7.5525
"491","2008-12-11",7.455
"492","2008-12-12",7.4825
"493","2008-12-15",7.445
"494","2008-12-16",7.92
"495","2008-12-17",7.2075
"496","2008-12-18",6.8575
"497","2008-12-19",7.1175
"498","2008-12-22",6.9
"499","2008-12-23",6.765
"500","2008-12-24",6.8075
"501","2008-12-26",6.75
"502","2008-12-29",6.2975
"503","2008-12-30",6.375
"504","2008-12-31",6.595
"505","2009-01-02",6.83
"506","2009-01-05",7.0425
"507","2009-01-06",7.19
"508","2009-01-07",7.05
"509","2009-01-08",7.1825
"510","2009-01-09",6.975
"511","2009-01-12",6.865
"512","2009-01-13",6.8225
"513","2009-01-14",6.4825
"514","2009-01-15",6.9875
"515","2009-01-16",7.1625
"516","2009-01-20",6.4425
"517","2009-01-21",6.79
"518","2009-01-22",6.6
"519","2009-01-23",6.64
"520","2009-01-26",6.525
"521","2009-01-27",6.9
"522","2009-01-28",6.8225
"523","2009-01-29",6.725
"524","2009-01-30",6.7825
"525","2009-02-02",6.65
"526","2009-02-03",6.6075
"527","2009-02-04",6.66
"528","2009-02-05",6.82
"529","2009-02-06",6.905
"530","2009-02-09",6.7575
"531","2009-02-10",6.275
"532","2009-02-11",6.5725
"533","2009-02-12",6.6975
"534","2009-02-13",6.7125
"535","2009-02-17",6.3675
"536","2009-02-18",6.4075
"537","2009-02-19",6.3175
"538","2009-02-20",6.195
"539","2009-02-23",5.7525
"540","2009-02-24",6.0725
"541","2009-02-25",6.0725
"542","2009-02-26",6.15
"543","2009-02-27",6.08
"544","2009-03-02",5.6475
"545","2009-03-03",5.44
"546","2009-03-04",5.6775
"547","2009-03-05",5.4575
"548","2009-03-06",5.69
"549","2009-03-09",5.5125
"550","2009-03-10",6.01
"551","2009-03-11",5.9575
"552","2009-03-12",6.3275
"553","2009-03-13",6.44
"554","2009-03-16",6.58
"555","2009-03-17",7.2
"556","2009-03-18",7.0525
"557","2009-03-19",6.875
"558","2009-03-20",6.665
"559","2009-03-23",7.3625
"560","2009-03-24",6.7275
"561","2009-03-25",6.695
"562","2009-03-26",6.9575
"563","2009-03-27",6.635
"564","2009-03-30",6.225
"565","2009-03-31",6.2025
"566","2009-04-01",6.4
"567","2009-04-02",6.5825
"568","2009-04-03",6.9025
"569","2009-04-06",6.7075
"570","2009-04-07",6.7825
"571","2009-04-08",7.1875
"572","2009-04-09",7.5725
"573","2009-04-13",7.5675
"574","2009-04-14",7.0925
"575","2009-04-15",7.38
"576","2009-04-16",7.25
"577","2009-04-17",7.08
"578","2009-04-20",6.82
"579","2009-04-21",6.915
"580","2009-04-22",6.9375
"581","2009-04-23",6.775
"582","2009-04-24",7.155
"583","2009-04-27",6.9925
"584","2009-04-28",7.11
"585","2009-04-29",7.4025
"586","2009-04-30",7.3475
"587","2009-05-01",7.6575
"588","2009-05-04",8.0225
"589","2009-05-05",7.95
"590","2009-05-06",8.1525
"591","2009-05-07",7.91
"592","2009-05-08",7.9125
"593","2009-05-11",7.7275
"594","2009-05-12",8.795
"595","2009-05-13",8.38
"596","2009-05-14",8.72
"597","2009-05-15",8.5075
"598","2009-05-18",8.795
"599","2009-05-19",8.3025
"600","2009-05-20",9.09
"601","2009-05-21",9.605
"602","2009-05-22",9.575
"603","2009-05-26",9.4625
"604","2009-05-27",9.435
"605","2009-05-28",9.825
"606","2009-05-29",9.69
"607","2009-06-01",10.175
"608","2009-06-02",10.02
"609","2009-06-03",9.7275
"610","2009-06-04",9.895
"611","2009-06-05",9.83
"612","2009-06-08",10.025
"613","2009-06-09",10.1975
"614","2009-06-10",10.055
"615","2009-06-11",10.2625
"616","2009-06-12",10.245
"617","2009-06-15",9.7725
"618","2009-06-16",9.58
"619","2009-06-17",9.4925
"620","2009-06-18",9.155
"621","2009-06-19",9.3675
"622","2009-06-22",9.065
"623","2009-06-23",9.2725
"624","2009-06-24",9.665
"625","2009-06-25",9.8
"626","2009-06-26",9.7075
"627","2009-06-29",9.4625
"628","2009-06-30",9.545
"629","2009-07-01",9.7825
"630","2009-07-02",9.665
"631","2009-07-06",10.475
"632","2009-07-07",9.96
"633","2009-07-08",9.63
"634","2009-07-09",9.8625
"635","2009-07-10",9.6725
"636","2009-07-13",10.4425
"637","2009-07-14",10.39
"638","2009-07-15",11
"639","2009-07-16",11.185
"640","2009-07-17",11.0025
"641","2009-07-20",10.9225
"642","2009-07-21",10.7225
"643","2009-07-22",10.445
"644","2009-07-23",10.525
"645","2009-07-24",10.6875
"646","2009-07-27",10.87
"647","2009-07-28",10.8725
"648","2009-07-29",10.875
"649","2009-07-30",11.1325
"650","2009-07-31",11.03
"651","2009-08-03",11.255
"652","2009-08-04",11.2325
"653","2009-08-05",11.145
"654","2009-08-06",11.0675
"655","2009-08-07",11.1275
"656","2009-08-10",11.5125
"657","2009-08-11",11.5325
"658","2009-08-12",11.525
"659","2009-08-13",11.575
"660","2009-08-14",11.4025
"661","2009-08-17",10.905
"662","2009-08-18",11.055
"663","2009-08-19",11.2225
"664","2009-08-20",11.3575
"665","2009-08-21",11.5825
"666","2009-08-24",11.4325
"667","2009-08-25",11.2125
"668","2009-08-26",11.375
"669","2009-08-27",11.39
"670","2009-08-28",11.25
"671","2009-08-31",11.045
"672","2009-09-01",10.7525
"673","2009-09-02",10.895
"674","2009-09-03",11.2375
"675","2009-09-04",11.3825
"676","2009-09-08",11.81
"677","2009-09-09",11.74
"678","2009-09-10",12.415
"679","2009-09-11",12.3225
"680","2009-09-14",12.6725
"681","2009-09-15",12.9875
"682","2009-09-16",13.0825
"683","2009-09-17",12.55
"684","2009-09-18",12.9625
"685","2009-09-21",13.3275
"686","2009-09-22",13.5925
"687","2009-09-23",13.2875
"688","2009-09-24",12.925
"689","2009-09-25",13
"690","2009-09-28",13.2025
"691","2009-09-29",13.195
"692","2009-09-30",13.3125
"693","2009-10-01",12.77
"694","2009-10-02",12.875
"695","2009-10-05",13.1025
"696","2009-10-06",13.4625
"697","2009-10-07",13.495
"698","2009-10-08",13.8225
"699","2009-10-09",13.7575
"700","2009-10-12",13.645
"701","2009-10-13",13.9825
"702","2009-10-14",14.255
"703","2009-10-15",14.1225
"704","2009-10-16",13.64
"705","2009-10-19",13.595
"706","2009-10-20",13.1225
"707","2009-10-21",13.5225
"708","2009-10-22",13.36
"709","2009-10-23",13.0575
"710","2009-10-26",12.9825
"711","2009-10-27",12.8
"712","2009-10-28",12.185
"713","2009-10-29",12.7075
"714","2009-10-30",12.0925
"715","2009-11-02",12.435
"716","2009-11-03",12.4075
"717","2009-11-04",12.465
"718","2009-11-05",13.0025
"719","2009-11-06",13.25
"720","2009-11-09",13.8525
"721","2009-11-10",13.7825
"722","2009-11-11",13.4175
"723","2009-11-12",12.6625
"724","2009-11-13",12.38
"725","2009-11-16",12.505
"726","2009-11-17",12.62
"727","2009-11-18",12.0175
"728","2009-11-19",12.01
"729","2009-11-20",12.07
"730","2009-11-23",11.9775
"731","2009-11-24",11.89
"732","2009-11-25",12.12
"733","2009-11-27",11.8575
"734","2009-11-30",12.125
"735","2009-12-01",12.2725
"736","2009-12-02",12.0525
"737","2009-12-03",11.85
"738","2009-12-04",11.7975
"739","2009-12-07",11.7475
"740","2009-12-08",11.5325
"741","2009-12-09",11.5225
"742","2009-12-10",11.655
"743","2009-12-11",12.05
"744","2009-12-14",12.0975
"745","2009-12-15",12.1325
"746","2009-12-16",12.485
"747","2009-12-17",11.99
"748","2009-12-18",12.3625
"749","2009-12-21",12.38
"750","2009-12-22",12.5825
"751","2009-12-23",12.635
"752","2009-12-24",13.005
"753","2009-12-28",12.9925
"754","2009-12-29",12.8275
"755","2009-12-30",13.2
"756","2009-12-31",13.0925
"757","2010-01-04",13.595
"758","2010-01-05",13.655
"759","2010-01-06",13.6975
"760","2010-01-07",13.5325
"761","2010-01-08",13.765
"762","2010-01-11",13.575
"763","2010-01-12",13.5175
"764","2010-01-13",13.5025
"765","2010-01-14",13.31
"766","2010-01-15",13.32
"767","2010-01-19",13.3775
"768","2010-01-20",13.425
"769","2010-01-21",13.0475
"770","2010-01-22",12.885
"771","2010-01-25",12.685
"772","2010-01-26",12.4075
"773","2010-01-27",12.655
"774","2010-01-28",12.2975
"775","2010-01-29",12.0225
"776","2010-02-01",12.2225
"777","2010-02-02",12.3725
"778","2010-02-03",12.5575
"779","2010-02-04",11.9425
"780","2010-02-05",11.85
"781","2010-02-08",11.785
"782","2010-02-09",12.13
"783","2010-02-10",12.075
"784","2010-02-11",12.325
"785","2010-02-12",12.0425
"786","2010-02-16",12.265
"787","2010-02-17",12.6425
"788","2010-02-18",12.775
"789","2010-02-19",12.8325
"790","2010-02-22",12.5575
"791","2010-02-23",12.3125
"792","2010-02-24",12.3925
"793","2010-02-25",12.43
"794","2010-02-26",12.3275
"795","2010-03-01",12.515
"796","2010-03-02",12.43
"797","2010-03-03",12.6725
"798","2010-03-04",12.5475
"799","2010-03-05",12.7275
"800","2010-03-08",12.465
"801","2010-03-09",12.5975
"802","2010-03-10",12.7
"803","2010-03-11",12.6375
"804","2010-03-12",12.57
"805","2010-03-15",12.4875
"806","2010-03-16",12.52
"807","2010-03-17",12.6375
"808","2010-03-18",12.52
"809","2010-03-19",12.3275
"810","2010-03-22",12.4525
"811","2010-03-23",12.755
"812","2010-03-24",12.4675
"813","2010-03-25",12.345
"814","2010-03-26",12.355
"815","2010-03-29",12.9525
"816","2010-03-30",13.33
"817","2010-03-31",13.735
"818","2010-04-01",13.66
"819","2010-04-05",13.4675
"820","2010-04-06",13.5725
"821","2010-04-07",13.785
"822","2010-04-08",13.77
"823","2010-04-09",13.72
"824","2010-04-12",13.81
"825","2010-04-13",13.75
"826","2010-04-14",13.73
"827","2010-04-15",13.7
"828","2010-04-16",13.66
"829","2010-04-19",13.7
"830","2010-04-20",13.78
"831","2010-04-21",13.6
"832","2010-04-22",13.54
"833","2010-04-23",13.53
"834","2010-04-26",13.58
"835","2010-04-27",12.87
"836","2010-04-28",12.82
"837","2010-04-29",13.21
"838","2010-04-30",13.35
"839","2010-05-03",13.28
"840","2010-05-04",12.62
"841","2010-05-05",12.28
"842","2010-05-06",11.62
"843","2010-05-07",11.78
"844","2010-05-10",12.7
"845","2010-05-11",12.66
"846","2010-05-12",12.55
"847","2010-05-13",13.05
"848","2010-05-14",12.78
"849","2010-05-17",12.76
"850","2010-05-18",12.84
"851","2010-05-19",12.54
"852","2010-05-20",12.02
"853","2010-05-21",12.38
"854","2010-05-24",12.35
"855","2010-05-25",12.16
"856","2010-05-26",12.76
"857","2010-05-27",13.07
"858","2010-05-28",12.97
"859","2010-06-01",12.68
"860","2010-06-02",13.15
"861","2010-06-03",13.06
"862","2010-06-04",12.49
"863","2010-06-07",12.76
"864","2010-06-08",13.27
"865","2010-06-09",13.17
"866","2010-06-10",13.83
"867","2010-06-11",13.64
"868","2010-06-14",13.82
"869","2010-06-15",14.44
"870","2010-06-16",14.4
"871","2010-06-17",14.3
"872","2010-06-18",14.51
"873","2010-06-21",14.6
"874","2010-06-22",14.39
"875","2010-06-23",14.41
"876","2010-06-24",14.33
"877","2010-06-25",14.59
"878","2010-06-28",14.71
"879","2010-06-29",14.13
"880","2010-06-30",13.26
"881","2010-07-01",13.42
"882","2010-07-02",13.42
"883","2010-07-06",13.39
"884","2010-07-07",13.51
"885","2010-07-08",13.46
"886","2010-07-09",13.69
"887","2010-07-12",13.49
"888","2010-07-13",13.75
"889","2010-07-14",13.95
"890","2010-07-15",14.23
"891","2010-07-16",13.88
"892","2010-07-19",14.07
"893","2010-07-20",14.26
"894","2010-07-21",14.27
"895","2010-07-22",14.32
"896","2010-07-23",13.98
"897","2010-07-26",13.79
"898","2010-07-27",13.71
"899","2010-07-28",13.58
"900","2010-07-29",13.46
"901","2010-07-30",14.12
"902","2010-08-02",14.51
"903","2010-08-03",14.07
"904","2010-08-04",14.09
"905","2010-08-05",13.83
"906","2010-08-06",13.5
"907","2010-08-09",13.49
"908","2010-08-10",13.66
"909","2010-08-11",13.17
"910","2010-08-12",13.1
"911","2010-08-13",13.29
"912","2010-08-16",13.35
"913","2010-08-17",13.55
"914","2010-08-18",13.62
"915","2010-08-19",13.53
"916","2010-08-20",13.32
"917","2010-08-23",13.13
"918","2010-08-24",12.92
"919","2010-08-25",13.17
"920","2010-08-26",12.94
"921","2010-08-27",13.29
"922","2010-08-30",12.95
"923","2010-08-31",13.49
"924","2010-09-01",13.8
"925","2010-09-02",13.78
"926","2010-09-03",13.65
"927","2010-09-07",13.44
"928","2010-09-08",13.61
"929","2010-09-09",13.82
"930","2010-09-10",14.16
"931","2010-09-13",14.59
"932","2010-09-14",14.32
"933","2010-09-15",14.38
"934","2010-09-16",14.57
"935","2010-09-17",14.44
"936","2010-09-20",14.45
"937","2010-09-21",14.51
"938","2010-09-22",14.59
"939","2010-09-23",14.84
"940","2010-09-24",14.74
"941","2010-09-27",14.74
"942","2010-09-28",14.99
"943","2010-09-29",15
"944","2010-09-30",15.53
"945","2010-10-01",15.76
"946","2010-10-04",15.76
"947","2010-10-05",16.059999
"948","2010-10-06",15.83
"949","2010-10-07",15.23
"950","2010-10-08",15.07
"951","2010-10-11",15.26
"952","2010-10-12",15.05
"953","2010-10-13",15.22
"954","2010-10-14",15.28
"955","2010-10-15",15.14
"956","2010-10-18",15.13
"957","2010-10-19",14.54
"958","2010-10-20",14.54
"959","2010-10-21",14.67
"960","2010-10-22",14.3
"961","2010-10-25",14.38
"962","2010-10-26",14.57
"963","2010-10-27",14.49
"964","2010-10-28",14.4
"965","2010-10-29",14.63
"966","2010-11-01",14.46
"967","2010-11-02",14.64
"968","2010-11-03",14.95
"969","2010-11-04",15.09
"970","2010-11-05",15.08
