"","date","LRN"
"1","2007-12-13",24.549999
"2","2007-12-14",25.5
"3","2007-12-17",24.98
"4","2007-12-18",25.639999
"5","2007-12-19",29
"6","2007-12-20",27.110001
"7","2007-12-21",28.41
"8","2007-12-24",28.48
"9","2007-12-26",28.290001
"10","2007-12-27",27.290001
"11","2007-12-28",26.01
"12","2007-12-31",25.870001
"13","2008-01-02",26.360001
"14","2008-01-03",27.809999
"15","2008-01-04",27.459999
"16","2008-01-07",25.799999
"17","2008-01-08",26.040001
"18","2008-01-09",26.1
"19","2008-01-10",26.32
"20","2008-01-11",26.190001
"21","2008-01-14",23.35
"22","2008-01-15",20.030001
"23","2008-01-16",21.15
"24","2008-01-17",21.299999
"25","2008-01-18",21.780001
"26","2008-01-22",22.98
"27","2008-01-23",24
"28","2008-01-24",25.5
"29","2008-01-25",25.290001
"30","2008-01-28",24.870001
"31","2008-01-29",24.209999
"32","2008-01-30",23
"33","2008-01-31",23
"34","2008-02-01",23
"35","2008-02-04",23.700001
"36","2008-02-05",22.98
"37","2008-02-06",23.049999
"38","2008-02-07",23
"39","2008-02-08",22.82
"40","2008-02-11",22.030001
"41","2008-02-12",22.25
"42","2008-02-13",24
"43","2008-02-14",23.58
"44","2008-02-15",25.08
"45","2008-02-19",26.959999
"46","2008-02-20",27.34
"47","2008-02-21",26.32
"48","2008-02-22",26.700001
"49","2008-02-25",27.59
"50","2008-02-26",26.450001
"51","2008-02-27",27.780001
"52","2008-02-28",27.200001
"53","2008-02-29",27.120001
"54","2008-03-03",26.82
"55","2008-03-04",26.34
"56","2008-03-05",25.1
"57","2008-03-06",23.48
"58","2008-03-07",23.860001
"59","2008-03-10",22.209999
"60","2008-03-11",22.98
"61","2008-03-12",21.02
"62","2008-03-13",20.92
"63","2008-03-14",20.5
"64","2008-03-17",20.799999
"65","2008-03-18",22.65
"66","2008-03-19",20.9
"67","2008-03-20",22.4
"68","2008-03-24",23
"69","2008-03-25",22.77
"70","2008-03-26",22.299999
"71","2008-03-27",21.959999
"72","2008-03-28",20.74
"73","2008-03-31",19.65
"74","2008-04-01",19.08
"75","2008-04-02",18
"76","2008-04-03",18.5
"77","2008-04-04",19.48
"78","2008-04-07",22
"79","2008-04-08",21.299999
"80","2008-04-09",21.530001
"81","2008-04-10",22.1
"82","2008-04-11",20.639999
"83","2008-04-14",20.530001
"84","2008-04-15",21.9
"85","2008-04-16",22.99
"86","2008-04-17",22.889999
"87","2008-04-18",22.809999
"88","2008-04-21",22.18
"89","2008-04-22",20.27
"90","2008-04-23",19.700001
"91","2008-04-24",23
"92","2008-04-25",22.9
"93","2008-04-28",22.959999
"94","2008-04-29",23.620001
"95","2008-04-30",25.48
"96","2008-05-01",23.889999
"97","2008-05-02",23.209999
"98","2008-05-05",23.379999
"99","2008-05-06",24.059999
"100","2008-05-07",24.780001
"101","2008-05-08",25.379999
"102","2008-05-09",26.08
"103","2008-05-12",25.959999
"104","2008-05-13",25.98
"105","2008-05-14",25.620001
"106","2008-05-15",25.6
"107","2008-05-16",25.799999
"108","2008-05-19",26.6
"109","2008-05-20",26.25
"110","2008-05-21",26.620001
"111","2008-05-22",27.360001
"112","2008-05-23",27.75
"113","2008-05-27",28.950001
"114","2008-05-28",28.360001
"115","2008-05-29",29.23
"116","2008-05-30",27.360001
"117","2008-06-02",25.950001
"118","2008-06-03",25.219999
"119","2008-06-04",24.42
"120","2008-06-05",24.959999
"121","2008-06-06",23.950001
"122","2008-06-09",24.549999
"123","2008-06-10",23.99
"124","2008-06-11",24.57
"125","2008-06-12",24.940001
"126","2008-06-13",24.049999
"127","2008-06-16",22.75
"128","2008-06-17",23.969999
"129","2008-06-18",23.780001
"130","2008-06-19",24.1
"131","2008-06-20",24.620001
"132","2008-06-23",22.950001
"133","2008-06-24",23.610001
"134","2008-06-25",22.780001
"135","2008-06-26",22.389999
"136","2008-06-27",23.43
"137","2008-06-30",21.51
"138","2008-07-01",22.75
"139","2008-07-02",22.389999
"140","2008-07-03",21.280001
"141","2008-07-07",21.08
"142","2008-07-08",22.030001
"143","2008-07-09",21.940001
"144","2008-07-10",22.82
"145","2008-07-11",23
"146","2008-07-14",21.790001
"147","2008-07-15",21.889999
"148","2008-07-16",22.309999
"149","2008-07-17",23.450001
"150","2008-07-18",23.719999
"151","2008-07-21",23.690001
"152","2008-07-22",23.950001
"153","2008-07-23",23.91
"154","2008-07-24",23.969999
"155","2008-07-25",23.370001
"156","2008-07-28",23.540001
"157","2008-07-29",24.1
"158","2008-07-30",24.42
"159","2008-07-31",25.280001
"160","2008-08-01",25
"161","2008-08-04",25.209999
"162","2008-08-05",25.639999
"163","2008-08-06",25.84
"164","2008-08-07",25.75
"165","2008-08-08",26.379999
"166","2008-08-11",26.5
"167","2008-08-12",25.83
"168","2008-08-13",25.5
"169","2008-08-14",25.459999
"170","2008-08-15",25.049999
"171","2008-08-18",24.49
"172","2008-08-19",24.459999
"173","2008-08-20",23.51
"174","2008-08-21",23.450001
"175","2008-08-22",23.6
"176","2008-08-25",24.049999
"177","2008-08-26",24.24
"178","2008-08-27",24.209999
"179","2008-08-28",24.09
"180","2008-08-29",23.57
"181","2008-09-02",23.82
"182","2008-09-03",24.360001
"183","2008-09-04",24.200001
"184","2008-09-05",23.75
"185","2008-09-08",24.280001
"186","2008-09-09",27.059999
"187","2008-09-10",27.530001
"188","2008-09-11",28.629999
"189","2008-09-12",28.58
"190","2008-09-15",27.709999
"191","2008-09-16",28.98
"192","2008-09-17",28
"193","2008-09-18",28.16
"194","2008-09-19",28.93
"195","2008-09-22",28.049999
"196","2008-09-23",27.469999
"197","2008-09-24",28.280001
"198","2008-09-25",27.77
"199","2008-09-26",29
"200","2008-09-29",26.889999
"201","2008-09-30",26.5
"202","2008-10-01",25.709999
"203","2008-10-02",25.799999
"204","2008-10-03",24.620001
"205","2008-10-06",24.389999
"206","2008-10-07",23
"207","2008-10-08",22.299999
"208","2008-10-09",21.51
"209","2008-10-10",19.99
"210","2008-10-13",23.16
"211","2008-10-14",23.15
"212","2008-10-15",21.860001
"213","2008-10-16",22.879999
"214","2008-10-17",24.85
"215","2008-10-20",25.84
"216","2008-10-21",24.889999
"217","2008-10-22",21.799999
"218","2008-10-23",22.610001
"219","2008-10-24",22.77
"220","2008-10-27",24.139999
"221","2008-10-28",24.82
"222","2008-10-29",25.51
"223","2008-10-30",27.07
"224","2008-10-31",27.379999
"225","2008-11-03",28.25
"226","2008-11-04",27.68
"227","2008-11-05",26.309999
"228","2008-11-06",24.42
"229","2008-11-07",23.940001
"230","2008-11-10",23.52
"231","2008-11-11",24.950001
"232","2008-11-12",24.33
"233","2008-11-13",23
"234","2008-11-14",20.85
"235","2008-11-17",17.969999
"236","2008-11-18",20.85
"237","2008-11-19",19.120001
"238","2008-11-20",18
"239","2008-11-21",17.41
"240","2008-11-24",17.959999
"241","2008-11-25",17.799999
"242","2008-11-26",18.450001
"243","2008-11-28",18.25
"244","2008-12-01",18.299999
"245","2008-12-02",17.99
"246","2008-12-03",17.98
"247","2008-12-04",18.530001
"248","2008-12-05",18.68
"249","2008-12-08",20.389999
"250","2008-12-09",19.5
"251","2008-12-10",18.799999
"252","2008-12-11",18.75
"253","2008-12-12",18.25
"254","2008-12-15",17.889999
"255","2008-12-16",17.889999
"256","2008-12-17",17.379999
"257","2008-12-18",17.629999
"258","2008-12-19",17.549999
"259","2008-12-22",17.290001
"260","2008-12-23",16.030001
"261","2008-12-24",17.98
