"","date","SWI"
"163","2019-06-14",18.02
"164","2019-06-17",18.26
"165","2019-06-18",18.040001
"166","2019-06-19",18.43
"167","2019-06-20",18.870001
"168","2019-06-21",18.77
"169","2019-06-24",18.59
"170","2019-06-25",18.530001
"171","2019-06-26",17.85
"172","2019-06-27",18.27
"173","2019-06-28",18.34
"174","2019-07-01",18
"175","2019-07-02",18.360001
"176","2019-07-03",18.42
"177","2019-07-05",18.68
"178","2019-07-08",18.469999
"179","2019-07-09",18.91
"180","2019-07-10",18.790001
"181","2019-07-11",19.059999
"182","2019-07-12",18.91
"183","2019-07-15",19.35
"184","2019-07-16",18.950001
"185","2019-07-17",18.959999
"186","2019-07-18",18.93
"187","2019-07-19",18.15
"188","2019-07-22",17.84
"189","2019-07-23",17.889999
"190","2019-07-24",18.01
"191","2019-07-25",17.92
"192","2019-07-26",18.08
"193","2019-07-29",17.76
"194","2019-07-30",17.92
"195","2019-07-31",17.92
"196","2019-08-01",17.9
"197","2019-08-02",17.700001
"198","2019-08-05",17.15
"199","2019-08-06",16.84
"200","2019-08-07",16.98
"201","2019-08-08",17.6
"202","2019-08-09",17.43
"203","2019-08-12",17.049999
"204","2019-08-13",17.24
"205","2019-08-14",16.879999
"206","2019-08-15",16.93
"207","2019-08-16",17.23
"208","2019-08-19",17.07
"209","2019-08-20",17
"210","2019-08-21",17.450001
"211","2019-08-22",17.33
"212","2019-08-23",17.27
"213","2019-08-26",17.129999
"214","2019-08-27",16.92
"215","2019-08-28",16.870001
"216","2019-08-29",17.190001
"217","2019-08-30",17.02
"218","2019-09-03",16.85
"219","2019-09-04",16.98
"220","2019-09-05",17.52
"221","2019-09-06",17.440001
"222","2019-09-09",17.639999
"223","2019-09-10",18.360001
"224","2019-09-11",18.68
"225","2019-09-12",18.82
"226","2019-09-13",18.77
"227","2019-09-16",19.1
"228","2019-09-17",19.139999
"229","2019-09-18",19.25
"230","2019-09-19",19.209999
"231","2019-09-20",19
"232","2019-09-23",18.389999
"233","2019-09-24",18.450001
"234","2019-09-25",18.84
"235","2019-09-26",19.110001
"236","2019-09-27",18.860001
"237","2019-09-30",18.450001
"238","2019-10-01",18.639999
"239","2019-10-02",17.959999
"240","2019-10-03",18.299999
"241","2019-10-04",18.57
"242","2019-10-07",18.6
"243","2019-10-08",18.110001
"244","2019-10-09",18.25
"245","2019-10-10",18.18
"246","2019-10-11",18.639999
"247","2019-10-14",18.76
"248","2019-10-15",19
"249","2019-10-16",18.73
"250","2019-10-17",18.98
"251","2019-10-18",18.799999
"252","2019-10-21",19.030001
"253","2019-10-22",18.84
"254","2019-10-23",18.959999
"255","2019-10-24",19.559999
"256","2019-10-25",19.74
"257","2019-10-28",19.809999
"258","2019-10-29",20.049999
"259","2019-10-30",20.42
"260","2019-10-31",18.950001
"261","2019-11-01",18.969999
"262","2019-11-04",18.76
"263","2019-11-05",19.120001
"264","2019-11-06",19.24
"265","2019-11-07",19.42
"266","2019-11-08",19.43
"267","2019-11-11",19.360001
"268","2019-11-12",18.969999
"269","2019-11-13",18.620001
"270","2019-11-14",18.92
"271","2019-11-15",19.23
"272","2019-11-18",19.209999
"273","2019-11-19",19.18
"274","2019-11-20",19.129999
"275","2019-11-21",19.09
"276","2019-11-22",19.02
"277","2019-11-25",19.25
"278","2019-11-26",19.17
"279","2019-11-27",19.17
"280","2019-11-29",19.34
"281","2019-12-02",18.889999
"282","2019-12-03",18.93
"283","2019-12-04",18.82
"284","2019-12-05",18.43
"285","2019-12-06",18.6
"286","2019-12-09",18.219999
"287","2019-12-10",18.18
"288","2019-12-11",18.33
"289","2019-12-12",17.440001
"290","2019-12-13",17.83
"291","2019-12-16",18.200001
"292","2019-12-17",18.040001
"293","2019-12-18",18.5
"294","2019-12-19",18.51
"295","2019-12-20",18.27
"296","2019-12-23",18.290001
"297","2019-12-24",18.49
"298","2019-12-26",18.469999
"299","2019-12-27",18.48
"300","2019-12-30",18.5
"301","2019-12-31",18.549999
"302","2020-01-02",18.85
"303","2020-01-03",18.49
"304","2020-01-06",18.42
"305","2020-01-07",18.450001
"306","2020-01-08",18.68
"307","2020-01-09",18.98
"308","2020-01-10",18.299999
"309","2020-01-13",18.41
"310","2020-01-14",18.43
"311","2020-01-15",18.43
"312","2020-01-16",18.59
"313","2020-01-17",18.889999
"314","2020-01-21",18.860001
"315","2020-01-22",19.059999
"316","2020-01-23",18.809999
"317","2020-01-24",18.83
"318","2020-01-27",18.530001
"319","2020-01-28",18.82
"320","2020-01-29",18.84
"321","2020-01-30",19.139999
"322","2020-01-31",18.92
"323","2020-02-03",20.280001
"324","2020-02-04",21.1
"325","2020-02-05",19.389999
"326","2020-02-06",19.09
"327","2020-02-07",18.77
"328","2020-02-10",18.65
"329","2020-02-11",19.01
"330","2020-02-12",19.18
"331","2020-02-13",18.66
"332","2020-02-14",18.57
"333","2020-02-18",18.549999
"334","2020-02-19",18.59
"335","2020-02-20",18.559999
"336","2020-02-21",18.059999
"337","2020-02-24",17.92
"338","2020-02-25",17.26
"339","2020-02-26",17.690001
"340","2020-02-27",17.360001
"341","2020-02-28",18.219999
"342","2020-03-02",18.48
"343","2020-03-03",18.01
"344","2020-03-04",18.18
"345","2020-03-05",17.52
"346","2020-03-06",17.5
"347","2020-03-09",16.139999
"348","2020-03-10",16.799999
"349","2020-03-11",16.709999
"350","2020-03-12",14.65
"351","2020-03-13",15.84
"352","2020-03-16",13.36
"353","2020-03-17",13.65
"354","2020-03-18",12.58
"355","2020-03-19",12.8
"356","2020-03-20",12.74
"357","2020-03-23",12.5
"358","2020-03-24",14.6
"359","2020-03-25",14.86
"360","2020-03-26",15.41
"361","2020-03-27",15.28
"362","2020-03-30",15.34
"363","2020-03-31",15.67
"364","2020-04-01",15.53
"365","2020-04-02",15.73
"366","2020-04-03",14.32
"367","2020-04-06",16.23
"368","2020-04-07",16.530001
"369","2020-04-08",16.5
"370","2020-04-09",17.07
"371","2020-04-13",16.76
"372","2020-04-14",16.6
"373","2020-04-15",16.42
"374","2020-04-16",16.290001
"375","2020-04-17",16.98
"376","2020-04-20",16.34
"377","2020-04-21",15.6
"378","2020-04-22",15.72
"379","2020-04-23",15.72
"380","2020-04-24",15.45
"381","2020-04-27",16.18
"382","2020-04-28",16.17
"383","2020-04-29",17.18
"384","2020-04-30",16.98
"385","2020-05-01",17.200001
"386","2020-05-04",16.9
"387","2020-05-05",17.25
"388","2020-05-06",17.09
"389","2020-05-07",17.77
"390","2020-05-08",17
"391","2020-05-11",17.6
"392","2020-05-12",16.93
"393","2020-05-13",16.07
"394","2020-05-14",16.389999
"395","2020-05-15",16.58
"396","2020-05-18",16.91
"397","2020-05-19",17.42
"398","2020-05-20",17.59
"399","2020-05-21",17.6
"400","2020-05-22",18.040001
"401","2020-05-26",18.02
"402","2020-05-27",18.959999
"403","2020-05-28",18.07
"404","2020-05-29",18.290001
"405","2020-06-01",19.110001
"406","2020-06-02",18.99
"407","2020-06-03",19.370001
"408","2020-06-04",18.950001
"409","2020-06-05",19.290001
"410","2020-06-08",19.5
"411","2020-06-09",19.16
"412","2020-06-10",18.709999
"413","2020-06-11",18.02
"414","2020-06-12",18.32
"415","2020-06-15",18.700001
"416","2020-06-16",19.24
"417","2020-06-17",19.15
"418","2020-06-18",19.129999
"419","2020-06-19",18.719999
"420","2020-06-22",18.959999
"421","2020-06-23",18.860001
"422","2020-06-24",18.34
"423","2020-06-25",18.43
"424","2020-06-26",18.26
"425","2020-06-29",18.15
"426","2020-06-30",17.67
"427","2020-07-01",18.07
"428","2020-07-02",17.799999
"429","2020-07-06",17.940001
"430","2020-07-07",17.959999
"431","2020-07-08",18.309999
"432","2020-07-09",18.139999
"433","2020-07-10",18.08
"434","2020-07-13",17.5
"435","2020-07-14",17.75
"436","2020-07-15",17.92
"437","2020-07-16",17.690001
"438","2020-07-17",17.889999
"439","2020-07-20",18.6
"440","2020-07-21",18.559999
"441","2020-07-22",18.57
"442","2020-07-23",18.52
"443","2020-07-24",18.370001
"444","2020-07-27",18.48
"445","2020-07-28",18.190001
"446","2020-07-29",18.66
"447","2020-07-30",18.440001
"448","2020-07-31",18.360001
"449","2020-08-03",18.67
"450","2020-08-04",18.809999
"451","2020-08-05",18.77
"452","2020-08-06",19.110001
"453","2020-08-07",21.459999
"454","2020-08-10",20.860001
"455","2020-08-11",19.610001
"456","2020-08-12",19.610001
"457","2020-08-13",19.610001
"458","2020-08-14",19.43
"459","2020-08-17",19.719999
"460","2020-08-18",19.940001
"461","2020-08-19",19.91
"462","2020-08-20",19.99
"463","2020-08-21",19.92
"464","2020-08-24",20.48
"465","2020-08-25",20.549999
"466","2020-08-26",21.01
"467","2020-08-27",21.02
"468","2020-08-28",21.190001
"469","2020-08-31",21.030001
"470","2020-09-01",21.629999
"471","2020-09-02",21.9
"472","2020-09-03",20.379999
"473","2020-09-04",19.73
"474","2020-09-08",19.370001
"475","2020-09-09",19.66
"476","2020-09-10",19.559999
"477","2020-09-11",19.299999
"478","2020-09-14",19.450001
"479","2020-09-15",19.6
"480","2020-09-16",19.379999
"481","2020-09-17",19.450001
"482","2020-09-18",19.34
"483","2020-09-21",19.41
"484","2020-09-22",19.77
"485","2020-09-23",19.200001
"486","2020-09-24",19.15
"487","2020-09-25",19.5
"488","2020-09-28",20.16
"489","2020-09-29",20.34
"490","2020-09-30",20.34
"491","2020-10-01",20.549999
"492","2020-10-02",20.049999
"493","2020-10-05",20.299999
"494","2020-10-06",20.24
"495","2020-10-07",20.9
"496","2020-10-08",21.120001
"497","2020-10-09",21.559999
"498","2020-10-12",21.639999
"499","2020-10-13",22.110001
"500","2020-10-14",21.52
"501","2020-10-15",21.629999
"502","2020-10-16",21.66
"503","2020-10-19",21.52
"504","2020-10-20",21.58
"505","2020-10-21",21.719999
"506","2020-10-22",21.65
"507","2020-10-23",21.709999
"508","2020-10-26",21.440001
"509","2020-10-27",21.6
"510","2020-10-28",21.15
"511","2020-10-29",21
"512","2020-10-30",20.43
"513","2020-11-02",20.85
"514","2020-11-03",21.26
"515","2020-11-04",22.059999
"516","2020-11-05",22.74
"517","2020-11-06",22.4
"518","2020-11-09",22.09
"519","2020-11-10",22.200001
"520","2020-11-11",22.42
"521","2020-11-12",22.129999
"522","2020-11-13",22.200001
"523","2020-11-16",22.15
"524","2020-11-17",21.879999
"525","2020-11-18",21.43
"526","2020-11-19",21.690001
"527","2020-11-20",21.98
"528","2020-11-23",22.24
"529","2020-11-24",22.25
"530","2020-11-25",22.48
"531","2020-11-27",22.93
