"","date","GNRC"
"346","2011-06-24",18.780001
"347","2011-06-27",19.25
"348","2011-06-28",19.309999
"349","2011-06-29",19.290001
"350","2011-06-30",19.4
"351","2011-07-01",19.620001
"352","2011-07-05",19.52
"353","2011-07-06",19.51
"354","2011-07-07",19.549999
"355","2011-07-08",19.700001
"356","2011-07-11",19.280001
"357","2011-07-12",19.299999
"358","2011-07-13",19.809999
"359","2011-07-14",19.42
"360","2011-07-15",19.76
"361","2011-07-18",19.26
"362","2011-07-19",19.860001
"363","2011-07-20",20.059999
"364","2011-07-21",20.65
"365","2011-07-22",20.42
"366","2011-07-25",20.360001
"367","2011-07-26",19.379999
"368","2011-07-27",18.76
"369","2011-07-28",18.75
"370","2011-07-29",18.549999
"371","2011-08-01",18.6
"372","2011-08-02",18.25
"373","2011-08-03",18.41
"374","2011-08-04",17.360001
"375","2011-08-05",18.559999
"376","2011-08-08",16.709999
"377","2011-08-09",18.049999
"378","2011-08-10",17.049999
"379","2011-08-11",18.059999
"380","2011-08-12",18.51
"381","2011-08-15",19.469999
"382","2011-08-16",19.200001
"383","2011-08-17",18.629999
"384","2011-08-18",17.309999
"385","2011-08-19",16.52
"386","2011-08-22",17.15
"387","2011-08-23",18.76
"388","2011-08-24",19.23
"389","2011-08-25",19.450001
"390","2011-08-26",20.309999
"391","2011-08-29",20.5
"392","2011-08-30",20.27
"393","2011-08-31",20.610001
"394","2011-09-01",20.27
"395","2011-09-02",19.35
"396","2011-09-06",19.17
"397","2011-09-07",19.43
"398","2011-09-08",19.1
"399","2011-09-09",18.700001
"400","2011-09-12",18.67
"401","2011-09-13",18.799999
"402","2011-09-14",18.629999
"403","2011-09-15",18.809999
"404","2011-09-16",18.6
"405","2011-09-19",18.549999
"406","2011-09-20",18.41
"407","2011-09-21",17.309999
"408","2011-09-22",15.73
"409","2011-09-23",15.57
"410","2011-09-26",18.59
"411","2011-09-27",18.280001
"412","2011-09-28",17.67
"413","2011-09-29",18.190001
"414","2011-09-30",18.809999
"415","2011-10-03",18.620001
"416","2011-10-04",19.59
"417","2011-10-05",19.790001
"418","2011-10-06",20.9
"419","2011-10-07",20.09
"420","2011-10-10",21.360001
"421","2011-10-11",20.91
"422","2011-10-12",20.77
"423","2011-10-13",20.719999
"424","2011-10-14",21.440001
"425","2011-10-17",20.68
"426","2011-10-18",21.23
"427","2011-10-19",21.059999
"428","2011-10-20",21
"429","2011-10-21",21.32
"430","2011-10-24",21.790001
"431","2011-10-25",20.799999
"432","2011-10-26",21.379999
"433","2011-10-27",22.18
"434","2011-10-28",22.1
"435","2011-10-31",22.860001
"436","2011-11-01",23.23
"437","2011-11-02",23.92
"438","2011-11-03",24.73
"439","2011-11-04",24.1
"440","2011-11-07",24.129999
"441","2011-11-08",25.17
"442","2011-11-09",24.889999
"443","2011-11-10",24.959999
"444","2011-11-11",25.190001
"445","2011-11-14",24.639999
"446","2011-11-15",24.450001
"447","2011-11-16",23.76
"448","2011-11-17",23.610001
"449","2011-11-18",23.9
"450","2011-11-21",23.75
"451","2011-11-22",23.65
"452","2011-11-23",22.700001
"453","2011-11-25",22.309999
"454","2011-11-28",23.879999
"455","2011-11-29",23.93
"456","2011-11-30",25.07
"457","2011-12-01",24.85
"458","2011-12-02",24.790001
"459","2011-12-05",25.57
"460","2011-12-06",25.51
"461","2011-12-07",26.450001
"462","2011-12-08",26.559999
"463","2011-12-09",27.610001
"464","2011-12-12",28.200001
"465","2011-12-13",27.26
"466","2011-12-14",26.709999
"467","2011-12-15",27.73
"468","2011-12-16",28.42
"469","2011-12-19",27.629999
"470","2011-12-20",28.280001
"471","2011-12-21",28.82
"472","2011-12-22",28.309999
"473","2011-12-23",28.440001
"474","2011-12-27",28.469999
"475","2011-12-28",28.290001
"476","2011-12-29",28.450001
"477","2011-12-30",28.030001
"478","2012-01-03",28.07
"479","2012-01-04",27.870001
"480","2012-01-05",27.459999
"481","2012-01-06",27.65
"482","2012-01-09",28.309999
"483","2012-01-10",28.82
"484","2012-01-11",29.450001
"485","2012-01-12",29.67
"486","2012-01-13",29.540001
"487","2012-01-17",29.629999
"488","2012-01-18",29.950001
"489","2012-01-19",29.74
"490","2012-01-20",29.43
"491","2012-01-23",29.65
"492","2012-01-24",29.360001
"493","2012-01-25",30.09
"494","2012-01-26",29.9
"495","2012-01-27",29.870001
"496","2012-01-30",29.24
"497","2012-01-31",29.059999
"498","2012-02-01",29.15
"499","2012-02-02",28.25
"500","2012-02-03",29.09
"501","2012-02-06",28.9
"502","2012-02-07",28.440001
"503","2012-02-08",29.290001
"504","2012-02-09",28.950001
"505","2012-02-10",28.91
"506","2012-02-13",29.59
"507","2012-02-14",26.280001
"508","2012-02-15",25.43
"509","2012-02-16",25.74
"510","2012-02-17",26.790001
"511","2012-02-21",27.209999
"512","2012-02-22",27.139999
"513","2012-02-23",27.139999
"514","2012-02-24",26.98
"515","2012-02-27",26.58
"516","2012-02-28",25.82
"517","2012-02-29",25.440001
"518","2012-03-01",24.92
"519","2012-03-02",24.85
"520","2012-03-05",24.889999
"521","2012-03-06",24.58
"522","2012-03-07",24.98
"523","2012-03-08",25.530001
"524","2012-03-09",25.959999
"525","2012-03-12",25.959999
"526","2012-03-13",26.200001
"527","2012-03-14",26.1
"528","2012-03-15",25.969999
"529","2012-03-16",25.450001
"530","2012-03-19",25.559999
"531","2012-03-20",25.110001
"532","2012-03-21",25.15
"533","2012-03-22",24.66
"534","2012-03-23",24.530001
"535","2012-03-26",24.99
"536","2012-03-27",24.870001
"537","2012-03-28",24.93
"538","2012-03-29",24.51
"539","2012-03-30",24.549999
"540","2012-04-02",24.440001
"541","2012-04-03",24.049999
"542","2012-04-04",23.450001
"543","2012-04-05",23.66
"544","2012-04-09",23.24
"545","2012-04-10",22.5
"546","2012-04-11",23.129999
"547","2012-04-12",23.59
"548","2012-04-13",23.58
"549","2012-04-16",24.17
"550","2012-04-17",24.129999
"551","2012-04-18",23.719999
"552","2012-04-19",23.34
"553","2012-04-20",23.73
"554","2012-04-23",23.610001
"555","2012-04-24",23.889999
"556","2012-04-25",23.950001
"557","2012-04-26",24.02
"558","2012-04-27",24.25
"559","2012-04-30",24.08
"560","2012-05-01",24.559999
"561","2012-05-02",24.52
"562","2012-05-03",23.51
"563","2012-05-04",23.129999
"564","2012-05-07",23.040001
"565","2012-05-08",28.889999
"566","2012-05-09",26.969999
"567","2012-05-10",27
"568","2012-05-11",26.870001
"569","2012-05-14",26.4
"570","2012-05-15",26.34
"571","2012-05-16",26.4
"572","2012-05-17",25.799999
"573","2012-05-18",26
"574","2012-05-21",27.639999
"575","2012-05-22",26.1
"576","2012-05-23",25.17
"577","2012-05-24",25.24
"578","2012-05-25",25.26
"579","2012-05-29",25.389999
"580","2012-05-30",24.959999
"581","2012-05-31",24.75
"582","2012-06-01",24.09
"583","2012-06-04",23.950001
"584","2012-06-05",24.309999
"585","2012-06-06",25.219999
"586","2012-06-07",25.549999
"587","2012-06-08",25.66
"588","2012-06-11",25.120001
"589","2012-06-12",26.280001
"590","2012-06-13",25.82
"591","2012-06-14",26.040001
"592","2012-06-15",26.459999
"593","2012-06-18",26.07
"594","2012-06-19",26.389999
"595","2012-06-20",26.59
"596","2012-06-21",25.01
"597","2012-06-22",24.620001
"598","2012-06-25",24.139999
"599","2012-06-26",23.93
"600","2012-06-27",23.950001
"601","2012-06-28",23.76
"602","2012-06-29",24.059999
"603","2012-07-02",20.77
"604","2012-07-03",21
"605","2012-07-05",22.379999
"606","2012-07-06",22.57
"607","2012-07-09",22.93
"608","2012-07-10",21.91
"609","2012-07-11",22.110001
"610","2012-07-12",22.030001
"611","2012-07-13",22.4
"612","2012-07-16",22.35
"613","2012-07-17",22.209999
"614","2012-07-18",22.879999
"615","2012-07-19",22.41
"616","2012-07-20",22.6
"617","2012-07-23",22.48
"618","2012-07-24",21.700001
"619","2012-07-25",22.01
"620","2012-07-26",22.389999
"621","2012-07-27",22.790001
"622","2012-07-30",22.780001
"623","2012-07-31",22.82
"624","2012-08-01",22.27
"625","2012-08-02",23.32
"626","2012-08-03",22.200001
"627","2012-08-06",22.4
"628","2012-08-07",22.200001
"629","2012-08-08",22.09
"630","2012-08-09",21.9
"631","2012-08-10",22.200001
"632","2012-08-13",21.73
"633","2012-08-14",21.629999
"634","2012-08-15",21.6
"635","2012-08-16",21.889999
"636","2012-08-17",22.4
"637","2012-08-20",21.780001
"638","2012-08-21",21.99
"639","2012-08-22",22.07
"640","2012-08-23",22.48
"641","2012-08-24",22.25
"642","2012-08-27",22.01
"643","2012-08-28",21.790001
"644","2012-08-29",21.459999
"645","2012-08-30",21.219999
"646","2012-08-31",21.549999
"647","2012-09-04",21.120001
"648","2012-09-05",20.76
"649","2012-09-06",21.639999
"650","2012-09-07",21.610001
"651","2012-09-10",21.530001
"652","2012-09-11",22.030001
"653","2012-09-12",22.5
"654","2012-09-13",22.75
"655","2012-09-14",23.059999
"656","2012-09-17",22.99
"657","2012-09-18",22.889999
"658","2012-09-19",23.35
"659","2012-09-20",23.58
"660","2012-09-21",23.75
"661","2012-09-24",23.66
"662","2012-09-25",23.110001
"663","2012-09-26",22.93
"664","2012-09-27",23.07
"665","2012-09-28",22.889999
"666","2012-10-01",25.030001
"667","2012-10-02",25.93
"668","2012-10-03",25.92
"669","2012-10-04",26.01
"670","2012-10-05",25.77
"671","2012-10-08",25.42
"672","2012-10-09",25.540001
"673","2012-10-10",25.26
"674","2012-10-11",25.190001
"675","2012-10-12",25.83
"676","2012-10-15",25.99
"677","2012-10-16",26.299999
"678","2012-10-17",26.32
"679","2012-10-18",25.969999
"680","2012-10-19",26.049999
"681","2012-10-22",25.629999
"682","2012-10-23",26.049999
"683","2012-10-24",26.67
"684","2012-10-25",27.530001
"685","2012-10-26",28.33
"686","2012-10-31",34
"687","2012-11-01",34.139999
"688","2012-11-02",34.349998
"689","2012-11-05",38.599998
"690","2012-11-06",37.509998
"691","2012-11-07",37.139999
"692","2012-11-08",34.650002
"693","2012-11-09",34.869999
"694","2012-11-12",35.700001
"695","2012-11-13",35.330002
"696","2012-11-14",34.009998
"697","2012-11-15",34.41
"698","2012-11-16",34.349998
"699","2012-11-19",35.23
"700","2012-11-20",35.810001
"701","2012-11-21",35.290001
"702","2012-11-23",35.290001
"703","2012-11-26",32.009998
"704","2012-11-27",33.950001
"705","2012-11-28",34.459999
"706","2012-11-29",32.540001
"707","2012-11-30",32.630001
"708","2012-12-03",32.709999
"709","2012-12-04",32.919998
"710","2012-12-05",32.330002
"711","2012-12-06",32.349998
"712","2012-12-07",32.970001
"713","2012-12-10",32.549999
"714","2012-12-11",32.669998
"715","2012-12-12",32.330002
"716","2012-12-13",32.59
"717","2012-12-14",32.73
"718","2012-12-17",32.59
"719","2012-12-18",33.57
"720","2012-12-19",34.34
"721","2012-12-20",34.18
"722","2012-12-21",33.57
"723","2012-12-24",33.490002
"724","2012-12-26",33.43
"725","2012-12-27",33.52
"726","2012-12-28",33.169998
"727","2012-12-31",34.310001
"728","2013-01-02",35.200001
"729","2013-01-03",34.630001
"730","2013-01-04",34.709999
"731","2013-01-07",34.669998
"732","2013-01-08",34.639999
"733","2013-01-09",34.740002
"734","2013-01-10",34.580002
"735","2013-01-11",35.279999
"736","2013-01-14",35.240002
"737","2013-01-15",36.169998
"738","2013-01-16",36.130001
"739","2013-01-17",36.48
"740","2013-01-18",36.389999
"741","2013-01-22",36.639999
"742","2013-01-23",37.080002
"743","2013-01-24",36.860001
"744","2013-01-25",36.759998
"745","2013-01-28",36.540001
"746","2013-01-29",36.990002
"747","2013-01-30",36.41
"748","2013-01-31",37.18
"749","2013-02-01",37.75
"750","2013-02-04",37.220001
"751","2013-02-05",38.599998
"752","2013-02-06",39.16
"753","2013-02-07",39.740002
"754","2013-02-08",40.540001
"755","2013-02-11",39.099998
"756","2013-02-12",39.099998
"757","2013-02-13",39.279999
"758","2013-02-14",35.66
"759","2013-02-15",37.049999
"760","2013-02-19",37.040001
"761","2013-02-20",35.939999
"762","2013-02-21",34.110001
"763","2013-02-22",34.43
"764","2013-02-25",34.09
"765","2013-02-26",33.75
"766","2013-02-27",33.939999
"767","2013-02-28",34.450001
"768","2013-03-01",34.639999
"769","2013-03-04",34.689999
"770","2013-03-05",34.990002
"771","2013-03-06",34.849998
"772","2013-03-07",34.139999
"773","2013-03-08",34.549999
"774","2013-03-11",34.150002
"775","2013-03-12",34.360001
"776","2013-03-13",34.439999
"777","2013-03-14",35.150002
"778","2013-03-15",35.07
"779","2013-03-18",35
"780","2013-03-19",34.599998
"781","2013-03-20",34.349998
"782","2013-03-21",34.080002
"783","2013-03-22",34.68
"784","2013-03-25",34.950001
"785","2013-03-26",35.049999
"786","2013-03-27",35.200001
"787","2013-03-28",35.34
"788","2013-04-01",35.32
"789","2013-04-02",35.459999
"790","2013-04-03",34.32
"791","2013-04-04",34.310001
"792","2013-04-05",34.380001
"793","2013-04-08",35.150002
"794","2013-04-09",35.439999
"795","2013-04-10",35.490002
"796","2013-04-11",35.400002
"797","2013-04-12",35.349998
"798","2013-04-15",34.509998
"799","2013-04-16",34.66
"800","2013-04-17",34.110001
"801","2013-04-18",33.52
"802","2013-04-19",33.459999
"803","2013-04-22",33.740002
"804","2013-04-23",34.560001
"805","2013-04-24",35.040001
"806","2013-04-25",35.169998
"807","2013-04-26",35.110001
"808","2013-04-29",35.700001
"809","2013-04-30",35.93
"810","2013-05-01",34.759998
"811","2013-05-02",38.200001
"812","2013-05-03",38.619999
"813","2013-05-06",38.169998
"814","2013-05-07",36.540001
"815","2013-05-08",36.810001
"816","2013-05-09",35.990002
"817","2013-05-10",36.080002
"818","2013-05-13",36.16
"819","2013-05-14",36.200001
"820","2013-05-15",37
"821","2013-05-16",37.009998
"822","2013-05-17",37.349998
"823","2013-05-20",37.400002
"824","2013-05-21",37.720001
"825","2013-05-22",37.360001
"826","2013-05-23",37.48
"827","2013-05-24",37.689999
"828","2013-05-28",38.450001
"829","2013-05-29",38.75
"830","2013-05-30",39.790001
"831","2013-05-31",40.5
"832","2013-06-03",40.09
"833","2013-06-04",39.52
"834","2013-06-05",40
"835","2013-06-06",40.580002
"836","2013-06-07",40.93
"837","2013-06-10",36.450001
"838","2013-06-11",36.049999
"839","2013-06-12",35.560001
"840","2013-06-13",35.639999
"841","2013-06-14",34.84
"842","2013-06-17",35
"843","2013-06-18",35.279999
"844","2013-06-19",34.470001
"845","2013-06-20",33.860001
"846","2013-06-21",34.849998
"847","2013-06-24",35.07
"848","2013-06-25",36
"849","2013-06-26",35.950001
"850","2013-06-27",37.099998
"851","2013-06-28",37.009998
"852","2013-07-01",38.98
"853","2013-07-02",39.16
"854","2013-07-03",38.93
"855","2013-07-05",39.720001
"856","2013-07-08",39.59
"857","2013-07-09",39.209999
"858","2013-07-10",39.009998
"859","2013-07-11",40.470001
"860","2013-07-12",40.68
"861","2013-07-15",41.25
"862","2013-07-16",41.490002
"863","2013-07-17",41.540001
"864","2013-07-18",41.119999
"865","2013-07-19",41.009998
"866","2013-07-22",41.220001
"867","2013-07-23",41.119999
"868","2013-07-24",40.959999
"869","2013-07-25",41.639999
"870","2013-07-26",41.150002
"871","2013-07-29",41.029999
"872","2013-07-30",43.200001
"873","2013-07-31",43.349998
"874","2013-08-01",43.450001
"875","2013-08-02",42.240002
"876","2013-08-05",42.470001
"877","2013-08-06",42.209999
"878","2013-08-07",41.759998
"879","2013-08-08",42.23
"880","2013-08-09",42.34
"881","2013-08-12",42.650002
"882","2013-08-13",42.689999
"883","2013-08-14",42.91
"884","2013-08-15",42.299999
"885","2013-08-16",42.779999
"886","2013-08-19",42.299999
"887","2013-08-20",42.279999
"888","2013-08-21",41.709999
"889","2013-08-22",42.299999
"890","2013-08-23",42.220001
"891","2013-08-26",42.259998
"892","2013-08-27",41.099998
"893","2013-08-28",40.360001
"894","2013-08-29",40.880001
"895","2013-08-30",39.59
"896","2013-09-03",39.700001
"897","2013-09-04",39.950001
"898","2013-09-05",40.290001
"899","2013-09-06",39.689999
"900","2013-09-09",39.990002
"901","2013-09-10",40.630001
"902","2013-09-11",40.77
"903","2013-09-12",41.400002
"904","2013-09-13",41.650002
"905","2013-09-16",41.57
"906","2013-09-17",41.869999
"907","2013-09-18",42.07
"908","2013-09-19",42.18
"909","2013-09-20",43.599998
"910","2013-09-23",42.880001
"911","2013-09-24",43.470001
"912","2013-09-25",43.48
"913","2013-09-26",43.639999
"914","2013-09-27",43.02
"915","2013-09-30",42.639999
"916","2013-10-01",42.959999
"917","2013-10-02",42.380001
"918","2013-10-03",42.130001
"919","2013-10-04",42.049999
"920","2013-10-07",41.740002
"921","2013-10-08",40.259998
"922","2013-10-09",39.119999
"923","2013-10-10",40.43
"924","2013-10-11",40.93
"925","2013-10-14",40.650002
"926","2013-10-15",39.950001
"927","2013-10-16",40.32
"928","2013-10-17",40.73
"929","2013-10-18",41.18
"930","2013-10-21",41.889999
"931","2013-10-22",41.549999
"932","2013-10-23",41.849998
"933","2013-10-24",47.439999
"934","2013-10-25",50.439999
"935","2013-10-28",49.490002
"936","2013-10-29",49.650002
"937","2013-10-30",49.169998
"938","2013-10-31",49.349998
"939","2013-11-01",47.630001
"940","2013-11-04",48.119999
"941","2013-11-05",48.099998
"942","2013-11-06",47.790001
"943","2013-11-07",47.07
"944","2013-11-08",48.66
"945","2013-11-11",49.259998
"946","2013-11-12",49.110001
"947","2013-11-13",48.950001
"948","2013-11-14",49.41
"949","2013-11-15",50.110001
"950","2013-11-18",50.279999
"951","2013-11-19",49.880001
"952","2013-11-20",49.68
"953","2013-11-21",50.860001
"954","2013-11-22",50.439999
"955","2013-11-25",51.34
"956","2013-11-26",53.02
"957","2013-11-27",52.880001
"958","2013-11-29",53.259998
"959","2013-12-02",52.75
"960","2013-12-03",52.93
"961","2013-12-04",52.799999
"962","2013-12-05",52.540001
"963","2013-12-06",53.259998
"964","2013-12-09",53.439999
"965","2013-12-10",53.09
"966","2013-12-11",51.880001
"967","2013-12-12",52.52
"968","2013-12-13",51.98
"969","2013-12-16",53.25
