"","date","ACH"
"1","2007-01-03",25.030001
"2","2007-01-04",24.610001
"3","2007-01-05",22.65
"4","2007-01-08",22.639999
"5","2007-01-09",21.74
"6","2007-01-10",22.469999
"7","2007-01-11",22.65
"8","2007-01-12",22.84
"9","2007-01-16",23.459999
"10","2007-01-17",23.040001
"11","2007-01-18",23.030001
"12","2007-01-19",23.5
"13","2007-01-22",23.23
"14","2007-01-23",23.4
"15","2007-01-24",24.290001
"16","2007-01-25",23.540001
"17","2007-01-26",23.450001
"18","2007-01-29",22.969999
"19","2007-01-30",23.35
"20","2007-01-31",22.540001
"21","2007-02-01",24.52
"22","2007-02-02",24.450001
"23","2007-02-05",24.629999
"24","2007-02-06",25.33
"25","2007-02-07",25.83
"26","2007-02-08",25.85
"27","2007-02-09",25.92
"28","2007-02-12",25.860001
"29","2007-02-13",26.450001
"30","2007-02-14",27.16
"31","2007-02-15",27
"32","2007-02-16",26.57
"33","2007-02-20",26.959999
"34","2007-02-21",27.34
"35","2007-02-22",27.08
"36","2007-02-23",26.620001
"37","2007-02-26",26.35
"38","2007-02-27",22.6
"39","2007-02-28",23.74
"40","2007-03-01",22.98
"41","2007-03-02",23.389999
"42","2007-03-05",21.68
"43","2007-03-06",23.4
"44","2007-03-07",23.59
"45","2007-03-08",24.35
"46","2007-03-09",25.200001
"47","2007-03-12",25.209999
"48","2007-03-13",23.860001
"49","2007-03-14",24.35
"50","2007-03-15",24.540001
"51","2007-03-16",24.42
"52","2007-03-19",24.799999
"53","2007-03-20",25.25
"54","2007-03-21",25.549999
"55","2007-03-22",25.57
"56","2007-03-23",26.4
"57","2007-03-26",26.049999
"58","2007-03-27",25.790001
"59","2007-03-28",25.290001
"60","2007-03-29",25.719999
"61","2007-03-30",25.99
"62","2007-04-02",26.200001
"63","2007-04-03",26.77
"64","2007-04-04",27.610001
"65","2007-04-05",27.700001
"66","2007-04-09",27.700001
"67","2007-04-10",29
"68","2007-04-11",30.41
"69","2007-04-12",30.610001
"70","2007-04-13",29.389999
"71","2007-04-16",29.74
"72","2007-04-17",30.08
"73","2007-04-18",30.16
"74","2007-04-19",29.030001
"75","2007-04-20",28.809999
"76","2007-04-23",28.52
"77","2007-04-24",28.639999
"78","2007-04-25",29.15
"79","2007-04-26",29.67
"80","2007-04-27",29.82
"81","2007-04-30",29.049999
"82","2007-05-01",29.030001
"83","2007-05-02",28.92
"84","2007-05-03",28.940001
"85","2007-05-04",29.360001
"86","2007-05-07",30.48
"87","2007-05-08",31.08
"88","2007-05-09",31.280001
"89","2007-05-10",30.84
"90","2007-05-11",33.040001
"91","2007-05-14",35.110001
"92","2007-05-15",34.560001
"93","2007-05-16",34.889999
"94","2007-05-17",34.240002
"95","2007-05-18",33.610001
"96","2007-05-21",33.889999
"97","2007-05-22",34.009998
"98","2007-05-23",33.990002
"99","2007-05-24",32.509998
"100","2007-05-25",33.060001
"101","2007-05-29",32.93
"102","2007-05-30",32.779999
"103","2007-05-31",33.009998
"104","2007-06-01",34.049999
"105","2007-06-04",33.810001
"106","2007-06-05",34.099998
"107","2007-06-06",33.580002
"108","2007-06-07",32.900002
"109","2007-06-08",33.720001
"110","2007-06-11",34.310001
"111","2007-06-12",34.310001
"112","2007-06-13",35.599998
"113","2007-06-14",38.75
"114","2007-06-15",42.509998
"115","2007-06-18",41.240002
"116","2007-06-19",41.48
"117","2007-06-20",40.549999
"118","2007-06-21",42.709999
"119","2007-06-22",43.25
"120","2007-06-25",42.84
"121","2007-06-26",42.349998
"122","2007-06-27",42.200001
"123","2007-06-28",41.860001
"124","2007-06-29",42.700001
"125","2007-07-02",43.48
"126","2007-07-03",48.619999
"127","2007-07-05",46.16
"128","2007-07-06",47.290001
"129","2007-07-09",47.5
"130","2007-07-10",45.799999
"131","2007-07-11",46.200001
"132","2007-07-12",47.77
"133","2007-07-13",47.57
"134","2007-07-16",47.75
"135","2007-07-17",47.689999
"136","2007-07-18",46.279999
"137","2007-07-19",46.900002
"138","2007-07-20",47.310001
"139","2007-07-23",49.68
"140","2007-07-24",49.700001
"141","2007-07-25",51.549999
"142","2007-07-26",48.25
"143","2007-07-27",47.150002
"144","2007-07-30",49.98
"145","2007-07-31",50.360001
"146","2007-08-01",48.299999
"147","2007-08-02",47.970001
"148","2007-08-03",45.799999
"149","2007-08-06",43.360001
"150","2007-08-07",43.400002
"151","2007-08-08",46.209999
"152","2007-08-09",44.900002
"153","2007-08-10",44.34
"154","2007-08-13",44.689999
"155","2007-08-14",42.939999
"156","2007-08-15",39.110001
"157","2007-08-16",37.049999
"158","2007-08-17",38.549999
"159","2007-08-20",40.419998
"160","2007-08-21",42.34
"161","2007-08-22",48.959999
"162","2007-08-23",48.419998
"163","2007-08-24",54.02
"164","2007-08-27",67.349998
"165","2007-08-28",61.900002
"166","2007-08-29",67.370003
"167","2007-08-30",63.889999
"168","2007-08-31",67.790001
"169","2007-09-04",68.550003
"170","2007-09-05",64.480003
"171","2007-09-06",64.5
"172","2007-09-07",61.700001
"173","2007-09-10",60.779999
"174","2007-09-11",66.18
"175","2007-09-12",60.220001
"176","2007-09-13",60.630001
"177","2007-09-14",60.950001
"178","2007-09-17",59.939999
"179","2007-09-18",64.220001
"180","2007-09-19",62.52
"181","2007-09-20",61.98
"182","2007-09-21",62.900002
"183","2007-09-24",66.809998
"184","2007-09-25",68.25
"185","2007-09-26",69.540001
"186","2007-09-27",71.169998
"187","2007-09-28",70.029999
"188","2007-10-01",73.900002
"189","2007-10-02",75.940002
"190","2007-10-03",71.599998
"191","2007-10-04",72.050003
"192","2007-10-05",76.849998
"193","2007-10-08",74.330002
"194","2007-10-09",76.389999
"195","2007-10-10",77.239998
"196","2007-10-11",74.07
"197","2007-10-12",79.580002
"198","2007-10-15",78.849998
"199","2007-10-16",77.629997
"200","2007-10-17",88.050003
"201","2007-10-18",83.599998
"202","2007-10-19",78.519997
"203","2007-10-22",77.699997
"204","2007-10-23",79.730003
"205","2007-10-24",76.599998
"206","2007-10-25",73.93
