"","date","ALLO"
"1","2018-10-11",25
"2","2018-10-12",26.809999
"3","2018-10-15",26.959999
"4","2018-10-16",25.870001
"5","2018-10-17",24.98
"6","2018-10-18",23.799999
"7","2018-10-19",23.4
"8","2018-10-22",23
"9","2018-10-23",22.84
"10","2018-10-24",22.5
"11","2018-10-25",22.559999
"12","2018-10-26",23
"13","2018-10-29",23.02
"14","2018-10-30",23.809999
"15","2018-10-31",24.01
"16","2018-11-01",26.950001
"17","2018-11-02",27.690001
"18","2018-11-05",28.35
"19","2018-11-06",33.299999
"20","2018-11-07",32.68
"21","2018-11-08",33.240002
"22","2018-11-09",30.620001
"23","2018-11-12",27.02
"24","2018-11-13",27.700001
"25","2018-11-14",25.01
"26","2018-11-15",26.93
"27","2018-11-16",27.98
"28","2018-11-19",26.530001
"29","2018-11-20",25.540001
"30","2018-11-21",25.59
"31","2018-11-23",26.52
"32","2018-11-26",27.66
"33","2018-11-27",28.389999
"34","2018-11-28",30.5
"35","2018-11-29",31.030001
"36","2018-11-30",31.280001
"37","2018-12-03",31.690001
"38","2018-12-04",30.450001
"39","2018-12-06",27.07
"40","2018-12-07",26.280001
"41","2018-12-10",26.52
"42","2018-12-11",25.99
"43","2018-12-12",26.209999
"44","2018-12-13",26.139999
"45","2018-12-14",26.219999
"46","2018-12-17",25.42
"47","2018-12-18",25.690001
"48","2018-12-19",25.57
"49","2018-12-20",24.719999
"50","2018-12-21",24.139999
"51","2018-12-24",24.120001
"52","2018-12-26",25.33
"53","2018-12-27",24.76
"54","2018-12-28",25.9
"55","2018-12-31",26.93
"56","2019-01-02",27.559999
"57","2019-01-03",26
"58","2019-01-04",26.469999
"59","2019-01-07",27.389999
"60","2019-01-08",27.059999
"61","2019-01-09",27.33
"62","2019-01-10",28.1
"63","2019-01-11",29.51
"64","2019-01-14",28.459999
"65","2019-01-15",27.950001
"66","2019-01-16",28.790001
"67","2019-01-17",28.190001
"68","2019-01-18",28.58
"69","2019-01-22",27.780001
"70","2019-01-23",27.809999
"71","2019-01-24",28.65
"72","2019-01-25",29.540001
"73","2019-01-28",29.52
"74","2019-01-29",29.860001
"75","2019-01-30",30.299999
"76","2019-01-31",30.33
"77","2019-02-01",30.77
"78","2019-02-04",31.58
"79","2019-02-05",31
"80","2019-02-06",30.84
"81","2019-02-07",30.129999
"82","2019-02-08",30.120001
"83","2019-02-11",30.27
"84","2019-02-12",31.5
"85","2019-02-13",31.940001
"86","2019-02-14",31.139999
"87","2019-02-15",31.24
"88","2019-02-19",31.870001
"89","2019-02-20",30.690001
"90","2019-02-21",30.68
"91","2019-02-22",31.07
"92","2019-02-25",31.73
"93","2019-02-26",31.77
"94","2019-02-27",32.540001
"95","2019-02-28",31.690001
"96","2019-03-01",31.34
"97","2019-03-04",31.940001
"98","2019-03-05",31.52
"99","2019-03-06",29.639999
"100","2019-03-07",29.65
"101","2019-03-08",28.379999
"102","2019-03-11",28.26
"103","2019-03-12",26.719999
"104","2019-03-13",26.889999
"105","2019-03-14",26.530001
"106","2019-03-15",26.74
"107","2019-03-18",26.83
"108","2019-03-19",26.299999
"109","2019-03-20",25.959999
"110","2019-03-21",27.280001
"111","2019-03-22",25.549999
"112","2019-03-25",24.82
"113","2019-03-26",25.65
"114","2019-03-27",26.190001
"115","2019-03-28",27.049999
"116","2019-03-29",28.91
"117","2019-04-01",28.73
"118","2019-04-02",28.120001
"119","2019-04-03",27.799999
"120","2019-04-04",27.93
"121","2019-04-05",27.969999
"122","2019-04-08",27.48
"123","2019-04-09",26.959999
"124","2019-04-10",27
"125","2019-04-11",26.6
"126","2019-04-12",26.32
"127","2019-04-15",25.940001
"128","2019-04-16",26.27
"129","2019-04-17",25.559999
"130","2019-04-18",25.950001
"131","2019-04-22",25.790001
"132","2019-04-23",26.93
"133","2019-04-24",27.559999
"134","2019-04-25",27.940001
"135","2019-04-26",29.85
"136","2019-04-29",29.799999
"137","2019-04-30",29.950001
"138","2019-05-01",29.469999
"139","2019-05-02",29.719999
"140","2019-05-03",30.23
"141","2019-05-06",31.09
"142","2019-05-07",29.790001
"143","2019-05-08",30.440001
"144","2019-05-09",30.02
"145","2019-05-10",30.309999
"146","2019-05-13",29.82
"147","2019-05-14",31.040001
"148","2019-05-15",28.559999
"149","2019-05-16",29.76
"150","2019-05-17",29.190001
"151","2019-05-20",28.27
"152","2019-05-21",29.120001
"153","2019-05-22",29.030001
"154","2019-05-23",27.629999
"155","2019-05-24",28.299999
"156","2019-05-28",28.57
"157","2019-05-29",28.42
"158","2019-05-30",26.940001
"159","2019-05-31",26.23
"160","2019-06-03",27.24
"161","2019-06-04",27.08
"162","2019-06-05",26.1
"163","2019-06-06",25.950001
"164","2019-06-07",26.440001
"165","2019-06-10",27.32
"166","2019-06-11",26.74
"167","2019-06-12",26.66
"168","2019-06-13",26.76
"169","2019-06-14",26.43
"170","2019-06-17",27.4
"171","2019-06-18",28.18
"172","2019-06-19",28.1
"173","2019-06-20",27.4
"174","2019-06-21",26.83
"175","2019-06-24",26.540001
"176","2019-06-25",26.17
"177","2019-06-26",26.1
"178","2019-06-27",26.620001
"179","2019-06-28",26.85
"180","2019-07-01",28.34
"181","2019-07-02",27.16
"182","2019-07-03",27.059999
"183","2019-07-05",26.780001
"184","2019-07-08",26.65
"185","2019-07-09",26.74
"186","2019-07-10",26.940001
"187","2019-07-11",26.610001
"188","2019-07-12",26.4
"189","2019-07-15",27.049999
"190","2019-07-16",27.68
"191","2019-07-17",28.190001
"192","2019-07-18",28.24
"193","2019-07-19",28.01
"194","2019-07-22",28.120001
"195","2019-07-23",28.02
"196","2019-07-24",28.620001
"197","2019-07-25",28.15
"198","2019-07-26",29.360001
"199","2019-07-29",29.6
"200","2019-07-30",30.57
"201","2019-07-31",31
"202","2019-08-01",30.33
"203","2019-08-02",29.530001
"204","2019-08-05",29.43
"205","2019-08-06",29.75
"206","2019-08-07",29.59
"207","2019-08-08",31.059999
"208","2019-08-09",31.18
"209","2019-08-12",29.49
