"","date","HWKN"
"119","2007-06-22",15.37
"120","2007-06-25",15.37
"121","2007-06-26",15.35
"122","2007-06-27",15.27
"123","2007-06-28",15.55
"124","2007-06-29",15.45
"125","2007-07-02",15.54
"126","2007-07-03",15.5
"127","2007-07-05",15.35
"128","2007-07-06",15.95
"129","2007-07-09",15.65
"130","2007-07-10",15.65
"131","2007-07-11",15.65
"132","2007-07-12",15.66
"133","2007-07-13",15.83
"134","2007-07-16",15.96
"135","2007-07-17",15.84
"136","2007-07-18",15.95
"137","2007-07-19",15.84
"138","2007-07-20",15.66
"139","2007-07-23",15.83
"140","2007-07-24",15.65
"141","2007-07-25",15.68
"142","2007-07-26",15.4
"143","2007-07-27",15.49
"144","2007-07-30",15.4
"145","2007-07-31",15.43
"146","2007-08-01",15.06
"147","2007-08-02",15
"148","2007-08-03",14.77
"149","2007-08-06",14.73
"150","2007-08-07",14.34
"151","2007-08-08",14.44
"152","2007-08-09",14.7
"153","2007-08-10",14.65
"154","2007-08-13",14.67
"155","2007-08-14",14.55
"156","2007-08-15",14.55
"157","2007-08-16",14.5
"158","2007-08-17",14.57
"159","2007-08-20",14.5
"160","2007-08-21",14.3
"161","2007-08-22",14.59
"162","2007-08-23",14.69
"163","2007-08-24",14.74
"164","2007-08-27",15.23
"165","2007-08-28",14.75
"166","2007-08-29",14.79
"167","2007-08-30",14.6
"168","2007-08-31",14.5
"169","2007-09-04",14.58
"170","2007-09-05",14.56
"171","2007-09-06",14.8
"172","2007-09-07",14.83
"173","2007-09-10",14.45
"174","2007-09-11",14.75
"175","2007-09-12",14.76
"176","2007-09-13",14.77
"177","2007-09-14",14.66
"178","2007-09-17",14.57
"179","2007-09-18",14.48
"180","2007-09-19",14.74
"181","2007-09-20",14.48
"182","2007-09-21",14.56
"183","2007-09-24",14.53
"184","2007-09-25",14.54
"185","2007-09-26",14.4
"186","2007-09-27",14.4
"187","2007-09-28",14.4
"188","2007-10-01",14.54
"189","2007-10-02",14.65
"190","2007-10-03",15.4
"191","2007-10-04",15.12
"192","2007-10-05",15.59
"193","2007-10-08",15.7
"194","2007-10-09",15.8
"195","2007-10-10",15.72
"196","2007-10-11",15.56
"197","2007-10-12",15.49
"198","2007-10-15",15.44
"199","2007-10-16",15.4
"200","2007-10-17",15.35
"201","2007-10-18",15.35
"202","2007-10-19",15.5
"203","2007-10-22",15.3
"204","2007-10-23",15.5
"205","2007-10-24",15.36
"206","2007-10-25",15.36
"207","2007-10-26",15.55
"208","2007-10-29",15.56
"209","2007-10-30",15.56
"210","2007-10-31",15.75
"211","2007-11-01",15.54
"212","2007-11-02",15.5
"213","2007-11-05",15.85
"214","2007-11-06",15.66
"215","2007-11-07",15.49
"216","2007-11-08",15.22
"217","2007-11-09",14.85
"218","2007-11-12",14.65
"219","2007-11-13",14.52
"220","2007-11-14",14.62
"221","2007-11-15",14.5
"222","2007-11-16",14.4
"223","2007-11-19",14.89
"224","2007-11-20",14.71
"225","2007-11-21",14.72
"226","2007-11-23",14.52
"227","2007-11-26",14.79
"228","2007-11-27",14.84
"229","2007-11-28",14.61
"230","2007-11-29",14.8
"231","2007-11-30",14.8
"232","2007-12-03",14.8
"233","2007-12-04",14.8
"234","2007-12-05",14.81
"235","2007-12-06",14.74
"236","2007-12-07",14.81
"237","2007-12-10",14.77
"238","2007-12-11",14.81
"239","2007-12-12",14.99
"240","2007-12-13",14.81
"241","2007-12-14",14.68
"242","2007-12-17",14.4
"243","2007-12-18",14.4
"244","2007-12-19",14.65
"245","2007-12-20",14.4
"246","2007-12-21",14.67
"247","2007-12-24",14.67
"248","2007-12-26",14.67
"249","2007-12-27",14.74
"250","2007-12-28",14.94
"251","2007-12-31",15
"252","2008-01-02",14.8
"253","2008-01-03",14.8
"254","2008-01-04",14.82
"255","2008-01-07",14.95
"256","2008-01-08",14.85
"257","2008-01-09",14.74
"258","2008-01-10",14.79
"259","2008-01-11",15.1
"260","2008-01-14",14.79
"261","2008-01-15",14.73
"262","2008-01-16",14.98
"263","2008-01-17",14.75
"264","2008-01-18",14.81
"265","2008-01-22",14.81
"266","2008-01-23",14.95
"267","2008-01-24",15.06
"268","2008-01-25",15.02
"269","2008-01-28",15
"270","2008-01-29",15
"271","2008-01-30",14.98
"272","2008-01-31",14.9
"273","2008-02-01",15.08
"274","2008-02-04",15.16
"275","2008-02-05",15.2
"276","2008-02-06",15.2
"277","2008-02-07",15.2
"278","2008-02-08",15.2
"279","2008-02-11",15.14
"280","2008-02-12",15.3
"281","2008-02-13",15.18
"282","2008-02-14",15.24
"283","2008-02-15",15.22
"284","2008-02-19",15
"285","2008-02-20",15
"286","2008-02-21",15
"287","2008-02-22",15.02
"288","2008-02-25",15
"289","2008-02-26",14.97
"290","2008-02-27",14.97
"291","2008-02-28",14.78
"292","2008-02-29",14.76
"293","2008-03-03",15.04
"294","2008-03-04",14.82
"295","2008-03-05",15.25
"296","2008-03-06",14.88
"297","2008-03-07",14.88
"298","2008-03-10",15.2
"299","2008-03-11",14.92
"300","2008-03-12",15
"301","2008-03-13",15.2
"302","2008-03-14",14.93
"303","2008-03-17",14.8
"304","2008-03-18",14.7
"305","2008-03-19",15.12
"306","2008-03-20",14.78
"307","2008-03-24",15.05
"308","2008-03-25",15.54
"309","2008-03-26",15.63
"310","2008-03-27",15.6
"311","2008-03-28",15.25
"312","2008-03-31",15.23
"313","2008-04-01",15.79
"314","2008-04-02",15.85
"315","2008-04-03",15.9
"316","2008-04-04",15.89
"317","2008-04-07",15.99
"318","2008-04-08",15.99
"319","2008-04-09",15.9
"320","2008-04-10",15.9
"321","2008-04-11",15.56
"322","2008-04-14",15.07
"323","2008-04-15",15.02
"324","2008-04-16",15.19
"325","2008-04-17",15.39
"326","2008-04-18",15.6
"327","2008-04-21",15.99
"328","2008-04-22",15.83
"329","2008-04-23",15.99
"330","2008-04-24",15.99
"331","2008-04-25",15.55
"332","2008-04-28",15.43
"333","2008-04-29",15.42
"334","2008-04-30",15.42
"335","2008-05-01",16
"336","2008-05-02",15.74
"337","2008-05-05",15.69
"338","2008-05-06",15.36
"339","2008-05-07",15.08
"340","2008-05-08",15.49
"341","2008-05-09",15.64
"342","2008-05-12",15.61
"343","2008-05-13",15.43
"344","2008-05-14",15.06
"345","2008-05-15",15.44
"346","2008-05-16",15.42
"347","2008-05-19",15.08
"348","2008-05-20",15.2
"349","2008-05-21",15.15
"350","2008-05-22",15.27
"351","2008-05-23",15.25
"352","2008-05-27",15.25
"353","2008-05-28",15.25
"354","2008-05-29",15.16
"355","2008-05-30",15.15
"356","2008-06-02",15.44
"357","2008-06-03",15.44
"358","2008-06-04",15.54
"359","2008-06-05",15.54
"360","2008-06-06",15
"361","2008-06-09",15
"362","2008-06-10",15.35
"363","2008-06-11",15.37
"364","2008-06-12",15.29
"365","2008-06-13",15.03
"366","2008-06-16",14.5
"367","2008-06-17",14.5
"368","2008-06-18",15.05
"369","2008-06-19",15.05
"370","2008-06-20",15.04
"371","2008-06-23",15.04
"372","2008-06-24",14.96
"373","2008-06-25",15.35
"374","2008-06-26",15
"375","2008-06-27",14.96
"376","2008-06-30",14.96
"377","2008-07-01",14.96
"378","2008-07-02",14.96
"379","2008-07-03",15
"380","2008-07-07",15
"381","2008-07-08",14.98
"382","2008-07-09",14.79
"383","2008-07-10",14.99
"384","2008-07-11",15
"385","2008-07-14",15
"386","2008-07-15",14.82
"387","2008-07-16",14.61
"388","2008-07-17",14.64
"389","2008-07-18",14.5
"390","2008-07-21",14.73
"391","2008-07-22",15.01
"392","2008-07-23",15
"393","2008-07-24",15
"394","2008-07-25",15.12
"395","2008-07-28",15.13
"396","2008-07-29",14.77
"397","2008-07-30",14.77
"398","2008-07-31",14.77
"399","2008-08-01",15.3
"400","2008-08-04",15
"401","2008-08-05",14.66
"402","2008-08-06",14.7
"403","2008-08-07",14.53
"404","2008-08-08",15.75
"405","2008-08-11",15.85
"406","2008-08-12",15.28
"407","2008-08-13",15.2
"408","2008-08-14",15.27
"409","2008-08-15",15.1
"410","2008-08-18",14.99
"411","2008-08-19",14.9
"412","2008-08-20",14.9
"413","2008-08-21",15.5
"414","2008-08-22",15.9
"415","2008-08-25",15.24
"416","2008-08-26",15.35
"417","2008-08-27",15.5
"418","2008-08-28",15.75
"419","2008-08-29",15.86
"420","2008-09-02",15.75
"421","2008-09-03",15.9
"422","2008-09-04",15.93
"423","2008-09-05",16.15
"424","2008-09-08",16.450001
"425","2008-09-09",16.48
"426","2008-09-10",16.639999
"427","2008-09-11",17.299999
"428","2008-09-12",17.58
"429","2008-09-15",17.35
"430","2008-09-16",16.83
"431","2008-09-17",17.4
"432","2008-09-18",17.48
"433","2008-09-19",18.209999
"434","2008-09-22",17.67
"435","2008-09-23",17.459999
"436","2008-09-24",17.1
"437","2008-09-25",16.59
"438","2008-09-26",16.99
"439","2008-09-29",16.790001
"440","2008-09-30",17.58
"441","2008-10-01",17.32
"442","2008-10-02",17.700001
"443","2008-10-03",18.1
"444","2008-10-06",17.190001
"445","2008-10-07",16.91
"446","2008-10-08",17
"447","2008-10-09",17.01
"448","2008-10-10",16.98
"449","2008-10-13",16.959999
"450","2008-10-14",16.93
"451","2008-10-15",15.85
"452","2008-10-16",16.66
"453","2008-10-17",16.889999
"454","2008-10-20",16.620001
"455","2008-10-21",16.49
"456","2008-10-22",16.35
"457","2008-10-23",16.5
"458","2008-10-24",16.41
"459","2008-10-27",15.9
"460","2008-10-28",16.450001
"461","2008-10-29",16.280001
"462","2008-10-30",16.049999
"463","2008-10-31",16.32
"464","2008-11-03",16.049999
"465","2008-11-04",16.049999
"466","2008-11-05",16.790001
"467","2008-11-06",16.35
"468","2008-11-07",16.379999
"469","2008-11-10",17
"470","2008-11-11",16.34
"471","2008-11-12",14.65
"472","2008-11-13",16.360001
"473","2008-11-14",15.35
"474","2008-11-17",16.09
"475","2008-11-18",15.7
"476","2008-11-19",15.7
"477","2008-11-20",14.94
"478","2008-11-21",14.5
"479","2008-11-24",14.79
"480","2008-11-25",14.76
"481","2008-11-26",14.78
"482","2008-11-28",14.78
"483","2008-12-01",14.75
"484","2008-12-02",14.79
"485","2008-12-03",14.41
"486","2008-12-04",13.04
"487","2008-12-05",13.76
"488","2008-12-08",14.02
"489","2008-12-09",14
"490","2008-12-10",14.31
"491","2008-12-11",14.56
"492","2008-12-12",14.75
"493","2008-12-15",15.35
"494","2008-12-16",15.54
"495","2008-12-17",15.63
"496","2008-12-18",15.48
"497","2008-12-19",16.01
"498","2008-12-22",16.389999
"499","2008-12-23",15.84
"500","2008-12-24",15.18
"501","2008-12-26",16.25
"502","2008-12-29",14.81
"503","2008-12-30",14.82
"504","2008-12-31",15.29
"505","2009-01-02",15.66
"506","2009-01-05",15.27
"507","2009-01-06",15.5
"508","2009-01-07",15.5
"509","2009-01-08",15.51
"510","2009-01-09",15.49
"511","2009-01-12",15.19
"512","2009-01-13",15.45
"513","2009-01-14",15.65
"514","2009-01-15",15.77
"515","2009-01-16",15.3
"516","2009-01-20",14.95
"517","2009-01-21",14.99
"518","2009-01-22",14.87
"519","2009-01-23",14.24
"520","2009-01-26",14.76
"521","2009-01-27",14.87
"522","2009-01-28",15.27
"523","2009-01-29",14.72
"524","2009-01-30",14.25
"525","2009-02-02",14.83
"526","2009-02-03",14.8
"527","2009-02-04",14.69
"528","2009-02-05",14.47
"529","2009-02-06",14.79
"530","2009-02-09",15.35
"531","2009-02-10",15.63
"532","2009-02-11",15.94
"533","2009-02-12",16.17
"534","2009-02-13",16.17
"535","2009-02-17",15.33
"536","2009-02-18",14.9
"537","2009-02-19",15
"538","2009-02-20",14.55
"539","2009-02-23",14.04
"540","2009-02-24",13.48
"541","2009-02-25",13.75
"542","2009-02-26",13.75
"543","2009-02-27",13.55
"544","2009-03-02",13.2
"545","2009-03-03",13.49
"546","2009-03-04",13.28
"547","2009-03-05",13
"548","2009-03-06",12.95
"549","2009-03-09",12.9
"550","2009-03-10",13.22
"551","2009-03-11",14.1
"552","2009-03-12",14.01
"553","2009-03-13",13.8
"554","2009-03-16",14.4
"555","2009-03-17",14.59
"556","2009-03-18",14.56
"557","2009-03-19",14.25
"558","2009-03-20",14.38
"559","2009-03-23",14.08
"560","2009-03-24",14.54
"561","2009-03-25",14.83
"562","2009-03-26",15.45
"563","2009-03-27",15.2
"564","2009-03-30",15
"565","2009-03-31",15.43
"566","2009-04-01",15.34
"567","2009-04-02",15.37
"568","2009-04-03",15.32
"569","2009-04-06",15.11
"570","2009-04-07",15.71
"571","2009-04-08",15.5
"572","2009-04-09",16.200001
"573","2009-04-13",16
"574","2009-04-14",15.95
"575","2009-04-15",15.95
"576","2009-04-16",15.89
"577","2009-04-17",15.8
"578","2009-04-20",15.74
"579","2009-04-21",15.7
"580","2009-04-22",15.98
"581","2009-04-23",17
"582","2009-04-24",17
"583","2009-04-27",16.9
"584","2009-04-28",17
"585","2009-04-29",17.24
"586","2009-04-30",17.49
"587","2009-05-01",17.18
"588","2009-05-04",17.200001
"589","2009-05-05",17.23
"590","2009-05-06",17.440001
"591","2009-05-07",17.32
"592","2009-05-08",17.1
"593","2009-05-11",17.290001
"594","2009-05-12",17.17
"595","2009-05-13",17
"596","2009-05-14",17.450001
"597","2009-05-15",17.549999
"598","2009-05-18",18.809999
"599","2009-05-19",18.9
"600","2009-05-20",19
"601","2009-05-21",19.93
"602","2009-05-22",20.1
"603","2009-05-26",19.93
"604","2009-05-27",19.469999
"605","2009-05-28",20.15
"606","2009-05-29",21.48
"607","2009-06-01",21
"608","2009-06-02",20.889999
"609","2009-06-03",21
"610","2009-06-04",21.309999
"611","2009-06-05",19.780001
"612","2009-06-08",20
"613","2009-06-09",19.860001
"614","2009-06-10",19.9
"615","2009-06-11",19.889999
"616","2009-06-12",20.610001
"617","2009-06-15",20.9
"618","2009-06-16",20.83
"619","2009-06-17",20.969999
"620","2009-06-18",20.959999
"621","2009-06-19",21.76
"622","2009-06-22",21.98
"623","2009-06-23",21.41
"624","2009-06-24",21.860001
"625","2009-06-25",21.700001
"626","2009-06-26",22.5
"627","2009-06-29",22.49
"628","2009-06-30",22.58
"629","2009-07-01",22.76
"630","2009-07-02",22.74
"631","2009-07-06",22.700001
"632","2009-07-07",22.33
"633","2009-07-08",21.280001
"634","2009-07-09",21.360001
"635","2009-07-10",21.27
"636","2009-07-13",21.129999
"637","2009-07-14",20.969999
"638","2009-07-15",21.799999
"639","2009-07-16",21.4
"640","2009-07-17",20.85
"641","2009-07-20",20.5
"642","2009-07-21",19.559999
"643","2009-07-22",19.76
"644","2009-07-23",19.5
"645","2009-07-24",19.190001
"646","2009-07-27",19.639999
"647","2009-07-28",19.440001
"648","2009-07-29",19.110001
"649","2009-07-30",18.91
"650","2009-07-31",18.76
"651","2009-08-03",18.98
"652","2009-08-04",18.51
"653","2009-08-05",18.68
"654","2009-08-06",19.15
"655","2009-08-07",19.68
"656","2009-08-10",19.82
"657","2009-08-11",19.690001
"658","2009-08-12",19.99
"659","2009-08-13",20.24
"660","2009-08-14",19.709999
"661","2009-08-17",19.67
"662","2009-08-18",20.200001
"663","2009-08-19",20.27
"664","2009-08-20",20.870001
"665","2009-08-21",20.83
"666","2009-08-24",21.16
"667","2009-08-25",21.610001
"668","2009-08-26",21.85
"669","2009-08-27",21.469999
"670","2009-08-28",21.299999
"671","2009-08-31",21.25
"672","2009-09-01",20.559999
"673","2009-09-02",19.870001
"674","2009-09-03",20.620001
"675","2009-09-04",20.52
"676","2009-09-08",20.91
"677","2009-09-09",22.32
"678","2009-09-10",23.49
"679","2009-09-11",23.93
"680","2009-09-14",24.790001
"681","2009-09-15",25.889999
"682","2009-09-16",25.18
"683","2009-09-17",24.48
"684","2009-09-18",24.719999
"685","2009-09-21",24.23
"686","2009-09-22",24.6
"687","2009-09-23",24.18
"688","2009-09-24",23.9
"689","2009-09-25",22.91
"690","2009-09-28",23.48
"691","2009-09-29",23.389999
"692","2009-09-30",23.360001
"693","2009-10-01",22.76
"694","2009-10-02",22.120001
"695","2009-10-05",22.059999
"696","2009-10-06",22.610001
"697","2009-10-07",22.620001
"698","2009-10-08",22.9
"699","2009-10-09",22.84
"700","2009-10-12",22.360001
"701","2009-10-13",22.379999
"702","2009-10-14",22.77
"703","2009-10-15",22.540001
"704","2009-10-16",22.6
"705","2009-10-19",24.030001
"706","2009-10-20",23.52
"707","2009-10-21",23.24
"708","2009-10-22",23.58
"709","2009-10-23",23.190001
"710","2009-10-26",22.379999
"711","2009-10-27",21.719999
"712","2009-10-28",21.85
"713","2009-10-29",21.68
"714","2009-10-30",21.02
"715","2009-11-02",21.639999
"716","2009-11-03",22.040001
"717","2009-11-04",21.629999
"718","2009-11-05",21.690001
"719","2009-11-06",21.450001
"720","2009-11-09",21.51
"721","2009-11-10",21.299999
"722","2009-11-11",21.82
"723","2009-11-12",21.18
"724","2009-11-13",21.67
"725","2009-11-16",22.25
"726","2009-11-17",22.08
"727","2009-11-18",21.639999
"728","2009-11-19",21.67
"729","2009-11-20",21.309999
"730","2009-11-23",22.110001
"731","2009-11-24",22.559999
"732","2009-11-25",23.42
"733","2009-11-27",22.540001
"734","2009-11-30",21.84
"735","2009-12-01",21.9
"736","2009-12-02",21.98
"737","2009-12-03",21.65
"738","2009-12-04",21.469999
"739","2009-12-07",21.620001
"740","2009-12-08",21
"741","2009-12-09",21.139999
"742","2009-12-10",20.950001
"743","2009-12-11",21.200001
"744","2009-12-14",21.15
"745","2009-12-15",20.76
"746","2009-12-16",21.530001
"747","2009-12-17",21.48
"748","2009-12-18",21.43
"749","2009-12-21",21.709999
"750","2009-12-22",21.91
"751","2009-12-23",21.950001
"752","2009-12-24",21.92
"753","2009-12-28",21.610001
"754","2009-12-29",21.299999
"755","2009-12-30",21.700001
"756","2009-12-31",21.83
"757","2010-01-04",22.059999
"758","2010-01-05",21.219999
"759","2010-01-06",21.02
"760","2010-01-07",21.309999
"761","2010-01-08",21.299999
"762","2010-01-11",21.01
"763","2010-01-12",21.129999
"764","2010-01-13",21.5
"765","2010-01-14",21.559999
"766","2010-01-15",21.58
"767","2010-01-19",22.459999
"768","2010-01-20",22
"769","2010-01-21",21.530001
"770","2010-01-22",21.549999
"771","2010-01-25",21.35
"772","2010-01-26",20.68
"773","2010-01-27",21.450001
"774","2010-01-28",20.5
"775","2010-01-29",20.620001
"776","2010-02-01",20.67
"777","2010-02-02",20.43
"778","2010-02-03",20.25
"779","2010-02-04",19.809999
"780","2010-02-05",20.059999
"781","2010-02-08",20
"782","2010-02-09",20.07
"783","2010-02-10",19.969999
"784","2010-02-11",19.879999
"785","2010-02-12",20.450001
"786","2010-02-16",20.030001
"787","2010-02-17",20
"788","2010-02-18",20.33
"789","2010-02-19",20.139999
"790","2010-02-22",20.08
"791","2010-02-23",20.110001
"792","2010-02-24",20.16
"793","2010-02-25",20.07
"794","2010-02-26",19.950001
"795","2010-03-01",20.6
"796","2010-03-02",21.299999
"797","2010-03-03",21.66
"798","2010-03-04",22
"799","2010-03-05",22.07
"800","2010-03-08",22
"801","2010-03-09",21.799999
"802","2010-03-10",21.969999
"803","2010-03-11",22.24
"804","2010-03-12",21.98
"805","2010-03-15",22.469999
"806","2010-03-16",22.889999
"807","2010-03-17",23.120001
"808","2010-03-18",23.459999
"809","2010-03-19",23.309999
"810","2010-03-22",23.42
"811","2010-03-23",23.780001
"812","2010-03-24",23.4
"813","2010-03-25",23.32
"814","2010-03-26",23.440001
"815","2010-03-29",23.67
"816","2010-03-30",23.85
"817","2010-03-31",24.200001
"818","2010-04-01",24.15
"819","2010-04-05",24.85
"820","2010-04-06",24.969999
"821","2010-04-07",24.98
"822","2010-04-08",25.049999
"823","2010-04-09",25.43
"824","2010-04-12",25.610001
"825","2010-04-13",26.030001
"826","2010-04-14",26.85
"827","2010-04-15",27.700001
"828","2010-04-16",27.23
"829","2010-04-19",27.389999
"830","2010-04-20",26.76
"831","2010-04-21",26.709999
"832","2010-04-22",27.459999
"833","2010-04-23",28.040001
"834","2010-04-26",28.799999
"835","2010-04-27",28.370001
"836","2010-04-28",28.15
"837","2010-04-29",28.190001
"838","2010-04-30",26.82
"839","2010-05-03",27.559999
"840","2010-05-04",27.209999
"841","2010-05-05",27.34
"842","2010-05-06",27.15
"843","2010-05-07",26.48
"844","2010-05-10",28.09
"845","2010-05-11",28.549999
"846","2010-05-12",29.389999
"847","2010-05-13",28.98
"848","2010-05-14",27.969999
"849","2010-05-17",28.309999
"850","2010-05-18",28.07
"851","2010-05-19",27.43
"852","2010-05-20",26.59
"853","2010-05-21",27.1
"854","2010-05-24",27.16
"855","2010-05-25",26.48
"856","2010-05-26",27.18
"857","2010-05-27",27.450001
"858","2010-05-28",26.9
"859","2010-06-01",25.43
"860","2010-06-02",25.809999
"861","2010-06-03",26.24
"862","2010-06-04",24
"863","2010-06-07",23.969999
"864","2010-06-08",24.1
"865","2010-06-09",24.1
"866","2010-06-10",25.139999
"867","2010-06-11",25.540001
"868","2010-06-14",25.200001
"869","2010-06-15",26.559999
"870","2010-06-16",27.09
"871","2010-06-17",28
"872","2010-06-18",27.469999
"873","2010-06-21",25.76
"874","2010-06-22",25.48
"875","2010-06-23",24.91
"876","2010-06-24",24.700001
"877","2010-06-25",25.389999
"878","2010-06-28",25.549999
"879","2010-06-29",24.6
"880","2010-06-30",24.08
"881","2010-07-01",24.77
"882","2010-07-02",25.18
"883","2010-07-06",24.51
"884","2010-07-07",25.129999
"885","2010-07-08",25.299999
"886","2010-07-09",25.950001
"887","2010-07-12",25.309999
"888","2010-07-13",26.440001
"889","2010-07-14",26.65
"890","2010-07-15",26.870001
"891","2010-07-16",25.870001
"892","2010-07-19",25.860001
"893","2010-07-20",26.42
"894","2010-07-21",26.280001
"895","2010-07-22",27.02
"896","2010-07-23",27.950001
"897","2010-07-26",29
"898","2010-07-27",28.190001
"899","2010-07-28",30
"900","2010-07-29",30.790001
"901","2010-07-30",32.459999
"902","2010-08-02",32.169998
"903","2010-08-03",33.450001
"904","2010-08-04",33
"905","2010-08-05",33.18
"906","2010-08-06",33.59
"907","2010-08-09",33.950001
"908","2010-08-10",33.73
"909","2010-08-11",33.119999
"910","2010-08-12",32.91
"911","2010-08-13",32
"912","2010-08-16",32.459999
"913","2010-08-17",33.16
"914","2010-08-18",33.18
"915","2010-08-19",31.559999
"916","2010-08-20",31.969999
"917","2010-08-23",31.129999
"918","2010-08-24",30.92
"919","2010-08-25",30.49
"920","2010-08-26",30.459999
"921","2010-08-27",31.530001
"922","2010-08-30",30.26
"923","2010-08-31",30.469999
"924","2010-09-01",32.360001
"925","2010-09-02",31.790001
"926","2010-09-03",31.190001
"927","2010-09-07",30.51
"928","2010-09-08",30.76
"929","2010-09-09",31.360001
"930","2010-09-10",31.27
"931","2010-09-13",32.48
"932","2010-09-14",32.48
"933","2010-09-15",34.139999
"934","2010-09-16",34.040001
"935","2010-09-17",34.09
"936","2010-09-20",36.279999
"937","2010-09-21",36.509998
"938","2010-09-22",36.450001
"939","2010-09-23",36.299999
"940","2010-09-24",37.150002
"941","2010-09-27",36.57
"942","2010-09-28",36.150002
"943","2010-09-29",35.5
"944","2010-09-30",35.419998
"945","2010-10-01",36.419998
"946","2010-10-04",36.290001
"947","2010-10-05",39.240002
"948","2010-10-06",38.279999
"949","2010-10-07",38.5
"950","2010-10-08",38.439999
"951","2010-10-11",38.48
"952","2010-10-12",38.330002
"953","2010-10-13",38.290001
"954","2010-10-14",39.860001
"955","2010-10-15",39.830002
"956","2010-10-18",40.389999
"957","2010-10-19",39.599998
"958","2010-10-20",39.66
"959","2010-10-21",38.630001
"960","2010-10-22",36.549999
"961","2010-10-25",38.040001
"962","2010-10-26",38.73
"963","2010-10-27",37.150002
"964","2010-10-28",34.98
"965","2010-10-29",35.900002
"966","2010-11-01",35.880001
"967","2010-11-02",36.639999
"968","2010-11-03",37.290001
"969","2010-11-04",39.009998
"970","2010-11-05",38.41
"971","2010-11-08",38.709999
"972","2010-11-09",37.689999
"973","2010-11-10",38.59
"974","2010-11-11",39.610001
"975","2010-11-12",38.919998
"976","2010-11-15",38.73
"977","2010-11-16",37.5
"978","2010-11-17",38.240002
"979","2010-11-18",38.98
"980","2010-11-19",40.040001
"981","2010-11-22",40.77
"982","2010-11-23",40.540001
"983","2010-11-24",41
"984","2010-11-26",41.650002
"985","2010-11-29",43.389999
"986","2010-11-30",43.529999
"987","2010-12-01",43.450001
"988","2010-12-02",43.580002
"989","2010-12-03",43.400002
"990","2010-12-06",42.580002
