"","date","BHR"
"1","2013-11-06",19.841583
"2","2013-11-07",19.326733
"3","2013-11-08",20.930693
"4","2013-11-11",21.287128
"5","2013-11-12",22.772278
"6","2013-11-13",22.772278
"7","2013-11-14",22.772278
"8","2013-11-15",22.772278
"9","2013-11-18",23.049505
"10","2013-11-19",21.039604
"11","2013-11-20",20.930693
"12","2013-11-21",21.49505
"13","2013-11-22",21.524752
"14","2013-11-25",21.079208
"15","2013-11-26",20.168316
"16","2013-11-27",20.326733
"17","2013-11-29",20.257425
"18","2013-12-02",20.405941
"19","2013-12-03",20.168316
"20","2013-12-04",20.336634
"21","2013-12-05",19.930693
"22","2013-12-06",19.821783
"23","2013-12-09",19.801981
"24","2013-12-10",19.881187
"25","2013-12-11",19.722773
"26","2013-12-12",19.772278
"27","2013-12-13",19.247524
"28","2013-12-16",19.584158
"29","2013-12-17",19.39604
"30","2013-12-18",19.712872
"31","2013-12-19",19.39604
"32","2013-12-20",18.188118
"33","2013-12-23",18.009901
"34","2013-12-24",17.851484
"35","2013-12-26",17.445545
"36","2013-12-27",17.356436
"37","2013-12-30",17.990099
"38","2013-12-31",18.019802
"39","2014-01-02",17.970297
"40","2014-01-03",18.287128
"41","2014-01-06",18.455446
"42","2014-01-07",18.019802
"43","2014-01-08",17.920792
"44","2014-01-09",17.821783
"45","2014-01-10",17.821783
"46","2014-01-13",17.801981
"47","2014-01-14",17.831684
"48","2014-01-15",17.811882
"49","2014-01-16",17.881187
"50","2014-01-17",18.158417
"51","2014-01-21",18.168316
"52","2014-01-22",17.544554
"53","2014-01-23",16.554455
"54","2014-01-24",16.247524
"55","2014-01-27",16.188118
"56","2014-01-28",16.257425
"57","2014-01-29",16.50495
"58","2014-01-30",16.49505
"59","2014-01-31",16.336634
"60","2014-02-03",16.227722
"61","2014-02-04",15.990099
"62","2014-02-05",15.841584
"63","2014-02-06",15.90099
"64","2014-02-07",15.910892
"65","2014-02-10",16.306931
"66","2014-02-11",16.267326
"67","2014-02-12",16.287128
"68","2014-02-13",16.752476
"69","2014-02-14",16.683168
"70","2014-02-18",16.930693
"71","2014-02-19",16.564356
"72","2014-02-20",16.554455
"73","2014-02-21",16.49505
"74","2014-02-24",16.742575
"75","2014-02-25",17.019802
"76","2014-02-26",16.752476
"77","2014-02-27",16.653465
"78","2014-02-28",16.584158
"79","2014-03-03",16.564356
"80","2014-03-04",16.940594
"81","2014-03-05",16.940594
"82","2014-03-06",16.79208
"83","2014-03-07",16.49505
"84","2014-03-10",15.891089
"85","2014-03-11",16.059406
"86","2014-03-12",15.960396
"87","2014-03-13",15.39604
"88","2014-03-14",15.524753
"89","2014-03-17",15.594059
"90","2014-03-18",15.673267
"91","2014-03-19",15.772277
"92","2014-03-20",15.514852
"93","2014-03-21",15.693069
"94","2014-03-24",15.39604
"95","2014-03-25",14.990099
"96","2014-03-26",14.643564
"97","2014-03-27",14.712872
"98","2014-03-28",14.851485
"99","2014-03-31",14.970297
"100","2014-04-01",15.168317
"101","2014-04-02",15.544555
"102","2014-04-03",15.534654
"103","2014-04-04",15.356436
"104","2014-04-07",15.316832
"105","2014-04-08",15.336634
"106","2014-04-09",15.584158
"107","2014-04-10",15.495049
"108","2014-04-11",15.118812
"109","2014-04-14",15.19802
"110","2014-04-15",15.297029
"111","2014-04-16",15.217822
"112","2014-04-17",15.316832
"113","2014-04-21",15.217822
"114","2014-04-22",15.257425
"115","2014-04-23",15.257425
"116","2014-04-24",15.19802
"117","2014-04-25",15.049505
"118","2014-04-28",15.009901
"119","2014-04-29",15.079208
"120","2014-04-30",15.188119
"121","2014-05-01",15.207921
"122","2014-05-02",15.277227
"123","2014-05-05",15.178218
"124","2014-05-06",15.19802
"125","2014-05-07",15.346535
"126","2014-05-08",15.247525
"127","2014-05-09",15.316832
"128","2014-05-12",15.445544
"129","2014-05-13",15.237624
"130","2014-05-14",15.247525
"131","2014-05-15",15.148515
"132","2014-05-16",15.148515
"133","2014-05-19",15.108911
"134","2014-05-20",15.148515
"135","2014-05-21",14.980198
"136","2014-05-22",14.920792
"137","2014-05-23",15.118812
"138","2014-05-27",15.405941
"139","2014-05-28",15.217822
"140","2014-05-29",15.60396
"141","2014-05-30",16.138615
"142","2014-06-02",16.455446
"143","2014-06-03",16.643564
"144","2014-06-04",16.772278
"145","2014-06-05",16.762377
"146","2014-06-06",16.564356
"147","2014-06-09",16.445545
"148","2014-06-10",16.594059
"149","2014-06-11",16.871286
"150","2014-06-12",16.633663
"151","2014-06-13",16.49505
"152","2014-06-16",16.623762
"153","2014-06-17",16.633663
"154","2014-06-18",16.762377
"155","2014-06-19",16.920792
"156","2014-06-20",17.049505
"157","2014-06-23",16.940594
"158","2014-06-24",16.920792
"159","2014-06-25",16.940594
"160","2014-06-26",16.930693
"161","2014-06-27",16.881187
"162","2014-06-30",16.990099
"163","2014-07-01",17.544554
"164","2014-07-02",17.475248
"165","2014-07-03",17.39604
"166","2014-07-07",17.326733
"167","2014-07-08",17.178217
"168","2014-07-09",17.306931
"169","2014-07-10",17.415842
"170","2014-07-11",17.524752
"171","2014-07-14",17.544554
"172","2014-07-15",17.415842
"173","2014-07-16",17.475248
"174","2014-07-17",17.049505
"175","2014-07-18",17.029703
"176","2014-07-21",16.831684
"177","2014-07-22",16.861385
"178","2014-07-23",16.910891
"179","2014-07-24",16.861385
"180","2014-07-25",16.732674
"181","2014-07-28",16.811882
"182","2014-07-29",16.722773
"183","2014-07-30",16.772278
"184","2014-07-31",16.485149
"185","2014-08-01",16.425743
"186","2014-08-04",16.663366
"187","2014-08-05",16.524752
"188","2014-08-06",16.564356
"189","2014-08-07",16.693069
"190","2014-08-08",16.514851
"191","2014-08-11",16.544554
"192","2014-08-12",16.435644
"193","2014-08-13",16.346535
"194","2014-08-14",16.485149
"195","2014-08-15",16.49505
"196","2014-08-18",16.633663
"197","2014-08-19",16.524752
"198","2014-08-20",16.39604
"199","2014-08-21",16.257425
"200","2014-08-22",16.089109
"201","2014-08-25",16.029703
"202","2014-08-26",16.089109
"203","2014-08-27",16.019802
"204","2014-08-28",15.950495
"205","2014-08-29",16.029703
"206","2014-09-02",16.118813
"207","2014-09-03",16.158417
"208","2014-09-04",15.980198
