"","date","IMV"
"1","2009-10-09",3.269231
"2","2009-10-12",3.269231
"3","2009-10-13",3.108974
"4","2009-10-14",3.108974
"5","2009-10-15",3.108974
"6","2009-10-16",3.108974
"7","2009-10-19",3.108974
"8","2009-10-20",3.108974
"9","2009-10-21",3.108974
"10","2009-10-22",2.467949
"11","2009-10-23",2.307692
"12","2009-10-26",2.307692
"13","2009-10-27",2.307692
"14","2009-10-28",2.307692
"15","2009-10-29",2.307692
"16","2009-10-30",2.307692
"17","2009-11-02",2.307692
"18","2009-11-03",2.307692
"19","2009-11-04",2.307692
"20","2009-11-05",2.852564
"21","2009-11-06",2.852564
"22","2009-11-09",2.820513
"23","2009-11-10",2.820513
"24","2009-11-11",2.820513
"25","2009-11-12",2.820513
"26","2009-11-13",2.820513
"27","2009-11-16",2.820513
"28","2009-11-17",2.820513
"29","2009-11-18",2.820513
"30","2009-11-19",2.820513
"31","2009-11-20",2.820513
"32","2009-11-23",3.076923
"33","2009-11-24",3.076923
"34","2009-11-25",3.076923
"35","2009-11-27",3.076923
"36","2009-11-30",3.782051
"37","2009-12-01",3.782051
"38","2009-12-02",4.455128
"39","2009-12-03",4.455128
"40","2009-12-04",4.038462
"41","2009-12-07",4.038462
"42","2009-12-08",4.038462
"43","2009-12-09",4.198718
"44","2009-12-10",4.967949
"45","2009-12-11",4.967949
"46","2009-12-14",4.679487
"47","2009-12-15",4.551282
"48","2009-12-16",4.551282
"49","2009-12-17",4.551282
"50","2009-12-18",4.358974
"51","2009-12-21",4.358974
"52","2009-12-22",4.358974
"53","2009-12-23",4.358974
"54","2009-12-24",3.910256
"55","2009-12-28",3.910256
"56","2009-12-29",3.910256
"57","2009-12-30",3.910256
"58","2009-12-31",3.942308
"59","2010-01-04",3.942308
"60","2010-01-05",3.942308
"61","2010-01-06",3.942308
"62","2010-01-07",3.942308
"63","2010-01-08",3.942308
"64","2010-01-11",3.942308
"65","2010-01-12",3.942308
"66","2010-01-13",3.942308
"67","2010-01-14",3.942308
"68","2010-01-15",3.942308
"69","2010-01-19",4.102564
"70","2010-01-20",4.102564
"71","2010-01-21",4.102564
"72","2010-01-22",4.102564
"73","2010-01-25",4.166667
"74","2010-01-26",4.198718
"75","2010-01-27",4.198718
"76","2010-01-28",4.198718
"77","2010-01-29",3.910256
"78","2010-02-01",3.910256
"79","2010-02-02",3.910256
"80","2010-02-03",3.910256
"81","2010-02-04",3.910256
"82","2010-02-05",3.910256
"83","2010-02-08",3.910256
"84","2010-02-09",4.134615
"85","2010-02-10",4.326923
"86","2010-02-11",4.326923
"87","2010-02-12",4.326923
"88","2010-02-16",4.230769
"89","2010-02-17",4.166667
"90","2010-02-18",4.166667
"91","2010-02-19",4.166667
"92","2010-02-22",4.166667
"93","2010-02-23",4.166667
"94","2010-02-24",4.166667
"95","2010-02-25",4.166667
"96","2010-02-26",4.166667
"97","2010-03-01",4.038462
"98","2010-03-02",4.038462
"99","2010-03-03",4.166667
"100","2010-03-04",4.166667
"101","2010-03-05",4.166667
"102","2010-03-08",4.166667
"103","2010-03-09",4.166667
"104","2010-03-10",4.166667
"105","2010-03-11",4.294872
"106","2010-03-12",4.294872
"107","2010-03-15",4.294872
"108","2010-03-16",4.294872
"109","2010-03-17",4.294872
"110","2010-03-18",4.294872
"111","2010-03-19",4.294872
"112","2010-03-22",4.294872
"113","2010-03-23",4.294872
"114","2010-03-24",4.294872
"115","2010-03-25",4.294872
"116","2010-03-26",4.294872
"117","2010-03-29",4.294872
"118","2010-03-30",4.326923
"119","2010-03-31",4.326923
"120","2010-04-01",4.326923
"121","2010-04-05",4.326923
"122","2010-04-06",4.326923
"123","2010-04-07",4.326923
"124","2010-04-08",4.326923
"125","2010-04-09",4.326923
"126","2010-04-12",4.326923
