"","date","GSUM"
"443","2018-06-27",6.34
"444","2018-06-28",6.52
"445","2018-06-29",6.96
"446","2018-07-02",6.96
"447","2018-07-03",6.7
"448","2018-07-05",6.87
"449","2018-07-06",6.88
"450","2018-07-09",6.84
"451","2018-07-10",6.67
"452","2018-07-11",6.62
"453","2018-07-12",6.43
"454","2018-07-13",6.21
"455","2018-07-16",6.11
"456","2018-07-17",6.4
"457","2018-07-18",6.33
"458","2018-07-19",6.52
"459","2018-07-20",6.47
"460","2018-07-23",6.5
"461","2018-07-24",6.505
"462","2018-07-25",6.46
"463","2018-07-26",6.46
"464","2018-07-27",6.5
"465","2018-07-30",6.21
"466","2018-07-31",6.5
"467","2018-08-01",6.49
"468","2018-08-02",6.5
"469","2018-08-03",6.29
"470","2018-08-06",6.45
"471","2018-08-07",6.31
"472","2018-08-08",6.29
"473","2018-08-09",6.415
"474","2018-08-10",6.3
"475","2018-08-13",6.32
"476","2018-08-14",6.21
"477","2018-08-15",6.17
"478","2018-08-16",6.1
"479","2018-08-17",5.875
"480","2018-08-20",5.33
"481","2018-08-21",5.59
"482","2018-08-22",5.62
"483","2018-08-23",5.47
"484","2018-08-24",5.57
"485","2018-08-27",5.86
"486","2018-08-28",5.93
"487","2018-08-29",5.9
"488","2018-08-30",5.95
"489","2018-08-31",5.97
"490","2018-09-04",5.91
"491","2018-09-05",5.73
"492","2018-09-06",5.69
"493","2018-09-07",5.76
"494","2018-09-10",5.74
"495","2018-09-11",5.76
"496","2018-09-12",5.85
"497","2018-09-13",5.88
"498","2018-09-14",6
"499","2018-09-17",5.9
"500","2018-09-18",5.9
"501","2018-09-19",5.98
"502","2018-09-20",5.9
"503","2018-09-21",5.89
"504","2018-09-24",5.875
"505","2018-09-25",5.9
"506","2018-09-26",5.8
"507","2018-09-27",6.05
"508","2018-09-28",6.42
"509","2018-10-01",6.48
"510","2018-10-02",6.35
"511","2018-10-03",6.48
"512","2018-10-04",6.2
"513","2018-10-05",6.17
"514","2018-10-08",6.17
"515","2018-10-09",5.66
"516","2018-10-10",5.6
"517","2018-10-11",5.6
"518","2018-10-12",5.57
"519","2018-10-15",5.49
"520","2018-10-16",5.52
"521","2018-10-17",5.75
"522","2018-10-18",5.51
"523","2018-10-19",5.33
"524","2018-10-22",5.44
"525","2018-10-23",5.52
"526","2018-10-24",5.6
"527","2018-10-25",5.71
"528","2018-10-26",5.99
"529","2018-10-29",5.96
"530","2018-10-30",5.52
"531","2018-10-31",5.37
"532","2018-11-01",5.98
"533","2018-11-02",5.985
"534","2018-11-05",6.15
"535","2018-11-06",5.48
"536","2018-11-07",5.31
"537","2018-11-08",5.04
"538","2018-11-09",4.78
"539","2018-11-12",4.55
"540","2018-11-13",4.3
"541","2018-11-14",4.26
"542","2018-11-15",4.26
"543","2018-11-16",4.8
"544","2018-11-19",4.415
"545","2018-11-20",4.18
"546","2018-11-21",4.4
"547","2018-11-23",4.03
"548","2018-11-26",4.21
"549","2018-11-27",4.28
"550","2018-11-28",4.23
"551","2018-11-29",4.17
"552","2018-11-30",4.27
"553","2018-12-03",4.3
"554","2018-12-04",4.06
"555","2018-12-06",4.1
"556","2018-12-07",4.15
"557","2018-12-10",3.86
"558","2018-12-11",3.92
"559","2018-12-12",4
"560","2018-12-13",3.96
"561","2018-12-14",3.96
"562","2018-12-17",3.68
"563","2018-12-18",3.35
"564","2018-12-19",2.91
"565","2018-12-20",2.54
"566","2018-12-21",2.3
"567","2018-12-24",2.44
"568","2018-12-26",2.75
"569","2018-12-27",2.45
"570","2018-12-28",2.48
"571","2018-12-31",2.23
"572","2019-01-02",2.13
"573","2019-01-03",2.04
"574","2019-01-04",1.99
"575","2019-01-07",1.6
"576","2019-01-08",1.51
"577","2019-01-09",1.6
"578","2019-01-10",1.5
"579","2019-01-11",1.49
"580","2019-01-14",1.63
"581","2019-01-15",1.7
"582","2019-01-16",1.76
"583","2019-01-17",2
"584","2019-01-18",2.14
"585","2019-01-22",2.12
"586","2019-01-23",2.01
"587","2019-01-24",2.15
"588","2019-01-25",2.24
"589","2019-01-28",2.33
"590","2019-01-29",2.08
"591","2019-01-30",2.11
"592","2019-01-31",2.2
"593","2019-02-01",2.23
"594","2019-02-04",2.21
"595","2019-02-05",2.22
"596","2019-02-06",2.27
"597","2019-02-07",2.04
"598","2019-02-08",2.07
"599","2019-02-11",2.1
"600","2019-02-12",2.769
"601","2019-02-13",3.15
"602","2019-02-14",3.88
"603","2019-02-15",4.32
"604","2019-02-19",3.62
"605","2019-02-20",3.61
"606","2019-02-21",3.59
"607","2019-02-22",3.71
"608","2019-02-25",3.89
"609","2019-02-26",3.6
"610","2019-02-27",3.81
"611","2019-02-28",3.85
"612","2019-03-01",3.86
"613","2019-03-04",3.94
"614","2019-03-05",4.37
"615","2019-03-06",3.84
"616","2019-03-07",3.83
"617","2019-03-08",3.8
"618","2019-03-11",3.92
"619","2019-03-12",3.9
"620","2019-03-13",4
"621","2019-03-14",3.9
"622","2019-03-15",3.94
"623","2019-03-18",3.83
"624","2019-03-19",3.7
"625","2019-03-20",3.61
"626","2019-03-21",3.76
"627","2019-03-22",3.11
"628","2019-03-25",2.54
"629","2019-03-26",2.82
"630","2019-03-27",2.82
"631","2019-03-28",2.81
"632","2019-03-29",2.96
"633","2019-04-01",3.1
"634","2019-04-02",3.22
"635","2019-04-03",3.27
"636","2019-04-04",3.38
"637","2019-04-05",3.53
"638","2019-04-08",3.37
"639","2019-04-09",3.33
"640","2019-04-10",3.33
"641","2019-04-11",3.55
"642","2019-04-12",3.59
"643","2019-04-15",3.18
"644","2019-04-16",3.16
"645","2019-04-17",3
"646","2019-04-18",2.86
"647","2019-04-22",3.13
"648","2019-04-23",3.2
"649","2019-04-24",3.2
"650","2019-04-25",3.43
"651","2019-04-26",3.6
"652","2019-04-29",3.725
"653","2019-04-30",3.68
"654","2019-05-01",3.69
"655","2019-05-02",3.73
"656","2019-05-03",3.71
"657","2019-05-06",3.61
"658","2019-05-07",3.75
"659","2019-05-08",3.73
"660","2019-05-09",3.73
"661","2019-05-10",3.68
"662","2019-05-13",3.59
"663","2019-05-14",3.58
"664","2019-05-15",3.5
"665","2019-05-16",3.4
"666","2019-05-17",3.49
"667","2019-05-20",3.22
"668","2019-05-21",3.31
"669","2019-05-22",3.4
"670","2019-05-23",3.35
"671","2019-05-24",3.38
"672","2019-05-28",3.33
"673","2019-05-29",3.5
"674","2019-05-30",3.4
"675","2019-05-31",3.46
"676","2019-06-03",3.37
"677","2019-06-04",3.42
"678","2019-06-05",3.515
"679","2019-06-06",3.35
"680","2019-06-07",3.4
"681","2019-06-10",3.25
"682","2019-06-11",2.9
"683","2019-06-12",2.92
"684","2019-06-13",2.92
"685","2019-06-14",2.8
"686","2019-06-17",3.18
"687","2019-06-18",3.17
"688","2019-06-19",3.17
"689","2019-06-20",3.27
"690","2019-06-21",2.71
"691","2019-06-24",2.9
"692","2019-06-25",2.935
"693","2019-06-26",3.04
"694","2019-06-27",2.8
"695","2019-06-28",2.78
"696","2019-07-01",2.86
"697","2019-07-02",2.85
"698","2019-07-03",2.83
"699","2019-07-05",2.86
"700","2019-07-08",2.83
"701","2019-07-09",2.83
"702","2019-07-10",2.97
"703","2019-07-11",2.83
"704","2019-07-12",2.75
"705","2019-07-15",2.73
"706","2019-07-16",2.95
"707","2019-07-17",3.06
"708","2019-07-18",2.95
"709","2019-07-19",3.02
"710","2019-07-22",3
"711","2019-07-23",2.93
"712","2019-07-24",3.03
"713","2019-07-25",2.97
"714","2019-07-26",2.95
"715","2019-07-29",2.85
"716","2019-07-30",2.94
"717","2019-07-31",2.9
"718","2019-08-01",2.79
"719","2019-08-02",2.77
"720","2019-08-05",2.8
"721","2019-08-06",2.35
"722","2019-08-07",2.4
"723","2019-08-08",2.4
"724","2019-08-09",2.1
"725","2019-08-12",2.2
"726","2019-08-13",2.06
"727","2019-08-14",2.18
"728","2019-08-15",1.93
"729","2019-08-16",1.97
"730","2019-08-19",2.24
"731","2019-08-20",2.19
"732","2019-08-21",2.13
"733","2019-08-22",2.09
"734","2019-08-23",2.03
"735","2019-08-26",2.1
"736","2019-08-27",2.05
"737","2019-08-28",2.07
"738","2019-08-29",2.13
"739","2019-08-30",2.2
"740","2019-09-03",2.17
"741","2019-09-04",2.27
"742","2019-09-05",2.24
"743","2019-09-06",2.22
"744","2019-09-09",2.02
"745","2019-09-10",2.03
"746","2019-09-11",2.04
"747","2019-09-12",2.06
"748","2019-09-13",2.13
"749","2019-09-16",2.11
"750","2019-09-17",2.09
"751","2019-09-18",2.05
"752","2019-09-19",2.11
"753","2019-09-20",2.02
"754","2019-09-23",1.96
"755","2019-09-24",1.88
"756","2019-09-25",1.82
"757","2019-09-26",1.71
"758","2019-09-27",1.83
"759","2019-09-30",1.68
"760","2019-10-01",1.6
"761","2019-10-02",1.6
"762","2019-10-03",1.62
"763","2019-10-04",1.66
"764","2019-10-07",1.72
"765","2019-10-08",1.56
"766","2019-10-09",1.7
"767","2019-10-10",1.71
"768","2019-10-11",1.77
"769","2019-10-14",1.72
"770","2019-10-15",1.91
"771","2019-10-16",1.83
"772","2019-10-17",1.86
"773","2019-10-18",1.86
"774","2019-10-21",1.91
"775","2019-10-22",1.91
"776","2019-10-23",1.91
"777","2019-10-24",1.87
"778","2019-10-25",1.9
"779","2019-10-28",1.93
"780","2019-10-29",1.94
"781","2019-10-30",1.811
"782","2019-10-31",1.72
"783","2019-11-01",1.88
"784","2019-11-04",1.9
"785","2019-11-05",1.86
"786","2019-11-06",1.92
"787","2019-11-07",1.92
"788","2019-11-08",1.865
"789","2019-11-11",1.93
"790","2019-11-12",1.96
"791","2019-11-13",2
"792","2019-11-14",2.02
"793","2019-11-15",2.02
"794","2019-11-18",2.05
"795","2019-11-19",2.02
"796","2019-11-20",2.2
"797","2019-11-21",2.18
"798","2019-11-22",2.26
"799","2019-11-25",2.27
"800","2019-11-26",2.25
"801","2019-11-27",2.25
"802","2019-11-29",2.27
"803","2019-12-02",2.36
"804","2019-12-03",2.32
"805","2019-12-04",2.43
"806","2019-12-05",2.38
"807","2019-12-06",2.35
"808","2019-12-09",2.35
"809","2019-12-10",2.26
"810","2019-12-11",2.31
"811","2019-12-12",2.19
"812","2019-12-13",1.53
"813","2019-12-16",1.74
"814","2019-12-17",1.69
"815","2019-12-18",1.67
"816","2019-12-19",1.56
"817","2019-12-20",1.59
"818","2019-12-23",1.53
"819","2019-12-24",1.58
"820","2019-12-26",1.52
"821","2019-12-27",1.41
"822","2019-12-30",1.19
"823","2019-12-31",1.22
"824","2020-01-02",1.57
"825","2020-01-03",1.4
"826","2020-01-06",1.425
"827","2020-01-07",1.417
"828","2020-01-08",1.38
"829","2020-01-09",1.36
"830","2020-01-10",1.42
"831","2020-01-13",1.42
"832","2020-01-14",1.38
"833","2020-01-15",1.39
"834","2020-01-16",1.35
"835","2020-01-17",1.28
"836","2020-01-21",1.23
"837","2020-01-22",1.22
"838","2020-01-23",1.24
"839","2020-01-24",1.25
"840","2020-01-27",1.23
"841","2020-01-28",1.23
"842","2020-01-29",1.22
"843","2020-01-30",1.2
"844","2020-01-31",1.17
"845","2020-02-03",1.17
"846","2020-02-04",1.16
"847","2020-02-05",1.17
"848","2020-02-06",1.17
"849","2020-02-07",1.142
"850","2020-02-10",1.16
"851","2020-02-11",1.03
"852","2020-02-12",1.04
"853","2020-02-13",1.07
"854","2020-02-14",1.02
"855","2020-02-18",1.03
"856","2020-02-19",0.966
"857","2020-02-20",0.982
"858","2020-02-21",1
"859","2020-02-24",0.95
"860","2020-02-25",0.97
"861","2020-02-26",1
"862","2020-02-27",0.993
"863","2020-02-28",0.96
"864","2020-03-02",0.974
"865","2020-03-03",0.96
"866","2020-03-04",1.01
"867","2020-03-05",0.988
"868","2020-03-06",0.981
"869","2020-03-09",0.94
"870","2020-03-10",0.85
"871","2020-03-11",0.82
"872","2020-03-12",0.81
"873","2020-03-13",0.74
"874","2020-03-16",0.7
"875","2020-03-17",0.55
"876","2020-03-18",0.35
"877","2020-03-19",0.48
"878","2020-03-20",0.6
"879","2020-03-23",0.6
"880","2020-03-24",0.69
"881","2020-03-25",0.66
"882","2020-03-26",0.605
"883","2020-03-27",0.696
"884","2020-03-30",0.668
"885","2020-03-31",0.68
"886","2020-04-01",0.58
"887","2020-04-02",0.53
"888","2020-04-03",0.51
"889","2020-04-06",0.5
"890","2020-04-07",0.458
"891","2020-04-08",0.47
"892","2020-04-09",0.402
"893","2020-04-13",0.415
"894","2020-04-14",0.432
"895","2020-04-15",0.49
"896","2020-04-16",0.435
"897","2020-04-17",0.452
"898","2020-04-20",0.49
"899","2020-04-21",0.447
"900","2020-04-22",0.456
"901","2020-04-23",0.48
"902","2020-04-24",0.5
"903","2020-04-27",0.617
"904","2020-04-28",0.646
"905","2020-04-29",0.661
"906","2020-04-30",0.63
"907","2020-05-01",0.99
"908","2020-05-04",0.97
"909","2020-05-05",0.91
"910","2020-05-06",0.842
"911","2020-05-07",0.78
"912","2020-05-08",0.728
"913","2020-05-11",0.874
"914","2020-05-12",0.85
"915","2020-05-13",0.8
"916","2020-05-14",0.8
"917","2020-05-15",0.859
"918","2020-05-18",0.898
"919","2020-05-19",0.895
"920","2020-05-20",0.87
"921","2020-05-21",0.848
"922","2020-05-22",0.82
"923","2020-05-26",0.79
"924","2020-05-27",0.8
"925","2020-05-28",0.8
"926","2020-05-29",0.853
"927","2020-06-01",0.848
"928","2020-06-02",0.805
"929","2020-06-03",0.91
"930","2020-06-04",0.817
"931","2020-06-05",0.85
"932","2020-06-08",0.91
"933","2020-06-09",0.87
"934","2020-06-10",0.91
"935","2020-06-11",0.89
"936","2020-06-12",0.91
"937","2020-06-15",0.88
"938","2020-06-16",0.898
"939","2020-06-17",0.874
"940","2020-06-18",0.85
"941","2020-06-19",0.84
"942","2020-06-22",0.82
"943","2020-06-23",0.775
"944","2020-06-24",0.734
"945","2020-06-25",0.73
"946","2020-06-26",0.71
"947","2020-06-29",0.7
"948","2020-06-30",0.7
"949","2020-07-01",0.694
"950","2020-07-02",0.698
"951","2020-07-06",0.722
"952","2020-07-07",0.776
"953","2020-07-08",0.81
"954","2020-07-09",0.782
"955","2020-07-10",0.771
"956","2020-07-13",0.789
"957","2020-07-14",0.766
"958","2020-07-15",0.785
"959","2020-07-16",0.826
"960","2020-07-17",0.851
"961","2020-07-20",0.869
"962","2020-07-21",0.872
"963","2020-07-22",0.865
"964","2020-07-23",0.835
"965","2020-07-24",0.857
"966","2020-07-27",0.812
"967","2020-07-28",0.806
"968","2020-07-29",0.752
"969","2020-07-30",0.74
"970","2020-07-31",0.738
"971","2020-08-03",0.708
"972","2020-08-04",0.71
"973","2020-08-05",0.74
"974","2020-08-06",0.726
"975","2020-08-07",0.706
"976","2020-08-10",0.73
"977","2020-08-11",0.73
"978","2020-08-12",0.696
"979","2020-08-13",0.708
"980","2020-08-14",0.705
"981","2020-08-17",0.71
"982","2020-08-18",0.651
"983","2020-08-19",0.66
"984","2020-08-20",0.644
"985","2020-08-21",0.8
"986","2020-08-24",0.898
"987","2020-08-25",0.945
"988","2020-08-26",0.98
"989","2020-08-27",1
"990","2020-08-28",1.015
"991","2020-08-31",0.917
"992","2020-09-01",0.913
"993","2020-09-02",0.9
"994","2020-09-03",1.06
"995","2020-09-04",1.03
"996","2020-09-08",1.07
"997","2020-09-09",1.1
"998","2020-09-10",1.29
"999","2020-09-11",1.07
"1000","2020-09-14",0.982
