"","date","TDAC"
"253","2019-06-14",10.31
"254","2019-06-17",10.31
"255","2019-06-18",10.31
"256","2019-06-19",10.31
"257","2019-06-20",10.31
"258","2019-06-21",10.35
"259","2019-06-24",10.35
"260","2019-06-25",10.35
"261","2019-06-26",10.35
"262","2019-06-27",10.35
"263","2019-06-28",10.34
"264","2019-07-01",10.4
"265","2019-07-02",10.39
"266","2019-07-03",10.39
"267","2019-07-05",10.38
"268","2019-07-08",10.39
"269","2019-07-09",10.39
"270","2019-07-10",10.39
"271","2019-07-11",10.35
"272","2019-07-12",10.35
"273","2019-07-15",10.35
"274","2019-07-16",10.35
"275","2019-07-17",10.35
"276","2019-07-18",10.376
"277","2019-07-19",10.386
"278","2019-07-22",10.386
"279","2019-07-23",10.386
"280","2019-07-24",10.4
"281","2019-07-25",10.4
"282","2019-07-26",10.4
"283","2019-07-29",10.4
"284","2019-07-30",10.4
"285","2019-07-31",10.4
"286","2019-08-01",10.35
"287","2019-08-02",10.35
"288","2019-08-05",10.44
"289","2019-08-06",10.44
"290","2019-08-07",10.41
"291","2019-08-08",10.42
"292","2019-08-09",10.41
"293","2019-08-12",10.44
"294","2019-08-13",10.43
"295","2019-08-14",10.43
"296","2019-08-15",10.44
"297","2019-08-16",10.4
"298","2019-08-19",10.44
"299","2019-08-20",10.4
"300","2019-08-21",10.44
"301","2019-08-22",10.43
"302","2019-08-23",10.44
"303","2019-08-26",10.44
"304","2019-08-27",10.43
"305","2019-08-28",10.44
"306","2019-08-29",10.44
"307","2019-08-30",10.41
"308","2019-09-03",10.41
"309","2019-09-04",10.41
"310","2019-09-05",10.4
"311","2019-09-06",10.38
"312","2019-09-09",10.41
"313","2019-09-10",10.42
"314","2019-09-11",10.42
"315","2019-09-12",10.42
"316","2019-09-13",10.42
"317","2019-09-16",10.42
"318","2019-09-17",10.41
"319","2019-09-18",10.41
"320","2019-09-19",10.41
"321","2019-09-20",10.41
"322","2019-09-23",10.41
"323","2019-09-24",10.42
"324","2019-09-25",10.42
"325","2019-09-26",10.42
"326","2019-09-27",10.42
"327","2019-09-30",10.42
"328","2019-10-01",10.42
"329","2019-10-02",10.42
"330","2019-10-03",10.42
"331","2019-10-04",10.42
"332","2019-10-07",10.41
"333","2019-10-08",10.44
"334","2019-10-09",10.44
"335","2019-10-10",10.44
"336","2019-10-11",10.45
"337","2019-10-14",10.45
"338","2019-10-15",10.45
"339","2019-10-16",10.46
"340","2019-10-17",10.46
"341","2019-10-18",10.46
"342","2019-10-21",10.46
"343","2019-10-22",10.46
"344","2019-10-23",10.46
"345","2019-10-24",10.45
"346","2019-10-25",10.45
"347","2019-10-28",10.45
"348","2019-10-29",10.45
"349","2019-10-30",10.45
"350","2019-10-31",10.45
"351","2019-11-01",10.45
"352","2019-11-04",10.45
"353","2019-11-05",10.44
"354","2019-11-06",10.44
"355","2019-11-07",10.45
"356","2019-11-08",10.48
"357","2019-11-11",10.48
"358","2019-11-12",10.48
"359","2019-11-13",10.49
"360","2019-11-14",10.46
"361","2019-11-15",10.48
"362","2019-11-18",10.48
"363","2019-11-19",10.49
"364","2019-11-20",10.5
"365","2019-11-21",10.5
"366","2019-11-22",10.5
"367","2019-11-25",10.5
"368","2019-11-26",10.5
"369","2019-11-27",10.5
"370","2019-11-29",10.53
"371","2019-12-02",10.53
"372","2019-12-03",10.53
"373","2019-12-04",10.53
"374","2019-12-05",10.53
"375","2019-12-06",10.6
"376","2019-12-09",10.6
"377","2019-12-10",10.6
"378","2019-12-11",10.6
"379","2019-12-12",10.6
"380","2019-12-13",10.6
"381","2019-12-16",10.6
"382","2019-12-17",10.59
"383","2019-12-18",10.59
"384","2019-12-19",10.59
"385","2019-12-20",10.59
"386","2019-12-23",10.55
"387","2019-12-24",10.55
"388","2019-12-26",10.55
"389","2019-12-27",10.55
"390","2019-12-30",10.55
"391","2019-12-31",10.55
"392","2020-01-02",10.517
"393","2020-01-03",10.517
"394","2020-01-06",10.517
"395","2020-01-07",10.517
"396","2020-01-08",10.52
"397","2020-01-09",10.52
"398","2020-01-10",10.52
"399","2020-01-13",10.52
"400","2020-01-14",10.52
"401","2020-01-15",10.52
"402","2020-01-16",10.52
"403","2020-01-17",10.52
"404","2020-01-21",10.552
"405","2020-01-22",10.552
"406","2020-01-23",10.552
"407","2020-01-24",10.53
"408","2020-01-27",10.52
"409","2020-01-28",10.556
"410","2020-01-29",10.556
"411","2020-01-30",10.556
"412","2020-01-31",10.556
"413","2020-02-03",10.556
"414","2020-02-04",10.6
"415","2020-02-05",10.6
"416","2020-02-06",10.6
"417","2020-02-07",10.6
"418","2020-02-10",10.6
"419","2020-02-11",10.67
"420","2020-02-12",10.67
"421","2020-02-13",10.67
"422","2020-02-14",10.67
"423","2020-02-18",10.67
"424","2020-02-19",10.641
"425","2020-02-20",10.641
"426","2020-02-21",10.641
"427","2020-02-24",10.641
"428","2020-02-25",10.641
"429","2020-02-26",10.641
"430","2020-02-27",10.586
"431","2020-02-28",10.586
"432","2020-03-02",10.66
"433","2020-03-03",10.66
"434","2020-03-04",10.66
"435","2020-03-05",10.66
"436","2020-03-06",10.577
"437","2020-03-09",10.66
"438","2020-03-10",10.55
"439","2020-03-11",10.65
"440","2020-03-12",10.65
"441","2020-03-13",10.66
"442","2020-03-16",10.6
"443","2020-03-17",10.3
"444","2020-03-18",10.324
"445","2020-03-19",10.35
"446","2020-03-20",10.325
"447","2020-03-23",10.325
"448","2020-03-24",10.473
"449","2020-03-25",10.5
"450","2020-03-26",10.5
"451","2020-03-27",10.46
"452","2020-03-30",10.55
"453","2020-03-31",10.82
"454","2020-04-01",10.45
"455","2020-04-02",10.45
"456","2020-04-03",10.45
"457","2020-04-06",10.5
"458","2020-04-07",10.5
"459","2020-04-08",10.59
"460","2020-04-09",10.617
"461","2020-04-13",10.617
"462","2020-04-14",10.62
"463","2020-04-15",10.52
"464","2020-04-16",10.52
"465","2020-04-17",10.53
"466","2020-04-20",10.53
"467","2020-04-21",10.53
"468","2020-04-22",10.53
"469","2020-04-23",10.53
"470","2020-04-24",10.62
"471","2020-04-27",10.62
"472","2020-04-28",10.62
"473","2020-04-29",10.62
"474","2020-04-30",10.6
"475","2020-05-01",10.6
"476","2020-05-04",10.6
"477","2020-05-05",10.6
"478","2020-05-06",10.6
"479","2020-05-07",10.83
"480","2020-05-08",10.83
"481","2020-05-11",10.83
"482","2020-05-12",10.83
"483","2020-05-13",10.83
"484","2020-05-14",10.61
"485","2020-05-15",10.61
"486","2020-05-18",10.61
"487","2020-05-19",10.63
"488","2020-05-20",10.63
"489","2020-05-21",10.63
"490","2020-05-22",10.64
"491","2020-05-26",10.7
"492","2020-05-27",10.7
"493","2020-05-28",10.7
"494","2020-05-29",10.7
"495","2020-06-01",10.7
"496","2020-06-02",10.7
"497","2020-06-03",10.7
"498","2020-06-04",10.7
"499","2020-06-05",10.85
"500","2020-06-08",10.85
"501","2020-06-09",10.843
"502","2020-06-10",10.67
"503","2020-06-11",10.67
"504","2020-06-12",10.67
"505","2020-06-15",10.67
"506","2020-06-16",10.67
"507","2020-06-17",10.67
"508","2020-06-18",10.71
"509","2020-06-19",10.9
"510","2020-06-22",10.9
"511","2020-06-23",10.805
"512","2020-06-24",10.73
"513","2020-06-25",10.74
"514","2020-06-26",10.74
"515","2020-06-29",10.8
"516","2020-06-30",10.8
"517","2020-07-01",10.8
"518","2020-07-02",11
"519","2020-07-06",10.95
"520","2020-07-07",10.82
"521","2020-07-08",10.9
"522","2020-07-09",10.9
"523","2020-07-10",10.92
"524","2020-07-13",10.91
"525","2020-07-14",10.874
"526","2020-07-15",10.948
"527","2020-07-16",10.948
"528","2020-07-17",10.948
"529","2020-07-20",10.86
"530","2020-07-21",10.86
"531","2020-07-22",10.85
"532","2020-07-23",10.85
"533","2020-07-24",10.94
"534","2020-07-27",10.858
"535","2020-07-28",10.85
"536","2020-07-29",10.85
"537","2020-07-30",10.85
"538","2020-07-31",10.82
"539","2020-08-03",10.83
"540","2020-08-04",10.83
"541","2020-08-05",10.83
"542","2020-08-06",10.76
"543","2020-08-07",10.783
"544","2020-08-10",10.75
"545","2020-08-11",10.75
"546","2020-08-12",10.74
"547","2020-08-13",10.74
"548","2020-08-14",10.74
"549","2020-08-17",10.74
"550","2020-08-18",10.74
"551","2020-08-19",10.755
"552","2020-08-20",10.755
"553","2020-08-21",10.755
"554","2020-08-24",10.755
"555","2020-08-25",10.755
"556","2020-08-26",10.755
"557","2020-08-27",10.755
"558","2020-08-28",10.755
"559","2020-08-31",10.755
"560","2020-09-01",10.73
"561","2020-09-02",10.75
"562","2020-09-03",10.79
"563","2020-09-04",10.79
"564","2020-09-08",10.8
"565","2020-09-09",10.775
"566","2020-09-10",10.8
"567","2020-09-11",10.79
"568","2020-09-14",10.82
"569","2020-09-15",10.97
"570","2020-09-16",10.8
"571","2020-09-17",10.93
"572","2020-09-18",10.93
"573","2020-09-21",10.93
"574","2020-09-22",10.93
"575","2020-09-23",10.975
"576","2020-09-24",11.01
"577","2020-09-25",10.98
"578","2020-09-28",10.99
"579","2020-09-29",10.99
"580","2020-09-30",10.925
"581","2020-10-01",10.925
"582","2020-10-02",10.82
"583","2020-10-05",10.82
"584","2020-10-06",10.8
"585","2020-10-07",10.81
"586","2020-10-08",10.769
"587","2020-10-09",10.959
"588","2020-10-12",10.875
"589","2020-10-13",10.95
"590","2020-10-14",10.95
"591","2020-10-15",10.88
"592","2020-10-16",10.88
"593","2020-10-19",10.821
"594","2020-10-20",10.86
"595","2020-10-21",10.86
"596","2020-10-22",10.8
"597","2020-10-23",10.8
"598","2020-10-26",10.82
"599","2020-10-27",10.82
"600","2020-10-28",10.8
"601","2020-10-29",10.84
"602","2020-10-30",10.84
"603","2020-11-02",10.9
"604","2020-11-03",10.9
"605","2020-11-04",10.76
"606","2020-11-05",10.76
"607","2020-11-06",10.76
"608","2020-11-09",10.77
"609","2020-11-10",10.826
"610","2020-11-11",10.826
"611","2020-11-12",10.826
"612","2020-11-13",10.826
"613","2020-11-16",10.826
"614","2020-11-17",10.826
"615","2020-11-18",10.85
"616","2020-11-19",11.1
"617","2020-11-20",11.015
"618","2020-11-23",11
"619","2020-11-24",10.95
"620","2020-11-25",11.065
"621","2020-11-27",11.49
