"","date","TRI"
"1","2007-01-03",41.720001
"2","2007-01-04",41.200001
"3","2007-01-05",40.400002
"4","2007-01-08",40.549999
"5","2007-01-09",40.299999
"6","2007-01-10",40.349998
"7","2007-01-11",40.669998
"8","2007-01-12",40.98
"9","2007-01-16",40.700001
"10","2007-01-17",40.439999
"11","2007-01-18",40.549999
"12","2007-01-19",40.919998
"13","2007-01-22",40.66
"14","2007-01-23",40.970001
"15","2007-01-24",41.990002
"16","2007-01-25",41.950001
"17","2007-01-26",41.869999
"18","2007-01-29",41.889999
"19","2007-01-30",41.91
"20","2007-01-31",42.07
"21","2007-02-01",42.52
"22","2007-02-02",42.93
"23","2007-02-05",43.25
"24","2007-02-06",43.23
"25","2007-02-07",42.599998
"26","2007-02-08",43.099998
"27","2007-02-09",43.299999
"28","2007-02-12",42.689999
"29","2007-02-13",43.060001
"30","2007-02-14",43.330002
"31","2007-02-15",43.310001
"32","2007-02-16",43.630001
"33","2007-02-20",42.849998
"34","2007-02-21",42.959999
"35","2007-02-22",42.619999
"36","2007-02-23",42.299999
"37","2007-02-26",41.91
"38","2007-02-27",41.220001
"39","2007-02-28",40.369999
"40","2007-03-01",40.41
"41","2007-03-02",40.18
"42","2007-03-05",40.23
"43","2007-03-06",40.830002
"44","2007-03-07",40.580002
"45","2007-03-08",40.75
"46","2007-03-09",41.040001
"47","2007-03-12",41.02
"48","2007-03-13",40.849998
"49","2007-03-14",41.080002
"50","2007-03-15",41.200001
"51","2007-03-16",41.220001
"52","2007-03-19",41.650002
"53","2007-03-20",42.299999
"54","2007-03-21",42.599998
"55","2007-03-22",42.369999
"56","2007-03-23",42.450001
"57","2007-03-26",42.299999
"58","2007-03-27",42.240002
"59","2007-03-28",41.880001
"60","2007-03-29",41.950001
"61","2007-03-30",41.560001
"62","2007-04-02",41.349998
"63","2007-04-03",41.119999
"64","2007-04-04",41.220001
"65","2007-04-05",41.279999
"66","2007-04-09",41.400002
"67","2007-04-10",41.669998
"68","2007-04-11",42.189999
"69","2007-04-12",42.869999
"70","2007-04-13",42.529999
"71","2007-04-16",42.75
"72","2007-04-17",42.630001
"73","2007-04-18",42.970001
"74","2007-04-19",42.619999
"75","2007-04-20",42.73
"76","2007-04-23",42.529999
"77","2007-04-24",43.049999
"78","2007-04-25",43.380001
"79","2007-04-26",44.080002
"80","2007-04-27",43.900002
"81","2007-04-30",44.049999
"82","2007-05-01",44.029999
"83","2007-05-02",43.970001
"84","2007-05-03",43.73
"85","2007-05-04",43.450001
"86","2007-05-07",42.830002
"87","2007-05-08",41.299999
"88","2007-05-09",40.77
"89","2007-05-10",40.560001
"90","2007-05-11",42.02
"91","2007-05-14",42
"92","2007-05-15",42.16
"93","2007-05-16",42.419998
"94","2007-05-17",43.279999
"95","2007-05-18",43.98
"96","2007-05-21",43.41
"97","2007-05-22",43.09
"98","2007-05-23",43.41
"99","2007-05-24",42.360001
"100","2007-05-25",42.669998
"101","2007-05-29",42.799999
"102","2007-05-30",42.07
"103","2007-05-31",42.369999
"104","2007-06-01",42.830002
"105","2007-06-04",43.060001
"106","2007-06-05",42.360001
"107","2007-06-06",41.970001
"108","2007-06-07",41.360001
"109","2007-06-08",42.110001
"110","2007-06-11",42.18
"111","2007-06-12",41.240002
"112","2007-06-13",41.610001
"113","2007-06-14",41.869999
"114","2007-06-15",42.32
"115","2007-06-18",42.220001
"116","2007-06-19",41.720001
"117","2007-06-20",41.48
"118","2007-06-21",41.259998
"119","2007-06-22",40.990002
"120","2007-06-25",40.740002
"121","2007-06-26",40.939999
"122","2007-06-27",40.73
"123","2007-06-28",41.040001
"124","2007-06-29",41.029999
"125","2007-07-02",41.040001
"126","2007-07-03",41.049999
"127","2007-07-05",41.529999
"128","2007-07-06",41.610001
"129","2007-07-09",42.400002
"130","2007-07-10",42.240002
"131","2007-07-11",42.040001
"132","2007-07-12",43.48
"133","2007-07-13",43.950001
"134","2007-07-16",43.950001
"135","2007-07-17",44.150002
"136","2007-07-18",44.110001
"137","2007-07-19",44.040001
"138","2007-07-20",43.009998
"139","2007-07-23",43.5
"140","2007-07-24",43.439999
"141","2007-07-25",43.43
"142","2007-07-26",42.5
"143","2007-07-27",42.099998
"144","2007-07-30",41.700001
"145","2007-07-31",41.610001
"146","2007-08-01",41.200001
"147","2007-08-02",41.32
"148","2007-08-03",41.279999
"149","2007-08-06",41.25
"150","2007-08-07",41.25
"151","2007-08-08",41.950001
"152","2007-08-09",40.889999
"153","2007-08-10",40.040001
"154","2007-08-13",40.200001
"155","2007-08-14",40.07
"156","2007-08-15",39.450001
"157","2007-08-16",40.009998
"158","2007-08-17",40.279999
"159","2007-08-20",40.080002
"160","2007-08-21",39.98
"161","2007-08-22",41.310001
"162","2007-08-23",41.599998
"163","2007-08-24",41.779999
"164","2007-08-27",41.860001
"165","2007-08-28",40.650002
"166","2007-08-29",41.189999
"167","2007-08-30",41.439999
"168","2007-08-31",42.32
"169","2007-09-04",41.93
"170","2007-09-05",41.169998
"171","2007-09-06",41.669998
"172","2007-09-07",41.169998
"173","2007-09-10",41.130001
"174","2007-09-11",41.75
"175","2007-09-12",41.93
"176","2007-09-13",42.110001
"177","2007-09-14",41.799999
"178","2007-09-17",40.98
"179","2007-09-18",42.619999
"180","2007-09-19",42.41
"181","2007-09-20",42.77
"182","2007-09-21",42.790001
"183","2007-09-24",42.669998
"184","2007-09-25",42.400002
"185","2007-09-26",41.950001
"186","2007-09-27",42.330002
"187","2007-09-28",41.93
"188","2007-10-01",42.799999
"189","2007-10-02",42.650002
"190","2007-10-03",42.77
"191","2007-10-04",43.169998
"192","2007-10-05",44.990002
"193","2007-10-08",44.41
"194","2007-10-09",44.610001
"195","2007-10-10",44.450001
"196","2007-10-11",45.099998
"197","2007-10-12",45.59
"198","2007-10-15",44.669998
