"","date","TESS"
"1","2007-01-03",13.413333
"2","2007-01-04",13.68
"3","2007-01-05",13.393333
"4","2007-01-08",13.12
"5","2007-01-09",12.953333
"6","2007-01-10",12.74
"7","2007-01-11",12.653334
"8","2007-01-12",13.026667
"9","2007-01-16",14.1
"10","2007-01-17",14.32
"11","2007-01-18",14.993333
"12","2007-01-19",14.96
"13","2007-01-22",16.1
"14","2007-01-23",16.706667
"15","2007-01-24",16.833334
"16","2007-01-25",17
"17","2007-01-26",17.040001
"18","2007-01-29",17.066668
"19","2007-01-30",17.433332
"20","2007-01-31",14.9
"21","2007-02-01",16.473333
"22","2007-02-02",16.66
"23","2007-02-05",16.506666
"24","2007-02-06",16.306667
"25","2007-02-07",16.553333
"26","2007-02-08",16.533333
"27","2007-02-09",16.493334
"28","2007-02-12",18.446667
"29","2007-02-13",18.546667
"30","2007-02-14",17.620001
"31","2007-02-15",18.073334
"32","2007-02-16",18.553333
"33","2007-02-20",19.333334
"34","2007-02-21",19.74
"35","2007-02-22",20.133333
"36","2007-02-23",20.346666
"37","2007-02-26",20.906666
"38","2007-02-27",20.226667
"39","2007-02-28",17.92
"40","2007-03-01",17.92
"41","2007-03-02",18.593334
"42","2007-03-05",18.666666
"43","2007-03-06",19.413334
"44","2007-03-07",19.633333
"45","2007-03-08",19.48
"46","2007-03-09",19.360001
"47","2007-03-12",19.533333
"48","2007-03-13",19.406666
"49","2007-03-14",19.173334
"50","2007-03-15",19.293333
"51","2007-03-16",18.58
"52","2007-03-19",18.326666
"53","2007-03-20",19.299999
"54","2007-03-21",19.42
"55","2007-03-22",17.466667
"56","2007-03-23",17.353333
"57","2007-03-26",17.013334
"58","2007-03-27",17.333334
"59","2007-03-28",17.42
"60","2007-03-29",18.006666
"61","2007-03-30",18.126667
"62","2007-04-02",18.006666
"63","2007-04-03",17.860001
"64","2007-04-04",18.373333
"65","2007-04-05",18.846666
"66","2007-04-09",18.833334
"67","2007-04-10",19.193333
"68","2007-04-11",19.540001
"69","2007-04-12",19.393333
"70","2007-04-13",19.440001
"71","2007-04-16",19.686666
"72","2007-04-17",19.793333
"73","2007-04-18",19.593334
"74","2007-04-19",19.666666
"75","2007-04-20",19.273333
"76","2007-04-23",19.673334
"77","2007-04-24",19.586666
"78","2007-04-25",19.646667
"79","2007-04-26",19.493334
"80","2007-04-27",19.139999
"81","2007-04-30",19
"82","2007-05-01",18.566668
"83","2007-05-02",19.42
"84","2007-05-03",19.486666
"85","2007-05-04",19.02
"86","2007-05-07",18.879999
"87","2007-05-08",18.666666
"88","2007-05-09",17.986666
"89","2007-05-10",17.32
"90","2007-05-11",17.48
"91","2007-05-14",17.98
"92","2007-05-15",17.746666
"93","2007-05-16",17.573334
"94","2007-05-17",17.540001
"95","2007-05-18",17.393333
"96","2007-05-21",16.76
"97","2007-05-22",16.853333
"98","2007-05-23",16.633333
"99","2007-05-24",17.126667
"100","2007-05-25",16.653334
"101","2007-05-29",16.526667
"102","2007-05-30",16.653334
"103","2007-05-31",16.68
"104","2007-06-01",16.6
"105","2007-06-04",16.66
"106","2007-06-05",16.533333
"107","2007-06-06",16.24
"108","2007-06-07",15.766666
"109","2007-06-08",15.386666
"110","2007-06-11",14.84
"111","2007-06-12",15.06
"112","2007-06-13",15.8
"113","2007-06-14",14.98
"114","2007-06-15",13.9
"115","2007-06-18",14.426666
"116","2007-06-19",14.72
"117","2007-06-20",14.666667
"118","2007-06-21",12.766666
"119","2007-06-22",13.14
"120","2007-06-25",13.006667
"121","2007-06-26",12.946667
"122","2007-06-27",13.313334
"123","2007-06-28",13.12
"124","2007-06-29",12.946667
"125","2007-07-02",13.286667
"126","2007-07-03",13.486667
"127","2007-07-05",12.866667
"128","2007-07-06",12.973333
"129","2007-07-09",13.213333
"130","2007-07-10",13.226666
"131","2007-07-11",13.266666
"132","2007-07-12",13.286667
"133","2007-07-13",13.306666
"134","2007-07-16",13.226666
"135","2007-07-17",13.146667
"136","2007-07-18",13.293333
"137","2007-07-19",13.44
"138","2007-07-20",13.4
"139","2007-07-23",13.6
"140","2007-07-24",13.606667
"141","2007-07-25",13.28
"142","2007-07-26",13.246667
"143","2007-07-27",13.1
"144","2007-07-30",13.306666
"145","2007-07-31",13.333333
"146","2007-08-01",10.866667
"147","2007-08-02",9.453333
"148","2007-08-03",8.7
"149","2007-08-06",7.526667
"150","2007-08-07",7.306667
"151","2007-08-08",6.833333
"152","2007-08-09",6.053333
"153","2007-08-10",7.453333
"154","2007-08-13",8.253333
"155","2007-08-14",8.333333
"156","2007-08-15",8.833333
"157","2007-08-16",9.16
"158","2007-08-17",9.373333
"159","2007-08-20",9.626667
"160","2007-08-21",9.853333
"161","2007-08-22",10.1
"162","2007-08-23",10.433333
"163","2007-08-24",10.626667
"164","2007-08-27",10.406667
"165","2007-08-28",9.866667
"166","2007-08-29",10.04
"167","2007-08-30",10.033334
"168","2007-08-31",10.173333
"169","2007-09-04",10.44
"170","2007-09-05",10.346666
"171","2007-09-06",10.266666
"172","2007-09-07",10.526667
"173","2007-09-10",10.34
"174","2007-09-11",11.12
"175","2007-09-12",10.88
"176","2007-09-13",10.46
"177","2007-09-14",10.666667
"178","2007-09-17",9.826667
"179","2007-09-18",10.686666
"180","2007-09-19",10.626667
"181","2007-09-20",10.78
"182","2007-09-21",10.893333
"183","2007-09-24",10.4
"184","2007-09-25",10.333333
"185","2007-09-26",10.36
"186","2007-09-27",10.333333
"187","2007-09-28",10.46
"188","2007-10-01",10.366667
"189","2007-10-02",10.34
"190","2007-10-03",10.386666
"191","2007-10-04",9.813334
"192","2007-10-05",10.046667
"193","2007-10-08",9.853333
"194","2007-10-09",10.093333
"195","2007-10-10",9.993333
"196","2007-10-11",10.026667
"197","2007-10-12",10.04
"198","2007-10-15",10.106667
"199","2007-10-16",10.013333
"200","2007-10-17",9.466666
"201","2007-10-18",9.833333
"202","2007-10-19",9.5
"203","2007-10-22",9.506667
"204","2007-10-23",9.506667
"205","2007-10-24",9.233334
"206","2007-10-25",10.04
"207","2007-10-26",10.04
"208","2007-10-29",10.046667
"209","2007-10-30",10.386666
"210","2007-10-31",10.153334
"211","2007-11-01",10.1
"212","2007-11-02",10.173333
"213","2007-11-05",10.013333
"214","2007-11-06",9.973333
"215","2007-11-07",9.686666
"216","2007-11-08",9.666667
"217","2007-11-09",9.573334
"218","2007-11-12",10.046667
"219","2007-11-13",10.266666
"220","2007-11-14",10.94
"221","2007-11-15",11.133333
"222","2007-11-16",11.266666
"223","2007-11-19",10.86
"224","2007-11-20",10.4
"225","2007-11-21",10.6
"226","2007-11-23",11.02
"227","2007-11-26",11.06
"228","2007-11-27",10.9
"229","2007-11-28",11.213333
"230","2007-11-29",11.266666
"231","2007-11-30",10.933333
"232","2007-12-03",11.166667
"233","2007-12-04",11.593333
"234","2007-12-05",11.806666
"235","2007-12-06",11.833333
"236","2007-12-07",13.153334
"237","2007-12-10",12.226666
"238","2007-12-11",11.666667
"239","2007-12-12",11.906667
"240","2007-12-13",11.746667
"241","2007-12-14",11.633333
"242","2007-12-17",11.64
"243","2007-12-18",11.266666
"244","2007-12-19",11.633333
"245","2007-12-20",11.993333
"246","2007-12-21",11.966666
"247","2007-12-24",11.913333
"248","2007-12-26",12.04
"249","2007-12-27",12
"250","2007-12-28",12.273334
"251","2007-12-31",12.053333
"252","2008-01-02",12.006667
"253","2008-01-03",12
"254","2008-01-04",11.833333
"255","2008-01-07",11.613334
"256","2008-01-08",11.9
"257","2008-01-09",12.026667
"258","2008-01-10",11.806666
"259","2008-01-11",11.766666
"260","2008-01-14",12.28
"261","2008-01-15",12.326667
"262","2008-01-16",12.066667
"263","2008-01-17",12.073334
"264","2008-01-18",12.173333
"265","2008-01-22",11.826667
"266","2008-01-23",11.946667
"267","2008-01-24",11.9
"268","2008-01-25",12.033334
"269","2008-01-28",11.853333
"270","2008-01-29",12.48
"271","2008-01-30",12.353333
"272","2008-01-31",12.273334
"273","2008-02-01",12.2
"274","2008-02-04",12.053333
"275","2008-02-05",11.84
"276","2008-02-06",11.946667
"277","2008-02-07",12.013333
"278","2008-02-08",11.946667
"279","2008-02-11",11.82
"280","2008-02-12",11.533334
"281","2008-02-13",11.66
"282","2008-02-14",11.22
"283","2008-02-15",10.88
"284","2008-02-19",10.873333
"285","2008-02-20",10.746667
"286","2008-02-21",10.373333
"287","2008-02-22",10.393333
"288","2008-02-25",10.86
"289","2008-02-26",10.66
"290","2008-02-27",10.626667
"291","2008-02-28",10.6
"292","2008-02-29",10.86
"293","2008-03-03",10.24
"294","2008-03-04",10.1
"295","2008-03-05",9.98
"296","2008-03-06",9.206667
"297","2008-03-07",9.48
"298","2008-03-10",8.893333
"299","2008-03-11",9.526667
"300","2008-03-12",9.506667
"301","2008-03-13",9.833333
"302","2008-03-14",9.42
"303","2008-03-17",9.713333
"304","2008-03-18",10.173333
"305","2008-03-19",10.02
"306","2008-03-20",9.813334
"307","2008-03-24",9.973333
"308","2008-03-25",10.053333
"309","2008-03-26",9.913333
"310","2008-03-27",10.1
"311","2008-03-28",10.04
"312","2008-03-31",10
"313","2008-04-01",10.166667
"314","2008-04-02",10.133333
"315","2008-04-03",9.933333
"316","2008-04-04",9.94
"317","2008-04-07",9.933333
"318","2008-04-08",9.806666
"319","2008-04-09",9.333333
"320","2008-04-10",9.52
"321","2008-04-11",9.346666
"322","2008-04-14",9.053333
"323","2008-04-15",8.8
"324","2008-04-16",8.693334
"325","2008-04-17",8.68
"326","2008-04-18",8.493333
"327","2008-04-21",8.2
"328","2008-04-22",7.813334
"329","2008-04-23",7.373333
"330","2008-04-24",7.806667
"331","2008-04-25",7.906667
"332","2008-04-28",8
"333","2008-04-29",7.913333
"334","2008-04-30",8.92
"335","2008-05-01",9.113334
"336","2008-05-02",9.226666
"337","2008-05-05",9.166667
"338","2008-05-06",8.966666
"339","2008-05-07",8.833333
"340","2008-05-08",8.906667
"341","2008-05-09",8.693334
"342","2008-05-12",8.92
"343","2008-05-13",9.1
"344","2008-05-14",9.313334
"345","2008-05-15",9.313334
"346","2008-05-16",9.28
"347","2008-05-19",9.206667
"348","2008-05-20",9.126667
"349","2008-05-21",8.986667
"350","2008-05-22",8.946667
"351","2008-05-23",8.913333
"352","2008-05-27",8.693334
"353","2008-05-28",8.5
"354","2008-05-29",8.573334
"355","2008-05-30",8.48
"356","2008-06-02",8.466666
"357","2008-06-03",8.62
"358","2008-06-04",8.52
"359","2008-06-05",8.6
"360","2008-06-06",8.673333
"361","2008-06-09",8.78
"362","2008-06-10",8.806666
"363","2008-06-11",8.833333
"364","2008-06-12",8.72
"365","2008-06-13",9.04
"366","2008-06-16",9.16
"367","2008-06-17",8.926666
"368","2008-06-18",9.013333
"369","2008-06-19",9.166667
"370","2008-06-20",9.2
"371","2008-06-23",9.06
"372","2008-06-24",9.053333
"373","2008-06-25",9.106667
"374","2008-06-26",8.92
"375","2008-06-27",9.173333
"376","2008-06-30",9.12
"377","2008-07-01",9.566667
"378","2008-07-02",8.646667
"379","2008-07-03",8.253333
"380","2008-07-07",8.053333
"381","2008-07-08",8.126667
"382","2008-07-09",8.666667
"383","2008-07-10",8.44
"384","2008-07-11",8.386666
"385","2008-07-14",9.04
"386","2008-07-15",8.3
"387","2008-07-16",8.22
"388","2008-07-17",8.233334
"389","2008-07-18",8.566667
"390","2008-07-21",8.4
"391","2008-07-22",8.173333
"392","2008-07-23",9.066667
"393","2008-07-24",9.16
"394","2008-07-25",9.26
"395","2008-07-28",9.153334
"396","2008-07-29",9.406667
"397","2008-07-30",9.1
"398","2008-07-31",9.846666
"399","2008-08-01",9.74
"400","2008-08-04",9.666667
"401","2008-08-05",9.853333
"402","2008-08-06",9.68
"403","2008-08-07",9.586667
"404","2008-08-08",9.8
"405","2008-08-11",9.946667
"406","2008-08-12",9.5
"407","2008-08-13",9.426666
"408","2008-08-14",9.98
"409","2008-08-15",9.853333
"410","2008-08-18",10
"411","2008-08-19",10
"412","2008-08-20",10.026667
"413","2008-08-21",10.04
"414","2008-08-22",10.08
"415","2008-08-25",10.126667
"416","2008-08-26",10.066667
"417","2008-08-27",10
"418","2008-08-28",10
"419","2008-08-29",9.813334
"420","2008-09-02",10.033334
"421","2008-09-03",9.993333
"422","2008-09-04",9.986667
"423","2008-09-05",9.9
"424","2008-09-08",9.813334
"425","2008-09-09",9.966666
"426","2008-09-10",9.953333
"427","2008-09-11",9.96
"428","2008-09-12",9.986667
"429","2008-09-15",9.533334
"430","2008-09-16",9.52
"431","2008-09-17",9.146667
"432","2008-09-18",9.086667
"433","2008-09-19",9.613334
"434","2008-09-22",9.56
"435","2008-09-23",10.026667
"436","2008-09-24",9.873333
"437","2008-09-25",9.953333
"438","2008-09-26",9.48
"439","2008-09-29",8.666667
"440","2008-09-30",8.533334
"441","2008-10-01",8.646667
"442","2008-10-02",8.646667
"443","2008-10-03",9.326667
"444","2008-10-06",8.24
"445","2008-10-07",7.586667
"446","2008-10-08",7.033333
"447","2008-10-09",4.66
"448","2008-10-10",4.866667
"449","2008-10-13",5.473333
"450","2008-10-14",5.766667
"451","2008-10-15",5.513333
"452","2008-10-16",5.773334
"453","2008-10-17",6.5
"454","2008-10-20",7.3
