"","date","WHF"
"244","2013-11-22",15.19
"245","2013-11-25",15.29
"246","2013-11-26",15.31
"247","2013-11-27",15.31
"248","2013-11-29",15.47
"249","2013-12-02",14.93
"250","2013-12-03",14.74
"251","2013-12-04",14.7
"252","2013-12-05",14.69
"253","2013-12-06",15.05
"254","2013-12-09",14.86
"255","2013-12-10",15.04
"256","2013-12-11",15.02
"257","2013-12-12",14.91
"258","2013-12-13",14.92
"259","2013-12-16",15.01
"260","2013-12-17",14.72
"261","2013-12-18",14.76
"262","2013-12-19",14.74
"263","2013-12-20",15.05
"264","2013-12-23",15.16
"265","2013-12-24",15.1
"266","2013-12-26",15.17
"267","2013-12-27",15.05
"268","2013-12-30",15.05
"269","2013-12-31",15.11
"270","2014-01-02",14.85
"271","2014-01-03",15.17
"272","2014-01-06",14.89
"273","2014-01-07",14.93
"274","2014-01-08",14.7
"275","2014-01-09",14.53
"276","2014-01-10",14.58
"277","2014-01-13",14.47
"278","2014-01-14",14.65
"279","2014-01-15",14.58
"280","2014-01-16",14.55
"281","2014-01-17",14.51
"282","2014-01-21",14.75
"283","2014-01-22",14.8
"284","2014-01-23",14.63
"285","2014-01-24",14.57
"286","2014-01-27",14.6
"287","2014-01-28",14.87
"288","2014-01-29",14.72
"289","2014-01-30",14.74
"290","2014-01-31",14.8
"291","2014-02-03",14.39
"292","2014-02-04",14.49
"293","2014-02-05",14.24
"294","2014-02-06",14.27
"295","2014-02-07",14.48
"296","2014-02-10",14.52
"297","2014-02-11",14.62
"298","2014-02-12",14.52
"299","2014-02-13",14.86
"300","2014-02-14",14.8
"301","2014-02-18",15.05
"302","2014-02-19",15.01
"303","2014-02-20",14.99
"304","2014-02-21",15
"305","2014-02-24",15.04
"306","2014-02-25",14.58
"307","2014-02-26",14.65
"308","2014-02-27",14.94
"309","2014-02-28",14.77
"310","2014-03-03",14.55
"311","2014-03-04",14.39
"312","2014-03-05",14.1
"313","2014-03-06",14.27
"314","2014-03-07",14.25
"315","2014-03-10",14.09
"316","2014-03-11",14.21
"317","2014-03-12",14.31
"318","2014-03-13",14.27
"319","2014-03-14",14.31
"320","2014-03-17",14.26
"321","2014-03-18",14.03
"322","2014-03-19",14.07
"323","2014-03-20",14.05
"324","2014-03-21",14.24
"325","2014-03-24",14.13
"326","2014-03-25",14.22
"327","2014-03-26",14.02
"328","2014-03-27",14.07
"329","2014-03-28",14.1
"330","2014-03-31",14.07
"331","2014-04-01",14.07
"332","2014-04-02",14.08
"333","2014-04-03",14.1
"334","2014-04-04",13.98
"335","2014-04-07",13.79
"336","2014-04-08",13.9
"337","2014-04-09",13.98
"338","2014-04-10",13.81
"339","2014-04-11",13.72
"340","2014-04-14",13.64
"341","2014-04-15",13.38
"342","2014-04-16",13.46
"343","2014-04-17",13.49
"344","2014-04-21",13.56
"345","2014-04-22",13.53
"346","2014-04-23",13.51
"347","2014-04-24",13.61
"348","2014-04-25",13.53
"349","2014-04-28",13.4
"350","2014-04-29",13.48
"351","2014-04-30",13.64
"352","2014-05-01",13.52
"353","2014-05-02",13.62
"354","2014-05-05",13.57
"355","2014-05-06",13.42
"356","2014-05-07",13.36
"357","2014-05-08",13.31
"358","2014-05-09",13.35
"359","2014-05-12",13.46
"360","2014-05-13",13.45
"361","2014-05-14",13.28
"362","2014-05-15",13.11
"363","2014-05-16",13.22
"364","2014-05-19",13.53
"365","2014-05-20",13.72
"366","2014-05-21",13.73
"367","2014-05-22",13.82
"368","2014-05-23",13.87
"369","2014-05-27",13.99
"370","2014-05-28",13.87
"371","2014-05-29",13.79
"372","2014-05-30",13.85
"373","2014-06-02",13.63
"374","2014-06-03",13.52
"375","2014-06-04",13.55
"376","2014-06-05",13.75
"377","2014-06-06",13.76
"378","2014-06-09",13.92
"379","2014-06-10",14.01
"380","2014-06-11",14.02
"381","2014-06-12",14.36
"382","2014-06-13",14.35
"383","2014-06-16",14.51
"384","2014-06-17",14.66
"385","2014-06-18",14.3
"386","2014-06-19",14.3
"387","2014-06-20",14.26
"388","2014-06-23",14.05
"389","2014-06-24",14.04
"390","2014-06-25",13.94
"391","2014-06-26",14.27
"392","2014-06-27",14.4
"393","2014-06-30",14.3
"394","2014-07-01",14.29
"395","2014-07-02",14.31
"396","2014-07-03",14.24
"397","2014-07-07",14.2
"398","2014-07-08",13.98
"399","2014-07-09",14.09
"400","2014-07-10",14
"401","2014-07-11",13.99
"402","2014-07-14",14.19
"403","2014-07-15",14.19
"404","2014-07-16",14.13
"405","2014-07-17",14.11
"406","2014-07-18",14.38
"407","2014-07-21",14.06
"408","2014-07-22",14.1
"409","2014-07-23",14.06
"410","2014-07-24",14.13
"411","2014-07-25",14.25
"412","2014-07-28",14.22
"413","2014-07-29",14.13
"414","2014-07-30",14.15
"415","2014-07-31",13.89
"416","2014-08-01",13.89
"417","2014-08-04",14.2
"418","2014-08-05",13.81
"419","2014-08-06",14.1
"420","2014-08-07",13.86
"421","2014-08-08",14.1
"422","2014-08-11",14.17
"423","2014-08-12",14.18
"424","2014-08-13",14.14
"425","2014-08-14",14.11
"426","2014-08-15",14.15
"427","2014-08-18",14.36
"428","2014-08-19",14.23
"429","2014-08-20",14.45
"430","2014-08-21",14.4
"431","2014-08-22",14.39
"432","2014-08-25",14.34
"433","2014-08-26",14.38
"434","2014-08-27",14.44
"435","2014-08-28",14.38
"436","2014-08-29",14.47
"437","2014-09-02",14.39
"438","2014-09-03",14.46
"439","2014-09-04",14.48
"440","2014-09-05",14.42
"441","2014-09-08",14.4
"442","2014-09-09",14.33
"443","2014-09-10",14.36
"444","2014-09-11",14.27
"445","2014-09-12",14.1
"446","2014-09-15",14.3
"447","2014-09-16",14.27
"448","2014-09-17",14.23
"449","2014-09-18",14.22
"450","2014-09-19",14.18
"451","2014-09-22",14.08
"452","2014-09-23",13.9
"453","2014-09-24",13.79
"454","2014-09-25",13.63
"455","2014-09-26",13.81
"456","2014-09-29",13.75
"457","2014-09-30",13.25
"458","2014-10-01",13.41
"459","2014-10-02",13.45
"460","2014-10-03",13.66
"461","2014-10-06",13.66
"462","2014-10-07",13.29
"463","2014-10-08",13.18
"464","2014-10-09",13.24
"465","2014-10-10",13.15
"466","2014-10-13",12.94
"467","2014-10-14",12.65
"468","2014-10-15",12.36
"469","2014-10-16",12.69
"470","2014-10-17",13.19
"471","2014-10-20",12.99
"472","2014-10-21",13.14
"473","2014-10-22",13.05
"474","2014-10-23",12.73
"475","2014-10-24",12.72
"476","2014-10-27",12.63
"477","2014-10-28",12.65
"478","2014-10-29",12.78
"479","2014-10-30",12.88
"480","2014-10-31",12.87
"481","2014-11-03",13
"482","2014-11-04",12.88
"483","2014-11-05",12.94
"484","2014-11-06",12.88
"485","2014-11-07",12.98
"486","2014-11-10",12.96
"487","2014-11-11",12.51
"488","2014-11-12",12.39
"489","2014-11-13",12.52
"490","2014-11-14",12.62
"491","2014-11-17",12.63
"492","2014-11-18",12.54
"493","2014-11-19",12.35
"494","2014-11-20",12.57
"495","2014-11-21",12.46
"496","2014-11-24",12.31
"497","2014-11-25",12.38
"498","2014-11-26",12.2
"499","2014-11-28",12.45
"500","2014-12-01",12.25
"501","2014-12-02",12.23
"502","2014-12-03",12.13
"503","2014-12-04",12.34
"504","2014-12-05",12.17
"505","2014-12-08",11.69
"506","2014-12-09",11.7
"507","2014-12-10",11.73
"508","2014-12-11",11.68
"509","2014-12-12",11.55
"510","2014-12-15",11.65
"511","2014-12-16",11.53
"512","2014-12-17",11.37
"513","2014-12-18",11.6
"514","2014-12-19",11.66
"515","2014-12-22",11.39
"516","2014-12-23",11.77
"517","2014-12-24",11.78
"518","2014-12-26",11.76
"519","2014-12-29",11.61
"520","2014-12-30",11.58
"521","2014-12-31",11.55
"522","2015-01-02",11.71
"523","2015-01-05",11.73
"524","2015-01-06",11.72
"525","2015-01-07",11.84
"526","2015-01-08",11.83
"527","2015-01-09",11.8
"528","2015-01-12",11.7
"529","2015-01-13",11.58
"530","2015-01-14",11.41
"531","2015-01-15",11.34
"532","2015-01-16",11.32
"533","2015-01-20",11.31
"534","2015-01-21",11.33
"535","2015-01-22",11.3
"536","2015-01-23",11.33
"537","2015-01-26",11.38
"538","2015-01-27",11.36
"539","2015-01-28",11.44
"540","2015-01-29",11.37
"541","2015-01-30",11.25
"542","2015-02-02",11.36
"543","2015-02-03",11.58
"544","2015-02-04",11.66
"545","2015-02-05",11.8
"546","2015-02-06",11.91
"547","2015-02-09",11.87
"548","2015-02-10",11.94
"549","2015-02-11",11.92
"550","2015-02-12",12.01
"551","2015-02-13",12.15
"552","2015-02-17",12.19
"553","2015-02-18",12.25
"554","2015-02-19",12.19
"555","2015-02-20",12.26
"556","2015-02-23",12.24
"557","2015-02-24",12.39
"558","2015-02-25",12.27
"559","2015-02-26",12.33
"560","2015-02-27",12.39
"561","2015-03-02",12.35
"562","2015-03-03",12.56
"563","2015-03-04",12.59
"564","2015-03-05",12.63
"565","2015-03-06",12.75
"566","2015-03-09",12.82
"567","2015-03-10",12.79
"568","2015-03-11",12.9
"569","2015-03-12",12.84
"570","2015-03-13",12.84
"571","2015-03-16",12.83
"572","2015-03-17",12.82
"573","2015-03-18",12.53
"574","2015-03-19",12.46
"575","2015-03-20",12.56
"576","2015-03-23",12.67
"577","2015-03-24",12.63
"578","2015-03-25",12.67
"579","2015-03-26",12.6
"580","2015-03-27",12.62
"581","2015-03-30",12.75
"582","2015-03-31",12.42
"583","2015-04-01",12.55
"584","2015-04-02",12.6
"585","2015-04-06",12.67
"586","2015-04-07",12.69
"587","2015-04-08",12.6
"588","2015-04-09",12.64
"589","2015-04-10",12.75
"590","2015-04-13",12.67
"591","2015-04-14",12.76
"592","2015-04-15",12.7
"593","2015-04-16",12.73
"594","2015-04-17",12.63
"595","2015-04-20",12.68
"596","2015-04-21",12.71
"597","2015-04-22",12.7
"598","2015-04-23",12.66
"599","2015-04-24",12.7
"600","2015-04-27",12.66
"601","2015-04-28",12.73
"602","2015-04-29",12.74
"603","2015-04-30",12.75
"604","2015-05-01",12.75
"605","2015-05-04",12.79
"606","2015-05-05",12.81
"607","2015-05-06",12.9
"608","2015-05-07",13.08
"609","2015-05-08",13.32
"610","2015-05-11",13.53
"611","2015-05-12",13.44
"612","2015-05-13",13.35
"613","2015-05-14",13.42
"614","2015-05-15",13.42
"615","2015-05-18",13.46
"616","2015-05-19",13.35
"617","2015-05-20",13.25
"618","2015-05-21",13.19
"619","2015-05-22",13.16
"620","2015-05-26",13.25
"621","2015-05-27",13.36
"622","2015-05-28",13.25
"623","2015-05-29",13.13
"624","2015-06-01",13.13
"625","2015-06-02",13.2
"626","2015-06-03",13.19
"627","2015-06-04",13.1
"628","2015-06-05",13.24
"629","2015-06-08",13.24
"630","2015-06-09",13
"631","2015-06-10",12.76
"632","2015-06-11",12.84
"633","2015-06-12",12.81
"634","2015-06-15",12.97
"635","2015-06-16",13.2
"636","2015-06-17",13.02
"637","2015-06-18",13
"638","2015-06-19",12.9
"639","2015-06-22",12.75
"640","2015-06-23",12.67
"641","2015-06-24",12.85
"642","2015-06-25",12.82
"643","2015-06-26",12.92
"644","2015-06-29",12.69
"645","2015-06-30",12.66
"646","2015-07-01",12.62
"647","2015-07-02",12.62
"648","2015-07-06",12.74
"649","2015-07-07",12.65
"650","2015-07-08",12.53
"651","2015-07-09",12.42
"652","2015-07-10",12.45
"653","2015-07-13",12.36
"654","2015-07-14",12.44
"655","2015-07-15",12.4
"656","2015-07-16",12.62
"657","2015-07-17",12.77
"658","2015-07-20",12.46
"659","2015-07-21",12.56
"660","2015-07-22",12.22
"661","2015-07-23",11.85
"662","2015-07-24",11.91
"663","2015-07-27",11.62
"664","2015-07-28",11.78
"665","2015-07-29",11.81
"666","2015-07-30",11.87
"667","2015-07-31",11.84
"668","2015-08-03",11.7
"669","2015-08-04",11.68
"670","2015-08-05",11.85
"671","2015-08-06",12.94
"672","2015-08-07",12.7
"673","2015-08-10",12.6
"674","2015-08-11",12.28
"675","2015-08-12",12.46
"676","2015-08-13",12.47
"677","2015-08-14",12.62
"678","2015-08-17",12.78
"679","2015-08-18",12.72
"680","2015-08-19",12.78
"681","2015-08-20",12.7
"682","2015-08-21",12.72
"683","2015-08-24",12.42
"684","2015-08-25",12.37
"685","2015-08-26",12.51
"686","2015-08-27",12.49
"687","2015-08-28",12.59
"688","2015-08-31",12.69
"689","2015-09-01",12.73
"690","2015-09-02",12.71
"691","2015-09-03",12.84
"692","2015-09-04",12.89
"693","2015-09-08",13.04
"694","2015-09-09",13.13
"695","2015-09-10",13.16
"696","2015-09-11",13.18
"697","2015-09-14",13.43
"698","2015-09-15",13.5
"699","2015-09-16",13.56
"700","2015-09-17",12.96
"701","2015-09-18",13.09
"702","2015-09-21",13.2
"703","2015-09-22",13.01
"704","2015-09-23",12.9
"705","2015-09-24",13.37
"706","2015-09-25",13.43
"707","2015-09-28",12.2
"708","2015-09-29",11.52
"709","2015-09-30",11.64
"710","2015-10-01",12.44
"711","2015-10-02",12.42
"712","2015-10-05",12.76
"713","2015-10-06",12.76
"714","2015-10-07",12.98
"715","2015-10-08",13.12
"716","2015-10-09",13.08
"717","2015-10-12",13.33
"718","2015-10-13",13.25
"719","2015-10-14",13.21
"720","2015-10-15",13.45
"721","2015-10-16",13.55
"722","2015-10-19",13.47
"723","2015-10-20",13.48
"724","2015-10-21",13.42
"725","2015-10-22",13.43
"726","2015-10-23",12.9
"727","2015-10-26",11.77
"728","2015-10-27",11.76
"729","2015-10-28",11.79
"730","2015-10-29",11.69
"731","2015-10-30",11.69
"732","2015-11-02",11.79
"733","2015-11-03",11.8
"734","2015-11-04",11.75
"735","2015-11-05",11.73
"736","2015-11-06",12.23
"737","2015-11-09",12.05
"738","2015-11-10",12.03
"739","2015-11-11",12.25
"740","2015-11-12",12.2
"741","2015-11-13",12.31
"742","2015-11-16",12.39
"743","2015-11-17",12.42
"744","2015-11-18",12.52
"745","2015-11-19",12.63
"746","2015-11-20",12.68
"747","2015-11-23",12.89
"748","2015-11-24",12.77
"749","2015-11-25",12.7
"750","2015-11-27",12.65
"751","2015-11-30",12.75
"752","2015-12-01",12.87
"753","2015-12-02",12.83
"754","2015-12-03",12.64
"755","2015-12-04",12.67
"756","2015-12-07",12.19
"757","2015-12-08",11.87
"758","2015-12-09",11.73
"759","2015-12-10",11.98
"760","2015-12-11",11.73
"761","2015-12-14",11.4
"762","2015-12-15",11.6
"763","2015-12-16",11.93
"764","2015-12-17",11.4
"765","2015-12-18",11.27
"766","2015-12-21",11.2
"767","2015-12-22",11.21
"768","2015-12-23",11.48
"769","2015-12-24",11.46
"770","2015-12-28",11.78
"771","2015-12-29",12
"772","2015-12-30",11.89
"773","2015-12-31",11.48
"774","2016-01-04",11.5
"775","2016-01-05",12.25
"776","2016-01-06",11.73
"777","2016-01-07",11.17
"778","2016-01-08",11.19
"779","2016-01-11",11.03
"780","2016-01-12",10.84
"781","2016-01-13",10.4
"782","2016-01-14",10.18
"783","2016-01-15",10.24
"784","2016-01-19",10.29
"785","2016-01-20",9.67
"786","2016-01-21",9.57
"787","2016-01-22",10.27
"788","2016-01-25",9.65
"789","2016-01-26",9.5
"790","2016-01-27",9.45
"791","2016-01-28",9.45
"792","2016-01-29",9.46
"793","2016-02-01",9.6
"794","2016-02-02",9.65
"795","2016-02-03",9.54
"796","2016-02-04",9.5
"797","2016-02-05",9.54
"798","2016-02-08",9.65
"799","2016-02-09",9.42
"800","2016-02-10",9.45
"801","2016-02-11",9.55
"802","2016-02-12",9.5
"803","2016-02-16",9.42
"804","2016-02-17",9.39
"805","2016-02-18",9.48
"806","2016-02-19",9.38
"807","2016-02-22",9.42
"808","2016-02-23",9.44
"809","2016-02-24",9.43
"810","2016-02-25",9.51
"811","2016-02-26",9.47
"812","2016-02-29",9.91
"813","2016-03-01",9.86
"814","2016-03-02",9.93
"815","2016-03-03",9.94
"816","2016-03-04",10.15
"817","2016-03-07",9.98
"818","2016-03-08",9.95
"819","2016-03-09",10.06
"820","2016-03-10",10.15
"821","2016-03-11",10.15
"822","2016-03-14",10.45
"823","2016-03-15",10.27
"824","2016-03-16",10.53
"825","2016-03-17",10.16
"826","2016-03-18",10.2
"827","2016-03-21",10.43
"828","2016-03-22",10.36
"829","2016-03-23",10.34
"830","2016-03-24",10.28
"831","2016-03-28",10.21
"832","2016-03-29",10.32
"833","2016-03-30",10.34
"834","2016-03-31",10.38
"835","2016-04-01",10.38
"836","2016-04-04",10.2
"837","2016-04-05",10.04
"838","2016-04-06",10.24
"839","2016-04-07",10.16
"840","2016-04-08",10.1
"841","2016-04-11",10.13
"842","2016-04-12",10.04
"843","2016-04-13",10.15
"844","2016-04-14",10.01
"845","2016-04-15",9.98
"846","2016-04-18",10
"847","2016-04-19",10.06
"848","2016-04-20",9.94
"849","2016-04-21",9.99
"850","2016-04-22",10.11
"851","2016-04-25",9.97
"852","2016-04-26",9.97
"853","2016-04-27",10.02
"854","2016-04-28",9.96
"855","2016-04-29",9.99
"856","2016-05-02",9.9
"857","2016-05-03",9.81
"858","2016-05-04",9.84
"859","2016-05-05",10.06
"860","2016-05-06",10.19
"861","2016-05-09",10.07
"862","2016-05-10",10.21
"863","2016-05-11",10.39
"864","2016-05-12",10.36
"865","2016-05-13",10.45
"866","2016-05-16",10.5
"867","2016-05-17",10.47
"868","2016-05-18",10.54
"869","2016-05-19",9.9
"870","2016-05-20",10.07
"871","2016-05-23",10.13
"872","2016-05-24",10.29
"873","2016-05-25",10.36
"874","2016-05-26",10.21
"875","2016-05-27",10.32
"876","2016-05-31",10.46
"877","2016-06-01",10.64
"878","2016-06-02",10.78
"879","2016-06-03",10.7
"880","2016-06-06",10.98
"881","2016-06-07",10.85
"882","2016-06-08",10.91
"883","2016-06-09",10.96
"884","2016-06-10",10.79
"885","2016-06-13",10.86
"886","2016-06-14",10.79
"887","2016-06-15",10.95
"888","2016-06-16",10.58
"889","2016-06-17",10.58
"890","2016-06-20",10.68
"891","2016-06-21",10.64
"892","2016-06-22",10.67
"893","2016-06-23",10.67
"894","2016-06-24",10.81
"895","2016-06-27",10.51
"896","2016-06-28",10.52
"897","2016-06-29",10.85
"898","2016-06-30",10.82
"899","2016-07-01",10.93
"900","2016-07-05",11.24
"901","2016-07-06",11.27
"902","2016-07-07",11.4
"903","2016-07-08",11.5
"904","2016-07-11",11.54
"905","2016-07-12",11.51
"906","2016-07-13",11.5
"907","2016-07-14",11.53
"908","2016-07-15",11.51
"909","2016-07-18",11.53
"910","2016-07-19",11.49
"911","2016-07-20",11.53
"912","2016-07-21",11.38
"913","2016-07-22",11.5
"914","2016-07-25",11.42
"915","2016-07-26",11.6
"916","2016-07-27",11.58
"917","2016-07-28",11.5
"918","2016-07-29",11.49
"919","2016-08-01",11.34
"920","2016-08-02",11.37
"921","2016-08-03",11.41
"922","2016-08-04",11.45
"923","2016-08-05",11.59
"924","2016-08-08",12.07
"925","2016-08-09",11.79
"926","2016-08-10",11.58
"927","2016-08-11",11.6
"928","2016-08-12",11.5
"929","2016-08-15",11.41
"930","2016-08-16",11.39
"931","2016-08-17",11.66
"932","2016-08-18",11.54
"933","2016-08-19",11.66
"934","2016-08-22",11.67
"935","2016-08-23",11.73
"936","2016-08-24",11.67
"937","2016-08-25",11.54
"938","2016-08-26",11.66
"939","2016-08-29",11.6
"940","2016-08-30",11.6
"941","2016-08-31",11.56
"942","2016-09-01",11.56
"943","2016-09-02",11.57
"944","2016-09-06",11.65
"945","2016-09-07",11.66
"946","2016-09-08",11.59
"947","2016-09-09",11.62
"948","2016-09-12",11.6
"949","2016-09-13",11.6
"950","2016-09-14",11.58
"951","2016-09-15",11.02
"952","2016-09-16",11.25
"953","2016-09-19",11.35
"954","2016-09-20",11.16
"955","2016-09-21",11.27
"956","2016-09-22",11.26
"957","2016-09-23",11.15
"958","2016-09-26",11.09
"959","2016-09-27",11.03
"960","2016-09-28",10.99
"961","2016-09-29",10.89
"962","2016-09-30",10.93
"963","2016-10-03",10.99
"964","2016-10-04",11.04
"965","2016-10-05",10.82
"966","2016-10-06",10.85
"967","2016-10-07",10.82
"968","2016-10-10",10.73
"969","2016-10-11",10.5
"970","2016-10-12",10.58
"971","2016-10-13",10.67
"972","2016-10-14",10.6
"973","2016-10-17",10.4
"974","2016-10-18",10.61
"975","2016-10-19",10.83
"976","2016-10-20",10.86
"977","2016-10-21",10.78
"978","2016-10-24",10.68
"979","2016-10-25",10.61
"980","2016-10-26",10.75
"981","2016-10-27",10.71
"982","2016-10-28",10.7
"983","2016-10-31",10.72
"984","2016-11-01",10.71
"985","2016-11-02",10.56
"986","2016-11-03",10.68
"987","2016-11-04",10.58
"988","2016-11-07",10.87
"989","2016-11-08",11.11
"990","2016-11-09",11.34
"991","2016-11-10",11.6
"992","2016-11-11",11.55
"993","2016-11-14",11.54
"994","2016-11-15",11.26
"995","2016-11-16",11.3
"996","2016-11-17",11.36
"997","2016-11-18",11.33
"998","2016-11-21",11.37
"999","2016-11-22",11.6
"1000","2016-11-23",11.73
