"","date","TANH"
"446","2016-12-27",2.12
"447","2016-12-28",2.12
"448","2016-12-29",2.1
"449","2016-12-30",2.02
"450","2017-01-03",2.16
"451","2017-01-04",2.18
"452","2017-01-05",2.1
"453","2017-01-06",2.12
"454","2017-01-09",2.06
"455","2017-01-10",2.05
"456","2017-01-11",2.04
"457","2017-01-12",2.01
"458","2017-01-13",2.01
"459","2017-01-17",2.02
"460","2017-01-18",2.05
"461","2017-01-19",2.05
"462","2017-01-20",2.05
"463","2017-01-23",2.05
"464","2017-01-24",2.03
"465","2017-01-25",2
"466","2017-01-26",1.9
"467","2017-01-27",1.92
"468","2017-01-30",1.9
"469","2017-01-31",1.78
"470","2017-02-01",1.8
"471","2017-02-02",1.84
"472","2017-02-03",1.83
"473","2017-02-06",1.86
"474","2017-02-07",1.88
"475","2017-02-08",1.85
"476","2017-02-09",1.84
"477","2017-02-10",1.81
"478","2017-02-13",1.94
"479","2017-02-14",1.89
"480","2017-02-15",1.84
"481","2017-02-16",1.759
"482","2017-02-17",1.709
"483","2017-02-21",1.84
"484","2017-02-22",1.8
"485","2017-02-23",1.85
"486","2017-02-24",1.75
"487","2017-02-27",1.79
"488","2017-02-28",1.72
"489","2017-03-01",1.749
"490","2017-03-02",1.68
"491","2017-03-03",1.709
"492","2017-03-06",1.69
"493","2017-03-07",1.68
"494","2017-03-08",1.67
"495","2017-03-09",1.559
"496","2017-03-10",1.55
"497","2017-03-13",1.47
"498","2017-03-14",1.469
"499","2017-03-15",1.55
"500","2017-03-16",1.48
"501","2017-03-17",1.54
"502","2017-03-20",1.51
"503","2017-03-21",1.515
"504","2017-03-22",1.51
"505","2017-03-23",1.505
"506","2017-03-24",1.51
"507","2017-03-27",1.49
"508","2017-03-28",1.45
"509","2017-03-29",1.5
"510","2017-03-30",1.48
"511","2017-03-31",1.48
"512","2017-04-03",1.465
"513","2017-04-04",1.37
"514","2017-04-05",1.15
"515","2017-04-06",1.197
"516","2017-04-07",1.256
"517","2017-04-10",1.17
"518","2017-04-11",1.23
"519","2017-04-12",1.22
"520","2017-04-13",1.25
"521","2017-04-17",1.3
"522","2017-04-18",1.279
"523","2017-04-19",1.32
"524","2017-04-20",1.34
"525","2017-04-21",1.322
"526","2017-04-24",1.36
"527","2017-04-25",1.38
"528","2017-04-26",1.42
"529","2017-04-27",1.49
"530","2017-04-28",1.62
"531","2017-05-01",1.71
"532","2017-05-02",1.76
"533","2017-05-03",1.64
"534","2017-05-04",1.69
"535","2017-05-05",1.72
"536","2017-05-08",1.78
"537","2017-05-09",1.81
"538","2017-05-10",1.79
"539","2017-05-11",1.85
"540","2017-05-12",2.307
"541","2017-05-15",2.284
"542","2017-05-16",2.25
"543","2017-05-17",2.27
"544","2017-05-18",2.35
"545","2017-05-19",2.31
"546","2017-05-22",2.41
"547","2017-05-23",2.45
"548","2017-05-24",2.53
"549","2017-05-25",2.54
"550","2017-05-26",2.55
"551","2017-05-30",2.43
"552","2017-05-31",2.47
"553","2017-06-01",2.13
"554","2017-06-02",2.13
"555","2017-06-05",2.25
"556","2017-06-06",2.29
"557","2017-06-07",2.5
"558","2017-06-08",2.65
"559","2017-06-09",2.88
"560","2017-06-12",2.779
"561","2017-06-13",2.73
"562","2017-06-14",2.77
"563","2017-06-15",2.79
"564","2017-06-16",2.71
"565","2017-06-19",2.69
"566","2017-06-20",2.57
"567","2017-06-21",2.58
"568","2017-06-22",2.56
"569","2017-06-23",2.52
"570","2017-06-26",2.38
"571","2017-06-27",2.43
"572","2017-06-28",2.369
"573","2017-06-29",2.36
"574","2017-06-30",2.37
"575","2017-07-03",2.4
"576","2017-07-05",2.49
"577","2017-07-06",2.453
"578","2017-07-07",2.44
"579","2017-07-10",2.39
"580","2017-07-11",2.49
"581","2017-07-12",2.6
"582","2017-07-13",2.57
"583","2017-07-14",2.53
"584","2017-07-17",2.59
"585","2017-07-18",2.881
"586","2017-07-19",3.03
"587","2017-07-20",3.119
"588","2017-07-21",3.08
"589","2017-07-24",3.05
"590","2017-07-25",3.07
"591","2017-07-26",3.1
"592","2017-07-27",3.02
"593","2017-07-28",3.008
"594","2017-07-31",2.958
"595","2017-08-01",2.91
"596","2017-08-02",2.75
"597","2017-08-03",2.69
"598","2017-08-04",2.75
"599","2017-08-07",2.908
"600","2017-08-08",2.939
"601","2017-08-09",2.885
"602","2017-08-10",2.646
"603","2017-08-11",2.74
"604","2017-08-14",2.93
"605","2017-08-15",3.01
"606","2017-08-16",2.97
"607","2017-08-17",3.16
"608","2017-08-18",3.09
"609","2017-08-21",3.09
"610","2017-08-22",3
"611","2017-08-23",3.13
"612","2017-08-24",3.15
"613","2017-08-25",3.16
"614","2017-08-28",3.2
"615","2017-08-29",3.125
"616","2017-08-30",3.12
"617","2017-08-31",3.23
"618","2017-09-01",3.26
"619","2017-09-05",3.34
"620","2017-09-06",3.43
"621","2017-09-07",3.3
"622","2017-09-08",3.36
"623","2017-09-11",3.67
"624","2017-09-12",3.75
"625","2017-09-13",3.99
"626","2017-09-14",4.37
"627","2017-09-15",4.07
"628","2017-09-18",4.11
"629","2017-09-19",3.99
"630","2017-09-20",4.07
"631","2017-09-21",4.35
"632","2017-09-22",4.31
"633","2017-09-25",4.35
"634","2017-09-26",4.22
"635","2017-09-27",2.83
"636","2017-09-28",2.68
"637","2017-09-29",2.66
"638","2017-10-02",2.68
"639","2017-10-03",2.77
"640","2017-10-04",2.71
"641","2017-10-05",2.79
"642","2017-10-06",2.86
"643","2017-10-09",2.75
"644","2017-10-10",2.8
"645","2017-10-11",2.84
"646","2017-10-12",2.77
"647","2017-10-13",2.72
"648","2017-10-16",2.77
"649","2017-10-17",2.84
"650","2017-10-18",2.86
"651","2017-10-19",2.87
"652","2017-10-20",2.95
"653","2017-10-23",2.73
"654","2017-10-24",2.7
"655","2017-10-25",2.725
"656","2017-10-26",2.74
"657","2017-10-27",2.68
"658","2017-10-30",2.77
"659","2017-10-31",2.8
"660","2017-11-01",2.81
"661","2017-11-02",2.85
"662","2017-11-03",2.87
"663","2017-11-06",2.86
"664","2017-11-07",2.95
"665","2017-11-08",2.73
"666","2017-11-09",2.79
"667","2017-11-10",3
"668","2017-11-13",3.09
"669","2017-11-14",3.16
"670","2017-11-15",3.04
"671","2017-11-16",3
"672","2017-11-17",2.81
"673","2017-11-20",3.09
"674","2017-11-21",3.04
"675","2017-11-22",3.11
"676","2017-11-24",3.05
"677","2017-11-27",3.08
"678","2017-11-28",2.87
"679","2017-11-29",2.85
"680","2017-11-30",2.88
"681","2017-12-01",2.92
"682","2017-12-04",2.69
"683","2017-12-05",2.76
"684","2017-12-06",2.81
"685","2017-12-07",2.74
"686","2017-12-08",2.75
"687","2017-12-11",2.77
"688","2017-12-12",2.73
"689","2017-12-13",2.7
"690","2017-12-14",2.65
"691","2017-12-15",2.72
"692","2017-12-18",2.74
"693","2017-12-19",2.71
"694","2017-12-20",2.69
"695","2017-12-21",2.71
"696","2017-12-22",2.68
"697","2017-12-26",2.69
"698","2017-12-27",2.73
"699","2017-12-28",2.62
"700","2017-12-29",2.58
"701","2018-01-02",2.69
"702","2018-01-03",2.62
"703","2018-01-04",2.6
"704","2018-01-05",2.6
"705","2018-01-08",2.66
"706","2018-01-09",2.66
"707","2018-01-10",2.67
"708","2018-01-11",2.68
"709","2018-01-12",2.69
"710","2018-01-16",2.64
"711","2018-01-17",2.65
"712","2018-01-18",2.64
"713","2018-01-19",2.65
"714","2018-01-22",2.66
"715","2018-01-23",2.65
"716","2018-01-24",2.6
"717","2018-01-25",2.58
"718","2018-01-26",2.58
"719","2018-01-29",2.59
"720","2018-01-30",2.68
"721","2018-01-31",2.72
"722","2018-02-01",2.67
"723","2018-02-02",2.77
"724","2018-02-05",2.8
"725","2018-02-06",2.8
"726","2018-02-07",2.7
"727","2018-02-08",2.54
"728","2018-02-09",2.47
"729","2018-02-12",2.48
"730","2018-02-13",2.45
"731","2018-02-14",2.48
"732","2018-02-15",2.5
"733","2018-02-16",2.54
"734","2018-02-20",2.58
"735","2018-02-21",2.62
"736","2018-02-22",2.69
"737","2018-02-23",2.71
"738","2018-02-26",2.78
"739","2018-02-27",2.54
"740","2018-02-28",2.62
"741","2018-03-01",2.64
"742","2018-03-02",2.68
"743","2018-03-05",2.69
"744","2018-03-06",2.66
"745","2018-03-07",2.68
"746","2018-03-08",2.68
"747","2018-03-09",2.66
"748","2018-03-12",2.64
"749","2018-03-13",2.58
"750","2018-03-14",2.59
"751","2018-03-15",2.58
"752","2018-03-16",2.57
"753","2018-03-19",2.58
"754","2018-03-20",2.58
"755","2018-03-21",2.57
"756","2018-03-22",2.6
"757","2018-03-23",2.65
"758","2018-03-26",2.64
"759","2018-03-27",2.69
"760","2018-03-28",2.75
"761","2018-03-29",2.795
"762","2018-04-02",2.79
"763","2018-04-03",2.79
"764","2018-04-04",2.87
"765","2018-04-05",2.89
"766","2018-04-06",2.93
"767","2018-04-09",2.98
"768","2018-04-10",3.12
"769","2018-04-11",3.1
"770","2018-04-12",3.05
"771","2018-04-13",2.96
"772","2018-04-16",2.99
"773","2018-04-17",2.97
"774","2018-04-18",2.98
"775","2018-04-19",3.03
"776","2018-04-20",3.05
"777","2018-04-23",3.05
"778","2018-04-24",3.07
"779","2018-04-25",3.04
"780","2018-04-26",2.99
"781","2018-04-27",3.02
"782","2018-04-30",2.95
"783","2018-05-01",3.01
"784","2018-05-02",3.06
"785","2018-05-03",3.05
"786","2018-05-04",3.11
"787","2018-05-07",3.16
"788","2018-05-08",3.14
"789","2018-05-09",3.07
"790","2018-05-10",3.12
"791","2018-05-11",3.18
"792","2018-05-14",3.23
"793","2018-05-15",3.29
"794","2018-05-16",3.24
"795","2018-05-17",3.375
"796","2018-05-18",3.525
"797","2018-05-21",3.6
"798","2018-05-22",3.57
"799","2018-05-23",3.545
"800","2018-05-24",3.605
"801","2018-05-25",3.63
"802","2018-05-29",3.72
"803","2018-05-30",3.61
"804","2018-05-31",3.55
"805","2018-06-01",3.58
"806","2018-06-04",3.475
"807","2018-06-05",3.29
"808","2018-06-06",3.32
"809","2018-06-07",3.3
"810","2018-06-08",3.3
"811","2018-06-11",3.37
"812","2018-06-12",3.35
"813","2018-06-13",3.33
"814","2018-06-14",3.3
"815","2018-06-15",3.3
"816","2018-06-18",3.32
"817","2018-06-19",3.26
"818","2018-06-20",2.89
"819","2018-06-21",2.82
"820","2018-06-22",2.81
"821","2018-06-25",2.81
"822","2018-06-26",2.78
"823","2018-06-27",2.72
"824","2018-06-28",2.77
"825","2018-06-29",2.8
"826","2018-07-02",2.86
"827","2018-07-03",2.87
"828","2018-07-05",2.86
"829","2018-07-06",2.83
"830","2018-07-09",2.645
"831","2018-07-10",1.49
"832","2018-07-11",1.25
"833","2018-07-12",1.33
"834","2018-07-13",1.39
"835","2018-07-16",1.35
"836","2018-07-17",1.33
"837","2018-07-18",1.39
"838","2018-07-19",1.52
"839","2018-07-20",1.43
"840","2018-07-23",1.435
"841","2018-07-24",1.45
"842","2018-07-25",1.43
"843","2018-07-26",1.51
"844","2018-07-27",1.51
"845","2018-07-30",1.48
"846","2018-07-31",1.53
"847","2018-08-01",1.54
"848","2018-08-02",1.51
"849","2018-08-03",1.49
"850","2018-08-06",1.53
"851","2018-08-07",1.53
"852","2018-08-08",1.56
"853","2018-08-09",1.57
"854","2018-08-10",1.54
"855","2018-08-13",1.57
"856","2018-08-14",1.57
"857","2018-08-15",1.57
"858","2018-08-16",1.57
"859","2018-08-17",1.58
"860","2018-08-20",1.59
"861","2018-08-21",1.62
"862","2018-08-22",1.64
"863","2018-08-23",1.63
"864","2018-08-24",1.63
"865","2018-08-27",1.59
"866","2018-08-28",1.625
"867","2018-08-29",1.64
"868","2018-08-30",1.61
"869","2018-08-31",1.55
"870","2018-09-04",1.6
"871","2018-09-05",1.59
"872","2018-09-06",1.57
"873","2018-09-07",1.62
"874","2018-09-10",1.59
"875","2018-09-11",1.56
"876","2018-09-12",1.6
"877","2018-09-13",1.605
"878","2018-09-14",1.59
"879","2018-09-17",1.58
"880","2018-09-18",1.61
"881","2018-09-19",1.62
"882","2018-09-20",1.63
"883","2018-09-21",1.63
"884","2018-09-24",1.62
"885","2018-09-25",1.58
"886","2018-09-26",1.59
"887","2018-09-27",1.63
"888","2018-09-28",1.64
"889","2018-10-01",1.64
"890","2018-10-02",1.63
"891","2018-10-03",1.61
"892","2018-10-04",1.623
"893","2018-10-05",1.63
"894","2018-10-08",1.66
"895","2018-10-09",1.75
"896","2018-10-10",1.62
"897","2018-10-11",1.56
"898","2018-10-12",1.6
"899","2018-10-15",1.58
"900","2018-10-16",1.61
"901","2018-10-17",1.59
"902","2018-10-18",1.58
"903","2018-10-19",1.56
"904","2018-10-22",1.55
"905","2018-10-23",1.6
"906","2018-10-24",1.6
"907","2018-10-25",1.64
"908","2018-10-26",1.63
"909","2018-10-29",1.58
"910","2018-10-30",1.64
"911","2018-10-31",1.64
"912","2018-11-01",1.78
"913","2018-11-02",1.72
"914","2018-11-05",1.69
"915","2018-11-06",1.79
"916","2018-11-07",1.76
"917","2018-11-08",1.82
"918","2018-11-09",1.79
"919","2018-11-12",1.71
"920","2018-11-13",1.65
"921","2018-11-14",1.66
"922","2018-11-15",1.64
"923","2018-11-16",1.64
"924","2018-11-19",1.68
"925","2018-11-20",1.68
"926","2018-11-21",1.7
"927","2018-11-23",1.8
"928","2018-11-26",1.75
"929","2018-11-27",1.78
"930","2018-11-28",1.8
"931","2018-11-29",1.77
"932","2018-11-30",1.7
"933","2018-12-03",1.78
"934","2018-12-04",1.76
"935","2018-12-06",1.77
"936","2018-12-07",1.66
"937","2018-12-10",1.58
"938","2018-12-11",1.59
"939","2018-12-12",1.64
"940","2018-12-13",1.65
"941","2018-12-14",1.75
"942","2018-12-17",1.78
"943","2018-12-18",1.76
"944","2018-12-19",1.74
"945","2018-12-20",1.78
"946","2018-12-21",1.79
"947","2018-12-24",1.75
"948","2018-12-26",1.78
"949","2018-12-27",1.85
"950","2018-12-28",1.77
"951","2018-12-31",1.74
"952","2019-01-02",1.8
"953","2019-01-03",1.77
"954","2019-01-04",1.78
"955","2019-01-07",1.79
"956","2019-01-08",1.8
"957","2019-01-09",1.78
"958","2019-01-10",1.8
"959","2019-01-11",1.82
"960","2019-01-14",1.83
"961","2019-01-15",1.76
"962","2019-01-16",1.82
"963","2019-01-17",1.79
"964","2019-01-18",1.78
"965","2019-01-22",1.8
"966","2019-01-23",1.8
"967","2019-01-24",1.82
"968","2019-01-25",1.78
"969","2019-01-28",1.73
"970","2019-01-29",1.7
"971","2019-01-30",1.7
"972","2019-01-31",1.66
"973","2019-02-01",1.62
"974","2019-02-04",1.68
"975","2019-02-05",1.66
"976","2019-02-06",1.68
"977","2019-02-07",1.66
"978","2019-02-08",1.66
"979","2019-02-11",1.56
"980","2019-02-12",1.56
"981","2019-02-13",1.58
"982","2019-02-14",1.57
"983","2019-02-15",1.6
"984","2019-02-19",1.68
"985","2019-02-20",1.69
"986","2019-02-21",1.66
"987","2019-02-22",1.67
"988","2019-02-25",1.61
"989","2019-02-26",1.6
"990","2019-02-27",1.6
"991","2019-02-28",1.55
"992","2019-03-01",1.54
"993","2019-03-04",1.54
"994","2019-03-05",1.63
"995","2019-03-06",1.59
"996","2019-03-07",1.59
"997","2019-03-08",1.57
"998","2019-03-11",1.55
