"","date","TANH"
"1","2015-03-24",8
"2","2015-03-25",6.97
"3","2015-03-26",6.66
"4","2015-03-27",6.79
"5","2015-03-30",7.8
"6","2015-03-31",8
"7","2015-04-01",8.11
"8","2015-04-02",8.5
"9","2015-04-06",9.64
"10","2015-04-07",9.96
"11","2015-04-08",9.71
"12","2015-04-09",10.95
"13","2015-04-10",13.94
"14","2015-04-13",15
"15","2015-04-14",13.25
"16","2015-04-15",15.05
"17","2015-04-16",14.5
"18","2015-04-17",13.558
"19","2015-04-20",12.4
"20","2015-04-21",11.42
"21","2015-04-22",11.82
"22","2015-04-23",11.75
"23","2015-04-24",12.29
"24","2015-04-27",12.99
"25","2015-04-28",13
"26","2015-04-29",13.99
"27","2015-04-30",14.1
"28","2015-05-01",13.37
"29","2015-05-04",13.47
"30","2015-05-05",12.3
"31","2015-05-06",12.2
"32","2015-05-07",12.64
"33","2015-05-08",12.41
"34","2015-05-11",12.02
"35","2015-05-12",11.1
"36","2015-05-13",10.12
"37","2015-05-14",10.6
"38","2015-05-15",10.74
"39","2015-05-18",12.18
"40","2015-05-19",14.44
"41","2015-05-20",14.3
"42","2015-05-21",13.41
"43","2015-05-22",13.42
"44","2015-05-26",13.38
"45","2015-05-27",14.36
"46","2015-05-28",15.22
"47","2015-05-29",14.19
"48","2015-06-01",14.75
"49","2015-06-02",18.040001
"50","2015-06-03",18.77
"51","2015-06-04",18.18
"52","2015-06-05",21.24
"53","2015-06-08",20.52
"54","2015-06-09",20.610001
"55","2015-06-10",19.82
"56","2015-06-11",18.43
"57","2015-06-12",20.139999
"58","2015-06-15",21.48
"59","2015-06-16",20.889999
"60","2015-06-17",20.209999
"61","2015-06-18",21.18
"62","2015-06-19",21.15
"63","2015-06-22",21.35
"64","2015-06-23",19.280001
"65","2015-06-24",20.290001
"66","2015-06-25",19
"67","2015-06-26",18.02
"68","2015-06-29",18.799999
"69","2015-06-30",18.85
"70","2015-07-01",19.26
"71","2015-07-02",18.93
"72","2015-07-06",19.440001
"73","2015-07-07",18.93
"74","2015-07-08",18.610001
"75","2015-07-09",18.959999
"76","2015-07-10",19.17
"77","2015-07-13",19.27
"78","2015-07-14",19.67
"79","2015-07-15",19.040001
"80","2015-07-16",18.620001
"81","2015-07-17",18.809999
"82","2015-07-20",18.700001
"83","2015-07-21",18.58
"84","2015-07-22",18.629999
"85","2015-07-23",22.059999
"86","2015-07-24",20.799999
"87","2015-07-27",20.879999
"88","2015-07-28",23.709999
"89","2015-07-29",25.950001
"90","2015-07-30",24.110001
"91","2015-07-31",24.700001
"92","2015-08-03",24
"93","2015-08-04",24.99
"94","2015-08-05",23.43
"95","2015-08-06",24.76
"96","2015-08-07",25
"97","2015-08-10",24.870001
"98","2015-08-11",24.23
"99","2015-08-12",23.809999
"100","2015-08-13",22.209999
"101","2015-08-14",23.33
"102","2015-08-17",25.360001
"103","2015-08-18",24.26
"104","2015-08-19",23.290001
"105","2015-08-20",23.52
"106","2015-08-21",22.110001
"107","2015-08-24",21.309999
"108","2015-08-25",22.08
"109","2015-08-26",26.190001
"110","2015-08-27",28.263
"111","2015-08-28",29.91
"112","2015-08-31",31.09
"113","2015-09-01",30.33
"114","2015-09-02",28.92
"115","2015-09-03",29.24
"116","2015-09-04",29.75
"117","2015-09-08",30.09
"118","2015-09-09",28.370001
"119","2015-09-10",27.709999
"120","2015-09-11",25.35
"121","2015-09-14",24.790001
"122","2015-09-15",25.24
"123","2015-09-16",25.52
"124","2015-09-17",25.620001
"125","2015-09-18",26.83
"126","2015-09-21",25.4
"127","2015-09-22",21.280001
"128","2015-09-23",19.83
"129","2015-09-24",18.450001
"130","2015-09-25",17.91
"131","2015-09-28",17.41
"132","2015-09-29",18
"133","2015-09-30",15.95
"134","2015-10-01",12.63
"135","2015-10-02",10.38
"136","2015-10-05",9.58
"137","2015-10-06",7.42
"138","2015-10-07",7.43
"139","2015-10-08",6.74
"140","2015-10-09",6.76
"141","2015-10-12",7.36
"142","2015-10-13",9.83
"143","2015-10-14",9.28
"144","2015-10-15",8.37
"145","2015-10-16",4.55
"146","2015-10-19",4.61
"147","2015-10-20",4.29
"148","2015-10-21",4.04
"149","2015-10-22",3.82
"150","2015-10-23",3.96
"151","2015-10-26",3.72
"152","2015-10-27",3.74
"153","2015-10-28",3.69
"154","2015-10-29",3.52
"155","2015-10-30",3.12
"156","2015-11-02",3.47
"157","2015-11-03",3.73
"158","2015-11-04",4.9
"159","2015-11-05",4.95
"160","2015-11-06",4.39
"161","2015-11-09",4.705
"162","2015-11-10",5.03
"163","2015-11-11",4.75
"164","2015-11-12",4.39
"165","2015-11-13",4.34
"166","2015-11-16",4.7
"167","2015-11-17",4.69
"168","2015-11-18",5.26
"169","2015-11-19",5.5
"170","2015-11-20",5.41
"171","2015-11-23",5.53
"172","2015-11-24",5.35
"173","2015-11-25",4.85
"174","2015-11-27",5.02
"175","2015-11-30",5.04
"176","2015-12-01",5.35
"177","2015-12-02",5.33
"178","2015-12-03",4.87
"179","2015-12-04",4.78
"180","2015-12-07",4.7
"181","2015-12-08",4.65
"182","2015-12-09",4.69
"183","2015-12-10",4.73
"184","2015-12-11",4.75
"185","2015-12-14",4.9
"186","2015-12-15",5.22
"187","2015-12-16",5.28
"188","2015-12-17",5.27
"189","2015-12-18",4.69
"190","2015-12-21",4.97
"191","2015-12-22",5.22
"192","2015-12-23",4.97
"193","2015-12-24",5.13
"194","2015-12-28",5.32
"195","2015-12-29",5.34
"196","2015-12-30",5.35
"197","2015-12-31",5.26
"198","2016-01-04",5.47
"199","2016-01-05",5.08
"200","2016-01-06",4.99
"201","2016-01-07",4.85
"202","2016-01-08",5.1
"203","2016-01-11",4.94
"204","2016-01-12",4.64
"205","2016-01-13",4.5
"206","2016-01-14",4.36
"207","2016-01-15",4.61
"208","2016-01-19",4.875
"209","2016-01-20",4.57
"210","2016-01-21",4.6
"211","2016-01-22",4.63
"212","2016-01-25",4.83
"213","2016-01-26",4.99
"214","2016-01-27",5.05
"215","2016-01-28",5.4
"216","2016-01-29",5.35
"217","2016-02-01",5.01
"218","2016-02-02",5.26
"219","2016-02-03",5.12
"220","2016-02-04",4.91
"221","2016-02-05",4.92
"222","2016-02-08",4.83
"223","2016-02-09",4.942
"224","2016-02-10",5.24
"225","2016-02-11",5.09
"226","2016-02-12",5.3
"227","2016-02-16",5.18
"228","2016-02-17",5.25
"229","2016-02-18",5.28
"230","2016-02-19",5.3
"231","2016-02-22",5.16
"232","2016-02-23",5.2
"233","2016-02-24",5.4
"234","2016-02-25",5.31
"235","2016-02-26",5.31
"236","2016-02-29",5.3
"237","2016-03-01",5.23
"238","2016-03-02",5.11
"239","2016-03-03",4.97
"240","2016-03-04",4.54
"241","2016-03-07",4.71
"242","2016-03-08",4.81
"243","2016-03-09",4.68
"244","2016-03-10",5.02
"245","2016-03-11",5.03
"246","2016-03-14",5.19
"247","2016-03-15",5.02
"248","2016-03-16",5.08
"249","2016-03-17",5.27
"250","2016-03-18",5.11
"251","2016-03-21",5.45
"252","2016-03-22",5.47
"253","2016-03-23",5.3
"254","2016-03-24",5.79
"255","2016-03-28",5.72
"256","2016-03-29",5.89
"257","2016-03-30",5.78
"258","2016-03-31",5.8
"259","2016-04-01",5.69
"260","2016-04-04",5.57
"261","2016-04-05",5.47
"262","2016-04-06",4.98
"263","2016-04-07",5.01
"264","2016-04-08",5.1
"265","2016-04-11",5.11
"266","2016-04-12",5.11
"267","2016-04-13",5.29
"268","2016-04-14",5.06
"269","2016-04-15",5.04
"270","2016-04-18",5.17
"271","2016-04-19",5
"272","2016-04-20",4.9
"273","2016-04-21",4.96
"274","2016-04-22",5
"275","2016-04-25",4.68
"276","2016-04-26",4.75
"277","2016-04-27",4.71
"278","2016-04-28",4.58
"279","2016-04-29",4.6
"280","2016-05-02",4.62
"281","2016-05-03",4.56
"282","2016-05-04",4.63
"283","2016-05-05",4.21
"284","2016-05-06",4.25
"285","2016-05-09",4.1
"286","2016-05-10",3.76
"287","2016-05-11",3.7
"288","2016-05-12",3.75
"289","2016-05-13",3.72
"290","2016-05-16",3.446
"291","2016-05-17",3.5
"292","2016-05-18",3.43
"293","2016-05-19",3.39
"294","2016-05-20",3.234
"295","2016-05-23",3.28
"296","2016-05-24",3.309
"297","2016-05-25",3.4
"298","2016-05-26",3.79
"299","2016-05-27",4.1
"300","2016-05-31",4.21
"301","2016-06-01",4.15
"302","2016-06-02",3.86
"303","2016-06-03",3.88
"304","2016-06-06",4.05
"305","2016-06-07",4.22
"306","2016-06-08",4.23
"307","2016-06-09",4.3
"308","2016-06-10",4.4
"309","2016-06-13",3.905
"310","2016-06-14",3.46
"311","2016-06-15",3.7
"312","2016-06-16",3.59
"313","2016-06-17",3.39
"314","2016-06-20",4.1
"315","2016-06-21",3.96
"316","2016-06-22",3.61
"317","2016-06-23",4.03
"318","2016-06-24",4.34
"319","2016-06-27",4.31
"320","2016-06-28",4.3
"321","2016-06-29",4.28
"322","2016-06-30",4.25
"323","2016-07-01",4.36
"324","2016-07-05",4.33
"325","2016-07-06",4.25
"326","2016-07-07",4.21
"327","2016-07-08",4.1
"328","2016-07-11",4.09
"329","2016-07-12",3.9
"330","2016-07-13",3.86
"331","2016-07-14",4.02
"332","2016-07-15",3.92
"333","2016-07-18",3.89
"334","2016-07-19",3.855
"335","2016-07-20",3.82
"336","2016-07-21",3.82
"337","2016-07-22",3.77
"338","2016-07-25",3.8
"339","2016-07-26",3.79
"340","2016-07-27",3.82
"341","2016-07-28",3.91
"342","2016-07-29",3.96
"343","2016-08-01",4.099
"344","2016-08-02",4.05
"345","2016-08-03",3.969
"346","2016-08-04",3.98
"347","2016-08-05",3.97
"348","2016-08-08",3.9
"349","2016-08-09",3.99
"350","2016-08-10",3.98
"351","2016-08-11",3.89
"352","2016-08-12",3.88
"353","2016-08-15",3.8
"354","2016-08-16",3.748
"355","2016-08-17",3.73
"356","2016-08-18",3.8
"357","2016-08-19",3.61
"358","2016-08-22",3.65
"359","2016-08-23",3.67
"360","2016-08-24",3.63
"361","2016-08-25",3.51
"362","2016-08-26",3.39
"363","2016-08-29",3.42
"364","2016-08-30",3.4
"365","2016-08-31",3.43
"366","2016-09-01",3.39
"367","2016-09-02",3.36
"368","2016-09-06",3.37
"369","2016-09-07",3.41
"370","2016-09-08",3.39
"371","2016-09-09",3.37
"372","2016-09-12",2.93
"373","2016-09-13",2.28
"374","2016-09-14",2.21
"375","2016-09-15",2.17
"376","2016-09-16",2.34
"377","2016-09-19",2.63
"378","2016-09-20",2.29
"379","2016-09-21",2.42
"380","2016-09-22",2.53
"381","2016-09-23",2.38
"382","2016-09-26",2.26
"383","2016-09-27",1.88
"384","2016-09-28",2.001
"385","2016-09-29",1.92
"386","2016-09-30",2.02
"387","2016-10-03",2.08
"388","2016-10-04",2.25
"389","2016-10-05",2.25
"390","2016-10-06",2.23
"391","2016-10-07",2.03
"392","2016-10-10",2
"393","2016-10-11",2.27
"394","2016-10-12",2.17
"395","2016-10-13",2.19
"396","2016-10-14",2.21
"397","2016-10-17",2.2
"398","2016-10-18",2.282
"399","2016-10-19",2.56
"400","2016-10-20",2.63
"401","2016-10-21",2.46
"402","2016-10-24",2.33
"403","2016-10-25",2.22
"404","2016-10-26",2.26
"405","2016-10-27",2.29
"406","2016-10-28",2.31
"407","2016-10-31",2.215
"408","2016-11-01",2.18
"409","2016-11-02",2.04
"410","2016-11-03",2.03
"411","2016-11-04",2.02
"412","2016-11-07",2.17
"413","2016-11-08",2.18
"414","2016-11-09",2.14
"415","2016-11-10",2.47
"416","2016-11-11",2.422
"417","2016-11-14",2.43
"418","2016-11-15",2.41
"419","2016-11-16",2.29
"420","2016-11-17",2.26
"421","2016-11-18",2.38
"422","2016-11-21",2.44
"423","2016-11-22",2.42
"424","2016-11-23",2.36
"425","2016-11-25",2.25
"426","2016-11-28",2.25
"427","2016-11-29",2.25
"428","2016-11-30",2.24
"429","2016-12-01",2.3
"430","2016-12-02",2.33
"431","2016-12-05",2.3
"432","2016-12-06",2.35
"433","2016-12-07",2.38
"434","2016-12-08",2.4
"435","2016-12-09",2.41
"436","2016-12-12",2.3
"437","2016-12-13",2.28
"438","2016-12-14",2.24
"439","2016-12-15",2.11
"440","2016-12-16",2.15
"441","2016-12-19",2.19
"442","2016-12-20",2.24
"443","2016-12-21",2.219
"444","2016-12-22",2.24
"445","2016-12-23",2.15
