"","date","KRC"
"1","2007-01-03",77.739998
"2","2007-01-04",78.959999
"3","2007-01-05",77.860001
"4","2007-01-08",77.389999
"5","2007-01-09",77.779999
"6","2007-01-10",78.849998
"7","2007-01-11",80.510002
"8","2007-01-12",80.980003
"9","2007-01-16",82.18
"10","2007-01-17",82.510002
"11","2007-01-18",81.980003
"12","2007-01-19",82.690002
"13","2007-01-22",82.720001
"14","2007-01-23",82.709999
"15","2007-01-24",84.160004
"16","2007-01-25",85.110001
"17","2007-01-26",85.25
"18","2007-01-29",85.5
"19","2007-01-30",85.699997
"20","2007-01-31",86.839996
"21","2007-02-01",87.080002
"22","2007-02-02",87.279999
"23","2007-02-05",86.93
"24","2007-02-06",87.330002
"25","2007-02-07",88.279999
"26","2007-02-08",88.760002
"27","2007-02-09",88.68
"28","2007-02-12",86.599998
"29","2007-02-13",89.800003
"30","2007-02-14",87.580002
"31","2007-02-15",87.599998
"32","2007-02-16",86.900002
"33","2007-02-20",88.120003
"34","2007-02-21",87.209999
"35","2007-02-22",86.580002
"36","2007-02-23",84.639999
"37","2007-02-26",85.169998
"38","2007-02-27",82.540001
"39","2007-02-28",82.470001
"40","2007-03-01",81.650002
"41","2007-03-02",80.650002
"42","2007-03-05",77.339996
"43","2007-03-06",78.419998
"44","2007-03-07",77.290001
"45","2007-03-08",78.400002
"46","2007-03-09",79.889999
"47","2007-03-12",79.629997
"48","2007-03-13",76.669998
"49","2007-03-14",76.099998
"50","2007-03-15",76.830002
"51","2007-03-16",75.330002
"52","2007-03-19",74.75
"53","2007-03-20",74.610001
"54","2007-03-21",75.690002
"55","2007-03-22",76.239998
"56","2007-03-23",77.099998
"57","2007-03-26",75.330002
"58","2007-03-27",73.370003
"59","2007-03-28",72.699997
"60","2007-03-29",72.889999
"61","2007-03-30",73.75
"62","2007-04-02",74.43
"63","2007-04-03",75.120003
"64","2007-04-04",74.809998
"65","2007-04-05",74.800003
"66","2007-04-09",75.18
"67","2007-04-10",75.18
"68","2007-04-11",73.699997
"69","2007-04-12",73.379997
"70","2007-04-13",74.190002
"71","2007-04-16",74.459999
"72","2007-04-17",75.050003
"73","2007-04-18",74.769997
"74","2007-04-19",74.18
"75","2007-04-20",74.940002
"76","2007-04-23",76.489998
"77","2007-04-24",75.760002
"78","2007-04-25",75.919998
"79","2007-04-26",76.279999
"80","2007-04-27",76.919998
"81","2007-04-30",75.93
"82","2007-05-01",75.589996
"83","2007-05-02",75.989998
"84","2007-05-03",76.190002
"85","2007-05-04",75.690002
"86","2007-05-07",75.709999
"87","2007-05-08",75.040001
"88","2007-05-09",75.860001
"89","2007-05-10",74.25
"90","2007-05-11",74.660004
"91","2007-05-14",73.489998
"92","2007-05-15",72.599998
"93","2007-05-16",71.709999
"94","2007-05-17",70.25
"95","2007-05-18",69.480003
"96","2007-05-21",70.620003
"97","2007-05-22",72.93
"98","2007-05-23",71.699997
"99","2007-05-24",70.489998
"100","2007-05-25",70.360001
"101","2007-05-29",72.339996
"102","2007-05-30",74.25
"103","2007-05-31",74.32
"104","2007-06-01",74.660004
"105","2007-06-04",75.839996
"106","2007-06-05",75.43
"107","2007-06-06",75.43
"108","2007-06-07",73.629997
"109","2007-06-08",74.129997
"110","2007-06-11",73.260002
"111","2007-06-12",71.889999
"112","2007-06-13",73.599998
"113","2007-06-14",72.610001
"114","2007-06-15",73.029999
"115","2007-06-18",72.360001
"116","2007-06-19",72.989998
"117","2007-06-20",71.949997
"118","2007-06-21",71.110001
"119","2007-06-22",70.760002
"120","2007-06-25",69.959999
"121","2007-06-26",69.910004
"122","2007-06-27",71.550003
"123","2007-06-28",71.370003
"124","2007-06-29",70.839996
"125","2007-07-02",72.330002
"126","2007-07-03",72.019997
"127","2007-07-05",73.199997
"128","2007-07-06",73.089996
"129","2007-07-09",72.599998
"130","2007-07-10",70.459999
"131","2007-07-11",70.209999
"132","2007-07-12",70.400002
"133","2007-07-13",70.919998
"134","2007-07-16",70.800003
"135","2007-07-17",70.949997
"136","2007-07-18",71.339996
"137","2007-07-19",71.769997
"138","2007-07-20",70.769997
"139","2007-07-23",69.489998
"140","2007-07-24",68.349998
"141","2007-07-25",67.010002
"142","2007-07-26",65.120003
"143","2007-07-27",62.650002
"144","2007-07-30",63.099998
"145","2007-07-31",64.43
"146","2007-08-01",64.269997
"147","2007-08-02",63.400002
"148","2007-08-03",61.689999
"149","2007-08-06",63.369999
"150","2007-08-07",63.41
"151","2007-08-08",66.18
"152","2007-08-09",66.160004
"153","2007-08-10",63.91
"154","2007-08-13",63.779999
"155","2007-08-14",60.419998
"156","2007-08-15",59.619999
"157","2007-08-16",61.299999
"158","2007-08-17",61.799999
"159","2007-08-20",62.200001
"160","2007-08-21",62.560001
"161","2007-08-22",63.200001
"162","2007-08-23",62.240002
"163","2007-08-24",61.490002
"164","2007-08-27",60.43
"165","2007-08-28",58.639999
"166","2007-08-29",58.950001
"167","2007-08-30",58.900002
"168","2007-08-31",61.130001
"169","2007-09-04",61.279999
"170","2007-09-05",60.220001
"171","2007-09-06",59.810001
"172","2007-09-07",57.560001
"173","2007-09-10",57
"174","2007-09-11",57.310001
"175","2007-09-12",56.790001
"176","2007-09-13",57.68
"177","2007-09-14",57.799999
"178","2007-09-17",58.330002
"179","2007-09-18",60.02
"180","2007-09-19",61.639999
"181","2007-09-20",60.889999
"182","2007-09-21",60.709999
"183","2007-09-24",62
"184","2007-09-25",61.220001
"185","2007-09-26",60.599998
"186","2007-09-27",60.599998
"187","2007-09-28",60.630001
"188","2007-10-01",62.959999
"189","2007-10-02",64.57
"190","2007-10-03",65.209999
"191","2007-10-04",66.620003
"192","2007-10-05",68.290001
"193","2007-10-08",67.599998
"194","2007-10-09",67.989998
"195","2007-10-10",68.150002
"196","2007-10-11",67.739998
"197","2007-10-12",68
"198","2007-10-15",67.019997
"199","2007-10-16",65.230003
"200","2007-10-17",64.309998
"201","2007-10-18",64.150002
"202","2007-10-19",61.759998
"203","2007-10-22",61.959999
"204","2007-10-23",62.880001
"205","2007-10-24",63.52
"206","2007-10-25",63.630001
"207","2007-10-26",63.970001
"208","2007-10-29",63.240002
"209","2007-10-30",63.389999
"210","2007-10-31",65.040001
"211","2007-11-01",62.860001
"212","2007-11-02",61.73
"213","2007-11-05",60.869999
"214","2007-11-06",60.849998
"215","2007-11-07",58.34
"216","2007-11-08",58.299999
"217","2007-11-09",58.57
"218","2007-11-12",57.990002
"219","2007-11-13",59.66
"220","2007-11-14",58.450001
"221","2007-11-15",59.119999
"222","2007-11-16",58.200001
"223","2007-11-19",56.599998
"224","2007-11-20",54.68
"225","2007-11-21",54.27
"226","2007-11-23",55.25
"227","2007-11-26",53.209999
"228","2007-11-27",54.540001
"229","2007-11-28",55.540001
"230","2007-11-29",55.299999
"231","2007-11-30",55.889999
"232","2007-12-03",55.759998
"233","2007-12-04",54.16
"234","2007-12-05",56.41
"235","2007-12-06",57.650002
"236","2007-12-07",57.599998
"237","2007-12-10",58.299999
"238","2007-12-11",56.759998
"239","2007-12-12",56
"240","2007-12-13",55.860001
"241","2007-12-14",54.860001
"242","2007-12-17",54.32
"243","2007-12-18",53.830002
"244","2007-12-19",53.860001
"245","2007-12-20",54.41
"246","2007-12-21",54.84
"247","2007-12-24",56.759998
"248","2007-12-26",55.66
"249","2007-12-27",53.41
"250","2007-12-28",52.66
"251","2007-12-31",54.959999
"252","2008-01-02",53.639999
"253","2008-01-03",51.5
"254","2008-01-04",48.950001
"255","2008-01-07",49.779999
"256","2008-01-08",47.689999
"257","2008-01-09",47.639999
"258","2008-01-10",49.57
"259","2008-01-11",49.860001
"260","2008-01-14",50.139999
"261","2008-01-15",49.009998
"262","2008-01-16",49.09
"263","2008-01-17",47.720001
"264","2008-01-18",46.619999
"265","2008-01-22",46.830002
"266","2008-01-23",50.529999
"267","2008-01-24",49.240002
"268","2008-01-25",49
"269","2008-01-28",50
"270","2008-01-29",50.07
"271","2008-01-30",48.700001
"272","2008-01-31",48.790001
"273","2008-02-01",51.040001
"274","2008-02-04",50.34
"275","2008-02-05",49.209999
"276","2008-02-06",47.400002
"277","2008-02-07",47.889999
"278","2008-02-08",47.209999
"279","2008-02-11",45.810001
"280","2008-02-12",47.27
"281","2008-02-13",47.68
"282","2008-02-14",47
"283","2008-02-15",47.75
"284","2008-02-19",47.389999
"285","2008-02-20",47.09
"286","2008-02-21",45.68
"287","2008-02-22",47.73
"288","2008-02-25",49.599998
"289","2008-02-26",50.91
"290","2008-02-27",49.540001
"291","2008-02-28",48.369999
"292","2008-02-29",47.43
"293","2008-03-03",48
"294","2008-03-04",47.369999
"295","2008-03-05",47.02
"296","2008-03-06",45.66
"297","2008-03-07",45.68
"298","2008-03-10",44.810001
"299","2008-03-11",47.150002
"300","2008-03-12",46.59
"301","2008-03-13",46.830002
"302","2008-03-14",46.290001
"303","2008-03-17",45.75
"304","2008-03-18",48.549999
"305","2008-03-19",47.91
"306","2008-03-20",49.650002
"307","2008-03-24",50.959999
"308","2008-03-25",50.869999
"309","2008-03-26",49.639999
"310","2008-03-27",49.290001
"311","2008-03-28",48.310001
"312","2008-03-31",49.110001
"313","2008-04-01",52.02
"314","2008-04-02",52.119999
"315","2008-04-03",52.419998
"316","2008-04-04",52.619999
"317","2008-04-07",52.200001
"318","2008-04-08",51.959999
"319","2008-04-09",51.25
"320","2008-04-10",51.75
"321","2008-04-11",50.900002
"322","2008-04-14",50.310001
"323","2008-04-15",50.52
"324","2008-04-16",52.959999
"325","2008-04-17",53.459999
"326","2008-04-18",52.75
"327","2008-04-21",52.57
"328","2008-04-22",54
"329","2008-04-23",54.450001
"330","2008-04-24",55.540001
"331","2008-04-25",55.049999
"332","2008-04-28",54.220001
"333","2008-04-29",53.060001
"334","2008-04-30",52.32
"335","2008-05-01",53.650002
"336","2008-05-02",53.450001
"337","2008-05-05",53.549999
"338","2008-05-06",53.990002
"339","2008-05-07",53.189999
"340","2008-05-08",52.82
"341","2008-05-09",52.439999
"342","2008-05-12",53.380001
"343","2008-05-13",53.099998
"344","2008-05-14",53.189999
"345","2008-05-15",53.580002
"346","2008-05-16",53.77
"347","2008-05-19",53.32
"348","2008-05-20",52.970001
"349","2008-05-21",52.189999
"350","2008-05-22",51.75
"351","2008-05-23",51.77
"352","2008-05-27",52.169998
"353","2008-05-28",52.700001
"354","2008-05-29",54.240002
"355","2008-05-30",54.52
"356","2008-06-02",53.900002
"357","2008-06-03",53.75
"358","2008-06-04",54.290001
"359","2008-06-05",55.439999
"360","2008-06-06",52.610001
"361","2008-06-09",51.009998
"362","2008-06-10",50.790001
"363","2008-06-11",50.060001
"364","2008-06-12",50.639999
"365","2008-06-13",51.349998
"366","2008-06-16",52.259998
"367","2008-06-17",50.119999
"368","2008-06-18",49.5
"369","2008-06-19",50.98
"370","2008-06-20",49.490002
"371","2008-06-23",48.619999
"372","2008-06-24",48.880001
"373","2008-06-25",48.869999
"374","2008-06-26",46.720001
"375","2008-06-27",46.52
"376","2008-06-30",47.029999
"377","2008-07-01",47.25
"378","2008-07-02",46.400002
"379","2008-07-03",45.990002
"380","2008-07-07",45.23
"381","2008-07-08",49.900002
"382","2008-07-09",44.91
"383","2008-07-10",45.77
"384","2008-07-11",44.369999
"385","2008-07-14",42.389999
"386","2008-07-15",42.369999
"387","2008-07-16",45.259998
"388","2008-07-17",46.110001
"389","2008-07-18",46.049999
"390","2008-07-21",47.360001
"391","2008-07-22",49.650002
"392","2008-07-23",50.34
"393","2008-07-24",46.790001
"394","2008-07-25",47.860001
"395","2008-07-28",46.189999
"396","2008-07-29",46.98
"397","2008-07-30",46.139999
"398","2008-07-31",45.810001
"399","2008-08-01",46.220001
"400","2008-08-04",45.360001
"401","2008-08-05",47.860001
"402","2008-08-06",47.709999
"403","2008-08-07",46.369999
"404","2008-08-08",47.740002
"405","2008-08-11",48.810001
"406","2008-08-12",47.849998
"407","2008-08-13",47.68
"408","2008-08-14",48.849998
"409","2008-08-15",48.93
"410","2008-08-18",48.470001
"411","2008-08-19",47.869999
"412","2008-08-20",47.540001
"413","2008-08-21",47.330002
"414","2008-08-22",49.200001
"415","2008-08-25",47.759998
"416","2008-08-26",48.060001
"417","2008-08-27",48.759998
"418","2008-08-28",50.349998
"419","2008-08-29",50.049999
"420","2008-09-02",49.990002
"421","2008-09-03",50.049999
"422","2008-09-04",48.549999
"423","2008-09-05",48.849998
"424","2008-09-08",50.73
"425","2008-09-09",49.060001
"426","2008-09-10",49.599998
"427","2008-09-11",49.959999
"428","2008-09-12",50.75
"429","2008-09-15",47.119999
"430","2008-09-16",48.93
"431","2008-09-17",46
"432","2008-09-18",50.48
"433","2008-09-19",52.299999
"434","2008-09-22",47.720001
"435","2008-09-23",49.610001
"436","2008-09-24",48.400002
"437","2008-09-25",48.5
"438","2008-09-26",48.919998
"439","2008-09-29",44.720001
"440","2008-09-30",47.790001
