"","date","GECC"
"1","2016-11-04",12.058537
"2","2016-11-07",10.760976
"3","2016-11-08",10.75122
"4","2016-11-09",10.780488
"5","2016-11-10",10.780488
"6","2016-11-11",10.75122
"7","2016-11-14",10.614635
"8","2016-11-15",10.458536
"9","2016-11-16",10.456585
"10","2016-11-17",10.505366
"11","2016-11-18",10.243902
"12","2016-11-21",10.585366
"13","2016-11-22",10.663415
"14","2016-11-23",10.663415
"15","2016-11-25",10.585366
"16","2016-11-28",10.682927
"17","2016-11-29",10.634147
"18","2016-11-30",10.634147
"19","2016-12-01",10.52683
"20","2016-12-02",10.4
"21","2016-12-05",10.4
"22","2016-12-06",10.536586
"23","2016-12-07",10.478048
"24","2016-12-08",10.419512
"25","2016-12-09",10.595122
"26","2016-12-12",10.439024
"27","2016-12-13",10.390244
"28","2016-12-14",10.370731
"29","2016-12-15",10.341463
"30","2016-12-16",10.341463
"31","2016-12-19",10.292683
"32","2016-12-20",10.243902
"33","2016-12-21",10.269268
"34","2016-12-22",10.263414
"35","2016-12-23",10.243902
"36","2016-12-27",10.731708
"37","2016-12-28",10.75122
"38","2016-12-29",10.97561
"39","2016-12-30",11.385365
"40","2017-01-03",11.287805
"41","2017-01-04",11.414634
"42","2017-01-05",11.502439
"43","2017-01-06",11.287805
"44","2017-01-09",11.24878
"45","2017-01-10",11.180488
"46","2017-01-11",11.102439
"47","2017-01-12",11.102439
"48","2017-01-13",11.229268
"49","2017-01-17",11.180488
"50","2017-01-18",11.151219
"51","2017-01-19",10.97561
"52","2017-01-20",11.043902
"53","2017-01-23",11.073171
"54","2017-01-24",11.004878
"55","2017-01-25",10.965854
"56","2017-01-26",11.014634
"57","2017-01-27",10.926829
"58","2017-01-30",10.839025
"59","2017-01-31",10.878049
"60","2017-02-01",10.829268
"61","2017-02-02",10.917073
"62","2017-02-03",11.034146
"63","2017-02-06",11.092683
"64","2017-02-07",11.092683
"65","2017-02-08",11.141463
"66","2017-02-09",10.926829
"67","2017-02-10",10.97561
"68","2017-02-13",10.878049
"69","2017-02-14",10.97561
"70","2017-02-15",10.819512
"71","2017-02-16",10.936585
"72","2017-02-17",11.053658
"73","2017-02-21",10.995122
"74","2017-02-22",10.848781
"75","2017-02-23",10.946342
"76","2017-02-24",10.878049
"77","2017-02-27",10.97561
"78","2017-02-28",10.995122
"79","2017-03-01",10.868293
"80","2017-03-02",10.956098
"81","2017-03-03",10.907317
"82","2017-03-06",10.731708
"83","2017-03-07",10.780488
"84","2017-03-08",10.780488
"85","2017-03-09",10.819512
"86","2017-03-10",10.809756
"87","2017-03-13",10.741464
"88","2017-03-14",10.741464
"89","2017-03-15",10.756098
"90","2017-03-16",10.75122
"91","2017-03-17",10.682927
"92","2017-03-20",10.663415
"93","2017-03-21",10.673171
"94","2017-03-22",10.645854
"95","2017-03-23",10.624391
"96","2017-03-24",10.624391
"97","2017-03-27",10.595122
"98","2017-03-28",10.721951
"99","2017-03-29",10.75122
"100","2017-03-30",10.995122
"101","2017-03-31",11.102439
"102","2017-04-03",11.141463
"103","2017-04-04",11.121951
"104","2017-04-05",11.102439
"105","2017-04-06",11.121951
"106","2017-04-07",11.043902
"107","2017-04-10",11.043902
"108","2017-04-11",11.034146
"109","2017-04-12",11.034146
"110","2017-04-13",11.063415
"111","2017-04-17",11.02439
"112","2017-04-18",11.014634
"113","2017-04-19",11.014634
"114","2017-04-20",11.02439
"115","2017-04-21",11.034146
"116","2017-04-24",11.02439
"117","2017-04-25",11.034146
"118","2017-04-26",11.023415
"119","2017-04-27",11.02439
"120","2017-04-28",11.014634
"121","2017-05-01",11.034146
"122","2017-05-02",11.043902
"123","2017-05-03",11.034146
"124","2017-05-04",10.985366
"125","2017-05-05",10.887805
"126","2017-05-08",10.634147
"127","2017-05-09",10.770732
"128","2017-05-10",10.760976
"129","2017-05-11",10.536586
"130","2017-05-12",10.536586
"131","2017-05-15",10.487804
"132","2017-05-16",10.516098
"133","2017-05-17",10.292683
"134","2017-05-18",10.165854
"135","2017-05-19",10.126829
"136","2017-05-22",10.097561
"137","2017-05-23",10.107317
"138","2017-05-24",10.107317
"139","2017-05-25",10.234146
"140","2017-05-26",10.214634
"141","2017-05-30",10.214634
"142","2017-05-31",10.136585
"143","2017-06-01",10.078049
"144","2017-06-02",10.126829
"145","2017-06-05",10.078049
"146","2017-06-06",10.097561
"147","2017-06-07",10.078049
"148","2017-06-08",10.097561
"149","2017-06-09",10.22439
"150","2017-06-12",10.146341
"151","2017-06-13",10.185366
"152","2017-06-14",10.136585
"153","2017-06-15",10.146341
"154","2017-06-16",10.196097
"155","2017-06-19",10.22439
"156","2017-06-20",10.117073
"157","2017-06-21",10.195122
"158","2017-06-22",10.126829
"159","2017-06-23",10.117073
"160","2017-06-26",10.117073
"161","2017-06-27",10.170732
"162","2017-06-28",10.468292
"163","2017-06-29",10.556098
"164","2017-06-30",10.360975
"165","2017-07-03",10.517074
"166","2017-07-05",10.390244
