"","date","SFBC"
"93","2008-05-21",9.12
"94","2008-05-22",9.12
"95","2008-05-23",9.14
"96","2008-05-27",9.14
"97","2008-05-28",9.1
"98","2008-05-29",9.12
"99","2008-05-30",9.12
"100","2008-06-02",9.12
"101","2008-06-03",9.12
"102","2008-06-04",9.12
"103","2008-06-05",9.1
"104","2008-06-06",9.1
"105","2008-06-09",9.1
"106","2008-06-10",9.12
"107","2008-06-11",9.12
"108","2008-06-12",9.12
"109","2008-06-13",9.12
"110","2008-06-16",9.19
"111","2008-06-17",9.19
"112","2008-06-18",9.12
"113","2008-06-19",9.12
"114","2008-06-20",9.12
"115","2008-06-23",9.12
"116","2008-06-24",9.12
"117","2008-06-25",9.12
"118","2008-06-26",9.16
"119","2008-06-27",9.16
"120","2008-06-30",9.16
"121","2008-07-01",9.1
"122","2008-07-02",9.1
"123","2008-07-03",9.07
"124","2008-07-07",9
"125","2008-07-08",9
"126","2008-07-09",9
"127","2008-07-10",9
"128","2008-07-11",8.9
"129","2008-07-14",8.9
"130","2008-07-15",8.9
"131","2008-07-16",8.75
"132","2008-07-17",8.75
"133","2008-07-18",8.75
"134","2008-07-21",8.75
"135","2008-07-22",8.75
"136","2008-07-23",8.95
"137","2008-07-24",8.95
"138","2008-07-25",8.85
"139","2008-07-28",8.85
"140","2008-07-29",8.75
"141","2008-07-30",8.75
"142","2008-07-31",8.6
"143","2008-08-01",8.7
"144","2008-08-04",8.65
"145","2008-08-05",8.7
"146","2008-08-06",8.7
"147","2008-08-07",8.7
"148","2008-08-08",8.7
"149","2008-08-11",9
"150","2008-08-12",9
"151","2008-08-13",9
"152","2008-08-14",9
"153","2008-08-15",8.8
"154","2008-08-18",8.8
"155","2008-08-19",8.8
"156","2008-08-20",8.8
"157","2008-08-21",8.7
"158","2008-08-22",8.7
"159","2008-08-25",8.7
"160","2008-08-26",8.7
"161","2008-08-27",8.7
"162","2008-08-28",8.7
"163","2008-08-29",8.7
"164","2008-09-02",8.7
"165","2008-09-03",8.7
"166","2008-09-04",8.7
"167","2008-09-05",8.7
"168","2008-09-08",8.7
"169","2008-09-09",8.65
"170","2008-09-10",8.65
"171","2008-09-11",8.65
"172","2008-09-12",8.65
"173","2008-09-15",8.65
"174","2008-09-16",8.05
"175","2008-09-17",7.85
"176","2008-09-18",7.85
"177","2008-09-19",8.7
"178","2008-09-22",8.7
"179","2008-09-23",7.3
"180","2008-09-24",7.3
"181","2008-09-25",7.3
"182","2008-09-26",7.3
"183","2008-09-29",7.3
"184","2008-09-30",7.35
"185","2008-10-01",7.35
"186","2008-10-02",7.35
"187","2008-10-03",7.35
"188","2008-10-06",7.35
"189","2008-10-07",7.35
"190","2008-10-08",6.8
"191","2008-10-09",6.1
"192","2008-10-10",6.05
"193","2008-10-13",6.05
"194","2008-10-14",6.8
"195","2008-10-15",6.1
"196","2008-10-16",6.1
"197","2008-10-17",6.1
"198","2008-10-20",6.15
"199","2008-10-21",6.15
"200","2008-10-22",6.15
"201","2008-10-23",6.15
"202","2008-10-24",6.15
"203","2008-10-27",6.15
"204","2008-10-28",6.15
"205","2008-10-29",6.15
"206","2008-10-30",7.5
"207","2008-10-31",7.5
"208","2008-11-03",7.5
"209","2008-11-04",7.5
"210","2008-11-05",7.5
"211","2008-11-06",7.1
"212","2008-11-07",7.1
"213","2008-11-10",7.1
"214","2008-11-11",7.1
"215","2008-11-12",7.1
"216","2008-11-13",7.1
"217","2008-11-14",7.15
"218","2008-11-17",7.15
"219","2008-11-18",7.15
"220","2008-11-19",7.15
"221","2008-11-20",7.15
"222","2008-11-21",7.15
"223","2008-11-24",7.15
"224","2008-11-25",7.15
"225","2008-11-26",7.15
"226","2008-11-28",7.15
"227","2008-12-01",7.15
"228","2008-12-02",7.15
"229","2008-12-03",7.15
"230","2008-12-04",7.15
"231","2008-12-05",7.15
"232","2008-12-08",7.15
"233","2008-12-09",7.15
"234","2008-12-10",7.15
"235","2008-12-11",7.15
"236","2008-12-12",7.15
"237","2008-12-15",7.15
"238","2008-12-16",7.15
"239","2008-12-17",7.15
"240","2008-12-18",7.15
"241","2008-12-19",7.15
"242","2008-12-22",7.15
"243","2008-12-23",7.15
"244","2008-12-24",7.15
"245","2008-12-26",7.15
"246","2008-12-29",7.12
"247","2008-12-30",6.75
"248","2008-12-31",7.12
"249","2009-01-02",7.12
"250","2009-01-05",7.5
"251","2009-01-06",7.5
"252","2009-01-07",7.5
"253","2009-01-08",7.5
"254","2009-01-09",7.5
"255","2009-01-12",7.5
"256","2009-01-13",7.5
"257","2009-01-14",7.5
"258","2009-01-15",7.5
"259","2009-01-16",7.5
"260","2009-01-20",7.2
"261","2009-01-21",7
"262","2009-01-22",7
"263","2009-01-23",7
"264","2009-01-26",7.35
"265","2009-01-27",7.35
"266","2009-01-28",7.35
"267","2009-01-29",7.3
"268","2009-01-30",7.1
"269","2009-02-02",7.1
"270","2009-02-03",7.1
"271","2009-02-04",7.1
"272","2009-02-05",7.1
"273","2009-02-06",7.05
"274","2009-02-09",7.05
"275","2009-02-10",7.05
"276","2009-02-11",7.05
"277","2009-02-12",7.05
"278","2009-02-13",7.05
"279","2009-02-17",7.05
"280","2009-02-18",7.05
"281","2009-02-19",7.05
"282","2009-02-20",7.05
"283","2009-02-23",7.05
"284","2009-02-24",7.05
"285","2009-02-25",7.05
"286","2009-02-26",7.05
"287","2009-02-27",7.05
"288","2009-03-02",7.05
"289","2009-03-03",7.05
"290","2009-03-04",7.05
"291","2009-03-05",5.9
"292","2009-03-06",5.9
"293","2009-03-09",5.9
"294","2009-03-10",5.9
"295","2009-03-11",5.9
"296","2009-03-12",5.9
"297","2009-03-13",5.9
"298","2009-03-16",5.9
"299","2009-03-17",5.9
"300","2009-03-18",5.9
"301","2009-03-19",6.9
"302","2009-03-20",6.9
"303","2009-03-23",6.9
"304","2009-03-24",6.9
"305","2009-03-25",6.9
"306","2009-03-26",6.9
"307","2009-03-27",6.9
"308","2009-03-30",6.9
"309","2009-03-31",6.9
"310","2009-04-01",6.9
"311","2009-04-02",6.9
"312","2009-04-03",6.85
"313","2009-04-06",6.85
"314","2009-04-07",6.85
"315","2009-04-08",6.85
"316","2009-04-09",6.85
"317","2009-04-13",6.85
"318","2009-04-14",6.85
"319","2009-04-15",6.85
"320","2009-04-16",6.75
"321","2009-04-17",6.75
"322","2009-04-20",6.75
"323","2009-04-21",6.75
"324","2009-04-22",6.75
"325","2009-04-23",6.75
"326","2009-04-24",6.75
"327","2009-04-27",6.75
"328","2009-04-28",6.75
"329","2009-04-29",6.75
"330","2009-04-30",6.75
"331","2009-05-01",6.75
"332","2009-05-04",6.75
"333","2009-05-05",6.75
"334","2009-05-06",6.25
"335","2009-05-07",5.75
"336","2009-05-08",5.75
"337","2009-05-11",5.75
"338","2009-05-12",5.75
"339","2009-05-13",7
"340","2009-05-14",7
"341","2009-05-15",7
"342","2009-05-18",7
"343","2009-05-19",7
"344","2009-05-20",7
"345","2009-05-21",7
"346","2009-05-22",6.75
"347","2009-05-26",6.75
"348","2009-05-27",6.75
"349","2009-05-28",6.75
"350","2009-05-29",6.75
"351","2009-06-01",6.75
"352","2009-06-02",6.75
"353","2009-06-03",6.75
"354","2009-06-04",6.75
"355","2009-06-05",6.75
"356","2009-06-08",6.75
"357","2009-06-09",6.75
"358","2009-06-10",6.75
"359","2009-06-11",6.75
"360","2009-06-12",6.75
"361","2009-06-15",6.75
"362","2009-06-16",6.75
"363","2009-06-17",6.75
"364","2009-06-18",6.75
"365","2009-06-19",6.75
"366","2009-06-22",6.75
"367","2009-06-23",6.75
"368","2009-06-24",6.75
"369","2009-06-25",6.75
"370","2009-06-26",6.75
"371","2009-06-29",6.75
"372","2009-06-30",6.75
"373","2009-07-01",6.75
"374","2009-07-02",6.75
"375","2009-07-06",6.75
"376","2009-07-07",6.75
"377","2009-07-08",6.75
"378","2009-07-09",6.75
"379","2009-07-10",6.5
"380","2009-07-13",6.5
"381","2009-07-14",6.5
"382","2009-07-15",6.5
"383","2009-07-16",6.5
"384","2009-07-17",7
"385","2009-07-20",7
"386","2009-07-21",7
"387","2009-07-22",7
"388","2009-07-23",7
"389","2009-07-24",7
"390","2009-07-27",7
"391","2009-07-28",6.75
"392","2009-07-29",6.75
"393","2009-07-30",6.75
"394","2009-07-31",6.75
"395","2009-08-03",6
"396","2009-08-04",6
"397","2009-08-05",6
"398","2009-08-06",6
"399","2009-08-07",6.5
"400","2009-08-10",6.5
"401","2009-08-11",6.7
"402","2009-08-12",6.7
"403","2009-08-13",6.7
"404","2009-08-14",6.7
"405","2009-08-17",6.5
"406","2009-08-18",6.5
"407","2009-08-19",6.5
"408","2009-08-20",6.5
"409","2009-08-21",6.25
"410","2009-08-24",6.25
"411","2009-08-25",6.25
"412","2009-08-26",6.25
"413","2009-08-27",6.1
"414","2009-08-28",6.1
"415","2009-08-31",6
"416","2009-09-01",6
"417","2009-09-02",6
"418","2009-09-03",6
"419","2009-09-04",6
"420","2009-09-08",6
"421","2009-09-09",6
"422","2009-09-10",5.45
"423","2009-09-11",5.45
"424","2009-09-14",5.45
"425","2009-09-15",5.45
"426","2009-09-16",5.45
"427","2009-09-17",6.7
"428","2009-09-18",5.45
"429","2009-09-21",5.45
"430","2009-09-22",5.45
"431","2009-09-23",5.45
"432","2009-09-24",5.45
"433","2009-09-25",5.45
"434","2009-09-28",5.45
"435","2009-09-29",5.45
"436","2009-09-30",5.45
"437","2009-10-01",5.45
"438","2009-10-02",5.45
"439","2009-10-05",5.45
"440","2009-10-06",5.45
"441","2009-10-07",5.45
"442","2009-10-08",5.45
"443","2009-10-09",5.45
"444","2009-10-12",5.45
"445","2009-10-13",5.45
"446","2009-10-14",5.6
"447","2009-10-15",6
"448","2009-10-16",6
"449","2009-10-19",5.9
"450","2009-10-20",5.5
"451","2009-10-21",5.5
"452","2009-10-22",5.5
"453","2009-10-23",5.5
"454","2009-10-26",5.5
"455","2009-10-27",5.75
"456","2009-10-28",5.25
"457","2009-10-29",5.08
"458","2009-10-30",4.25
"459","2009-11-02",4.25
"460","2009-11-03",4.25
"461","2009-11-04",4.25
"462","2009-11-05",4.25
"463","2009-11-06",4.25
"464","2009-11-09",4.25
"465","2009-11-10",4.5
"466","2009-11-11",4.5
"467","2009-11-12",4.5
"468","2009-11-13",4.75
"469","2009-11-16",4.75
"470","2009-11-17",5
"471","2009-11-18",5.5
"472","2009-11-19",5.5
"473","2009-11-20",5
"474","2009-11-23",4.5
"475","2009-11-24",5.5
"476","2009-11-25",5.1
"477","2009-11-27",5.1
"478","2009-11-30",5.1
"479","2009-12-01",5.1
"480","2009-12-02",5.1
"481","2009-12-03",5.1
"482","2009-12-04",5.1
"483","2009-12-07",5
"484","2009-12-08",5
"485","2009-12-09",4.1
"486","2009-12-10",4.1
"487","2009-12-11",4.55
"488","2009-12-14",4.55
"489","2009-12-15",4.55
"490","2009-12-16",4.26
"491","2009-12-17",4.26
"492","2009-12-18",4.26
"493","2009-12-21",4.4
"494","2009-12-22",4.4
"495","2009-12-23",4.4
"496","2009-12-24",4.4
"497","2009-12-28",4.4
"498","2009-12-29",4.4
"499","2009-12-30",4.4
"500","2009-12-31",4.4
"501","2010-01-04",4.75
"502","2010-01-05",4.75
"503","2010-01-06",4.12
"504","2010-01-07",4.12
"505","2010-01-08",4.12
"506","2010-01-11",4.12
"507","2010-01-12",5.1
"508","2010-01-13",5.1
"509","2010-01-14",5.1
"510","2010-01-15",5.1
"511","2010-01-19",5.1
"512","2010-01-20",5.1
"513","2010-01-21",4
"514","2010-01-22",4.05
"515","2010-01-25",4.05
"516","2010-01-26",3.85
"517","2010-01-27",3.85
"518","2010-01-28",3.85
"519","2010-01-29",4.25
"520","2010-02-01",4.25
"521","2010-02-02",3.85
"522","2010-02-03",3.85
"523","2010-02-04",3.85
"524","2010-02-05",3.85
"525","2010-02-08",3.95
"526","2010-02-09",3.95
"527","2010-02-10",4
"528","2010-02-11",4.01
"529","2010-02-12",4.01
"530","2010-02-16",3.98
"531","2010-02-17",3.98
"532","2010-02-18",3.98
"533","2010-02-19",3.98
"534","2010-02-22",4
"535","2010-02-23",4.05
"536","2010-02-24",4.1
"537","2010-02-25",4.1
"538","2010-02-26",4.11
"539","2010-03-01",4.11
"540","2010-03-02",4.11
"541","2010-03-03",4.11
"542","2010-03-04",4.11
"543","2010-03-05",4.7
"544","2010-03-08",4.7
"545","2010-03-09",4.5
"546","2010-03-10",4.5
"547","2010-03-11",4.5
"548","2010-03-12",4.5
"549","2010-03-15",4.5
"550","2010-03-16",4.5
"551","2010-03-17",4.7
"552","2010-03-18",4.7
"553","2010-03-19",4.7
"554","2010-03-22",4.7
"555","2010-03-23",4.7
"556","2010-03-24",4.7
"557","2010-03-25",4.7
"558","2010-03-26",4.7
"559","2010-03-29",4.7
"560","2010-03-30",4.8
"561","2010-03-31",4.5
"562","2010-04-01",4.5
"563","2010-04-05",4.95
"564","2010-04-06",4.95
"565","2010-04-07",5
"566","2010-04-08",5.45
"567","2010-04-09",6.4
"568","2010-04-12",6
"569","2010-04-13",6
"570","2010-04-14",6
"571","2010-04-15",6
"572","2010-04-16",6
"573","2010-04-19",6.95
"574","2010-04-20",7
"575","2010-04-21",7
"576","2010-04-22",7
"577","2010-04-23",7
"578","2010-04-26",7
"579","2010-04-27",7
"580","2010-04-28",5.05
"581","2010-04-29",5.05
"582","2010-04-30",5.05
"583","2010-05-03",5.05
"584","2010-05-04",5.05
"585","2010-05-05",5.5
"586","2010-05-06",5.5
"587","2010-05-07",5.5
"588","2010-05-10",5.1
"589","2010-05-11",5.1
"590","2010-05-12",5.1
"591","2010-05-13",5.1
"592","2010-05-14",5.01
"593","2010-05-17",5.1
"594","2010-05-18",5.1
"595","2010-05-19",5.1
"596","2010-05-20",5.1
"597","2010-05-21",5.1
"598","2010-05-24",5.1
"599","2010-05-25",5
"600","2010-05-26",5
"601","2010-05-27",5
"602","2010-05-28",5
"603","2010-06-01",5
"604","2010-06-02",5
"605","2010-06-03",5
"606","2010-06-04",5
"607","2010-06-07",5
"608","2010-06-08",5
"609","2010-06-09",5
"610","2010-06-10",5
"611","2010-06-11",5
"612","2010-06-14",5
"613","2010-06-15",5
"614","2010-06-16",5
"615","2010-06-17",5
"616","2010-06-18",5
"617","2010-06-21",5
"618","2010-06-22",5
"619","2010-06-23",5
"620","2010-06-24",5
"621","2010-06-25",5
"622","2010-06-28",5.25
"623","2010-06-29",5
"624","2010-06-30",5
"625","2010-07-01",5
"626","2010-07-02",5
"627","2010-07-06",5
"628","2010-07-07",5
"629","2010-07-08",5
"630","2010-07-09",5
"631","2010-07-12",5
"632","2010-07-13",5
"633","2010-07-14",5
"634","2010-07-15",5.25
"635","2010-07-16",5.25
"636","2010-07-19",5.25
"637","2010-07-20",5
"638","2010-07-21",5
"639","2010-07-22",5
"640","2010-07-23",5
"641","2010-07-26",5
"642","2010-07-27",5
"643","2010-07-28",5
"644","2010-07-29",5
"645","2010-07-30",5
"646","2010-08-02",5
"647","2010-08-03",5
"648","2010-08-04",5
"649","2010-08-05",5
"650","2010-08-06",5
"651","2010-08-09",5
"652","2010-08-10",5
"653","2010-08-11",5
"654","2010-08-12",5
"655","2010-08-13",5
"656","2010-08-16",5
"657","2010-08-17",5
"658","2010-08-18",5
"659","2010-08-19",5
"660","2010-08-20",5
"661","2010-08-23",5
"662","2010-08-24",5
"663","2010-08-25",5
"664","2010-08-26",5
"665","2010-08-27",5
"666","2010-08-30",5
"667","2010-08-31",5
"668","2010-09-01",5
"669","2010-09-02",5
"670","2010-09-03",5
"671","2010-09-07",5
"672","2010-09-08",5
"673","2010-09-09",5
"674","2010-09-10",5
"675","2010-09-13",5
"676","2010-09-14",5
"677","2010-09-15",5
"678","2010-09-16",5
"679","2010-09-17",5.1
"680","2010-09-20",5.1
"681","2010-09-21",5.1
"682","2010-09-22",5.1
"683","2010-09-23",5
"684","2010-09-24",5
"685","2010-09-27",5
"686","2010-09-28",5
"687","2010-09-29",5
"688","2010-09-30",5
"689","2010-10-01",5
"690","2010-10-04",5
"691","2010-10-05",5
"692","2010-10-06",5
"693","2010-10-07",5
"694","2010-10-08",5
"695","2010-10-11",5
"696","2010-10-12",5
"697","2010-10-13",5
"698","2010-10-14",5
"699","2010-10-15",5
"700","2010-10-18",5
"701","2010-10-19",5
"702","2010-10-20",5
"703","2010-10-21",4.8
"704","2010-10-22",4.8
"705","2010-10-25",4.8
"706","2010-10-26",4.8
"707","2010-10-27",4.8
"708","2010-10-28",4.8
"709","2010-10-29",4.8
"710","2010-11-01",4.8
"711","2010-11-02",4.8
"712","2010-11-03",4.8
"713","2010-11-04",4.9
"714","2010-11-05",4.9
"715","2010-11-08",4.9
"716","2010-11-09",4.9
"717","2010-11-10",4.9
"718","2010-11-11",4.9
"719","2010-11-12",4.9
"720","2010-11-15",4.9
"721","2010-11-16",4.9
"722","2010-11-17",4.9
"723","2010-11-18",4.9
"724","2010-11-19",4.8
"725","2010-11-22",4.8
"726","2010-11-23",4.8
"727","2010-11-24",4.8
"728","2010-11-26",4.8
"729","2010-11-29",4.8
"730","2010-11-30",4.8
"731","2010-12-01",4.8
"732","2010-12-02",4.8
"733","2010-12-03",4.8
"734","2010-12-06",4.8
"735","2010-12-07",4.8
"736","2010-12-08",4.8
"737","2010-12-09",4.8
"738","2010-12-10",4.8
"739","2010-12-13",4.8
"740","2010-12-14",4.8
"741","2010-12-15",4.8
"742","2010-12-16",4.8
"743","2010-12-17",4.8
"744","2010-12-20",4.8
"745","2010-12-21",4.8
"746","2010-12-22",4.75
"747","2010-12-23",4.75
"748","2010-12-27",5
"749","2010-12-28",4.9
"750","2010-12-29",4.8
"751","2010-12-30",4.8
"752","2010-12-31",4.8
"753","2011-01-03",4.8
"754","2011-01-04",4.75
"755","2011-01-05",4.75
"756","2011-01-06",4.75
"757","2011-01-07",4.75
"758","2011-01-10",4.75
"759","2011-01-11",5
"760","2011-01-12",5
"761","2011-01-13",5
"762","2011-01-14",5
"763","2011-01-18",5
"764","2011-01-19",5
"765","2011-01-20",5
"766","2011-01-21",5
"767","2011-01-24",5
"768","2011-01-25",5
"769","2011-01-26",5
"770","2011-01-27",5
"771","2011-01-28",5
"772","2011-01-31",5
"773","2011-02-01",5
"774","2011-02-02",4.8
"775","2011-02-03",5
"776","2011-02-04",6.5
"777","2011-02-07",6.5
"778","2011-02-08",6.5
"779","2011-02-09",7.1
"780","2011-02-10",7.3
"781","2011-02-11",7.5
"782","2011-02-14",7.5
"783","2011-02-15",7.5
"784","2011-02-16",7.5
"785","2011-02-17",7.5
"786","2011-02-18",7.5
"787","2011-02-22",7.5
"788","2011-02-23",7.12
"789","2011-02-24",7.12
"790","2011-02-25",7.1
"791","2011-02-28",7.1
"792","2011-03-01",7.1
"793","2011-03-02",7.1
"794","2011-03-03",7.5
"795","2011-03-04",7.5
"796","2011-03-07",7.05
"797","2011-03-08",7.05
"798","2011-03-09",7.05
"799","2011-03-10",7.05
"800","2011-03-11",7.05
"801","2011-03-14",7.05
"802","2011-03-15",7.05
"803","2011-03-16",7.05
"804","2011-03-17",7.05
"805","2011-03-18",7.05
"806","2011-03-21",7.05
"807","2011-03-22",7.05
"808","2011-03-23",7.49
"809","2011-03-24",7.49
"810","2011-03-25",7.49
"811","2011-03-28",7.5
"812","2011-03-29",7.5
"813","2011-03-30",7.5
"814","2011-03-31",7.5
"815","2011-04-01",7.5
"816","2011-04-04",7
"817","2011-04-05",7
"818","2011-04-06",7
"819","2011-04-07",7
"820","2011-04-08",7
"821","2011-04-11",7
"822","2011-04-12",7
"823","2011-04-13",7.01
"824","2011-04-14",7
"825","2011-04-15",7
"826","2011-04-18",7
"827","2011-04-19",6.85
"828","2011-04-20",6.85
"829","2011-04-21",6.85
"830","2011-04-25",7
"831","2011-04-26",7
"832","2011-04-27",7
"833","2011-04-28",7
"834","2011-04-29",7
"835","2011-05-02",7
"836","2011-05-03",7
"837","2011-05-04",7
"838","2011-05-05",7
"839","2011-05-06",7
"840","2011-05-09",7
"841","2011-05-10",6.75
"842","2011-05-11",6.75
"843","2011-05-12",6.75
"844","2011-05-13",6.75
"845","2011-05-16",6.75
"846","2011-05-17",6.8
"847","2011-05-18",6.8
"848","2011-05-19",6.8
"849","2011-05-20",6.8
"850","2011-05-23",6.65
"851","2011-05-24",6.6
"852","2011-05-25",6.7
"853","2011-05-26",6.6
"854","2011-05-27",6.6
"855","2011-05-31",6.6
"856","2011-06-01",6.6
"857","2011-06-02",7.1
"858","2011-06-03",7.1
"859","2011-06-06",7.1
"860","2011-06-07",7.1
"861","2011-06-08",6.57
"862","2011-06-09",6.61
"863","2011-06-10",6.58
"864","2011-06-13",6.58
"865","2011-06-14",6.58
"866","2011-06-15",6.55
"867","2011-06-16",6.5
"868","2011-06-17",6.5
"869","2011-06-20",6.5
"870","2011-06-21",6.5
"871","2011-06-22",6.5
"872","2011-06-23",6.5
"873","2011-06-24",6.5
"874","2011-06-27",6.5
"875","2011-06-28",6.5
"876","2011-06-29",6.5
"877","2011-06-30",6.5
"878","2011-07-01",6.5
"879","2011-07-05",6.5
"880","2011-07-06",6.5
"881","2011-07-07",6.5
"882","2011-07-08",6.5
"883","2011-07-11",6.5
"884","2011-07-12",6.5
"885","2011-07-13",6.5
"886","2011-07-14",6.5
"887","2011-07-15",6.5
"888","2011-07-18",6.6
"889","2011-07-19",6.6
"890","2011-07-20",6.6
"891","2011-07-21",6.6
"892","2011-07-22",6.6
"893","2011-07-25",6.6
"894","2011-07-26",6.6
"895","2011-07-27",6.6
"896","2011-07-28",6.6
"897","2011-07-29",6.6
"898","2011-08-01",6.6
"899","2011-08-02",6.6
"900","2011-08-03",6.6
"901","2011-08-04",6.65
"902","2011-08-05",6.65
"903","2011-08-08",6.65
"904","2011-08-09",6.65
"905","2011-08-10",6.6
"906","2011-08-11",6.6
"907","2011-08-12",6.6
"908","2011-08-15",6.6
"909","2011-08-16",6.6
"910","2011-08-17",6.6
"911","2011-08-18",6.6
"912","2011-08-19",6.61
"913","2011-08-22",6.61
"914","2011-08-23",6.7
"915","2011-08-24",6.7
"916","2011-08-25",6.6
"917","2011-08-26",6.6
"918","2011-08-29",6.6
"919","2011-08-30",6.6
"920","2011-08-31",6.5
"921","2011-09-01",6.5
"922","2011-09-02",6.5
"923","2011-09-06",6.5
"924","2011-09-07",6.5
"925","2011-09-08",6.5
"926","2011-09-09",6.5
"927","2011-09-12",6.5
"928","2011-09-13",6.5
"929","2011-09-14",6.5
"930","2011-09-15",6.5
"931","2011-09-16",6.5
"932","2011-09-19",6.5
"933","2011-09-20",6.5
"934","2011-09-21",6.5
"935","2011-09-22",6.5
"936","2011-09-23",6.5
"937","2011-09-26",6.5
"938","2011-09-27",6.5
"939","2011-09-28",6.5
"940","2011-09-29",6.5
"941","2011-09-30",6.5
"942","2011-10-03",6.5
"943","2011-10-04",6.5
"944","2011-10-05",6.5
"945","2011-10-06",6.5
"946","2011-10-07",6.5
"947","2011-10-10",6.5
"948","2011-10-11",6.5
"949","2011-10-12",6.4
"950","2011-10-13",6.4
"951","2011-10-14",7.1
"952","2011-10-17",7.1
"953","2011-10-18",7.1
"954","2011-10-19",7.1
"955","2011-10-20",7.1
"956","2011-10-21",7.1
"957","2011-10-24",7.1
"958","2011-10-25",7.1
"959","2011-10-26",7.1
"960","2011-10-27",7.1
"961","2011-10-28",7.1
"962","2011-10-31",7.1
"963","2011-11-01",7.1
"964","2011-11-02",7.1
"965","2011-11-03",7.1
"966","2011-11-04",7.1
"967","2011-11-07",6.25
"968","2011-11-08",6.25
"969","2011-11-09",6.25
"970","2011-11-10",6.5
"971","2011-11-11",6.5
"972","2011-11-14",6.5
"973","2011-11-15",6.5
"974","2011-11-16",7
"975","2011-11-17",7
"976","2011-11-18",7.1
"977","2011-11-21",7
"978","2011-11-22",7
"979","2011-11-23",7
"980","2011-11-25",7
"981","2011-11-28",7.11
"982","2011-11-29",7.11
"983","2011-11-30",7.11
"984","2011-12-01",7
"985","2011-12-02",7
"986","2011-12-05",7.11
"987","2011-12-06",7.11
"988","2011-12-07",7.01
"989","2011-12-08",7.01
"990","2011-12-09",7.01
"991","2011-12-12",7.01
"992","2011-12-13",7.01
"993","2011-12-14",7.01
"994","2011-12-15",7.01
"995","2011-12-16",7.01
"996","2011-12-19",7.01
"997","2011-12-20",7.02
"998","2011-12-21",7.02
"999","2011-12-22",7.02
"1000","2011-12-23",7.02
"1001","2011-12-27",7.02
"1002","2011-12-28",7.02
"1003","2011-12-29",7.1
"1004","2011-12-30",7.5
"1005","2012-01-03",7.5
"1006","2012-01-04",7.5
"1007","2012-01-05",7.5
"1008","2012-01-06",7.5
"1009","2012-01-09",7.1
"1010","2012-01-10",7.1
"1011","2012-01-11",7.1
"1012","2012-01-12",7.1
"1013","2012-01-13",7.1
"1014","2012-01-17",7.1
"1015","2012-01-18",7.1
"1016","2012-01-19",7.1
"1017","2012-01-20",7.1
"1018","2012-01-23",7.1
"1019","2012-01-24",7.5
"1020","2012-01-25",7.1
"1021","2012-01-26",7.1
"1022","2012-01-27",7.1
"1023","2012-01-30",7.9
"1024","2012-01-31",7.9
"1025","2012-02-01",7.9
"1026","2012-02-02",7.9
