"","date","NEWA"
"1","2017-07-28",8.93
"2","2017-07-31",8.66
"3","2017-08-01",7.85
"4","2017-08-02",8
"5","2017-08-03",10.569
"6","2017-08-04",9.01
"7","2017-08-07",9.88
"8","2017-08-08",9.2
"9","2017-08-09",9.77
"10","2017-08-10",8.88
"11","2017-08-11",8.9
"12","2017-08-14",9.7
"13","2017-08-15",9.3
"14","2017-08-16",9.19
"15","2017-08-17",11
"16","2017-08-18",10.79
"17","2017-08-21",11.36
"18","2017-08-22",11.27
"19","2017-08-23",10.95
"20","2017-08-24",10.03
"21","2017-08-25",9.76
"22","2017-08-28",9.79
"23","2017-08-29",9.2
"24","2017-08-30",9.1
"25","2017-08-31",8.85
"26","2017-09-01",8.71
"27","2017-09-05",8.57
"28","2017-09-06",8.25
"29","2017-09-07",8.05
"30","2017-09-08",8.03
"31","2017-09-11",8.97
"32","2017-09-12",9.21
"33","2017-09-13",8.82
"34","2017-09-14",8.26
"35","2017-09-15",8.27
"36","2017-09-18",8.39
"37","2017-09-19",8.59
"38","2017-09-20",9.61
"39","2017-09-21",9.5
"40","2017-09-22",8.63
"41","2017-09-25",8.7
"42","2017-09-26",8.3
"43","2017-09-27",9.11
"44","2017-09-28",8.9
"45","2017-09-29",8.62
"46","2017-10-02",8.55
"47","2017-10-03",8.43
"48","2017-10-04",8.65
"49","2017-10-05",8.47
"50","2017-10-06",8.54
"51","2017-10-09",8.57
"52","2017-10-10",8.77
"53","2017-10-11",8.98
"54","2017-10-12",9.47
"55","2017-10-13",9.54
"56","2017-10-16",9.13
"57","2017-10-17",9.16
"58","2017-10-18",9.42
"59","2017-10-19",9.46
"60","2017-10-20",10.3
"61","2017-10-23",9.77
"62","2017-10-24",9.6
"63","2017-10-25",10.22
"64","2017-10-26",11.25
"65","2017-10-27",13.62
"66","2017-10-30",14.24
"67","2017-10-31",13.6
"68","2017-11-01",14.36
"69","2017-11-02",14.5
"70","2017-11-03",15.57
"71","2017-11-06",15.19
"72","2017-11-07",12.22
"73","2017-11-08",12.52
"74","2017-11-09",13.54
"75","2017-11-10",12.79
"76","2017-11-13",13.93
"77","2017-11-14",12.77
"78","2017-11-15",12.64
"79","2017-11-16",12.76
"80","2017-11-17",10.65
"81","2017-11-20",10.86
"82","2017-11-21",9.91
"83","2017-11-22",9.78
"84","2017-11-24",9.74
"85","2017-11-27",8.68
"86","2017-11-28",9.96
"87","2017-11-29",9.33
"88","2017-11-30",9.09
"89","2017-12-01",9.62
"90","2017-12-04",10.39
"91","2017-12-05",9.9
"92","2017-12-06",11.32
"93","2017-12-07",11.78
"94","2017-12-08",12.14
"95","2017-12-11",12.06
"96","2017-12-12",13.15
"97","2017-12-13",12.2
"98","2017-12-14",10.53
"99","2017-12-15",8.77
"100","2017-12-18",9.36
"101","2017-12-19",9.61
"102","2017-12-20",9.58
"103","2017-12-21",8.81
"104","2017-12-22",8.58
"105","2017-12-26",9.03
"106","2017-12-27",9.84
"107","2017-12-28",10.12
"108","2017-12-29",9.39
"109","2018-01-02",9.1
"110","2018-01-03",9.22
"111","2018-01-04",9.51
"112","2018-01-05",11.29
"113","2018-01-08",10.65
"114","2018-01-09",11.66
"115","2018-01-10",12.17
"116","2018-01-11",13.5
"117","2018-01-12",13
"118","2018-01-16",15.8
"119","2018-01-17",11.99
"120","2018-01-18",10.66
"121","2018-01-19",11.15
"122","2018-01-22",11.09
"123","2018-01-23",10.4
"124","2018-01-24",11.43
"125","2018-01-25",11.9
"126","2018-01-26",11.22
"127","2018-01-29",10.63
"128","2018-01-30",10.42
"129","2018-01-31",10.85
"130","2018-02-01",10.44
"131","2018-02-02",11.13
"132","2018-02-05",11.8
"133","2018-02-06",12.311
"134","2018-02-07",12.97
"135","2018-02-08",12.41
"136","2018-02-09",12.97
"137","2018-02-12",12.38
"138","2018-02-13",11.54
"139","2018-02-14",12.62
"140","2018-02-15",12.52
"141","2018-02-16",12.41
"142","2018-02-20",12.44
"143","2018-02-21",11.45
"144","2018-02-22",12.19
"145","2018-02-23",12.86
"146","2018-02-26",12.38
"147","2018-02-27",12.71
"148","2018-02-28",12.8
"149","2018-03-01",13.36
"150","2018-03-02",13.5
"151","2018-03-05",13.32
"152","2018-03-06",12.75
"153","2018-03-07",13.86
"154","2018-03-08",15.5
"155","2018-03-09",15.35
"156","2018-03-12",15.38
"157","2018-03-13",16.389999
"158","2018-03-14",16.309999
"159","2018-03-15",17.15
"160","2018-03-16",17.41
"161","2018-03-19",18.209999
"162","2018-03-20",19.200001
"163","2018-03-21",18.85
"164","2018-03-22",18.139999
"165","2018-03-23",19.120001
"166","2018-03-26",20.15
"167","2018-03-27",20.860001
"168","2018-03-28",20.33
"169","2018-03-29",20.700001
"170","2018-04-02",21.48
"171","2018-04-03",20.52
"172","2018-04-04",22.9
"173","2018-04-05",24
"174","2018-04-06",23.790001
"175","2018-04-09",24.17
"176","2018-04-10",25.889999
"177","2018-04-11",26.780001
"178","2018-04-12",16.5
"179","2018-04-13",15.27
"180","2018-04-16",14.43
"181","2018-04-17",14.65
"182","2018-04-18",14.36
"183","2018-04-19",14.5
"184","2018-04-20",13.88
"185","2018-04-23",13.28
"186","2018-04-24",12.31
"187","2018-04-25",12.46
"188","2018-04-26",11.86
"189","2018-04-27",11.73
"190","2018-04-30",11.63
"191","2018-05-01",13.02
"192","2018-05-02",13.93
"193","2018-05-03",15.49
"194","2018-05-04",12.8
"195","2018-05-07",12.6
"196","2018-05-08",12.46
"197","2018-05-09",12.92
"198","2018-05-10",13.39
"199","2018-05-11",12.42
"200","2018-05-14",12.21
"201","2018-05-15",12.86
"202","2018-05-16",12.39
"203","2018-05-17",12.64
"204","2018-05-18",12.42
"205","2018-05-21",12.3
"206","2018-05-22",11.51
"207","2018-05-23",11.93
"208","2018-05-24",12.58
"209","2018-05-25",12.9
"210","2018-05-29",14.89
"211","2018-05-30",15.94
"212","2018-05-31",15.15
"213","2018-06-01",14.79
"214","2018-06-04",13.83
"215","2018-06-05",14.7
"216","2018-06-06",14.88
"217","2018-06-07",15.45
"218","2018-06-08",15.59
"219","2018-06-11",14.72
"220","2018-06-12",14.75
"221","2018-06-13",15.06
"222","2018-06-14",15.62
"223","2018-06-15",17.98
"224","2018-06-18",18.76
"225","2018-06-19",17.59
"226","2018-06-20",19.01
"227","2018-06-21",18.09
"228","2018-06-22",18.219999
"229","2018-06-25",18.379999
"230","2018-06-26",19.66
"231","2018-06-27",20.790001
"232","2018-06-28",21.360001
"233","2018-06-29",23.889999
"234","2018-07-02",20.68
"235","2018-07-03",19.66
"236","2018-07-05",19.15
"237","2018-07-06",18.780001
"238","2018-07-09",18.85
"239","2018-07-10",19.92
"240","2018-07-11",20.309999
"241","2018-07-12",21.49
"242","2018-07-13",22.379999
"243","2018-07-16",23.120001
"244","2018-07-17",20.49
"245","2018-07-18",19.799999
"246","2018-07-19",19.290001
"247","2018-07-20",18.73
"248","2018-07-23",19.209999
"249","2018-07-24",18.559999
"250","2018-07-25",19.280001
"251","2018-07-26",19.26
"252","2018-07-27",18.190001
"253","2018-07-30",16.93
"254","2018-07-31",16.82
"255","2018-08-01",17.16
"256","2018-08-02",17.4
"257","2018-08-03",17.17
"258","2018-08-06",17.91
"259","2018-08-07",17.620001
"260","2018-08-08",21.030001
"261","2018-08-09",21.620001
"262","2018-08-10",22.040001
"263","2018-08-13",21.51
"264","2018-08-14",22.360001
"265","2018-08-15",23.780001
"266","2018-08-16",25.059999
"267","2018-08-17",27.5
"268","2018-08-20",28.860001
"269","2018-08-21",9.26
"270","2018-08-22",11.83
"271","2018-08-23",11.8
"272","2018-08-24",11.15
"273","2018-08-27",10.7
"274","2018-08-28",11.31
"275","2018-08-29",11.05
"276","2018-08-30",10.53
"277","2018-08-31",10.59
"278","2018-09-04",11.08
"279","2018-09-05",10.84
"280","2018-09-06",10.58
"281","2018-09-07",10.68
"282","2018-09-10",11.37
"283","2018-09-11",11.11
"284","2018-09-12",11.09
"285","2018-09-13",11.31
"286","2018-09-14",11.57
"287","2018-09-17",10.22
"288","2018-09-18",10.65
"289","2018-09-19",10.25
"290","2018-09-20",10.13
"291","2018-09-21",10.01
"292","2018-09-24",9.96
"293","2018-09-25",9.78
"294","2018-09-26",9.46
"295","2018-09-27",9.46
"296","2018-09-28",9.1
"297","2018-10-01",9.45
"298","2018-10-02",9.66
"299","2018-10-03",10.07
"300","2018-10-04",10.01
"301","2018-10-05",9.66
"302","2018-10-08",9.28
"303","2018-10-09",8.59
"304","2018-10-10",7.9
"305","2018-10-11",7.98
"306","2018-10-12",8.07
"307","2018-10-15",8.35
"308","2018-10-16",8.84
"309","2018-10-17",8.673
"310","2018-10-18",8.37
"311","2018-10-19",8.742
"312","2018-10-22",8.55
"313","2018-10-23",8.414
"314","2018-10-24",8.75
"315","2018-10-25",8.73
"316","2018-10-26",8.38
"317","2018-10-29",8.34
"318","2018-10-30",8.03
"319","2018-10-31",7.87
"320","2018-11-01",8.78
"321","2018-11-02",8.746
"322","2018-11-05",8.8
"323","2018-11-06",9.27
"324","2018-11-07",9.79
"325","2018-11-08",9.32
"326","2018-11-09",8.75
"327","2018-11-12",8.24
"328","2018-11-13",8.43
"329","2018-11-14",8.43
"330","2018-11-15",8.12
"331","2018-11-16",8.23
"332","2018-11-19",8.21
"333","2018-11-20",8.15
"334","2018-11-21",8.39
"335","2018-11-23",8.54
"336","2018-11-26",8.65
"337","2018-11-27",8.54
"338","2018-11-28",8.99
"339","2018-11-29",8.86
"340","2018-11-30",8.54
"341","2018-12-03",8.48
"342","2018-12-04",8.35
"343","2018-12-06",8.36
"344","2018-12-07",8.18
"345","2018-12-10",8.07
"346","2018-12-11",8.01
"347","2018-12-12",7.73
"348","2018-12-13",7.82
"349","2018-12-14",7.805
"350","2018-12-17",7.52
"351","2018-12-18",7.57
"352","2018-12-19",7
"353","2018-12-20",6.59
"354","2018-12-21",5.95
"355","2018-12-24",5.53
"356","2018-12-26",5.9
"357","2018-12-27",5.49
"358","2018-12-28",5.56
"359","2018-12-31",5.6
"360","2019-01-02",5.4
"361","2019-01-03",5.06
"362","2019-01-04",5.8
"363","2019-01-07",6.04
"364","2019-01-08",5.67
"365","2019-01-09",5.87
"366","2019-01-10",5.71
"367","2019-01-11",5.88
"368","2019-01-14",6.08
"369","2019-01-15",6.08
"370","2019-01-16",6
"371","2019-01-17",6.37
"372","2019-01-18",5.92
"373","2019-01-22",6.27
"374","2019-01-23",6.11
"375","2019-01-24",6.11
"376","2019-01-25",6.35
"377","2019-01-28",6
"378","2019-01-29",6.05
"379","2019-01-30",6.07
"380","2019-01-31",5.95
"381","2019-02-01",6.22
"382","2019-02-04",6.04
"383","2019-02-05",6.02
"384","2019-02-06",6.17
"385","2019-02-07",6.14
"386","2019-02-08",6.07
"387","2019-02-11",6.34
"388","2019-02-12",6.5
"389","2019-02-13",6.48
"390","2019-02-14",6.324
"391","2019-02-15",6.318
"392","2019-02-19",6.37
"393","2019-02-20",6.575
"394","2019-02-21",6.47
"395","2019-02-22",6.73
"396","2019-02-25",7.25
"397","2019-02-26",6.74
"398","2019-02-27",6.59
"399","2019-02-28",6.76
"400","2019-03-01",6.98
"401","2019-03-04",7.5
"402","2019-03-05",7.35
"403","2019-03-06",6.79
"404","2019-03-07",6.43
"405","2019-03-08",6.43
"406","2019-03-11",6.75
"407","2019-03-12",6.56
"408","2019-03-13",6.75
"409","2019-03-14",7.03
"410","2019-03-15",7.33
"411","2019-03-18",7.57
"412","2019-03-19",7.75
"413","2019-03-20",7.58
"414","2019-03-21",7.53
"415","2019-03-22",7.21
"416","2019-03-25",7.59
"417","2019-03-26",7.43
"418","2019-03-27",7.5
"419","2019-03-28",7.15
"420","2019-03-29",7.27
"421","2019-04-01",7.51
"422","2019-04-02",7.65
"423","2019-04-03",7.65
"424","2019-04-04",7.75
"425","2019-04-05",7.65
"426","2019-04-08",7.62
"427","2019-04-09",7.75
"428","2019-04-10",7.64
"429","2019-04-11",7.74
"430","2019-04-12",7.73
"431","2019-04-15",7.7
"432","2019-04-16",7.68
"433","2019-04-17",7.65
"434","2019-04-18",7.61
"435","2019-04-22",7.8
"436","2019-04-23",7.87
"437","2019-04-24",7.9
"438","2019-04-25",8.01
"439","2019-04-26",8.13
"440","2019-04-29",8.27
"441","2019-04-30",7.62
"442","2019-05-01",7.8
"443","2019-05-02",7.39
"444","2019-05-03",7.57
"445","2019-05-06",7.39
"446","2019-05-07",7.57
"447","2019-05-08",7.62
"448","2019-05-09",7.66
"449","2019-05-10",7.56
"450","2019-05-13",7.43
"451","2019-05-14",7.2
"452","2019-05-15",6.788
"453","2019-05-16",6.593
"454","2019-05-17",6.25
"455","2019-05-20",6.29
"456","2019-05-21",6.369
"457","2019-05-22",6.45
"458","2019-05-23",6.31
"459","2019-05-24",6.3
"460","2019-05-28",6.27
"461","2019-05-29",6
"462","2019-05-30",5.9
"463","2019-05-31",5.73
"464","2019-06-03",5.565
"465","2019-06-04",5.503
"466","2019-06-05",5.18
"467","2019-06-06",5.26
"468","2019-06-07",5.27
"469","2019-06-10",5.18
"470","2019-06-11",5.216
"471","2019-06-12",5.239
"472","2019-06-13",5.191
"473","2019-06-14",5.28
"474","2019-06-17",5.176
"475","2019-06-18",5.25
"476","2019-06-19",5.4
"477","2019-06-20",5.41
"478","2019-06-21",5.41
"479","2019-06-24",5.49
"480","2019-06-25",5.6
"481","2019-06-26",5.485
"482","2019-06-27",5.583
"483","2019-06-28",5.5
"484","2019-07-01",5.72
"485","2019-07-02",5.777
"486","2019-07-03",5.68
"487","2019-07-05",5.4
"488","2019-07-08",5.38
"489","2019-07-09",5.42
"490","2019-07-10",5.75
"491","2019-07-11",5.9
"492","2019-07-12",6.34
"493","2019-07-15",6.39
"494","2019-07-16",6.12
"495","2019-07-17",6.23
"496","2019-07-18",6.16
"497","2019-07-19",6.07
"498","2019-07-22",6
"499","2019-07-23",6.05
"500","2019-07-24",6.04
"501","2019-07-25",6.05
"502","2019-07-26",5.895
"503","2019-07-29",5.6
