"","date","BBVA"
"1","2007-01-03",23.980907
"2","2007-01-04",23.990585
"3","2007-01-05",23.487354
"4","2007-01-08",23.429289
"5","2007-01-09",23.371223
"6","2007-01-10",23.14864
"7","2007-01-11",23.419611
"8","2007-01-12",23.700258
"9","2007-01-16",23.73897
"10","2007-01-17",23.729292
"11","2007-01-18",23.671227
"12","2007-01-19",24.000263
"13","2007-01-22",23.835745
"14","2007-01-23",24.12607
"15","2007-01-24",24.338976
"16","2007-01-25",24.048651
"17","2007-01-26",23.903486
"18","2007-01-29",23.903486
"19","2007-01-30",24.184135
"20","2007-01-31",24.271233
"21","2007-02-01",24.522848
"22","2007-02-02",24.503494
"23","2007-02-05",24.503494
"24","2007-02-06",25.093822
"25","2007-02-07",25.355116
"26","2007-02-08",25.248663
"27","2007-02-09",25.055113
"28","2007-02-12",24.706722
"29","2007-02-13",25.093822
"30","2007-02-14",25.374472
"31","2007-02-15",25.384148
"32","2007-02-16",24.745432
"33","2007-02-20",24.600269
"34","2007-02-21",24.445429
"35","2007-02-22",24.474461
"36","2007-02-23",24.435751
"37","2007-02-26",24.619623
"38","2007-02-27",23.49703
"39","2007-02-28",23.574451
"40","2007-03-01",23.10993
"41","2007-03-02",22.587343
"42","2007-03-05",22.05508
"43","2007-03-06",22.645409
"44","2007-03-07",22.587343
"45","2007-03-08",23.197027
"46","2007-03-09",23.380901
"47","2007-03-12",23.293802
"48","2007-03-13",22.577665
"49","2007-03-14",22.635731
"50","2007-03-15",22.597021
"51","2007-03-16",22.664764
"52","2007-03-19",23.14864
"53","2007-03-20",23.245415
"54","2007-03-21",23.874454
"55","2007-03-22",23.816389
"56","2007-03-23",23.632517
"57","2007-03-26",23.555096
"58","2007-03-27",23.603483
"59","2007-03-28",23.49703
"60","2007-03-29",23.719614
"61","2007-03-30",23.758324
"62","2007-04-02",23.787357
"63","2007-04-03",24.203491
"64","2007-04-04",23.990585
"65","2007-04-05",24.000263
"66","2007-04-09",23.93252
"67","2007-04-10",24.16478
"68","2007-04-11",23.951876
"69","2007-04-12",23.980907
"70","2007-04-13",24.077682
"71","2007-04-16",24.329298
"72","2007-04-17",24.184135
"73","2007-04-18",24.048651
"74","2007-04-19",23.903486
"75","2007-04-20",24.513172
"76","2007-04-23",24.338976
"77","2007-04-24",23.777679
"78","2007-04-25",23.97123
"79","2007-04-26",23.632517
"80","2007-04-27",23.429289
"81","2007-04-30",23.167995
"82","2007-05-01",23.14864
"83","2007-05-02",23.322836
"84","2007-05-03",23.264771
"85","2007-05-04",23.748648
"86","2007-05-07",23.690582
"87","2007-05-08",23.622839
"88","2007-05-09",23.855099
"89","2007-05-10",23.351868
"90","2007-05-11",23.961552
"91","2007-05-14",23.816389
"92","2007-05-15",24.232523
"93","2007-05-16",24.474461
"94","2007-05-17",24.309944
"95","2007-05-18",24.551882
"96","2007-05-21",24.290588
"97","2007-05-22",24.203491
"98","2007-05-23",24.397041
"99","2007-05-24",24.155104
"100","2007-05-25",24.261555
"101","2007-05-29",24.300266
"102","2007-05-30",24.290588
"103","2007-05-31",24.426073
"104","2007-06-01",24.406719
"105","2007-06-04",24.464783
"106","2007-06-05",24.406719
"107","2007-06-06",23.874454
"108","2007-06-07",23.206705
"109","2007-06-08",23.506708
"110","2007-06-11",23.34219
"111","2007-06-12",22.800249
"112","2007-06-13",23.051865
"113","2007-06-14",23.555096
"114","2007-06-15",23.942198
"115","2007-06-18",23.874454
"116","2007-06-19",23.845423
"117","2007-06-20",23.584129
"118","2007-06-21",23.680904
"119","2007-06-22",23.255093
"120","2007-06-25",23.400255
"121","2007-06-26",23.448643
"122","2007-06-27",23.506708
"123","2007-06-28",23.574451
"124","2007-06-29",23.593807
"125","2007-07-02",23.89381
"126","2007-07-03",23.942198
"127","2007-07-05",23.884132
"128","2007-07-06",23.961552
"129","2007-07-09",23.874454
"130","2007-07-10",23.400255
"131","2007-07-11",23.845423
"132","2007-07-12",24.12607
"133","2007-07-13",24.203491
"134","2007-07-16",24.397041
"135","2007-07-17",24.377686
"136","2007-07-18",24.387363
"137","2007-07-19",24.484138
"138","2007-07-20",23.93252
"139","2007-07-23",24.058327
"140","2007-07-24",24.077682
"141","2007-07-25",24.368008
"142","2007-07-26",23.564774
"143","2007-07-27",23.245415
"144","2007-07-30",23.642195
"145","2007-07-31",23.632517
"146","2007-08-01",23.787357
"147","2007-08-02",23.758324
"148","2007-08-03",23.206705
"149","2007-08-06",23.980907
"150","2007-08-07",23.719614
"151","2007-08-08",24.28091
"152","2007-08-09",23.419611
"153","2007-08-10",22.964767
"154","2007-08-13",23.003477
"155","2007-08-14",22.587343
"156","2007-08-15",21.822819
"157","2007-08-16",21.919594
"158","2007-08-17",22.364761
"159","2007-08-20",22.113146
"160","2007-08-21",21.832497
"161","2007-08-22",22.364761
"162","2007-08-23",22.103468
"163","2007-08-24",22.490568
"164","2007-08-27",22.161533
"165","2007-08-28",21.6583
"166","2007-08-29",22.306696
"167","2007-08-30",21.948627
"168","2007-08-31",22.471214
"169","2007-09-04",22.809927
"170","2007-09-05",22.355083
"171","2007-09-06",22.267986
"172","2007-09-07",21.677656
"173","2007-09-10",21.493784
"174","2007-09-11",21.86153
"175","2007-09-12",21.667978
"176","2007-09-13",21.542171
"177","2007-09-14",21.329266
"178","2007-09-17",20.864744
"179","2007-09-18",22.151855
"180","2007-09-19",22.490568
"181","2007-09-20",22.432503
"182","2007-09-21",22.558311
"183","2007-09-24",22.461536
"184","2007-09-25",22.1325
"185","2007-09-26",22.355083
"186","2007-09-27",22.587343
"187","2007-09-28",22.529278
"188","2007-10-01",22.848637
"189","2007-10-02",23.429289
"190","2007-10-03",23.197027
"191","2007-10-04",23.119608
"192","2007-10-05",23.380901
"193","2007-10-08",23.216383
"194","2007-10-09",23.487354
"195","2007-10-10",23.419611
"196","2007-10-11",23.622839
"197","2007-10-12",23.913164
"198","2007-10-15",23.797035
"199","2007-10-16",23.400255
"200","2007-10-17",23.526064
"201","2007-10-18",23.826067
"202","2007-10-19",23.371223
"203","2007-10-22",23.274448
"204","2007-10-23",23.49703
"205","2007-10-24",23.158318
"206","2007-10-25",22.684118
"207","2007-10-26",23.487354
"208","2007-10-29",23.709936
"209","2007-10-30",23.797035
"210","2007-10-31",24.426073
"211","2007-11-01",23.719614
"212","2007-11-02",24.029295
"213","2007-11-05",24.097038
"214","2007-11-06",24.300266
"215","2007-11-07",23.34219
"216","2007-11-08",23.535742
"217","2007-11-09",23.158318
"218","2007-11-12",22.800249
"219","2007-11-13",23.874454
"220","2007-11-14",23.826067
"221","2007-11-15",23.555096
"222","2007-11-16",23.651871
"223","2007-11-19",23.051865
"224","2007-11-20",23.332514
"225","2007-11-21",23.022833
"226","2007-11-23",23.438967
"227","2007-11-26",22.95509
"228","2007-11-27",23.361546
"229","2007-11-28",24.000263
"230","2007-11-29",23.990585
"231","2007-11-30",24.038973
"232","2007-12-03",23.922842
"233","2007-12-04",24.000263
"234","2007-12-05",24.077682
"235","2007-12-06",24.242201
"236","2007-12-07",24.329298
"237","2007-12-10",24.658335
"238","2007-12-11",23.884132
"239","2007-12-12",24.358332
"240","2007-12-13",24.203491
"241","2007-12-14",23.729292
"242","2007-12-17",23.177673
"243","2007-12-18",23.409933
"244","2007-12-19",23.14864
"245","2007-12-20",23.080898
"246","2007-12-21",23.322836
"247","2007-12-24",23.603483
"248","2007-12-26",23.603483
"249","2007-12-27",23.458321
"250","2007-12-28",23.73897
"251","2007-12-31",23.467999
"252","2008-01-02",23.487354
"253","2008-01-03",23.264771
"254","2008-01-04",22.751862
"255","2008-01-07",22.771217
"256","2008-01-08",21.871206
"257","2008-01-09",22.219597
"258","2008-01-10",22.171209
"259","2008-01-11",21.871206
"260","2008-01-14",22.035725
"261","2008-01-15",21.087328
"262","2008-01-16",20.874422
"263","2008-01-17",20.264738
"264","2008-01-18",20.10022
"265","2008-01-22",19.27763
"266","2008-01-23",19.345373
"267","2008-01-24",20.458288
"268","2008-01-25",19.90667
"269","2008-01-28",20.25506
"270","2008-01-29",20.506676
"271","2008-01-30",20.651838
"272","2008-01-31",20.371191
"273","2008-02-01",21.029263
"274","2008-02-04",20.680872
"275","2008-02-05",19.103436
"276","2008-02-06",19.142145
"277","2008-02-07",18.987305
"278","2008-02-08",18.842142
"279","2008-02-11",18.69698
"280","2008-02-12",19.171177
"281","2008-02-13",19.606667
"282","2008-02-14",19.403439
"283","2008-02-15",19.258276
"284","2008-02-19",19.577633
"285","2008-02-20",19.47118
"286","2008-02-21",19.43247
"287","2008-02-22",19.71312
"288","2008-02-25",19.945379
"289","2008-02-26",20.48732
"290","2008-02-27",20.545385
"291","2008-02-28",20.438932
"292","2008-02-29",19.848604
"293","2008-03-03",19.742151
"294","2008-03-04",19.47118
"295","2008-03-05",19.732473
"296","2008-03-06",19.27763
"297","2008-03-07",19.055048
"298","2008-03-10",18.85182
"299","2008-03-11",20.196995
"300","2008-03-12",19.993767
"301","2008-03-13",20.361513
"302","2008-03-14",19.829248
"303","2008-03-17",19.829248
"304","2008-03-18",20.632484
"305","2008-03-19",19.974413
"306","2008-03-20",20.535709
"307","2008-03-24",20.855066
"308","2008-03-25",21.213135
"309","2008-03-26",21.2712
"310","2008-03-27",21.184103
"311","2008-03-28",21.11636
"312","2008-03-31",21.280878
"313","2008-04-01",22.122822
"314","2008-04-02",22.297018
"315","2008-04-03",22.364761
"316","2008-04-04",22.335728
"317","2008-04-07",22.09379
"318","2008-04-08",21.958305
"319","2008-04-09",21.667978
"320","2008-04-10",21.638947
"321","2008-04-11",21.261522
"322","2008-04-14",21.387331
"323","2008-04-15",21.513138
"324","2008-04-16",22.074434
"325","2008-04-17",21.987337
"326","2008-04-18",22.151855
"327","2008-04-21",22.142178
"328","2008-04-22",21.929272
"329","2008-04-23",21.716366
"330","2008-04-24",21.813141
"331","2008-04-25",22.064758
"332","2008-04-28",22.345406
"333","2008-04-29",22.200243
"334","2008-04-30",22.180887
"335","2008-05-01",22.645409
"336","2008-05-02",22.471214
"337","2008-05-05",22.655087
"338","2008-05-06",22.819605
"339","2008-05-07",22.084112
"340","2008-05-08",22.538956
"341","2008-05-09",22.403471
"342","2008-05-12",22.790571
"343","2008-05-13",22.645409
"344","2008-05-14",22.655087
"345","2008-05-15",23.080898
"346","2008-05-16",23.129286
"347","2008-05-19",22.771217
"348","2008-05-20",22.761539
"349","2008-05-21",22.277662
"350","2008-05-22",22.384115
"351","2008-05-23",22.1325
"352","2008-05-27",21.967981
"353","2008-05-28",21.832497
"354","2008-05-29",21.590559
"355","2008-05-30",21.590559
"356","2008-06-02",21.106682
"357","2008-06-03",21.029263
"358","2008-06-04",20.855066
"359","2008-06-05",21.058294
"360","2008-06-06",20.274416
"361","2008-06-09",20.042154
"362","2008-06-10",20.013123
"363","2008-06-11",19.548601
"364","2008-06-12",19.993767
"365","2008-06-13",20.467966
"366","2008-06-16",19.964735
"367","2008-06-17",20.129251
"368","2008-06-18",19.761507
"369","2008-06-19",19.848604
"370","2008-06-20",19.538923
"371","2008-06-23",19.258276
"372","2008-06-24",19.026014
"373","2008-06-25",19.490536
"374","2008-06-26",18.64859
"375","2008-06-27",18.658268
"376","2008-06-30",18.358265
"377","2008-07-01",18.445362
"378","2008-07-02",18.406652
"379","2008-07-03",18.60988
"380","2008-07-07",17.642128
"381","2008-07-08",18.145359
"382","2008-07-09",17.661484
"383","2008-07-10",17.942131
"384","2008-07-11",17.603418
"385","2008-07-14",17.409868
"386","2008-07-15",16.974379
"387","2008-07-16",17.748581
"388","2008-07-17",18.213102
"389","2008-07-18",18.638914
"390","2008-07-21",18.41633
"391","2008-07-22",18.513105
"392","2008-07-23",18.929239
"393","2008-07-24",18.203424
"394","2008-07-25",18.106649
"395","2008-07-28",17.516321
"396","2008-07-29",18.213102
"397","2008-07-30",18.048584
"398","2008-07-31",17.816324
"399","2008-08-01",17.303415
"400","2008-08-04",17.032444
"401","2008-08-05",17.864712
"402","2008-08-06",17.738903
"403","2008-08-07",17.129219
"404","2008-08-08",17.419546
"405","2008-08-11",17.564709
"406","2008-08-12",17.274382
"407","2008-08-13",16.955025
"408","2008-08-14",16.529213
"409","2008-08-15",16.529213
"410","2008-08-18",16.238888
"411","2008-08-19",15.929207
"412","2008-08-20",15.735656
"413","2008-08-21",15.60017
"414","2008-08-22",16.03566
"415","2008-08-25",15.513073
"416","2008-08-26",15.696946
"417","2008-08-27",16.103401
"418","2008-08-28",16.490503
"419","2008-08-29",16.287275
"420","2008-09-02",16.480825
"421","2008-09-03",16.703409
"422","2008-09-04",15.667913
"423","2008-09-05",15.725979
"424","2008-09-08",16.1905
"425","2008-09-09",15.580815
"426","2008-09-10",15.793721
"427","2008-09-11",15.551783
"428","2008-09-12",15.929207
"429","2008-09-15",14.50661
"430","2008-09-16",15.21307
"431","2008-09-17",14.11951
"432","2008-09-18",15.25178
"433","2008-09-19",16.26792
"434","2008-09-22",16.161467
"435","2008-09-23",16.084047
"436","2008-09-24",16.113079
"437","2008-09-25",16.664698
"438","2008-09-26",16.896959
"439","2008-09-29",15.280812
"440","2008-09-30",15.648559
"441","2008-10-01",16.093725
"442","2008-10-02",15.3292
"443","2008-10-03",15.803399
"444","2008-10-06",15.145327
"445","2008-10-07",14.516288
"446","2008-10-08",14.39048
"447","2008-10-09",12.871108
"448","2008-10-10",12.600138
"449","2008-10-13",14.342093
"450","2008-10-14",14.254994
"451","2008-10-15",12.900141
"452","2008-10-16",13.364662
"453","2008-10-17",12.851753
"454","2008-10-20",13.529181
"455","2008-10-21",12.43562
"456","2008-10-22",10.55818
"457","2008-10-23",10.82915
"458","2008-10-24",9.677526
"459","2008-10-27",8.980743
"460","2008-10-28",9.483974
"461","2008-10-29",10.006561
"462","2008-10-30",10.790441
"463","2008-10-31",11.225929
"464","2008-11-03",11.196897
"465","2008-11-04",12.571105
"466","2008-11-05",12.154972
"467","2008-11-06",11.342059
"468","2008-11-07",11.990454
"469","2008-11-10",11.409802
"470","2008-11-11",10.422694
"471","2008-11-12",9.764623
"472","2008-11-13",10.954959
"473","2008-11-14",10.180757
"474","2008-11-17",9.638815
"475","2008-11-18",9.58075
"476","2008-11-19",8.738805
"477","2008-11-20",8.177508
"478","2008-11-21",8.787193
"479","2008-11-24",9.725913
"480","2008-11-25",10.113014
"481","2008-11-26",10.006561
"482","2008-11-28",10.035594
"483","2008-12-01",8.971066
"484","2008-12-02",10.016238
"485","2008-12-03",10.045271
"486","2008-12-04",9.600105
"487","2008-12-05",9.919463
"488","2008-12-08",10.383985
"489","2008-12-09",10.316242
"490","2008-12-10",10.838828
"491","2008-12-11",10.819473
"492","2008-12-12",10.90657
"493","2008-12-15",11.080767
"494","2008-12-16",12.029163
"495","2008-12-17",12.058196
"496","2008-12-18",11.748515
