"","date","MRBK"
"1","2017-11-07",18.25
"2","2017-11-08",17.9
"3","2017-11-09",18.049999
"4","2017-11-10",18.25
"5","2017-11-13",18.32
"6","2017-11-14",18.139999
"7","2017-11-15",18.299999
"8","2017-11-16",18.25
"9","2017-11-17",18.15
"10","2017-11-20",18.08
"11","2017-11-21",18.26
"12","2017-11-22",18.25
"13","2017-11-24",17.98
"14","2017-11-27",17.9
"15","2017-11-28",17.969999
"16","2017-11-29",17.58
"17","2017-11-30",18.389999
"18","2017-12-01",18.35
"19","2017-12-04",18.030001
"20","2017-12-05",17.75
"21","2017-12-06",17.65
"22","2017-12-07",17.75
"23","2017-12-08",18
"24","2017-12-11",19.190001
"25","2017-12-12",20.98
"26","2017-12-13",20.969999
"27","2017-12-14",20.5
"28","2017-12-15",19.690001
"29","2017-12-18",20.110001
"30","2017-12-19",20.540001
"31","2017-12-20",20.299999
"32","2017-12-21",20.48
"33","2017-12-22",20.1
"34","2017-12-26",19.517
"35","2017-12-27",19.389999
"36","2017-12-28",19.059999
"37","2017-12-29",19.98
"38","2018-01-02",19.07
"39","2018-01-03",20.379999
"40","2018-01-04",19.584999
"41","2018-01-05",20.440001
"42","2018-01-08",20
"43","2018-01-09",19.459999
"44","2018-01-10",19.48
"45","2018-01-11",19.85
"46","2018-01-12",19.85
"47","2018-01-16",20
"48","2018-01-17",20
"49","2018-01-18",20.1
"50","2018-01-19",20
"51","2018-01-22",19.513
"52","2018-01-23",19.290001
"53","2018-01-24",19.48
"54","2018-01-25",19.26
"55","2018-01-26",19.200001
"56","2018-01-29",17.700001
"57","2018-01-30",18.4
"58","2018-01-31",18.24
"59","2018-02-01",18.33
"60","2018-02-02",18.157
"61","2018-02-05",17.91
"62","2018-02-06",18
"63","2018-02-07",18
"64","2018-02-08",17.75
"65","2018-02-09",18.02
"66","2018-02-12",17.709999
"67","2018-02-13",18
"68","2018-02-14",18.25
"69","2018-02-15",18
"70","2018-02-16",18
"71","2018-02-20",17.98
"72","2018-02-21",18
"73","2018-02-22",17.99
"74","2018-02-23",17.75
"75","2018-02-26",17.5
"76","2018-02-27",17.9
"77","2018-02-28",18.389999
"78","2018-03-01",18.4
"79","2018-03-02",17.559999
"80","2018-03-05",17.440001
"81","2018-03-06",17.129999
"82","2018-03-07",17.110001
"83","2018-03-08",17.450001
"84","2018-03-09",17.49
"85","2018-03-12",17.450001
"86","2018-03-13",17.295
"87","2018-03-14",17.41
"88","2018-03-15",17.780001
"89","2018-03-16",17.57
"90","2018-03-19",17.35
"91","2018-03-20",17.799999
"92","2018-03-21",17.469999
"93","2018-03-22",17.5
"94","2018-03-23",18.030001
"95","2018-03-26",18.049999
"96","2018-03-27",18.1
"97","2018-03-28",17.627001
"98","2018-03-29",17.627001
"99","2018-04-02",17.5
"100","2018-04-03",17.139999
"101","2018-04-04",17.200001
"102","2018-04-05",17.99
"103","2018-04-06",18.25
"104","2018-04-09",18.24
"105","2018-04-10",18.190001
"106","2018-04-11",18
"107","2018-04-12",17.700001
"108","2018-04-13",17.856001
"109","2018-04-16",17.66
"110","2018-04-17",18
"111","2018-04-18",17.52
"112","2018-04-19",17.360001
"113","2018-04-20",17.610001
"114","2018-04-23",17.610001
"115","2018-04-24",17.5
"116","2018-04-25",17.5
"117","2018-04-26",17.26
"118","2018-04-27",17.356001
"119","2018-04-30",17.120001
"120","2018-05-01",17.35
"121","2018-05-02",17.65
"122","2018-05-03",17.41
"123","2018-05-04",17.5
"124","2018-05-07",17.448999
"125","2018-05-08",17.5
"126","2018-05-09",17.879999
"127","2018-05-10",17.549999
"128","2018-05-11",17.549999
"129","2018-05-14",17.41
"130","2018-05-15",17.440001
"131","2018-05-16",17.4
"132","2018-05-17",17.6
"133","2018-05-18",17.487
"134","2018-05-21",17.487
"135","2018-05-22",17.51
"136","2018-05-23",17.799999
"137","2018-05-24",17.799999
"138","2018-05-25",17.889999
"139","2018-05-29",17.889999
"140","2018-05-30",17.799999
"141","2018-05-31",17.799999
"142","2018-06-01",17.99
"143","2018-06-04",18
"144","2018-06-05",17.82
"145","2018-06-06",17.799999
"146","2018-06-07",17.99
"147","2018-06-08",17.809999
"148","2018-06-11",17.99
"149","2018-06-12",18
"150","2018-06-13",18.08
"151","2018-06-14",17.763
"152","2018-06-15",18.299999
"153","2018-06-18",18.1
"154","2018-06-19",18
"155","2018-06-20",18.09
"156","2018-06-21",18.1
"157","2018-06-22",18.01
"158","2018-06-25",18.08
"159","2018-06-26",18.08
"160","2018-06-27",18.200001
"161","2018-06-28",17.75
"162","2018-06-29",18.190001
"163","2018-07-02",17.65
"164","2018-07-03",17.65
"165","2018-07-05",18.16
"166","2018-07-06",18.139999
"167","2018-07-09",17.75
"168","2018-07-10",17.549999
"169","2018-07-11",17.91
"170","2018-07-12",17.91
"171","2018-07-13",17.91
"172","2018-07-16",17.91
"173","2018-07-17",17.75
"174","2018-07-18",17.85
"175","2018-07-19",17.549999
"176","2018-07-20",17.530001
"177","2018-07-23",17.889999
"178","2018-07-24",17.549999
"179","2018-07-25",17.690001
"180","2018-07-26",17.700001
"181","2018-07-27",17.700001
"182","2018-07-30",17.879999
"183","2018-07-31",17.41
"184","2018-08-01",17.41
"185","2018-08-02",17.440001
"186","2018-08-03",17.440001
"187","2018-08-06",17.440001
"188","2018-08-07",17.26
"189","2018-08-08",17.27
"190","2018-08-09",17.59
"191","2018-08-10",17.4
"192","2018-08-13",17.57
"193","2018-08-14",17.33
"194","2018-08-15",17.5
"195","2018-08-16",17.4
"196","2018-08-17",17.309999
"197","2018-08-20",17.32
"198","2018-08-21",17.280001
"199","2018-08-22",17.280001
"200","2018-08-23",17.27
"201","2018-08-24",17.27
"202","2018-08-27",17.35
"203","2018-08-28",17.26
"204","2018-08-29",17.26
"205","2018-08-30",17.299999
"206","2018-08-31",17.200001
"207","2018-09-04",17.200001
"208","2018-09-05",17.25
"209","2018-09-06",17.4
"210","2018-09-07",17.4
"211","2018-09-10",17.415001
"212","2018-09-11",17.5
"213","2018-09-12",17.5
"214","2018-09-13",17.549999
"215","2018-09-14",17.370001
"216","2018-09-17",17.27
"217","2018-09-18",17.26
"218","2018-09-19",17.16
"219","2018-09-20",17.25
"220","2018-09-21",18.209999
"221","2018-09-24",18.139999
"222","2018-09-25",17.85
"223","2018-09-26",17.85
"224","2018-09-27",17.700001
"225","2018-09-28",17.200001
"226","2018-10-01",17.24
"227","2018-10-02",17.129999
"228","2018-10-03",17.459999
"229","2018-10-04",17.209999
"230","2018-10-05",17.5
"231","2018-10-08",17.5
"232","2018-10-09",17.15
"233","2018-10-10",17.23
"234","2018-10-11",17.549999
"235","2018-10-12",17.540001
"236","2018-10-15",17.540001
"237","2018-10-16",17.01
"238","2018-10-17",17.15
"239","2018-10-18",17.15
"240","2018-10-19",17.08
"241","2018-10-22",16.75
"242","2018-10-23",16.719999
"243","2018-10-24",16.719999
"244","2018-10-25",16.110001
"245","2018-10-26",16.110001
"246","2018-10-29",16.92
"247","2018-10-30",16.790001
"248","2018-10-31",16.950001
"249","2018-11-01",17.66
"250","2018-11-02",16.85
"251","2018-11-05",16.85
"252","2018-11-06",16.9
"253","2018-11-07",16.85
"254","2018-11-08",16.85
"255","2018-11-09",16.85
"256","2018-11-12",16.85
"257","2018-11-13",16.950001
"258","2018-11-14",16.950001
"259","2018-11-15",16.950001
"260","2018-11-16",17
"261","2018-11-19",17
"262","2018-11-20",16.950001
"263","2018-11-21",16.950001
"264","2018-11-23",16.950001
"265","2018-11-26",17.1
"266","2018-11-27",17.1
"267","2018-11-28",17.219999
"268","2018-11-29",17.219999
"269","2018-11-30",16.700001
"270","2018-12-03",16.98
"271","2018-12-04",16.98
"272","2018-12-06",16.610001
"273","2018-12-07",16.75
"274","2018-12-10",16.75
"275","2018-12-11",16.756001
"276","2018-12-12",16.950001
"277","2018-12-13",16.75
"278","2018-12-14",17.33
"279","2018-12-17",17.33
"280","2018-12-18",17.290001
"281","2018-12-19",16.610001
"282","2018-12-20",16.27
"283","2018-12-21",16.950001
"284","2018-12-24",16.76
"285","2018-12-26",16.610001
"286","2018-12-27",16.49
"287","2018-12-28",16.6
"288","2018-12-31",17.17
"289","2019-01-02",17
"290","2019-01-03",17
"291","2019-01-04",17.219
"292","2019-01-07",17
"293","2019-01-08",17
"294","2019-01-09",17.195
"295","2019-01-10",17.209999
"296","2019-01-11",17.108
"297","2019-01-14",17.110001
"298","2019-01-15",17.247999
"299","2019-01-16",17.25
"300","2019-01-17",17.1
"301","2019-01-18",16.799999
"302","2019-01-22",16.719999
"303","2019-01-23",16.719999
"304","2019-01-24",16.719999
"305","2019-01-25",16.799999
"306","2019-01-28",16.636
"307","2019-01-29",17.27
"308","2019-01-30",17.27
"309","2019-01-31",17.290001
"310","2019-02-01",16.9
"311","2019-02-04",17.389999
"312","2019-02-05",16.860001
"313","2019-02-06",16.860001
"314","2019-02-07",17
"315","2019-02-08",16.950001
"316","2019-02-11",16.9
"317","2019-02-12",16.9
"318","2019-02-13",17.26
"319","2019-02-14",16.9
"320","2019-02-15",17
"321","2019-02-19",17
"322","2019-02-20",17.1
"323","2019-02-21",17.309999
"324","2019-02-22",17.469999
"325","2019-02-25",17.5
"326","2019-02-26",17.652
"327","2019-02-27",17.25
"328","2019-02-28",17.568001
"329","2019-03-01",17.75
"330","2019-03-04",17.719999
"331","2019-03-05",18
"332","2019-03-06",18
"333","2019-03-07",18
"334","2019-03-08",17.75
"335","2019-03-11",18.037001
"336","2019-03-12",18.139999
"337","2019-03-13",18.139999
"338","2019-03-14",18.24
"339","2019-03-15",18.5
"340","2019-03-18",18.780001
"341","2019-03-19",18.200001
"342","2019-03-20",17.75
"343","2019-03-21",17.26
"344","2019-03-22",17.780001
"345","2019-03-25",17.950001
"346","2019-03-26",17.957001
"347","2019-03-27",18.42
"348","2019-03-28",17.264999
"349","2019-03-29",18.040001
"350","2019-04-01",18.24
"351","2019-04-02",17.51
"352","2019-04-03",18.01
"353","2019-04-04",18.24
"354","2019-04-05",18
"355","2019-04-08",17.879999
"356","2019-04-09",17.879999
"357","2019-04-10",17.780001
"358","2019-04-11",17.780001
"359","2019-04-12",17.780001
"360","2019-04-15",17.4
"361","2019-04-16",17.799999
"362","2019-04-17",17.799999
"363","2019-04-18",17.77
"364","2019-04-22",17.77
"365","2019-04-23",17.549999
"366","2019-04-24",17.42
"367","2019-04-25",17.487
"368","2019-04-26",17.487
"369","2019-04-29",17.57
"370","2019-04-30",17.690001
"371","2019-05-01",17.688
"372","2019-05-02",17.5
"373","2019-05-03",17.6
"374","2019-05-06",17.530001
"375","2019-05-07",17.530001
"376","2019-05-08",17.75
"377","2019-05-09",17.849001
"378","2019-05-10",17.6
"379","2019-05-13",17.5
"380","2019-05-14",18
"381","2019-05-15",18
"382","2019-05-16",17
"383","2019-05-17",16.83
"384","2019-05-20",16.9
"385","2019-05-21",16.950001
"386","2019-05-22",16.950001
"387","2019-05-23",16.870001
"388","2019-05-24",16.92
"389","2019-05-28",17.01
"390","2019-05-29",16.73
"391","2019-05-30",17.379999
"392","2019-05-31",17.01
"393","2019-06-03",17.389999
"394","2019-06-04",17
"395","2019-06-05",17
"396","2019-06-06",17
"397","2019-06-07",16.73
"398","2019-06-10",17.290001
"399","2019-06-11",17.290001
"400","2019-06-12",17
"401","2019-06-13",16.764
"402","2019-06-14",16.764
"403","2019-06-17",16.77
"404","2019-06-18",16.885
"405","2019-06-19",16.950001
"406","2019-06-20",16.950001
"407","2019-06-21",17
"408","2019-06-24",17
"409","2019-06-25",16.99
"410","2019-06-26",16.83
"411","2019-06-27",16.809999
"412","2019-06-28",16.9
"413","2019-07-01",16.9
"414","2019-07-02",16.950001
"415","2019-07-03",16.950001
"416","2019-07-05",16.9
"417","2019-07-08",16.98
"418","2019-07-09",16.936001
"419","2019-07-10",16.91
"420","2019-07-11",17
"421","2019-07-12",16.799999
"422","2019-07-15",17.450001
"423","2019-07-16",17
"424","2019-07-17",17.25
"425","2019-07-18",17.25
