"","date","MBI"
"1","2007-01-03",72.519997
"2","2007-01-04",72.690002
"3","2007-01-05",72.199997
"4","2007-01-08",72.190002
"5","2007-01-09",72.370003
"6","2007-01-10",72.129997
"7","2007-01-11",72.150002
"8","2007-01-12",72.550003
"9","2007-01-16",72.339996
"10","2007-01-17",71.349998
"11","2007-01-18",71.480003
"12","2007-01-19",71.68
"13","2007-01-22",71.540001
"14","2007-01-23",72.449997
"15","2007-01-24",73.019997
"16","2007-01-25",70.949997
"17","2007-01-26",72.730003
"18","2007-01-29",71.489998
"19","2007-01-30",72.389999
"20","2007-01-31",71.830002
"21","2007-02-01",72.650002
"22","2007-02-02",72.610001
"23","2007-02-05",72.129997
"24","2007-02-06",72.849998
"25","2007-02-07",71.910004
"26","2007-02-08",71.419998
"27","2007-02-09",69.800003
"28","2007-02-12",69.150002
"29","2007-02-13",70.239998
"30","2007-02-14",70.839996
"31","2007-02-15",70.860001
"32","2007-02-16",70.279999
"33","2007-02-20",70.720001
"34","2007-02-21",69.699997
"35","2007-02-22",69.599998
"36","2007-02-23",68.010002
"37","2007-02-26",67.529999
"38","2007-02-27",66.07
"39","2007-02-28",66.5
"40","2007-03-01",66.650002
"41","2007-03-02",66.459999
"42","2007-03-05",64.389999
"43","2007-03-06",66.639999
"44","2007-03-07",66.610001
"45","2007-03-08",66.900002
"46","2007-03-09",66.959999
"47","2007-03-12",66.779999
"48","2007-03-13",64.230003
"49","2007-03-14",64.629997
"50","2007-03-15",65.370003
"51","2007-03-16",64.860001
"52","2007-03-19",65.260002
"53","2007-03-20",66.209999
"54","2007-03-21",67.089996
"55","2007-03-22",66.32
"56","2007-03-23",66.25
"57","2007-03-26",66.209999
"58","2007-03-27",65.830002
"59","2007-03-28",64.940002
"60","2007-03-29",65.769997
"61","2007-03-30",65.489998
"62","2007-04-02",64.879997
"63","2007-04-03",65.669998
"64","2007-04-04",65.550003
"65","2007-04-05",65.910004
"66","2007-04-09",65.839996
"67","2007-04-10",66.470001
"68","2007-04-11",66.029999
"69","2007-04-12",65.800003
"70","2007-04-13",66.040001
"71","2007-04-16",67.32
"72","2007-04-17",66.959999
"73","2007-04-18",67.970001
"74","2007-04-19",67.860001
"75","2007-04-20",68.379997
"76","2007-04-23",68.050003
"77","2007-04-24",66.959999
"78","2007-04-25",69.25
"79","2007-04-26",70.93
"80","2007-04-27",71.540001
"81","2007-04-30",69.559998
"82","2007-05-01",69.410004
"83","2007-05-02",69.669998
"84","2007-05-03",70.779999
"85","2007-05-04",70.629997
"86","2007-05-07",70.620003
"87","2007-05-08",70.580002
"88","2007-05-09",70.760002
"89","2007-05-10",69.669998
"90","2007-05-11",70.099998
"91","2007-05-14",69.330002
"92","2007-05-15",69.160004
"93","2007-05-16",69.690002
"94","2007-05-17",69.419998
"95","2007-05-18",69.43
"96","2007-05-21",69.309998
"97","2007-05-22",69.459999
"98","2007-05-23",68.949997
"99","2007-05-24",66.809998
"100","2007-05-25",66.800003
"101","2007-05-29",67.050003
"102","2007-05-30",67.279999
"103","2007-05-31",66.550003
"104","2007-06-01",66.589996
"105","2007-06-04",67.32
"106","2007-06-05",65.769997
"107","2007-06-06",64.849998
"108","2007-06-07",63.200001
"109","2007-06-08",65.169998
"110","2007-06-11",64.610001
"111","2007-06-12",64.32
"112","2007-06-13",64.650002
"113","2007-06-14",64.849998
"114","2007-06-15",64.669998
"115","2007-06-18",64.949997
"116","2007-06-19",64.620003
"117","2007-06-20",62.689999
"118","2007-06-21",64.660004
"119","2007-06-22",63.75
"120","2007-06-25",61.77
"121","2007-06-26",61.110001
"122","2007-06-27",62
"123","2007-06-28",63.470001
"124","2007-06-29",62.220001
"125","2007-07-02",62.07
"126","2007-07-03",62.709999
"127","2007-07-05",61.720001
"128","2007-07-06",62.66
"129","2007-07-09",61.540001
"130","2007-07-10",59.84
"131","2007-07-11",60.889999
"132","2007-07-12",61.32
"133","2007-07-13",60.779999
"134","2007-07-16",60.59
"135","2007-07-17",59.849998
"136","2007-07-18",58.799999
"137","2007-07-19",58.450001
"138","2007-07-20",57.560001
"139","2007-07-23",58.740002
"140","2007-07-24",57.080002
"141","2007-07-25",59.990002
"142","2007-07-26",57.810001
"143","2007-07-27",60.330002
"144","2007-07-30",59.610001
"145","2007-07-31",56.099998
"146","2007-08-01",55.950001
"147","2007-08-02",55.369999
"148","2007-08-03",50.830002
"149","2007-08-06",56.200001
"150","2007-08-07",58.799999
"151","2007-08-08",62.490002
"152","2007-08-09",58.990002
"153","2007-08-10",58.5
"154","2007-08-13",53.849998
"155","2007-08-14",51.27
"156","2007-08-15",52.630001
"157","2007-08-16",56.860001
"158","2007-08-17",63.599998
"159","2007-08-20",61.889999
"160","2007-08-21",60.189999
"161","2007-08-22",60.650002
"162","2007-08-23",60.080002
"163","2007-08-24",58.689999
"164","2007-08-27",58.209999
"165","2007-08-28",56.52
"166","2007-08-29",57.220001
"167","2007-08-30",58.220001
"168","2007-08-31",60
"169","2007-09-04",61.919998
"170","2007-09-05",60.290001
"171","2007-09-06",59.200001
"172","2007-09-07",57.23
"173","2007-09-10",57.43
"174","2007-09-11",58.139999
"175","2007-09-12",56.880001
"176","2007-09-13",58
"177","2007-09-14",58.049999
"178","2007-09-17",57.48
"179","2007-09-18",61.98
"180","2007-09-19",64.160004
"181","2007-09-20",60.689999
"182","2007-09-21",60.810001
"183","2007-09-24",59.970001
"184","2007-09-25",59.77
"185","2007-09-26",60
"186","2007-09-27",62.580002
"187","2007-09-28",61.049999
"188","2007-10-01",63.400002
"189","2007-10-02",63.779999
"190","2007-10-03",64.110001
"191","2007-10-04",65.150002
"192","2007-10-05",67.779999
"193","2007-10-08",66.160004
"194","2007-10-09",67.669998
"195","2007-10-10",65.870003
"196","2007-10-11",66.980003
"197","2007-10-12",67.099998
"198","2007-10-15",65.25
"199","2007-10-16",63.5
"200","2007-10-17",60.869999
"201","2007-10-18",60.380001
"202","2007-10-19",57.27
"203","2007-10-22",58.919998
"204","2007-10-23",57.93
"205","2007-10-24",55.189999
"206","2007-10-25",46.990002
"207","2007-10-26",50.369999
"208","2007-10-29",47.470001
"209","2007-10-30",45.73
"210","2007-10-31",43.040001
"211","2007-11-01",38.060001
"212","2007-11-02",35.509998
"213","2007-11-05",33.23
"214","2007-11-06",35.650002
"215","2007-11-07",33.57
"216","2007-11-08",31.68
"217","2007-11-09",34.490002
"218","2007-11-12",35.189999
"219","2007-11-13",40.48
"220","2007-11-14",39.810001
"221","2007-11-15",38.139999
"222","2007-11-16",37.189999
"223","2007-11-19",34.490002
"224","2007-11-20",35.099998
"225","2007-11-21",32.18
"226","2007-11-23",34.139999
"227","2007-11-26",33.060001
"228","2007-11-27",30.459999
"229","2007-11-28",30.280001
"230","2007-11-29",30.74
"231","2007-11-30",36.509998
"232","2007-12-03",33.880001
"233","2007-12-04",32.630001
"234","2007-12-05",27.42
"235","2007-12-06",29.84
"236","2007-12-07",30
"237","2007-12-10",33.950001
"238","2007-12-11",33
"239","2007-12-12",31.92
"240","2007-12-13",29.51
"241","2007-12-14",27.6
"242","2007-12-17",28.540001
"243","2007-12-18",28.040001
"244","2007-12-19",27.02
"245","2007-12-20",19.950001
"246","2007-12-21",20.030001
"247","2007-12-24",20.120001
"248","2007-12-26",22.33
"249","2007-12-27",22.27
"250","2007-12-28",18.74
"251","2007-12-31",18.629999
"252","2008-01-02",18.98
"253","2008-01-03",18.549999
"254","2008-01-04",17.559999
"255","2008-01-07",17.620001
"256","2008-01-08",13.98
"257","2008-01-09",13.4
"258","2008-01-10",14.11
"259","2008-01-11",16.59
"260","2008-01-14",17.049999
"261","2008-01-15",16.049999
"262","2008-01-16",13.4
"263","2008-01-17",9.22
"264","2008-01-18",8.55
"265","2008-01-22",12.53
"266","2008-01-23",16.610001
"267","2008-01-24",14.4
"268","2008-01-25",14.2
"269","2008-01-28",14.85
"270","2008-01-29",15.98
"271","2008-01-30",13.96
"272","2008-01-31",15.5
"273","2008-02-01",16.360001
"274","2008-02-04",15.39
"275","2008-02-05",14.9
"276","2008-02-06",14.28
"277","2008-02-07",14.2
"278","2008-02-08",14.6
"279","2008-02-11",13.58
