"","date","HEAR"
"277","2011-12-19",10.8
"278","2011-12-20",12.4
"279","2011-12-21",12.4
"280","2011-12-22",12
"281","2011-12-23",12
"282","2011-12-27",12
"283","2011-12-28",13
"284","2011-12-29",13.4
"285","2011-12-30",14
"286","2012-01-03",15.8
"287","2012-01-04",18
"288","2012-01-05",18
"289","2012-01-06",20.4
"290","2012-01-09",19.200001
"291","2012-01-10",20.6
"292","2012-01-11",20.799999
"293","2012-01-12",18.200001
"294","2012-01-13",20.200001
"295","2012-01-17",19
"296","2012-01-18",19.9
"297","2012-01-19",17
"298","2012-01-20",15
"299","2012-01-23",17.9
"300","2012-01-24",16.9
"301","2012-01-25",19.6
"302","2012-01-26",19.200001
"303","2012-01-27",17.6
"304","2012-01-30",16
"305","2012-01-31",18.6
"306","2012-02-01",19
"307","2012-02-02",18
"308","2012-02-03",18
"309","2012-02-06",17.200001
"310","2012-02-07",16
"311","2012-02-08",16
"312","2012-02-09",16
"313","2012-02-10",17.799999
"314","2012-02-13",16.700001
"315","2012-02-14",16.4
"316","2012-02-15",15.6
"317","2012-02-16",16.9
"318","2012-02-17",17
"319","2012-02-21",16.4
"320","2012-02-22",16
"321","2012-02-23",16
"322","2012-02-24",17
"323","2012-02-27",17
"324","2012-02-28",17.9
"325","2012-02-29",18.74
"326","2012-03-01",18.6
"327","2012-03-02",17
"328","2012-03-05",17
"329","2012-03-06",17
"330","2012-03-07",17.6
"331","2012-03-08",17.6
"332","2012-03-09",18
"333","2012-03-12",18
"334","2012-03-13",18.799999
"335","2012-03-14",19
"336","2012-03-15",18.6
"337","2012-03-16",20
"338","2012-03-19",20
"339","2012-03-20",19.4
"340","2012-03-21",19
"341","2012-03-22",17.799999
"342","2012-03-23",18.4
"343","2012-03-26",18.4
"344","2012-03-27",17.959999
"345","2012-03-28",17.959999
"346","2012-03-29",17.879999
"347","2012-03-30",18
"348","2012-04-02",17.559999
"349","2012-04-03",18
"350","2012-04-04",18
"351","2012-04-05",17.559999
"352","2012-04-09",18
"353","2012-04-10",18.108
"354","2012-04-11",18
"355","2012-04-12",17.648001
"356","2012-04-13",17.996
"357","2012-04-16",17.996
"358","2012-04-17",17.639999
"359","2012-04-18",18.6
"360","2012-04-19",18.6
"361","2012-04-20",17.280001
"362","2012-04-23",19.040001
"363","2012-04-24",18.6
"364","2012-04-25",20.24
"365","2012-04-26",21.280001
"366","2012-04-27",22.396
"367","2012-04-30",21.24
"368","2012-05-01",22.4
"369","2012-05-02",21.26
"370","2012-05-03",22
"371","2012-05-04",22
"372","2012-05-07",22
"373","2012-05-08",22
"374","2012-05-09",20.52
"375","2012-05-10",19.4
"376","2012-05-11",21.959999
"377","2012-05-14",21.799999
"378","2012-05-15",21.92
"379","2012-05-16",21
"380","2012-05-17",19.6
"381","2012-05-18",21.200001
"382","2012-05-21",19.743999
"383","2012-05-22",19.4
"384","2012-05-23",19.200001
"385","2012-05-24",19.200001
"386","2012-05-25",20.92
"387","2012-05-29",20.4
"388","2012-05-30",22
"389","2012-05-31",23
"390","2012-06-01",23.6
"391","2012-06-04",22.879999
"392","2012-06-05",23.6
"393","2012-06-06",26
"394","2012-06-07",30
"395","2012-06-08",35
"396","2012-06-11",32.599998
"397","2012-06-12",31.52
"398","2012-06-13",32.599998
"399","2012-06-14",33.200001
"400","2012-06-15",32.880001
"401","2012-06-18",34.68
"402","2012-06-19",35.84
"403","2012-06-20",37.200001
"404","2012-06-21",36.799999
"405","2012-06-22",36.919998
"406","2012-06-25",37
"407","2012-06-26",36.759998
"408","2012-06-27",35.52
"409","2012-06-28",38.080002
"410","2012-06-29",36.68
"411","2012-07-02",36
"412","2012-07-03",35.759998
"413","2012-07-05",35.360001
"414","2012-07-06",35.799999
"415","2012-07-09",35.080002
"416","2012-07-10",36.200001
"417","2012-07-11",37.040001
"418","2012-07-12",36.599998
"419","2012-07-13",36.799999
"420","2012-07-16",35.959999
"421","2012-07-17",36.599998
"422","2012-07-18",36.599998
"423","2012-07-19",36.52
"424","2012-07-20",36.48
"425","2012-07-23",36.759998
"426","2012-07-24",36.040001
"427","2012-07-25",36.200001
"428","2012-07-26",36.48
"429","2012-07-27",37.400002
"430","2012-07-30",37.959999
"431","2012-07-31",39.360001
"432","2012-08-01",39.959999
"433","2012-08-02",42.200001
"434","2012-08-03",43.16
"435","2012-08-06",44.400002
"436","2012-08-07",44.400002
"437","2012-08-08",44
"438","2012-08-09",43.400002
"439","2012-08-10",42.880001
"440","2012-08-13",42.84
"441","2012-08-14",44.919998
"442","2012-08-15",43.240002
"443","2012-08-16",43.919998
"444","2012-08-17",42.68
"445","2012-08-20",42.279999
"446","2012-08-21",39.599998
"447","2012-08-22",39.639999
"448","2012-08-23",39.400002
"449","2012-08-24",38.84
"450","2012-08-27",39.080002
"451","2012-08-28",40.400002
"452","2012-08-29",40.240002
"453","2012-08-30",41.279999
"454","2012-08-31",42.639999
"455","2012-09-04",41.84
"456","2012-09-05",40.959999
"457","2012-09-06",41.32
"458","2012-09-07",41.360001
"459","2012-09-10",40.16
"460","2012-09-11",43.040001
"461","2012-09-12",45
"462","2012-09-13",45.84
"463","2012-09-14",44.799999
"464","2012-09-17",41.639999
"465","2012-09-18",42.560001
"466","2012-09-19",41.84
"467","2012-09-20",39.279999
"468","2012-09-21",35.68
"469","2012-09-24",31
"470","2012-09-25",33
"471","2012-09-26",29.76
"472","2012-09-27",25.799999
"473","2012-09-28",25.959999
"474","2012-10-01",26.4
"475","2012-10-02",26.959999
"476","2012-10-03",25.68
"477","2012-10-04",26.24
"478","2012-10-05",26
"479","2012-10-08",24.959999
"480","2012-10-09",21.84
"481","2012-10-10",20.440001
"482","2012-10-11",21.120001
"483","2012-10-12",22.360001
"484","2012-10-15",21.52
"485","2012-10-16",24.92
"486","2012-10-17",24.440001
"487","2012-10-18",24.68
"488","2012-10-19",23.639999
"489","2012-10-22",23.639999
"490","2012-10-23",22.6
"491","2012-10-24",23.52
"492","2012-10-25",21.16
"493","2012-10-26",21.4
"494","2012-10-31",21.6
"495","2012-11-01",21.08
"496","2012-11-02",22.68
"497","2012-11-05",23.639999
"498","2012-11-06",21.92
"499","2012-11-07",22.200001
"500","2012-11-08",21.879999
"501","2012-11-09",20.559999
"502","2012-11-12",19.52
"503","2012-11-13",17.98
"504","2012-11-14",16.6
"505","2012-11-15",16.48
"506","2012-11-16",17.440001
"507","2012-11-19",17.92
"508","2012-11-20",17.52
"509","2012-11-21",17.08
"510","2012-11-23",17.719999
"511","2012-11-26",16.559999
"512","2012-11-27",15.96
"513","2012-11-28",18.48
"514","2012-11-29",17.440001
"515","2012-11-30",18.879999
"516","2012-12-03",18.6
"517","2012-12-04",17.719999
"518","2012-12-05",16.08
"519","2012-12-06",17.360001
"520","2012-12-07",20.440001
"521","2012-12-10",24.32
"522","2012-12-11",25.200001
"523","2012-12-12",21.280001
"524","2012-12-13",25.559999
"525","2012-12-14",23.120001
"526","2012-12-17",24.559999
"527","2012-12-18",25.08
"528","2012-12-19",24.040001
"529","2012-12-20",24.32
"530","2012-12-21",25.6
"531","2012-12-24",28
"532","2012-12-26",25.32
"533","2012-12-27",24.6
"534","2012-12-28",25.280001
"535","2012-12-31",27.559999
"536","2013-01-02",30.16
"537","2013-01-03",30.4
"538","2013-01-04",29.4
"539","2013-01-07",32.959999
"540","2013-01-08",36.880001
"541","2013-01-09",35.959999
"542","2013-01-10",34.639999
"543","2013-01-11",30.280001
"544","2013-01-14",31.799999
"545","2013-01-15",33.360001
"546","2013-01-16",34.240002
"547","2013-01-17",34.880001
"548","2013-01-18",35.400002
"549","2013-01-22",34.759998
"550","2013-01-23",33.16
"551","2013-01-24",33.48
"552","2013-01-25",34.48
"553","2013-01-28",35.279999
"554","2013-01-29",33.200001
"555","2013-01-30",32.919998
"556","2013-01-31",33.119999
"557","2013-02-01",34.200001
"558","2013-02-04",33.200001
"559","2013-02-05",34.599998
"560","2013-02-06",34.439999
"561","2013-02-07",37.799999
"562","2013-02-08",41.759998
"563","2013-02-11",40.880001
"564","2013-02-12",38.400002
"565","2013-02-13",36.68
"566","2013-02-14",36.799999
"567","2013-02-15",40.040001
"568","2013-02-19",39.959999
"569","2013-02-20",39.799999
"570","2013-02-21",39.799999
"571","2013-02-22",42
"572","2013-02-25",44
"573","2013-02-26",44.16
"574","2013-02-27",43.759998
"575","2013-02-28",47.16
"576","2013-03-01",46.759998
"577","2013-03-04",48
"578","2013-03-05",49.200001
"579","2013-03-06",49.720001
"580","2013-03-07",49.639999
"581","2013-03-08",51.919998
"582","2013-03-11",62.959999
"583","2013-03-12",64.360001
"584","2013-03-13",59.080002
"585","2013-03-14",63.599998
"586","2013-03-15",68.239998
"587","2013-03-18",72.32
"588","2013-03-19",71.959999
"589","2013-03-20",72.879997
"590","2013-03-21",71.239998
"591","2013-03-22",64.800003
"592","2013-03-25",69
"593","2013-03-26",67.120003
"594","2013-03-27",67.519997
"595","2013-03-28",80.199997
"596","2013-04-01",74.160004
"597","2013-04-02",84.295998
"598","2013-04-03",84.480003
"599","2013-04-04",77.959999
"600","2013-04-05",76.599998
"601","2013-04-08",69.599998
"602","2013-04-09",70.839996
"603","2013-04-10",68.160004
"604","2013-04-11",66.639999
"605","2013-04-12",65.440002
"606","2013-04-15",60.48
"607","2013-04-16",65.120003
"608","2013-04-17",71.639999
"609","2013-04-18",69.760002
"610","2013-04-19",71.839996
"611","2013-04-22",75
"612","2013-04-23",76.440002
"613","2013-04-24",76.239998
"614","2013-04-25",75.519997
"615","2013-04-26",75.959999
"616","2013-04-29",72.279999
"617","2013-04-30",71.959999
"618","2013-05-01",73.839996
"619","2013-05-02",76.120003
"620","2013-05-03",70.199997
"621","2013-05-06",73.68
"622","2013-05-07",75.599998
"623","2013-05-08",74.760002
"624","2013-05-09",82.400002
"625","2013-05-10",84.080002
"626","2013-05-13",84.559998
"627","2013-05-14",84.040001
"628","2013-05-15",78.639999
"629","2013-05-16",76.839996
"630","2013-05-17",76.760002
"631","2013-05-20",70.760002
"632","2013-05-21",73.32
"633","2013-05-22",73.239998
"634","2013-05-23",71.120003
"635","2013-05-24",71.199997
"636","2013-05-28",73.879997
"637","2013-05-29",71.040001
"638","2013-05-30",70.599998
"639","2013-05-31",66.839996
"640","2013-06-03",65.860001
"641","2013-06-04",61.639999
"642","2013-06-05",61.52
"643","2013-06-06",64
"644","2013-06-07",66.559998
"645","2013-06-10",69.959999
"646","2013-06-11",70.239998
"647","2013-06-12",68.559998
"648","2013-06-13",66.879997
"649","2013-06-14",70.360001
"650","2013-06-17",71.400002
"651","2013-06-18",69.639999
"652","2013-06-19",68
"653","2013-06-20",64.360001
"654","2013-06-21",64.959999
"655","2013-06-24",68.599998
"656","2013-06-25",67.400002
"657","2013-06-26",68.720001
"658","2013-06-27",67
"659","2013-06-28",65
"660","2013-07-01",66.440002
"661","2013-07-02",66.400002
"662","2013-07-03",67.959999
"663","2013-07-05",70.639999
"664","2013-07-08",69.519997
"665","2013-07-09",68.120003
"666","2013-07-10",69.879997
"667","2013-07-11",68.559998
"668","2013-07-12",68.800003
"669","2013-07-15",67
"670","2013-07-16",65.440002
"671","2013-07-17",62.400002
"672","2013-07-18",63
"673","2013-07-19",65.239998
"674","2013-07-22",68.639999
"675","2013-07-23",67.639999
"676","2013-07-24",68.800003
"677","2013-07-25",67.68
"678","2013-07-26",69.800003
"679","2013-07-29",67.559998
"680","2013-07-30",68
"681","2013-07-31",68.279999
"682","2013-08-01",68.279999
"683","2013-08-02",69.160004
"684","2013-08-05",70.760002
"685","2013-08-06",56
"686","2013-08-07",57.32
"687","2013-08-08",64
"688","2013-08-09",60.040001
"689","2013-08-12",61
"690","2013-08-13",58.759998
"691","2013-08-14",58.040001
"692","2013-08-15",61.32
"693","2013-08-16",61.040001
"694","2013-08-19",61.599998
"695","2013-08-20",62
"696","2013-08-21",63.200001
"697","2013-08-22",64
"698","2013-08-23",64.400002
"699","2013-08-26",65.204002
"700","2013-08-27",63.200001
"701","2013-08-28",64.400002
"702","2013-08-29",63.200001
"703","2013-08-30",63.68
"704","2013-09-03",59.52
"705","2013-09-04",57.080002
"706","2013-09-05",57.639999
"707","2013-09-06",52.240002
"708","2013-09-09",57
"709","2013-09-10",55.279999
"710","2013-09-11",51.560001
"711","2013-09-12",46.919998
"712","2013-09-13",51.240002
"713","2013-09-16",52.560001
"714","2013-09-17",52.360001
"715","2013-09-18",52.880001
"716","2013-09-19",53.279999
"717","2013-09-20",55.119999
"718","2013-09-23",51.279999
"719","2013-09-24",51.599998
"720","2013-09-25",50.599998
"721","2013-09-26",50.959999
"722","2013-09-27",50.919998
"723","2013-09-30",50.119999
"724","2013-10-01",51.560001
"725","2013-10-02",51.360001
"726","2013-10-03",49.040001
"727","2013-10-04",47.599998
"728","2013-10-07",47.360001
"729","2013-10-08",44.439999
"730","2013-10-09",46.919998
"731","2013-10-10",50.119999
"732","2013-10-11",51.919998
"733","2013-10-14",49.639999
"734","2013-10-15",52
"735","2013-10-16",52.560001
"736","2013-10-17",57
"737","2013-10-18",57.919998
"738","2013-10-21",56.080002
"739","2013-10-22",55.759998
"740","2013-10-23",52.400002
"741","2013-10-24",52.360001
"742","2013-10-25",55.200001
"743","2013-10-28",57.959999
"744","2013-10-29",57.639999
"745","2013-10-30",58.720001
"746","2013-10-31",59.959999
"747","2013-11-01",56.959999
"748","2013-11-04",57.360001
"749","2013-11-05",57.240002
"750","2013-11-06",56.040001
"751","2013-11-07",56.52
"752","2013-11-08",60.919998
"753","2013-11-11",63.799999
"754","2013-11-12",64.599998
"755","2013-11-13",61.880001
"756","2013-11-14",59.080002
"757","2013-11-15",55.52
"758","2013-11-18",54.279999
"759","2013-11-19",53
"760","2013-11-20",51.080002
"761","2013-11-21",53.959999
"762","2013-11-22",51.799999
"763","2013-11-25",50.599998
"764","2013-11-26",50.040001
"765","2013-11-27",48.240002
"766","2013-11-29",49.560001
"767","2013-12-02",47.639999
"768","2013-12-03",47.040001
"769","2013-12-04",45.560001
"770","2013-12-05",44.040001
"771","2013-12-06",45.360001
"772","2013-12-09",46
"773","2013-12-10",45.040001
"774","2013-12-11",42.279999
"775","2013-12-12",43.040001
"776","2013-12-13",43.400002
"777","2013-12-16",48.959999
"778","2013-12-17",48.080002
"779","2013-12-18",46.799999
"780","2013-12-19",49
"781","2013-12-20",51.560001
"782","2013-12-23",52.040001
"783","2013-12-24",52.720001
"784","2013-12-26",53.560001
"785","2013-12-27",54.200001
"786","2013-12-30",54.880001
"787","2013-12-31",55.400002
"788","2014-01-02",57.32
"789","2014-01-03",55.720001
"790","2014-01-06",57.560001
"791","2014-01-07",54.799999
"792","2014-01-08",55.880001
"793","2014-01-09",56.400002
"794","2014-01-10",55
"795","2014-01-13",55.639999
"796","2014-01-14",55.84
"797","2014-01-15",57.200001
"798","2014-01-16",64.199997
"799","2014-01-17",64.199997
"800","2014-01-21",60.040001
"801","2014-01-22",60.720001
"802","2014-01-23",59.200001
"803","2014-01-24",58.16
"804","2014-01-27",58.52
"805","2014-01-28",61.599998
"806","2014-01-29",61.400002
"807","2014-01-30",62.52
"808","2014-01-31",64
"809","2014-02-03",64
"810","2014-02-04",61.759998
"811","2014-02-05",57.68
"812","2014-02-06",58.200001
"813","2014-02-07",59.959999
"814","2014-02-10",58.400002
"815","2014-02-11",53.959999
"816","2014-02-12",60.360001
"817","2014-02-13",60.360001
"818","2014-02-14",58.959999
"819","2014-02-18",61.200001
"820","2014-02-19",58.799999
"821","2014-02-20",59.759998
"822","2014-02-21",59.200001
"823","2014-02-24",57.84
"824","2014-02-25",56.599998
"825","2014-02-26",57.400002
"826","2014-02-27",57.68
"827","2014-02-28",59.360001
"828","2014-03-03",59.84
"829","2014-03-04",61
"830","2014-03-05",61.52
"831","2014-03-06",61.880001
"832","2014-03-07",60.919998
"833","2014-03-10",60.919998
"834","2014-03-11",60.119999
"835","2014-03-12",58.040001
"836","2014-03-13",57.240002
"837","2014-03-14",57.279999
"838","2014-03-17",57.360001
"839","2014-03-18",55.84
"840","2014-03-19",54.880001
"841","2014-03-20",54.040001
"842","2014-03-21",52.799999
"843","2014-03-24",52.52
"844","2014-03-25",52.220001
"845","2014-03-26",50.880001
"846","2014-03-27",47.720001
"847","2014-03-28",53.959999
"848","2014-03-31",56.240002
"849","2014-04-01",57.720001
"850","2014-04-02",58
"851","2014-04-03",56
"852","2014-04-04",54.560001
"853","2014-04-07",52.959999
"854","2014-04-08",51.52
"855","2014-04-09",52.119999
"856","2014-04-10",52.360001
"857","2014-04-11",50.439999
"858","2014-04-14",48.639999
"859","2014-04-15",46.240002
"860","2014-04-16",49.52
"861","2014-04-17",50.560001
"862","2014-04-21",53.599998
"863","2014-04-22",53.400002
"864","2014-04-23",52
"865","2014-04-24",37.279999
"866","2014-04-25",37.119999
"867","2014-04-28",35.240002
"868","2014-04-29",36.68
"869","2014-04-30",36.84
"870","2014-05-01",36.040001
"871","2014-05-02",35.68
"872","2014-05-05",35.040001
"873","2014-05-06",34.799999
"874","2014-05-07",32.279999
"875","2014-05-08",31.959999
"876","2014-05-09",33.759998
"877","2014-05-12",35.16
"878","2014-05-13",35.119999
"879","2014-05-14",35.919998
"880","2014-05-15",36.599998
"881","2014-05-16",37.240002
"882","2014-05-19",37.919998
"883","2014-05-20",37.52
"884","2014-05-21",37.919998
"885","2014-05-22",39.919998
"886","2014-05-23",42.240002
"887","2014-05-27",43.279999
"888","2014-05-28",42.720001
"889","2014-05-29",41.919998
"890","2014-05-30",41.119999
"891","2014-06-02",37.880001
"892","2014-06-03",37.080002
"893","2014-06-04",37.16
"894","2014-06-05",38.119999
"895","2014-06-06",37.560001
"896","2014-06-09",38.240002
"897","2014-06-10",37.759998
"898","2014-06-11",38.720001
"899","2014-06-12",37.080002
"900","2014-06-13",36.400002
"901","2014-06-16",37.48
"902","2014-06-17",37.799999
"903","2014-06-18",37.959999
"904","2014-06-19",38.439999
"905","2014-06-20",40.16
"906","2014-06-23",39.48
"907","2014-06-24",39.080002
"908","2014-06-25",37.720001
"909","2014-06-26",38.52
"910","2014-06-27",36.040001
"911","2014-06-30",36.959999
"912","2014-07-01",35.759998
"913","2014-07-02",36.080002
"914","2014-07-03",37.16
"915","2014-07-07",35.799999
"916","2014-07-08",33.919998
"917","2014-07-09",34
"918","2014-07-10",32.880001
"919","2014-07-11",35.200001
"920","2014-07-14",37.279999
"921","2014-07-15",36.68
"922","2014-07-16",35.639999
"923","2014-07-17",34.68
"924","2014-07-18",35.48
"925","2014-07-21",34.799999
"926","2014-07-22",35.400002
"927","2014-07-23",35.200001
"928","2014-07-24",34.16
"929","2014-07-25",33.32
"930","2014-07-28",32.360001
"931","2014-07-29",33
"932","2014-07-30",34.040001
"933","2014-07-31",32.360001
"934","2014-08-01",31.24
"935","2014-08-04",31.959999
"936","2014-08-05",32.080002
"937","2014-08-06",32.48
"938","2014-08-07",32.48
"939","2014-08-08",32.599998
"940","2014-08-11",33.16
"941","2014-08-12",28.68
"942","2014-08-13",28.360001
"943","2014-08-14",27.719999
"944","2014-08-15",26.799999
"945","2014-08-18",28.559999
"946","2014-08-19",28
"947","2014-08-20",27.879999
"948","2014-08-21",28
"949","2014-08-22",27.959999
"950","2014-08-25",27.440001
"951","2014-08-26",28.040001
"952","2014-08-27",28.08
"953","2014-08-28",27.959999
"954","2014-08-29",28.52
"955","2014-09-02",28.48
"956","2014-09-03",26.6
"957","2014-09-04",26.639999
"958","2014-09-05",27.48
"959","2014-09-08",27.92
"960","2014-09-09",27.799999
"961","2014-09-10",28.24
"962","2014-09-11",28.16
"963","2014-09-12",28.48
"964","2014-09-15",27.84
"965","2014-09-16",28.559999
"966","2014-09-17",29.200001
"967","2014-09-18",29.040001
"968","2014-09-19",28.719999
"969","2014-09-22",27.48
"970","2014-09-23",27.440001
"971","2014-09-24",28.08
"972","2014-09-25",28.08
"973","2014-09-26",28.4
"974","2014-09-29",28.639999
"975","2014-09-30",30.6
"976","2014-10-01",28.84
"977","2014-10-02",28.6
"978","2014-10-03",29.120001
"979","2014-10-06",29.879999
"980","2014-10-07",28.76
"981","2014-10-08",27.92
"982","2014-10-09",27.719999
"983","2014-10-10",26.24
"984","2014-10-13",23.92
"985","2014-10-14",23.959999
"986","2014-10-15",24.4
"987","2014-10-16",23.139999
"988","2014-10-17",23.440001
"989","2014-10-20",23.6
"990","2014-10-21",23.280001
"991","2014-10-22",21.639999
"992","2014-10-23",22.959999
"993","2014-10-24",22.68
