"","date","LYB"
"1","2010-04-28",22
"2","2010-04-29",23
"3","2010-04-30",22.299999
"4","2010-05-03",22.799999
"5","2010-05-04",21.5
"6","2010-05-05",20.59
"7","2010-05-06",19.450001
"8","2010-05-07",18.6
"9","2010-05-10",19.01
"10","2010-05-11",18.9
"11","2010-05-12",19.799999
"12","2010-05-13",19.65
"13","2010-05-14",18.75
"14","2010-05-17",18.85
"15","2010-05-18",18.790001
"16","2010-05-19",17.700001
"17","2010-05-20",16.9
"18","2010-05-21",16.549999
"19","2010-05-24",16.9
"20","2010-05-25",16.57
"21","2010-05-26",17.15
"22","2010-05-27",17.9
"23","2010-05-28",17.77
"24","2010-06-01",17.5
"25","2010-06-02",17.33
"26","2010-06-03",17.33
"27","2010-06-04",17.049999
"28","2010-06-07",16.889999
"29","2010-06-08",16.75
"30","2010-06-09",16.790001
"31","2010-06-10",16.969999
"32","2010-06-11",17.139999
"33","2010-06-14",17.49
"34","2010-06-15",17.969999
"35","2010-06-16",17.639999
"36","2010-06-17",17.299999
"37","2010-06-18",17.209999
"38","2010-06-21",17.1
"39","2010-06-22",16.84
"40","2010-06-23",16.65
"41","2010-06-24",16.799999
"42","2010-06-25",16.82
"43","2010-06-28",16.870001
"44","2010-06-29",16.25
"45","2010-06-30",16.15
"46","2010-07-01",15.55
"47","2010-07-02",15.48
"48","2010-07-06",15.06
"49","2010-07-07",15
"50","2010-07-08",15.05
"51","2010-07-09",15.8
"52","2010-07-12",15.82
"53","2010-07-13",16.4
"54","2010-07-14",16.4
"55","2010-07-15",16.370001
"56","2010-07-16",16.200001
"57","2010-07-19",16.450001
"58","2010-07-20",16.190001
"59","2010-07-21",16.24
"60","2010-07-22",16.549999
"61","2010-07-23",16.780001
"62","2010-07-26",17.65
"63","2010-07-27",18.23
"64","2010-07-28",17.93
"65","2010-07-29",17.940001
"66","2010-07-30",18
"67","2010-08-02",18.059999
"68","2010-08-03",17.9
"69","2010-08-04",18.299999
"70","2010-08-05",18.24
"71","2010-08-06",18
"72","2010-08-09",18.049999
"73","2010-08-10",17.99
"74","2010-08-11",17.610001
"75","2010-08-12",17.5
"76","2010-08-13",18.02
"77","2010-08-16",18.700001
"78","2010-08-17",19.07
"79","2010-08-18",19.799999
"80","2010-08-19",19.799999
"81","2010-08-20",19.889999
"82","2010-08-23",20.059999
"83","2010-08-24",19.99
"84","2010-08-25",19.93
"85","2010-08-26",20
"86","2010-08-27",20.440001
"87","2010-08-30",20.219999
"88","2010-08-31",20.5
"89","2010-09-01",21.02
"90","2010-09-02",20.950001
"91","2010-09-03",21.129999
"92","2010-09-07",20.959999
"93","2010-09-08",20.99
"94","2010-09-09",20.700001
"95","2010-09-10",20.790001
"96","2010-09-13",21.379999
"97","2010-09-14",21.51
"98","2010-09-15",21.559999
"99","2010-09-16",21.85
"100","2010-09-17",22.25
"101","2010-09-20",22.200001
"102","2010-09-21",22.209999
"103","2010-09-22",21.940001
"104","2010-09-23",21.85
"105","2010-09-24",22.459999
"106","2010-09-27",23.1
"107","2010-09-28",23.450001
"108","2010-09-29",23.620001
"109","2010-09-30",23.9
"110","2010-10-01",23.870001
"111","2010-10-04",24.09
"112","2010-10-05",24.790001
"113","2010-10-06",24.219999
"114","2010-10-07",24.450001
"115","2010-10-08",25.25
"116","2010-10-11",26.16
"117","2010-10-12",26.299999
"118","2010-10-13",26.969999
"119","2010-10-14",27.02
"120","2010-10-15",26.5
"121","2010-10-18",26.75
"122","2010-10-19",26.52
"123","2010-10-20",27.129999
"124","2010-10-21",27.559999
"125","2010-10-22",27.549999
"126","2010-10-25",27.959999
"127","2010-10-26",27.719999
"128","2010-10-27",27.209999
"129","2010-10-28",27.51
"130","2010-10-29",26.860001
"131","2010-11-01",26
"132","2010-11-02",26.629999
"133","2010-11-03",26.950001
"134","2010-11-04",27.41
"135","2010-11-05",28.35
"136","2010-11-08",28.85
"137","2010-11-09",28.440001
"138","2010-11-10",28.34
"139","2010-11-11",28.290001
"140","2010-11-12",27.4
"141","2010-11-15",27.66
"142","2010-11-16",26.700001
"143","2010-11-17",27.23
"144","2010-11-18",27.690001
"145","2010-11-19",28.75
"146","2010-11-22",29.68
"147","2010-11-23",28.950001
"148","2010-11-24",29.5
"149","2010-11-26",29.379999
"150","2010-11-29",29.75
"151","2010-11-30",29.209999
"152","2010-12-01",29.879999
"153","2010-12-02",30.49
"154","2010-12-03",30.52
"155","2010-12-06",31.08
"156","2010-12-07",31.6
"157","2010-12-08",30.860001
"158","2010-12-09",30.610001
"159","2010-12-10",31.1
"160","2010-12-13",31.860001
"161","2010-12-14",31.99
"162","2010-12-15",31.75
"163","2010-12-16",31.200001
"164","2010-12-17",31.870001
"165","2010-12-20",32.099998
"166","2010-12-21",32.549999
"167","2010-12-22",32.950001
"168","2010-12-23",32.93
"169","2010-12-27",32.959999
"170","2010-12-28",33.279999
"171","2010-12-29",33.400002
"172","2010-12-30",33.759998
"173","2010-12-31",34.400002
"174","2011-01-03",34.560001
"175","2011-01-04",34.869999
"176","2011-01-05",34.849998
"177","2011-01-06",34.970001
"178","2011-01-07",34.619999
"179","2011-01-10",35.240002
"180","2011-01-11",36.470001
"181","2011-01-12",36.740002
"182","2011-01-13",36.400002
"183","2011-01-14",36.610001
"184","2011-01-18",36.5
"185","2011-01-19",35.66
"186","2011-01-20",35.419998
"187","2011-01-21",35.049999
"188","2011-01-24",35.650002
