"","date","DRAD"
"1","2007-01-03",40.700001
"2","2007-01-04",41.599998
"3","2007-01-05",41.599998
"4","2007-01-08",41.700001
"5","2007-01-09",41.700001
"6","2007-01-10",41.5
"7","2007-01-11",45.400002
"8","2007-01-12",46.700001
"9","2007-01-16",46.400002
"10","2007-01-17",46.400002
"11","2007-01-18",46.200001
"12","2007-01-19",45
"13","2007-01-22",43.900002
"14","2007-01-23",42.799999
"15","2007-01-24",42.799999
"16","2007-01-25",44.200001
"17","2007-01-26",42.700001
"18","2007-01-29",44.099998
"19","2007-01-30",44.099998
"20","2007-01-31",44.400002
"21","2007-02-01",42.700001
"22","2007-02-02",42.299999
"23","2007-02-05",43.299999
"24","2007-02-06",43.299999
"25","2007-02-07",44.5
"26","2007-02-08",43.799999
"27","2007-02-09",43.099998
"28","2007-02-12",43.099998
"29","2007-02-13",43.799999
"30","2007-02-14",46.5
"31","2007-02-15",46.400002
"32","2007-02-16",47.700001
"33","2007-02-20",47.900002
"34","2007-02-21",47.700001
"35","2007-02-22",48.099998
"36","2007-02-23",48.200001
"37","2007-02-26",48.700001
"38","2007-02-27",48.200001
"39","2007-02-28",48
"40","2007-03-01",48.5
"41","2007-03-02",48.099998
"42","2007-03-05",45.400002
"43","2007-03-06",45.5
"44","2007-03-07",45.299999
"45","2007-03-08",45.299999
"46","2007-03-09",44.099998
"47","2007-03-12",44.200001
"48","2007-03-13",44.299999
"49","2007-03-14",43.200001
"50","2007-03-15",42.200001
"51","2007-03-16",42.299999
"52","2007-03-19",43.299999
"53","2007-03-20",43
"54","2007-03-21",43
"55","2007-03-22",41.799999
"56","2007-03-23",42.599998
"57","2007-03-26",42.5
"58","2007-03-27",43.200001
"59","2007-03-28",46.299999
"60","2007-03-29",46.700001
"61","2007-03-30",46.099998
"62","2007-04-02",45.799999
"63","2007-04-03",45.099998
"64","2007-04-04",44.799999
"65","2007-04-05",46.099998
"66","2007-04-09",46.400002
"67","2007-04-10",45.900002
"68","2007-04-11",46.099998
"69","2007-04-12",46.200001
"70","2007-04-13",48
"71","2007-04-16",47
"72","2007-04-17",47.5
"73","2007-04-18",47.400002
"74","2007-04-19",46.799999
"75","2007-04-20",46.200001
"76","2007-04-23",46.5
"77","2007-04-24",45.5
"78","2007-04-25",46.099998
"79","2007-04-26",45.599998
"80","2007-04-27",46.099998
"81","2007-04-30",45.700001
"82","2007-05-01",45.900002
"83","2007-05-02",45.299999
"84","2007-05-03",43.400002
"85","2007-05-04",43.799999
"86","2007-05-07",45.799999
"87","2007-05-08",45.099998
"88","2007-05-09",43.900002
"89","2007-05-10",43.200001
"90","2007-05-11",44.299999
"91","2007-05-14",44.200001
"92","2007-05-15",43.900002
"93","2007-05-16",43.900002
"94","2007-05-17",43
"95","2007-05-18",43.799999
"96","2007-05-21",45
"97","2007-05-22",45.299999
"98","2007-05-23",44.799999
"99","2007-05-24",43.900002
"100","2007-05-25",43.200001
"101","2007-05-29",43.099998
"102","2007-05-30",45.099998
"103","2007-05-31",45.400002
"104","2007-06-01",44.799999
"105","2007-06-04",44.400002
"106","2007-06-05",44.599998
"107","2007-06-06",44.599998
"108","2007-06-07",43.599998
"109","2007-06-08",43.599998
"110","2007-06-11",43.200001
"111","2007-06-12",43.099998
"112","2007-06-13",43.099998
"113","2007-06-14",43
"114","2007-06-15",43
"115","2007-06-18",42.799999
"116","2007-06-19",42.5
"117","2007-06-20",42.5
"118","2007-06-21",42.5
"119","2007-06-22",42.599998
"120","2007-06-25",42.5
"121","2007-06-26",42.5
"122","2007-06-27",41.5
"123","2007-06-28",41.900002
"124","2007-06-29",42
"125","2007-07-02",41.099998
"126","2007-07-03",41.400002
"127","2007-07-05",42.299999
"128","2007-07-06",41.599998
"129","2007-07-09",40.900002
"130","2007-07-10",40.200001
"131","2007-07-11",40.200001
"132","2007-07-12",40.299999
"133","2007-07-13",39.099998
"134","2007-07-16",39.099998
"135","2007-07-17",40
"136","2007-07-18",40.799999
"137","2007-07-19",40.799999
"138","2007-07-20",39.5
"139","2007-07-23",38.5
"140","2007-07-24",38.200001
"141","2007-07-25",37.700001
"142","2007-07-26",37.400002
"143","2007-07-27",36.700001
"144","2007-07-30",36.200001
"145","2007-07-31",35.599998
"146","2007-08-01",35.5
"147","2007-08-02",38
"148","2007-08-03",37.900002
"149","2007-08-06",37.200001
"150","2007-08-07",35.299999
"151","2007-08-08",35.799999
"152","2007-08-09",33.5
"153","2007-08-10",33.200001
"154","2007-08-13",32.299999
"155","2007-08-14",31.9
"156","2007-08-15",31.4
"157","2007-08-16",30.4
"158","2007-08-17",31.799999
"159","2007-08-20",30
"160","2007-08-21",32.799999
"161","2007-08-22",32.400002
"162","2007-08-23",32
"163","2007-08-24",30.6
"164","2007-08-27",31.4
"165","2007-08-28",30.9
"166","2007-08-29",31.5
"167","2007-08-30",31
"168","2007-08-31",31.200001
"169","2007-09-04",31.299999
"170","2007-09-05",32.099998
"171","2007-09-06",31.799999
"172","2007-09-07",32
"173","2007-09-10",32.799999
"174","2007-09-11",32.799999
"175","2007-09-12",32.700001
"176","2007-09-13",34.900002
"177","2007-09-14",34.599998
"178","2007-09-17",34
"179","2007-09-18",34
"180","2007-09-19",33.299999
"181","2007-09-20",32.5
"182","2007-09-21",32.5
"183","2007-09-24",32.5
"184","2007-09-25",32.5
"185","2007-09-26",32.099998
"186","2007-09-27",31.6
"187","2007-09-28",32.299999
"188","2007-10-01",32
"189","2007-10-02",32.5
"190","2007-10-03",32.5
"191","2007-10-04",32.5
"192","2007-10-05",31.5
"193","2007-10-08",31.9
"194","2007-10-09",32.099998
