"","date","LH"
"1","2007-01-03",73.099998
"2","2007-01-04",73.75
"3","2007-01-05",73.489998
"4","2007-01-08",74.699997
"5","2007-01-09",73.470001
"6","2007-01-10",73.339996
"7","2007-01-11",73.260002
"8","2007-01-12",73
"9","2007-01-16",72.699997
"10","2007-01-17",72.830002
"11","2007-01-18",73.059998
"12","2007-01-19",73.080002
"13","2007-01-22",73.239998
"14","2007-01-23",72.889999
"15","2007-01-24",73.129997
"16","2007-01-25",72.07
"17","2007-01-26",71.459999
"18","2007-01-29",72.190002
"19","2007-01-30",72.940002
"20","2007-01-31",73.440002
"21","2007-02-01",73.410004
"22","2007-02-02",73.529999
"23","2007-02-05",72.82
"24","2007-02-06",73.269997
"25","2007-02-07",73.589996
"26","2007-02-08",74.07
"27","2007-02-09",73.839996
"28","2007-02-12",73.849998
"29","2007-02-13",74.230003
"30","2007-02-14",74.440002
"31","2007-02-15",80
"32","2007-02-16",80.370003
"33","2007-02-20",80.260002
"34","2007-02-21",80.059998
"35","2007-02-22",80.25
"36","2007-02-23",80.379997
"37","2007-02-26",80.040001
"38","2007-02-27",79
"39","2007-02-28",79.68
"40","2007-03-01",70.169998
"41","2007-03-02",68.360001
"42","2007-03-05",66.949997
"43","2007-03-06",67.099998
"44","2007-03-07",67.459999
"45","2007-03-08",68.480003
"46","2007-03-09",68.75
"47","2007-03-12",69.599998
"48","2007-03-13",70.349998
"49","2007-03-14",70.25
"50","2007-03-15",71.419998
"51","2007-03-16",70.860001
"52","2007-03-19",71.300003
"53","2007-03-20",71.190002
"54","2007-03-21",71.75
"55","2007-03-22",71.730003
"56","2007-03-23",71.830002
"57","2007-03-26",72.550003
"58","2007-03-27",72.129997
"59","2007-03-28",72.040001
"60","2007-03-29",72.790001
"61","2007-03-30",72.629997
"62","2007-04-02",72.330002
"63","2007-04-03",72.860001
"64","2007-04-04",72.790001
"65","2007-04-05",73.199997
"66","2007-04-09",73.68
"67","2007-04-10",73.389999
"68","2007-04-11",72.400002
"69","2007-04-12",72.339996
"70","2007-04-13",73.110001
"71","2007-04-16",73.050003
"72","2007-04-17",73.160004
"73","2007-04-18",73.629997
"74","2007-04-19",73.580002
"75","2007-04-20",74.07
"76","2007-04-23",73.599998
"77","2007-04-24",72.529999
"78","2007-04-25",72.480003
"79","2007-04-26",78.949997
"80","2007-04-27",78.919998
"81","2007-04-30",78.940002
"82","2007-05-01",78.589996
"83","2007-05-02",78.900002
"84","2007-05-03",77.879997
"85","2007-05-04",78.139999
"86","2007-05-07",79.029999
"87","2007-05-08",78.830002
"88","2007-05-09",79
"89","2007-05-10",77.790001
"90","2007-05-11",78.370003
"91","2007-05-14",77.889999
"92","2007-05-15",77.580002
"93","2007-05-16",78.199997
"94","2007-05-17",78.160004
"95","2007-05-18",78.43
"96","2007-05-21",78.790001
"97","2007-05-22",78.440002
"98","2007-05-23",78.889999
"99","2007-05-24",78.589996
"100","2007-05-25",78.629997
"101","2007-05-29",78.519997
"102","2007-05-30",78.709999
"103","2007-05-31",78.739998
"104","2007-06-01",79.739998
"105","2007-06-04",79.459999
"106","2007-06-05",79.419998
"107","2007-06-06",79.059998
"108","2007-06-07",78.099998
"109","2007-06-08",78.239998
"110","2007-06-11",78.769997
"111","2007-06-12",77.879997
"112","2007-06-13",78.980003
"113","2007-06-14",79.190002
"114","2007-06-15",79.919998
"115","2007-06-18",79.599998
"116","2007-06-19",79.980003
"117","2007-06-20",79.220001
"118","2007-06-21",79.449997
"119","2007-06-22",78.699997
"120","2007-06-25",78.260002
"121","2007-06-26",78.209999
"122","2007-06-27",78.230003
"123","2007-06-28",78.32
"124","2007-06-29",78.260002
"125","2007-07-02",79.07
"126","2007-07-03",79.620003
"127","2007-07-05",81.010002
"128","2007-07-06",81.400002
"129","2007-07-09",80.43
"130","2007-07-10",79.18
"131","2007-07-11",80.260002
"132","2007-07-12",80.93
"133","2007-07-13",81.080002
"134","2007-07-16",81.239998
"135","2007-07-17",81.18
"136","2007-07-18",81.050003
"137","2007-07-19",80.739998
"138","2007-07-20",79.809998
"139","2007-07-23",78.779999
"140","2007-07-24",78.419998
"141","2007-07-25",78.410004
"142","2007-07-26",76.449997
"143","2007-07-27",74.150002
"144","2007-07-30",74.559998
"145","2007-07-31",73.849998
"146","2007-08-01",73.269997
"147","2007-08-02",77.139999
"148","2007-08-03",76.75
"149","2007-08-06",78.860001
"150","2007-08-07",78.07
"151","2007-08-08",76.550003
"152","2007-08-09",74.480003
"153","2007-08-10",76.110001
"154","2007-08-13",76.57
"155","2007-08-14",75.199997
"156","2007-08-15",75.110001
"157","2007-08-16",73.839996
"158","2007-08-17",75.25
"159","2007-08-20",75.190002
"160","2007-08-21",75.220001
"161","2007-08-22",75.839996
"162","2007-08-23",75.260002
"163","2007-08-24",75.849998
"164","2007-08-27",75.709999
"165","2007-08-28",73.830002
"166","2007-08-29",75.080002
"167","2007-08-30",77.699997
"168","2007-08-31",77.660004
"169","2007-09-04",78.050003
"170","2007-09-05",78.82
"171","2007-09-06",78.830002
"172","2007-09-07",77.739998
"173","2007-09-10",77.400002
"174","2007-09-11",78.160004
"175","2007-09-12",79.150002
"176","2007-09-13",79.510002
"177","2007-09-14",79.599998
"178","2007-09-17",78.540001
"179","2007-09-18",79.580002
"180","2007-09-19",78.43
"181","2007-09-20",77.919998
"182","2007-09-21",77.610001
"183","2007-09-24",76.919998
"184","2007-09-25",76.410004
"185","2007-09-26",77.139999
"186","2007-09-27",76.940002
"187","2007-09-28",78.230003
"188","2007-10-01",78.199997
"189","2007-10-02",77.760002
"190","2007-10-03",77.480003
"191","2007-10-04",76.949997
"192","2007-10-05",77.57
"193","2007-10-08",77.860001
"194","2007-10-09",78.160004
"195","2007-10-10",78.879997
"196","2007-10-11",77.25
"197","2007-10-12",77.93
"198","2007-10-15",77.18
"199","2007-10-16",76.419998
"200","2007-10-17",76.269997
"201","2007-10-18",76.379997
"202","2007-10-19",76.279999
"203","2007-10-22",75.660004
"204","2007-10-23",77.459999
"205","2007-10-24",75.889999
"206","2007-10-25",69.5
"207","2007-10-26",69.540001
"208","2007-10-29",68.019997
"209","2007-10-30",68.779999
"210","2007-10-31",68.75
"211","2007-11-01",67.940002
"212","2007-11-02",68.519997
"213","2007-11-05",68.400002
"214","2007-11-06",69.349998
"215","2007-11-07",68.440002
"216","2007-11-08",69.110001
"217","2007-11-09",69.199997
"218","2007-11-12",68.760002
"219","2007-11-13",69.059998
"220","2007-11-14",69.93
"221","2007-11-15",69.699997
"222","2007-11-16",69.720001
"223","2007-11-19",71.089996
"224","2007-11-20",70.099998
"225","2007-11-21",68.529999
"226","2007-11-23",69.589996
"227","2007-11-26",70.480003
"228","2007-11-27",71.650002
"229","2007-11-28",72.589996
"230","2007-11-29",73.440002
"231","2007-11-30",72.669998
"232","2007-12-03",71.830002
"233","2007-12-04",71.68
"234","2007-12-05",72.639999
"235","2007-12-06",73.190002
"236","2007-12-07",73.099998
"237","2007-12-10",73.650002
"238","2007-12-11",73.730003
"239","2007-12-12",74.099998
"240","2007-12-13",74.769997
"241","2007-12-14",74.599998
"242","2007-12-17",74.639999
"243","2007-12-18",75.019997
"244","2007-12-19",74.690002
"245","2007-12-20",75.629997
"246","2007-12-21",76.68
"247","2007-12-24",76.699997
"248","2007-12-26",76.699997
"249","2007-12-27",76.099998
"250","2007-12-28",75.550003
"251","2007-12-31",75.529999
"252","2008-01-02",75.010002
"253","2008-01-03",75.040001
"254","2008-01-04",73.349998
"255","2008-01-07",74.970001
"256","2008-01-08",75.980003
"257","2008-01-09",77.959999
"258","2008-01-10",77.970001
"259","2008-01-11",78.550003
