"","date","NBSE"
"1","2012-06-18",54.000099
"2","2012-06-19",51.600101
"3","2012-06-20",54.000099
"4","2012-06-21",53.400101
"5","2012-06-22",54.000099
"6","2012-06-25",52.2001
"7","2012-06-26",52.2001
"8","2012-06-27",52.2001
"9","2012-06-28",52.2001
"10","2012-06-29",54.000099
"11","2012-07-02",51
"12","2012-07-03",58.2001
"13","2012-07-05",57.000099
"14","2012-07-06",57.000099
"15","2012-07-09",58.2001
"16","2012-07-10",58.2001
"17","2012-07-11",57.000099
"18","2012-07-12",57.000099
"19","2012-07-13",57.600101
"20","2012-07-16",58.2001
"21","2012-07-17",58.2001
"22","2012-07-18",57.000099
"23","2012-07-19",62.400101
"24","2012-07-20",61.800098
"25","2012-07-23",60.000099
"26","2012-07-24",57.000099
"27","2012-07-25",58.2001
"28","2012-07-26",58.2001
"29","2012-07-27",58.2001
"30","2012-07-30",59.400101
"31","2012-07-31",58.800098
"32","2012-08-01",60.600101
"33","2012-08-02",60.600101
"34","2012-08-03",60.600101
"35","2012-08-06",60.000099
"36","2012-08-07",55.800098
"37","2012-08-08",60.000099
"38","2012-08-09",60.000099
"39","2012-08-10",60.000099
"40","2012-08-13",55.2001
"41","2012-08-14",54.000099
"42","2012-08-15",57.000099
"43","2012-08-16",55.800098
"44","2012-08-17",55.2001
"45","2012-08-20",54.000099
"46","2012-08-21",55.2001
"47","2012-08-22",54.000099
"48","2012-08-23",56.400101
"49","2012-08-24",56.400101
"50","2012-08-27",55.800098
"51","2012-08-28",55.800098
"52","2012-08-29",55.800098
"53","2012-08-30",56.400101
"54","2012-08-31",55.800098
"55","2012-09-04",55.800098
"56","2012-09-05",55.2001
"57","2012-09-06",52.800098
"58","2012-09-07",54.600101
"59","2012-09-10",54.600101
"60","2012-09-11",57.000099
"61","2012-09-12",59.400101
"62","2012-09-13",59.400101
"63","2012-09-14",61.2001
"64","2012-09-17",61.2001
"65","2012-09-18",63.000099
"66","2012-09-19",61.2001
"67","2012-09-20",62.400101
"68","2012-09-21",62.400101
"69","2012-09-24",66.000099
"70","2012-09-25",66.000099
"71","2012-09-26",67.200104
"72","2012-09-27",64.800102
"73","2012-09-28",60.600101
"74","2012-10-01",64.200104
"75","2012-10-02",67.800102
"76","2012-10-03",73.800102
"77","2012-10-04",76.800102
"78","2012-10-05",87.000099
"79","2012-10-08",100.800003
"80","2012-10-09",104.400002
"81","2012-10-10",94.200104
"82","2012-10-11",90.600098
"83","2012-10-12",91.800102
"84","2012-10-15",95.400101
"85","2012-10-16",97.200104
"86","2012-10-17",96.000099
"87","2012-10-18",93.000099
"88","2012-10-19",93.000099
"89","2012-10-22",96.600098
"90","2012-10-23",93.000099
"91","2012-10-24",93.000099
"92","2012-10-25",96.000099
"93","2012-10-26",95.400101
"94","2012-10-31",96.000099
