"","date","WMGI"
"1","2011-02-03",18.049999
"2","2011-02-04",18.379999
"3","2011-02-07",18.389999
"4","2011-02-08",18.18
"5","2011-02-09",18.049999
"6","2011-02-10",18.1
"7","2011-02-11",18.09
"8","2011-02-14",18.450001
"9","2011-02-15",18.450001
"10","2011-02-16",18.15
"11","2011-02-17",18.5
"12","2011-02-18",18.5
"13","2011-02-22",18.360001
"14","2011-02-23",18.34
"15","2011-02-24",18.379999
"16","2011-02-25",18.48
"17","2011-02-28",18.370001
"18","2011-03-01",18.389999
"19","2011-03-02",18.709999
"20","2011-03-03",18.58
"21","2011-03-04",18.5
"22","2011-03-07",18.5
"23","2011-03-08",18.68
"24","2011-03-09",18.48
"25","2011-03-10",18.639999
"26","2011-03-11",18.700001
"27","2011-03-14",19.1
"28","2011-03-15",18.84
"29","2011-03-16",18.49
"30","2011-03-17",18.24
"31","2011-03-18",18.629999
"32","2011-03-21",19.200001
"33","2011-03-22",18.950001
"34","2011-03-23",19
"35","2011-03-24",19
"36","2011-03-25",19
"37","2011-03-28",18.6
"38","2011-03-29",18.26
"39","2011-03-30",18.42
"40","2011-03-31",18.5
"41","2011-04-01",18.370001
"42","2011-04-04",18.67
"43","2011-04-05",19.110001
"44","2011-04-06",19.219999
"45","2011-04-07",19.42
"46","2011-04-08",19.280001
"47","2011-04-11",19.280001
"48","2011-04-12",19.25
"49","2011-04-13",18.969999
"50","2011-04-14",19.200001
"51","2011-04-15",19.77
"52","2011-04-18",20
"53","2011-04-19",19.809999
"54","2011-04-20",20
"55","2011-04-21",19.99
"56","2011-04-25",20.1
"57","2011-04-26",21.030001
"58","2011-04-27",21.5
"59","2011-04-28",21.799999
"60","2011-04-29",21.799999
"61","2011-05-02",21.530001
"62","2011-05-03",21.5
"63","2011-05-04",22.09
"64","2011-05-05",22.23
"65","2011-05-06",21.9
"66","2011-05-09",22.24
"67","2011-05-10",25.700001
"68","2011-05-11",25.700001
"69","2011-05-12",25.200001
"70","2011-05-13",25.620001
"71","2011-05-16",25.48
"72","2011-05-17",26.530001
"73","2011-05-18",26.51
"74","2011-05-19",26.4
"75","2011-05-20",26.98
"76","2011-05-23",27.030001
"77","2011-05-24",27.43
"78","2011-05-25",27.389999
"79","2011-05-26",27.68
"80","2011-05-27",27.4
"81","2011-05-31",27.5
"82","2011-06-01",27.309999
"83","2011-06-02",27.02
"84","2011-06-03",26.950001
"85","2011-06-06",26.98
"86","2011-06-07",27
"87","2011-06-08",27.24
"88","2011-06-09",27.02
"89","2011-06-10",26.93
"90","2011-06-13",28.440001
"91","2011-06-14",28.17
"92","2011-06-15",27.469999
"93","2011-06-16",27.030001
"94","2011-06-17",27.370001
"95","2011-06-20",27.26
"96","2011-06-21",27.209999
"97","2011-06-22",27.73
"98","2011-06-23",27.5
"99","2011-06-24",27.59
"100","2011-06-27",26.9
"101","2011-06-28",27.41
"102","2011-06-29",26.950001
"103","2011-06-30",26.950001
"104","2011-07-01",27.219999
"105","2011-07-05",27.540001
"106","2011-07-06",26.889999
"107","2011-07-07",27.52
"108","2011-07-08",28.9
"109","2011-07-11",28.41
"110","2011-07-12",29.23
"111","2011-07-13",29.299999
"112","2011-07-14",28.48
"113","2011-07-15",28.82
"114","2011-07-18",28.309999
"115","2011-07-19",28.15
"116","2011-07-20",27.629999
"117","2011-07-21",27.66
"118","2011-07-22",27.450001
"119","2011-07-25",27.290001
"120","2011-07-26",26.059999
"121","2011-07-27",25.91
"122","2011-07-28",25.799999
"123","2011-07-29",26.030001
"124","2011-08-01",25.700001
"125","2011-08-02",25.620001
"126","2011-08-03",24.950001
"127","2011-08-04",24.52
"128","2011-08-05",24.48
"129","2011-08-08",21.73
"130","2011-08-09",24.969999
"131","2011-08-10",22.799999
"132","2011-08-11",23.9
"133","2011-08-12",23.610001
"134","2011-08-15",22.25
"135","2011-08-16",22.620001
"136","2011-08-17",22.91
"137","2011-08-18",20.559999
"138","2011-08-19",20.110001
"139","2011-08-22",22.23
"140","2011-08-23",22.4
"141","2011-08-24",22.200001
"142","2011-08-25",21.379999
"143","2011-08-26",22.07
"144","2011-08-29",23.02
"145","2011-08-30",22.700001
"146","2011-08-31",23.389999
"147","2011-09-01",21.809999
"148","2011-09-02",21.049999
"149","2011-09-06",20.42
"150","2011-09-07",21.35
"151","2011-09-08",20.540001
"152","2011-09-09",20.200001
"153","2011-09-12",21.719999
"154","2011-09-13",21.51
"155","2011-09-14",21.719999
"156","2011-09-15",22.290001
"157","2011-09-16",21.690001
"158","2011-09-19",21.860001
"159","2011-09-20",21.41
"160","2011-09-21",21.280001
"161","2011-09-22",20.809999
"162","2011-09-23",20.32
"163","2011-09-26",21.27
"164","2011-09-27",22.559999
"165","2011-09-28",20.76
"166","2011-09-29",20
"167","2011-09-30",20.49
"168","2011-10-03",19.25
"169","2011-10-04",19.190001
"170","2011-10-05",19.700001
"171","2011-10-06",20.709999
"172","2011-10-07",20.07
"173","2011-10-10",20.559999
"174","2011-10-11",20.190001
"175","2011-10-12",20.700001
"176","2011-10-13",21.780001
"177","2011-10-14",21.799999
"178","2011-10-17",21.32
"179","2011-10-18",22.120001
"180","2011-10-19",22.18
"181","2011-10-20",22.02
"182","2011-10-21",22.950001
"183","2011-10-24",23.299999
"184","2011-10-25",22.65
"185","2011-10-26",23.23
"186","2011-10-27",24.139999
"187","2011-10-28",24.200001
"188","2011-10-31",23.24
"189","2011-11-01",21.27
"190","2011-11-02",20.190001
"191","2011-11-03",19.309999
"192","2011-11-04",19.309999
"193","2011-11-07",19.16
"194","2011-11-08",19.950001
"195","2011-11-09",16.75
"196","2011-11-10",17.379999
"197","2011-11-11",17.940001
"198","2011-11-14",17.799999
