"","date","FREQ"
"71","2020-01-14",21.82
"72","2020-01-15",23.049999
"73","2020-01-16",25.16
"74","2020-01-17",24.76
"75","2020-01-21",26
"76","2020-01-22",24.969999
"77","2020-01-23",23.129999
"78","2020-01-24",22.309999
"79","2020-01-27",22.120001
"80","2020-01-28",22.870001
"81","2020-01-29",22.48
"82","2020-01-30",23.66
"83","2020-01-31",23.91
"84","2020-02-03",26.639999
"85","2020-02-04",26.75
"86","2020-02-05",27.549999
"87","2020-02-06",24.93
"88","2020-02-07",26.190001
"89","2020-02-10",25.299999
"90","2020-02-11",25.51
"91","2020-02-12",25.049999
"92","2020-02-13",24.59
"93","2020-02-14",24.15
"94","2020-02-18",24.040001
"95","2020-02-19",23.68
"96","2020-02-20",23.32
"97","2020-02-21",24.59
"98","2020-02-24",23.41
"99","2020-02-25",22.83
"100","2020-02-26",23.549999
"101","2020-02-27",21.700001
"102","2020-02-28",21.66
"103","2020-03-02",21.200001
"104","2020-03-03",20.33
"105","2020-03-04",21.809999
"106","2020-03-05",20.1
"107","2020-03-06",20.68
"108","2020-03-09",19.01
"109","2020-03-10",18.93
"110","2020-03-11",18.51
"111","2020-03-12",16.73
"112","2020-03-13",17.51
"113","2020-03-16",16.360001
"114","2020-03-17",20.24
"115","2020-03-18",17.870001
"116","2020-03-19",19.17
"117","2020-03-20",19.85
"118","2020-03-23",17.74
"119","2020-03-24",17.17
"120","2020-03-25",19.6
"121","2020-03-26",21.93
"122","2020-03-27",19.780001
"123","2020-03-30",21.129999
"124","2020-03-31",17.809999
"125","2020-04-01",14.95
"126","2020-04-02",15.32
"127","2020-04-03",15.22
"128","2020-04-06",15.73
"129","2020-04-07",15.29
"130","2020-04-08",15.1
"131","2020-04-09",15.02
"132","2020-04-13",15.12
"133","2020-04-14",15.81
"134","2020-04-15",15.2
"135","2020-04-16",15.1
"136","2020-04-17",16
"137","2020-04-20",15.25
"138","2020-04-21",14.65
"139","2020-04-22",15.1
"140","2020-04-23",15.87
"141","2020-04-24",16.379999
"142","2020-04-27",15.48
"143","2020-04-28",16.68
"144","2020-04-29",17.049999
"145","2020-04-30",15.91
"146","2020-05-01",15.47
"147","2020-05-04",15.35
"148","2020-05-05",16
"149","2020-05-06",16.18
"150","2020-05-07",17.52
"151","2020-05-08",18.040001
"152","2020-05-11",18.26
"153","2020-05-12",16.610001
"154","2020-05-13",17.18
"155","2020-05-14",16.99
"156","2020-05-15",19.469999
"157","2020-05-18",19
"158","2020-05-19",18.059999
"159","2020-05-20",19.4
"160","2020-05-21",19.25
"161","2020-05-22",19.719999
"162","2020-05-26",17.370001
"163","2020-05-27",18.129999
"164","2020-05-28",18.1
"165","2020-05-29",18.559999
"166","2020-06-01",17.540001
"167","2020-06-02",18.639999
"168","2020-06-03",18.459999
"169","2020-06-04",18.82
"170","2020-06-05",18.799999
"171","2020-06-08",19.26
"172","2020-06-09",19.879999
"173","2020-06-10",19.809999
"174","2020-06-11",18.629999
"175","2020-06-12",19.93
"176","2020-06-15",20.049999
"177","2020-06-16",20.549999
"178","2020-06-17",20.799999
"179","2020-06-18",22.299999
"180","2020-06-19",22.92
"181","2020-06-22",23.190001
"182","2020-06-23",22.809999
"183","2020-06-24",22.559999
"184","2020-06-25",24.9
"185","2020-06-26",22.950001
"186","2020-06-29",21.290001
"187","2020-06-30",23.25
"188","2020-07-01",22.559999
"189","2020-07-02",22.65
"190","2020-07-06",22.02
"191","2020-07-07",22.43
"192","2020-07-08",22.950001
"193","2020-07-09",22.959999
"194","2020-07-10",22.98
"195","2020-07-13",20.540001
"196","2020-07-14",21.76
"197","2020-07-15",22.65
"198","2020-07-16",21.469999
"199","2020-07-17",21.530001
"200","2020-07-20",21.67
"201","2020-07-21",21.5
"202","2020-07-22",21.549999
"203","2020-07-23",22.780001
"204","2020-07-24",22.48
"205","2020-07-27",21.92
"206","2020-07-28",22
"207","2020-07-29",21.629999
"208","2020-07-30",22.02
"209","2020-07-31",21.139999
"210","2020-08-03",21.709999
"211","2020-08-04",21.709999
"212","2020-08-05",21.58
"213","2020-08-06",21.219999
"214","2020-08-07",21.709999
"215","2020-08-10",22.58
"216","2020-08-11",23.58
"217","2020-08-12",23.190001
"218","2020-08-13",21.92
"219","2020-08-14",21.879999
"220","2020-08-17",22.6
"221","2020-08-18",22.98
"222","2020-08-19",22.91
"223","2020-08-20",22.99
"224","2020-08-21",22.77
"225","2020-08-24",20.18
"226","2020-08-25",20.059999
"227","2020-08-26",20.16
"228","2020-08-27",19.99
"229","2020-08-28",19.65
"230","2020-08-31",19.34
"231","2020-09-01",18.08
"232","2020-09-02",18.99
"233","2020-09-03",18.15
"234","2020-09-04",17.76
"235","2020-09-08",17.9
"236","2020-09-09",18.700001
"237","2020-09-10",18.629999
"238","2020-09-11",18.91
"239","2020-09-14",22.43
"240","2020-09-15",22.5
"241","2020-09-16",24.370001
"242","2020-09-17",24.83
"243","2020-09-18",24.959999
"244","2020-09-21",24.27
"245","2020-09-22",22.469999
"246","2020-09-23",20.370001
"247","2020-09-24",21.4
"248","2020-09-25",20.5
"249","2020-09-28",19.870001
"250","2020-09-29",19.76
"251","2020-09-30",19.209999
"252","2020-10-01",19.879999
"253","2020-10-02",18.65
"254","2020-10-05",20.27
"255","2020-10-06",19.969999
"256","2020-10-07",21.540001
"257","2020-10-08",21.459999
"258","2020-10-09",21.26
"259","2020-10-12",21.780001
"260","2020-10-13",21.77
"261","2020-10-14",20.82
"262","2020-10-15",20.25
"263","2020-10-16",22.09
"264","2020-10-19",21.219999
"265","2020-10-20",20.66
"266","2020-10-21",21.07
"267","2020-10-22",21.9
"268","2020-10-23",21.969999
"269","2020-10-26",22.32
"270","2020-10-27",22.469999
"271","2020-10-28",21.92
"272","2020-10-29",21.459999
"273","2020-10-30",21.879999
"274","2020-11-02",21.110001
"275","2020-11-03",22
"276","2020-11-04",22.450001
"277","2020-11-05",23
"278","2020-11-06",23.290001
"279","2020-11-09",23.700001
"280","2020-11-10",23.93
"281","2020-11-11",24.780001
"282","2020-11-12",24.889999
"283","2020-11-13",25.049999
"284","2020-11-16",23.450001
"285","2020-11-17",22.780001
"286","2020-11-18",24.27
"287","2020-11-19",24.15
"288","2020-11-20",26.200001
"289","2020-11-23",27.26
"290","2020-11-24",25.969999
"291","2020-11-25",26.049999
"292","2020-11-27",28.719999
