"","date","HLNE"
"1","2017-03-01",18.02
"2","2017-03-02",18.209999
"3","2017-03-03",18.719999
"4","2017-03-06",18.459999
"5","2017-03-07",18.690001
"6","2017-03-08",18.49
"7","2017-03-09",18.440001
"8","2017-03-10",18.469999
"9","2017-03-13",18.790001
"10","2017-03-14",19.15
"11","2017-03-15",19
"12","2017-03-16",19.190001
"13","2017-03-17",19.25
"14","2017-03-20",19.25
"15","2017-03-21",19.24
"16","2017-03-22",18.99
"17","2017-03-23",19.049999
"18","2017-03-24",19.030001
"19","2017-03-27",18.82
"20","2017-03-28",18.77
"21","2017-03-29",18.59
"22","2017-03-30",18.540001
"23","2017-03-31",18.67
"24","2017-04-03",18.360001
"25","2017-04-04",18.200001
"26","2017-04-05",18.549999
"27","2017-04-06",18.530001
"28","2017-04-07",18.450001
"29","2017-04-10",18.35
"30","2017-04-11",18.299999
"31","2017-04-12",18.360001
"32","2017-04-13",18.620001
"33","2017-04-17",18.48
"34","2017-04-18",18.389999
"35","2017-04-19",18.48
"36","2017-04-20",18.549999
"37","2017-04-21",18.459999
"38","2017-04-24",18.540001
"39","2017-04-25",18.610001
"40","2017-04-26",18.629999
"41","2017-04-27",18.709999
"42","2017-04-28",18.719999
"43","2017-05-01",18.92
"44","2017-05-02",19
"45","2017-05-03",18.9
"46","2017-05-04",19.290001
"47","2017-05-05",19.309999
"48","2017-05-08",19.42
"49","2017-05-09",19.59
"50","2017-05-10",19.5
"51","2017-05-11",19.780001
"52","2017-05-12",19.700001
"53","2017-05-15",19.969999
"54","2017-05-16",19.99
"55","2017-05-17",19.85
"56","2017-05-18",19.040001
"57","2017-05-19",19.540001
"58","2017-05-22",19.99
"59","2017-05-23",20.025
"60","2017-05-24",20.690001
"61","2017-05-25",20.75
"62","2017-05-26",20.450001
"63","2017-05-30",20.23
"64","2017-05-31",20.23
"65","2017-06-01",20.5
"66","2017-06-02",20.99
"67","2017-06-05",20.98
"68","2017-06-06",20.58
"69","2017-06-07",20.9
"70","2017-06-08",20.889999
"71","2017-06-09",20.73
"72","2017-06-12",20.620001
"73","2017-06-13",20.92
"74","2017-06-14",20.969999
"75","2017-06-15",21.58
"76","2017-06-16",21.26
"77","2017-06-19",21.940001
"78","2017-06-20",21.809999
"79","2017-06-21",21.690001
"80","2017-06-22",21.780001
"81","2017-06-23",21.809999
"82","2017-06-26",22.07
"83","2017-06-27",21.85
"84","2017-06-28",21.99
"85","2017-06-29",21.950001
"86","2017-06-30",21.99
"87","2017-07-03",22.639999
"88","2017-07-05",22.58
"89","2017-07-06",22.07
"90","2017-07-07",22.190001
"91","2017-07-10",22.1
"92","2017-07-11",21.93
"93","2017-07-12",22.110001
"94","2017-07-13",21.940001
"95","2017-07-14",21.76
"96","2017-07-17",21.809999
"97","2017-07-18",21.790001
"98","2017-07-19",22.27
"99","2017-07-20",22.110001
"100","2017-07-21",22.15
"101","2017-07-24",22.379999
"102","2017-07-25",22.92
"103","2017-07-26",23.07
"104","2017-07-27",22.700001
"105","2017-07-28",22.629999
"106","2017-07-31",22.459999
"107","2017-08-01",22.51
"108","2017-08-02",21.709999
"109","2017-08-03",21.66
"110","2017-08-04",21.719999
"111","2017-08-07",22.09
"112","2017-08-08",22.48
"113","2017-08-09",22.48
"114","2017-08-10",22.33
"115","2017-08-11",22.450001
"116","2017-08-14",22.809999
"117","2017-08-15",23.450001
"118","2017-08-16",22.92
"119","2017-08-17",22.42
"120","2017-08-18",22.48
"121","2017-08-21",22.549999
"122","2017-08-22",22.51
"123","2017-08-23",22.389999
"124","2017-08-24",22.66
"125","2017-08-25",22.92
"126","2017-08-28",22.879999
"127","2017-08-29",22.690001
"128","2017-08-30",23.049999
"129","2017-08-31",23.440001
"130","2017-09-01",23.48
"131","2017-09-05",23.15
"132","2017-09-06",23.190001
"133","2017-09-07",22.790001
"134","2017-09-08",22.549999
"135","2017-09-11",22.799999
"136","2017-09-12",23.040001
"137","2017-09-13",23.02
"138","2017-09-14",23.34
"139","2017-09-15",23.629999
"140","2017-09-18",23.950001
"141","2017-09-19",24.42
"142","2017-09-20",24.82
"143","2017-09-21",25.110001
"144","2017-09-22",25.26
"145","2017-09-25",25.309999
"146","2017-09-26",25.559999
"147","2017-09-27",26.18
"148","2017-09-28",26.290001
"149","2017-09-29",26.85
"150","2017-10-02",27.360001
"151","2017-10-03",27.450001
"152","2017-10-04",27.120001
"153","2017-10-05",26.459999
"154","2017-10-06",26.67
"155","2017-10-09",26.709999
"156","2017-10-10",27
"157","2017-10-11",27
"158","2017-10-12",27.139999
"159","2017-10-13",27.120001
"160","2017-10-16",27.23
"161","2017-10-17",26.83
"162","2017-10-18",26.98
"163","2017-10-19",26.879999
"164","2017-10-20",27
"165","2017-10-23",26.559999
"166","2017-10-24",27.17
"167","2017-10-25",26.799999
"168","2017-10-26",27.309999
"169","2017-10-27",27.6
"170","2017-10-30",27.5
"171","2017-10-31",27.49
"172","2017-11-01",27.540001
"173","2017-11-02",27.799999
"174","2017-11-03",28.16
"175","2017-11-06",27.33
"176","2017-11-07",28.67
"177","2017-11-08",30.719999
"178","2017-11-09",30.700001
"179","2017-11-10",30.969999
"180","2017-11-13",31.129999
"181","2017-11-14",31.610001
"182","2017-11-15",32.150002
"183","2017-11-16",32.77
"184","2017-11-17",32
"185","2017-11-20",32.470001
"186","2017-11-21",33.259998
"187","2017-11-22",33.09
"188","2017-11-24",33.27
"189","2017-11-27",33.139999
"190","2017-11-28",34.259998
"191","2017-11-29",34.349998
"192","2017-11-30",34.470001
"193","2017-12-01",34.639999
"194","2017-12-04",33.77
"195","2017-12-05",34.41
"196","2017-12-06",34.009998
"197","2017-12-07",33.959999
"198","2017-12-08",34.599998
"199","2017-12-11",34.799999
"200","2017-12-12",34.52
"201","2017-12-13",33.529999
"202","2017-12-14",33.450001
"203","2017-12-15",33.799999
"204","2017-12-18",34.810001
"205","2017-12-19",34.380001
"206","2017-12-20",33.970001
"207","2017-12-21",34.459999
"208","2017-12-22",34.939999
"209","2017-12-26",34.959999
"210","2017-12-27",34.43
"211","2017-12-28",34.200001
"212","2017-12-29",35.389999
"213","2018-01-02",35.380001
"214","2018-01-03",34.959999
"215","2018-01-04",34.880001
"216","2018-01-05",35
"217","2018-01-08",35.279999
"218","2018-01-09",37.009998
"219","2018-01-10",36.549999
"220","2018-01-11",36.16
"221","2018-01-12",36.970001
"222","2018-01-16",36.889999
"223","2018-01-17",37.380001
"224","2018-01-18",37.470001
"225","2018-01-19",38.27
"226","2018-01-22",38.84
"227","2018-01-23",39.91
"228","2018-01-24",38.950001
"229","2018-01-25",39.209999
"230","2018-01-26",38.849998
"231","2018-01-29",38.310001
"232","2018-01-30",37.799999
"233","2018-01-31",37.279999
"234","2018-02-01",37.689999
"235","2018-02-02",36.779999
"236","2018-02-05",36.099998
"237","2018-02-06",35.200001
"238","2018-02-07",37.279999
"239","2018-02-08",35.27
"240","2018-02-09",35.169998
"241","2018-02-12",35.919998
"242","2018-02-13",35.950001
"243","2018-02-14",37.860001
"244","2018-02-15",37.59
"245","2018-02-16",36.860001
"246","2018-02-20",36.259998
"247","2018-02-21",36.310001
"248","2018-02-22",36.130001
"249","2018-02-23",36.490002
"250","2018-02-26",37.560001
"251","2018-02-27",34
"252","2018-02-28",34.939999
"253","2018-03-01",34.84
"254","2018-03-02",35.02
"255","2018-03-05",35.400002
"256","2018-03-06",35.630001
"257","2018-03-07",36.040001
"258","2018-03-08",36.009998
"259","2018-03-09",36.990002
"260","2018-03-12",38.099998
"261","2018-03-13",38.07
"262","2018-03-14",37.009998
"263","2018-03-15",36.43
"264","2018-03-16",37.779999
"265","2018-03-19",36.82
"266","2018-03-20",37.369999
"267","2018-03-21",38.119999
"268","2018-03-22",36.939999
"269","2018-03-23",36.779999
"270","2018-03-26",38.290001
"271","2018-03-27",37.48
"272","2018-03-28",36.419998
"273","2018-03-29",37.23
"274","2018-04-02",36.509998
"275","2018-04-03",36.91
"276","2018-04-04",37.66
"277","2018-04-05",37.75
"278","2018-04-06",36.98
"279","2018-04-09",37.66
"280","2018-04-10",38.279999
"281","2018-04-11",39.27
"282","2018-04-12",39.16
