"","date","BRT"
"97","2007-05-22",28.139999
"98","2007-05-23",28.950001
"99","2007-05-24",28.959999
"100","2007-05-25",29.02
"101","2007-05-29",29.700001
"102","2007-05-30",29.25
"103","2007-05-31",29.4
"104","2007-06-01",30
"105","2007-06-04",30.9
"106","2007-06-05",30.83
"107","2007-06-06",30.459999
"108","2007-06-07",29.870001
"109","2007-06-08",29.879999
"110","2007-06-11",29
"111","2007-06-12",28.559999
"112","2007-06-13",28.49
"113","2007-06-14",28.33
"114","2007-06-15",28.82
"115","2007-06-18",28.74
"116","2007-06-19",29.18
"117","2007-06-20",28.940001
"118","2007-06-21",28.18
"119","2007-06-22",26.780001
"120","2007-06-25",26.65
"121","2007-06-26",26.27
"122","2007-06-27",27.01
"123","2007-06-28",26.379999
"124","2007-06-29",26.01
"125","2007-07-02",25.42
"126","2007-07-03",25.4
"127","2007-07-05",24.92
"128","2007-07-06",24.959999
"129","2007-07-09",25.559999
"130","2007-07-10",24.65
"131","2007-07-11",24.629999
"132","2007-07-12",24.370001
"133","2007-07-13",24.040001
"134","2007-07-16",24.23
"135","2007-07-17",24.15
"136","2007-07-18",24.129999
"137","2007-07-19",24.299999
"138","2007-07-20",23.26
"139","2007-07-23",22.870001
"140","2007-07-24",21.82
"141","2007-07-25",21.68
"142","2007-07-26",20.440001
"143","2007-07-27",20.73
"144","2007-07-30",20.1
"145","2007-07-31",20.030001
"146","2007-08-01",18.98
"147","2007-08-02",18.219999
"148","2007-08-03",15.7
"149","2007-08-06",15.7
"150","2007-08-07",16.25
"151","2007-08-08",18.459999
"152","2007-08-09",18.6
"153","2007-08-10",18.6
"154","2007-08-13",19.35
"155","2007-08-14",17.85
"156","2007-08-15",17.950001
"157","2007-08-16",19.5
"158","2007-08-17",20.48
"159","2007-08-20",20.5
"160","2007-08-21",21.5
"161","2007-08-22",22.879999
"162","2007-08-23",21.51
"163","2007-08-24",21.35
"164","2007-08-27",20.6
"165","2007-08-28",19.85
"166","2007-08-29",19.950001
"167","2007-08-30",20.299999
"168","2007-08-31",21.17
"169","2007-09-04",21.57
"170","2007-09-05",21.25
"171","2007-09-06",20.57
"172","2007-09-07",19.629999
"173","2007-09-10",19.76
"174","2007-09-11",18.370001
"175","2007-09-12",17.940001
"176","2007-09-13",18.73
"177","2007-09-14",18.690001
"178","2007-09-17",18.629999
"179","2007-09-18",18.959999
"180","2007-09-19",20.139999
"181","2007-09-20",18.950001
"182","2007-09-21",18.42
"183","2007-09-24",18.969999
"184","2007-09-25",17.379999
"185","2007-09-26",17.42
"186","2007-09-27",17.209999
"187","2007-09-28",17.34
"188","2007-10-01",17.639999
"189","2007-10-02",17.82
"190","2007-10-03",17.65
"191","2007-10-04",17.82
"192","2007-10-05",17.75
"193","2007-10-08",17.469999
"194","2007-10-09",17.280001
"195","2007-10-10",17.299999
"196","2007-10-11",17.219999
"197","2007-10-12",16.870001
"198","2007-10-15",16.889999
"199","2007-10-16",16.65
"200","2007-10-17",15.93
"201","2007-10-18",15.55
"202","2007-10-19",15.06
"203","2007-10-22",15.37
"204","2007-10-23",15.18
"205","2007-10-24",15.16
"206","2007-10-25",15.07
"207","2007-10-26",15.88
"208","2007-10-29",15.91
"209","2007-10-30",15.39
"210","2007-10-31",16.02
"211","2007-11-01",15.43
"212","2007-11-02",15.02
"213","2007-11-05",15.23
"214","2007-11-06",16.059999
"215","2007-11-07",15.15
"216","2007-11-08",15.86
"217","2007-11-09",15.57
"218","2007-11-12",17.02
"219","2007-11-13",16.85
"220","2007-11-14",16.620001
"221","2007-11-15",15.86
"222","2007-11-16",15.99
"223","2007-11-19",15.4
"224","2007-11-20",15.21
"225","2007-11-21",15.61
"226","2007-11-23",15.15
"227","2007-11-26",14.64
"228","2007-11-27",14.45
"229","2007-11-28",15.42
"230","2007-11-29",15.13
"231","2007-11-30",15.1
"232","2007-12-03",15.75
"233","2007-12-04",15.26
"234","2007-12-05",15.66
"235","2007-12-06",15.52
"236","2007-12-07",16
"237","2007-12-10",16.450001
"238","2007-12-11",16.17
"239","2007-12-12",16.139999
"240","2007-12-13",17.02
"241","2007-12-14",16.059999
"242","2007-12-17",16.110001
"243","2007-12-18",16.27
"244","2007-12-19",16.139999
"245","2007-12-20",15.99
"246","2007-12-21",16.389999
"247","2007-12-24",16.27
"248","2007-12-26",15.97
"249","2007-12-27",15.66
"250","2007-12-28",15.64
"251","2007-12-31",15.3
"252","2008-01-02",15.35
"253","2008-01-03",14.63
"254","2008-01-04",14.13
"255","2008-01-07",13.87
"256","2008-01-08",13.5
"257","2008-01-09",13.05
"258","2008-01-10",13.9
"259","2008-01-11",14.47
"260","2008-01-14",15.24
"261","2008-01-15",14.69
"262","2008-01-16",15.3
"263","2008-01-17",14.35
"264","2008-01-18",13.9
"265","2008-01-22",14.32
"266","2008-01-23",16.16
"267","2008-01-24",15.1
"268","2008-01-25",14.68
"269","2008-01-28",14.65
"270","2008-01-29",15.45
"271","2008-01-30",14.92
"272","2008-01-31",15.69
"273","2008-02-01",16.33
"274","2008-02-04",16.02
"275","2008-02-05",15.31
"276","2008-02-06",15.45
"277","2008-02-07",14.96
"278","2008-02-08",14.05
"279","2008-02-11",13.54
"280","2008-02-12",13.74
"281","2008-02-13",13.62
"282","2008-02-14",13.29
"283","2008-02-15",13.35
"284","2008-02-19",13.29
"285","2008-02-20",13.27
"286","2008-02-21",12.77
"287","2008-02-22",13
"288","2008-02-25",12.75
"289","2008-02-26",12.72
"290","2008-02-27",12.63
"291","2008-02-28",12.16
"292","2008-02-29",12.6
"293","2008-03-03",11.88
"294","2008-03-04",11.96
"295","2008-03-05",11.88
"296","2008-03-06",11.24
"297","2008-03-07",11.21
"298","2008-03-10",11.1
"299","2008-03-11",13.17
"300","2008-03-12",13.24
"301","2008-03-13",13.25
"302","2008-03-14",13.53
"303","2008-03-17",13.58
"304","2008-03-18",14.47
"305","2008-03-19",13.08
"306","2008-03-20",13.7
"307","2008-03-24",14.65
"308","2008-03-25",14.31
"309","2008-03-26",14.02
"310","2008-03-27",14.25
"311","2008-03-28",13.65
"312","2008-03-31",14.01
"313","2008-04-01",14.07
"314","2008-04-02",14.01
"315","2008-04-03",14.13
"316","2008-04-04",14.41
"317","2008-04-07",14.37
"318","2008-04-08",14.59
"319","2008-04-09",14.26
"320","2008-04-10",14.22
"321","2008-04-11",13.74
"322","2008-04-14",13.89
"323","2008-04-15",14.74
"324","2008-04-16",15.08
"325","2008-04-17",15.62
"326","2008-04-18",15.96
"327","2008-04-21",16.190001
"328","2008-04-22",15.71
"329","2008-04-23",15.68
"330","2008-04-24",16.299999
"331","2008-04-25",15.87
"332","2008-04-28",15.61
"333","2008-04-29",16.01
"334","2008-04-30",15.08
"335","2008-05-01",16.02
"336","2008-05-02",15.7
"337","2008-05-05",15.63
"338","2008-05-06",16.09
"339","2008-05-07",15.27
"340","2008-05-08",15.5
"341","2008-05-09",14.17
"342","2008-05-12",13.49
"343","2008-05-13",13.6
"344","2008-05-14",13.47
"345","2008-05-15",13.47
"346","2008-05-16",12.75
"347","2008-05-19",12.7
"348","2008-05-20",12.67
"349","2008-05-21",12.67
"350","2008-05-22",12.87
"351","2008-05-23",13.29
"352","2008-05-27",12.96
"353","2008-05-28",13.12
"354","2008-05-29",13.08
"355","2008-05-30",12.91
"356","2008-06-02",13.28
"357","2008-06-03",12.88
"358","2008-06-04",13.08
"359","2008-06-05",13.34
"360","2008-06-06",12.85
"361","2008-06-09",12.48
"362","2008-06-10",12.67
"363","2008-06-11",12.84
"364","2008-06-12",13.03
"365","2008-06-13",13.6
"366","2008-06-16",14.6
"367","2008-06-17",14.54
"368","2008-06-18",14.24
"369","2008-06-19",14.59
"370","2008-06-20",14.98
"371","2008-06-23",13.84
"372","2008-06-24",13.12
"373","2008-06-25",12.89
"374","2008-06-26",12.79
"375","2008-06-27",12.61
"376","2008-06-30",12
"377","2008-07-01",12.17
"378","2008-07-02",11.65
"379","2008-07-03",11.46
"380","2008-07-07",11.92
"381","2008-07-08",12.02
"382","2008-07-09",11.35
"383","2008-07-10",11.45
"384","2008-07-11",11.28
"385","2008-07-14",11.61
"386","2008-07-15",11.26
"387","2008-07-16",11.42
"388","2008-07-17",12.11
"389","2008-07-18",12.23
"390","2008-07-21",12.23
"391","2008-07-22",12.2
"392","2008-07-23",12.8
"393","2008-07-24",11.13
"394","2008-07-25",11.28
"395","2008-07-28",11.46
"396","2008-07-29",12
"397","2008-07-30",11.89
"398","2008-07-31",11.95
"399","2008-08-01",11.99
"400","2008-08-04",11.49
"401","2008-08-05",11.48
"402","2008-08-06",11.93
"403","2008-08-07",11.1
"404","2008-08-08",11.81
"405","2008-08-11",11.39
"406","2008-08-12",10.97
"407","2008-08-13",11.93
"408","2008-08-14",12.09
"409","2008-08-15",11.28
"410","2008-08-18",10.91
"411","2008-08-19",10.66
"412","2008-08-20",10.44
"413","2008-08-21",10.41
"414","2008-08-22",10.52
"415","2008-08-25",10.57
"416","2008-08-26",10.27
"417","2008-08-27",10.45
"418","2008-08-28",10.54
"419","2008-08-29",10.56
"420","2008-09-02",10.29
"421","2008-09-03",10.34
"422","2008-09-04",10.4
"423","2008-09-05",10.29
"424","2008-09-08",10.29
"425","2008-09-09",10.23
"426","2008-09-10",9.84
"427","2008-09-11",8.94
"428","2008-09-12",8.97
"429","2008-09-15",9.55
"430","2008-09-16",9.8
"431","2008-09-17",9.9
"432","2008-09-18",11.27
"433","2008-09-19",10
"434","2008-09-22",9.01
"435","2008-09-23",8.52
"436","2008-09-24",7.42
"437","2008-09-25",7.36
"438","2008-09-26",7.05
"439","2008-09-29",9.6
"440","2008-09-30",8.59
"441","2008-10-01",8.79
"442","2008-10-02",7.98
"443","2008-10-03",7.5
"444","2008-10-06",7.15
"445","2008-10-07",7.48
"446","2008-10-08",6.85
"447","2008-10-09",6.8
"448","2008-10-10",5.51
"449","2008-10-13",7.22
"450","2008-10-14",7.4
"451","2008-10-15",7
"452","2008-10-16",7.25
"453","2008-10-17",6.65
"454","2008-10-20",7.08
"455","2008-10-21",6.72
"456","2008-10-22",6.52
"457","2008-10-23",6.07
"458","2008-10-24",5.71
"459","2008-10-27",5.5
"460","2008-10-28",5.4
"461","2008-10-29",5.43
"462","2008-10-30",5.65
"463","2008-10-31",5.85
"464","2008-11-03",5.75
"465","2008-11-04",5.9
"466","2008-11-05",6.05
"467","2008-11-06",5.67
"468","2008-11-07",5.51
"469","2008-11-10",5.6
"470","2008-11-11",5.68
"471","2008-11-12",5
"472","2008-11-13",5.08
"473","2008-11-14",4.97
"474","2008-11-17",4.48
"475","2008-11-18",4.7
"476","2008-11-19",3.95
"477","2008-11-20",3.23
"478","2008-11-21",2.9
"479","2008-11-24",2.78
"480","2008-11-25",2.81
"481","2008-11-26",2.95
"482","2008-11-28",2.93
"483","2008-12-01",2.74
"484","2008-12-02",2.65
"485","2008-12-03",2.7
"486","2008-12-04",2.54
"487","2008-12-05",2.75
"488","2008-12-08",2.84
"489","2008-12-09",3.01
"490","2008-12-10",3.65
"491","2008-12-11",3.57
"492","2008-12-12",3.1
"493","2008-12-15",3.15
"494","2008-12-16",3.4
"495","2008-12-17",4.23
"496","2008-12-18",4
"497","2008-12-19",4.2
"498","2008-12-22",4.02
"499","2008-12-23",3.8
"500","2008-12-24",4.09
"501","2008-12-26",3.9
"502","2008-12-29",3.65
"503","2008-12-30",3.34
"504","2008-12-31",3.7
"505","2009-01-02",5.2
"506","2009-01-05",4.75
"507","2009-01-06",5
"508","2009-01-07",4.65
"509","2009-01-08",4.53
"510","2009-01-09",4.45
"511","2009-01-12",4.52
"512","2009-01-13",4.54
"513","2009-01-14",4.26
"514","2009-01-15",4.4
"515","2009-01-16",4.42
"516","2009-01-20",4.28
"517","2009-01-21",4.65
"518","2009-01-22",4.44
"519","2009-01-23",4.33
"520","2009-01-26",4.28
"521","2009-01-27",4.27
"522","2009-01-28",4.4
"523","2009-01-29",4.21
"524","2009-01-30",4.21
"525","2009-02-02",4.05
"526","2009-02-03",4.08
"527","2009-02-04",4.01
"528","2009-02-05",4.05
"529","2009-02-06",4.15
"530","2009-02-09",3.96
"531","2009-02-10",3.8
"532","2009-02-11",3.75
"533","2009-02-12",4.05
"534","2009-02-13",4.2
"535","2009-02-17",4.19
"536","2009-02-18",4.09
"537","2009-02-19",3.95
"538","2009-02-20",3.93
"539","2009-02-23",3.39
"540","2009-02-24",3.49
"541","2009-02-25",3.57
"542","2009-02-26",3.1
"543","2009-02-27",2.85
"544","2009-03-02",3.02
"545","2009-03-03",3.1
"546","2009-03-04",3.22
"547","2009-03-05",3.2
"548","2009-03-06",3.13
"549","2009-03-09",3
"550","2009-03-10",2.98
"551","2009-03-11",3.15
"552","2009-03-12",3
"553","2009-03-13",3.04
"554","2009-03-16",3
"555","2009-03-17",3
"556","2009-03-18",3.06
"557","2009-03-19",3.07
"558","2009-03-20",3.85
"559","2009-03-23",4.2
"560","2009-03-24",3.91
"561","2009-03-25",3.52
"562","2009-03-26",3.72
"563","2009-03-27",3.84
"564","2009-03-30",3.76
"565","2009-03-31",3.55
"566","2009-04-01",3.6
"567","2009-04-02",3.63
"568","2009-04-03",3.71
"569","2009-04-06",3.7
"570","2009-04-07",3.8
"571","2009-04-08",4.03
"572","2009-04-09",4.22
"573","2009-04-13",4.19
"574","2009-04-14",4.21
"575","2009-04-15",4.31
"576","2009-04-16",4.5
"577","2009-04-17",4.52
"578","2009-04-20",4.52
"579","2009-04-21",4.43
"580","2009-04-22",4.4
"581","2009-04-23",4.45
"582","2009-04-24",4.58
"583","2009-04-27",4.74
"584","2009-04-28",4.91
"585","2009-04-29",5.12
"586","2009-04-30",4.93
"587","2009-05-01",5.01
"588","2009-05-04",4.99
"589","2009-05-05",5.13
"590","2009-05-06",5.6
"591","2009-05-07",5.41
"592","2009-05-08",5.66
"593","2009-05-11",4.55
"594","2009-05-12",4.05
"595","2009-05-13",4.1
"596","2009-05-14",3.85
"597","2009-05-15",3.75
"598","2009-05-18",3.94
"599","2009-05-19",3.89
"600","2009-05-20",3.75
"601","2009-05-21",3.61
"602","2009-05-22",3.8
"603","2009-05-26",3.8
"604","2009-05-27",3.75
"605","2009-05-28",3.62
"606","2009-05-29",3.6
"607","2009-06-01",3.7
"608","2009-06-02",3.61
"609","2009-06-03",3.59
"610","2009-06-04",3.61
"611","2009-06-05",3.59
"612","2009-06-08",3.59
"613","2009-06-09",3.6
"614","2009-06-10",3.56
"615","2009-06-11",3.6
"616","2009-06-12",3.6
"617","2009-06-15",3.59
"618","2009-06-16",3.64
"619","2009-06-17",3.65
"620","2009-06-18",3.6
"621","2009-06-19",3.74
"622","2009-06-22",3.7
"623","2009-06-23",3.77
"624","2009-06-24",3.76
"625","2009-06-25",3.91
"626","2009-06-26",4.3
"627","2009-06-29",4.31
"628","2009-06-30",4.5
"629","2009-07-01",4.2
"630","2009-07-02",4.01
"631","2009-07-06",3.86
"632","2009-07-07",3.82
"633","2009-07-08",3.85
"634","2009-07-09",3.82
"635","2009-07-10",3.89
"636","2009-07-13",3.95
"637","2009-07-14",4
"638","2009-07-15",4.02
"639","2009-07-16",4.03
"640","2009-07-17",4.02
"641","2009-07-20",4.01
"642","2009-07-21",4.03
"643","2009-07-22",4.02
"644","2009-07-23",3.76
"645","2009-07-24",3.89
"646","2009-07-27",4.02
"647","2009-07-28",4.07
"648","2009-07-29",4.1
"649","2009-07-30",4.1
"650","2009-07-31",4.14
"651","2009-08-03",4.14
"652","2009-08-04",4.2
"653","2009-08-05",4.25
"654","2009-08-06",4.5
"655","2009-08-07",4.39
"656","2009-08-10",4.56
"657","2009-08-11",4.8
"658","2009-08-12",4.6
"659","2009-08-13",4.47
"660","2009-08-14",4.55
"661","2009-08-17",4.55
"662","2009-08-18",4.51
"663","2009-08-19",4.64
"664","2009-08-20",4.85
"665","2009-08-21",4.9
"666","2009-08-24",5.16
"667","2009-08-25",5.2
"668","2009-08-26",5.17
"669","2009-08-27",5.2
"670","2009-08-28",5.24
"671","2009-08-31",5.25
"672","2009-09-01",5.05
"673","2009-09-02",4.72
"674","2009-09-03",4.75
"675","2009-09-04",4.93
"676","2009-09-08",5.25
"677","2009-09-09",5.36
"678","2009-09-10",5.42
"679","2009-09-11",5.35
"680","2009-09-14",6.12
"681","2009-09-15",6.25
"682","2009-09-16",6.52
"683","2009-09-17",6.95
"684","2009-09-18",7.25
"685","2009-09-21",7.34
"686","2009-09-22",7.5
"687","2009-09-23",7.3
"688","2009-09-24",7.39
"689","2009-09-25",6.92
"690","2009-09-28",5.83
"691","2009-09-29",5.75
"692","2009-09-30",5.7
"693","2009-10-01",5.55
"694","2009-10-02",5.25
"695","2009-10-05",5.4
"696","2009-10-06",5.57
"697","2009-10-07",5.57
"698","2009-10-08",5.6
"699","2009-10-09",5.47
"700","2009-10-12",5.15
"701","2009-10-13",5.2
"702","2009-10-14",4.9
"703","2009-10-15",4.83
"704","2009-10-16",4.77
"705","2009-10-19",4.85
"706","2009-10-20",4.99
"707","2009-10-21",5.06
"708","2009-10-22",5
"709","2009-10-23",5.14
"710","2009-10-26",5.15
"711","2009-10-27",5.02
"712","2009-10-28",4.72
"713","2009-10-29",5.29
"714","2009-10-30",5.04
"715","2009-11-02",4.72
"716","2009-11-03",4.95
"717","2009-11-04",4.95
"718","2009-11-05",4.99
"719","2009-11-06",4.95
"720","2009-11-09",4.99
"721","2009-11-10",4.95
"722","2009-11-11",5
"723","2009-11-12",4.9
"724","2009-11-13",4.95
"725","2009-11-16",4.89
"726","2009-11-17",4.88
"727","2009-11-18",4.9
"728","2009-11-19",4.77
"729","2009-11-20",4.89
"730","2009-11-23",4.92
"731","2009-11-24",4.92
"732","2009-11-25",4.75
"733","2009-11-27",4.73
"734","2009-11-30",4.92
"735","2009-12-01",4.89
"736","2009-12-02",4.88
"737","2009-12-03",4.76
"738","2009-12-04",4.85
"739","2009-12-07",4.88
"740","2009-12-08",4.61
"741","2009-12-09",4.59
"742","2009-12-10",4.58
"743","2009-12-11",4.78
"744","2009-12-14",4.55
"745","2009-12-15",4.91
"746","2009-12-16",4.94
"747","2009-12-17",4.92
"748","2009-12-18",5
"749","2009-12-21",4.96
"750","2009-12-22",4.95
"751","2009-12-23",4.96
"752","2009-12-24",4.93
"753","2009-12-28",4.78
"754","2009-12-29",4.82
"755","2009-12-30",4.7
"756","2009-12-31",5.1
"757","2010-01-04",4.95
"758","2010-01-05",4.92
"759","2010-01-06",4.89
"760","2010-01-07",4.9
"761","2010-01-08",4.91
"762","2010-01-11",4.93
"763","2010-01-12",4.87
"764","2010-01-13",4.96
"765","2010-01-14",4.84
"766","2010-01-15",4.8
"767","2010-01-19",4.91
"768","2010-01-20",4.78
"769","2010-01-21",4.61
"770","2010-01-22",4.65
"771","2010-01-25",4.59
"772","2010-01-26",4.65
"773","2010-01-27",4.63
"774","2010-01-28",4.46
"775","2010-01-29",4.44
"776","2010-02-01",4.4
"777","2010-02-02",4.62
"778","2010-02-03",4.52
"779","2010-02-04",4.61
"780","2010-02-05",4.54
"781","2010-02-08",4.68
"782","2010-02-09",4.62
"783","2010-02-10",4.75
"784","2010-02-11",5.1
"785","2010-02-12",5.27
"786","2010-02-16",4.77
"787","2010-02-17",4.85
"788","2010-02-18",4.85
"789","2010-02-19",4.92
"790","2010-02-22",4.97
"791","2010-02-23",4.92
"792","2010-02-24",4.98
"793","2010-02-25",4.99
"794","2010-02-26",5.03
"795","2010-03-01",5.21
"796","2010-03-02",5.16
"797","2010-03-03",5.21
"798","2010-03-04",5.35
"799","2010-03-05",5.67
"800","2010-03-08",5.56
"801","2010-03-09",5.66
"802","2010-03-10",5.89
"803","2010-03-11",5.48
"804","2010-03-12",5.6
"805","2010-03-15",6.08
"806","2010-03-16",6.24
"807","2010-03-17",6.38
"808","2010-03-18",6.37
"809","2010-03-19",5.6
"810","2010-03-22",6.5
"811","2010-03-23",6.69
"812","2010-03-24",6.54
"813","2010-03-25",6.54
"814","2010-03-26",6.65
"815","2010-03-29",6.63
"816","2010-03-30",6.55
"817","2010-03-31",6.61
"818","2010-04-01",6.65
"819","2010-04-05",6.61
"820","2010-04-06",6.61
"821","2010-04-07",6.5
"822","2010-04-08",6.61
"823","2010-04-09",6.61
"824","2010-04-12",6.65
"825","2010-04-13",6.7
"826","2010-04-14",6.68
"827","2010-04-15",6.68
"828","2010-04-16",6.57
"829","2010-04-19",6.84
"830","2010-04-20",7.24
"831","2010-04-21",7.23
"832","2010-04-22",7.21
"833","2010-04-23",7.12
"834","2010-04-26",7.13
"835","2010-04-27",7.08
"836","2010-04-28",7.1
"837","2010-04-29",6.78
"838","2010-04-30",6.55
"839","2010-05-03",6.68
"840","2010-05-04",6.64
"841","2010-05-05",6.6
"842","2010-05-06",6.48
"843","2010-05-07",6.6
"844","2010-05-10",6.5
"845","2010-05-11",6.7
"846","2010-05-12",6.74
"847","2010-05-13",6.43
"848","2010-05-14",6.62
"849","2010-05-17",6.39
"850","2010-05-18",6.36
"851","2010-05-19",6.02
"852","2010-05-20",5.76
"853","2010-05-21",6.2
"854","2010-05-24",6.45
"855","2010-05-25",6.21
"856","2010-05-26",5.88
"857","2010-05-27",6.03
"858","2010-05-28",6.07
"859","2010-06-01",5.79
"860","2010-06-02",5.76
"861","2010-06-03",5.84
"862","2010-06-04",5.8
"863","2010-06-07",5.57
"864","2010-06-08",5.29
"865","2010-06-09",5.35
"866","2010-06-10",5.34
"867","2010-06-11",5.26
"868","2010-06-14",5.31
"869","2010-06-15",5.31
"870","2010-06-16",5.52
"871","2010-06-17",5.74
"872","2010-06-18",5.89
"873","2010-06-21",5.84
"874","2010-06-22",5.79
"875","2010-06-23",5.72
"876","2010-06-24",5.79
"877","2010-06-25",6.1
"878","2010-06-28",5.96
"879","2010-06-29",5.73
"880","2010-06-30",5.9
"881","2010-07-01",6.02
"882","2010-07-02",5.75
"883","2010-07-06",5.35
"884","2010-07-07",5.65
"885","2010-07-08",5.57
"886","2010-07-09",5.51
"887","2010-07-12",5.42
"888","2010-07-13",5.26
"889","2010-07-14",5.28
"890","2010-07-15",5.25
"891","2010-07-16",4.96
"892","2010-07-19",5.03
"893","2010-07-20",5.32
"894","2010-07-21",5.37
"895","2010-07-22",5.35
"896","2010-07-23",5.45
"897","2010-07-26",5.36
"898","2010-07-27",5.36
"899","2010-07-28",5.44
"900","2010-07-29",5.44
"901","2010-07-30",5.38
"902","2010-08-02",5.37
"903","2010-08-03",5.36
"904","2010-08-04",5.38
"905","2010-08-05",5.25
"906","2010-08-06",5.2
"907","2010-08-09",5.18
"908","2010-08-10",5.11
"909","2010-08-11",4.99
"910","2010-08-12",5.01
"911","2010-08-13",4.98
"912","2010-08-16",4.97
"913","2010-08-17",5.15
"914","2010-08-18",5.47
"915","2010-08-19",5.22
"916","2010-08-20",5.03
"917","2010-08-23",5.01
"918","2010-08-24",4.89
"919","2010-08-25",5.06
"920","2010-08-26",5.24
"921","2010-08-27",5.41
"922","2010-08-30",5.31
"923","2010-08-31",5.26
"924","2010-09-01",5.27
"925","2010-09-02",5.2
"926","2010-09-03",5.18
"927","2010-09-07",5.24
"928","2010-09-08",5.17
"929","2010-09-09",5.1
"930","2010-09-10",5.05
"931","2010-09-13",5.06
"932","2010-09-14",5.03
"933","2010-09-15",5.05
"934","2010-09-16",5.17
"935","2010-09-17",5.2
"936","2010-09-20",5.16
"937","2010-09-21",5.15
"938","2010-09-22",6.3
"939","2010-09-23",6.29
"940","2010-09-24",6.28
"941","2010-09-27",6.28
"942","2010-09-28",6.32
"943","2010-09-29",6.32
"944","2010-09-30",6.39
"945","2010-10-01",6.38
"946","2010-10-04",6.3
"947","2010-10-05",6.3
"948","2010-10-06",6.38
"949","2010-10-07",6.4
"950","2010-10-08",6.45
"951","2010-10-11",6.45
"952","2010-10-12",6.41
"953","2010-10-13",6.41
"954","2010-10-14",6.4
"955","2010-10-15",6.4
"956","2010-10-18",6.43
"957","2010-10-19",6.44
"958","2010-10-20",6.49
"959","2010-10-21",6.41
"960","2010-10-22",6.51
"961","2010-10-25",6.48
"962","2010-10-26",6.58
"963","2010-10-27",6.47
"964","2010-10-28",6.58
"965","2010-10-29",6.67
"966","2010-11-01",6.84
"967","2010-11-02",6.83
"968","2010-11-03",6.87
"969","2010-11-04",6.83
"970","2010-11-05",6.61
"971","2010-11-08",6.61
"972","2010-11-09",6.68
"973","2010-11-10",6.7
"974","2010-11-11",6.71
"975","2010-11-12",6.69
"976","2010-11-15",6.76
"977","2010-11-16",6.7
"978","2010-11-17",6.7
"979","2010-11-18",6.7
"980","2010-11-19",6.7
"981","2010-11-22",6.6
"982","2010-11-23",6.65
"983","2010-11-24",6.61
"984","2010-11-26",6.6
"985","2010-11-29",6.7
"986","2010-11-30",6.63
"987","2010-12-01",6.75
"988","2010-12-02",6.61
"989","2010-12-03",6.62
"990","2010-12-06",6.61
"991","2010-12-07",6.62
"992","2010-12-08",6.6
"993","2010-12-09",7
"994","2010-12-10",6.82
"995","2010-12-13",6.73
