"","date","FMC"
"1","2007-01-03",16.58066
"2","2007-01-04",16.366001
"3","2007-01-05",16.071119
"4","2007-01-08",15.951864
"5","2007-01-09",16.029922
"6","2007-01-10",16.088465
"7","2007-01-11",16.437553
"8","2007-01-12",16.825672
"9","2007-01-16",16.576323
"10","2007-01-17",16.617519
"11","2007-01-18",16.632698
"12","2007-01-19",16.723764
"13","2007-01-22",16.470078
"14","2007-01-23",16.806158
"15","2007-01-24",17.016479
"16","2007-01-25",16.745447
"17","2007-01-26",16.637033
"18","2007-01-29",16.743279
"19","2007-01-30",16.903728
"20","2007-01-31",16.879879
"21","2007-02-01",17.196444
"22","2007-02-02",16.7281
"23","2007-02-05",17.003469
"24","2007-02-06",17.131397
"25","2007-02-07",16.485256
"26","2007-02-08",15.993062
"27","2007-02-09",15.828274
"28","2007-02-12",15.774068
"29","2007-02-13",16.012575
"30","2007-02-14",16.029922
"31","2007-02-15",16.214224
"32","2007-02-16",16.385515
"33","2007-02-20",16.574154
"34","2007-02-21",16.960104
"35","2007-02-22",16.825672
"36","2007-02-23",16.669558
"37","2007-02-26",16.472246
"38","2007-02-27",15.997398
"39","2007-02-28",15.960538
"40","2007-03-01",15.951864
"41","2007-03-02",15.800087
"42","2007-03-05",15.453166
"43","2007-03-06",15.778404
"44","2007-03-07",15.841284
"45","2007-03-08",15.915005
"46","2007-03-09",16.051605
"47","2007-03-12",16.190372
"48","2007-03-13",15.828274
"49","2007-03-14",15.852125
"50","2007-03-15",16.166523
"51","2007-03-16",16.084127
"52","2007-03-19",16.259758
"53","2007-03-20",16.398525
"54","2007-03-21",16.682568
"55","2007-03-22",16.836514
"56","2007-03-23",16.908066
"57","2007-03-26",16.795317
"58","2007-03-27",16.548136
"59","2007-03-28",16.350824
"60","2007-03-29",16.283607
"61","2007-03-30",16.35516
"62","2007-04-02",16.335646
"63","2007-04-03",16.359497
"64","2007-04-04",16.326973
"65","2007-04-05",16.294449
"66","2007-04-09",16.231569
"67","2007-04-10",16.094969
"68","2007-04-11",16.016912
"69","2007-04-12",16.151344
"70","2007-04-13",16.222897
"71","2007-04-16",16.571985
"72","2007-04-17",16.502602
"73","2007-04-18",16.545967
"74","2007-04-19",16.470078
"75","2007-04-20",16.558977
"76","2007-04-23",16.543798
"77","2007-04-24",16.582827
"78","2007-04-25",16.762793
"79","2007-04-26",16.749783
"80","2007-04-27",16.732437
"81","2007-04-30",16.680399
"82","2007-05-01",17.677797
"83","2007-05-02",17.950998
"84","2007-05-03",17.998699
"85","2007-05-04",18.013876
"86","2007-05-07",18.139635
"87","2007-05-08",18.228535
"88","2007-05-09",18.393322
"89","2007-05-10",18.45837
"90","2007-05-11",18.41934
"91","2007-05-14",18.189507
"92","2007-05-15",18.081093
"93","2007-05-16",18.284908
"94","2007-05-17",18.347788
"95","2007-05-18",18.438854
"96","2007-05-21",18.623158
"97","2007-05-22",18.43235
"98","2007-05-23",18.310928
"99","2007-05-24",17.966175
"100","2007-05-25",18.172159
"101","2007-05-29",18.278404
"102","2007-05-30",18.300087
"103","2007-05-31",18.139635
"104","2007-06-01",18.421509
"105","2007-06-04",18.647007
"106","2007-06-05",18.768431
"107","2007-06-06",18.373808
"108","2007-06-07",18.104944
"109","2007-06-08",18.415005
